"","Word","CelS","Fdif","Vf","Dent","Ient","NsyS","NsyC","Len","Ncou","Bigr","InBi","spelV","spelN","phonV","phonN","friendsV","friendsN","ffV","ffN","fbV","fbN","ffNonzero","NVratio"
"1057","welt",2.1972246,-0.1823216,0.6931472,0,0.98523,1.6094379,0,4,8,8.364308,12.52566,10,5.9989366,13,6.056784,10,5.9989366,0,0,1.3862944,3.2188758,0,2.708050201
"1058","beef",5.6937321,-0.5216756,2.0794415,0.88338,0.09395,1.6094379,3.4965076,4,4,8.387328,12.85978,2,3.7841896,10,5.5947114,2,3.7841896,0,0,2.1972246,5.420535,0,4.307437778
"1059","wedge",4.5643482,1.08619,1.0986123,0,1.44272,2.1972246,1.7917595,5,4,8.840993,12.52566,10,4.5432948,10,4.5432948,10,4.5432948,0,0,0,0,0,1.054937225
"1060","ghoul",2.5649494,1.284016,1.3862944,0.96124,0.81128,1.0986123,0,5,0,9.040735,12.11205,3,3.9702919,18,6.7592553,1,0.6931472,1.0986123,3.9512437,2.8903718,6.7580945,1,2.833213344
"1061","brush",5.7651911,-0.5061753,2.7080502,0.91594,1.79926,2.7080502,3.1354942,5,3,8.659387,10.9819,15,4.9972123,12,4.574711,12,4.574711,1.3862944,3.9512437,0,0,1,-0.360707207
"1062","squad",5.123964,1.13498,1.3862944,0.08785,0.70005,1.0986123,1.6094379,5,4,8.206828,8.66112,19,8.6050209,16,6.0614569,3,2.944439,2.8332133,8.6017181,2.6390573,6.0185932,1,5.332718793
"1063","chump",2.3025851,-0.07696104,0.6931472,0,0.08728,0,0,5,5,8.49031,12.67433,14,4.3694479,14,4.3694479,14,4.3694479,0,0,0,0,0,2.302585093
"1064","earl",5.6094718,2.536778,1.0986123,0.08214,0.3481,0.6931472,0,4,1,8.344877,13.02967,2,3.0910425,11,5.5294291,2,3.0910425,0,0,2.3025851,5.4424177,0,5.676753802
"1065","beak",4.4773368,2.097791,0.6931472,0,0.84855,1.6094379,0.6931472,4,9,8.46271,12.85978,16,5.6629605,32,6.496775,14,5.2470241,1.0986123,4.5951199,2.944439,6.1612073,1,4.795790546
"1066","threat",7.0030655,4.335837,1.0986123,0.99243,0.73362,1.6094379,0,6,2,10.108083,14.65437,18,7.024649,18,7.7523352,2,4.1896547,2.8332133,6.9650803,2.8332133,7.7240047,1,7.233455419
"1067","mould",5.241747,1.070441,2.3025851,0.82511,1.65099,2.0794415,1.3862944,5,3,9.106854,12.23054,4,8.5569907,5,4.0253517,1,0.6931472,1.3862944,8.5567984,1.6094379,4.0073332,1,0.395756294
"1068","clown",4.0775374,-0.866958,1.7917595,0.55744,1.26277,1.3862944,1.0986123,5,1,8.666372,11.29955,16,7.8663389,9,7.190676,8,7.1899222,2.1972246,7.1569564,0.6931472,0.6931472,1,1.054160526
"1069","beam",5.1761497,1.330267,2.1972246,0.47817,1.88312,2.5649494,2.5649494,4,8,8.550394,12.85978,11,5.6454469,15,6.3985949,10,5.6454469,0.6931472,0,1.7917595,5.7651911,0,0.427983972
"1070","mouth",7.7882116,0.6351599,2.7725887,0.51665,0.53602,2.4849066,2.4849066,5,3,9.493857,12.23054,4,6.056784,3,5.8435444,3,5.8435444,0.6931472,4.4188406,0,0,1,4.242840185
"1071","bean",4.2341065,-0.784497,2.1972246,0.67126,0.66959,1.6094379,4.8675345,4,10,8.90984,12.85978,10,5.8833224,25,6.8895913,10,5.8833224,0,0,2.7725887,6.4361504,0,5.963579344
"1072","clock",6.4583383,0.02990996,2.944439,1.28503,0.68442,1.0986123,3.4657359,5,7,8.564576,11.29955,19,6.0306853,21,6.0544393,19,6.0306853,0,0,1.0986123,2.3978953,0,3.385801696
"1073","beep",2.7080502,-2.633327,0.6931472,0,0.35336,1.0986123,0,4,9,8.392145,12.85978,14,6.2878586,19,6.3851944,14,6.2878586,0,0,1.7917595,4.0253517,0,2.772588722
"1074","smoke",6.9574974,0.1511106,2.7725887,0.97484,1.38974,2.3025851,2.5649494,5,3,8.577478,10.57664,12,5.6131281,19,5.8141305,12,5.6131281,0,0,2.0794415,4.1271344,0,0.079560012
"1075","quest",4.7535902,1.526746,2.8332133,0.23219,0.96659,2.0794415,1.0986123,5,1,8.503351,11.20298,15,6.9127428,18,6.973543,15,6.9127428,0,0,1.3862944,4.1588831,0,1.529395205
"1076","broad",6.6227363,1.316451,3.4657359,2.22197,0.97656,2.1972246,2.8332133,5,2,8.632657,10.9819,6,5.805135,7,4.634729,1,4.4426513,1.7917595,5.5134287,1.9459101,2.944439,1,3.737669618
"1077","beer",6.7250336,0.6238182,1.0986123,0.0747,0.26859,0.6931472,3.1354942,4,11,8.831095,12.85978,12,4.574711,36,7.8248457,12,4.574711,0,0,3.2188758,7.7857209,0,6.771935556
"1078","bear",7.0148144,0.2828421,3.8918203,1.93412,1.97488,2.7725887,4.1743873,4,17,8.796717,12.85978,21,7.4342574,40,8.9438978,4,4.7004804,2.8903718,7.3677086,3.6109179,8.9295677,1,-1.885714988
"1079","frock",4.6728288,2.005601,1.7917595,0.48852,0.83256,1.0986123,0.6931472,5,2,8.706186,11.69309,19,6.0306853,21,6.0544393,19,6.0306853,0,0,1.0986123,2.3978953,0,4.976733742
"1080","chief",7.5049421,2.61309,1.6094379,0.43369,0.52858,1.0986123,2.7080502,5,1,8.983386,12.67433,6,5.3518581,10,5.5947114,6,5.3518581,0,0,1.6094379,4.0775374,0,7.052721049
"1081","beet",3.7135721,1.334026,1.3862944,1.02586,0.89357,1.0986123,2.6390573,4,5,8.575469,12.85978,11,6.7093043,28,7.1276937,11,6.7093043,0,0,2.8903718,6.056784,0,4.077537444
"1082","trough",4.0943446,1.021651,0.6931472,0,0.68129,1.7917595,0.6931472,6,1,9.654982,12.29809,12,7.3231707,3,6.4769724,2,2.3978953,2.3978953,7.3165482,0.6931472,6.4614682,1,4.290459441
"1083","ruse",2.944439,1.663505,0.6931472,0,0.68404,0.6931472,0,4,7,8.266794,11.08883,5,6.3985949,12,4.4543473,1,1.0986123,1.6094379,6.3952616,2.4849066,4.4308168,1,3.135494216
"1084","beau",3.6375862,0.5648928,0.6931472,0,0.71315,1.0986123,1.3862944,4,0,8.435362,12.85978,1,1.0986123,41,8.8378264,1,1.0986123,0,0,3.7135721,8.837536,0,3.850147602
"1085","squash",5.0369526,-0.195225,1.9459101,0.21324,1.32588,1.6094379,3.5835189,6,0,8.82579,8.66112,25,5.1416636,7,1.9459101,3,1.0986123,3.1354942,5.1298987,1.6094379,1.6094379,1,0.551371718
"1086","frost",4.9698133,-0.4382549,2.5649494,1.34551,1.23642,1.6094379,1.9459101,5,1,9.05936,11.69309,8,7.4401467,3,6.0137152,3,6.0137152,1.7917595,7.166266,0,0,1,1.279751113
"1087","squaw",2.5649494,0.5908683,0.6931472,0,0.99885,0.6931472,1.9459101,5,3,7.940728,8.66112,19,6.6846117,20,6.6908423,19,6.6846117,0,0,0.6931472,1.7917595,0,3.258096538
"1088","bard",2.3025851,0.3285041,1.3862944,0.73453,0.81128,1.0986123,0,4,11,8.317846,11.48169,11,5.6903595,14,5.811141,9,5.6021188,1.0986123,3.2580965,1.7917595,4.1588831,1,2.564949357
"1089","fare",5.1119878,0.1174819,2.1972246,1.33614,1.46433,1.9459101,1.9459101,4,17,8.714533,11.54842,21,8.51037,40,8.9438978,20,6.3508857,0.6931472,8.3879953,3.0445224,8.8662996,1,1.643467661
"1090","band",6.3784262,0.2376799,3.1780538,1.46424,1.07164,2.3978953,3.1354942,4,12,8.780039,11.48169,13,10.3030687,17,10.3040406,12,10.3030352,0.6931472,0.6931472,1.7917595,3.4339872,1,2.985928273
"1091","brick",6.2126061,0.5496456,2.5649494,0.65301,0.93242,1.3862944,2.1972246,5,5,8.804749,10.9819,21,5.9914645,22,5.9914645,21,5.9914645,0,0,0.6931472,0,0,6.639875834
"1092","road",8.2406489,-0.2686734,3.4965076,0.6555,0.60889,1.3862944,3.4011974,4,9,8.115345,12.87114,6,5.805135,25,6.3297209,5,5.5134287,0.6931472,4.4426513,3.0445224,5.749393,1,8.402679805
"1093","rust",4.3820266,-0.1947441,2.0794415,1.02578,1.39086,2.0794415,2.4849066,4,10,8.294008,11.08883,10,7.6280311,11,7.6280311,10,7.6280311,0,0,0.6931472,0,0,0.230523659
"1094","choice",7.5115246,1.043205,1.6094379,0.01193,0.58911,1.7917595,1.7917595,6,0,9.413539,12.67433,2,5.8289456,2,5.8289456,2,5.8289456,0,0,0,0,0,7.637234389
"1095","bark",5.0937502,0.7682939,2.5649494,1.47754,1.5703,2.3025851,3.2188758,4,14,8.208784,11.48169,10,5.9939614,11,6.0913099,10,5.9939614,0,0,0.6931472,3.7376696,0,-0.38692153
"1096","tub",4.9558271,0.1783857,1.9459101,1.0446,0.62389,1.3862944,0.6931472,3,12,7.443424,11.72115,16,5.2832037,16,5.2832037,15,5.2149358,0,0,0,0,0,5.123963979
"1097","bank",7.7773736,0.3739469,2.8903718,0.67561,0.90168,2.8903718,4.060443,4,13,8.323238,11.48169,22,5.749393,25,5.7651911,22,5.749393,0,0,1.3862944,1.7917595,0,3.44080652
"1098","twinge",3.9318256,2.650892,0.6931472,0,0.70884,1.7917595,0,6,1,9.739632,10.79181,7,3.0910425,7,3.0910425,7,3.0910425,0,0,0,0,0,4.143134726
"1099","farm",7.0783416,0.9532206,2.7080502,1.41115,1.10648,1.6094379,3.0910425,4,5,8.277211,11.54842,6,5.8318825,4,5.6021188,4,5.6021188,1.0986123,4.2626799,0,0,1,2.588744267
"1100","board",7.3537223,0.2321468,4.3438054,2.73711,1.01806,2.6390573,4.3040651,5,2,8.674019,11.85622,2,5.4806389,20,6.2383246,2,5.4806389,0,0,2.944439,5.6094718,0,2.384436119
"1101","barn",5.2311086,0.4536672,1.9459101,0.44194,0.67345,1.0986123,2.3025851,4,8,8.290722,11.48169,5,4.060443,4,3.8501476,4,3.8501476,0.6931472,2.4849066,0,0,1,5.424950017
"1102","tea",7.3714893,-1.124685,3.4339872,1.2476,0.15989,1.7917595,3.9702919,3,4,8.236496,13.30255,7,4.9416424,38,10.132812,5,4.6913479,0.6931472,1.3862944,3.4965076,10.1273908,1,7.395107547
"1103","zoo",5.0562458,0.5172154,0.6931472,0,0.46347,0.6931472,0.6931472,3,7,5.457012,7.48717,7,6.7405194,66,10.5997549,6,6.7298241,0,0,4.0943446,10.5784708,0,5.159055299
"1104","tug",4.5951199,1.704748,1.3862944,0.12636,1.87315,2.3025851,0,3,15,7.622227,11.72115,17,4.7621739,17,4.7621739,16,4.7361984,0,0,0,0,0,-0.740901612
"1105","tab",3.2958369,-0.929536,0.6931472,0,0.99785,0.6931472,0.6931472,3,14,7.845487,12.49891,16,3.9702919,14,3.9702919,13,3.9512437,1.0986123,0,0,0,0,4.025351691
"1106","vice",5.1059455,0.9917983,2.3025851,1.61221,0.78431,1.0986123,2.1972246,4,6,8.108675,11.74872,15,6.0450053,17,6.0473722,15,6.0450053,0,0,1.0986123,0.6931472,0,5.370638028
"1107","rice",6.1923625,-0.07217798,1.0986123,0.02122,0,1.0986123,2.9957323,4,12,8.501976,12.78563,15,6.0450053,17,6.0473722,15,6.0450053,0,0,1.0986123,0.6931472,0,6.192362489
"1108","rout",3.4011974,2.120264,1.0986123,0,1.68051,1.9459101,1.6094379,4,7,8.65558,12.87114,16,7.6666902,18,7.7191298,16,7.6666902,0,0,1.0986123,4.7535902,0,-0.619039208
"1109","pyre",2.944439,1.663505,0.6931472,0,0.68404,0.6931472,0.6931472,4,6,7.222763,8.71473,2,0.6931472,14,5.6347896,2,0.6931472,0,0,2.5649494,5.6312118,0,3.135494216
"1110","tag",4.634729,0.5812064,1.3862944,0.1171,1.67406,2.3025851,2.1972246,3,19,7.80188,12.49891,20,4.7449321,20,4.7449321,19,4.7004804,0,0,0,0,0,0.669430654
"1111","ounce",4.5432948,0.4897722,0.6931472,0,0.94191,1.3862944,1.6094379,5,0,9.25134,13.56859,6,2.4849066,6,2.4849066,6,2.4849066,0,0,0,0,0,5.560681631
"1112","crumb",2.944439,0.970358,1.0986123,0.96021,0.70037,1.6094379,0.6931472,5,0,8.237324,11.27694,5,3.5835189,23,8.817594,5,3.5835189,0,0,2.944439,8.8123969,0,4.564348191
"1113","spot",6.7889717,0.6877563,2.8903718,0.68193,1.41553,2.9957323,2.8903718,4,6,8.351013,11.50982,23,8.6383483,28,8.9311554,22,8.6381711,0.6931472,0.6931472,1.9459101,7.5611216,1,0.879759274
"1114","jazz",5.0304379,0.6140099,1.6094379,0.33278,0.07245,1.7917595,2.3025851,4,0,6.03208,8.49433,2,4.6051702,4,9.1890146,2,4.6051702,0,0,1.0986123,9.1788497,0,4.337290741
"1115","tin",6.2422233,-0.3420155,2.1972246,0.23857,1.25486,1.6094379,2.5649494,3,17,8.457137,13.2514,17,9.9884259,20,10.0963781,16,9.9878747,0,0,1.3862944,7.8172228,0,1.971417909
"1116","quartz",2.8332133,0.1659851,0.6931472,0,0,1.0986123,2.0794415,6,0,8.047424,11.20298,1,0.6931472,4,3.871201,1,0.6931472,0,0,1.3862944,3.8501476,0,2.833213344
"1117","garb",3.4965076,2.215574,1.0986123,0,0.09076,0.6931472,0,4,1,7.762696,11.36615,2,1.3862944,2,1.3862944,2,1.3862944,0,0,0,0,0,3.496507561
"1118","niece",4.4659081,0.2405353,1.0986123,0.08354,0.45209,0.6931472,0,5,1,8.878214,12.02146,2,4.9272537,9,5.9242558,2,4.9272537,0,0,2.0794415,5.4680601,0,4.564348191
"1119","womb",5.0689042,2.178532,0.6931472,0,0.34732,0.6931472,0,4,3,8.265555,12.09597,4,4.0073332,17,6.3902407,2,2.5649494,1.0986123,3.7612001,2.7725887,6.369901,1,5.135798437
"1120","hub",3.7376696,1.763589,1.0986123,0.52936,0.3591,1.0986123,0,3,12,7.009268,10.63718,16,5.2832037,16,5.2832037,15,5.2257467,0,0,0,0,0,3.80666249
"1121","gnome",2.7080502,0.7339692,0.6931472,0,0.90239,1.0986123,0,5,0,8.778449,10.23031,7,7.9434278,11,6.4281053,5,6.3456364,1.0986123,7.7177962,1.9459101,3.912023,1,3.80666249
"1122","sand",6.8596149,0.9537082,3.2188758,1.51528,0.53081,1.3862944,3.988984,4,7,8.923409,11.97534,13,10.3030687,17,10.3040406,12,10.3030352,0.6931472,0.6931472,1.7917595,3.4339872,1,4.389689507
"1123","deed",4.5325995,1.865371,1.9459101,0.28318,0.99964,1.0986123,2.1972246,4,11,8.656228,12.82938,16,6.5191473,24,6.7604147,16,6.5191473,0,0,2.1972246,5.2257467,0,5.198497031
"1124","crowd",6.7833252,1.532099,1.3862944,0.46315,1.25807,1.9459101,1.3862944,5,1,8.296505,11.27694,1,3.988984,8,5.0937502,1,3.988984,0,0,2.0794415,4.7004804,0,2.128756778
"1125","train",7.2562972,0.06186039,2.6390573,0.4016,1.5656,2.8332133,3.1780538,5,6,9.470914,12.29809,22,6.5264949,43,6.7934661,22,6.5264949,0,0,3.0910425,5.3471075,0,0.321536453
"1126","tar",4.4067192,1.516347,2.3978953,1.70761,1.06131,1.6094379,1.9459101,3,14,8.127993,12.49891,14,7.1959372,15,8.571492,12,6.7546041,0.6931472,6.1420374,1.0986123,8.39163,1,1.421385681
"1127","head",9.008836,0.880959,4.8283137,2.12511,0.92573,3.6109179,4.2195077,4,10,8.982184,14.561,14,6.9744789,24,8.1324127,9,6.787845,1.7917595,5.2094862,2.7725887,7.830823,1,2.393442857
"1128","hue",4.4188406,2.44476,0.6931472,0,0.88024,1.3862944,0.6931472,3,6,7.093294,10.63718,11,6.3438804,66,10.5997549,10,6.3421214,0,0,4.0253517,10.5854979,0,4.770684624
"1129","bulb",4.7621739,-0.3689075,1.6094379,0.75474,0.98945,1.7917595,1.6094379,4,2,7.555188,11.86562,1,2.0794415,1,2.0794415,1,2.0794415,0,0,0,0,0,5.33753808
"1130","gang",5.8464388,0.7813153,2.1972246,1.12972,0.72835,1.7917595,2.0794415,4,6,8.555205,11.36615,13,4.8441871,13,4.8441871,13,4.8441871,0,0,0,0,0,6.073044534
"1131","wrist",5.8833224,1.344292,1.7917595,0.447,0.90086,0.6931472,1.9459101,5,3,9.037294,9.85619,11,5.710427,12,5.32301,10,5.32301,0.6931472,4.5849675,1.0986123,0,1,6.263398263
"1132","throne",5.170484,1.491655,1.7917595,0.48314,0.38095,1.7917595,0.6931472,6,0,9.976846,14.65437,19,8.3433159,29,7.3901814,15,5.6594822,1.6094379,8.272826,2.7080502,7.1959372,1,5.247024072
"1133","trait",4.0253517,1.645806,0.6931472,0,0.97347,0.6931472,0,5,2,9.370085,12.29809,6,4.7273878,31,7.865188,6,4.7273878,0,0,3.2580965,7.8212421,0,4.919980926
"1134","tax",7.5755847,0.5842238,2.7080502,0.88527,0.9039,1.6094379,4.0253517,3,11,7.246812,12.49891,4,5.3844951,17,5.6454469,3,3.0445224,0,0,2.6390573,4.1896547,0,3.161503484
"1135","nymph",4.0073332,2.033252,2.0794415,1.43978,0.96241,1.3862944,2.0794415,5,1,7.88298,11.19089,2,1.3862944,2,1.3862944,2,1.3862944,0,0,0,0,0,4.48863637
"1136","heel",5.3612922,2.134448,1.7917595,0.15553,1.16665,2.1972246,2.3025851,4,6,8.920422,14.561,10,5.8435444,23,6.313548,10,5.8435444,0,0,2.6390573,5.3375381,0,2.862200881
"1137","group",8.6057534,1.627726,2.3025851,0.21143,1.01896,1.7917595,4.2766661,5,1,8.861348,11.50271,4,6.0185932,17,6.1484683,3,6.0088132,0.6931472,1.6094379,2.7080502,4.1271344,1,4.500164217
"1138","blaze",4.5538769,1.886649,1.9459101,1.20671,1.73034,2.3025851,1.7917595,5,6,8.156864,11.84506,12,3.8918203,32,6.6783421,12,3.8918203,0,0,3.0445224,6.6160652,0,-0.561469357
"1139","hag",2.944439,-0.1282543,1.3862944,1.07454,0.97095,1.0986123,0,3,17,7.783243,13.49254,20,4.7449321,20,4.7449321,19,4.7449321,0,0,0,0,0,3.433987204
"1140","groin",4.1431347,1.475907,1.0986123,0,0.05163,1.3862944,0,5,2,8.884447,11.50271,4,4.3944492,4,4.3944492,4,4.3944492,0,0,0,0,0,4.143134726
"1141","crook",4.5325995,0.9490806,1.7917595,0.13347,1.11694,1.6094379,0.6931472,5,3,8.702289,11.27694,12,7.0335065,10,7.0335065,10,7.0335065,1.0986123,0,0,0,0,1.945910149
"1142","skate",4.2341065,1.343735,2.6390573,1.20292,1.60389,1.3862944,2.4849066,5,3,8.547914,10.3889,19,7.3072023,31,7.865188,19,7.3072023,0,0,2.5649494,7.0166097,0,0.438913042
"1143","crown",6.0799332,1.085427,1.6094379,0.22046,1.00562,2.8332133,3.4011974,5,6,8.739368,11.27694,16,7.8663389,9,7.190676,8,7.1899222,2.1972246,7.1569564,0.6931472,0.6931472,1,1.339567285
"1144","dean",5.3890717,0.5527898,1.0986123,0.19396,0.24067,1.3862944,0,4,9,8.823295,12.82938,10,5.8833224,25,6.8895913,10,5.8833224,0,0,2.7725887,6.4361504,0,5.429345629
"1145","bulk",5.9558374,1.583861,1.9459101,0.91876,0.08266,1.7917595,1.3862944,4,9,7.966256,11.86562,4,2.9957323,4,2.9957323,4,2.9957323,0,0,0,0,0,5.966146739
"1146","bull",5.9375362,0.5134676,3.0445224,1.61217,0.8475,2.4849066,3.0445224,4,16,8.448447,11.86562,12,5.8721178,4,5.7235851,3,5.6903595,2.3025851,4.0943446,0.6931472,2.3978953,1,4.593097605
"1147","heir",4.804021,2.424475,1.9459101,1.52902,0.88684,1.0986123,1.0986123,4,3,8.666838,14.561,3,7.8935721,40,8.9438978,3,7.8935721,0,0,3.6375862,8.5135867,0,5.164785974
"1148","heap",5.241747,0.7419373,1.7917595,0.20914,1.54509,1.7917595,1.9459101,4,7,8.822909,14.561,5,4.0253517,19,6.3851944,5,4.0253517,0,0,2.7080502,6.2878586,0,0.857150157
"1149","bond",5.6903595,1.008228,1.6094379,0.42198,1.32704,2.6390573,3.6635616,4,6,8.793824,11.85622,4,4.4426513,8,4.7004804,4,4.4426513,0,0,1.6094379,3.2580965,0,2.55477633
"1150","crime",6.7844571,2.412481,2.5649494,1.21593,0.8103,1.0986123,2.0794415,5,4,8.983305,11.27694,11,7.4372064,14,7.4460015,11,7.4372064,0,0,1.3862944,2.7725887,0,7.069023427
"1151","hem",3.8918203,1.224592,1.9459101,0.3382,1.56523,1.0986123,1.3862944,3,9,8.113301,14.561,4,7.5104306,6,7.5553819,3,7.5082388,0,0,1.0986123,4.4426513,0,0.516690743
"1152","deer",5.3518581,1.298336,2.0794415,0.95005,0,0.6931472,3.1780538,4,12,8.74455,12.82938,12,4.574711,36,7.8248457,12,4.574711,0,0,3.2188758,7.7857209,0,5.351858133
"1153","bone",6.1717006,0.6003073,3.4965076,1.72096,0.98442,1.7917595,4.2195077,4,14,8.677814,11.85622,19,8.3433159,29,7.3901814,15,5.6594822,1.6094379,8.272826,2.7080502,7.1959372,1,5.739792912
"1154","hen",4.6151205,0.2896642,2.3978953,0.59264,0.94244,1.6094379,3.2580965,3,14,8.384493,14.561,15,8.4673725,16,8.4759544,14,8.462737,0,0,0.6931472,3.7376696,0,5.631211782
"1155","ham",4.8202816,-1.18804,1.9459101,0.60659,0.79064,1.3862944,1.7917595,3,13,7.813768,13.49254,19,5.6594822,23,5.7899602,17,5.5872487,0.6931472,0.6931472,1.7917595,3.7376696,1,3.925268232
"1156","bog",4.6151205,0.3897477,1.0986123,0.25388,0.82563,1.3862944,3.4011974,3,18,7.203826,11.85622,13,4.7957905,7,4.7706846,6,4.7621739,1.9459101,1.3862944,0,0,1,4.912654886
"1157","elk",3.2188758,1.937942,1.0986123,0.23519,0.24229,0.6931472,1.3862944,3,3,7.099892,12.66187,2,0.6931472,2,0.6931472,1,0,0,0,0,0,0,3.258096538
"1158","hip",5.5490761,0.5792628,2.0794415,0.86913,0.99934,1.6094379,2.3978953,3,15,7.50075,13.19451,25,5.9427994,28,6.0637852,24,5.9162021,0,0,1.3862944,3.912023,0,6.222576268
"1159","cross",6.7719356,-0.09998527,4.2046926,1.50195,1.64252,2.5649494,3.6888795,5,4,8.839256,11.27694,10,5.5294291,9,5.3033049,7,5.198497,1.3862944,4.2766661,1.0986123,3.0445224,1,-1.216857026
"1160","hut",6.0038871,1.390749,1.6094379,0.05186,0.87802,1.0986123,1.6094379,3,14,7.409792,10.63718,13,8.535426,15,8.4497705,11,8.4429006,0.6931472,6.0822189,1.3862944,2.9957323,1,4.139601154
"1161","heat",7.6662219,1.525476,2.6390573,0.33263,0.74891,2.3978953,3.6635616,4,11,9.164796,14.561,18,7.024649,28,7.1276937,14,5.9763509,1.6094379,6.5944135,2.7080502,6.7487595,1,1.373690211
"1162","elm",4.7957905,2.128562,0.6931472,0,0.90239,1.0986123,3.5835189,3,2,7.020812,12.66187,3,2.0794415,4,3.2958369,2,1.6094379,0,0,0.6931472,2.9957323,0,5.176149733
"1163","gouge",2.3025851,1.021651,1.0986123,0,1.79904,1.9459101,0.6931472,5,2,8.794431,11.57069,2,2.1972246,1,0.6931472,1,0.6931472,0.6931472,2.0794415,0,0,1,-2.014903021
"1164","butt",4.804021,1.038181,1.9459101,1.01829,1.4527,2.3978953,2.8332133,4,3,8.294039,11.86562,3,2.9957323,15,8.4497705,3,2.9957323,0,0,2.5649494,8.4456972,0,1.16315081
"1165","wick",3.7135721,0.03474295,1.0986123,0.4475,0.97742,1.0986123,0,4,12,8.441718,12.40131,21,5.9914645,22,5.9914645,21,5.9914645,0,0,0.6931472,0,0,4.234106505
"1166","wisp",3.1354942,1.161413,1.0986123,0.89974,0.92334,1.6094379,0,4,3,8.538281,12.40131,3,2.3978953,3,2.3978953,3,2.3978953,0,0,0,0,0,4.189654742
"1167","hat",6.8575141,0.08764249,2.3025851,0.21832,0.76139,1.3862944,3.4339872,3,17,8.178128,13.49254,24,9.8164034,20,9.7060727,19,9.7026557,1.6094379,7.557995,0,0,1,7.106606138
"1168","grist",2.6390573,1.358123,0.6931472,0,0,0.6931472,0,5,1,9.074029,11.50271,11,5.710427,12,5.32301,10,5.32301,0.6931472,4.5849675,1.0986123,0,1,2.63905733
"1169","scalp",4.2195077,1.839962,1.0986123,0,1.10595,1.3862944,0.6931472,5,3,8.637025,11.1627,2,1.6094379,2,1.6094379,2,1.6094379,0,0,0,0,0,1.84582669
"1170","bile",3.5263605,1.552279,1.6094379,1.00646,0,0.6931472,1.9459101,4,14,8.344778,10.91272,11,6.8211075,19,6.9373141,11,6.8211075,0,0,2.1972246,4.7361984,0,3.526360525
"1171","haw",2.3978953,1.116961,1.3862944,0.68008,1.20872,1.3862944,2.4849066,3,13,7.586453,13.49254,19,6.6846117,20,6.6908423,18,6.6833609,0,0,0.6931472,1.7917595,0,-0.182321557
"1172","lard",3.5553481,0.1949727,1.6094379,0.99078,0.60097,1.3862944,1.0986123,4,8,8.364753,12.44231,11,5.6903595,14,5.811141,9,5.6021188,1.0986123,3.2580965,1.7917595,4.1588831,1,1.131402111
"1173","land",8.4020068,1.798063,4.1108739,2.54308,0.7742,2.8903718,3.4657359,4,8,8.826947,12.44231,13,10.3030687,17,10.3040406,12,10.3030352,0.6931472,0.6931472,1.7917595,3.4339872,1,2.176697878
"1174","hay",5.5872487,1.741365,2.3025851,1.07437,0,0.6931472,1.6094379,3,13,7.868452,13.49254,32,8.4144958,49,10.3547542,30,8.4102759,0.6931472,0,2.944439,10.1996957,0,5.587248658
"1175","brow",5.2203558,1.742197,2.3025851,1.23493,0.82381,1.3862944,0,4,5,8.313487,10.9819,28,8.2271082,17,7.7052625,12,7.6980292,2.8332133,7.3382382,1.7917595,2.8332133,1,5.517452896
"1176","twain",3.0445224,1.763589,0.6931472,0,0.04522,0,0,5,2,9.280473,10.79181,22,6.5264949,43,6.7934661,22,6.5264949,0,0,3.0910425,5.3471075,0,3.044522438
"1177","pane",3.4657359,0.7985077,1.3862944,1.33871,0.97245,1.0986123,0.6931472,4,14,8.697225,12.00343,13,5.164786,43,6.7934661,13,5.164786,0,0,3.4339872,6.5764696,0,4.356708827
"1178","mead",3.4657359,-0.117783,0.6931472,0,0.73207,0.6931472,0,4,9,8.671889,13.10751,14,6.9744789,24,6.7604147,5,5.2094862,2.3025851,6.787845,2.9957323,6.5235623,1,3.688879454
"1179","lane",6.4551986,-0.07275935,1.3862944,0.06252,0.60681,1.0986123,1.7917595,4,15,8.710936,12.44231,13,5.164786,43,6.7934661,13,5.164786,0,0,3.4339872,6.5764696,0,6.616065185
"1180","quirk",2.8903718,1.609438,0.6931472,0,1,1.3862944,1.6094379,5,2,7.967403,11.20298,6,1.7917595,12,6.6945621,5,1.6094379,0.6931472,0.6931472,2.0794415,6.6895993,1,3.555348061
"1181","tang",3.3672958,2.086362,1.0986123,0.98047,0.03407,1.9459101,0.6931472,4,8,9.12005,12.49891,13,4.8441871,13,4.8441871,13,4.8441871,0,0,0,0,0,3.36729583
"1182","pang",3.871201,2.590267,0.6931472,0,0.9919,1.3862944,0.6931472,4,8,8.775342,12.00343,13,4.8441871,13,4.8441871,13,4.8441871,0,0,0,0,0,4.454347296
"1183","bill",6.8783265,-0.4848263,2.7080502,0.3758,1.07622,2.6390573,3.6635616,4,16,8.314449,10.91272,28,8.1928471,31,8.1942293,28,8.1928471,0,0,1.3862944,1.7917595,0,3.339617443
"1184","box",7.2506355,-0.7987915,4.0253517,1.46407,0.88536,2.6390573,4.4659081,3,10,6.800879,11.85622,6,4.4886364,16,5.241747,5,2.944439,0,0,2.3978953,4.6151205,0,4.257792547
