"","PlateID","Test.Substance","Teratogenicity.in.vivo","Sample","Rep..","Label","Conc..ug.ml.","Detector","Avg.delta.Ct","delta.Ct.SD","delta.delta.Ct","RQ","X..RQ","X100..Custom..","X100...Custom..","Custom..","Custom...1","RQ.Min","RQ.Max","Threshold"
"1045","A0046006","Compound D","Strong","Sample 78","Rep 6","P6",1,"ProbeType 13",-4.17,0.04,-0.07,1.05,104.8,7.18,6.72,0.07,0.07,0.98,1.12,0.54
"1046","A0046006","Compound D","Strong","Sample 97","Rep 6","P5",1.47,"ProbeType 13",-4.15,0.05,-0.04,1.03,103.02,8.47,7.83,0.08,0.08,0.95,1.11,0.54
"1047","A0046006","Compound D","Strong","Sample 116","Rep 6","P4",2.15,"ProbeType 13",-4.31,0.08,-0.21,1.15,115.37,16.85,14.71,0.17,0.15,1.01,1.32,0.54
"1048","A0046006","Compound D","Strong","Sample 133","Rep 6","P3",3.16,"ProbeType 13",-4.28,0.07,-0.17,1.13,112.58,13.79,12.28,0.14,0.12,1,1.26,0.54
"1049","A0046006","Compound D","Strong","Sample 5","Rep 6","Ctrl",0,"ProbeType 15",-0.95,0.12,0,1,100,22.8,18.57,0.23,0.19,0.81,1.23,0.54
"1050","A0046006","Compound D","Strong","Sample 23","Rep 6","P9 No Vehicle Ctrl",0,"ProbeType 15",-1.01,0.08,-0.06,1.04,104.1,16.03,13.89,0.16,0.14,0.9,1.2,0.54
"1051","A0046006","Compound D","Strong","Sample 40","Rep 6","P8",0.466,"ProbeType 15",-1.05,0.08,-0.1,1.07,107.11,15.38,13.45,0.15,0.13,0.94,1.22,0.54
"1052","A0046006","Compound D","Strong","Sample 59","Rep 6","P7",0.681,"ProbeType 15",-0.92,0.07,0.03,0.98,98.04,11.74,10.48,0.12,0.1,0.88,1.1,0.54
"1053","A0046006","Compound D","Strong","Sample 78","Rep 6","P6",1,"ProbeType 15",-0.72,0.05,0.23,0.86,85.52,8.1,7.4,0.08,0.07,0.78,0.94,0.54
"1054","A0046006","Compound D","Strong","Sample 97","Rep 6","P5",1.47,"ProbeType 15",-0.82,0.04,0.13,0.91,91.32,6.74,6.27,0.07,0.06,0.85,0.98,0.54
"1055","A0046006","Compound D","Strong","Sample 116","Rep 6","P4",2.15,"ProbeType 15",-0.84,0.11,0.11,0.93,92.88,19.63,16.2,0.2,0.16,0.77,1.13,0.54
"1056","A0046006","Compound D","Strong","Sample 133","Rep 6","P3",3.16,"ProbeType 15",-0.66,0.07,0.29,0.82,81.65,10.1,8.99,0.1,0.09,0.73,0.92,0.54
"1057","A0046026","Compound D","Strong","Sample 6","Rep 7","Ctrl",0,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61
"1058","A0046026","Compound D","Strong","Sample 24","Rep 7","P9 No Vehicle Ctrl",0,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61
"1059","A0046026","Compound D","Strong","Sample 41","Rep 7","P8",0.466,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61
"1060","A0046026","Compound D","Strong","Sample 60","Rep 7","P7",0.681,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61
"1061","A0046026","Compound D","Strong","Sample 79","Rep 7","P6",1,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61
"1062","A0046026","Compound D","Strong","Sample 98","Rep 7","P5",1.47,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61
"1063","A0046026","Compound D","Strong","Sample 117","Rep 7","P4",2.15,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61
"1064","A0046026","Compound D","Strong","Sample 134","Rep 7","P3",3.16,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61
"1065","A0046026","Compound D","Strong","Sample 6","Rep 7","Ctrl",0,"ProbeType 1",-2.12,0.06,0,1,100,9.91,9.02,0.1,0.09,0.91,1.1,0.5
"1066","A0046026","Compound D","Strong","Sample 24","Rep 7","P9 No Vehicle Ctrl",0,"ProbeType 1",-2.07,0.02,0.05,0.97,96.56,2.95,2.86,0.03,0.03,0.94,1,0.5
"1067","A0046026","Compound D","Strong","Sample 41","Rep 7","P8",0.466,"ProbeType 1",-2.49,0.04,-0.37,1.29,129.34,8.25,7.76,0.08,0.08,1.22,1.38,0.5
"1068","A0046026","Compound D","Strong","Sample 60","Rep 7","P7",0.681,"ProbeType 1",-2.25,0.04,-0.13,1.1,109.73,7.68,7.18,0.08,0.07,1.03,1.17,0.5
"1069","A0046026","Compound D","Strong","Sample 79","Rep 7","P6",1,"ProbeType 1",-2.33,0.05,-0.2,1.15,115.23,10.68,9.77,0.11,0.1,1.05,1.26,0.5
"1070","A0046026","Compound D","Strong","Sample 98","Rep 7","P5",1.47,"ProbeType 1",-2.14,0.06,-0.02,1.01,101.24,9.98,9.09,0.1,0.09,0.92,1.11,0.5
"1071","A0046026","Compound D","Strong","Sample 117","Rep 7","P4",2.15,"ProbeType 1",-2.23,0.04,-0.11,1.08,108.18,7.36,6.89,0.07,0.07,1.01,1.16,0.5
"1072","A0046026","Compound D","Strong","Sample 134","Rep 7","P3",3.16,"ProbeType 1",-1.51,0.05,0.61,0.66,65.61,5.44,5.03,0.05,0.05,0.61,0.71,0.5
"1073","A0046026","Compound D","Strong","Sample 6","Rep 7","Ctrl",0,"ProbeType 2",-8.11,0.04,0,1,100,6.99,6.53,0.07,0.07,0.93,1.07,0.66
"1074","A0046026","Compound D","Strong","Sample 24","Rep 7","P9 No Vehicle Ctrl",0,"ProbeType 2",-7.62,0.03,0.5,0.71,70.88,3.56,3.39,0.04,0.03,0.67,0.74,0.66
"1075","A0046026","Compound D","Strong","Sample 41","Rep 7","P8",0.466,"ProbeType 2",-7.35,0.03,0.76,0.59,59.04,3.2,3.04,0.03,0.03,0.56,0.62,0.66
"1076","A0046026","Compound D","Strong","Sample 60","Rep 7","P7",0.681,"ProbeType 2",-7.4,0.04,0.71,0.61,61.04,4.57,4.25,0.05,0.04,0.57,0.66,0.66
"1077","A0046026","Compound D","Strong","Sample 79","Rep 7","P6",1,"ProbeType 2",-7.46,0.05,0.65,0.64,63.72,5.94,5.43,0.06,0.05,0.58,0.7,0.66
"1078","A0046026","Compound D","Strong","Sample 98","Rep 7","P5",1.47,"ProbeType 2",-6.73,0.06,1.38,0.38,38.45,4.04,3.65,0.04,0.04,0.35,0.42,0.66
"1079","A0046026","Compound D","Strong","Sample 117","Rep 7","P4",2.15,"ProbeType 2",-6.86,0.04,1.26,0.42,41.85,2.76,2.59,0.03,0.03,0.39,0.45,0.66
"1080","A0046026","Compound D","Strong","Sample 134","Rep 7","P3",3.16,"ProbeType 2",-4.78,0.05,3.33,0.1,9.94,0.82,0.75,0.01,0.01,0.09,0.11,0.66
"1081","A0046026","Compound D","Strong","Sample 6","Rep 7","Ctrl",0,"ProbeType 3",0.1,0.04,0,1,100,7.13,6.65,0.07,0.07,0.93,1.07,0.85
"1082","A0046026","Compound D","Strong","Sample 24","Rep 7","P9 No Vehicle Ctrl",0,"ProbeType 3",0.04,0.03,-0.06,1.04,104.08,4.88,4.66,0.05,0.05,0.99,1.09,0.85
"1083","A0046026","Compound D","Strong","Sample 41","Rep 7","P8",0.466,"ProbeType 3",-0.53,0.07,-0.62,1.54,154.18,20.64,18.2,0.21,0.18,1.36,1.75,0.85
"1084","A0046026","Compound D","Strong","Sample 60","Rep 7","P7",0.681,"ProbeType 3",-0.46,0.07,-0.56,1.48,147.66,17.26,15.46,0.17,0.15,1.32,1.65,0.85
"1085","A0046026","Compound D","Strong","Sample 79","Rep 7","P6",1,"ProbeType 3",-0.24,0.05,-0.34,1.27,126.6,10.19,9.43,0.1,0.09,1.17,1.37,0.85
"1086","A0046026","Compound D","Strong","Sample 98","Rep 7","P5",1.47,"ProbeType 3",-0.51,0.05,-0.61,1.53,152.73,13.17,12.12,0.13,0.12,1.41,1.66,0.85
"1087","A0046026","Compound D","Strong","Sample 117","Rep 7","P4",2.15,"ProbeType 3",-0.14,0.04,-0.24,1.18,118.12,8.95,8.32,0.09,0.08,1.1,1.27,0.85
"1088","A0046026","Compound D","Strong","Sample 134","Rep 7","P3",3.16,"ProbeType 3",-0.48,0.05,-0.57,1.49,148.96,13.12,12.06,0.13,0.12,1.37,1.62,0.85
"1089","A0046026","Compound D","Strong","Sample 6","Rep 7","Ctrl",0,"ProbeType 4",-4.85,0.06,0,1,100,10.87,9.8,0.11,0.1,0.9,1.11,0.56
"1090","A0046026","Compound D","Strong","Sample 24","Rep 7","P9 No Vehicle Ctrl",0,"ProbeType 4",-4.66,0.02,0.19,0.87,87.45,3.62,3.48,0.04,0.03,0.84,0.91,0.56
"1091","A0046026","Compound D","Strong","Sample 41","Rep 7","P8",0.466,"ProbeType 4",-4.73,0.04,0.13,0.92,91.65,5.87,5.51,0.06,0.06,0.86,0.98,0.56
"1092","A0046026","Compound D","Strong","Sample 60","Rep 7","P7",0.681,"ProbeType 4",-4.61,0.04,0.24,0.85,84.71,5.26,4.96,0.05,0.05,0.8,0.9,0.56
"1093","A0046026","Compound D","Strong","Sample 79","Rep 7","P6",1,"ProbeType 4",-4.62,0.05,0.23,0.85,85.43,8.12,7.42,0.08,0.07,0.78,0.94,0.56
"1094","A0046026","Compound D","Strong","Sample 98","Rep 7","P5",1.47,"ProbeType 4",-4.44,0.06,0.41,0.75,75.28,7.84,7.1,0.08,0.07,0.68,0.83,0.56
"1095","A0046026","Compound D","Strong","Sample 117","Rep 7","P4",2.15,"ProbeType 4",-4.58,0.08,0.27,0.83,82.93,11.64,10.21,0.12,0.1,0.73,0.95,0.56
"1096","A0046026","Compound D","Strong","Sample 134","Rep 7","P3",3.16,"ProbeType 4",-4.2,0.05,0.65,0.64,63.68,5.59,5.14,0.06,0.05,0.59,0.69,0.56
"1097","A0046026","Compound D","Strong","Sample 6","Rep 7","Ctrl",0,"ProbeType 5",-1.31,0.06,0,1,100,11.35,10.19,0.11,0.1,0.9,1.11,0.6
"1098","A0046026","Compound D","Strong","Sample 24","Rep 7","P9 No Vehicle Ctrl",0,"ProbeType 5",-0.92,0.04,0.39,0.76,76.3,5.36,5.01,0.05,0.05,0.71,0.82,0.6
"1099","A0046026","Compound D","Strong","Sample 41","Rep 7","P8",0.466,"ProbeType 5",-1.66,0.04,-0.36,1.28,128.12,8.51,7.98,0.09,0.08,1.2,1.37,0.6
"1100","A0046026","Compound D","Strong","Sample 60","Rep 7","P7",0.681,"ProbeType 5",-1.46,0.03,-0.15,1.11,110.84,5.45,5.19,0.05,0.05,1.06,1.16,0.6
"1101","A0046026","Compound D","Strong","Sample 79","Rep 7","P6",1,"ProbeType 5",-2.12,0.05,-0.81,1.75,175.42,15.56,14.29,0.16,0.14,1.61,1.91,0.6
"1102","A0046026","Compound D","Strong","Sample 98","Rep 7","P5",1.47,"ProbeType 5",-2.22,0.05,-0.91,1.88,188.05,15.6,14.4,0.16,0.14,1.74,2.04,0.6
"1103","A0046026","Compound D","Strong","Sample 117","Rep 7","P4",2.15,"ProbeType 5",-2.56,0.04,-1.26,2.39,238.7,15.23,14.32,0.15,0.14,2.24,2.54,0.6
"1104","A0046026","Compound D","Strong","Sample 134","Rep 7","P3",3.16,"ProbeType 5",-3.08,0.06,-1.77,3.41,341.18,35.51,32.16,0.36,0.32,3.09,3.77,0.6
"1105","A0046026","Compound D","Strong","Sample 6","Rep 7","Ctrl",0,"ProbeType 8",0.1,0.05,0,1,100,8.95,8.22,0.09,0.08,0.92,1.09,0.72
"1106","A0046026","Compound D","Strong","Sample 24","Rep 7","P9 No Vehicle Ctrl",0,"ProbeType 8",-0.26,0.04,-0.36,1.28,128.07,8.8,8.24,0.09,0.08,1.2,1.37,0.72
"1107","A0046026","Compound D","Strong","Sample 41","Rep 7","P8",0.466,"ProbeType 8",-0.96,0.05,-1.06,2.08,207.95,18.57,17.05,0.19,0.17,1.91,2.27,0.72
"1108","A0046026","Compound D","Strong","Sample 60","Rep 7","P7",0.681,"ProbeType 8",-0.5,0.05,-0.59,1.51,150.9,12.37,11.44,0.12,0.11,1.39,1.63,0.72
"1109","A0046026","Compound D","Strong","Sample 79","Rep 7","P6",1,"ProbeType 8",-0.87,0.05,-0.97,1.95,195.27,18.5,16.9,0.19,0.17,1.78,2.14,0.72
"1110","A0046026","Compound D","Strong","Sample 98","Rep 7","P5",1.47,"ProbeType 8",-0.6,0.08,-0.7,1.62,162.14,23.93,20.85,0.24,0.21,1.41,1.86,0.72
"1111","A0046026","Compound D","Strong","Sample 117","Rep 7","P4",2.15,"ProbeType 8",-0.55,0.04,-0.65,1.57,156.58,10.62,9.94,0.11,0.1,1.47,1.67,0.72
"1112","A0046026","Compound D","Strong","Sample 134","Rep 7","P3",3.16,"ProbeType 8",0.4,0.05,0.3,0.81,81.12,7.46,6.83,0.07,0.07,0.74,0.89,0.72
"1113","A0046026","Compound D","Strong","Sample 6","Rep 7","Ctrl",0,"ProbeType 10",5.29,0.09,0,1,100,17.16,14.65,0.17,0.15,0.85,1.17,0.59
"1114","A0046026","Compound D","Strong","Sample 24","Rep 7","P9 No Vehicle Ctrl",0,"ProbeType 10",5.55,0.2,0.26,0.83,83.36,33.21,23.75,0.33,0.24,0.6,1.17,0.59
"1115","A0046026","Compound D","Strong","Sample 41","Rep 7","P8",0.466,"ProbeType 10",4.82,0.05,-0.47,1.38,138.12,13.43,12.24,0.13,0.12,1.26,1.52,0.59
"1116","A0046026","Compound D","Strong","Sample 60","Rep 7","P7",0.681,"ProbeType 10",5.02,0.07,-0.27,1.2,120.22,16.03,14.14,0.16,0.14,1.06,1.36,0.59
"1117","A0046026","Compound D","Strong","Sample 79","Rep 7","P6",1,"ProbeType 10",5.32,0.19,0.04,0.97,97.35,36.38,26.48,0.36,0.26,0.71,1.34,0.59
"1118","A0046026","Compound D","Strong","Sample 98","Rep 7","P5",1.47,"ProbeType 10",5.21,0.18,-0.08,1.06,105.51,37.23,27.52,0.37,0.28,0.78,1.43,0.59
"1119","A0046026","Compound D","Strong","Sample 117","Rep 7","P4",2.15,"ProbeType 10",5.12,0.1,-0.17,1.13,112.56,20.82,17.57,0.21,0.18,0.95,1.33,0.59
"1120","A0046026","Compound D","Strong","Sample 134","Rep 7","P3",3.16,"ProbeType 10",5.66,0.22,0.37,0.77,77.24,34.67,23.93,0.35,0.24,0.53,1.12,0.59
"1121","A0046026","Compound D","Strong","Sample 6","Rep 7","Ctrl",0,"ProbeType 12",2.53,0.04,0,1,100,7.78,7.22,0.08,0.07,0.93,1.08,0.61
"1122","A0046026","Compound D","Strong","Sample 24","Rep 7","P9 No Vehicle Ctrl",0,"ProbeType 12",2.64,0.06,0.11,0.93,92.53,10.77,9.65,0.11,0.1,0.83,1.03,0.61
"1123","A0046026","Compound D","Strong","Sample 41","Rep 7","P8",0.466,"ProbeType 12",2.6,0.05,0.08,0.95,94.82,7.61,7.04,0.08,0.07,0.88,1.02,0.61
"1124","A0046026","Compound D","Strong","Sample 60","Rep 7","P7",0.681,"ProbeType 12",2.98,0.08,0.46,0.73,72.85,11.16,9.68,0.11,0.1,0.63,0.84,0.61
"1125","A0046026","Compound D","Strong","Sample 79","Rep 7","P6",1,"ProbeType 12",3.08,0.04,0.55,0.68,68.28,5.33,4.94,0.05,0.05,0.63,0.74,0.61
"1126","A0046026","Compound D","Strong","Sample 98","Rep 7","P5",1.47,"ProbeType 12",3.35,0.08,0.83,0.56,56.39,7.7,6.77,0.08,0.07,0.5,0.64,0.61
"1127","A0046026","Compound D","Strong","Sample 117","Rep 7","P4",2.15,"ProbeType 12",3.1,0.06,0.57,0.67,67.28,6.88,6.24,0.07,0.06,0.61,0.74,0.61
"1128","A0046026","Compound D","Strong","Sample 134","Rep 7","P3",3.16,"ProbeType 12",2.64,0.06,0.11,0.93,92.66,9.47,8.59,0.09,0.09,0.84,1.02,0.61
"1129","A0046026","Compound D","Strong","Sample 6","Rep 7","Ctrl",0,"ProbeType 13",-4.01,0.09,0,1,100,16.64,14.27,0.17,0.14,0.86,1.17,0.56
"1130","A0046026","Compound D","Strong","Sample 24","Rep 7","P9 No Vehicle Ctrl",0,"ProbeType 13",-4.1,0.02,-0.08,1.06,105.84,3.68,3.56,0.04,0.04,1.02,1.1,0.56
"1131","A0046026","Compound D","Strong","Sample 41","Rep 7","P8",0.466,"ProbeType 13",-4.32,0.03,-0.31,1.24,123.66,6.83,6.47,0.07,0.06,1.17,1.3,0.56
"1132","A0046026","Compound D","Strong","Sample 60","Rep 7","P7",0.681,"ProbeType 13",-4.34,0.02,-0.33,1.26,125.63,5.01,4.82,0.05,0.05,1.21,1.31,0.56
"1133","A0046026","Compound D","Strong","Sample 79","Rep 7","P6",1,"ProbeType 13",-4.41,0.05,-0.4,1.32,131.77,11.37,10.47,0.11,0.1,1.21,1.43,0.56
"1134","A0046026","Compound D","Strong","Sample 98","Rep 7","P5",1.47,"ProbeType 13",-4.63,0.05,-0.62,1.54,153.8,13.34,12.27,0.13,0.12,1.42,1.67,0.56
"1135","A0046026","Compound D","Strong","Sample 117","Rep 7","P4",2.15,"ProbeType 13",-4.55,0.04,-0.54,1.45,145,9.87,9.24,0.1,0.09,1.36,1.55,0.56
"1136","A0046026","Compound D","Strong","Sample 134","Rep 7","P3",3.16,"ProbeType 13",-4.68,0.05,-0.67,1.59,159.18,13.74,12.65,0.14,0.13,1.47,1.73,0.56
"1137","A0046026","Compound D","Strong","Sample 6","Rep 7","Ctrl",0,"ProbeType 15",-0.76,0.04,0,1,100,7.06,6.59,0.07,0.07,0.93,1.07,0.49
"1138","A0046026","Compound D","Strong","Sample 24","Rep 7","P9 No Vehicle Ctrl",0,"ProbeType 15",-0.88,0.04,-0.12,1.08,108.43,6.75,6.36,0.07,0.06,1.02,1.15,0.49
"1139","A0046026","Compound D","Strong","Sample 41","Rep 7","P8",0.466,"ProbeType 15",-1.28,0.04,-0.52,1.43,143.39,9.06,8.52,0.09,0.09,1.35,1.52,0.49
"1140","A0046026","Compound D","Strong","Sample 60","Rep 7","P7",0.681,"ProbeType 15",-1.25,0.03,-0.49,1.41,140.69,7.53,7.15,0.08,0.07,1.34,1.48,0.49
"1141","A0046026","Compound D","Strong","Sample 79","Rep 7","P6",1,"ProbeType 15",-1.12,0.05,-0.36,1.28,128.23,10.63,9.82,0.11,0.1,1.18,1.39,0.49
"1142","A0046026","Compound D","Strong","Sample 98","Rep 7","P5",1.47,"ProbeType 15",-1.27,0.05,-0.52,1.43,142.91,11.86,10.95,0.12,0.11,1.32,1.55,0.49
"1143","A0046026","Compound D","Strong","Sample 117","Rep 7","P4",2.15,"ProbeType 15",-1.08,0.02,-0.32,1.25,125.05,4.74,4.56,0.05,0.05,1.2,1.3,0.49
"1144","A0046026","Compound D","Strong","Sample 134","Rep 7","P3",3.16,"ProbeType 15",-1.03,0.05,-0.27,1.21,120.81,10.83,9.94,0.11,0.1,1.11,1.32,0.49
"1145","A0046010","Compound A","Strong","Sample 1","Rep 1","Ctrl",0,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66
"1146","A0046010","Compound A","Strong","Sample 20","Rep 1","P9 No Vehicle Ctrl",0,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66
"1147","A0046010","Compound A","Strong","Sample 36","Rep 1","P8",0.01,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66
"1148","A0046010","Compound A","Strong","Sample 54","Rep 1","P7",0.01,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66
"1149","A0046010","Compound A","Strong","Sample 73","Rep 1","P6",0.01,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66
"1150","A0046010","Compound A","Strong","Sample 92","Rep 1","P5",0.02,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66
"1151","A0046010","Compound A","Strong","Sample 111","Rep 1","P4",0.03,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66
"1152","A0046010","Compound A","Strong","Sample 129","Rep 1","P3",0.05,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66
"1153","A0046010","Compound A","Strong","Sample 1","Rep 1","Ctrl",0,"ProbeType 1",-2.61,0.08,0,1,100,14.37,12.56,0.14,0.13,0.87,1.14,0.56
"1154","A0046010","Compound A","Strong","Sample 20","Rep 1","P9 No Vehicle Ctrl",0,"ProbeType 1",-2.96,0.03,-0.35,1.27,127.45,7.75,7.31,0.08,0.07,1.2,1.35,0.56
"1155","A0046010","Compound A","Strong","Sample 36","Rep 1","P8",0.01,"ProbeType 1",-2.76,0.06,-0.14,1.11,110.53,12.59,11.31,0.13,0.11,0.99,1.23,0.56
"1156","A0046010","Compound A","Strong","Sample 54","Rep 1","P7",0.01,"ProbeType 1",-3.22,0.09,-0.6,1.52,151.73,23.62,20.44,0.24,0.2,1.31,1.75,0.56
"1157","A0046010","Compound A","Strong","Sample 73","Rep 1","P6",0.01,"ProbeType 1",-3.15,0.03,-0.54,1.45,144.94,8.64,8.15,0.09,0.08,1.37,1.54,0.56
"1158","A0046010","Compound A","Strong","Sample 92","Rep 1","P5",0.02,"ProbeType 1",-3.61,0.04,-0.99,1.99,198.8,12.36,11.63,0.12,0.12,1.87,2.11,0.56
"1159","A0046010","Compound A","Strong","Sample 111","Rep 1","P4",0.03,"ProbeType 1",-1.88,0.06,0.74,0.6,60.04,6.94,6.22,0.07,0.06,0.54,0.67,0.56
"1160","A0046010","Compound A","Strong","Sample 129","Rep 1","P3",0.05,"ProbeType 1",-1.89,0.07,0.73,0.6,60.32,7.88,6.97,0.08,0.07,0.53,0.68,0.56
"1161","A0046010","Compound A","Strong","Sample 1","Rep 1","Ctrl",0,"ProbeType 2",-7.9,0.07,0,1,100,12.56,11.16,0.13,0.11,0.89,1.13,0.56
"1162","A0046010","Compound A","Strong","Sample 20","Rep 1","P9 No Vehicle Ctrl",0,"ProbeType 2",-8.21,0.04,-0.31,1.24,123.72,8.1,7.6,0.08,0.08,1.16,1.32,0.56
"1163","A0046010","Compound A","Strong","Sample 36","Rep 1","P8",0.01,"ProbeType 2",-8.3,0.05,-0.39,1.31,131.42,11.07,10.21,0.11,0.1,1.21,1.42,0.56
"1164","A0046010","Compound A","Strong","Sample 54","Rep 1","P7",0.01,"ProbeType 2",-8.14,0.09,-0.23,1.17,117.46,18.31,15.84,0.18,0.16,1.02,1.36,0.56
"1165","A0046010","Compound A","Strong","Sample 73","Rep 1","P6",0.01,"ProbeType 2",-8.16,0.03,-0.26,1.2,119.78,6.94,6.56,0.07,0.07,1.13,1.27,0.56
"1166","A0046010","Compound A","Strong","Sample 92","Rep 1","P5",0.02,"ProbeType 2",-7.89,0.05,0.01,0.99,99.4,7.96,7.37,0.08,0.07,0.92,1.07,0.56
"1167","A0046010","Compound A","Strong","Sample 111","Rep 1","P4",0.03,"ProbeType 2",-8.05,0.05,-0.15,1.11,111.05,9.13,8.44,0.09,0.08,1.03,1.2,0.56
"1168","A0046010","Compound A","Strong","Sample 129","Rep 1","P3",0.05,"ProbeType 2",-2.04,0.08,5.86,0.02,1.72,0.26,0.22,0,0,0.01,0.02,0.56
"1169","A0046010","Compound A","Strong","Sample 1","Rep 1","Ctrl",0,"ProbeType 3",-0.41,0.08,0,1,100,13.89,12.2,0.14,0.12,0.88,1.14,0.72
"1170","A0046010","Compound A","Strong","Sample 20","Rep 1","P9 No Vehicle Ctrl",0,"ProbeType 3",-0.58,0.04,-0.17,1.12,112.19,7.52,7.05,0.08,0.07,1.05,1.2,0.72
"1171","A0046010","Compound A","Strong","Sample 36","Rep 1","P8",0.01,"ProbeType 3",-0.73,0.04,-0.32,1.24,124.47,8.87,8.28,0.09,0.08,1.16,1.33,0.72
"1172","A0046010","Compound A","Strong","Sample 54","Rep 1","P7",0.01,"ProbeType 3",-0.54,0.08,-0.12,1.09,108.91,16.09,14.02,0.16,0.14,0.95,1.25,0.72
"1173","A0046010","Compound A","Strong","Sample 73","Rep 1","P6",0.01,"ProbeType 3",-0.17,0.05,0.25,0.84,84.19,6.88,6.36,0.07,0.06,0.78,0.91,0.72
"1174","A0046010","Compound A","Strong","Sample 92","Rep 1","P5",0.02,"ProbeType 3",-0.31,0.04,0.11,0.93,92.93,5.97,5.61,0.06,0.06,0.87,0.99,0.72
"1175","A0046010","Compound A","Strong","Sample 111","Rep 1","P4",0.03,"ProbeType 3",-0.75,0.05,-0.34,1.26,126.39,11.11,10.21,0.11,0.1,1.16,1.37,0.72
"1176","A0046010","Compound A","Strong","Sample 129","Rep 1","P3",0.05,"ProbeType 3",-0.97,0.07,-0.56,1.47,147.34,19.29,17.06,0.19,0.17,1.3,1.67,0.72
"1177","A0046010","Compound A","Strong","Sample 1","Rep 1","Ctrl",0,"ProbeType 4",-4.57,0.07,0,1,100,12.72,11.28,0.13,0.11,0.89,1.13,0.56
"1178","A0046010","Compound A","Strong","Sample 20","Rep 1","P9 No Vehicle Ctrl",0,"ProbeType 4",-4.61,0.05,-0.03,1.02,102.22,9.08,8.34,0.09,0.08,0.94,1.11,0.56
"1179","A0046010","Compound A","Strong","Sample 36","Rep 1","P8",0.01,"ProbeType 4",-4.66,0.04,-0.09,1.06,106.23,7.74,7.22,0.08,0.07,0.99,1.14,0.56
"1180","A0046010","Compound A","Strong","Sample 54","Rep 1","P7",0.01,"ProbeType 4",-4.63,0.09,-0.05,1.04,103.71,16.37,14.14,0.16,0.14,0.9,1.2,0.56
"1181","A0046010","Compound A","Strong","Sample 73","Rep 1","P6",0.01,"ProbeType 4",-4.59,0.04,-0.01,1.01,100.84,7.36,6.86,0.07,0.07,0.94,1.08,0.56
"1182","A0046010","Compound A","Strong","Sample 92","Rep 1","P5",0.02,"ProbeType 4",-4.5,0.05,0.08,0.95,94.77,9.18,8.37,0.09,0.08,0.86,1.04,0.56
"1183","A0046010","Compound A","Strong","Sample 111","Rep 1","P4",0.03,"ProbeType 4",-4.89,0.05,-0.32,1.25,124.52,11.81,10.78,0.12,0.11,1.14,1.36,0.56
"1184","A0046010","Compound A","Strong","Sample 129","Rep 1","P3",0.05,"ProbeType 4",-3.79,0.08,0.78,0.58,58.06,8.92,7.73,0.09,0.08,0.5,0.67,0.56
"1185","A0046010","Compound A","Strong","Sample 1","Rep 1","Ctrl",0,"ProbeType 5",-1.41,0.07,0,1,100,11.97,10.69,0.12,0.11,0.89,1.12,0.57
"1186","A0046010","Compound A","Strong","Sample 20","Rep 1","P9 No Vehicle Ctrl",0,"ProbeType 5",-1.14,0.04,0.27,0.83,82.78,5.71,5.34,0.06,0.05,0.77,0.88,0.57
"1187","A0046010","Compound A","Strong","Sample 36","Rep 1","P8",0.01,"ProbeType 5",-1.38,0.05,0.03,0.98,97.63,8.07,7.45,0.08,0.07,0.9,1.06,0.57
"1188","A0046010","Compound A","Strong","Sample 54","Rep 1","P7",0.01,"ProbeType 5",-1.27,0.08,0.14,0.91,90.51,13.11,11.45,0.13,0.11,0.79,1.04,0.57
"1189","A0046010","Compound A","Strong","Sample 73","Rep 1","P6",0.01,"ProbeType 5",-1.45,0.05,-0.04,1.03,102.72,9.91,9.03,0.1,0.09,0.94,1.13,0.57
"1190","A0046010","Compound A","Strong","Sample 92","Rep 1","P5",0.02,"ProbeType 5",-2.03,0.04,-0.62,1.54,153.53,10.07,9.45,0.1,0.09,1.44,1.64,0.57
