"","idhous","sex","birthyr","nat_1_02","plingu02","p02r01","p02r04","cspfaj","cspmoj","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","wp00tbgp","wp00tbgs"
"1205",68691,"woman",1922,"Switzerland","german","Protestant or Reformed Church","about once a month","academic professions and senior management",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,1333.77185058594,1.18370139598846
"366",22171,"woman",1948,"Switzerland","german","Roman Catholic","about once a month","unqualified non-manual and manual workers","intermediate professions",0,0,0,0,0,0,0,3,6,6,6,6,6,6,6,6,778.030151367188,0.69048947095871
"445",25771,"man",1951,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","academic professions and senior management",NA,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,743.772888183594,0.660086691379547
"107",8711,"woman",1941,"Switzerland","french",NA,NA,"academic professions and senior management","qualified manual professions",0,0,0,0,3,3,6,6,6,6,6,6,6,6,6,6,2178.97705078125,1.93380761146545
"333",20141,"man",1930,"Switzerland","french","no denomination or religion","never",NA,"other self-employed",0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,822.068237304688,0.729572534561157
"2421",139081,"woman",1938,"Switzerland","german","Protestant or Reformed Church","a few times a year","qualified manual professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1401.59057617188,1.24388945102692
"2129",120991,"woman",1951,"Switzerland","french","Roman Catholic","a few times a year","unqualified non-manual and manual workers","qualified non-manual professions",0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,797.600158691406,0.707857549190521
"2259",NA,"man",1949,NA,NA,NA,NA,"other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3125.91552734375,2.7742006778717
"932",53421,"woman",1957,"Switzerland","french","Roman Catholic","a few times a year",NA,"academic professions and senior management",0,0,0,0,0,0,0,0,3,3,3,6,6,6,6,6,611.788757324219,0.542952835559845
"421",24791,"man",1943,"Switzerland",NA,NA,NA,"intermediate professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003.07202148438,0.890210568904877
"336",20301,"man",1941,"Switzerland",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,2190.99047851562,1.9444694519043
"2182",123491,"woman",1932,"Switzerland","french","Roman Catholic","only for family ceremonies",NA,NA,0,0,0,1,1,1,1,1,1,1,6,6,6,6,6,6,938.589965820312,0.832983732223511
"994",56631,"man",1943,"Switzerland","french","Protestant or Reformed Church","religious celebrations and family events","qualified manual professions","unqualified non-manual and manual workers",0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,872.567749023438,0.774390041828156
"152",11331,"woman",1936,"Switzerland","german","Protestant or Reformed Church","a few times a year","other self-employed",NA,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,905.359191894531,0.803491950035095
"159",NA,"man",1923,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1969.75598144531,1.74812722206116
"1381",78771,"woman",1952,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","top management",NA,0,0,0,3,3,3,3,3,3,7,7,7,7,7,7,7,1057.12280273438,0.938179790973663
"627",35461,"man",1949,"Switzerland",NA,NA,NA,NA,NA,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,2333.59106445312,2.07102513313293
"1151",65481,"man",1954,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","qualified non-manual professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,873.88427734375,0.775558471679688
"1859",105561,"man",1939,"Switzerland","german","Roman Catholic","only for family ceremonies","other self-employed","other self-employed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550.64685058594,1.37617456912994
"2430",140011,"man",1953,"Switzerland","german","other Christian denomination","only for family ceremonies","intermediate professions","unqualified non-manual and manual workers",0,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,952.232971191406,0.845091700553894
"1412",80761,"woman",1925,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","academic professions and senior management",NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1489.1728515625,1.32161736488342
"659",36991,"woman",1943,"Germany","german","Roman Catholic","only for family ceremonies","academic professions and senior management",NA,0,0,0,1,1,1,3,3,3,6,6,6,6,6,6,6,2191.89233398438,1.94526970386505
"405",NA,"man",1948,NA,NA,NA,NA,"qualified manual professions",NA,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,1575.31945800781,1.39807105064392
"1695",98341,"woman",1938,"Switzerland","german","Protestant or Reformed Church","a few times a year",NA,"other self-employed",0,0,0,0,0,0,0,0,3,3,3,3,6,6,6,6,1010.64520263672,0.896931648254395
"1306",74391,"man",1951,"Switzerland","german","Roman Catholic","about once a month","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,1044.6572265625,0.927116811275482
"2147",122331,"woman",1955,"Switzerland","french","Roman Catholic","about once a month","other self-employed",NA,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,568.841064453125,0.504837453365326
"2047",116111,"woman",1924,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1697.37451171875,1.50639307498932
"143",10431,"man",1939,"Switzerland","french","Roman Catholic","only for family ceremonies","qualified non-manual professions","qualified non-manual professions",0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1034.24572753906,0.917876660823822
"946",54091,"woman",1938,"Switzerland","french","Protestant or Reformed Church","about once a month","intermediate professions",NA,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,1094.35913085938,0.971226394176483
"569",31941,"woman",1942,"Switzerland","german","Roman Catholic","a few times a year",NA,NA,0,0,0,0,0,0,3,3,3,3,3,3,6,6,6,6,1018.95074462891,0.904302656650543
"1385",NA,"woman",1940,NA,NA,NA,NA,"academic professions and senior management",NA,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1027.45324707031,0.911848485469818
"393",23641,"man",1930,"Switzerland","german","Roman Catholic","only for family ceremonies",NA,NA,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,1008.71691894531,0.895220339298248
"417",24641,"woman",1957,"Switzerland","german","Roman Catholic","about once a month","qualified non-manual professions",NA,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,805.749389648438,0.715089857578278
"1592",91251,"man",1952,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","intermediate professions",NA,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,892.163757324219,0.79178124666214
"907",51501,"woman",1936,"Switzerland","french","Roman Catholic","only for family ceremonies","qualified manual professions",NA,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1515.81213378906,1.345259308815
"1724",99201,"man",1940,"Switzerland","german",NA,NA,"other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,989.980041503906,0.878591597080231
"2329",133121,"woman",1935,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","unqualified non-manual and manual workers","qualified manual professions",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1097.22766113281,0.97377222776413
"293",18021,"woman",1934,"Austria","french","Roman Catholic","religious celebrations and family events","other self-employed",NA,0,0,0,0,0,0,0,1,1,3,6,6,6,6,6,6,3576.32348632812,3.17393040657043
"1487",84841,"man",1953,"Switzerland","german","Roman Catholic","every two weeks","intermediate professions",NA,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,977.921630859375,0.867890000343323
"2187",NA,"woman",1955,NA,NA,NA,NA,NA,"unqualified non-manual and manual workers",0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,575.320678710938,0.510587990283966
"1091",NA,"woman",1954,NA,NA,NA,NA,NA,NA,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0
"1955",109971,"man",1955,"Switzerland","german","no denomination or religion","only for family ceremonies",NA,NA,0,0,0,0,0,0,0,1,3,3,3,6,6,6,6,6,854.640930175781,0.758480310440063
"957",54291,"man",1957,"Portugual","french","no denomination or religion","never",NA,NA,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,1960.12036132812,1.73957586288452
"2274",129561,"man",1949,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","other self-employed","unqualified non-manual and manual workers",0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,925.803100585938,0.821635663509369
"1149",65341,"man",1936,"Switzerland",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1467.45361328125,1.30234181880951
"308",NA,"man",1936,NA,NA,NA,NA,NA,"qualified manual professions",0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,686.201171875,0.608992695808411
"949",54121,"woman",1945,"Switzerland","french","Protestant or Reformed Church","religious celebrations and family events","qualified manual professions","other self-employed",0,0,0,0,0,0,3,6,6,6,6,6,6,6,6,6,938.271667480469,0.83270126581192
"1083",60921,"man",1953,"Switzerland",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2173.30810546875,1.92877650260925
"2450",141161,"man",1929,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","qualified manual professions",NA,0,0,0,0,0,0,0,0,2,3,6,6,6,6,6,6,1425.12976074219,1.26478016376495
"197",13541,"woman",1956,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","intermediate professions","unqualified non-manual and manual workers",0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,715.465026855469,0.634963870048523
"2196",124111,"woman",1936,"Switzerland","french","Protestant or Reformed Church","a few times a year","academic professions and senior management",NA,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,945.639221191406,0.839239895343781
"2223",125761,"woman",1940,"Switzerland","italian","Protestant or Reformed Church","only for family ceremonies",NA,NA,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0
"2130",121201,"woman",1935,"Switzerland","french","Protestant or Reformed Church","once a week","other self-employed",NA,0,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,997.367065429688,0.885147511959076
"2512",144231,"man",1942,"Switzerland","german","Roman Catholic","a few times a year","qualified manual professions",NA,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,976.878112792969,0.866963863372803
"2467",142011,"man",1932,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","other self-employed","other self-employed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1649.7275390625,1.46410703659058
"876",49481,"man",1954,"Switzerland",NA,NA,NA,"other self-employed","other self-employed",0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1449.55090332031,1.28645348548889
"1165",66641,"woman",1930,"Switzerland","german","Roman Catholic","every two weeks",NA,"qualified non-manual professions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1007.33843994141,0.893996953964233
"367",22181,"man",1931,"Switzerland","german","Roman Catholic","once a week","other self-employed",NA,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1800.31335449219,1.59774971008301
"40",5341,"woman",1943,"Switzerland","french","Protestant or Reformed Church","a few times a year","academic professions and senior management",NA,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1278.93640136719,1.13503575325012
"407",24181,"woman",1928,"Switzerland","german","Protestant or Reformed Church","every two weeks","academic professions and senior management","intermediate professions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945.687561035156,0.839282810688019
"2474",142191,"man",1933,"Switzerland","german","Roman Catholic","every two weeks","unqualified non-manual and manual workers",NA,0,0,0,1,1,1,1,1,1,1,6,6,6,6,6,6,966.25830078125,0.857538998126984
"820",46471,"woman",1955,"Switzerland","italian","Christian Catholic","a few times a year","qualified non-manual professions",NA,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1464.46545410156,1.29969000816345
"1501",85671,"woman",1916,"Switzerland","german","other","a few times a year","other self-employed","other self-employed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1744.40686035156,1.54813349246979
"1930",109221,"woman",1955,"Switzerland","german","no denomination or religion","once a week",NA,NA,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,6,596.884521484375,0.529725551605225
"1517",86401,"man",1935,"Switzerland","german","Protestant or Reformed Church","a few times a year","other self-employed","other self-employed",0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,1084.05139160156,0.962078511714935
"378",22581,"woman",1929,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","qualified non-manual professions",NA,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,960.942932128906,0.85282164812088
"1795",102511,"man",1941,"Switzerland","german","Protestant or Reformed Church","a few times a year","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,989.980041503906,0.878591597080231
"675",37891,"woman",1955,"Switzerland","german","Roman Catholic","never","unqualified non-manual and manual workers","unqualified non-manual and manual workers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679.252685546875,0.602825999259949
"1447",82731,"man",1944,"Switzerland",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,6,0,0
"23",4001,"woman",1936,"Switzerland","french","Protestant or Reformed Church","about once a month","qualified manual professions",NA,0,0,0,0,0,0,0,0,3,6,6,6,6,6,6,6,876.791076660156,0.778138220310211
"1395",79881,"man",1940,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","qualified manual professions",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,1171.99011230469,1.04012274742126
"2370",136381,"man",1942,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","other self-employed","unqualified non-manual and manual workers",0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,1093.546875,0.97050553560257
"1221",69241,"woman",1948,"Switzerland","german","Roman Catholic","about once a month","academic professions and senior management",NA,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,628.874206542969,0.558115899562836
"1005",57311,"woman",1941,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","qualified manual professions","unqualified non-manual and manual workers",0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,1543.00012207031,1.3693882226944
"1596",NA,"woman",1951,NA,NA,NA,NA,"qualified manual professions","unqualified non-manual and manual workers",0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,773.314208984375,0.686304092407227
"2077",117431,"woman",1951,"Switzerland","french","Roman Catholic","a few times a year","intermediate professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754.32763671875,0.669453859329224
"1624",93061,"woman",1953,"Switzerland","german","Roman Catholic","religious celebrations and family events","qualified non-manual professions",NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,6,669.66748046875,0.59431928396225
"84",7441,"man",1925,"Switzerland",NA,NA,NA,"academic professions and senior management",NA,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,7,1493.98474121094,1.325887799263
"1919",108711,"woman",1947,"Switzerland","german","Roman Catholic","only for family ceremonies",NA,NA,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,815.805541992188,0.724014520645142
"423",24881,"woman",1948,"Switzerland","german","Roman Catholic","never","qualified manual professions",NA,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,771.340026855469,0.684552073478699
"352",20941,"woman",1942,"Switzerland","german","Protestant or Reformed Church","once a week","academic professions and senior management",NA,0,0,0,0,0,0,3,6,6,6,6,6,7,7,7,7,1118.53588867188,0.992682874202728
"36",5281,"man",1955,"Switzerland","french","Roman Catholic","only for family ceremonies","qualified non-manual professions","qualified non-manual professions",0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,6,621.328491210938,0.551419198513031
"1211",68981,"woman",1956,"Switzerland","german","Protestant or Reformed Church","a few times a year","other self-employed","qualified non-manual professions",0,0,0,1,1,1,3,3,3,3,3,3,3,3,3,3,0,0
"1427",82091,"woman",1949,"Switzerland","german","no denomination or religion","only for family ceremonies","academic professions and senior management",NA,0,0,0,0,0,0,0,0,3,3,3,3,3,3,7,7,837.48583984375,0.743255436420441
"7",3101,"woman",1926,"Switzerland",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,1876.79174804688,1.66562294960022
"1939",109511,"woman",1954,"Switzerland","german","no denomination or religion","only for family ceremonies","qualified non-manual professions",NA,0,0,0,0,0,0,1,1,1,1,1,1,5,5,5,5,590.763610839844,0.52429336309433
"794",45271,"man",1933,"Switzerland","italian","Roman Catholic","only for family ceremonies","top management","other self-employed",0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,860.582885742188,0.763753712177277
"2458",141561,"man",1956,"Switzerland","german","Roman Catholic","about once a month",NA,NA,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,1085.86999511719,0.963692486286163
"1006",57441,"man",1946,"Switzerland","french","no denomination or religion","only for family ceremonies","other self-employed",NA,0,0,0,0,0,0,0,1,1,1,1,1,3,6,6,6,696.092834472656,0.61777138710022
"2042",115701,"woman",1942,"Switzerland","french","Protestant or Reformed Church","religious celebrations and family events","intermediate professions","qualified non-manual professions",0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,1004.25775146484,0.891262888908386
"2170",123231,"woman",1952,"Switzerland","french","Protestant or Reformed Church","a few times a year","qualified manual professions","qualified manual professions",0,0,0,0,0,2,3,7,7,7,7,7,7,7,7,7,809.122863769531,0.718083739280701
"1811",103181,"woman",1947,"Switzerland",NA,NA,NA,"intermediate professions",NA,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,723.397094726562,0.64200347661972
"956",54201,"woman",1946,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","other self-employed",NA,0,0,0,0,0,0,3,3,3,3,6,6,6,6,6,6,931.988403320312,0.827125012874603
