"","idhous00","age00","educat00","civsta00","nbadul00","nbkid00","aoldki00","ayouki00","region00","com2.00","sex","birthy","jan00","feb00","mar00","apr00","may00","jun00","jul00","aug00","sep00","oct00","nov00","dec00"
"4109",86071,61,"apprenticeship","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","man",1939,"A","A","A","A","A","A","A","A","A","A","A","A"
"5655",117381,54,"vocational high school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1946,"A","A","A","A","A","A","A","A","A","A","A","A"
"386",9211,24,"university, higher specialized school","single, never married",4,0,-3,-3,"Lake Geneva (VD, VS, GE)","Wealthy communes","woman",1976,"D","D","A","D","D","A","A","A","A","D","D","D"
"6823",142541,79,"full-time vocational school","married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Centres","man",1921,"D","D","D","D","D","D","D","D","D","D","D","D"
"1932",41351,34,"apprenticeship","married",2,2,6,2,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","woman",1966,"B","B","B","B","B","B","B","B","B","B","B","B"
"1616",34571,34,"vocational high education","married",2,1,1,1,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Mixed agricultural communes","man",1966,"A","A","A","A","A","A","A","A","A","A","A","A"
"1877",40151,75,"apprenticeship","married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Mixed agricultural communes","man",1925,"D","D","D","D","D","D","D","D","D","D","D","D"
"1922",41012,48,"full-time vocational school","divorced",1,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Centres","woman",1952,"C","C","C","C","C","C","C","C","C","B","B","B"
"2500",53931,21,"full-time vocational school","single, never married",4,0,-3,-3,"Lake Geneva (VD, VS, GE)","Tourist communes","man",1979,"A","A","A","A","A","A","A","A","A","A","A","A"
"5950",123081,30,"university, higher specialized school","married",2,2,4,2,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1970,"D","D","D","D","D","D","D","D","D","D","D","D"
"1931",41351,37,"apprenticeship","married",2,2,6,2,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","man",1963,"A","A","A","A","A","A","A","A","A","A","A","A"
"2152",46051,41,"university, higher specialized school","married",2,1,12,12,"Lake Geneva (VD, VS, GE)","Wealthy communes","man",1959,"A","A","A","A","A","A","A","A","A","A","A","A"
"5232",108551,46,"maturity","married",3,1,17,17,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1954,"B","B","B","B","B","B","B","B","B","B","B","B"
"2231",47901,45,"university, higher specialized school","single, never married",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Wealthy communes","woman",1955,"A","A","A","A","A","A","A","A","A","A","A","A"
"1002",20611,43,"apprenticeship","married",4,1,16,16,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1957,"D","D","D","D","D","D","D","D","D","D","D","D"
"3186",67331,42,"vocational high education","married",3,2,17,15,"North-west Switzerland  (BS, BL, AG)","Tourist communes","woman",1958,"C","C","C","C","C","C","C","C","C","C","C","C"
"2421",52271,15,"incomplete compulsory school","single, never married",2,2,15,12,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1985,"D","D","D","D","D","D","C","D","D","D","D","D"
"739",15651,59,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1941,"A","A","A","A","A","A","A","A","A","A","A","A"
"2648",57001,39,"full-time vocational school","married",2,2,6,4,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1961,"D","D","D","D","D","D","D","D","D","D","D","D"
"672",14251,15,"compulsory school, elementary vocational training","single, never married",2,2,17,15,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1985,"D","D","D","D","D","D","D","A","A","A","A","A"
"6857",143231,49,"full-time vocational school","married",4,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Centres","woman",1951,"C","C","C","C","C","C","C","C","C","C","C","C"
"5158",107411,27,"vocational high school","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1973,"A","A","A","A","A","A","A","A","A","A","A","A"
"5197",108021,50,"vocational high school","married",2,2,15,14,"North-west Switzerland  (BS, BL, AG)","Industrial and tertiary sector communes","man",1950,"A","A","A","A","A","A","A","A","A","A","A","A"
"6002",124121,47,"vocational high education","married",2,1,13,13,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1953,"A","A","A","A","A","A","A","A","A","A","A","A"
"459",10811,46,"university, higher specialized school","married",2,2,13,11,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1954,"A","A","A","A","A","A","A","A","A","A","A","A"
"1316",27211,36,"university, higher specialized school","single, never married",1,0,-3,-3,"Zurich","Rural commuter communes","woman",1964,"B","B","B","B","B","B","B","B","B","B","B","B"
"3514",73361,17,"compulsory school, elementary vocational training","single, never married",2,2,17,15,"North-west Switzerland  (BS, BL, AG)","Suburban communes","woman",1983,"D","D","D","D","D","D","D","D","D","D","D","C"
"466",10901,60,"maturity","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","woman",1940,"C","C","C","C","C","C","C","C","C","D","D","D"
"4738",99531,40,"vocational high education","married",2,1,6,6,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1960,"A","A","A","A","A","A","A","A","A","A","A","A"
"4586",96951,54,"domestic science course, 1 year school of commerce","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1946,"C","C","C","C","C","C","C","C","C","C","C","C"
"4018",84091,38,"university, higher specialized school","married",2,2,4,0,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","man",1962,"A","A","A","A","A","A","A","A","A","A","A","A"
"4892",102081,53,"maturity","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1947,"B","B","B","B","B","B","B","B","B","B","B","B"
"4323",90481,24,"compulsory school, elementary vocational training","married",1,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","man",1976,"A","A","A","A","A","A","A","A","A","A","A","A"
"5600",116411,59,"compulsory school, elementary vocational training","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Mixed agricultural communes","woman",1941,"D","D","D","D","D","D","D","D","D","D","D","D"
"5316",109931,60,"full-time vocational school","married",2,0,-3,-3,"Zurich","Suburban communes","woman",1940,"D","D","D","D","D","D","D","D","D","D","D","D"
"4417",92611,41,"apprenticeship","married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","woman",1959,"A","A","A","A","A","A","A","A","A","A","A","A"
"4167",87381,49,"incomplete compulsory school","divorced",1,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","man",1951,"B","B","B","B","B","B","B","B","B","B","B","B"
"6243",129891,75,"full-time vocational school","married",2,0,-3,-3,"Zurich","Suburban communes","woman",1925,"D","D","D","D","D","D","D","D","D","D","D","D"
"738",15651,63,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1937,"D","D","D","D","D","D","D","D","D","D","D","D"
"745",15891,17,"compulsory school, elementary vocational training","single, never married",3,1,14,14,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1983,"D","D","D","D","D","D","D","D","D","D","D","D"
"502",11581,40,"apprenticeship","married",2,3,16,9,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","woman",1960,"B","B","B","B","B","B","B","B","B","B","B","B"
"4756",99811,43,"apprenticeship","married",2,4,15,10,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1957,"B","B","B","B","B","B","B","B","B","B","B","B"
"4138",86831,51,"maturity","married",3,1,17,17,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Mixed agricultural communes","woman",1949,"C","C","C","C","C","C","C","C","C","C","C","C"
"5904",122262,24,"vocational high education","single, never married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1976,"B","B","B","B","B","B","B","B","B","B","B","B"
"2366",51101,55,"compulsory school, elementary vocational training","divorced",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1945,"B","B","B","B","B","B","B","B","B","B","B","B"
"2864",60881,28,"apprenticeship","married",2,3,5,2,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","man",1972,"A","A","A","A","A","A","A","A","A","A","A","A"
"274",7171,40,"university, higher specialized school","married",2,5,10,7,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1960,"A","A","A","A","A","A","A","A","A","A","A","A"
"6580",137551,41,"apprenticeship","married",2,1,16,16,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Peripheral urban communes","woman",1959,"C","C","C","C","C","C","C","C","C","C","C","C"
"5",1431,27,"apprenticeship","single, never married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1973,"A","A","A","A","A","A","A","A","A","A","A","A"
"2242",48211,16,"domestic science course, 1 year school of commerce","single, never married",1,1,16,16,"Lake Geneva (VD, VS, GE)","Centres","man",1984,"C","C","C","C","C","C","C","C","C","C","C","C"
"6921",144731,33,"apprenticeship","single, never married",2,2,13,11,"Middleland (BE, FR, SO, NE, JU)","Rural commuter communes","man",1967,"A","A","A","A","A","A","A","A","A","A","A","A"
"41",2041,34,"compulsory school, elementary vocational training","married",2,3,14,2,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1966,"D","D","D","D","D","D","D","D","C","C","C","C"
"4772",100041,51,"maturity","married",4,1,17,17,"Middleland (BE, FR, SO, NE, JU)","Peripheral urban communes","woman",1949,"B","B","B","B","B","B","B","B","B","B","B","B"
"4258",89411,53,"domestic science course, 1 year school of commerce","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Centres","woman",1947,"B","B","B","B","B","B","B","B","B","B","B","B"
"1139",23581,43,"vocational high education","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Suburban communes","man",1957,"A","A","A","A","A","A","A","A","A","A","A","A"
"1296",26741,41,"university, higher specialized school","married",2,2,5,2,"Zurich","Suburban communes","man",1959,"B","B","B","B","B","B","B","B","B","B","B","B"
"4372",91681,28,"apprenticeship","single, never married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Suburban communes","woman",1972,"A","A","A","A","A","A","A","A","A","B","B","B"
"2365",51091,86,"apprenticeship","widower/widow",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","woman",1914,"D","D","D","D","D","D","D","D","D","D","D","D"
"5729",118731,30,"maturity","single, never married",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","man",1970,"A","A","A","A","A","A","A","A","A","A","A","A"
"4223",88871,36,"maturity","married",2,2,6,4,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","woman",1964,"D","D","D","D","D","D","D","D","D","D","D","D"
"3983",83261,36,"compulsory school, elementary vocational training","married",2,4,8,1,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Peripheral urban communes","woman",1964,"D","D","D","D","D","D","D","D","D","C","C","C"
"2625",56511,54,"university, higher specialized school","married",4,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1946,"A","A","A","A","A","A","A","A","A","A","A","A"
"1794",38531,45,"vocational high education","married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Centres","man",1955,"A","A","A","A","A","A","A","A","A","A","A","A"
"1142",23611,71,"compulsory school, elementary vocational training","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1929,"D","D","D","D","D","D","D","D","D","D","D","D"
"3180",67251,59,"apprenticeship","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Wealthy communes","man",1941,"A","A","A","A","A","A","A","A","A","A","A","A"
"1425",29881,61,"apprenticeship","married",2,0,-3,-3,"Zurich","Suburban communes","man",1939,"B","B","B","B","B","B","B","B","B","B","B","B"
"3310",69331,16,"compulsory school, elementary vocational training","single, never married",4,1,16,16,"North-west Switzerland  (BS, BL, AG)","Mixed agricultural communes","woman",1984,"D","D","D","D","D","D","D","D","D","D","D","D"
"5797",120481,64,"university, higher specialized school","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","woman",1936,"B","B","B","B","B","B","B","B","B","B","B","B"
"4934",102971,50,"apprenticeship","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Rural commuter communes","woman",1950,"B","B","B","B","B","B","B","B","B","B","B","B"
"5830",121151,14,"incomplete compulsory school","single, never married",4,1,14,14,"Middleland (BE, FR, SO, NE, JU)","Centres","man",1986,"D","D","D","D","D","D","D","D","D","D","D","D"
"318",7961,22,"maturity","single, never married",4,0,-3,-3,"Lake Geneva (VD, VS, GE)","Peripheral urban communes","man",1978,"D","D","D","D","D","D","D","B","B","B","D","D"
"4361",91451,54,"apprenticeship","married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Peripheral agricultural communes","woman",1946,"B","B","B","B","B","B","B","B","B","B","B","B"
"2825",59891,25,"apprenticeship","married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Suburban communes","man",1975,"A","A","A","A","A","A","A","A","A","A","A","A"
"729",15461,28,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Industrial and tertiary sector communes","woman",1972,"B","B","B","B","B","B","B","B","B","B","B","B"
"4962",103501,36,"university, higher specialized school","married",2,3,11,5,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1964,"D","D","D","D","D","D","D","D","D","D","D","D"
"5164",107431,23,"maturity","single, never married",4,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Peripheral urban communes","woman",1977,"C","C","C","C","C","C","C","C","C","C","C","C"
"6518",136711,63,"apprenticeship","married",2,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Rural commuter communes","woman",1937,"C","C","C","C","C","C","C","C","C","C","C","D"
"1556",33041,26,"apprenticeship","single, never married",1,0,-3,-3,"East Switzerland  (GL, SH, AR, AI, SG, GR, TG)","Industrial and tertiary sector communes","woman",1974,"A","A","A","A","A","A","A","A","A","A","A","A"
"2475",53401,35,"compulsory school, elementary vocational training","single, never married",1,0,-3,-3,"Lake Geneva (VD, VS, GE)","Centres","man",1965,"B","B","B","B","B","B","B","B","B","B","B","B"
"4688",98661,32,"apprenticeship","married",2,1,1,1,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1968,"A","A","A","A","A","A","A","A","A","A","A","A"
"5995",123971,36,"apprenticeship","married",2,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1964,"A","A","A","A","A","A","A","A","A","A","A","A"
"5766",119771,34,"maturity","single, never married",2,0,-3,-3,"Lake Geneva (VD, VS, GE)","Wealthy communes","woman",1966,"A","A","A","A","A","A","A","A","A","A","A","A"
"1337",27591,35,"apprenticeship","single, never married",2,0,-3,-3,"Zurich","Mixed agricultural communes","man",1965,"A","A","A","A","A","A","A","A","A","A","A","A"
"3527",73491,25,"full-time vocational school","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Industrial and tertiary sector communes","woman",1975,"A","A","A","C","C","C","C","D","A","A","A","A"
"1879",40161,47,"vocational high education","married",2,0,-3,-3,"Central Switzerland  (LU, UR, SZ, OW, NW, ZG)","Rural commuter communes","woman",1953,"C","C","C","C","C","C","C","D","D","D","D","D"
"1204",24811,54,"domestic science course, 1 year school of commerce","married",2,0,-3,-3,"Zurich","Wealthy communes","woman",1946,"D","D","D","D","D","D","D","D","D","D","D","D"
"584",12591,36,"vocational high education","married",2,2,7,5,"Middleland (BE, FR, SO, NE, JU)","Suburban communes","man",1964,"A","A","A","A","A","A","A","A","A","A","A","A"
"3756",78711,31,"maturity","married",2,2,6,3,"Zurich","Suburban communes","woman",1969,"B","B","B","B","B","B","B","B","B","B","B","B"
"1034",21381,72,"university, higher specialized school","married",2,0,-3,-3,"North-west Switzerland  (BS, BL, AG)","Centres","man",1928,"D","D","D","D","D","D","D","D","D","D","D","D"
"769",16311,58,"university, higher specialized school","married",3,0,-3,-3,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1942,"D","D","D","D","D","D","D","D","D","D","D","D"
"2936",62291,38,"apprenticeship","married",2,2,11,9,"Middleland (BE, FR, SO, NE, JU)","Mixed agricultural communes","woman",1962,"C","C","C","C","C","C","C","C","C","C","C","C"
"5899",122251,27,"technical or vocational school","married",2,1,0,0,"Middleland (BE, FR, SO, NE, JU)","Centres","woman",1973,"B","B","B","B","B","B","B","B","B","B","B","B"
"5353",110821,57,"apprenticeship","married",2,0,-3,-3,"Zurich","Suburban communes","woman",1943,"B","B","B","B","B","B","B","B","B","B","B","B"
