"","chemoLowerLinearAdjust.chemoUpperLinearAdjust.Velocity.Displacement"
"4059","0.08,0.2,2.14389093535553,32.8885530473344"
"4060","0.08,0.2,2.9425113897377,32.1664896680358"
"4061","0.08,0.2,2.55082250230527,40.4748911445029"
"4062","0.08,0.2,2.17691312130863,32.3311152385752"
"4063","0.08,0.2,2.38602761348703,32.7304181657914"
"4064","0.08,0.2,2.51705305503814,34.5593547426705"
"4065","0.08,0.2,2.47049028606555,38.585678016461"
"4066","0.08,0.2,2.23421736927675,35.0000829304428"
"4067","0.08,0.2,2.40412428308157,37.0522395252063"
"4068","0.08,0.2,2.45557085167878,35.5552167061835"
"4069","0.08,0.2,2.6760968240832,33.1177001820482"
"4070","0.08,0.2,2.34729360602604,32.0019795227052"
"4071","0.08,0.2,4.50416662749168,42.4549469121428"
"4072","0.08,0.2,2.96831830712455,34.4724493128839"
"4073","0.08,0.2,2.74383827010163,37.8971665989384"
"4074","0.08,0.2,2.27657688321904,35.2652086772155"
"4075","0.08,0.2,2.73120698711327,41.2898756932651"
"4076","0.08,0.2,2.40900458428209,35.5045321735467"
"4077","0.08,0.2,2.32338649910133,29.1907964242267"
"4078","0.08,0.2,2.14330861234949,37.8904367815084"
"4079","0.08,0.2,2.45757750197034,34.134388909676"
"4080","0.08,0.2,2.04357583581296,33.1184828356617"
"4081","0.08,0.2,2.07404692497458,33.018762361796"
"4082","0.08,0.2,2.27243047772876,34.0974210616051"
"4083","0.08,0.2,2.4870647011823,38.0822837334158"
"4084","0.08,0.2,2.8716782513445,37.3324544469744"
"4085","0.08,0.2,2.7083273424915,34.8938365616357"
"4086","0.08,0.2,2.17294600532033,36.5102861092052"
"4087","0.08,0.2,2.55553737224113,34.223683975139"
"4088","0.08,0.2,2.62493914347283,37.549975265932"
"4089","0.08,0.2,2.54844293584818,40.6490241640717"
"4090","0.08,0.2,2.36063846569932,39.3347391635396"
"4091","0.08,0.2,2.53995923242191,40.1022783943555"
"4092","0.08,0.2,2.80113272210604,40.7840431807176"
"4093","0.08,0.2,2.3007330451127,31.6785387962298"
"4094","0.08,0.2,2.85957938254923,34.2265684377527"
"4095","0.08,0.2,2.46308156527643,33.1202496159317"
"4096","0.08,0.2,2.37136678518801,44.2928124098239"
"4097","0.08,0.2,2.55146798380661,35.8931198306108"
"4098","0.08,0.2,2.38470124261215,33.4567667898206"
"4099","0.08,0.2,2.44146669639162,31.5177964503227"
"4100","0.08,0.2,2.42378942223708,37.8128607622656"
"4101","0.08,0.2,2.72944725185415,38.1977804955716"
"4102","0.08,0.2,3.02853918944491,37.7154419334078"
"4103","0.08,0.2,2.57037074938635,33.7940861044964"
"4104","0.08,0.2,2.55610695707092,36.4169625496461"
"4105","0.08,0.2,2.37467544224834,29.1355363903662"
"4106","0.08,0.2,2.29791202588349,43.4489168998761"
"4107","0.08,0.2,2.15682512237962,35.8476938848881"
"4108","0.08,0.2,2.71484691889296,41.3175797628838"
"4109","0.08,0.2,2.57350416708552,34.1556689347244"
"4110","0.08,0.2,2.3236676752333,37.0098429284336"
"4111","0.08,0.2,2.14269627658806,43.4678066721685"
"4112","0.08,0.2,2.5835503355334,35.6095564130367"
"4113","0.08,0.2,2.27545712659234,42.6388980916698"
"4114","0.08,0.2,2.47161592761331,31.199702223959"
"4115","0.08,0.2,2.34256922413837,36.9881644431926"
"4116","0.08,0.2,2.46672722602934,36.6996490204459"
"4117","0.08,0.2,2.24192618127826,37.318915482008"
"4118","0.08,0.2,4.06268178271393,38.4308725528443"
"4119","0.08,0.2,2.42762258801421,34.4343481328976"
"4120","0.08,0.2,2.31277126448571,31.0087253783093"
"4121","0.08,0.2,2.4831242339986,37.5045468732375"
"4122","0.08,0.2,2.5776966011495,39.4020015031061"
"4123","0.08,0.2,2.93747651397765,37.380836844862"
"4124","0.08,0.2,3.74857323385239,33.4794704726805"
"4125","0.08,0.2,2.21914425698061,37.6555574491946"
"4126","0.08,0.2,2.5917854606415,42.3172031349411"
"4127","0.08,0.2,2.34831555661232,38.1542626163837"
"4128","0.08,0.2,2.60772986179976,32.8807739338082"
"4129","0.08,0.2,2.27007979053533,35.7692504819238"
"4130","0.08,0.2,2.28833761248416,36.3619397275335"
"4131","0.08,0.2,2.42193416765174,38.8925217544914"
"4132","0.08,0.2,2.27314327729432,36.0662813384035"
"4133","0.08,0.2,2.51935072475948,33.805086036574"
"4134","0.08,0.2,2.21766181957299,29.8750645369186"
"4135","0.08,0.2,3.42528101823914,40.3976959156556"
"4136","0.08,0.2,2.35770912585752,33.397911032234"
"4137","0.08,0.2,2.45054996440945,33.6090253859777"
"4138","0.08,0.2,2.40034408921729,38.4166653505718"
"4139","0.08,0.2,2.39627217705481,34.9828363645955"
"4140","0.08,0.2,2.40065774181526,30.6723006288851"
"4141","0.08,0.2,2.42870227418408,33.5939171415196"
"4142","0.08,0.2,2.56522053933896,35.1434573902535"
"4143","0.08,0.2,2.43419190955228,34.1132549326395"
"4144","0.08,0.2,3.28821326276859,37.0350025411359"
"4145","0.08,0.2,2.83002071651117,37.6508196577345"
"4146","0.08,0.2,2.6921153284108,40.9807684338098"
"4147","0.08,0.2,2.64149459974408,34.6295250563949"
"4148","0.08,0.2,2.65818471521547,40.3209024228388"
"4149","0.08,0.2,2.4912111757128,32.9654036820581"
"4150","0.08,0.2,2.73013994319157,35.5980350775807"
"4151","0.08,0.2,2.36372065685127,31.1869257090889"
"4152","0.08,0.2,2.19545188022194,31.0847159371474"
"4153","0.08,0.2,2.61150913308539,32.4394727106918"
"4154","0.08,0.2,2.4441275442932,36.2828399532986"
"4155","0.08,0.2,2.1527902168287,36.0859059990838"
"4156","0.08,0.2,2.39645275325732,34.9888435033608"
"4157","0.08,0.2,2.43646263806101,40.4137200971503"
"4158","0.08,0.2,3.99259057313024,46.255224009101"
"4159","0.08,0.2,2.29813539064729,36.0443976955368"
"4160","0.08,0.2,2.41670623747052,34.6235507491821"
"4161","0.08,0.2,5.13283573830354,53.8882344662761"
"4162","0.08,0.2,2.74142089985129,39.4133554961457"
"4163","0.08,0.2,2.75286288030461,36.207783094057"
"4164","0.08,0.2,2.32971190077276,34.3419807177085"
"4165","0.08,0.2,2.61474185074129,35.7370468079404"
"4166","0.08,0.2,2.51119525623284,37.0382376762413"
"4167","0.08,0.2,2.57012322208759,30.8071093326312"
"4168","0.08,0.2,2.65456196619469,40.2620784368466"
"4169","0.08,0.2,2.54693650900167,40.9316142965547"
"4170","0.08,0.2,2.39270868369953,36.187655552358"
"4171","0.08,0.2,3.1150699520002,41.1932238758457"
"4172","0.08,0.2,2.41850216486041,37.3574906314678"
"4173","0.08,0.2,2.7812792383505,40.522288892936"
"4174","0.04,0.1,2.31730366217686,43.4672129843817"
"4175","0.04,0.1,2.41891108787673,47.9609955616549"
"4176","0.04,0.1,2.40365688242399,44.9949027577878"
"4177","0.04,0.1,2.4116190615445,40.2917025805721"
"4178","0.04,0.1,2.9742249178489,54.3923896170181"
"4179","0.04,0.1,3.38240268095509,50.2330182241023"
"4180","0.04,0.1,3.32040770750022,50.1379167037108"
"4181","0.04,0.1,2.38009396652757,40.9786417281119"
"4182","0.04,0.1,2.77271616282044,41.5510209275854"
"4183","0.04,0.1,2.64696985171188,52.1928437515991"
"4184","0.04,0.1,2.79058199564677,45.8059952007542"
"4185","0.04,0.1,2.7912850287994,46.9746128548893"
"4186","0.04,0.1,4.7735335133844,54.2489069949328"
"4187","0.04,0.1,2.31939096180777,49.6236303785472"
"4188","0.04,0.1,2.64807185423002,47.1155331866079"
"4189","0.04,0.1,2.67164765187748,48.3163551362951"
"4190","0.04,0.1,2.51181913655978,43.4232090032024"
"4191","0.04,0.1,2.92307296674463,47.215669723555"
"4192","0.04,0.1,4.93583507691267,48.607797597018"
"4193","0.04,0.1,4.98877083218367,54.9624040357189"
"4194","0.04,0.1,2.62338597633234,45.6511396506824"
"4195","0.04,0.1,2.30624057783355,44.8699209112243"
"4196","0.04,0.1,2.86400323858342,43.7826511259926"
"4197","0.04,0.1,2.70388393113554,48.2979195764408"
"4198","0.04,0.1,2.40317008137143,39.9044673563899"
"4199","0.04,0.1,2.59989618128976,39.4648994066928"
"4200","0.04,0.1,2.9402754642525,44.1515271142727"
"4201","0.04,0.1,3.57207405503547,50.4320523533393"
"4202","0.04,0.1,3.06256606853017,48.1502462685748"
"4203","0.04,0.1,3.84572792308964,53.5610956380141"
"4204","0.04,0.1,2.96010600772113,49.2969954083541"
"4205","0.04,0.1,2.9840535466627,45.7266962188007"
"4206","0.04,0.1,2.42247001683539,40.9113960588628"
"4207","0.04,0.1,4.68202399308279,54.2680025355458"
"4208","0.04,0.1,4.40226621504335,61.0783333998123"
"4209","0.04,0.1,3.65966085790001,48.2105053249529"
"4210","0.04,0.1,2.80262707809469,44.3791389403077"
"4211","0.04,0.1,2.30486294794845,43.4624458371357"
"4212","0.04,0.1,2.29532681276179,44.1724461457867"
"4213","0.04,0.1,4.76649182731992,50.6691144809829"
"4214","0.04,0.1,2.43130062900268,44.8092487640735"
"4215","0.04,0.1,3.30444397938467,46.1904092679406"
"4216","0.04,0.1,4.60027255184119,55.6978874150456"
"4217","0.04,0.1,2.8487773942639,48.7796296229096"
"4218","0.04,0.1,2.93000970169204,45.9558556131722"
"4219","0.04,0.1,4.00494979699164,59.6119189097768"
"4220","0.04,0.1,3.55439833980576,51.1932807484132"
"4221","0.04,0.1,3.63741483071285,47.8442021723056"
"4222","0.04,0.1,2.42682622396048,35.6705569053892"
"4223","0.04,0.1,2.50647939124154,42.6829790242286"
"4224","0.04,0.1,2.88808271663683,51.3907103568689"
"4225","0.04,0.1,3.97095910908063,45.7963775515505"
"4226","0.04,0.1,3.65758298172593,54.4402742925389"
"4227","0.04,0.1,2.38984713302989,40.8897897238158"
"4228","0.04,0.1,3.6,47.0494302434131"
"4229","0.04,0.1,3.01219202059513,43.8797892611748"
"4230","0.04,0.1,2.89689080288711,44.8977452623673"
"4231","0.04,0.1,2.95842496070558,50.4869434235719"
"4232","0.04,0.1,2.84028786281892,44.9259977488459"
"4233","0.04,0.1,2.29479454275352,46.0312297479465"
"4234","0.04,0.1,2.51323855219413,43.8671876902688"
"4235","0.04,0.1,3.90998414205411,56.9763111836979"
"4236","0.04,0.1,3.33087015120121,51.8545880373029"
"4237","0.04,0.1,3.23615842689659,44.1687108382398"
"4238","0.04,0.1,3.06476957206589,51.7195383628171"
"4239","0.04,0.1,2.71457207352324,44.3224278727382"
"4240","0.04,0.1,2.28707382542366,41.1113725719203"
"4241","0.04,0.1,3.91031781112418,49.2272616780007"
"4242","0.04,0.1,3.02623745506008,48.801776458501"
"4243","0.04,0.1,2.94940961576805,52.5410756206183"
"4244","0.04,0.1,3.76516293397381,49.8296958324876"
"4245","0.04,0.1,2.41352549004813,44.295207617572"
"4246","0.04,0.1,4.25624118086345,52.6007981831832"
"4247","0.04,0.1,2.33541973603863,43.3638643995172"
"4248","0.04,0.1,2.40026980527515,44.5139823705904"
"4249","0.04,0.1,4.63891979293088,59.7181563796352"
"4250","0.04,0.1,2.72005966745023,47.7573968584605"
"4251","0.04,0.1,2.24254445123685,39.3306858581644"
"4252","0.04,0.1,2.73496935783604,46.0540353302097"
"4253","0.04,0.1,2.86596279904851,50.2597816769891"
"4254","0.04,0.1,3.8007219975395,50.0274346235974"
"4255","0.04,0.1,2.36400826157551,43.5662350302878"
"4256","0.04,0.1,2.3026095588117,40.6253222239313"
"4257","0.04,0.1,4.68914686093309,52.6816517810063"
"4258","0.04,0.1,3.66446354127965,48.6186903589542"
"4259","0.04,0.1,2.29596428377088,38.8275308275121"
"4260","0.04,0.1,2.930655757896,43.0503325622375"
"4261","0.04,0.1,2.66611335806164,47.7576333024573"
"4262","0.04,0.1,2.5207154606332,39.4357794176995"
"4263","0.04,0.1,2.36585612707931,39.238346324779"
"4264","0.04,0.1,2.27248347638987,43.4570695977352"
"4265","0.04,0.1,2.36120069036046,37.5551625619186"
"4266","0.04,0.1,2.70119676621332,44.1718437472715"
"4267","0.04,0.1,2.99035834168882,46.0954493696339"
"4268","0.04,0.1,3.80914192606796,61.5036615743722"
"4269","0.04,0.1,2.40447880748014,41.2806373509069"
"4270","0.04,0.1,4.137619620724,49.7442195958638"
"4271","0.04,0.1,2.68409704983541,47.1016853462067"
"4272","0.04,0.1,4.7123270130389,59.2088938751334"
"4273","0.04,0.1,2.37855448742828,34.7857408418712"
"4274","0.04,0.1,3.50068085772675,51.1550052519246"
"4275","0.04,0.1,2.90157393108392,45.3892869176882"
"4276","0.04,0.1,3.06330849742935,48.7029413029476"
"4277","0.04,0.1,2.79041796142805,42.3119763966292"
"4278","0.04,0.1,3.97045614596411,51.295289670613"
"4279","0.04,0.1,2.30938595310993,40.1477893516178"
"4280","0.04,0.1,2.7652051424121,45.3518879382603"
"4281","0.04,0.1,3.48979596594337,54.075847963886"
"4282","0.04,0.1,3.07112839270877,45.9040195205674"
"4283","0.04,0.1,2.38119284008674,40.619171478962"
"4284","0.04,0.1,2.72352840582336,41.1515599878976"
"4285","0.04,0.1,3.87249478172968,56.02353110169"
"4286","0.04,0.1,2.43338332044569,38.4768444449933"
"4287","0.04,0.1,2.87939986740418,48.6125671567026"
"4288","0.04,0.1,2.84281075447755,46.6171048072577"
"4289","0.04,0.1,2.83562636385265,50.8608784131063"
"4290","0.04,0.1,2.88205976002063,48.0089895047123"
"4291","0.04,0.1,3.28190314480577,49.4104263453372"
"4292","0.04,0.1,2.19054204318738,38.9561395021403"
"4293","0.04,0.1,2.96829509323739,42.3619688126571"
"4294","0.04,0.1,2.73647404706471,47.6789342355037"
"4295","0.04,0.1,2.88481783497095,51.9050079833339"
"4296","0.04,0.1,2.81824337853931,42.5086990654248"
"4297","0.04,0.1,2.91776909363542,41.7265413452103"
"4298","0.04,0.1,3.8324879572174,51.3579575911789"
"4299","0.04,0.1,4.80122918911285,49.2413532196377"
"4300","0.04,0.1,2.48766371236569,41.4280178738843"
"4301","0.04,0.1,2.99686409980221,47.4785295629321"
"4302","0.04,0.1,4.56765677610797,51.6988099632844"
"4303","0.04,0.1,2.82801228770597,51.0674578434596"
"4304","0.04,0.1,3.43839599821502,48.7573129444219"
"4305","0.04,0.1,4.35948770363628,54.7970490719612"
"4306","0.04,0.1,4.82531853557902,58.4410704454788"
"4307","0.04,0.1,3.78553013693481,51.4070330330486"
"4308","0.04,0.1,2.3643717422105,46.2515544509503"
"4309","0.04,0.1,2.36543351652028,41.6881108564098"
"4310","0.04,0.1,2.41431043941575,41.9490389048203"
"4311","0.04,0.1,3.6201137826127,39.1199608468031"
"4312","0.04,0.1,3.40286889566399,49.8989720712009"
"4313","0.04,0.1,2.77398850132629,48.7810408337556"
"4314","0.04,0.1,3.98196407627516,58.3354309617333"
"4315","0.04,0.1,4.16714411452792,49.7210133717124"
"4316","0.04,0.1,3.65711949987691,50.7826884794261"
"4317","0.04,0.1,2.6645486992291,46.8957111434252"
"4318","0.04,0.1,2.32768619935121,42.0297001223286"
"4319","0.04,0.1,4.46355604983478,61.0676317025645"
"4320","0.04,0.1,2.94698329929688,48.6586142092667"
"4321","0.04,0.1,2.32480192714276,41.1294837840462"
"4322","0.04,0.1,2.21770118640657,40.5985890837504"
"4323","0.04,0.1,3.63043663398698,45.0032839903233"
"4324","0.04,0.1,2.40918884962694,41.3682182886257"
"4325","0.04,0.1,3.623319013447,55.8007316232266"
"4326","0.04,0.1,2.86370212796618,48.7220070421502"
"4327","0.04,0.1,2.59083903391629,45.5313341500862"
"4328","0.04,0.1,2.32318673957585,37.8391261322519"
"4329","0.04,0.1,2.71668736160968,45.5485315590427"
"4330","0.04,0.1,2.48819456092998,42.9084058405071"
"4331","0.04,0.1,4.00411353269279,53.3193198996018"
"4332","0.04,0.1,3.74019876164837,56.9957014792686"
"4333","0.04,0.1,3.31487995702006,48.5269151164636"
"4334","0.04,0.1,2.52063482242949,40.9530870487062"
"4335","0.04,0.1,2.31177587316773,41.3047245890716"
"4336","0.04,0.1,2.67652509139538,40.8183520389208"
"4337","0.04,0.1,2.89399670518852,51.1251084188934"
"4338","0.04,0.1,2.67779380208553,46.0639967122881"
"4339","0.04,0.1,4.19519568881603,49.3658692956935"
"4340","0.04,0.1,3.10064047772585,44.9145996574818"
"4341","0.04,0.1,2.67201335067654,43.2882635141724"
"4342","0.04,0.1,2.30379193497525,45.9843843103951"
"4343","0.04,0.1,2.51924047387845,41.6835728020135"
"4344","0.04,0.1,3.90828245404963,52.5783647472677"
"4345","0.04,0.1,2.95489549889908,48.601983391349"
"4346","0.04,0.1,2.89270219904449,49.7023643200828"
"4347","0.04,0.1,2.28051992534408,43.4246564761683"
"4348","0.04,0.1,3.4799872217661,49.1667028934333"
"4349","0.04,0.1,2.77320571657528,44.8768727885903"
"4350","0.04,0.1,4.32209123587447,55.834806557097"
"4351","0.04,0.1,2.73714133958523,53.4100994052337"
"4352","0.04,0.1,2.43425675824643,44.3471620966555"
"4353","0.04,0.1,3.48437921271031,50.2018726946211"
"4354","0.04,0.1,2.61525962316625,41.6327159686209"
"4355","0.04,0.1,2.3133537320772,44.6151355038277"
"4356","0.04,0.1,4.80000000000001,52.7134483607994"
"4357","0.04,0.1,2.67582939388824,46.8029216914237"
"4358","0.04,0.1,4.43753066104991,56.7158383330924"
"4359","0.04,0.1,3.30669518599158,57.6152729674762"
"4360","0.04,0.1,4.07927767347859,59.0984110481125"
"4361","0.04,0.1,3.77672018639219,51.8401426166334"
"4362","0.04,0.1,3.58293641083631,51.7120485412604"
"4363","0.04,0.1,2.36403817698171,40.0401317656921"
"4364","0.04,0.1,3.419966748948,53.2815685069321"
"4365","0.04,0.1,2.23260086780309,40.95556507033"
"4366","0.04,0.1,3.17505097008675,47.5319928658554"
"4367","0.04,0.1,2.66796331954126,41.2596869227004"
"4368","0.04,0.1,2.48701859625384,41.8647436345343"
"4369","0.04,0.1,2.42790737688247,48.0162984114605"
"4370","0.04,0.1,2.40667461926005,43.1114899239916"
"4371","0.04,0.1,3.73458558582796,53.5088427410542"
"4372","0.04,0.1,2.67679262760615,48.5741115818764"
"4373","0.04,0.1,2.34337946884897,37.816845004723"
"4374","0.04,0.1,2.79967588578662,41.927884930926"
"4375","0.04,0.1,4.17214551415916,55.6439121149009"
"4376","0.04,0.1,2.32278271888888,42.8992276940719"
"4377","0.04,0.1,3.42536530272077,53.7692935339145"
"4378","0.04,0.1,2.96978968802865,48.1137536793621"
"4379","0.04,0.1,2.75002219919723,46.3339139009376"
"4380","0.04,0.1,3.7401300007731,50.4800619433816"
"4381","0.04,0.1,2.51050127544077,40.6155594713128"
"4382","0.04,0.1,4.96374361309008,54.5872085619814"
"4383","0.04,0.1,4.106186900865,50.5784850269676"
"4384","0.04,0.1,4.02479141275855,52.9421316643708"
"4385","0.04,0.1,2.7954304123475,48.2221110182112"
"4386","0.04,0.1,4.28211247313058,56.1582185671122"
"4387","0.04,0.1,2.69493858237698,44.9212528928997"
"4388","0.04,0.1,2.29423564742089,42.8993609646249"
"4389","0.04,0.1,2.52938780518864,40.8852242664291"
"4390","0.04,0.1,4.06722880888059,56.6052089414009"
"4391","0.04,0.1,2.33655964622123,37.9125135781628"
"4392","0.04,0.1,2.47635408213487,44.4307750988487"
"4393","0.04,0.1,2.83789253470643,47.3621299995101"
"4394","0.04,0.1,2.32623162334424,44.6584379594825"
"4395","0.04,0.1,2.32128492477135,46.3486253849028"
"4396","0.04,0.1,4.63532987657387,55.7430983751105"
"4397","0.04,0.1,2.25715450000717,38.6282989018579"
"4398","0.04,0.1,2.76469671008741,49.6649682494593"
"4399","0.04,0.1,2.8518424603668,46.1101083702808"
"4400","0.04,0.1,3.84700970250038,43.7999163558822"
"4401","0.04,0.1,3.49174646950566,51.1848035066135"
"4402","0.04,0.1,2.91916391969657,44.4156130294548"
"4403","0.04,0.1,3.58710496755358,43.8121483335328"
"4404","0.04,0.1,2.7501235956231,44.5308925263748"
"4405","0.04,0.1,2.98196878995696,44.9012180612548"
"4406","0.04,0.1,3.09558919967364,51.0614126250081"
"4407","0.04,0.1,2.63868190201554,47.8846119541144"
"4408","0.04,0.1,4.44363910332742,51.4348845889176"
"4409","0.04,0.1,3.15592192847334,49.7580945251293"
"4410","0.04,0.1,2.77089271417593,46.9619691547138"
"4411","0.04,0.1,2.25798893242942,39.74449525747"
"4412","0.04,0.1,2.89236810776188,46.5208878645249"
"4413","0.04,0.1,2.29049921345147,41.3917834242153"
"4414","0.04,0.1,4.77582157101461,59.5500261399046"
"4415","0.04,0.1,2.33223157414612,43.5655546465051"
"4416","0.04,0.1,3.92584779588053,56.0629763485512"
"4417","0.04,0.1,3.65415488040888,51.742471357623"
"4418","0.04,0.1,2.91749149018948,52.1503185088362"
"4419","0.04,0.1,2.36220566216833,39.0813875981162"
"4420","0.04,0.1,4.23756557814419,48.8764551839008"
"4421","0.04,0.1,4.20756307846856,52.4224566698826"
"4422","0.04,0.1,2.59854612498777,43.3221796354243"
"4423","0.04,0.1,4.27152100114525,53.6153741379463"
"4424","0.04,0.1,4.98394124819397,56.587510835507"
"4425","0.04,0.1,2.66789037568678,53.4543113533717"
"4426","0.04,0.1,2.39049533532369,47.2682801181532"
"4427","0.04,0.1,2.26604269582634,37.9698174716462"
"4428","0.04,0.1,2.80891989799893,44.3779260269148"
"4429","0.04,0.1,3.99635413644448,53.2862481044496"
"4430","0.04,0.1,2.31691934902809,45.7671468632617"
"4431","0.04,0.1,2.42497989954638,39.3215929174299"
"4432","0.04,0.1,2.20780608639715,40.111859772998"
"4433","0.04,0.1,4.05383710059552,55.6496670535125"
"4434","0.04,0.1,2.27443403040302,40.7772019902844"
"4435","0.04,0.1,3.8198931322216,51.0916420532457"
"4436","0.04,0.1,2.36909907882688,40.7084966569156"
"4437","0.04,0.1,2.85171307419167,50.9037750844149"
"4438","0.04,0.1,3.04310373131239,41.1235141153409"
"4439","0.04,0.1,4.71904306391708,59.454975331998"
"4440","0.04,0.1,4.84852422911022,58.4016407059732"
