"","day","month","year","hour","minute","second","latitude","longitude","depth","magnitude"
"2632",25,6,2006,10,3,32,42.67,-8.28,17,1.7
"2633",28,6,2006,20,25,42,43.62,-9,11,2.2
"2634",1,7,2006,2,0,27,43.57,-9.78,19,2.3
"2635",3,7,2006,19,12,49,42.1,-7.28,NA,1.5
"2636",5,7,2006,12,45,33,42.78,-7.24,NA,1.3
"2637",6,7,2006,16,32,2,41.69,-8.51,11,2.1
"2638",7,7,2006,19,48,28,42.33,-8.4,16,2.6
"2639",8,7,2006,23,20,22,42.31,-7.34,NA,1.6
"2640",9,7,2006,17,43,31,43.24,-7.9,NA,1.5
"2641",9,7,2006,21,47,24,42.47,-8.2,NA,1
"2642",11,7,2006,4,49,41,43.61,-8.99,NA,2
"2643",13,7,2006,2,33,8,41.33,-8.34,NA,1.9
"2644",13,7,2006,20,30,24,42.44,-6.5,NA,1.4
"2645",14,7,2006,20,51,3,42.82,-7.23,NA,1.6
"2646",15,7,2006,12,20,12,41.29,-6.54,15,1.4
"2647",16,7,2006,22,46,36,42.71,-7.68,NA,1.9
"2648",17,7,2006,5,41,56,42.12,-7.97,12,1.5
"2649",17,7,2006,6,6,24,42.14,-7.94,8,2.1
"2650",17,7,2006,22,42,8,42.11,-7.4,4,1.8
"2651",20,7,2006,19,2,33,41.81,-8.83,NA,1.3
"2652",23,7,2006,7,41,32,41.74,-8.56,NA,1.3
"2653",23,7,2006,7,49,49,41.76,-8.61,NA,1.6
"2654",23,7,2006,12,49,25,41.78,-8.63,NA,1.7
"2655",25,7,2006,13,36,7,42.82,-7.2,6,1.7
"2656",25,7,2006,17,19,55,42.4,-7.87,NA,1.5
"2657",26,7,2006,4,48,5,42.82,-7.21,11,1.6
"2658",26,7,2006,6,34,26,42.81,-7.21,11,1.8
"2659",26,7,2006,10,19,58,42.35,-6.71,9,1.8
"2660",27,7,2006,12,11,2,43.33,-8.4,NA,1.6
"2661",30,7,2006,0,55,21,43.82,-7.27,20,2.5
"2662",2,8,2006,1,25,30,42.84,-7.3,11,1.3
"2663",3,8,2006,1,9,44,42.78,-7.19,9,1.3
"2664",3,8,2006,1,10,46,42.78,-7.2,10,1.3
"2665",3,8,2006,7,56,31,42.56,-8.28,20,2.7
"2666",5,8,2006,9,29,7,42.82,-7.25,11,1.3
"2667",5,8,2006,9,30,34,42.83,-7.24,11,1
"2668",5,8,2006,10,5,14,42.83,-7.26,11,1.6
"2669",5,8,2006,16,34,49,42.83,-7.16,19,1.2
"2670",5,8,2006,16,42,31,42.84,-7.25,11,1
"2671",5,8,2006,17,1,38,42.83,-7.23,11,1.3
"2672",5,8,2006,17,6,22,42.83,-7.23,11,1.9
"2673",5,8,2006,17,26,13,42.82,-7.22,11,1.7
"2674",5,8,2006,19,20,3,42.82,-7.23,NA,1.4
"2675",8,8,2006,2,25,33,42.38,-9.26,16,1.5
"2676",10,8,2006,20,4,48,42.38,-8.6,19,2
"2677",23,8,2006,6,39,28,43.23,-9.64,16,2.2
"2678",24,8,2006,0,53,0,43.67,-9.45,10,2.1
"2679",28,8,2006,0,10,52,43.03,-9.57,11,1.4
"2680",28,8,2006,9,28,7,43.37,-7.72,NA,2.1
"2681",30,8,2006,4,8,1,42.35,-6.53,13,1.5
"2682",30,8,2006,23,36,15,42.79,-7.24,6,2.2
"2683",30,8,2006,23,38,31,42.8,-7.23,11,1.3
"2684",31,8,2006,19,45,9,41.7,-7.81,11,1.5
"2685",2,9,2006,19,40,33,43.59,-6.01,21,2.4
"2686",3,9,2006,20,24,49,43.63,-9,11,2.2
"2687",3,9,2006,22,15,57,42.25,-8.27,NA,1.7
"2688",4,9,2006,4,6,42,42.77,-7.07,10,1.5
"2689",4,9,2006,12,32,17,42.25,-8.33,NA,1.7
"2690",4,9,2006,18,38,36,42.24,-8.3,NA,2.1
"2691",10,9,2006,15,28,27,42.94,-8.52,5,2.6
"2692",10,9,2006,19,27,52,42.22,-8.34,11,2.1
"2693",10,9,2006,19,44,21,42.2,-8.3,NA,1.6
"2694",11,9,2006,5,36,34,42.94,-8.57,12,1.7
"2695",11,9,2006,22,54,55,41.19,-8.45,12,1.9
"2696",12,9,2006,0,11,7,42.44,-7.75,NA,1.4
"2697",12,9,2006,20,35,1,41.19,-8.44,11,2.1
"2698",12,9,2006,21,55,15,41.2,-8.47,11,1.6
"2699",12,9,2006,22,41,6,41.17,-8.46,NA,1.5
"2700",12,9,2006,22,55,24,41.2,-8.42,NA,1.5
"2701",12,9,2006,23,43,40,41.22,-8.42,NA,1.6
"2702",13,9,2006,0,9,38,41.39,-8.45,11,1.6
"2703",13,9,2006,1,22,33,41.18,-8.48,NA,1.6
"2704",13,9,2006,2,52,41,41.19,-8.42,NA,1.7
"2705",13,9,2006,19,17,24,42.43,-7.57,NA,1.7
"2706",13,9,2006,23,34,49,42.24,-8.26,NA,1.7
"2707",14,9,2006,12,53,45,41.21,-8.41,NA,2.1
"2708",14,9,2006,19,53,36,41.2,-8.45,11,2.3
"2709",15,9,2006,3,51,12,43.16,-7.22,NA,1.5
"2710",15,9,2006,3,55,51,43.15,-7.22,NA,1.5
"2711",15,9,2006,7,52,37,41.19,-8.41,NA,2
"2712",15,9,2006,11,28,41,42.28,-8.26,NA,2.1
"2713",15,9,2006,13,35,58,42.22,-8.3,11,2.4
"2714",17,9,2006,14,34,38,42.26,-8.27,NA,2
"2715",20,9,2006,21,35,27,42.22,-8.29,NA,1.9
"2716",23,9,2006,19,47,26,42.11,-7.19,NA,1.7
"2717",5,10,2006,17,47,16,42.04,-7.81,NA,1.7
"2718",5,10,2006,22,22,49,41.58,-8.2,23,2.8
"2719",7,10,2006,1,48,31,42.14,-9.83,12,2.1
"2720",13,10,2006,0,48,16,42.8,-7.24,1,1.8
"2721",15,10,2006,5,5,49,42.4,-8.15,NA,1.6
"2722",19,10,2006,19,45,13,42.15,-7.12,1,1.4
"2723",19,10,2006,23,11,0,41.09,-7.17,5,1.7
"2724",20,10,2006,1,43,9,42.01,-7.23,7,1.4
"2725",20,10,2006,3,36,45,41.08,-7.18,3,2.1
"2726",20,10,2006,5,27,39,41.1,-7.19,12,1.8
"2727",20,10,2006,12,51,36,43.64,-7.72,NA,1.7
"2728",20,10,2006,12,53,44,42.79,-7.41,NA,1.1
"2729",21,10,2006,1,14,57,42.5,-7.07,NA,1.6
"2730",21,10,2006,2,53,8,42.74,-7.22,NA,1.6
"2731",23,10,2006,2,1,3,42.16,-7.13,2,1.7
"2732",23,10,2006,2,51,47,42.76,-7.22,NA,1.2
"2733",23,10,2006,9,22,47,41.09,-7.19,6,2.3
"2734",1,11,2006,0,11,11,42.68,-7.24,10,2.7
"2735",4,11,2006,4,17,57,42.78,-7.21,NA,1.2
"2736",4,11,2006,21,1,0,42.8,-7.23,NA,1.2
"2737",5,11,2006,4,49,39,42.81,-7.22,NA,1.6
"2738",8,11,2006,12,15,17,42.88,-7.27,NA,1.5
"2739",10,11,2006,6,50,4,41.94,-7.88,NA,1.7
"2740",11,11,2006,17,37,42,43.6,-8.96,NA,1.8
"2741",12,11,2006,13,6,25,42.13,-7.12,NA,1.7
"2742",12,11,2006,14,48,4,42.13,-7.13,NA,2.3
"2743",13,11,2006,5,2,16,41.16,-7.83,NA,2.1
"2744",18,11,2006,4,13,29,42.67,-7.95,NA,1.7
"2745",19,11,2006,1,10,55,43.33,-6.45,NA,1.7
"2746",19,11,2006,17,31,46,42.88,-7.17,NA,1.9
"2747",20,11,2006,12,46,21,43.49,-7.36,21,2.7
"2748",23,11,2006,7,15,48,42.13,-7.92,NA,2.5
"2749",24,11,2006,4,26,59,42.15,-7.91,NA,1.7
"2750",24,11,2006,4,30,57,43.18,-7.22,NA,1.9
"2751",24,11,2006,5,19,34,42.37,-6.88,NA,1.9
"2752",25,11,2006,3,8,33,42.46,-8.1,NA,1.3
"2753",27,11,2006,6,19,27,43.18,-7.21,NA,1.5
"2754",30,11,2006,1,3,10,42.7,-7.67,4,1.9
"2755",1,12,2006,10,29,3,42.3,-8.05,NA,2.2
"2756",1,12,2006,22,58,50,43.18,-7.21,NA,1.6
"2757",2,12,2006,1,19,25,43.46,-7.32,21,1.8
"2758",2,12,2006,10,13,19,42.41,-9.56,11,2.1
"2759",3,12,2006,2,46,16,42.3,-8.05,NA,1.9
"2760",6,12,2006,1,9,43,42.82,-7.15,NA,1.6
"2761",7,12,2006,23,1,43,42.13,-8.1,14,2.5
"2762",13,12,2006,12,44,15,43.48,-8.53,NA,1.4
"2763",14,12,2006,17,35,38,43.69,-8.31,23,2.1
"2764",15,12,2006,0,10,18,43.63,-9,NA,1.9
"2765",24,12,2006,0,40,18,42.82,-7.25,11,1.5
"2766",25,12,2006,8,56,9,42.33,-7.85,NA,1.3
"2767",26,12,2006,0,19,44,42.81,-7.24,NA,1.2
"2768",28,12,2006,11,46,55,42.85,-7.95,8,2.5
"2769",30,12,2006,4,35,34,42.33,-8.33,11,2.5
"2770",1,1,2007,8,11,13,41.11,-7.16,11,2.5
"2771",1,1,2007,8,12,2,41.12,-7.15,NA,1.9
"2772",1,1,2007,8,13,35,41.11,-7.16,NA,1.6
"2773",1,1,2007,14,16,36,41.65,-8.56,26,1.8
"2774",10,1,2007,22,12,16,42.83,-7.27,11,2.3
"2775",12,1,2007,1,9,58,42.81,-7.21,10,1.6
"2776",14,1,2007,3,7,0,42.6,-9.06,1,2.1
"2777",14,1,2007,6,48,32,42.6,-9.08,4,2.1
"2778",15,1,2007,22,55,15,42.69,-7.67,NA,2.1
"2779",19,1,2007,1,0,56,42.1,-7.92,NA,1.4
"2780",19,1,2007,12,3,11,42.77,-7.19,NA,1.5
"2781",20,1,2007,1,37,59,42.25,-8.13,21,2.5
"2782",20,1,2007,6,30,39,41.79,-6.89,NA,1.6
"2783",20,1,2007,15,7,34,42.18,-7.73,17,2.5
"2784",25,1,2007,4,59,56,41.07,-8.43,12,1.7
"2785",28,1,2007,7,30,39,42.62,-8.11,NA,1.3
"2786",1,2,2007,6,53,20,42.47,-7.85,6,1.4
"2787",2,2,2007,20,16,33,42.51,-8.23,NA,1
"2788",4,2,2007,14,40,8,42.64,-6.49,6,1
"2789",4,2,2007,15,10,22,41.5,-8.65,22,1.9
"2790",9,2,2007,17,39,36,43.27,-6.25,29,2.2
"2791",12,2,2007,11,11,40,42.79,-7.22,NA,1.4
"2792",12,2,2007,17,32,5,43.7,-7.53,10,1.7
"2793",12,2,2007,20,9,41,41.26,-6.28,NA,1.8
"2794",16,2,2007,13,14,42,42.42,-8.49,11,1.2
"2795",18,2,2007,4,16,59,43.62,-9.14,21,2.2
"2796",19,2,2007,16,24,15,42.05,-7.48,6,1
"2797",2,3,2007,7,28,14,41.48,-8.41,11,1.9
"2798",6,3,2007,1,7,6,43.27,-8.57,2,2.1
"2799",7,3,2007,18,29,40,42.25,-7.35,11,2.3
"2800",9,3,2007,4,27,35,42.37,-8,NA,1.1
"2801",9,3,2007,17,35,39,42.38,-6.78,NA,2.3
"2802",10,3,2007,0,42,42,42.54,-7.25,11,1.4
"2803",11,3,2007,19,51,16,41.34,-8.55,20,2.5
"2804",15,3,2007,4,28,17,42.74,-7.19,NA,1.8
"2805",16,3,2007,6,26,56,42.18,-7.97,10,1.7
"2806",28,3,2007,12,36,28,43.06,-8,8,2.2
"2807",30,3,2007,21,35,39,41.53,-6.02,NA,1.8
"2808",2,4,2007,21,3,42,42.36,-7.97,NA,1.3
"2809",3,4,2007,9,27,30,43.6,-8.99,NA,2.1
"2810",8,4,2007,11,34,20,42.27,-7.88,11,1.5
"2811",9,4,2007,20,29,3,42.47,-7.56,NA,1.2
"2812",11,4,2007,1,11,26,42.58,-9.53,NA,2
"2813",17,4,2007,18,41,30,41.4,-8.48,14,2.6
"2814",20,4,2007,18,19,57,43.48,-7.43,NA,1.4
"2815",21,4,2007,13,53,16,42.16,-7.88,11,1.6
"2816",23,4,2007,0,51,52,42.99,-8.55,NA,1.1
"2817",25,4,2007,19,52,52,42.97,-8.99,11,2.1
"2818",27,4,2007,18,15,35,42.8,-7.22,NA,1.5
"2819",27,4,2007,18,26,33,42.8,-7.23,NA,1.5
"2820",28,4,2007,5,59,14,43.26,-6.98,18,2.2
"2821",28,4,2007,13,14,41,41.31,-8.33,NA,1.5
"2822",29,4,2007,4,48,44,42.36,-7.85,NA,1.2
"2823",30,4,2007,11,24,35,43.57,-7.1,NA,1.8
"2824",5,5,2007,3,24,14,42.73,-6.94,NA,1.1
"2825",7,5,2007,9,55,24,42.22,-8.06,17,2.6
"2826",7,5,2007,22,55,2,42.48,-8.5,NA,1.3
"2827",10,5,2007,3,6,7,41.77,-7.35,NA,1.8
"2828",11,5,2007,1,36,26,42.79,-7.22,10,1.5
"2829",11,5,2007,3,36,31,42.05,-8.17,NA,1.6
"2830",17,5,2007,0,18,45,42.25,-8.04,NA,1.6
"2831",18,5,2007,2,47,45,42.32,-6.67,11,1.2
"2832",19,5,2007,4,57,37,42.77,-7.18,NA,1.5
"2833",19,5,2007,4,59,4,42.77,-7.2,11,1.8
"2834",19,5,2007,5,4,9,42.77,-7.19,NA,1.6
"2835",19,5,2007,12,44,21,42.19,-8.07,11,1.7
"2836",21,5,2007,8,10,10,42.52,-6.79,NA,1.7
"2837",23,5,2007,13,27,7,42.26,-8.46,6,1.9
"2838",24,5,2007,2,32,24,42.8,-7.18,NA,1.6
"2839",24,5,2007,3,30,47,42.79,-7.21,NA,1.7
"2840",26,5,2007,15,25,3,42.63,-7.96,NA,1.2
"2841",31,5,2007,23,35,15,43.07,-9.71,NA,2.2
"2842",1,6,2007,1,10,42,42.25,-8.84,20,2.7
"2843",5,6,2007,4,40,6,42.44,-6.83,NA,1.4
"2844",6,6,2007,22,4,6,42.96,-6.98,19,1.7
"2845",7,6,2007,6,0,56,42.4,-8.7,NA,1.4
"2846",7,6,2007,20,55,28,42.8,-7.23,NA,1.1
"2847",9,6,2007,21,32,51,42.69,-7.68,NA,1.8
"2848",10,6,2007,10,38,57,43.66,-6.32,17,2.1
"2849",11,6,2007,14,52,30,42.82,-7.21,NA,1.8
"2850",11,6,2007,14,56,47,42.82,-7.21,NA,1.7
"2851",11,6,2007,18,53,48,42.8,-7.22,NA,1.6
"2852",12,6,2007,3,39,24,42.82,-7.22,NA,1.6
"2853",20,6,2007,19,34,32,42.11,-8.07,NA,1.7
"2854",20,6,2007,19,50,2,42.1,-8.1,NA,1.8
"2855",23,6,2007,5,53,16,42.41,-8.75,NA,1.4
"2856",23,6,2007,21,54,12,42.08,-8.12,19,1.5
"2857",30,6,2007,18,10,38,43.74,-7.19,43,2.5
"2858",1,7,2007,15,38,22,42.95,-7.49,NA,2.1
"2859",6,7,2007,11,34,46,42.77,-7.22,11,1.4
"2860",6,7,2007,18,9,41,42.56,-7.21,11,2
"2861",8,7,2007,6,22,27,43.19,-7.23,NA,1.7
"2862",14,7,2007,8,37,16,42.04,-7.23,NA,1.2
"2863",15,7,2007,4,7,30,41.3,-8.48,7,1.8
"2864",15,7,2007,22,13,27,42.47,-7.93,NA,1.5
"2865",20,7,2007,4,33,32,41.25,-7.04,NA,0.5
"2866",24,7,2007,21,14,39,42.99,-7.11,NA,1.3
"2867",27,7,2007,1,25,5,42.71,-6.66,11,1.4
"2868",27,7,2007,18,22,7,41.88,-8.74,NA,1.5
"2869",30,7,2007,22,55,22,42.8,-7.23,10,1.7
"2870",3,8,2007,17,43,16,41.91,-8.73,NA,1.4
"2871",5,8,2007,22,23,52,42.67,-6.43,NA,1.6
"2872",6,8,2007,1,21,59,43.6,-8.96,NA,1.7
"2873",7,8,2007,21,57,50,41.51,-7.22,14,1.8
"2874",9,8,2007,10,46,49,42.78,-7.23,NA,1.5
"2875",11,8,2007,3,6,16,42.25,-8.32,NA,1.5
"2876",12,8,2007,1,50,43,42.08,-7.23,14,2
"2877",12,8,2007,3,13,32,42.31,-7.63,NA,1.6
"2878",18,8,2007,2,14,39,43.14,-9.16,14,2.4
"2879",18,8,2007,13,17,12,42.7,-7.67,NA,1.4
"2880",20,8,2007,10,44,46,42.91,-8.31,NA,1.4
"2881",28,8,2007,21,37,35,42.81,-7.2,16,2.4
"2882",28,8,2007,21,49,49,42.8,-7.22,15,2.2
"2883",28,8,2007,21,53,32,42.81,-7.23,16,2.3
"2884",28,8,2007,21,59,17,42.8,-7.25,NA,1.2
"2885",29,8,2007,12,39,17,42.76,-7.2,NA,1.7
"2886",31,8,2007,1,53,58,42.81,-7.24,11,1.2
"2887",2,9,2007,7,12,13,42.35,-8.09,NA,1.4
"2888",2,9,2007,19,44,8,43.6,-9.7,11,1.9
"2889",3,9,2007,9,0,32,42.3,-9.14,20,2.7
"2890",5,9,2007,1,11,52,42.35,-8.72,8,1.9
"2891",6,9,2007,19,40,22,42.79,-7.21,NA,1.3
"2892",9,9,2007,17,56,29,42.43,-7.26,NA,1.7
"2893",20,9,2007,3,29,22,42.13,-7.64,NA,1.3
"2894",23,9,2007,15,43,16,41.89,-8.42,14,2.3
"2895",25,9,2007,23,49,8,41.42,-8.48,17,2.2
"2896",2,10,2007,22,44,9,42.44,-7.45,NA,0.9
"2897",7,10,2007,10,45,31,41.7,-8.43,17,2.1
"2898",10,10,2007,2,59,44,42.8,-7.24,10,1.5
"2899",12,10,2007,15,59,15,42.42,-6.71,21,3.1
"2900",12,10,2007,22,32,28,42.8,-7.22,11,2.2
"2901",12,10,2007,22,36,25,42.8,-7.23,11,2.8
"2902",12,10,2007,22,38,52,42.81,-7.24,10,2.6
"2903",12,10,2007,22,42,57,42.8,-7.2,10,1.5
"2904",13,10,2007,3,22,30,42.8,-7.2,NA,1.3
"2905",13,10,2007,3,27,11,42.8,-7.22,9,1.8
"2906",13,10,2007,3,37,46,42.8,-7.19,11,1.1
"2907",13,10,2007,3,44,33,42.8,-7.21,7,2
"2908",13,10,2007,3,46,7,42.8,-7.21,8,1.8
"2909",13,10,2007,3,52,29,42.8,-7.24,11,2.4
"2910",13,10,2007,3,55,37,42.8,-7.22,NA,1.2
"2911",13,10,2007,4,26,40,42.8,-7.2,NA,1.3
"2912",14,10,2007,5,52,12,43.19,-6.99,31,1.4
"2913",14,10,2007,11,7,37,42.54,-7.92,15,1.9
"2914",21,10,2007,17,48,46,42.23,-8.39,11,1.3
"2915",23,10,2007,22,22,48,42.43,-7.18,11,1.4
"2916",25,10,2007,17,34,32,43.5,-7.22,NA,2.2
"2917",26,10,2007,2,45,23,42.24,-8.02,NA,1.8
"2918",27,10,2007,7,22,44,41.67,-8.52,21,2.3
"2919",28,10,2007,6,54,59,42.8,-7.21,NA,1.6
"2920",28,10,2007,7,13,51,42.8,-7.24,11,1
"2921",28,10,2007,21,6,42,42.91,-8.4,NA,1
"2922",30,10,2007,18,9,48,41.57,-7.63,10,1.5
"2923",4,11,2007,1,30,22,42.42,-8.69,NA,1.2
"2924",4,11,2007,9,7,41,42.71,-7.71,NA,1.3
"2925",4,11,2007,20,17,14,43.77,-6.4,NA,1.7
"2926",5,11,2007,11,54,20,42.88,-7.15,19,2.9
"2927",5,11,2007,18,23,22,43,-8.51,NA,1.6
"2928",8,11,2007,3,19,40,42.44,-8.07,NA,1.4
"2929",11,11,2007,12,18,50,42.54,-7.47,NA,1.3
"2930",11,11,2007,13,9,28,42.82,-8.85,NA,1.6
"2931",16,11,2007,11,41,45,43.95,-7.42,38,2.6
"2932",17,11,2007,6,39,27,43.09,-7,11,1.6
"2933",27,11,2007,2,16,13,42.79,-7.24,NA,2.1
"2934",27,11,2007,2,18,31,42.78,-7.21,NA,1.7
"2935",27,11,2007,2,33,32,42.78,-7.21,NA,1.6
"2936",28,11,2007,22,35,44,41.35,-7.31,11,1.9
"2937",1,12,2007,6,47,21,41.98,-7.7,11,2
"2938",6,12,2007,19,0,23,42.69,-7.67,2,2
"2939",6,12,2007,19,10,58,43.82,-6.72,37,2
"2940",7,12,2007,1,40,58,42.45,-6.7,NA,1.8
"2941",8,12,2007,2,3,35,42.14,-7.12,11,2.1
"2942",9,12,2007,23,9,12,42.82,-7.23,8,2.9
"2943",10,12,2007,2,54,37,42.81,-7.21,3,1.8
"2944",10,12,2007,2,56,36,42.82,-7.21,11,2
"2945",11,12,2007,12,39,50,42.81,-7.43,NA,1.5
"2946",12,12,2007,8,25,30,42.84,-7.21,6,1.6
"2947",13,12,2007,6,34,14,42.81,-7.2,NA,1.4
"2948",13,12,2007,13,2,4,42.78,-7.15,10,1.1
"2949",16,12,2007,3,46,14,43.55,-6.17,10,1.3
"2950",16,12,2007,21,9,54,43.24,-7.01,NA,1.2
"2951",22,12,2007,0,59,46,42.84,-7.16,16,1.7
"2952",23,12,2007,9,9,17,42.14,-9.45,NA,1.9
"2953",25,12,2007,5,8,35,43.27,-7,8,1.7
"2954",27,12,2007,3,26,10,42.5,-8.5,NA,1.6
"2955",27,12,2007,7,2,27,42.83,-7.24,NA,1.2
"2956",29,12,2007,7,39,45,42.81,-7.23,3,2.5
"2957",29,12,2007,12,19,0,42.71,-7.16,19,2
"2958",29,12,2007,17,9,37,42.82,-7.24,NA,1.4
"2959",29,12,2007,22,38,23,43.26,-9.18,NA,1.3
"2960",30,12,2007,8,35,17,42.63,-9.2,11,1.6
"2961",30,12,2007,12,33,5,42.62,-9.15,11,1
"2962",30,12,2007,17,55,17,42.62,-9.19,NA,1.7
"2963",2,1,2008,14,16,29,43.34,-9.17,19,2
"2964",16,1,2008,3,21,38,42.76,-6.74,NA,1.9
"2965",16,1,2008,21,52,15,42.42,-6.77,12,2
"2966",19,1,2008,4,34,34,42.78,-7.21,11,1.5
"2967",20,1,2008,20,41,12,42.62,-9.21,3,2
"2968",20,1,2008,21,37,41,42.82,-7.22,11,2.1
"2969",20,1,2008,21,42,33,42.81,-7.21,10,1.8
"2970",20,1,2008,21,44,39,42.82,-7.23,11,1.7
"2971",20,1,2008,22,15,0,42.82,-7.22,11,1.8
"2972",20,1,2008,22,28,12,42.82,-7.21,11,1.8
"2973",20,1,2008,22,31,26,42.82,-7.23,11,1.2
"2974",20,1,2008,23,4,36,42.83,-7.21,11,1.5
"2975",20,1,2008,23,6,21,42.83,-7.22,11,1.4
"2976",22,1,2008,8,26,31,42.82,-7.23,11,2.5
"2977",24,1,2008,19,7,9,42.84,-7.23,19,1.6
"2978",24,1,2008,19,9,40,42.84,-7.22,16,1.8
"2979",25,1,2008,3,5,10,42.82,-7.23,11,2.4
"2980",25,1,2008,3,22,41,42.83,-7.2,NA,1.2
"2981",25,1,2008,5,12,37,42.83,-7.22,10,1.7
"2982",25,1,2008,5,12,50,42.83,-7.21,10,1.6
"2983",25,1,2008,5,14,22,42.81,-7.22,10,2
"2984",25,1,2008,5,24,19,42.83,-7.21,10,1.7
"2985",25,1,2008,15,46,49,43.92,-6.72,20,2.6
"2986",25,1,2008,19,43,2,43.27,-9.58,11,2.1
"2987",26,1,2008,20,24,30,42.62,-9.21,10,1.6
"2988",27,1,2008,0,7,18,42.14,-6.23,11,0.9
"2989",27,1,2008,3,6,33,42.83,-7.23,10,1.3
"2990",27,1,2008,11,20,56,42.82,-7.22,10,1.9
"2991",27,1,2008,11,53,14,42.82,-7.22,15,1.6
"2992",27,1,2008,13,8,52,42.82,-7.23,10,1.1
"2993",27,1,2008,13,22,41,42.82,-7.21,15,2
"2994",27,1,2008,17,33,2,42.81,-7.2,10,1.6
"2995",27,1,2008,17,35,9,42.82,-7.21,15,1.5
"2996",28,1,2008,2,0,19,41.46,-7.17,NA,1.3
"2997",29,1,2008,0,12,20,42.31,-7.89,NA,2
"2998",29,1,2008,19,27,38,42.5,-8.52,21,1.7
"2999",2,2,2008,8,15,17,42.82,-7.24,NA,1.1
"3000",3,2,2008,6,52,15,42.52,-7.83,NA,1.4
"3001",4,2,2008,22,28,52,42.81,-7.23,NA,1.5
"3002",6,2,2008,4,31,33,42.82,-7.22,11,1.7
"3003",7,2,2008,5,16,4,42.82,-7.21,NA,1.8
"3004",7,2,2008,5,35,28,42.82,-7.23,NA,1.9
"3005",7,2,2008,5,53,58,42.82,-7.21,10,1.9
"3006",7,2,2008,7,8,48,42.82,-7.3,NA,1.4
"3007",9,2,2008,23,27,32,42.44,-8.03,6,2.5
"3008",10,2,2008,20,1,28,42.67,-7.36,NA,1.2
"3009",19,2,2008,0,3,53,42.56,-8.19,NA,1.2
"3010",19,2,2008,0,43,51,42.69,-7.69,NA,1.4
"3011",23,2,2008,3,54,18,42.39,-8.1,NA,1.9
"3012",24,2,2008,3,25,14,42.45,-7.76,11,1.5
"3013",24,2,2008,14,54,2,42.6,-9.26,NA,1.2
"3014",24,2,2008,18,39,25,42.62,-9.17,NA,1.9
"3015",25,2,2008,6,43,3,42.62,-9.17,NA,1.5
"3016",25,2,2008,15,29,53,42.62,-9.29,11,3.6
"3017",26,2,2008,17,19,28,42.07,-8.48,NA,1.6
"3018",27,2,2008,21,48,10,43.42,-7.01,11,2.6
"3019",28,2,2008,1,16,16,43.95,-6.76,11,3.4
"3020",29,2,2008,16,8,30,41.92,-8.4,12,1.9
"3021",1,3,2008,7,49,20,42.7,-7.21,NA,1.2
"3022",2,3,2008,6,53,53,42.8,-7.22,1,2
"3023",2,3,2008,17,16,5,43.98,-6.95,21,1.6
"3024",2,3,2008,20,56,13,42.69,-9.28,23,1.1
"3025",7,3,2008,1,36,59,42.7,-9.28,24,1.1
"3026",7,3,2008,22,43,20,42.46,-7.86,19,1.4
"3027",8,3,2008,17,59,6,42.54,-7.62,18,1.8
"3028",9,3,2008,11,29,19,42.43,-8.76,17,1.7
"3029",10,3,2008,12,29,14,42.81,-7.21,NA,1.6
"3030",15,3,2008,3,22,29,42.68,-6.78,3,1.1
"3031",15,3,2008,8,47,22,42.53,-7.06,3,2.2
"3032",15,3,2008,18,1,50,42.66,-9.26,15,2.3
"3033",16,3,2008,4,47,24,42.82,-7.24,11,1.4
"3034",20,3,2008,0,55,48,42.25,-8.49,21,1.6
"3035",21,3,2008,5,4,18,42.29,-8.4,12,1.2
"3036",22,3,2008,7,38,19,42.82,-7.25,NA,1.3
"3037",23,3,2008,0,53,42,42.69,-7.69,11,1.7
"3038",23,3,2008,20,19,25,42.48,-8.07,NA,1.5
"3039",26,3,2008,6,8,12,43.43,-8.7,25,2
"3040",26,3,2008,19,12,52,42.42,-8.85,20,2.4
"3041",28,3,2008,21,31,29,42.62,-9.22,6,1.3
"3042",30,3,2008,1,53,22,42.45,-7.21,14,1.5
"3043",3,4,2008,18,47,37,42.62,-9.24,11,1.9
"3044",4,4,2008,1,17,49,42.16,-6.91,13,1.7
"3045",5,4,2008,6,24,58,42.16,-8.84,11,2
"3046",6,4,2008,4,48,34,42.7,-7.69,11,2
"3047",12,4,2008,18,5,23,42.43,-8.07,NA,1.6
"3048",13,4,2008,17,58,29,41.93,-8.64,13,2
"3049",15,4,2008,3,17,26,42.6,-6.52,NA,1.3
"3050",18,4,2008,2,31,30,42.61,-9.25,NA,1.9
"3051",22,4,2008,4,47,48,42.63,-9.24,11,2.2
"3052",22,4,2008,21,16,24,42.61,-9.24,NA,1.3
"3053",23,4,2008,1,30,16,42.91,-7.46,6,1.3
"3054",26,4,2008,2,18,28,42.62,-9.2,5,1.8
"3055",27,4,2008,8,34,0,42.6,-9.22,5,2.2
"3056",30,4,2008,4,15,28,42.55,-8.45,14,2.2
"3057",2,5,2008,2,8,32,42.44,-7.03,NA,1.1
"3058",2,5,2008,21,39,20,42.62,-9.23,NA,1.3
"3059",10,5,2008,11,52,36,42.16,-7.44,NA,1.7
"3060",15,5,2008,23,58,14,42.63,-9.2,NA,1.4
"3061",16,5,2008,3,4,18,42.7,-7.68,NA,2
"3062",16,5,2008,20,44,12,42.42,-6.54,11,1.8
"3063",17,5,2008,5,25,38,42.69,-7.68,NA,1.8
