"","ID","CNo","XCOO","YCOO","SiO2_B","TiO2_B","Al2O3_B","Fe2O3_B","MnO_B","MgO_B","CaO_B","Na2O_B","K2O_B","P2O5_B","SO3_B","Cl_B","F_B","LOI_B","As_B","Ba_B","Bi_B","Ce_B","Co_B","Cr_B","Cs_B","Cu_B","Ga_B","Hf_B","La_B","Mo_B","Nb_B","Ni_B","Pb_B","Rb_B","Sb_B","Sc_B","Sn_B","Sr_B","Ta_B","Th_B","U_B","V_B","W_B","Y_B","Zn_B","Zr_B"
"575",5638,106,-25519.4,6568160,55.01,0.763,16.85,7.78,0.073,2.54,1.9,1.66,3.29,0.137,0.005,0.003,0.01,9.69,10,627,1.5,109,8,87,5,42,24,6,72,14,6,44,25,159,2.5,19,2,129,2.5,22,1.5,118,8,43,142,159
"576",5639,81,-76476.9,6820854,58.41,0.737,14.94,9.31,0.146,1.92,1.47,1.98,3.17,0.245,0.005,0.004,0.035,7.3,16,606,1.5,134,12,66,8,24,22,8,85,28,17,32,25,137,2.5,16,5,124,2.5,22,8,101,2.5,51,98,184
"577",5640,126,-49675.9,5564440.8,82.06,0.705,7.74,2.16,0.035,0.41,0.44,0.86,2,0.072,0.005,0.003,0.01,3.19,5,397,1.5,63,1.5,63,2.5,5,9,9,30,1,9,16,17,75,2.5,8,1,69,2.5,13,1.5,31,2.5,25,36,575
"578",5641,1,-418702.3,6554474.1,58.77,0.705,16.28,6.67,0.109,1.99,1.45,1.73,3.57,0.171,0.005,0.004,0.01,8.22,11,581,1.5,127,15,63,9,17,22,2.5,79,22,24,35,19,161,2.5,17,1,138,2.5,21,5,116,6,35,112,178
"579",5642,34,-243442.6,6747100.4,75,0.514,10.81,2.42,0.051,0.54,1.35,2.43,2.77,0.088,0.005,0.004,0.01,3.68,3,567,1.5,44,1.5,17,2.5,5,13,2.5,25,1,13,7,16,95,2.5,7,1,185,6,13,1.5,44,6,18,35,332
"580",5643,33,196704.4,5942419.4,89.26,0.252,4.4,1.01,0.035,0.13,0.32,0.53,1.43,0.141,0.005,0.004,0.01,2.3,1,281,1.5,21,1.5,26,2.5,5,6,10,10,1,5,4,6,41,2.5,3,1,43,2.5,9,1.5,10,2.5,8,20,282
"581",5644,22,249097.3,5998401.4,87.47,0.296,5.41,1.22,0.038,0.26,0.39,0.65,1.92,0.081,0.005,0.004,0.043,1.98,3,334,4,21,1.5,21,2.5,5,5,2.5,54,3,7,9,8,55,2.5,4,1,54,2.5,8,1.5,9,2.5,9,25,265
"582",5646,20,-309585.2,6657470.7,63.52,0.676,15.26,5.29,0.094,1.53,1.57,2.7,3.89,0.156,0.005,0.003,0.01,5,2,766,1.5,143,8,35,7,18,21,7,62,1,8,22,26,171,2.5,12,1,175,2.5,21,5,81,2.5,37,93,235
"583",5647,97,168348.6,5688381,88.95,0.294,3.53,0.97,0.024,0.16,1.55,0.46,1.09,0.068,0.005,0.004,0.01,2.67,1,215,1.5,22,1.5,33,2.5,5,4,7,10,1,5,12,10,32,2.5,4,1,74,5,9,1.5,21,10,10,19,383
"584",5649,31,-256269.6,6591905.3,68.76,0.562,13.43,3.65,0.068,0.89,1.65,3,3.3,0.147,0.005,0.003,0.01,4.22,4,699,4,104,7,20,2.5,5,14,6,61,1,10,16,19,110,2.5,12,1,174,2.5,15,4,46,7,32,54,318
"585",5650,135,231257.8,7169711.3,73.56,0.313,12.42,1.7,0.037,0.53,1.86,3.18,2.36,0.098,0.005,0.002,0.01,3.66,1,596,1.5,38,1.5,28,2.5,5,14,2.5,21,1,3,9,22,64,2.5,5,1,187,2.5,13,1.5,26,2.5,10,30,169
"586",5651,103,-188388.2,5680394,80.93,0.652,7.81,2.44,0.066,0.43,0.54,0.76,2.05,0.097,0.005,0.002,0.01,3.91,6,413,1.5,43,4,58,2.5,11,8,11,23,1,11,17,19,74,2.5,7,2,67,2.5,12,1.5,41,2.5,21,38,452
"587",5653,125,-97615.8,5570429.3,79.08,0.731,7.87,2.27,0.063,0.36,0.5,0.81,1.86,0.164,0.005,0.002,0.01,5.98,8,408,1.5,44,3,62,2.5,11,9,6,38,1,8,14,33,69,2.5,7,2,68,2.5,15,3,41,8,23,84,532
"588",5654,63,-220907.4,5838069.2,90.62,0.289,4.2,0.88,0.032,0.13,0.31,0.55,1.32,0.057,0.005,0.002,0.01,1.38,1,262,1.5,20,1.5,25,2.5,5,4,2.5,94,1,5,5,11,48,2.5,1,3,45,2.5,13,1.5,10,2.5,6,22,248
"589",5655,32,-261237.5,6661663.5,71.72,0.52,12.39,3.26,0.072,0.87,1.72,2.66,3.38,0.147,0.005,0.002,0.01,2.9,3,639,1.5,84,6,21,2.5,5,14,6,47,1,14,16,20,126,2.5,10,2,195,6,12,6,52,2.5,29,54,330
"590",5656,33,-251779.3,6698866.7,78.92,0.413,9.8,2,0.045,0.48,1.21,2.24,3.01,0.106,0.005,0.004,0.01,1.49,1,590,1.5,64,3,13,2.5,5,10,2.5,36,1,9,8,15,94,2.5,6,1,176,2.5,9,1.5,35,2.5,17,33,388
"591",5657,68,31509.7,5800400.4,83.28,0.342,5.96,2.11,0.039,0.46,0.86,0.55,1.44,0.189,0.005,0.003,0.04,4.48,2,270,1.5,43,1.5,34,2.5,11,6,2.5,43,1,5,17,15,59,2.5,7,1,51,2.5,10,1.5,34,2.5,10,41,248
"592",5658,57,-187859,6479900.1,59.62,0.761,16.08,6.51,0.094,1.64,1.18,1.48,3.58,0.156,0.005,5e-04,0.01,8.58,12,616,5,131,23,60,7,29,23,2.5,85,22,16,44,30,165,2.5,17,4,89,6,17,11,125,10,47,79,176
"593",5659,131,208369.2,7279880.2,55.79,0.576,12.54,6.24,0.065,1.28,2.04,2.57,2.6,0.304,0.005,0.005,0.01,15.74,16,577,1.5,102,1.5,53,2.5,27,15,2.5,73,16,15,16,18,94,6,14,2,162,2.5,12,3,94,9,36,99,203
"594",5660,28,-293975.4,6450913.8,81.43,0.294,8.44,1.5,0.03,0.38,1.14,2.13,2.4,0.066,0.005,0.002,0.01,1.92,1,549,1.5,34,1.5,11,2.5,5,6,2.5,10,1,4,8,8,61,7,5,2,143,2.5,6,1.5,25,2.5,14,18,281
"595",5661,54,-209874.6,6335894.1,72.77,0.333,12.88,2.02,0.046,0.28,1.16,3.45,3.45,0.098,0.005,0.006,0.01,3.16,3,779,1.5,55,1.5,12,2.5,5,13,2.5,10,1,12,8,16,108,2.5,7,1,200,2.5,10,1.5,33,2.5,13,36,283
"596",5662,96,-35037.1,6762539.6,62.67,0.654,13.3,6.75,0.049,1.42,1.72,1.82,2.74,0.091,0.005,5e-04,0.043,8.44,10,501,7,87,6,62,7,19,19,2.5,44,1,1,19,19,108,2.5,17,1,118,2.5,17,8,81,7,34,67,212
"597",5663,17,4024.8,6009719.3,82.48,0.333,4.65,1.32,0.026,0.8,3.55,0.7,1.74,0.091,0.005,5e-04,0.01,4.06,1,303,1.5,47,1.5,36,2.5,5,5,2.5,28,1,7,9,8,49,2.5,4,1,80,2.5,8,1.5,12,5,14,20,347
"598",5664,73,-145904.9,6424692.6,76.74,0.436,11.29,1.49,0.033,0.47,1.57,2.98,2.81,0.112,0.005,0.005,0.01,1.77,2,629,1.5,23,1.5,22,2.5,5,12,2.5,21,1,8,7,8,91,2.5,7,1,246,2.5,7,1.5,25,2.5,15,27,250
"599",5665,69,-73978.4,7126623.4,69.67,0.69,12.81,4.99,0.114,1.38,1.38,1.65,2.85,0.139,0.005,0.008,0.01,4.05,12,438,1.5,62,11,58,2.5,25,17,6,65,1,13,40,21,119,6,13,1,109,2.5,13,1.5,95,10,28,76,221
"600",5666,67,-91270.3,7027367.6,63.95,0.756,14.03,6.25,0.222,2.16,1.5,0.86,3.21,0.136,0.03,0.008,0.01,6.55,15,399,1.5,61,20,84,6,37,16,2.5,60,5,15,66,20,134,2.5,15,5,62,2.5,15,8,133,8,36,211,224
"601",5667,111,210720,5625320.9,82.13,0.622,7.82,2.24,0.046,0.45,0.63,0.97,2.07,0.086,0.005,0.002,0.01,2.64,6,386,1.5,42,4,59,2.5,5,8,6,30,1,10,17,11,69,2.5,8,5,73,2.5,10,1.5,37,2.5,26,32,525
"602",5668,126,151207.1,7237640.8,72.7,0.544,12.24,2.09,0.055,0.42,1.25,3.12,3.24,0.073,0.005,0.005,0.01,3.93,5,734,1.5,42,1.5,15,2.5,5,19,6,10,3,15,6,14,102,6,7,1,149,5,9,1.5,33,7,15,34,313
"603",5670,104,-124250.4,5671157.5,91.77,0.178,3.12,1.01,0.043,0.06,0.14,0.3,0.87,0.077,0.005,0.003,0.041,2.25,2,203,1.5,10,1.5,23,2.5,5,1.5,2.5,10,1,5,10,10,38,2.5,3,1,25,2.5,10,1.5,10,2.5,6,21,176
"604",5671,86,-15908.5,7168517.6,58.38,0.942,17.79,7.18,0.038,1.94,0.85,0.73,3.83,0.099,0.03,0.004,0.01,7.9,30,479,6,77,4,91,12,5,22,2.5,59,31,5,24,30,175,2.5,19,5,54,2.5,11,6,190,6,25,59,165
"605",5672,95,-43408.2,6708154,45.05,0.731,14.89,7.28,0.097,2.42,10.18,1.34,3.31,0.147,0.005,0.009,0.01,14.21,11,529,4,109,18,84,6,41,19,2.5,81,21,16,44,18,145,2.5,16,1,132,2.5,18,1.5,113,6,33,126,125
"606",5673,40,-109536.6,5929002.1,80.96,0.587,7.4,2.37,0.096,0.53,0.42,0.7,2.19,0.082,0.005,0.002,0.01,4.37,3,377,5,41,10,45,2.5,5,7,5,39,1,13,17,22,74,2.5,8,1,63,2.5,8,1.5,39,2.5,17,47,324
"607",5674,123,258939.4,5586657.9,34.04,0.203,3.2,1.29,0.023,0.49,31.04,0.14,0.64,0.131,0.02,5e-04,0.086,28.46,3,109,3,42,1.5,33,2.5,5,3,2.5,10,20,6,8,5,27,9,3,1,1048,2.5,2.5,1.5,16,5,10,31,122
"608",5675,20,146522.3,5996442.9,83.73,0.387,6.64,2.39,0.053,0.54,0.56,0.65,1.98,0.059,0.005,0.003,0.01,2.76,6,342,1.5,52,1.5,41,7,5,6,2.5,66,4,9,16,12,70,2.5,5,3,60,2.5,8,1.5,27,9,11,37,252
"609",5677,44,84621.7,5902674.9,88.73,0.462,4.73,1.29,0.036,0.26,0.35,0.62,1.49,0.067,0.005,0.009,0.01,1.71,1,280,1.5,44,1.5,39,2.5,5,5,11,10,1,6,7,11,48,2.5,3,1,49,5,8,1.5,16,2.5,15,24,632
"610",5678,83,124495.7,5738682.6,94.65,0.119,2.18,0.4,0.038,0.07,0.1,0.34,0.65,0.033,0.005,0.008,0.027,1.26,1,160,1.5,10,1.5,13,2.5,5,1.5,2.5,10,1,4,4,5,24,2.5,1,1,22,2.5,8,1.5,2.5,5,1.5,19,109
"611",5679,6,-382666.6,6516594.9,62.46,0.676,15.14,6.11,0.064,1.78,1.44,1.82,3.3,0.137,0.005,0.009,0.01,6.77,13,533,4,100,14,65,5,21,21,9,67,5,1,29,22,133,2.5,15,4,138,7,14,6,107,6,35,91,243
"612",5680,21,-297903.8,6705943.9,57.09,0.721,17,7.03,0.12,2.18,1.12,1.81,4.02,0.166,0.005,0.008,0.01,8.4,8,779,5,151,16,52,5,34,25,2.5,82,17,21,41,37,170,2.5,17,4,121,2.5,19,10,111,5,46,127,175
"613",5682,52,-133164.4,7084658.2,65.66,0.675,13.47,5.51,0.22,1.75,1.7,1.23,2.83,0.154,0.02,0.001,0.01,6.47,11,387,1.5,80,14,60,7,38,19,2.5,42,1,1,57,21,125,2.5,15,1,85,2.5,15,5,101,2.5,32,97,202
"614",5683,63,-134170.5,6780470.8,78.95,0.491,9.24,2.63,0.067,0.65,0.75,1.65,2.95,0.08,0.005,0.011,0.01,2.28,2,477,1.5,52,4,28,2.5,5,10,8,10,1,11,13,18,113,2.5,6,1,97,2.5,10,1.5,43,2.5,14,41,278
"615",5684,127,2799.9,5557423.7,81.73,0.704,7.51,2.13,0.056,0.37,0.56,0.87,1.79,0.08,0.005,0.003,0.01,3.88,7,381,1.5,80,1.5,69,2.5,14,7,6,42,1,8,17,21,61,7,7,2,69,2.5,18,4,38,10,26,50,622
"616",5685,15,-353112.8,6409510.1,77.03,0.336,10.47,2.08,0.052,0.54,1.18,2.67,2.79,0.1,0.005,0.002,0.01,2.44,2,667,4,30,3,18,2.5,5,9,2.5,25,3,9,13,11,82,2.5,5,1,170,2.5,2.5,1.5,31,2.5,12,35,248
"617",5686,6,-45957.2,6078645.1,87.61,0.347,5.12,1.78,0.032,0.35,0.37,0.55,1.51,0.073,0.005,0.003,0.01,2.06,5,273,1.5,29,1.5,27,2.5,5,8,8,23,1,9,9,7,57,2.5,4,3,46,2.5,8,1.5,21,2.5,8,24,255
"618",5687,87,-331771.4,5747485.2,90.96,0.208,3.96,0.79,0.012,0.11,0.16,0.44,1.2,0.047,0.005,0.003,0.028,1.9,2,261,1.5,29,1.5,19,2.5,5,5,2.5,26,1,4,6,13,50,2.5,4,3,40,2.5,9,1.5,19,2.5,6,19,160
"619",5688,7,-379363.2,6569363.5,76.77,0.327,11.45,1.67,0.047,0.44,1.65,2.94,2.67,0.084,0.005,0.003,0.01,1.66,2,543,3,40,1.5,12,2.5,5,10,2.5,10,1,7,10,12,79,2.5,7,1,175,2.5,5,1.5,27,2.5,19,28,274
"620",5689,112,63703.3,7050553.5,64.81,0.843,14.44,6.04,0.087,2.14,1.96,2.22,2.86,0.179,0.005,0.005,0.1,4.01,10,614,1.5,110,20,81,2.5,60,18,2.5,55,1,1,46,23,127,2.5,16,2,134,2.5,16,6,102,11,36,97,236
"621",5690,41,-251887.1,6390258.3,68.14,0.539,13.53,3.65,0.07,1.08,2.52,3.1,2.46,0.154,0.005,0.003,0.072,4.38,3,801,1.5,55,9,41,2.5,43,14,2.5,31,3,11,14,8,66,2.5,10,1,328,2.5,6,1.5,57,6,13,49,236
"622",5691,89,-113237.1,6366915,85.21,0.148,3.43,0.69,0.024,0.15,4.22,0.67,1,0.139,0.005,0.002,0.048,4.07,1,291,1.5,39,3,10,2.5,5,1.5,2.5,10,1,6,5,5,36,2.5,3,1,87,2.5,6,1.5,2.5,2.5,8,17,156
"623",5692,8,-369390.9,6619499.7,66.01,0.628,14.08,4.75,0.083,1.1,1.63,2.44,2.94,0.109,0.005,0.003,0.01,5.93,6,598,1.5,75,8,35,2.5,11,18,6,48,1,10,12,20,117,2.5,12,1,166,6,15,10,70,2.5,25,62,295
"624",5693,12,-365890.1,6260540.7,72.08,0.438,8.55,3.46,0.054,0.97,3.87,0.94,1.87,0.096,0.005,0.002,0.084,7.34,4,370,7,59,10,52,2.5,11,10,2.5,10,1,6,27,23,77,2.5,9,1,130,2.5,9,1.5,53,6,22,57,222
"625",5694,106,-39898,5658829.7,95.65,0.119,1.69,0.51,0.019,0.03,0.1,0.14,0.5,0.046,0.005,0.001,0.01,1.09,1,115,1.5,10,1.5,16,2.5,5,1.5,2.5,10,3,4,5,4,19,2.5,1,3,15,2.5,7,1.5,6,2.5,4,16,160
"626",5695,36,-312437.9,5942155.8,85.71,0.307,4.77,1.48,0.032,0.32,1.54,0.59,1.35,0.058,0.005,0.002,0.01,3.65,4,270,1.5,20,1.5,26,2.5,5,4,2.5,32,1,7,12,14,55,2.5,6,1,58,2.5,8,1.5,16,6,8,26,242
"627",5696,10,-344351.5,6717522.3,64.09,0.694,14.84,5.38,0.108,1.61,1.41,2.32,3.44,0.174,0.005,0.002,0.01,5.62,4,717,1.5,92,14,41,6,16,19,2.5,43,4,16,29,29,135,2.5,14,4,159,2.5,14,4,79,2.5,29,86,263
"628",5697,25,-320191.1,6299368.6,77.3,0.312,5.95,1.14,0.029,0.17,5.31,1.05,2.3,0.135,0.005,0.001,0.01,6.01,1,537,1.5,10,1.5,16,2.5,5,4,2.5,10,1,7,1.5,12,65,2.5,2,1,175,2.5,7,1.5,17,2.5,14,23,319
"629",5698,11,-297701,6041542.8,86.03,0.38,5.07,1.46,0.051,0.29,0.5,0.6,1.41,0.086,0.005,0.003,0.01,3.92,3,294,1.5,10,1.5,32,2.5,5,5,2.5,29,1,6,7,16,53,2.5,5,3,50,2.5,11,1.5,23,2.5,11,38,323
"630",5699,116,111754.1,7298603,63.34,0.568,11.59,2.44,0.058,0.62,1.35,2.73,2.59,0.153,0.005,0.005,0.01,14.29,6,636,1.5,38,1.5,28,2.5,5,15,2.5,33,1,11,10,13,88,7,10,1,149,2.5,9,1.5,43,2.5,18,31,224
"631",5700,80,-85909.3,6773014.2,69.31,0.602,13.27,4.58,0.082,1.34,1.1,1.83,3.25,0.109,0.005,0.005,0.01,4.19,5,602,1.5,107,8,35,2.5,19,18,7,64,1,10,23,29,129,2.5,12,1,98,2.5,18,7,56,9,32,65,202
"632",5701,87,-8520.5,7216637,70,0.852,12.46,4.94,0.081,1.79,1.58,2.11,2.3,0.172,0.005,0.004,0.01,3.4,7,561,8,66,13,85,2.5,20,14,2.5,46,5,13,37,14,84,2.5,13,1,140,2.5,8,5,92,2.5,30,65,291
"633",5702,58,140227.6,5841429.6,93.64,0.106,2.75,0.48,0.011,0.005,0.14,0.33,0.75,0.077,0.005,0.006,0.075,1.53,1,175,1.5,10,1.5,8,2.5,5,1.5,6,10,1,4,1.5,8,22,2.5,2,1,24,2.5,10,1.5,7,2.5,1.5,12,118
"634",5703,95,62034,5706947.3,87.34,0.361,5.31,1.43,0.039,0.3,0.31,0.49,1.51,0.051,0.005,0.003,0.01,2.69,1,280,1.5,29,1.5,31,2.5,5,6,5,10,1,6,8,15,55,2.5,5,3,46,2.5,11,3,21,2.5,9,32,230
"635",5704,30,-276729.9,6543632.7,73.89,0.287,10.53,2.79,0.045,0.33,1.25,2.84,2.6,0.119,0.005,0.005,0.01,5.05,9,564,1.5,60,4,15,2.5,5,9,2.5,34,13,11,12,9,72,2.5,6,1,162,2.5,9,7,29,2.5,19,27,203
"636",5705,47,-201940.3,6687797.2,76.02,0.395,10.62,2.55,0.047,0.63,1.23,2.17,2.7,0.095,0.005,0.004,0.074,3.23,3,545,1.5,44,1.5,22,2.5,5,14,2.5,10,1,9,8,15,95,2.5,7,4,143,2.5,9,1.5,17,2.5,15,49,221
"637",5706,37,-255678.3,5944930.1,92.34,0.19,3.19,0.81,0.013,0.08,0.18,0.4,0.85,0.039,0.005,0.003,0.01,1.75,1,195,1.5,10,1.5,16,2.5,5,3,5,28,1,4,6,6,25,2.5,1,1,30,2.5,7,1.5,12,2.5,5,17,185
"638",5707,41,-55775,5916414,90.81,0.26,3.81,0.86,0.026,0.14,0.38,0.55,1.21,0.06,0.005,0.004,0.01,1.72,2,249,1.5,10,1.5,25,2.5,5,4,5,10,1,3,10,8,46,2.5,2,1,46,2.5,9,1.5,14,2.5,6,18,248
"639",5708,64,-175835,5831103.8,84.9,0.365,6.46,2.24,0.027,0.47,0.35,0.55,1.63,0.048,0.005,0.002,0.01,2.77,5,297,1.5,42,1.5,33,6,5,7,2.5,30,1,6,9,10,61,6,6,1,51,2.5,12,1.5,40,2.5,13,31,238
"640",5709,24,-263215.5,5990866.2,86.37,0.352,5.25,1.48,0.057,0.28,0.41,0.64,1.49,0.124,0.005,0.004,0.01,3.33,2,294,7,37,4,35,2.5,5,4,2.5,33,1,7,11,19,52,2.5,4,1,54,2.5,6,1.5,31,6,8,38,268
"641",5710,43,43328.6,5910699.7,91.02,0.157,3.86,0.89,0.014,0.13,0.23,0.53,1.14,0.06,0.005,0.004,0.01,1.79,1,235,3,10,1.5,12,2.5,5,1.5,2.5,10,1,3,5,11,33,6,1,1,39,2.5,7,1.5,6,2.5,6,19,123
"642",5711,131,190350.3,5541323.2,80.02,0.643,7.39,2.16,0.068,0.51,0.99,1.01,1.86,0.162,0.005,0.002,0.01,4.87,5,378,5,41,5,62,5,5,7,7,27,2,10,19,17,74,2.5,8,1,77,2.5,9,1.5,34,7,24,42,535
"643",5712,69,62943.1,5806742.4,82,0.516,6.4,1.99,0.037,0.75,1.62,0.77,1.83,0.095,0.005,0.002,0.01,3.71,5,350,5,36,1.5,49,2.5,5,7,7,32,1,9,15,10,54,2.5,5,1,78,2.5,8,3,32,2.5,20,27,531
"644",5713,8,112835.3,6038417,84.91,0.39,5.48,2.11,0.038,0.36,0.49,0.54,1.63,0.111,0.005,0.004,0.038,3.69,5,304,1.5,38,1.5,33,2.5,5,5,2.5,22,1,9,5,11,54,2.5,5,1,54,2.5,8,1.5,20,6,9,34,275
"645",5714,46,-208975.7,6640721.1,70.27,0.625,12.35,4.52,0.1,1.16,1.14,1.7,3.27,0.122,0.005,0.002,0.043,4.39,4,649,5,90,10,34,2.5,15,15,2.5,50,1,15,24,28,125,2.5,11,6,134,2.5,13,7,64,11,35,68,201
"646",5715,118,8088.8,5611446.2,91.65,0.224,2.79,0.67,0.011,0.16,0.29,0.26,0.77,0.027,0.005,5e-04,0.01,3.02,1,179,5,10,1.5,26,2.5,5,1.5,5,25,1,6,6,13,26,2.5,3,1,39,2.5,5,1.5,9,2.5,9,24,180
"647",5716,16,-47071.2,6011542.8,90.47,0.186,3,0.95,0.034,0.21,1.37,0.49,1.08,0.078,0.005,0.004,0.023,1.92,1,215,1.5,10,1.5,14,2.5,5,1.5,8,10,3,5,5,5,36,2.5,3,1,50,2.5,2.5,1.5,13,2.5,7,14,189
"648",5717,105,-30045.1,6408260,82.91,0.221,6.61,1.74,0.034,0.41,1.11,1.23,1.75,0.067,0.01,0.003,0.01,3.67,5,339,4,29,5,27,2.5,5,7,2.5,10,1,5,13,10,63,2.5,6,1,83,2.5,8,1.5,21,2.5,12,39,143
"649",5718,61,-331373.6,5849939.4,93.56,0.197,2.84,0.56,0.021,0.08,0.2,0.41,0.99,0.036,0.005,0.003,0.01,0.92,1,215,4,22,1.5,19,2.5,5,1.5,2.5,10,2,5,1.5,6,32,2.5,3,1,33,2.5,2.5,1.5,15,2.5,6,16,206
"650",5719,132,218430.5,7329582.5,56.48,0.836,16.55,8.52,0.138,3.02,2.86,2.87,3.29,0.21,0.005,0.021,0.01,4.84,13,850,1.5,113,25,81,2.5,28,22,2.5,55,23,11,42,23,136,2.5,19,1,192,2.5,21,3,139,8,33,140,194
"651",5720,77,-108496.6,6618439.9,60.69,0.676,15.05,6.27,0.111,2.04,1.62,1.85,3.85,0.225,0.005,0.001,0.046,7.26,6,563,1.5,122,13,63,8,29,23,2.5,69,1,16,32,39,176,2.5,16,3,126,2.5,23,8,85,8,50,126,198
"652",5721,120,37543.5,6646980.3,62.39,0.614,14.61,6.13,0.06,1.88,1.79,1.96,3.46,0.132,0.005,0.003,0.01,6.61,11,560,6,95,14,73,5,35,17,2.5,66,6,17,31,23,154,2.5,14,1,130,2.5,18,8,86,8,37,105,201
"653",5722,38,-200942.8,5937066.5,82.72,0.459,6.79,2.36,0.042,0.52,0.53,0.7,1.96,0.099,0.005,0.006,0.01,3.58,4,347,1.5,28,1.5,44,2.5,12,7,2.5,20,1,9,11,14,67,2.5,7,1,63,2.5,7,1.5,29,2.5,12,39,291
"654",5723,132,-59060.9,5533813,78.11,0.705,8.95,3.11,0.115,0.67,0.49,0.87,1.94,0.096,0.005,0.003,0.038,4.62,8,402,1.5,65,8,72,7,11,11,8,36,1,12,23,21,80,2.5,7,1,69,2.5,14,5,55,2.5,21,55,393
"655",5725,104,-28681.2,6369872.3,61.11,0.318,7.86,2.49,0.05,1.83,9.57,0.86,2,0.123,0.06,0.003,0.022,13.48,6,342,4,39,1.5,33,2.5,17,10,2.5,50,1,1,19,9,72,2.5,7,1,163,8,9,3,27,2.5,16,48,118
"656",5726,60,-159692.8,6632805.3,68.95,0.516,12.16,4.85,0.069,1.24,1.05,1.49,2.84,0.12,0.005,0.002,0.01,6.46,9,517,1.5,69,10,45,6,23,14,2.5,57,1,8,25,21,139,5,11,1,86,2.5,19,9,67,2.5,32,83,223
"657",5727,46,197804.3,5878711.5,89.57,0.221,4.03,0.73,0.033,0.1,0.42,0.51,1.39,0.069,0.005,0.004,0.01,2.77,1,264,1.5,10,1.5,19,2.5,5,1.5,2.5,21,1,3,7,12,30,2.5,1,1,45,2.5,10,1.5,7,2.5,8,22,260
"658",5728,29,-287343.3,6498843,76.4,0.388,9.78,2.34,0.057,0.53,1.36,2.17,2.6,0.146,0.005,0.002,0.01,3.93,5,586,1.5,39,7,30,2.5,5,11,2.5,32,1,8,13,9,78,2.5,6,1,149,2.5,10,4,34,5,12,36,426
"659",5729,114,90383.4,7197362.2,70.12,0.592,12.9,3.75,0.064,1.35,1.95,2.79,2.67,0.151,0.005,0.003,0.087,3.29,12,490,1.5,62,6,65,7,19,15,2.5,44,2,12,33,21,123,2.5,11,1,184,2.5,10,4,59,2.5,18,66,220
"660",5730,38,-300228.3,6241218.4,82.55,0.531,6.82,3,0.046,0.5,0.43,0.76,1.91,0.177,0.005,0.006,0.01,3.05,9,386,1.5,37,1.5,46,2.5,10,7,2.5,21,4,9,19,37,76,2.5,7,1,62,2.5,12,1.5,44,2.5,16,79,373
"661",5731,15,-97343.4,6014873.5,85.72,0.355,5.75,2.15,0.036,0.42,0.34,0.5,1.55,0.07,0.005,0.004,0.01,2.88,6,286,5,32,1.5,32,2.5,5,10,5,40,1,6,11,9,57,2.5,6,1,44,2.5,9,4,34,2.5,12,30,241
"662",5733,4,-149246.2,6076701.8,85.85,0.407,5.98,1.94,0.047,0.41,0.3,0.55,1.63,0.057,0.005,0.004,0.01,2.6,4,302,4,40,1.5,29,2.5,5,5,2.5,10,1,4,17,11,61,2.5,6,1,46,2.5,9,1.5,35,10,10,32,285
"663",5734,65,-107679.8,6926841.4,74.63,0.592,10.78,3.66,0.067,1.15,1.68,1.89,2.6,0.144,0.005,0.006,0.01,2.48,4,564,1.5,68,8,34,2.5,10,10,2.5,34,1,12,13,13,85,2.5,12,1,138,2.5,11,1.5,54,2.5,25,41,322
"664",5735,52,-163055.3,5884740.4,88.63,0.19,3.85,0.99,0.033,0.14,0.6,0.53,1,0.091,0.005,5e-04,0.01,3.74,2,218,1.5,10,1.5,14,2.5,10,1.5,2.5,22,1,3,7,17,29,2.5,3,1,42,2.5,9,1.5,9,2.5,7,35,144
"665",5736,73,269639.3,5774322,70.33,0.533,7.66,8.84,0.105,0.49,1.08,0.68,1.38,0.132,0.005,0.003,0.01,8.56,21,363,7,56,1.5,53,2.5,5,11,7,33,22,8,22,13,49,2.5,8,1,97,2.5,11,1.5,37,9,24,42,377
"666",5737,119,7459.4,6441579.6,72.87,0.533,10.56,3.72,0.104,1.07,1.67,1.05,2.36,0.08,0.005,0.004,0.01,5.66,8,453,1.5,73,8,56,2.5,12,12,6,41,1,11,24,17,93,5,10,2,82,2.5,15,1.5,54,2.5,19,58,215
"667",5738,134,217048,7138830.2,75.3,0.147,13.01,1.19,0.026,0.41,1.95,3.47,2.43,0.107,0.005,0.003,0.041,1.69,1,535,1.5,31,1.5,17,2.5,5,15,2.5,10,1,4,8,17,76,2.5,5,1,244,2.5,8,1.5,17,2.5,5,25,79
"668",5739,19,102793.7,6001450.5,85.78,0.259,5.72,2.22,0.033,0.49,0.43,0.5,1.41,0.094,0.005,0.003,0.01,2.87,4,246,1.5,34,1.5,36,2.5,5,6,2.5,10,1,4,18,9,53,2.5,7,1,43,2.5,8,1.5,29,2.5,8,35,136
"669",5740,39,-272686.1,6293596.4,75,0.492,10.32,2.88,0.052,0.48,1.74,1.91,3.22,0.234,0.005,0.002,0.01,3.24,1,847,4,66,1.5,30,2.5,5,10,8,36,4,12,12,17,104,2.5,6,1,191,2.5,7,1.5,40,5,25,51,497
"670",5741,113,-235366.9,5641156.2,83.79,0.443,6.56,2.11,0.051,0.43,0.53,0.7,1.42,0.094,0.005,0.001,0.022,3.59,5,318,8,47,9,81,2.5,5,5,7,37,1,5,23,15,61,2.5,6,3,54,2.5,10,1.5,31,5,16,42,315
