"","ID","XCOO","YCOO","Ag","Al","As","B","Ba","Be","Bi","Ca","Cd","Co","Cr","Cu","Fe","Hg","K","La","Mg","Mn","Mo","Na","Ni","P","Pb","Rb","S","Sb","Sc","Si","Sr","Th","Tl","U","V","Y","Zn","C","H","N","LOI","pH","Cond"
"524",658,580500,7606700,0.39,3210,1.04,1.93,112,0.03,0.129,3320,0.645,3.39,2.01,8.3,3980,0.209,1200,3.4,920,73.3,0.291,50,8.21,904,15.1,4.85,1340,0.173,1,560,41.6,0.436,0.08,0.068,3.05,2.8,53.5,49.2,6.4,1.1,93.1,3.6,146.9
"525",662,575250,7859150,0.052,1100,0.533,5.49,26.4,0.01,0.064,3580,0.175,0.59,1.41,6.72,1590,0.281,800,1,1410,35.1,0.151,170,2.53,648,8.67,2.22,1530,0.112,0.3,420,28.6,0.404,0.033,0.171,2.04,1.1,41.5,48.2,6.7,1.1,95.7,3.7,101.1
"526",663,703600,7684910,0.155,759,0.627,3.11,45.2,0.01,0.123,2650,0.166,2.26,3.22,32.3,1580,0.243,1200,3,760,423,0.264,60,45.1,1040,12.3,6.03,1460,0.171,0.3,460,22.1,1.05,0.068,0.092,4.91,0.6,64,46,6.4,1.2,89.2,3.6,173.5
"527",664,594509,7729200,0.124,1160,1.14,2.86,93.6,0.01,0.141,2910,0.213,1.47,2.17,16.2,1720,0.242,1300,1.5,990,151,0.448,40,22.6,1080,16.5,12.1,1620,0.162,0.4,490,34.4,0.331,0.106,0.096,4.09,0.5,35.8,47.5,6.8,1.3,91.9,3.6,151.6
"528",666,394943,7531110,0.253,1630,1.41,2.06,71.1,0.01,0.318,3250,0.236,0.58,3.38,7.26,1960,0.251,900,3.3,530,497,0.261,20,3.67,990,29,7.57,1410,0.184,0.6,540,14.8,0.656,0.165,0.148,7.28,1.1,45.7,46.8,6.5,1.1,87.9,3.5,124.2
"529",667,455068,7419600,0.134,1510,1.37,0.84,87.2,0.07,0.356,1650,0.433,0.54,2.73,5.49,1160,0.191,800,1.9,440,80.6,0.22,20,3.24,700,39,8.77,1100,0.295,0.3,460,20.1,0.554,0.229,0.191,3.91,0.6,42,42.5,5.4,1,86,3.2,139.1
"530",668,512295,7732020,0.061,3180,1.01,1.42,97.8,0.05,0.129,2770,0.334,1.17,1.73,6.52,2850,0.247,800,1.8,860,44,0.198,50,6.56,1030,17.3,3.94,1920,0.167,0.8,460,45.3,0.199,0.046,0.068,2.99,1.1,26.9,47.8,6.5,1.4,94.5,3.6,116
"531",670,586615,7385620,0.079,1030,1.4,1.07,49.8,0.01,0.248,2110,0.333,0.42,2.14,5.39,1000,0.209,700,1,310,65.7,0.186,20,2.9,599,27.4,4.62,1150,0.272,0.3,450,11.9,0.261,0.092,0.052,3.49,0.4,41.7,40.1,5.2,0.9,78.9,3.3,129.4
"532",671,568072,7713520,0.204,4820,1.58,1.38,63.6,0.16,0.166,2370,0.348,1.48,2.75,9.61,3640,0.216,900,8.9,680,44.5,0.339,60,12,1070,22.9,6.74,1700,0.071,1.3,580,26.9,2.15,0.082,0.627,4.51,2.3,40.2,45.4,6.1,1.4,81.2,4,98.1
"533",672,527100,7855800,0.195,1520,0.708,5.12,46.7,0.01,0.09,3180,0.174,0.88,1.72,6.63,2650,0.278,900,2.2,1760,38.7,0.275,260,2.85,792,12.6,4.71,1790,0.134,0.4,460,44.2,0.585,0.083,0.208,3.68,1.5,27.1,45.3,6.4,1.1,89.4,4.2,96.4
"534",676,632100,7797500,0.063,952,0.978,5.64,49.9,0.01,0.091,2950,0.188,0.42,1.31,7.84,1010,0.353,1100,1.1,860,192,0.129,160,5.79,872,9.9,3.02,1580,0.142,0.3,490,19.8,0.228,0.048,0.064,2.25,0.5,40.7,49.3,6.8,1.1,95.6,3.9,130.8
"535",677,627814,7666510,0.18,2150,1.66,2.35,52.2,0.01,0.203,2990,0.219,3.74,10.6,82.1,4290,0.258,1100,2.1,1000,254,0.328,100,102,1070,17.3,6.03,1640,0.134,1,490,23.8,0.434,0.092,0.134,8.38,1.2,46,41.5,5.6,1.3,80.5,3.7,196.3
"536",678,714497,7470240,0.164,2520,1.5,1.63,53.2,0.03,0.247,2320,0.223,1.66,4.3,16.4,2330,0.315,900,1.7,480,195,0.307,50,26.6,879,28.4,7.64,1430,0.265,0.5,500,16.8,0.236,0.292,0.088,6.41,0.7,35.1,39.8,5.3,1,75.2,3.6,147.7
"537",679,545581,7610080,0.206,2090,0.76,1.78,144,0.01,0.153,3220,0.313,1.57,1.93,7.68,1610,0.271,1100,1.9,850,162,0.183,5,6.22,1040,16.6,6.07,1460,0.187,0.5,500,34.6,0.294,0.105,0.048,3.54,0.8,64.9,46.7,6.2,1.1,92.7,3.8,139.3
"538",680,688909,7566970,0.173,792,0.979,1.53,50.4,0.01,0.186,3120,0.456,1.1,1.84,11.8,960,0.189,1100,0.9,720,131,0.232,5,12.2,907,24.2,3.67,1720,0.268,0.3,470,15.1,0.104,0.071,0.035,3.52,0.3,65.9,48.2,6.5,1.5,96.2,3.7,149.7
"539",682,676998,7394450,0.295,1710,0.966,1.22,69.8,0.01,0.142,3200,0.245,1.03,4.65,5.53,2010,0.14,1000,1.1,990,122,0.261,30,6.52,769,14.9,8.32,1270,0.18,0.4,530,20.3,0.181,0.13,0.05,4.79,0.5,39.6,48.8,6.4,0.9,91.5,3.5,143.5
"540",683,714434,7510250,0.233,976,0.967,1.84,90.8,0.01,0.184,3890,0.331,2.83,1.49,25.2,990,0.163,1300,1.4,760,233,0.308,10,47,973,20.2,7.62,1430,0.299,0.3,450,33.5,0.104,0.147,0.048,3.15,0.4,45.7,50.4,6.8,1.1,96.5,3.8,168.2
"541",684,404739,7567740,0.387,2030,1.8,1.55,109,0.06,0.335,3390,0.517,0.89,2.04,6.09,1390,0.28,700,1.3,610,64.3,0.256,40,5.47,796,40.9,5.44,1400,0.279,0.8,520,32.7,0.261,0.132,0.146,3.83,0.7,54.4,46.3,5.8,1.2,90.5,3.8,115.8
"542",685,602100,7735500,0.177,1280,0.765,1.21,56.4,0.01,0.098,2250,0.225,0.75,2.04,14.6,1590,0.242,600,2.2,760,39.7,0.295,100,7.73,672,10.3,4.49,1480,0.129,0.5,490,31.3,0.714,0.041,0.166,2.65,0.9,43.4,49.1,6.4,1.1,90.4,3.6,122.6
"543",686,730510,7512410,0.283,1590,2.93,1.52,67.4,0.02,0.366,2690,0.477,8.5,3.28,82.7,2030,0.296,1100,2.4,570,126,0.595,50,197,785,31.2,7.73,1370,0.423,0.4,510,26.6,0.19,0.153,0.079,6,0.7,46.6,47.1,6.2,1,90.5,3.6,145
"544",687,421123,7839060,0.092,519,0.45,3.7,42.3,0.01,0.093,3800,0.237,0.85,0.7,6.45,500,0.195,1100,1.1,1640,127,0.605,250,2.81,949,15.8,3.86,1850,0.193,0.1,460,43.7,0.133,0.088,0.109,1.5,0.6,76.8,49,6.7,1.3,95.5,4.2,127.9
"545",691,589880,7701000,0.309,1470,1.81,2.68,63.2,0.01,0.153,2960,0.237,2.95,3.13,38.9,2360,0.29,1100,1.3,850,236,0.273,80,54,1130,18.8,4.95,1950,0.189,0.5,530,19.3,0.095,0.108,0.063,4.53,0.8,66.6,49.2,6.7,1.4,94.8,3.8,143.6
"546",692,528488,7686640,0.259,2110,0.639,2.24,106,0.04,0.13,2780,0.277,1.57,3.18,7.34,3920,0.269,1300,4.1,790,146,0.508,50,7.54,976,15.4,6.63,1330,0.137,1.1,560,36.5,1.12,0.103,0.11,6.54,1.5,31.4,43.7,6.1,1.1,88.8,3.9,179.4
"547",693,601800,7663900,0.387,1080,1.28,1.84,97.1,0.01,0.181,2760,0.294,1.27,1.9,17.3,1250,0.259,1100,2.3,670,153,0.315,30,20.8,883,18.3,4.14,1460,0.235,0.4,550,22.9,0.413,0.067,0.068,3.05,0.7,51.9,46.6,6,1.2,88.9,3.6,162.8
"548",694,653599,7719090,0.147,1860,3.62,3.69,55.4,0.04,0.151,2440,0.168,10.5,11,172,7250,0.3,700,2.2,960,175,0.414,60,319,759,15.2,3.96,1700,0.051,0.7,520,17.9,0.483,0.058,0.105,14,0.7,75,36.3,5,1.1,80.5,3.8,107.6
"549",695,619000,7618100,0.254,1570,1,2.1,157,0.01,0.129,4680,0.214,1.14,2.01,8.27,1660,0.269,900,2.6,740,62.8,0.17,40,8.39,937,15.6,3.43,1420,0.2,0.6,550,61.6,0.515,0.058,0.056,3.76,0.7,51,47.5,6.2,1.3,91.4,4,118.8
"550",696,471250,7797200,0.051,1440,0.624,3.85,46,0.06,0.085,2760,0.141,0.83,1.76,6.97,1540,0.257,900,1.2,1350,108,0.164,180,2.96,959,12.4,3.13,1840,0.157,0.3,550,39.4,0.282,0.052,0.106,2.65,1.3,32.2,46.8,6.3,1.4,92.2,3.9,114.5
"551",698,728208,7373050,0.501,978,0.963,2.28,119,0.01,0.242,4550,0.349,1.14,1.8,11.6,1130,0.287,1200,1.4,650,427,0.402,10,10.8,1030,30.4,6.19,1580,0.362,0.3,520,20.5,0.152,0.151,0.067,5.09,0.4,74,47.9,6.4,1.2,95.7,4,154.4
"552",699,617152,7499070,0.163,3310,1.09,2.08,111,0.03,0.293,2890,0.143,1.6,9.83,10.1,3620,0.211,1200,4.8,840,951,0.255,50,10,1060,28.6,7.23,1350,0.065,1.1,610,24.7,1.32,0.137,0.285,12,1.4,67,33,4.7,1.1,68.5,4.2,123.2
"553",701,395068,7395610,0.259,2770,1.62,2.09,141,0.25,0.367,3030,0.317,0.91,4.07,4.63,3360,0.159,1200,12.8,510,72.4,0.358,70,2.41,829,30.4,10.6,931,0.158,0.7,510,47.1,1.51,0.137,0.323,7.79,3,32.5,33.3,4.4,0.9,55.6,4.1,115.1
"554",702,688039,7636540,0.297,1790,1.11,2.05,93.8,0.03,0.141,3220,0.395,4.15,2.12,26.8,2050,0.214,1500,2.6,760,212,0.295,40,32.8,1220,16.7,7.62,1850,0.211,0.8,550,33.9,0.165,0.127,0.083,3.91,1.2,42.6,46.7,6.7,1.5,95.4,3.9,195.2
"555",703,747002,7495820,0.17,2690,2.15,2.81,52.2,0.03,0.208,4220,0.366,6.23,5.35,55.5,3290,0.26,1200,4.1,620,149,1.12,40,104,677,19.5,3.84,1440,0.266,0.5,560,49.4,0.296,0.138,0.088,6.3,1.2,31.7,48.4,6.7,1,90.9,3.9,145.5
"556",706,398250,7824720,0.127,729,0.534,6.02,42.5,0.01,0.067,3360,0.131,0.49,1.21,10.5,960,0.313,800,1.1,1630,43.5,0.206,270,2.43,818,11.3,3.18,1860,0.157,0.3,420,38.3,0.243,0.048,0.111,1.98,0.7,28.8,48.8,6.9,1.3,94.5,4,99.9
"557",707,385234,7723330,0.041,3570,0.757,1.86,71.7,0.03,0.099,4020,0.115,3.06,11.9,7.39,7010,0.222,800,1.3,2750,191,0.316,80,6.93,930,10.4,6,1580,0.063,1.2,640,22.5,0.377,0.084,0.14,21.4,1.2,58.7,42.1,6.1,1.3,79.5,4,98.4
"558",708,707657,7751960,0.306,4180,1.6,3.67,96.1,0.61,0.181,4060,0.608,2.88,6.49,15.2,3190,0.186,1300,27.6,990,921,0.645,50,17.7,1190,29.1,10.3,1620,0.185,0.7,500,233,1.38,0.13,0.536,10.3,8.6,92.6,47.7,6.5,1.4,94.3,4,111.2
"559",709,619450,7791100,0.053,4620,1.44,8.42,63.5,0.14,0.089,1850,0.2,1.64,5.99,9.05,5050,0.31,2300,2.8,1140,333,0.127,80,8.05,833,8.46,10.4,1160,0.048,1.2,510,20.4,0.965,0.087,0.138,10.7,1.8,46.3,33.2,4.9,1,77.4,3.8,137.7
"560",712,822220,7531080,0.346,4500,1.64,3.31,96.9,0.64,0.184,4090,0.61,2.94,7,14.9,3310,0.208,1400,29,990,998,0.652,50,17.6,1200,28.2,10.6,1630,0.165,0.8,630,235,1.7,0.128,0.494,10.5,9,90.7,43.6,6.3,1.5,85.5,4.2,127
"561",713,400791,7543650,0.203,1490,1.91,1.58,87.8,0.06,0.2,3380,0.295,0.84,1.14,4.55,1170,0.259,600,0.8,640,67.1,0.366,30,3.47,763,19.3,4.63,1520,0.329,0.5,460,45.2,0.244,0.093,0.112,4.04,0.4,50.1,46.5,6.3,1.3,89.8,3.6,115
"562",714,396692,7497570,0.285,1400,1,2.78,100,0.06,0.255,4180,0.422,2.1,4.22,8.27,1820,0.202,1300,0.8,930,248,0.275,50,5.33,1200,28,8.91,1600,0.329,0.6,480,26.6,0.188,0.126,0.082,5.74,0.6,60.8,47.8,6.6,1.3,95.2,3.9,164.3
"563",715,480808,7611820,0.07,2420,1.37,2.11,142,0.08,0.211,3710,0.338,1.2,2.57,8.07,2040,0.264,800,3,600,61.6,0.22,5,7.17,1000,28.6,5.03,2060,0.242,0.6,490,33.5,0.506,0.078,0.053,6.1,1.1,55.4,47.6,6.6,1.6,91.1,3.9,109.2
"564",716,472950,7853750,0.077,1040,0.765,5.16,32.7,0.01,0.062,2930,0.173,0.4,1.63,5.56,1540,0.35,900,1.1,1370,24.6,0.17,280,1.68,691,10.5,3.21,1700,0.146,0.3,440,29.5,1.17,0.042,0.078,2.88,1.1,23.2,45.5,6.6,1.1,92.5,3.9,95.5
"565",717,534786,7767710,0.103,701,0.749,3.39,75.3,0.01,0.047,3380,0.185,0.59,0.85,4.41,580,0.304,900,0.35,1030,37.7,0.115,80,2.43,856,7.19,3.31,1750,0.134,0.2,320,42.2,0.079,0.046,0.027,1.31,0.2,40.9,49.7,7,1.2,97.4,4,115
"566",718,464914,7673300,0.079,4800,1.08,1.84,130,0.13,0.147,2150,0.31,1.92,2.83,6.23,2060,0.216,900,4.2,670,61.5,0.167,30,5.25,1370,19.7,5.86,2010,0.157,0.9,530,37.7,0.36,0.07,0.061,5.01,1.3,58.7,43.4,6.2,1.6,84.2,4.1,101.7
"567",722,646995,7709600,0.264,2910,10.6,3.91,110,0.1,0.187,4290,0.591,33.8,33.3,400,14000,0.338,700,4.7,2610,160,0.657,80,1000,836,17.3,3.04,2110,0.072,1.7,560,30.3,0.598,0.097,0.153,18.7,2.4,52,40.7,5.8,1.3,80.6,4,114.5
"568",724,556577,7571740,0.16,2450,1.65,2,162,0.04,0.259,3540,0.242,0.93,3.73,9.54,2170,0.23,900,3.4,860,94.4,0.242,5,7.76,948,25.4,5.97,1950,0.232,0.6,520,35.2,0.538,0.081,0.059,7.41,0.8,94.5,47.5,6.3,1.6,85.5,3.9,111.7
"569",726,517350,7799100,0.054,3190,0.742,2.45,71.3,0.76,0.082,4160,0.215,1.08,1.24,8.23,1250,0.122,600,9.1,1830,12,0.197,120,5.93,1310,17.5,1.17,2530,0.156,0.6,430,69.5,0.198,0.027,0.204,1.96,12.3,12.5,47.8,6.6,1.9,95.8,4.3,111.2
"570",727,701797,7586320,0.477,4100,1.33,2.14,114,0.11,0.15,3210,0.463,4.48,4.72,20.8,5090,0.215,1000,9.2,960,90.5,0.219,100,26,996,21.1,6.77,1230,0.146,0.9,470,47,0.383,0.086,0.072,7.15,2.1,44.1,46.7,5.8,1.2,76.2,4.1,108.7
"571",728,379149,7593480,0.188,2570,1.03,1.62,67.2,0.06,0.163,2630,0.337,1.46,1.74,5.42,3190,0.279,1100,2.1,650,64.3,0.255,40,3.57,1230,17.6,10.2,1580,0.202,0.7,470,36.5,0.439,0.158,0.22,3.92,0.8,41.5,47.4,6.7,1.4,92.3,3.8,161.2
"572",729,615800,7669100,0.436,2060,1.79,1.92,73.2,0.02,0.161,2850,0.28,1.89,2.4,26.4,1340,0.265,1000,1.7,600,293,0.245,40,39,1080,16.1,4.05,1720,0.165,0.5,490,26.3,0.307,0.072,0.051,4.6,0.5,55.8,44.1,6.2,1.4,89.1,3.8,125
"573",730,655602,7498200,0.179,3390,0.887,4.12,197,0.19,0.194,6460,0.413,6.92,6.88,19.8,8390,0.197,1200,8.3,1800,2230,0.44,70,19.3,1320,28.8,6.13,1320,0.102,1.6,550,83.5,0.632,0.201,0.32,19.9,2.2,57.9,36.2,4.8,1.2,69.2,4.7,159.5
"574",731,834789,7552830,0.356,2570,1.54,1.77,112,0.62,0.162,2350,0.415,2.87,3.7,17.1,1770,0.228,1100,13.3,600,164,0.551,120,31.9,1020,25.6,8.93,1760,0.136,0.3,500,171,0.839,0.1,0.478,7.26,9.8,87.7,47.9,6.7,1.5,93.6,3.8,128.6
"575",732,832464,7634290,0.235,1510,0.866,2.12,38,0.04,0.092,3020,0.33,1.31,1.48,13.6,1190,0.24,900,1.9,1050,77.8,0.216,130,20.8,858,14.5,4.15,1590,0.17,0.4,460,45.1,0.165,0.04,0.065,3.31,0.6,64.5,47.1,6.5,1.4,93.9,3.8,123.4
"576",733,498950,7383020,0.173,5670,1.9,1.9,65.1,0.28,0.171,2590,0.438,2.14,5.47,8.71,6230,0.208,700,7.8,560,37.3,0.267,50,4.57,2670,19.6,7.15,1420,0.045,3.7,580,15,2.73,0.117,0.706,9.95,4.9,31.3,40.7,5.7,1.3,77.9,4,98.5
"577",736,493153,7408560,0.09,2110,2.65,1.98,125,0.08,0.652,2870,0.42,0.74,3.37,6.04,1850,0.328,800,3.9,370,266,0.243,70,3.24,710,47.4,7.46,1170,0.321,0.6,580,24.6,1.11,0.204,0.222,5.81,1.2,63.8,44,5.7,1,78.8,3.7,146.3
"578",737,530937,7585890,0.395,3040,1.48,2.22,127,0.06,0.222,2150,0.321,1,4.4,10.1,3000,0.17,600,5.8,630,171,0.233,5,7.2,469,26.8,5.12,961,0.137,0.9,570,21.2,1.23,0.203,0.104,6.09,1.5,55.8,42.5,5.2,0.9,79,3.8,113.5
"579",738,661188,7543060,0.209,2340,1.33,2.54,66.5,0.06,0.24,2570,0.325,1.23,2.98,10.8,2280,0.179,1100,2.6,630,101,0.211,40,12.1,675,24.8,10.7,1120,0.103,0.5,520,21.6,0.302,0.347,0.109,6.52,1,36.3,44.2,6,0.9,86,3.8,139.9
"580",739,780250,7520520,0.166,4600,2.12,3.19,130,0.51,0.222,6230,1.22,0.95,2.65,9.18,1850,0.171,800,37.4,450,66.6,3.26,120,10.9,1060,35.6,3.53,2040,0.355,0.5,570,619,1.79,0.09,1.36,6.2,6.2,107,46.1,6.2,1.6,93,4.1,91.8
"581",742,696800,7545820,0.094,2080,1.29,2.37,65.7,0.03,0.221,2900,0.304,1.28,2.43,17.5,1630,0.22,900,1.2,500,333,0.226,20,19.6,960,27.2,6.27,1710,0.214,0.4,530,20.5,0.192,0.071,0.057,5.99,0.5,81.3,45.6,6.2,1.5,90.8,3.9,126.4
"582",743,821283,7468220,0.741,2400,1.39,2.63,88.1,0.09,0.216,2560,0.397,2.16,3.11,21.1,3020,0.263,1700,3.7,740,177,0.48,50,37.3,1420,29.1,8.9,1840,0.281,0.5,540,55.8,0.31,0.1,0.175,5.88,0.9,45.2,45.6,6.4,1.6,91,3.9,206
"583",744,657214,7565280,0.497,1460,0.77,1.85,50.2,0.03,0.147,2780,0.256,0.78,1.62,8.92,940,0.234,1000,0.9,530,189,0.181,10,9.81,993,18.6,5.87,1550,0.244,0.3,470,23.9,0.108,0.093,0.037,2.61,0.3,34.6,46,6.2,1.3,96.2,3.7,156.3
"584",747,611100,7695700,0.417,2540,1.99,2.24,57.8,0.04,0.125,4610,0.367,4.68,8.26,41.8,4400,0.25,1000,2.5,1470,101,0.322,60,68.5,768,11.8,4.76,1500,0.111,1.2,530,31.8,0.433,0.091,0.111,9.95,1.3,41.9,44.8,5.9,1.2,90,3.7,122.1
"585",748,575119,7497120,0.095,1410,1.38,2.18,57.6,0.02,0.315,2290,0.271,0.69,2.54,7.49,1280,0.231,1200,1.1,510,218,0.282,20,7.83,915,29.9,9.47,1350,0.368,0.3,500,21.8,0.226,0.132,0.063,4.58,0.4,56.1,45.5,6.2,1.2,94,3.6,188
"586",751,727022,7589490,0.695,1340,2.13,2.44,63.7,0.03,0.304,2980,0.423,15.6,4.4,175,1900,0.234,1000,2.1,630,368,0.657,20,376,986,22.4,5.82,1730,0.251,0.5,570,23.5,0.235,0.094,0.063,7.42,0.7,60.8,45,6.3,1.5,89.8,3.8,131.4
"587",752,445072,7610430,0.124,2060,1.15,1.74,130,0.05,0.183,4460,0.414,1.65,1.68,6.71,1700,0.244,800,1.1,740,66.2,0.143,30,4.09,880,19.2,3.98,1850,0.232,0.7,510,40.3,0.128,0.084,0.057,3.72,0.7,56.9,48.2,6.7,1.4,95,3.9,108.5
"588",754,723396,7486290,0.765,2080,1.5,1.99,83.6,0.05,0.266,2570,0.292,3.91,3.1,42.3,2150,0.318,1200,2,520,214,0.469,40,78.8,948,27.7,9.35,1220,0.306,0.5,510,32.5,0.205,0.191,0.086,6.15,0.7,51,45.8,6.1,1.1,90.6,3.7,164.9
"589",755,638770,7700250,0.115,3360,5.63,3.03,96.3,0.1,0.191,3690,0.632,13.4,4.44,117,4100,0.31,600,5.9,650,145,0.338,20,257,1000,17.4,3.46,1940,0.215,1.2,460,30.6,0.272,0.09,0.152,7.16,3.4,31.8,44.7,6.3,1.5,91.9,3.9,105.9
"590",756,447472,7560050,0.203,2330,1.3,2.07,79,0.06,0.322,3410,0.21,1.93,3.45,7.97,2380,0.259,800,1.5,680,244,0.192,30,6.29,1020,24.9,6.89,1400,0.158,1,580,22.3,0.232,0.116,0.102,9.63,1.3,58.1,42.9,6,1.2,86.6,3.7,131.8
"591",757,788150,7626640,0.098,1850,1.24,2.29,76.3,0.07,0.121,3830,0.4,2.62,2.26,22.5,1570,0.206,1000,2.6,970,59.5,0.255,70,33.1,887,14.8,5.02,1800,0.169,0.4,490,55.2,0.211,0.109,0.057,4.5,0.7,49.8,47,6.4,1.4,92.8,4,122.8
"592",758,656286,7417480,0.436,2570,1.05,2.18,91.2,0.05,0.193,3710,0.352,2.46,12.2,9.79,3560,0.234,1100,2.5,1420,372,0.269,40,12.7,868,25.8,11.8,1230,0.095,0.8,470,16.1,0.52,0.232,0.077,9.16,0.7,55.5,41.3,5.3,1.2,84.9,3.9,120.2
"593",759,508597,7410810,0.13,2130,1.61,1.72,146,0.09,0.4,3210,0.422,1.01,4.87,8.02,2470,0.253,1200,2.8,560,264,0.389,40,5.77,1100,48.4,8.92,1480,0.236,0.7,560,22.4,1.02,0.184,0.229,8.91,1.2,65.5,40,5.3,1.3,84.1,3.7,173.6
"594",761,812996,7605030,0.109,2070,1.07,2.44,57.5,0.04,0.125,2550,0.204,2.49,2.89,24.6,2150,0.17,900,2.6,810,50.6,0.289,40,46.6,956,16.6,4.73,1610,0.162,0.5,480,37.2,0.235,0.05,0.059,5.25,0.7,31.7,43.4,5.7,1.4,84,3.9,119.6
"595",763,645071,7651430,0.128,709,0.883,2.29,54.3,0.01,0.129,2900,0.214,1.67,2.05,27.6,970,0.192,1200,0.8,690,274,0.213,5,36.7,920,14.2,5.81,1510,0.182,0.3,460,20.6,0.11,0.059,0.042,3.1,0.3,55.9,48.8,6.3,1.4,96.9,3.7,169
"596",766,477159,7661950,0.121,6470,0.968,1.44,92.4,0.16,0.122,1990,0.225,1.73,3.06,4.95,4370,0.177,900,5,570,44.2,0.223,30,5.99,1690,15.9,5.65,1890,0.173,1.5,530,29.5,0.758,0.054,0.154,5.26,1.8,42.7,43.7,5.9,1.7,92,4,133.4
"597",767,602160,7837700,0.051,1070,0.67,5.21,43.1,0.02,0.082,3270,0.154,0.43,1.4,7.38,850,0.313,1300,2,1530,182,0.273,230,3.33,935,11.8,3.91,1860,0.139,0.3,530,36.6,0.255,0.053,0.099,3.65,0.5,29.7,46.7,6.3,1.5,93.2,4,118
"598",768,387296,7572540,0.188,4200,1.51,1.57,60.4,0.09,0.255,2200,0.379,1.06,2.52,5.73,3910,0.287,900,2.7,460,205,0.266,5,3.84,1330,23.1,5.94,1570,0.231,1.4,550,19.9,0.368,0.109,0.259,5.07,1.3,27.6,45.6,6,1.4,90.5,3.8,146.6
"599",769,651979,7641450,0.323,1050,1.02,2.18,59.1,0.01,0.141,2360,0.309,1.31,1.74,17.9,1000,0.253,1100,1,660,183,0.24,20,22.7,1030,17.1,4.62,1400,0.216,0.2,480,20.1,0.127,0.07,0.038,2.87,0.3,44.3,48.5,6.6,1.3,96.3,3.7,176.6
"600",771,467613,7648910,0.22,4480,1.16,1.55,86.5,0.03,0.142,3580,0.261,0.97,4.48,5.62,2700,0.257,1000,2,570,104,0.176,110,5.48,686,18,10.1,1230,0.141,0.8,570,19.1,0.384,0.071,0.065,6.18,0.9,40.4,43.5,6.1,1,86.7,3.6,179.6
"601",773,573770,7409460,0.189,1830,1.4,0.99,84.6,0.07,0.25,2930,0.479,1.8,2.4,5.34,1910,0.248,1000,1.3,790,57,0.215,40,6.63,953,23.8,6.82,1530,0.314,0.9,560,23,0.209,0.083,0.069,4.15,0.7,69,48.6,6.6,1.2,94.9,3.6,167.7
"602",774,559926,7730580,0.141,1260,1.16,2.01,108,0.04,0.133,4430,0.177,1.06,1.49,8.49,1580,0.218,800,1.6,1090,78.2,0.24,80,8.51,1030,16.4,3.44,2100,0.145,0.5,490,38.8,0.289,0.051,0.071,5.28,0.6,57.1,46.3,6.3,1.5,91.7,3.9,122.1
"603",775,641591,7632590,0.546,1450,0.791,2,111,0.04,0.1,3540,0.246,1.77,1.69,15.1,1250,0.198,1100,1.2,710,309,0.171,30,16.8,1170,14,5.07,1510,0.175,0.4,570,28.5,0.165,0.054,0.029,3,0.7,45.9,48.8,6.5,1.5,94.9,3.8,162.6
"604",776,547431,7685240,0.423,982,0.598,2.59,76.3,0.01,0.115,2650,0.136,0.99,2.14,12.6,1010,0.169,1200,1.1,700,648,0.223,20,9.18,969,14.9,7.01,1520,0.163,0.3,550,11.9,0.278,0.09,0.039,4.13,0.5,69,46,6.6,1.3,93,3.9,158.6
"605",777,456518,7674050,0.129,13000,1.02,1.81,119,0.23,0.085,940,0.346,1.8,3.04,5.88,2270,0.203,600,13.1,320,27.8,0.129,20,6.06,1340,14.2,5.43,1700,0.186,1,500,19.1,0.304,0.072,0.044,3.13,4.8,26.2,45.3,6.5,1.6,90.3,4.3,75.9
"606",778,586765,7450240,0.407,1470,1.28,2.07,108,0.08,0.272,3720,0.37,1.16,2.33,7.97,1310,0.302,1100,2.9,530,240,0.301,30,6.2,1100,33.1,8.31,1650,0.385,0.4,580,31.1,0.199,0.145,0.076,4.58,0.8,68.2,46.8,6.5,1.3,92.5,3.8,150.3
"607",781,507397,7510170,0.18,754,1.63,1.22,58.5,0.01,0.31,2700,0.38,0.54,3.34,5.89,840,0.285,800,0.35,720,115,0.224,20,5.09,738,25.7,6.16,1520,0.376,0.3,540,14.4,0.154,0.145,0.053,3.63,0.4,49,47.2,6.5,1.3,93.9,3.6,140.2
"608",782,691184,7552920,0.219,1130,0.846,1.91,59.8,0.01,0.18,3090,0.243,1.2,2.78,14,1460,0.161,1100,0.8,640,416,0.247,30,17.8,952,21.3,9.25,1360,0.225,0.3,510,19.8,0.127,0.128,0.052,4.79,0.4,50.1,44.8,6.3,1.2,91.5,4,170
"609",783,820199,7506340,0.522,2710,1.44,1.36,73.4,0.1,0.18,2310,0.303,1.13,5.18,11.4,2550,0.248,1000,5.8,450,139,0.307,80,14.9,833,27.9,7.18,1160,0.196,0.6,540,50.2,0.538,0.095,0.131,7.38,1.5,41.8,43.7,5.7,1,81.3,3.8,137.6
"610",784,649700,7738700,0.072,471,1.38,2.99,35.8,0.01,0.098,2460,0.208,2.5,1.9,31.4,940,0.182,800,1,950,114,0.157,110,65.4,735,10.9,2.28,1710,0.178,0.2,390,14.6,0.084,0.043,0.026,2.54,0.3,26.1,50.4,6.9,1.2,97.6,3.7,141
