"","ID","XCOO","YCOO","Ag","Ag_INAA","Al","Al2O3","As","As_INAA","Au_INAA","B","Ba","Ba_INAA","Be","Bi","Br_IC","Br_INAA","Ca","Ca_INAA","CaO","Cd","Ce_INAA","Cl_IC","Co","Co_INAA","EC","Cr","Cr_INAA","Cs_INAA","Cu","Eu_INAA","F_IC","Fe","Fe_INAA","Fe2O3","Hf_INAA","Hg","Hg_INAA","Ir_INAA","K","K2O","La","La_INAA","Li","LOI","Lu_INAA","wt_INAA","Mg","MgO","Mn","MnO","Mo","Mo_INAA","Na","Na_INAA","Na2O","Nd_INAA","Ni","Ni_INAA","NO3_IC","P","P2O5","Pb","pH","PO4_IC","Rb","S","Sb","Sb_INAA","Sc","Sc_INAA","Se","Se_INAA","Si","SiO2","Sm_INAA","Sn_INAA","SO4_IC","Sr","Sr_INAA","SUM_XRF","Ta_INAA","Tb_INAA","Te","Th","Th_INAA","Ti","TiO2","U_INAA","V","W_INAA","Y","Yb_INAA","Zn","Zn_INAA","ELEV","COUN","ASP","TOPC","LITO","Al_XRF","Ca_XRF","Fe_XRF","K_XRF","Mg_XRF","Mn_XRF","Na_XRF","P_XRF","Si_XRF","Ti_XRF"
"349",443,541130,7763100,0.005,2.5,8430,14.85,0.9,1.4,0.004,1.5,53.9,550,0.19,0.011,0.001,11,4690,30000,5.19,0.029,84,0.003,6.1,13,0.32,22.6,100,0.5,14.8,2.1,5e-04,13500,43600,5.7,6,0.01,0.5,0.0025,1400,1.33,28.5,46,6.3,1.56,0.41,31.38,5510,2.66,160,0.09,0.1,0.5,200,29300,3.88,35,11.5,10,5e-04,1190,0.28,1.6,5.8,0.002,28,28,0.005,0.3,2,18,0.051,1.5,100,63.76,6.6,50,6,24,250,99.95,0.25,0.25,0.004,6,5,802,0.65,2.7,30.3,0.5,5.9,2.7,21.7,105,200,2,4,36,20,7.86,3.7,3.98,1.1,1.6,0.069,2.87,0.122,29.8,0.389
"350",444,850684,7538380,0.038,2.5,36600,14.8,1.7,4.2,0.001,1.5,214,850,10.2,0.217,0.001,17,3240,5000,2.56,0.114,500,0.004,7.1,11,0.6,60.9,130,2,18.7,12.2,5e-04,14000,49900,7.02,65,0.02,0.5,0.0025,1500,3.48,199,310,9.4,6.45,2.1,36.36,4690,2.02,1060,0.27,0.9,4,2100,34700,4.56,200,45.4,10,0.0013,77,0.22,7.9,5.8,0.002,150,160,0.08,0.4,1.3,6.9,0.082,1.5,120,56.44,35,50,21,645,250,99.14,29,5.1,0.013,37,33,1670,1.32,7.4,26.1,0.5,121,15.7,105,151,190,3,4,30,20,7.83,1.82,4.9,2.88,1.21,0.209,3.38,0.096,26.38,0.791
"351",445,798791,7465740,0.011,2.5,9980,13.51,0.5,0.25,0.001,1.5,30.5,520,0.37,0.048,0.001,3.7,2130,20000,3.34,0.034,44,0.006,6.9,13,0.5,25.9,96,2,26.2,0.9,5e-04,14100,33600,4.72,6,0.01,0.5,0.0025,1100,1.73,14.7,23,21.2,3.75,0.35,30.93,3870,1.53,247,0.08,0.1,0.5,140,32100,3.68,17,23.4,10,5e-04,418,0.1,4.7,5.7,0.002,89,59,0.005,0.05,1.5,9.1,0.049,1.5,330,66.97,3.3,50,6,10.9,700,99.95,2.5,0.25,0.005,6,5.4,926,0.53,0.25,23,0.5,5.6,2.5,39.1,93,80,3,0,60,1,7.15,2.38,3.3,1.43,0.92,0.061,2.73,0.043,31.3,0.317
"352",447,726451,7742860,0.012,2.5,14200,13.49,1.6,2.6,0.007,1.5,15,700,0.52,0.115,0.001,9.5,3090,20000,1.29,0.077,56,0.004,12,13,0.3,36.7,72,3,18,1,5e-04,25300,32300,3.88,6,0.01,0.5,0.0025,700,2.53,17.5,26,20.9,3.03,0.3,31.48,7650,1.39,282,0.05,0.1,3,50,25600,3.23,17,31.4,10,5e-04,501,0.11,7.9,5.7,0.002,88,47,0.091,0.4,4.1,10,0.101,1.5,130,70.1,3.3,50,2,20.4,250,99.61,1.4,0.25,0.015,11,9.5,1610,0.52,3,34.3,0.5,7.4,1.9,54.8,86,150,3,0,46,9,7.14,0.92,2.71,2.1,0.83,0.038,2.39,0.048,32.76,0.311
"353",448,611379,7805800,0.006,2.5,13700,12.08,4.3,5.7,0.001,6,45.9,380,0.92,0.142,0.001,3,370,5000,0.32,0.049,72,0.003,11.4,13,0.29,25.4,60,3,16.8,1.3,0.001,29600,36000,5.38,15,0.02,0.5,0.0025,2400,3.25,13.4,35,19.2,3.39,0.59,33.37,6530,1.8,404,0.07,0.3,0.5,60,7600,1,29,22.1,10,5e-04,306,0.07,6.7,5.9,0.002,87,28,0.149,0.6,3.6,10,0.114,1.5,130,71.51,4.3,50,3,9.2,250,99.52,0.25,0.7,0.021,10,11,228,0.65,2.7,26.7,0.5,7.3,3.8,46.5,67,180,2,0,52,9,6.39,0.22,3.76,2.69,1.08,0.054,0.74,0.03,33.42,0.389
"354",452,560450,7756750,0.011,2.5,3570,12.74,0.1,0.25,0.001,1.5,13.1,530,0.11,0.03,0.001,2.5,1850,20000,3.22,0.028,35,0.001,2.4,8,0.21,7.7,54,0.5,7.4,1,5e-04,5730,33500,4.87,6,0.01,0.5,0.0025,500,1.63,11.3,20,3.1,0.57,0.41,34.01,1420,1.74,65.8,0.07,0.1,0.5,120,24500,2.99,14,4.3,10,5e-04,385,0.09,1.6,6.1,0.002,45,11,0.005,0.05,1.2,13,0.027,1.5,100,71.55,2.8,50,1,5.3,250,100.05,1.9,0.25,0.008,5,5.7,410,0.57,1.5,12,0.5,4.8,2.8,9.6,62,260,2,3,43,20,6.74,2.3,3.4,1.35,1.04,0.054,2.21,0.039,33.44,0.341
"355",453,675508,7590990,0.013,2.5,9600,14.13,0.3,0.25,0.001,1.5,84.7,580,0.19,0.006,0.001,3.5,2610,40000,5.64,0.025,66,0.001,9.2,23,0.36,50.8,240,0.5,34.3,1.7,5e-04,17300,67900,8.46,6,0.02,0.5,0.0025,1200,1.11,13,28,4.4,1.63,0.47,32.39,5090,4.42,107,0.12,0.1,0.5,230,24700,2.92,25,32.3,10,5e-04,663,0.16,0.9,6.4,0.002,23,39,0.005,0.05,2.8,25,0.084,1.5,100,60.12,4.8,50,5,7.5,700,99.63,0.25,0.8,0.008,5,3.3,1260,0.93,0.25,49.2,0.5,4.4,3.4,19.1,169,130,3,3,52,6,7.47,4.03,5.91,0.92,2.66,0.092,2.16,0.069,28.1,0.557
"356",454,540620,7858000,0.025,2.5,10400,10.43,4.3,4,0.001,1.5,9.3,420,0.19,0.113,0.001,7.3,360,5000,0.18,0.008,67,0.002,9.5,9,1.02,13.9,52,2,13.6,1,5e-04,22300,26000,3.6,11,0.02,0.5,0.0025,1800,2.39,21.8,23,7.2,3.17,0.58,34.51,4720,1.1,244,0.04,0.1,0.5,20,7100,0.9,19,12.2,10,0.0015,254,0.05,9,5.9,0.002,84,31,0.097,0.3,1.1,7.8,0.287,1.5,130,76.76,3.3,50,6,1.9,250,99.22,0.25,0.9,0.015,12,11,756,0.6,2.3,11.4,0.5,9.3,3.7,34.5,69,120,2,3,30,10,5.52,0.12,2.51,1.98,0.66,0.03,0.66,0.021,35.87,0.359
"357",455,401650,7693100,0.005,2.5,4920,13.06,0.2,0.25,0.001,1.5,32.8,520,0.1,0.011,0.001,2.3,2020,20000,3.32,0.011,27,0.001,4.7,9,0.32,16.5,63,0.5,12.7,0.8,5e-04,8220,21400,2.89,5,0.01,0.5,0.0025,1800,1.59,10,14,6.2,0.9,0.17,35.12,2620,1.45,94.3,0.05,0.1,3,120,27900,3.94,12,8.8,10,5e-04,418,0.1,0.9,5.9,0.002,53,14,0.005,0.05,1.1,9.4,0.02,1.5,110,74.25,2.1,50,1,8,250,101.89,0.25,0.25,0.007,4,3.1,582,0.34,0.25,17.1,0.5,2.2,1.2,12.5,25,380,2,0,40,1,6.91,2.37,2.02,1.32,0.87,0.038,2.92,0.043,34.7,0.203
"358",456,700690,7612040,0.007,2.5,6960,12.37,0.2,0.25,0.001,1.5,48,570,0.13,0.008,0.001,9.5,3980,50000,1.52,0.023,38,0.001,4.9,19,0.24,19.9,200,0.5,11,1.3,5e-04,9330,47000,3.39,6,0.01,0.5,0.0025,900,3.43,9.7,17,2.8,0.68,0.38,31.98,2860,0.52,106,0.03,0.1,0.5,400,31800,3.48,15,17.2,10,5e-04,650,0.06,0.9,6,0.002,39,36,0.011,0.05,1.8,17,0.026,1.5,140,73.62,3.5,50,1,12,600,99.49,0.25,0.7,0.005,1.5,1.5,610,0.4,0.25,22.7,0.5,4.2,2.6,11.9,69,150,3,32,55,22,6.54,1.08,2.37,2.84,0.31,0.023,2.58,0.026,34.4,0.239
"359",457,421257,7404360,0.002,2.5,3600,14.95,0.2,0.25,0.001,1.5,18.5,1100,0.19,0.0025,0.001,0.25,950,20000,5.59,0.009,25,0.002,3.7,3,0.19,35.9,18,0.5,4.3,0.6,5e-04,27100,12500,6.09,3,0.01,0.5,0.0025,500,1,18.8,17,3.1,1.21,0.09,32.03,1620,3.12,54.5,0.1,0.1,2,60,27600,3.68,9,11.6,10,5e-04,352,0.15,1.1,5.8,0.002,110,12,0.005,0.05,1,2.7,0.025,1.5,180,63.42,1.4,50,2,3.3,250,99.93,0.25,0.25,0.0015,13,6.7,533,0.63,0.8,55.7,0.5,3.7,0.6,6.9,25,235,1,3,42,7,7.91,3.99,4.25,0.83,1.88,0.077,2.73,0.065,29.64,0.377
"360",458,527339,7419500,0.004,2.5,5320,9.82,0.3,0.25,0.001,1.5,12.6,390,0.17,0.018,0.001,2.5,820,5000,1.63,0.018,19,0.001,3.6,8,0.28,29.2,79,0.5,4.7,0.5,5e-04,8600,22000,2.47,2,0.01,0.5,0.0025,500,2.05,5.9,11,3.1,1.45,0.15,34.68,1870,1.14,96.2,0.03,0.1,0.5,60,18600,2.47,8,9,69,5e-04,214,0.05,1.4,5.9,0.002,44,21,0.005,0.05,1.1,6.4,0.021,1.5,430,78.04,1.3,50,3,2.1,250,99.42,0.25,0.25,0.0015,3,4.7,377,0.28,1,19.1,0.5,1.8,0.8,7.4,25,200,1,14,51,51,5.19,1.16,1.72,1.7,0.68,0.023,1.83,0.021,36.47,0.167
"361",459,695676,7595470,0.005,2.5,4510,13.96,0.05,0.25,0.001,1.5,19.6,550,0.08,0.008,0.001,3.6,2040,30000,5.11,0.021,21,0.003,6.2,18,0.28,17.1,180,0.5,10.1,0.8,0.0012,7300,38000,7.2,3,0.01,0.5,0.0025,400,1.1,5.1,10,2.7,1.19,0.3,31.27,3320,4.08,80.9,0.12,0.1,0.5,150,28300,3.21,11,33.4,10,5e-04,324,0.08,0.7,6.1,0.002,21,23,0.005,0.05,1.1,13,0.02,1.5,260,64.18,2.1,50,4,7,250,100.7,0.25,0.25,0.006,1.5,1,284,0.49,0.25,13.4,0.5,2,1.7,10,85,140,3,32,70,1,7.38,3.65,5.03,0.91,2.46,0.092,2.38,0.034,29.99,0.293
"362",460,829416,7486010,0.007,2.5,7010,13.68,0.4,0.25,0.005,1.5,33.4,470,0.33,0.025,0.001,2.6,2630,30000,3.92,0.025,32,0.001,4.1,10,0.27,20.1,110,0.5,14.5,1,5e-04,7730,24500,3.54,7,0.02,0.5,0.0025,600,1.54,11.7,19,5.1,1.21,0.25,34.41,2430,1.57,105,0.06,0.1,0.5,210,28900,3.78,15,13.5,10,5e-04,572,0.12,1.3,6,0.002,45,21,0.005,0.1,1.5,9.4,0.028,1.5,170,69.72,2.5,50,7,21.7,250,99.61,0.25,0.25,0.004,3,2.8,607,0.46,0.25,16.1,0.5,3.9,1.6,11.9,76,200,3,2,38,52,7.24,2.8,2.47,1.27,0.94,0.046,2.8,0.052,32.58,0.275
"363",461,742425,7639660,0.006,2.5,5900,14.34,0.2,0.25,0.002,1.5,43.2,600,0.13,0.012,0.001,6.5,3550,40000,4.35,0.023,32,0.002,6.1,13,0.23,27.6,130,0.5,8.7,1.2,5e-04,12200,33100,4.87,5,0.01,0.5,0.0025,1100,1.32,10.6,18,4,1,0.23,34.95,3930,2.14,124,0.08,0.1,0.5,270,29200,4.18,15,27.9,92,5e-04,845,0.17,1.1,5.8,0.002,41,29,0.005,0.05,1.9,11,0.029,1.5,150,66.62,3,50,3,20.6,800,99.65,0.25,0.25,0.004,1.5,2.6,596,0.58,0.25,24,0.5,3.7,1.5,14.1,25,160,3,4,40,20,7.59,3.1,3.4,1.09,1.29,0.061,3.1,0.074,31.13,0.347
"364",462,552179,7653710,0.014,2.5,14900,14.38,0.6,1.1,0.001,1.5,134,760,0.4,0.016,0.001,3.1,1110,20000,2.29,0.027,68,0.001,9,14,0.3,38.1,94,0.5,26,1.3,5e-04,17600,40400,6.09,6,0.02,0.5,0.0025,2600,2.1,14.8,38,6.2,2.09,0.41,32.3,5310,2.27,142,0.08,0.1,4,130,16100,2.28,24,23.9,10,5e-04,231,0.07,2.8,6.1,0.002,58,22,0.005,0.05,3.7,14,0.088,1.5,120,67.65,4.1,50,4,6.5,700,99.9,0.25,0.25,0.015,8,10,1170,0.61,1,43.3,0.5,3.9,2.5,31.6,121,150,1,14,50,20,7.61,1.63,4.25,1.74,1.36,0.061,1.69,0.03,31.61,0.365
"365",463,486406,7448190,0.018,2.5,9620,12.61,1,2,0.004,1.5,23.6,610,0.25,0.028,0.001,0.25,2080,30000,3.18,0.027,31,0.003,5.9,11,0.42,40.4,100,0.5,10,1,5e-04,17500,34700,5.07,6,0.04,0.5,0.0025,400,1.94,13.6,18,4.1,1.78,0.29,32.61,3210,1.94,108,0.06,0.1,0.5,170,23800,3.34,12,15.7,89,5e-04,306,0.07,2.1,5.9,0.002,53,51,0.03,0.05,3.1,13,0.056,1.5,220,68.78,2.5,50,14,7.2,500,99.64,1.9,0.25,0.008,7,4.2,1320,0.87,2.1,43.5,0.5,4.9,1.7,12.6,86,245,1,1,48,51,6.67,2.27,3.54,1.61,1.16,0.046,2.47,0.03,32.14,0.521
"366",466,834260,7529340,0.006,2.5,24000,15.38,1,1.7,0.001,1.5,174,820,2,0.04,0.001,4.7,2740,20000,2.86,0.05,150,0.004,11.2,13,0.35,98.4,150,0.5,46.6,2,5e-04,19900,33100,4.75,13,0.04,0.5,0.0025,3600,3.05,49.6,82,14.6,3.68,0.26,31.17,8810,2.31,303,0.1,0.1,0.5,260,31500,4.12,39,61,100,0.0011,578,0.14,4.8,6.1,0.002,120,46,0.005,0.2,2.4,8,0.074,1.5,140,62.11,6.2,50,5,83.6,250,99.28,6.4,0.25,0.008,20,13,1540,0.77,2.7,42,0.5,11.5,1.9,47.2,101,190,3,3,50,20,8.14,2.04,3.32,2.53,1.39,0.077,3.05,0.061,29.03,0.461
"367",467,648300,7810800,0.007,2.5,9690,9.73,4.7,6.5,0.003,1.5,15.5,380,0.46,0.087,0.001,9,680,5000,0.45,0.018,47,0.002,9.1,11,0.31,15.4,39,2,20.2,1,5e-04,22400,31000,4.44,6,0.02,0.5,0.0025,800,2.66,10.4,24,14.2,2.73,0.44,34.66,4810,1.4,370,0.06,0.1,2,40,9400,1.28,17,14.5,10,0.002,346,0.09,5.4,6.1,0.002,67,44,0.133,0.9,1.9,7.7,0.146,1.5,150,76,3.5,50,4,4.5,250,99.44,0.25,0.6,0.011,5,7.3,145,0.61,2.1,20.3,0.5,6.3,2.6,29,51,100,2,34,50,9,5.15,0.32,3.1,2.2,0.84,0.046,0.94,0.039,35.52,0.365
"368",468,599609,7526860,0.014,2.5,25000,14.26,1.5,2.1,0.001,1.5,162,620,1.75,0.142,0.001,0.25,6000,5000,2.75,0.058,190,0.001,15.1,18,0.34,51.7,130,1,30.4,4,5e-04,33300,46900,6.69,7,0.05,0.5,0.0025,600,1.98,113,110,15.2,3.86,0.37,34.62,6270,2.28,755,0.14,0.3,7,210,23800,3.36,71,43.6,10,5e-04,3140,0.6,1.5,6.2,0.002,39,29,0.035,0.05,7.1,15,0.079,1.5,180,63.1,12,50,8,81.4,250,99.81,7.2,1.7,0.022,31,22,853,0.78,4.5,52.5,0.5,23.9,2.3,61.4,90,260,1,1,53,81,7.54,1.96,4.67,1.64,1.37,0.108,2.49,0.261,29.49,0.467
"369",469,385000,7647000,0.002,2.5,2120,11.93,0.3,0.25,0.001,1.5,11.2,690,0.13,0.012,0.001,0.25,1060,10000,2.01,0.009,24,0.001,2,6,0.17,10.9,50,0.5,4.4,0.5,5e-04,5750,16700,2.38,2,0.01,0.5,0.0025,400,2.74,10.2,13,4.6,0.61,0.1,36.13,1520,0.99,45,0.03,0.1,3,60,26800,3.83,7,6.7,10,5e-04,189,0.05,2.2,6.3,0.002,83,2.5,0.005,0.05,0.7,4.9,0.005,1.5,90,74.75,1.4,50,1,5.6,600,99.52,0.25,0.25,0.0015,7,6.9,270,0.21,1.2,12.2,0.5,2,0.7,6.3,25,395,2,2,33,1,6.31,1.43,1.66,2.27,0.59,0.023,2.84,0.021,34.93,0.125
"370",471,628463,7590110,0.004,2.5,9260,14.02,0.3,0.25,0.001,1.5,65.6,700,0.18,0.008,0.001,0.25,1410,20000,3.19,0.032,45,0.002,8.3,18,0.27,23.8,99,0.5,18.5,1.4,0.0013,14500,59400,8.56,5,0.01,0.5,0.0025,1000,1.55,8.9,25,3.1,1.26,0.57,32.36,2720,3.36,88.7,0.11,0.1,0.5,130,14700,1.84,18,19.6,10,5e-04,526,0.1,1.2,6.1,0.002,19,39,0.005,0.05,2.5,22,0.059,1.5,210,65.66,3.8,50,2,4.2,250,100.63,0.25,0.7,0.018,4,3.9,578,0.97,0.25,45.1,0.5,5,3.8,20.1,127,170,3,34,43,32,7.42,2.27,5.98,1.28,2.02,0.085,1.36,0.043,30.68,0.581
"371",472,626200,7397600,0.006,2.5,26100,12.53,0.9,1.5,0.004,1.5,88.2,410,0.49,0.554,0.001,0.25,2360,20000,2.59,0.036,40,0.001,24.8,32,0.29,82.8,150,2,69.4,0.9,5e-04,37100,52000,7.46,3,0.02,0.5,0.0025,4600,1.55,19.6,26,16,4.18,0.26,35.07,25400,5.94,463,0.1,0.6,0.5,90,18800,2.67,16,43.2,65,5e-04,496,0.11,1.1,6.2,0.002,60,17,0.011,0.05,7.1,17,0.299,1.5,130,61.66,2.5,50,2,8.1,250,99.64,0.8,0.6,0.271,9,5.2,1370,0.83,1.3,84.2,0.5,5.1,1.9,21.3,114,260,3,2,30,52,6.63,1.85,5.21,1.28,3.58,0.077,1.98,0.048,28.81,0.497
"372",474,759921,7610900,0.004,2.5,4110,13.4,0.05,0.25,0.001,1.5,16.6,360,0.06,0.0025,0.001,0.25,1200,30000,3.42,0.011,13,0.003,1.8,7,0.17,9.6,99,0.5,4.1,0.5,5e-04,3310,15600,2.29,2,0.01,0.5,0.0025,500,1.17,3.5,7.8,2.6,0.73,0.1,32,1170,1.31,33.8,0.04,0.1,0.5,190,28100,3.87,6,10.2,10,5e-04,128,0.04,0.5,6.2,0.002,29,14,0.012,0.05,0.6,6,0.005,1.5,170,73.39,1,50,1,5.1,250,99.84,0.25,0.25,0.005,1.5,1.4,228,0.19,0.25,7.7,0.5,0.9,0.7,6.3,25,160,3,0,22,20,7.09,2.44,1.6,0.97,0.78,0.03,2.87,0.017,34.3,0.113
"373",475,767144,7626490,0.002,2.5,9640,14.94,0.1,0.25,0.001,1.5,52.5,450,0.14,0.011,0.001,8,2970,30000,3.95,0.02,31,0.001,7.5,12,0.26,30.8,100,0.5,17.1,0.8,5e-04,11800,27600,4.18,4,0.01,0.5,0.0025,1800,1.34,9.8,17,6.7,1.56,0.21,36.97,3880,1.99,118,0.07,0.1,3,370,24800,3.58,12,23.3,10,5e-04,344,0.09,1.1,6.1,0.002,47,27,0.005,0.2,2.3,10,0.024,1.5,170,67.94,2.4,50,6,10.1,250,100.03,0.25,0.25,0.005,4,4.7,812,0.4,0.25,30.2,0.5,2.8,1.2,18.5,78,170,3,2,45,20,7.9,2.82,2.92,1.11,1.19,0.054,2.65,0.039,31.75,0.239
"374",476,853360,7438230,0.011,2.5,9500,14.21,0.4,0.25,0.001,3,42.4,450,0.23,0.026,0.001,2.3,3160,30000,3.87,0.031,29,0.002,7.3,14,0.27,30.6,110,0.5,17.3,0.8,5e-04,11400,29600,4.18,4,0.02,0.5,0.0025,900,1.5,10.5,14,7.2,1.53,0.24,33.95,5000,1.98,138,0.07,0.1,0.5,330,28600,3.6,9,29.6,10,5e-04,391,0.07,1.5,5.9,0.002,46,34,0.005,0.05,2.5,10,0.028,1.5,220,67.99,2.1,50,8,15.5,250,99.44,0.25,0.25,0.005,4,3,801,0.42,0.7,24.5,0.5,4.4,1.6,18.2,85,120,3,0,35,1,7.52,2.76,2.92,1.24,1.19,0.054,2.67,0.03,31.77,0.251
"375",477,746255,7524200,0.003,2.5,11200,14.04,0.5,0.25,0.001,3,54.6,460,0.19,0.013,0.001,7.6,3430,30000,4.85,0.034,35,0.004,8.2,19,0.37,30.1,130,0.5,42.8,1,5e-04,15200,48000,6.5,6,0.03,0.5,0.0025,1600,1.48,12.3,16,8.2,1.95,0.36,32.04,4210,2.76,145,0.1,0.1,2,250,26100,3.28,14,26.8,77,5e-04,677,0.14,1.5,5.6,0.002,54,54,0.005,0.05,2.6,15,0.08,1.5,170,63.02,2.9,50,9,8.7,250,98.82,0.25,0.25,0.006,5,3.4,1010,0.71,1.3,32.6,0.5,5,2.3,23.1,133,260,3,3,37,6,7.43,3.46,4.54,1.22,1.66,0.077,2.43,0.061,29.45,0.425
"376",478,504166,7759770,0.003,2.5,9820,14.03,0.3,0.25,0.001,1.5,57.5,560,0.14,0.007,0.001,6.4,2000,20000,3.02,0.023,42,0.003,6.2,12,0.32,22.4,81,0.5,13.1,1.1,5e-04,15600,41600,6.32,5,0.01,0.5,0.0025,1100,1.28,10.3,23,6.3,1.84,0.5,33.71,4090,2.52,133,0.1,0.2,0.5,190,20400,2.84,18,14.3,10,5e-04,379,0.09,1.4,5.6,0.002,27,38,0.005,0.05,2.8,16,0.039,1.5,200,67.7,3.4,50,3,8.1,500,100.3,1.1,0.25,0.011,5,4.7,695,0.56,0.25,33.9,0.5,4.3,3.2,26.6,65,270,2,1,40,51,7.42,2.15,4.42,1.06,1.51,0.077,2.1,0.039,31.64,0.335
"377",481,433200,7775000,0.009,2.5,5060,8.64,1.2,1.5,0.001,1.5,21.6,230,0.3,0.05,0.001,6.2,1780,20000,2.27,0.019,33,0.002,7.5,14,0.23,29.5,110,1,16.9,0.9,5e-04,11500,28100,3.9,6,0.01,0.5,0.0025,700,1.5,6.9,16,5.1,1.22,0.32,35.8,2750,1.99,128,0.05,0.1,2,160,13700,2.04,14,17.3,71,5e-04,274,0.06,3.2,6.1,0.002,47,19,0.029,0.3,1.8,11,0.058,1.5,120,77.41,2.5,50,1,4.9,500,99.63,1.1,0.25,0.006,4,4.2,411,0.54,1,22.1,0.5,4.5,2,10.2,25,170,2,12,65,10,4.57,1.62,2.72,1.24,1.19,0.038,1.51,0.026,36.18,0.323
"378",482,686161,7516750,0.008,2.5,15600,15.29,0.4,0.25,0.001,1.5,155,470,0.24,0.026,0.001,4.6,2440,30000,4.14,0.03,41,0.001,11.4,16,0.32,52.6,130,0.5,30.6,0.9,5e-04,19000,34600,5.01,4,0.02,0.5,0.0025,3000,1.3,15.8,24,16.2,2.5,0.14,35.89,7410,2.44,171,0.07,0.1,0.5,200,28400,3.86,18,40.9,10,0.0019,571,0.11,1.1,6,0.002,50,52,0.005,0.05,2.8,11,0.051,1.5,190,65.03,2.6,50,7,7.3,250,100.25,0.25,0.25,0.004,4,2.6,1620,0.49,0.25,39.2,0.5,2.4,1,41.9,63,150,3,2,35,1,8.09,2.95,3.5,1.07,1.47,0.054,2.86,0.048,30.39,0.293
"379",483,525640,7437700,0.002,2.5,9620,12.03,0.8,0.25,0.005,1.5,28,470,0.3,0.018,0.001,0.25,1400,30000,2.22,0.015,33,0.001,9.7,14,0.23,64.8,160,0.5,19.2,0.8,5e-04,21000,38300,4.92,4,0.01,0.5,0.0025,1100,1.57,10.4,19,5.5,1.74,0.24,34.38,7320,2.47,117,0.05,0.1,0.5,110,32400,3.47,18,26.6,10,5e-04,240,0.06,0.9,6.1,0.002,71,7,0.016,0.3,3.6,14,0.034,1.5,130,71.39,2.7,50,4,5,250,100.56,0.25,0.25,0.007,7,6.2,970,0.64,0.25,49.8,0.5,4.2,1.4,9.6,25,175,1,12,47,51,6.36,1.58,3.44,1.3,1.48,0.038,2.57,0.026,33.36,0.383
"380",484,554728,7548650,0.002,2.5,19100,14.27,0.6,2,0.001,1.5,68.9,910,0.53,0.032,0.001,3.3,710,5000,1.86,0.027,130,0.001,11.5,19,0.36,53.9,210,0.5,20.2,1.8,5e-04,23800,49700,6.67,10,0.03,0.5,0.0025,800,2.28,44.5,65,8.1,2.92,0.51,37.38,3990,2.36,217,0.08,0.1,6,90,19200,2.13,42,34.9,10,5e-04,173,0.05,3,5.7,0.002,45,34,0.017,0.3,7.7,21,0.087,1.5,180,66.67,7.6,50,8,4.5,250,100.16,0.25,0.25,0.014,13,12,1200,0.87,2.7,46.2,0.5,16.9,3.8,25.6,135,280,1,12,49,1,7.55,1.32,4.66,1.89,1.42,0.061,1.58,0.021,31.16,0.521
"381",485,451140,7702690,0.006,2.5,12500,12.84,0.9,0.25,0.001,1.5,78.2,440,0.38,0.021,0.001,2.7,4220,50000,4.78,0.042,64,0.001,15.5,33,0.28,88.6,320,0.5,46.3,1.6,5e-04,24700,62400,8.44,9,0.01,0.5,0.0025,2800,1.68,26.4,38,9,2.01,0.6,34.22,8620,4.82,245,0.12,0.1,0.5,310,28700,3.02,33,53.1,10,5e-04,848,0.18,2,5.7,0.002,57,31,0.005,0.05,3.8,23,0.14,1.5,110,60.87,5.8,50,2,20.2,250,99.59,0.25,1.3,0.01,8,6.3,1310,0.81,1.9,52.5,0.5,9.2,3.6,30.3,162,180,2,12,52,1,6.79,3.41,5.9,1.39,2.9,0.092,2.24,0.078,28.45,0.485
"382",486,504898,7744820,0.007,2.5,9700,13.35,0.3,0.8,0.001,1.5,37.4,490,0.16,0.012,0.001,5.7,1030,10000,2.46,0.032,38,0.001,5.3,12,0.26,16.2,86,0.5,10.2,0.9,5e-04,15300,44500,6.68,6,0.01,0.5,0.0025,700,1.06,9.8,21,5.4,2.39,0.48,37.28,2420,2.31,135,0.11,0.1,0.5,90,22900,2.62,10,9.6,10,5e-04,273,0.06,1.8,5.5,0.002,7.5,42,0.015,0.05,2.2,18,0.086,1.5,150,68.22,3.2,50,3,4.5,250,99.83,0.25,0.25,0.012,6,6,529,0.57,1.7,29.9,0.5,3.2,3.4,26.4,25,290,1,0,40,51,7.06,1.75,4.67,0.88,1.39,0.085,1.94,0.026,31.88,0.341
"383",487,783213,7459410,0.002,2.5,4880,13.48,0.2,0.25,0.001,1.5,12.8,410,0.12,0.018,0.001,0.25,2570,30000,4,0.02,25,0.001,3.7,11,0.18,17.9,110,3,14.5,0.7,5e-04,6380,22300,3.33,5,0.01,0.5,0.0025,100,1.29,5.6,12,3.8,1.04,0.22,35.55,2030,1.5,65,0.06,0.1,0.5,230,35700,3.64,2.5,14.9,10,5e-04,366,0.08,0.9,5.8,0.002,7.5,23,0.014,0.05,1.1,8.5,0.022,1.5,180,70.55,1.9,50,1,7.5,250,99.39,0.25,0.25,0.004,1.5,2.8,442,0.42,0.25,13.1,0.5,2.7,1.1,7.9,25,70,3,0,30,32,7.13,2.85,2.32,1.07,0.9,0.046,2.7,0.034,32.97,0.251
