"","age","ethnicity","mstatus"
"7379",51,"European","Married/Partnered"
"7380",18,"European","Single"
"7381",20,"European","Single"
"7382",21,"European","Single"
"7384",23,"European","Married/Partnered"
"7386",57,"European","Married/Partnered"
"7387",37,"European","Married/Partnered"
"7389",42,"European","Married/Partnered"
"7390",36,"European","Married/Partnered"
"7395",47,"European","Married/Partnered"
"7396",20,"European","Single"
"7397",42,"European","Married/Partnered"
"7398",53,"European","Married/Partnered"
"7399",19,"European","Single"
"7400",46,"European","Married/Partnered"
"7401",28,"European","Single"
"7402",30,"European","Married/Partnered"
"7403",30,"European","Married/Partnered"
"7404",40,"European","Married/Partnered"
"7405",37,"European","Married/Partnered"
"7406",36,"European","Married/Partnered"
"7407",23,"European","Married/Partnered"
"7408",45,"European","Married/Partnered"
"7409",52,"European","Married/Partnered"
"7410",21,"European","Single"
"7411",60,"European","Married/Partnered"
"7412",34,"European","Married/Partnered"
"7413",30,"European","Married/Partnered"
"7414",53,"European","Married/Partnered"
"7417",32,"European","Married/Partnered"
"7418",29,"European","Married/Partnered"
"7422",56,"European","Married/Partnered"
"7423",43,"European","Married/Partnered"
"7424",38,"European","Married/Partnered"
"7426",38,"European","Married/Partnered"
"7428",46,"European","Married/Partnered"
"7429",58,"European","Married/Partnered"
"7430",34,"European","Married/Partnered"
"7431",53,"European","Married/Partnered"
"7434",31,"European","Married/Partnered"
"7436",30,"European","Married/Partnered"
"7437",31,"European","Married/Partnered"
"7438",39,"European","Married/Partnered"
"7439",39,"European","Married/Partnered"
"7440",30,"European","Married/Partnered"
"7441",53,"European","Divorced/Separated"
"7442",34,"European","Married/Partnered"
"7443",31,"European","Married/Partnered"
"7451",29,"European","Single"
"7452",33,"European","Married/Partnered"
"7453",28,"European","Single"
"7455",28,"European","Single"
"7456",46,"European","Married/Partnered"
"7461",43,"European","Married/Partnered"
"7462",42,"European","Married/Partnered"
"7463",26,"European","Married/Partnered"
"7464",37,"European","Married/Partnered"
"7465",36,"European","Married/Partnered"
"7466",33,"European","Married/Partnered"
"7467",40,"European","Married/Partnered"
"7468",29,"European","Married/Partnered"
"7471",32,"European","Married/Partnered"
"7472",45,"European","Married/Partnered"
"7474",28,"European","Married/Partnered"
"7477",54,"European","Married/Partnered"
"7479",41,"European","Widowed"
"7482",48,"European","Married/Partnered"
"7483",44,"European","Married/Partnered"
"7484",45,"European","Divorced/Separated"
"7487",29,"European","Married/Partnered"
"7492",31,"European","Married/Partnered"
"7493",39,"European","Married/Partnered"
"7494",43,"European","Married/Partnered"
"7496",43,"European","Divorced/Separated"
"7500",29,"European","Single"
"7501",30,"European","Single"
"7509",21,"European","Married/Partnered"
"7511",28,"European","Married/Partnered"
"7516",20,"European","Single"
"7518",34,"European","Divorced/Separated"
"7525",51,"European","Married/Partnered"
"7530",40,"European","Married/Partnered"
"7534",32,"European","Married/Partnered"
"7536",27,"European","Single"
"7538",25,"European","Single"
"7541",27,"European","Married/Partnered"
"7542",59,"European","Married/Partnered"
"7543",55,"European","Married/Partnered"
"7546",43,"European","Married/Partnered"
"7547",33,"European","Married/Partnered"
"7578",32,"European","Married/Partnered"
"7581",33,"European","Married/Partnered"
"7582",62,"European","Married/Partnered"
"7583",45,"European","Single"
"7584",40,"European","Married/Partnered"
"7585",48,"European","Married/Partnered"
"7587",28,"European","Married/Partnered"
"7589",50,"European","Married/Partnered"
"7590",36,"European","Married/Partnered"
"7591",59,"European","Married/Partnered"
"7592",36,"European","Married/Partnered"
"7593",26,"European","Married/Partnered"
"7595",23,"European","Single"
"7596",25,"European","Single"
"7597",53,"European","Married/Partnered"
"7598",28,"European","Married/Partnered"
"7599",33,"European","Married/Partnered"
"7601",31,"European","Married/Partnered"
"7602",31,"European","Married/Partnered"
"7603",25,"European","Single"
"7604",24,"European","Single"
"7605",27,"European","Single"
"7607",42,"European","Married/Partnered"
"7611",40,"European","Married/Partnered"
"7612",27,"European","Married/Partnered"
"7613",49,"European","Married/Partnered"
"7614",61,"European","Married/Partnered"
"7615",50,"European","Divorced/Separated"
"7619",49,"European","Married/Partnered"
"7620",63,"European","Married/Partnered"
"7621",23,"European","Single"
"7623",28,"European","Married/Partnered"
"7624",51,"European","Married/Partnered"
"7626",32,"European","Married/Partnered"
"7627",48,"European","Married/Partnered"
"7628",45,"European","Married/Partnered"
"7632",46,"European","Married/Partnered"
"7633",28,"European","Married/Partnered"
"7634",54,"European","Married/Partnered"
"7635",21,"European","Single"
"7636",57,"European","Married/Partnered"
"7637",54,"European","Married/Partnered"
"7639",43,"European","Married/Partnered"
"7640",51,"European","Married/Partnered"
"7641",55,"European","Married/Partnered"
"7642",64,"European","Married/Partnered"
"7643",34,"European","Married/Partnered"
"7644",58,"European","Married/Partnered"
"7647",41,"European","Married/Partnered"
"7648",25,"European","Single"
"7649",52,"European","Married/Partnered"
"7650",52,"European","Married/Partnered"
"7651",50,"European","Married/Partnered"
"7652",62,"European","Married/Partnered"
"7653",49,"European","Married/Partnered"
"7655",54,"European","Married/Partnered"
"7656",34,"European","Married/Partnered"
"7657",55,"European","Married/Partnered"
"7661",34,"European","Married/Partnered"
"7662",29,"European","Single"
"7664",53,"European","Divorced/Separated"
"7666",56,"European","Married/Partnered"
"7667",29,"European","Married/Partnered"
"7668",28,"European","Married/Partnered"
"7669",48,"European","Married/Partnered"
"7670",32,"European","Single"
"7671",30,"European","Married/Partnered"
"7672",51,"European","Married/Partnered"
"7673",56,"European","Married/Partnered"
"7674",43,"European","Married/Partnered"
"7676",55,"European","Married/Partnered"
"7677",30,"European","Single"
"7678",52,"European","Married/Partnered"
"7679",25,"European","Single"
"7680",52,"European","Married/Partnered"
"7682",58,"European","Married/Partnered"
"7683",45,"European","Married/Partnered"
"7684",56,"European","Married/Partnered"
"7685",59,"European","Married/Partnered"
"7686",49,"European","Married/Partnered"
"7688",40,"European","Married/Partnered"
"7689",50,"European","Married/Partnered"
"7690",30,"European","Single"
"7693",48,"European","Married/Partnered"
"7694",46,"European","Married/Partnered"
"7695",45,"European","Divorced/Separated"
"7696",49,"European","Married/Partnered"
"7697",26,"European","Married/Partnered"
"7699",27,"European","Single"
"7701",54,"European","Married/Partnered"
"7702",50,"European","Widowed"
"7706",53,"European","Married/Partnered"
"7708",50,"European","Married/Partnered"
"7709",32,"European","Married/Partnered"
"7710",28,"European","Married/Partnered"
"7711",39,"European","Single"
"7712",19,"European","Married/Partnered"
"7713",22,"European","Married/Partnered"
"7714",39,"European","Married/Partnered"
"7716",52,"European","Married/Partnered"
"7717",42,"European","Married/Partnered"
"7718",24,"European","Single"
"7719",53,"European","Married/Partnered"
"7720",29,"European","Married/Partnered"
"7724",58,"European","Married/Partnered"
"7725",54,"European","Married/Partnered"
"7727",35,"European","Married/Partnered"
"7728",58,"European","Married/Partnered"
"7730",34,"European","Single"
"7732",41,"European","Married/Partnered"
"7735",26,"European","Married/Partnered"
"7736",46,"European","Married/Partnered"
"7737",27,"European","Married/Partnered"
"7738",38,"European","Married/Partnered"
"7739",56,"European","Single"
"7740",32,"European","Married/Partnered"
"7741",44,"European","Married/Partnered"
"7742",41,"European","Married/Partnered"
"7743",32,"European","Married/Partnered"
"7745",23,"European","Single"
"7747",43,"European","Married/Partnered"
"7748",54,"European","Married/Partnered"
"7751",21,"European","Single"
"7752",60,"European","Married/Partnered"
"7753",34,"European","Married/Partnered"
"7754",47,"European","Divorced/Separated"
"7755",43,"European","Married/Partnered"
"7758",39,"European","Single"
"7759",52,"European","Married/Partnered"
"7762",21,"European","Single"
"7764",45,"European","Married/Partnered"
"7765",41,"European","Married/Partnered"
"7768",56,"European","Married/Partnered"
"7769",28,"European","Single"
"7772",58,"European","Married/Partnered"
"7775",49,"European","Married/Partnered"
"7776",30,"European","Single"
"7777",51,"European","Married/Partnered"
"7779",24,"European","Single"
"7784",30,"European","Married/Partnered"
"7785",47,"European","Widowed"
"7786",61,"European","Married/Partnered"
"7788",29,"European","Married/Partnered"
"7789",26,"European","Married/Partnered"
"7790",38,"European","Married/Partnered"
"7791",54,"European","Married/Partnered"
"7792",25,"European","Married/Partnered"
"7793",37,"European","Married/Partnered"
"7797",41,"European","Married/Partnered"
"7798",58,"European","Married/Partnered"
"7799",53,"European","Married/Partnered"
"7801",54,"European","Married/Partnered"
"7802",37,"European","Married/Partnered"
"7803",36,"European","Married/Partnered"
"7804",47,"European","Married/Partnered"
"7805",39,"European","Married/Partnered"
"7807",51,"European","Married/Partnered"
"7808",44,"European","Married/Partnered"
"7809",35,"European","Divorced/Separated"
"7810",19,"European","Single"
"7811",56,"European","Married/Partnered"
"7812",44,"European","Married/Partnered"
"7813",40,"European","Married/Partnered"
"7814",32,"European","Married/Partnered"
"7815",30,"European","Single"
"7816",21,"European","Single"
"7818",30,"European","Married/Partnered"
"7819",32,"European","Single"
"7820",43,"European","Married/Partnered"
"7824",56,"European","Married/Partnered"
"7825",46,"European","Married/Partnered"
"7826",32,"European","Married/Partnered"
"7827",52,"European","Divorced/Separated"
"7829",28,"European","Married/Partnered"
"7831",43,"European","Divorced/Separated"
"7832",50,"European","Married/Partnered"
"7833",27,"European","Single"
"7837",58,"European","Married/Partnered"
"7838",55,"European","Single"
"7839",35,"European","Married/Partnered"
"7841",43,"European","Married/Partnered"
"7842",54,"European","Married/Partnered"
"7843",32,"European","Single"
"7844",37,"European","Married/Partnered"
"7847",46,"European","Married/Partnered"
"7848",23,"European","Single"
"7849",48,"European","Married/Partnered"
"7850",60,"European","Married/Partnered"
"7852",29,"European","Married/Partnered"
"7853",43,"European","Married/Partnered"
"7854",24,"European","Single"
"7855",24,"European","Single"
"7856",39,"European","Married/Partnered"
"7858",40,"European","Married/Partnered"
"7859",52,"European","Married/Partnered"
"7860",47,"European","Single"
"7861",53,"European","Married/Partnered"
"7862",51,"European","Married/Partnered"
"7863",35,"European","Married/Partnered"
"7865",52,"European","Married/Partnered"
"7866",26,"European","Single"
"7867",52,"European","Married/Partnered"
"7868",33,"European","Married/Partnered"
"7870",47,"European","Married/Partnered"
"7871",24,"European","Married/Partnered"
"7872",34,"European","Single"
"7873",47,"European","Married/Partnered"
"7874",36,"European","Married/Partnered"
"7876",40,"European","Married/Partnered"
"7879",37,"European","Married/Partnered"
"7882",45,"European","Married/Partnered"
"7883",33,"European","Married/Partnered"
"7885",31,"European","Married/Partnered"
"7886",31,"European","Married/Partnered"
"7887",55,"European","Married/Partnered"
"7888",50,"European","Married/Partnered"
"7889",61,"European","Married/Partnered"
"7890",44,"European","Married/Partnered"
"7892",33,"European","Married/Partnered"
"7893",51,"European","Married/Partnered"
"7894",41,"European","Married/Partnered"
"7895",34,"European","Married/Partnered"
"7897",61,"European","Married/Partnered"
"7898",50,"European","Married/Partnered"
"7899",55,"European","Married/Partnered"
"7900",52,"European","Married/Partnered"
"7901",61,"European","Married/Partnered"
"7902",39,"European","Married/Partnered"
"7903",63,"European","Married/Partnered"
"7904",51,"European","Married/Partnered"
"7906",57,"European","Married/Partnered"
"7907",28,"European","Married/Partnered"
"7908",45,"European","Married/Partnered"
"7909",54,"European","Married/Partnered"
"7910",45,"European","Married/Partnered"
"7911",20,"European","Single"
"7912",52,"European","Married/Partnered"
"7913",39,"European","Married/Partnered"
"7914",37,"European","Married/Partnered"
"7915",51,"European","Married/Partnered"
"7916",35,"European","Married/Partnered"
"7917",34,"European","Married/Partnered"
"7918",57,"European","Married/Partnered"
"7919",37,"European","Married/Partnered"
"7921",58,"European","Married/Partnered"
"7922",32,"European","Married/Partnered"
"7923",55,"European","Married/Partnered"
"7925",50,"European","Married/Partnered"
