"","id","name","location","river","stationDescription","catchmentDescription","hydrometricArea","operator","haName","gridReference","stationType","catchmentArea","gdfStart","gdfEnd","farText","categories","altitude","sensitivity","lat","lon","Region","RecordedYears"
"938","47015","Tavy at Ludbrook","Ludbrook","Tavy","Unconventional control comprising a flume set within shallow (0.3m) wing walls which curve through 90 deg. W to fill the whole channel (20m). Cableway spans 32m. Responsive, well contained but highest flows out-of-bank. Good rating but greater uncertainty at higher flows due to lack of gaugings. Rating not confirmed for out-of-bank flow. Awaiting rating review (2012) as gaugings suggest rating is systematically overestimating flows. Low flows dominated by abstractions for hydropower station and public water supply for Plymouth and the Morwellham canal.","Responsive catchment drains from western flank of Dartmoor Granite plateau; valleys are steeply incised and forested below Tavistock. Land use: moorland, rough grazing and low grade agriculture.","47","Environment Agency - Devon and Cornwall","Tamar Group","SX476681","Miscellaneous",197.3,1981,2014,"N: Natural to within 10% at the 95 percentile flow.","FEH_NEITHER,HIFLOWS_INCLUDED,HIFLOWS_QMED,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",10,12,50.4928305881994,-4.14993237434298,"South West (England)",33
"939","47016","Lumburn at Lumburn Bridge","Lumburn Bridge","Lumburn","Velocity-area station poorly sited on a sharp bend u/s of a road bridge. Peak flows likely to be throttled by the bridge but contained by it. Current metering by wading or from the bridge. Natural catchment with very flashy regime. Closed for health and safety reasons in March 2002.","Moderate relief rural catchment draining Carboniferous Culm Measures and Devonian Slate. Land use: grazing, low grade agriculture.","47","Environment Agency - Devon and Cornwall","Tamar Group","SX459731","Velocity-area",20.5,1976,2002,"N: Natural to within 10% at the 95 percentile flow.","HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",67,27,50.53731808711,-4.17594693403617,"South West (England)",26
"940","47017","Wolf at Combe Park Farm","Combe Park Farm","Wolf","Trapezoidal flume structure measuring flow from a natural catchment; zero flow in August 1983. Station closed in 1987 after the construction of Roadford reservoir upstream.","Catchment of moderate relief, draining shales and sandstones of the Carboniferous Coal Measures. Land use: grazing and low level agriculture, rural.","47","Environment Agency - Devon and Cornwall","Tamar Group","SX418898","Flat V",31.1,1977,1986,NA,"HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",89,NA,50.6862886147771,-4.24087990681613,"South West (England)",9
"941","47018","Thrushel at Hayne Bridge","Hayne Bridge","Thrushel","Low level bed control between 7m wide, high angle, trapezoidal gabion wing walls, in poor section on meandering stretch with accretion problems. Cableway extends over low lb. Bypassed readily at high flows, well below bank-full. Rating from gaugings, does not account for bypassing. Low flows of limited quality, SL installed 2008(?) to improve low flows but with limited effect. Natural, responsive regime.","Moderate relief, natural catchment, responsive to rainfall. Drains w flank of Dartmoor; contains carboniferous Culm measures and Upper Devonian slates. Land use: rural, agriculture and woodland.","47","Environment Agency - Devon and Cornwall","Tamar Group","SX416866","Velocity-area",57.6,1989,2014,"N: Natural to within 10% at the 95 percentile flow.","FEH_QMED,HIFLOWS_EXCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",67,80,50.6574794558784,-4.2423377451822,"South West (England)",25
"942","47019","Tamar at Polson Bridge","Polson Bridge","Tamar","Informal Flat V control 18m wide between high angle trapezoidal gabion wing walls with a reasonably straight approach. Cableway just d/s of Kensey trib. Comes out of lb when Kensey in flood. Rating reasonable to bankfull, but requires low flow gaugings to confirm lower end (below 0.18m). Significant modification of flow due to Tamar Lake operations.","Moderate relief catchment with Carboniferous s'sts in headwaters and remainder Culm Measures (shales, l'sts, grits). Essentially rural, low grade agriculture, some forestry.","47","Environment Agency - Devon and Cornwall","Tamar Group","SX353848","Velocity-area",470.3,1987,2014,"N: Natural to within 10% at the 95 percentile flow.","HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",48,15,50.639557358864,-4.33058949867587,"South West (England)",27
"943","47020","Inny at Bealsmill","Bealsmill","Inny","Velocity area station with a low flow bed control built in 1976. Station closed 01/01/1981 - 11/10/1988 for cost saving, re-opened with new broad crested weir. Channel approximately 9.5m wide. Bankfull at 1.8m. Downstream siltation led to the drowning of the control structure during high flows in Dec 1999. Rating derived from current meter gaugings from cableway. Changes in rating due to shifting bed and shoaling. No major artificial influences.","Mixed geology,  mostly Upper Devonian, Culm Measures, Carboniferous with some areas of slate and thin limestone. Land-use: rural, low intensity agriculture, beef/sheep and dairy farms in lower reaches. No major urbanisation.","47","Environment Agency - Devon and Cornwall","Tamar Group","SX359770","Broad-crested weir",105,1976,2014,NA,"FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",43,NA,50.569640073524,-4.31866259880088,"South West (England)",38
"944","47021","Kensey at Launceston Newport","Launceston Newport","Kensey","","","47","Environment Agency - Devon and Cornwall","Tamar Group","SX330851","Velocity-area",33.4,NA,NA,NA,"FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,MEAN_FLOW,NRFA,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW",NA,NA,50.6415979906624,-4.36322264104273,"South West (England)",NA
"945","47022","Tory Brook at Newnham Park","Newnham Park","Tory Brook","","","47","Environment Agency - Devon and Cornwall","Tamar Group","SX551576","Velocity-area",15.7,NA,NA,NA,"FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,MEAN_FLOW,NRFA,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW",NA,NA,50.4003676724908,-4.04020496859693,"South West (England)",NA
"946","47023","Tamar at Tamarstone Bridge","Tamarstone Bridge","Tamar","","","47","Environment Agency - Devon and Cornwall","Tamar Group","SS283055","Ultrasonic",49.1,NA,NA,NA,"FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,MEAN_FLOW,NRFA,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW",NA,NA,50.8235157478096,-4.4391375210862,"South West (England)",NA
"947","47024","Tavy at Tavistock Abbey Bridge","Tavistock Abbey Bridge","Tavy","","","47","Environment Agency - Devon and Cornwall","Tamar Group","SX483745","Velocity-area",95.6,NA,NA,NA,"FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,MEAN_FLOW,NRFA,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW",NA,NA,50.5505272193277,-4.14267500221248,"South West (England)",NA
"948","47025","Wolf at Germansweek","Germansweek","Wolf","","","47","Environment Agency - Devon and Cornwall","Tamar Group","SX445942","Velocity-area",11.3,NA,NA,NA,"FEH_NEITHER,HIFLOWS_INCLUDED,MEAN_FLOW,NRFA,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW",NA,NA,50.7265555122657,-4.20454291166248,"South West (England)",NA
"949","48001","Fowey at Trekeivesteps","Trekeivesteps","Fowey","Three-bay compound Crump profile weir, with 1.52 m middle crest and two side crests of 2.75m (7.01 m total), superseded a broad-crested weir having central notch (limited accuracy, flow overestimated) on 4/10/68. Flood embankments ensure the full range is gauged. Substantial flow modification from associated public water supply abstraction, Sibleyback Reservoir operation, and exports.","Moderate relief, wet moorland catchment on the Bodmin Moor Granite. Extensive hill and valley peat deposits. Kaolinised granite moderates direct runoff response.","48","Environment Agency - Devon and Cornwall","Fal Group","SX227698","Compound Crump weir",36.8,1957,2014,NA,"FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",187.9,8,50.5010939927986,-4.50145528510648,"South West (England)",57
"950","48003","Fal at Tregony","Tregony","Fal","Originally a velocity-area station in a formalised trapezoidal channel; augmented by a low flow, side-contracted flume 2.8m wide in Aug 1967. Data available from Jun 1978, earlier data unreliable due to silting of inlet pipes. Full range station with sound high flow measurement. Moderate modification to flows owing to industrial abstractions and returns.","Responsive catchment of moderate to low relief, draining Devonian slates, shales and grits. Upper reaches plateau-like alluvial flats. Traverses the kaolinised St Austell Granite. Land use: low grade agriculture and grazing, some woodland.","48","Environment Agency - Devon and Cornwall","Fal Group","SW921447","Flume/Velocity-area",87,1978,2014,NA,"FEH_POOLING,FEH_QMED,FRIEND-EWA,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2003,WEB_SUMMARY_2003",6.9,6.7,50.2655935331242,-4.91850882151394,"South West (England)",36
"951","48004","Warleggan at Trengoffe","Trengoffe","Warleggan","Three-bay compound Crump profile weir, with central crest length 1.52m and two side crests of 4.265m (10.05m total). Weir fully modular. Wing walls at 1.67m. Flood banks contain flows up to wing wall height. Well confirmed by gaugings up to 0.5m (2.6 cumecs) but above this gauging suggests high flows overestimated due to skew flow in channel. Shoaling upstream. Some siltation occurs. The only gauged natural catchment on Bodmin Moor.","Natural catchment of moderate to steep relief. Upper 70% drains kaolinised granite; lower 30% traverses metamorphosed Devonian slates. Baseflow high for an upland catchment due to storage in the granite. Land use: rural catchment with small scattered villages on moorland. Some china clay works in upper catchment.","48","Environment Agency - Devon and Cornwall","Fal Group","SX159673","Compound Crump weir",25.3,1969,2014,"N: Natural to within 10% at the 95 percentile flow.","BENCHMARK,FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NHMP,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",70.3,10,50.4765354652709,-4.59600698901153,"South West (England)",45
"952","48005","Kenwyn at Truro","Truro","Kenwyn","Three-bay compound Crump profile weir with central crest length 1.22 m and two side crests of 1.52 m and 1.54 m (4.28 m total). Pier and wing wall height 1.98m. Contains all flows; potential for non-modularity at highest flows. Variable shoaling affects low flow precision. Suspect data 28 July - 23 August 2001, resulting from backing up from an informal weir which was installed immediately downstream of the Crump in June 2001. Substantially natural catchment but flood retention ponds (from January 1991) significantly moderate high flow response. High baseflow, given the catchment relief.","Catchment of moderate relief on Old Red Sandstone and Devonian grits and shales, with wooded, incised valleys","48","Environment Agency - Devon and Cornwall","Fal Group","SW819450","Compound Crump weir",19.1,1968,2014,"N: Natural to within 10% at the 95 percentile flow.","FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NHMP,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",7.2,20,50.2646078578174,-5.06159169416371,"South West (England)",46
"953","48006","Cober at Helston County Bridge","Helston County Bridge","Cober","Velocity-area station, originally with formalised rectangular channel 4m wide. Informal broad-crested weir and sluice to power a water wheel, installed in 1975, 3m d/s. May back up from Loe Pool. Moderate influence from PWS, industrial abstractions and mine pumping. In 2009 the station was relocated a short distance upstream to County Bridge. ADVP flow measurement was installed and the site here has not yet bypassed (2013). Flows are now calculated using a combination of this direct flow measurement technique and stage-discharge. The station is known to experience backwatering when Loe Pool is > 5.1 mAOD, but the direct flow measurement takes this into account.","70% of the catchment drains the Carnmenellis Granite, the rest: grits, shales and slates of Devonian age. Subdued response to rainfall.","48","Environment Agency - Devon and Cornwall","Fal Group","SW655273","Velocity-area",37.5,1968,2014,NA,"FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_QMED,HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",4.5,NA,50.0993996928083,-5.28040369516204,"South West (England)",46
"954","48007","Kennal at Ponsanooth","Ponsanooth","Kennal","Crump profile weir with 4.88m crest length, wing walls and flood banks at height of 2.2m. Modular at all recorded stages. All flows contained. Gauged to 0.37m (2.5 cumecs) with good fit to theoretical rating, but insensitivity means low flows are susceptible to errors. Substantial modification to flows owing to exports from Stithians Reservoir (4 miles upstream). Abstraction for public water supply. Some industrial usage produces unpredictable hydrographs.","Moderate to steep catchment draining the Carnmenellis Granite, with small area of metamorphosed shales and grits. Granite well weathered, giving high baseflow. Responsive to heavy rainfall.","48","Environment Agency - Devon and Cornwall","Fal Group","SW762376","Crump weir",26.5,1968,2014,NA,"FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",13.6,38.7,50.1960234288795,-5.13707735576313,"South West (England)",46
"955","48009","St Neot at Craigshill Wood","Craigshill Wood","St Neot","Three-bay compound Crump profile weir, middle crest lengths 1.75m and side crests 2.75m (total 7.25m). Wing walls at 1.7m. Flood banks contain flows up to wingwall height. Fully modular. Natural flow regime until 1983 when Colliford Reservoir was constructed. Since the construction reservoir releases, river regulation and public water supply abstractions affect flow regime. Now no bypassing as flows are moderated by the reservoir.","Majority (70%) of upper catchment on granite intrusion of Bodmin Moor. Hill tops are rounded with some peat; valleys can be steep. Lower 30% underlain by metamorphosed Devonian slates. Entirely rural before reservoir built; some abandoned china clay pits. Baseflow high from storage in kaolinised granite.","48","Environment Agency - Devon and Cornwall","Fal Group","SX184659","Compound Crump weir",22.7,1971,2014,NA,"FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",70.5,12.1,50.4647380179036,-4.56013061792195,"South West (England)",43
"956","48010","Seaton at Trebrownbridge","Trebrownbridge","Seaton","Three-bay compound Crump profile weir, middle crest length 3m and side crests 4m each (total 11m). Wing walls and floodbanks at 2.05m. Thought to be fully modular. Upstream subject to siltation. Weed growth problems. Minimal interference to natural flow regime.","Elongated, linear catchment springing from southernmost outcrop of Bodmin Granite. Great bulk of the catchment on Devonian slates and shales interspersed with tuffs and lavas. Moderate relief. Land use: low grade agriculture, grazing and forestry.","48","Environment Agency - Devon and Cornwall","Fal Group","SX299594","Compound Crump weir",39.1,1957,2014,NA,"FEH_NEITHER,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",26.6,13.6,50.4097846394869,-4.39529850176551,"South West (England)",57
