"","s","pA","Z"
"26240",27.5338,3742.98,11.4784
"26241",27.5339,3739.93,11.4586
"26242",27.534,3736.27,11.4365
"26243",27.5341,3730.62,11.4174
"26244",27.5342,3723.75,11.3968
"26245",27.5343,3713.99,11.3762
"26246",27.5344,3699.34,11.3556
"26247",27.5345,3670.5,11.3358
"26248",27.5346,3616.18,11.3152
"26249",27.5347,3529.05,11.2946
"26250",27.5348,3393.25,11.2747
"26251",27.5349,3155.82,11.2534
"26252",27.535,2774.51,11.2335
"26253",27.5351,2302.4,11.2129
"26254",27.5352,1854.55,11.1931
"26255",27.5353,1582.64,11.1763
"26256",27.5354,1585.54,11.1603
"26257",27.5355,1827.55,11.1496
"26258",27.5356,2182.62,11.145
"26259",27.5357,2526.86,11.1473
"26260",27.5358,2789.15,11.1588
"26261",27.5359,2955.47,11.1755
"26262",27.536,3024.14,11.2038
"26263",27.5361,2988.89,11.2381
"26264",27.5362,2789.61,11.2808
"26265",27.5363,2404.63,11.3319
"26266",27.5364,2025.6,11.3876
"26267",27.5365,1961.21,11.4494
"26268",27.5366,2253.42,11.5181
"26269",27.5367,2702.48,11.5913
"26270",27.5368,3108.37,11.6669
"26271",27.5369,3367.31,11.7477
"26272",27.537,3506.01,11.8309
"26273",27.5371,3570.86,11.9186
"26274",27.5372,3602.14,12.0079
"26275",27.5373,3620.45,12.0995
"26276",27.5374,3635.86,12.1933
"26277",27.5375,3648.99,12.2894
"26278",27.5376,3661.65,12.3878
"26279",27.5377,3671.88,12.4878
"26280",27.5378,3681.18,12.587
"26281",27.5379,3688.66,12.69
"26282",27.538,3695.53,12.793
"26283",27.5381,3701.17,12.896
"26284",27.5382,3706.67,13.0013
"26285",27.5383,3711.4,13.105
"26286",27.5384,3715.52,13.2111
"26287",27.5385,3719.33,13.3171
"26288",27.5386,3722.08,13.4232
"26289",27.5387,3724.82,13.5292
"26290",27.5388,3727.11,13.6368
"26291",27.5389,3729.71,13.7421
"26292",27.539,3731.69,13.8496
"26293",27.5391,3733.98,13.9542
"26294",27.5392,3735.5,14.0594
"26295",27.5393,3737.18,14.164
"26296",27.5394,3738.71,14.2654
"26297",27.5395,3739.93,14.3646
"26298",27.5396,3741,14.4569
"26299",27.5397,3741.91,14.5439
"26300",27.5398,3742.83,14.624
"26301",27.5399,3743.59,14.6942
"26302",27.54,3744.51,14.7583
"26303",27.5401,3745.27,14.8132
"26304",27.5402,3746.19,14.8605
"26305",27.5403,3746.95,14.901
"26306",27.5404,3747.71,14.9353
"26307",27.5405,3748.47,14.9635
"26308",27.5406,3748.93,14.9887
"26309",27.5407,3748.93,15.0078
"26310",27.5408,3749.08,15.0246
"26311",27.5409,3748.93,15.0383
"26312",27.541,3749.54,15.0497
"26313",27.5411,3749.69,15.0581
"26314",27.5412,3750.31,15.065
"26315",27.5413,3750.61,15.0696
"26316",27.5414,3751.22,15.0742
"26317",27.5415,3751.53,15.078
"26318",27.5416,3751.53,15.0818
"26319",27.5417,3751.98,15.0826
"26320",27.5418,3751.98,15.0848
"26321",27.5419,3752.59,15.0848
"26322",27.542,3752.75,15.0856
"26323",27.5421,3753.05,15.0871
"26324",27.5422,3753.66,15.0871
"26325",27.5423,3753.81,15.0864
"26326",27.5424,3753.97,15.0871
"26327",27.5425,3753.66,15.0856
"26328",27.5426,3753.66,15.0848
"26329",27.5427,3753.51,15.0856
"26330",27.5428,3753.51,15.0848
"26331",27.5429,3753.66,15.0833
"26332",27.543,3754.12,15.0833
"26333",27.5431,3754.43,15.0826
"26334",27.5432,3754.27,15.0826
"26335",27.5433,3754.73,15.0833
"26336",27.5434,3754.73,15.0826
"26337",27.5435,3755.04,15.0818
"26338",27.5436,3754.73,15.081
"26339",27.5437,3755.04,15.0818
"26340",27.5438,3754.88,15.081
"26341",27.5439,3754.88,15.081
"26342",27.544,3754.58,15.081
"26343",27.5441,3754.27,15.081
"26344",27.5442,3754.58,15.0803
"26345",27.5443,3755.04,15.0795
"26346",27.5444,3755.34,15.0787
"26347",27.5445,3754.88,15.0787
"26348",27.5446,3755.34,15.0803
"26349",27.5447,3754.88,15.0795
"26350",27.5448,3755.34,15.0787
"26351",27.5449,3755.19,15.0787
"26352",27.545,3755.95,15.0787
"26353",27.5451,3755.49,15.0795
"26354",27.5452,3755.8,15.0787
"26355",27.5453,3755.49,15.078
"26356",27.5454,3755.65,15.0764
"26357",27.5455,3755.65,15.0742
"26358",27.5456,3755.95,15.0734
"26359",27.5457,3756.56,15.0696
"26360",27.5458,3757.02,15.0642
"26361",27.5459,3757.32,15.0589
"26362",27.546,3757.02,15.0513
"26363",27.5461,3757.17,15.0414
"26364",27.5462,3756.71,15.0307
"26365",27.5463,3756.71,15.02
"26366",27.5464,3756.71,15.0063
"26367",27.5465,3757.17,14.9933
"26368",27.5466,3757.17,14.9796
"26369",27.5467,3757.63,14.9643
"26370",27.5468,3757.02,14.9483
"26371",27.5469,3756.87,14.933
"26372",27.547,3756.41,14.9162
"26373",27.5471,3756.71,14.8987
"26374",27.5472,3756.71,14.8804
"26375",27.5473,3757.32,14.8636
"26376",27.5474,3757.78,14.8453
"26377",27.5475,3757.93,14.8262
"26378",27.5476,3757.63,14.8071
"26379",27.5477,3757.32,14.7873
"26380",27.5478,3757.32,14.769
"26381",27.5479,3757.32,14.7491
"26382",27.548,3757.48,14.7301
"26383",27.5481,3757.48,14.7102
"26384",27.5482,3757.48,14.6896
"26385",27.5483,3757.32,14.6706
"26386",27.5484,3757.48,14.6492
"26387",27.5485,3757.17,14.6294
"26388",27.5486,3757.32,14.6088
"26389",27.5487,3756.71,14.5882
"26390",27.5488,3757.02,14.5683
"26391",27.5489,3756.87,14.5477
"26392",27.549,3757.17,14.5271
"26393",27.5491,3757.17,14.5065
"26394",27.5492,3757.63,14.4867
"26395",27.5493,3757.63,14.4646
"26396",27.5494,3757.63,14.4432
"26397",27.5495,3757.93,14.4234
"26398",27.5496,3757.78,14.4051
"26399",27.5497,3757.78,14.3829
"26400",27.5498,3757.63,14.3623
"26401",27.5499,3757.78,14.341
"26402",27.55,3757.48,14.3204
"26403",27.5501,3757.02,14.2998
"26404",27.5502,3757.02,14.2799
"26405",27.5503,3757.02,14.2593
"26406",27.5504,3757.02,14.238
"26407",27.5505,3757.48,14.2174
"26408",27.5506,3757.32,14.196
"26409",27.5507,3757.48,14.1754
"26410",27.5508,3757.02,14.1548
"26411",27.5509,3757.48,14.1342
"26412",27.551,3757.93,14.1144
"26413",27.5511,3758.24,14.0938
"26414",27.5512,3758.7,14.0732
"26415",27.5513,3758.54,14.0526
"26416",27.5514,3758.24,14.032
"26417",27.5515,3757.63,14.0106
"26418",27.5516,3757.02,13.9893
"26419",27.5517,3756.87,13.9694
"26420",27.5518,3756.87,13.9488
"26421",27.5519,3757.02,13.9282
"26422",27.552,3757.63,13.9076
"26423",27.5521,3757.93,13.887
"26424",27.5522,3758.7,13.8657
"26425",27.5523,3758.54,13.8458
"26426",27.5524,3759,13.826
"26427",27.5525,3758.7,13.8039
"26428",27.5526,3758.7,13.7848
"26429",27.5527,3758.09,13.7634
"26430",27.5528,3757.63,13.7428
"26431",27.5529,3757.48,13.723
"26432",27.553,3757.63,13.7016
"26433",27.5531,3757.78,13.6826
"26434",27.5532,3758.09,13.6604
"26435",27.5533,3758.39,13.6406
"26436",27.5534,3758.39,13.62
"26437",27.5535,3758.24,13.5986
"26438",27.5536,3758.54,13.5788
"26439",27.5537,3758.54,13.5582
"26440",27.5538,3758.39,13.5361
"26441",27.5539,3758.24,13.5162
"26442",27.554,3757.78,13.4964
"26443",27.5541,3757.78,13.475
"26444",27.5542,3757.78,13.4544
"26445",27.5543,3758.24,13.4346
"26446",27.5544,3758.09,13.4132
"26447",27.5545,3758.09,13.3934
"26448",27.5546,3757.32,13.372
"26449",27.5547,3757.48,13.3514
"26450",27.5548,3757.93,13.3308
"26451",27.5549,3759,13.311
"26452",27.555,3759.31,13.2904
"26453",27.5551,3758.85,13.2698
"26454",27.5552,3758.7,13.2507
"26455",27.5553,3758.85,13.2294
"26456",27.5554,3759.16,13.208
"26457",27.5555,3758.85,13.1882
"26458",27.5556,3758.85,13.1676
"26459",27.5557,3758.7,13.147
"26460",27.5558,3758.7,13.1256
"26461",27.5559,3758.24,13.105
"26462",27.556,3758.39,13.0859
"26463",27.5561,3758.24,13.0653
"26464",27.5562,3758.39,13.0447
"26465",27.5563,3758.54,13.0241
"26466",27.5564,3758.39,13.0035
"26467",27.5565,3758.39,12.9822
"26468",27.5566,3758.7,12.9631
"26469",27.5567,3758.7,12.9417
"26470",27.5568,3758.85,12.9219
"26471",27.5569,3759,12.8998
"26472",27.557,3759,12.8807
"26473",27.5571,3759.46,12.8593
"26474",27.5572,3759,12.838
"26475",27.5573,3759,12.8181
"26476",27.5574,3759,12.7983
"26477",27.5575,3759.31,12.7777
"26478",27.5576,3759.16,12.7571
"26479",27.5577,3759,12.7365
"26480",27.5578,3758.7,12.7167
"26481",27.5579,3758.54,12.6953
"26482",27.558,3758.09,12.6747
"26483",27.5581,3758.09,12.6556
"26484",27.5582,3758.24,12.6343
"26485",27.5583,3758.85,12.6137
"26486",27.5584,3758.7,12.5946
"26487",27.5585,3758.24,12.5732
"26488",27.5586,3757.48,12.5526
"26489",27.5587,3757.02,12.5328
"26490",27.5588,3757.32,12.5122
"26491",27.5589,3757.48,12.4916
"26492",27.559,3758.24,12.4718
"26493",27.5591,3758.24,12.4504
"26494",27.5592,3757.93,12.4306
"26495",27.5593,3757.48,12.41
"26496",27.5594,3757.17,12.3886
"26497",27.5595,3757.32,12.3688
"26498",27.5596,3757.32,12.3474
"26499",27.5597,3757.48,12.3276
"26500",27.5598,3757.48,12.3077
"26501",27.5599,3757.63,12.2871
"26502",27.56,3758.09,12.2658
"26503",27.5601,3757.78,12.2452
"26504",27.5602,3758.39,12.2253
"26505",27.5603,3758.09,12.2055
"26506",27.5604,3758.39,12.1841
"26507",27.5605,3758.39,12.1643
"26508",27.5606,3758.09,12.1429
"26509",27.5607,3757.93,12.1223
"26510",27.5608,3757.93,12.1017
"26511",27.5609,3758.24,12.0819
"26512",27.561,3758.09,12.0613
"26513",27.5611,3757.63,12.0407
"26514",27.5612,3757.63,12.0209
"26515",27.5613,3757.78,12.0003
"26516",27.5614,3757.63,11.9797
"26517",27.5615,3757.93,11.9598
"26518",27.5616,3757.48,11.9392
"26519",27.5617,3757.63,11.9186
"26520",27.5618,3757.32,11.8965
"26521",27.5619,3757.78,11.8774
"26522",27.562,3757.63,11.8568
"26523",27.5621,3757.32,11.8378
"26524",27.5622,3756.41,11.8156
"26525",27.5623,3755.95,11.7966
"26526",27.5624,3755.34,11.776
"26527",27.5625,3755.19,11.7546
"26528",27.5626,3755.19,11.7348
"26529",27.5627,3755.19,11.7142
"26530",27.5628,3754.73,11.6936
"26531",27.5629,3753.81,11.6745
"26532",27.563,3753.36,11.6539
"26533",27.5631,3752.29,11.6325
"26534",27.5632,3752.29,11.6119
"26535",27.5633,3751.53,11.5929
"26536",27.5634,3750.61,11.5715
"26537",27.5635,3749.39,11.5517
"26538",27.5636,3748.78,11.5311
"26539",27.5637,3747.25,11.5112
"26540",27.5638,3745.12,11.4899
"26541",27.5639,3742.83,11.47
"26542",27.564,3739.62,11.4494
"26543",27.5641,3735.2,11.4288
"26544",27.5642,3729.4,11.4098
"26545",27.5643,3721.16,11.3884
"26546",27.5644,3708.5,11.3678
"26547",27.5645,3686.22,11.348
"26548",27.5646,3643.49,11.3289
"26549",27.5647,3571.32,11.3083
"26550",27.5648,3458.71,11.2877
"26551",27.5649,3267.67,11.2671
"26552",27.565,2936.71,11.2465
"26553",27.5651,2481.99,11.2259
"26554",27.5652,2004.55,11.2061
"26555",27.5653,1653.75,11.1877
"26556",27.5654,1564.18,11.1702
"26557",27.5655,1745.45,11.1588
"26558",27.5656,2085.88,11.1496
"26559",27.5657,2449.95,11.1488
"26560",27.5658,2746.43,11.1549
"26561",27.5659,2949.07,11.1687
"26562",27.566,3057.25,11.1916
"26563",27.5661,3080.9,11.2236
"26564",27.5662,2996.83,11.2633
"26565",27.5663,2731.78,11.3106
"26566",27.5664,2310.79,11.3625
"26567",27.5665,2001.19,11.422
"26568",27.5666,2059.94,11.4861
"26569",27.5667,2423.25,11.557
"26570",27.5668,2872.47,11.6302
"26571",27.5669,3225.4,11.7088
"26572",27.567,3435.52,11.7912
"26573",27.5671,3542.33,11.8767
"26574",27.5672,3590.85,11.9637
"26575",27.5673,3615.26,12.056
"26576",27.5674,3631.13,12.149
"26577",27.5675,3645.17,12.2437
"26578",27.5676,3657.68,12.3405
"26579",27.5677,3668.98,12.4382
"26580",27.5678,3678.89,12.5389
"26581",27.5679,3687.29,12.6404
"26582",27.568,3694.46,12.7426
"26583",27.5681,3700.71,12.8456
"26584",27.5682,3705.9,12.9509
"26585",27.5683,3710.63,13.0554
"26586",27.5684,3714.6,13.1607
"26587",27.5685,3718.41,13.266
"26588",27.5686,3721.62,13.372
"26589",27.5687,3724.52,13.4789
"26590",27.5688,3727.42,13.5849
"26591",27.5689,3730.32,13.6917
"26592",27.569,3732.15,13.7985
"26593",27.5691,3733.98,13.9053
"26594",27.5692,3735.5,14.0129
"26595",27.5693,3737.79,14.1167
"26596",27.5694,3739.17,14.2212
"26597",27.5695,3740.84,14.3219
"26598",27.5696,3741.46,14.418
"26599",27.5697,3742.22,14.5081
"26600",27.5698,3742.52,14.5912
"26601",27.5699,3743.29,14.6667
"26602",27.57,3743.9,14.7331
"26603",27.5701,3744.81,14.7911
"26604",27.5702,3745.88,14.8422
"26605",27.5703,3746.8,14.8857
"26606",27.5704,3747.41,14.9223
"26607",27.5705,3747.41,14.9536
"26608",27.5706,3747.71,14.9788
"26609",27.5707,3748.02,15.0009
"26610",27.5708,3748.32,15.0185
"26611",27.5709,3749.39,15.0337
"26612",27.571,3750.31,15.0467
"26613",27.5711,3750.76,15.0558
"26614",27.5712,3751.22,15.0635
"26615",27.5713,3751.53,15.0688
"26616",27.5714,3751.98,15.0742
"26617",27.5715,3751.22,15.0772
"26618",27.5716,3751.22,15.081
"26619",27.5717,3750.61,15.0833
"26620",27.5718,3751.22,15.0848
"26621",27.5719,3751.07,15.0864
"26622",27.572,3751.68,15.0871
"26623",27.5721,3752.14,15.0871
"26624",27.5722,3752.44,15.0879
"26625",27.5723,3752.9,15.0879
"26626",27.5724,3753.51,15.0887
"26627",27.5725,3753.81,15.0887
"26628",27.5726,3753.51,15.0879
"26629",27.5727,3753.36,15.0879
"26630",27.5728,3753.05,15.0871
"26631",27.5729,3752.9,15.0871
"26632",27.573,3752.75,15.0864
"26633",27.5731,3753.05,15.0864
"26634",27.5732,3753.36,15.0864
"26635",27.5733,3753.66,15.0856
"26636",27.5734,3754.27,15.0864
"26637",27.5735,3754.88,15.0848
"26638",27.5736,3755.19,15.0841
"26639",27.5737,3755.19,15.0848
"26640",27.5738,3755.19,15.0841
"26641",27.5739,3755.34,15.0833
"26642",27.574,3755.49,15.0826
"26643",27.5741,3755.65,15.0833
"26644",27.5742,3755.8,15.0826
"26645",27.5743,3755.65,15.0826
"26646",27.5744,3755.19,15.0833
"26647",27.5745,3755.19,15.0826
"26648",27.5746,3755.34,15.0818
"26649",27.5747,3755.95,15.0826
"26650",27.5748,3756.26,15.0818
"26651",27.5749,3756.26,15.081
"26652",27.575,3755.95,15.081
"26653",27.5751,3756.26,15.0818
"26654",27.5752,3756.56,15.0818
"26655",27.5753,3756.41,15.0803
"26656",27.5754,3756.41,15.078
"26657",27.5755,3756.56,15.078
"26658",27.5756,3756.87,15.0749
"26659",27.5757,3756.87,15.0734
"26660",27.5758,3756.87,15.0696
"26661",27.5759,3756.56,15.0635
"26662",27.576,3756.71,15.0566
"26663",27.5761,3756.56,15.0482
"26664",27.5762,3756.56,15.0398
"26665",27.5763,3756.41,15.0291
"26666",27.5764,3756.56,15.0162
"26667",27.5765,3756.56,15.004
"26668",27.5766,3756.71,14.9902
"26669",27.5767,3756.87,14.9742
"26670",27.5768,3756.87,14.9582
"26671",27.5769,3757.32,14.9437
"26672",27.577,3757.48,14.9269
"26673",27.5771,3757.48,14.9109
"26674",27.5772,3757.02,14.8933
"26675",27.5773,3756.56,14.8758
"26676",27.5774,3756.41,14.8575
"26677",27.5775,3756.71,14.8384
"26678",27.5776,3756.87,14.8186
"26679",27.5777,3757.02,14.8003
"26680",27.5778,3757.17,14.7812
"26681",27.5779,3756.87,14.7621
"26682",27.578,3756.41,14.7423
"26683",27.5781,3756.1,14.7217
"26684",27.5782,3756.1,14.7018
"26685",27.5783,3756.71,14.682
"26686",27.5784,3757.32,14.6622
"26687",27.5785,3757.32,14.6423
"26688",27.5786,3756.87,14.621
"26689",27.5787,3756.71,14.6011
"26690",27.5788,3756.87,14.5813
"26691",27.5789,3757.32,14.5599
"26692",27.579,3757.48,14.5386
"26693",27.5791,3757.32,14.518
"26694",27.5792,3757.32,14.4981
"26695",27.5793,3757.63,14.4775
"26696",27.5794,3757.78,14.4569
"26697",27.5795,3758.24,14.4371
"26698",27.5796,3757.93,14.4165
"26699",27.5797,3757.63,14.3967
"26700",27.5798,3757.63,14.3753
"26701",27.5799,3757.78,14.3539
"26702",27.58,3757.78,14.3341
"26703",27.5801,3757.93,14.3127
"26704",27.5802,3757.48,14.2921
"26705",27.5803,3757.32,14.2715
"26706",27.5804,3756.87,14.2509
"26707",27.5805,3757.17,14.2296
"26708",27.5806,3757.02,14.2082
"26709",27.5807,3757.32,14.1884
"26710",27.5808,3757.48,14.1678
"26711",27.5809,3758.24,14.1457
"26712",27.581,3758.54,14.1258
"26713",27.5811,3759.31,14.106
"26714",27.5812,3759.16,14.0854
"26715",27.5813,3759.16,14.064
"26716",27.5814,3758.7,14.0442
"26717",27.5815,3758.7,14.0236
"26718",27.5816,3759,14.0022
"26719",27.5817,3758.7,13.9824
"26720",27.5818,3758.39,13.961
"26721",27.5819,3758.39,13.9412
"26722",27.582,3758.24,13.9198
"26723",27.5821,3758.39,13.9
"26724",27.5822,3758.09,13.8786
"26725",27.5823,3758.54,13.858
"26726",27.5824,3759.31,13.8382
"26727",27.5825,3759.31,13.8176
"26728",27.5826,3759.31,13.797
"26729",27.5827,3758.85,13.7764
"26730",27.5828,3758.7,13.7558
"26731",27.5829,3757.78,13.7352
"26732",27.583,3757.63,13.7138
"26733",27.5831,3757.32,13.6925
"26734",27.5832,3757.63,13.6726
"26735",27.5833,3758.09,13.652
"26736",27.5834,3758.09,13.6337
"26737",27.5835,3758.7,13.6116
"26738",27.5836,3758.24,13.591
"26739",27.5837,3758.39,13.5696
"26740",27.5838,3757.93,13.5506
"26741",27.5839,3758.09,13.53
"26742",27.584,3758.09,13.5078
"26743",27.5841,3758.09,13.4888
"26744",27.5842,3758.24,13.4666
"26745",27.5843,3758.39,13.4476
"26746",27.5844,3758.39,13.4277
"26747",27.5845,3758.39,13.4064
"26748",27.5846,3758.54,13.385
"26749",27.5847,3758.7,13.3652
"26750",27.5848,3758.85,13.3446
"26751",27.5849,3759.31,13.3247
"26752",27.585,3759.16,13.3034
"26753",27.5851,3759,13.2828
"26754",27.5852,3758.39,13.2622
"26755",27.5853,3758.54,13.2408
"26756",27.5854,3758.39,13.221
"26757",27.5855,3758.39,13.1996
"26758",27.5856,3758.24,13.1813
"26759",27.5857,3758.24,13.1592
"26760",27.5858,3758.7,13.1393
"26761",27.5859,3758.85,13.1187
"26762",27.586,3759.16,13.0981
"26763",27.5861,3759,13.0783
"26764",27.5862,3759.46,13.0569
"26765",27.5863,3759.46,13.0379
"26766",27.5864,3759.92,13.0157
"26767",27.5865,3759.46,12.9951
"26768",27.5866,3759.92,12.9738
"26769",27.5867,3759.61,12.9532
"26770",27.5868,3759.77,12.9341
"26771",27.5869,3759.46,12.9135
"26772",27.587,3759.31,12.8929
"26773",27.5871,3759,12.8723
"26774",27.5872,3758.7,12.8517
"26775",27.5873,3759,12.8319
"26776",27.5874,3759,12.8105
"26777",27.5875,3759.46,12.7899
"26778",27.5876,3759.46,12.7701
"26779",27.5877,3759.61,12.7502
"26780",27.5878,3759.31,12.7296
"26781",27.5879,3759.46,12.7083
"26782",27.588,3758.54,12.6884
"26783",27.5881,3758.24,12.6671
"26784",27.5882,3757.48,12.6472
"26785",27.5883,3757.93,12.6259
"26786",27.5884,3758.09,12.6068
"26787",27.5885,3758.85,12.5854
"26788",27.5886,3758.85,12.5664
"26789",27.5887,3758.85,12.5458
"26790",27.5888,3758.85,12.5237
"26791",27.5889,3759.16,12.5038
"26792",27.589,3759.31,12.4825
"26793",27.5891,3758.54,12.4626
"26794",27.5892,3758.54,12.442
"26795",27.5893,3758.09,12.4214
"26796",27.5894,3758.39,12.4016
"26797",27.5895,3758.54,12.3817
"26798",27.5896,3758.7,12.3611
"26799",27.5897,3758.39,12.3398
"26800",27.5898,3757.93,12.3199
"26801",27.5899,3757.32,12.3009
"26802",27.59,3757.48,12.2787
"26803",27.5901,3757.63,12.2574
"26804",27.5902,3758.54,12.2383
"26805",27.5903,3758.39,12.2185
"26806",27.5904,3758.24,12.1971
"26807",27.5905,3757.48,12.1773
"26808",27.5906,3757.02,12.1567
"26809",27.5907,3756.87,12.1353
"26810",27.5908,3757.02,12.1147
"26811",27.5909,3757.78,12.0941
"26812",27.591,3758.39,12.0735
"26813",27.5911,3758.54,12.0537
"26814",27.5912,3758.39,12.0338
"26815",27.5913,3758.09,12.0132
"26816",27.5914,3757.48,11.9926
"26817",27.5915,3757.32,11.9728
"26818",27.5916,3757.32,11.9522
"26819",27.5917,3757.48,11.9316
"26820",27.5918,3757.02,11.911
"26821",27.5919,3756.41,11.8904
"26822",27.592,3755.49,11.8713
"26823",27.5921,3755.34,11.85
"26824",27.5922,3755.19,11.8301
"26825",27.5923,3755.19,11.8088
"26826",27.5924,3755.49,11.7889
"26827",27.5925,3755.65,11.7683
"26828",27.5926,3755.8,11.747
"26829",27.5927,3755.65,11.7264
"26830",27.5928,3755.19,11.7073
"26831",27.5929,3754.43,11.6867
"26832",27.593,3753.66,11.6669
"26833",27.5931,3753.05,11.6463
"26834",27.5932,3751.98,11.6249
"26835",27.5933,3750.92,11.6058
"26836",27.5934,3750.15,11.5845
"26837",27.5935,3749.08,11.5646
"26838",27.5936,3748.17,11.544
"26839",27.5937,3746.34,11.5227
"26840",27.5938,3744.96,11.5028
"26841",27.5939,3742.52,11.4845
"26842",27.594,3739.93,11.4632
"26843",27.5941,3736.72,11.4433
"26844",27.5942,3732.6,11.4243
"26845",27.5943,3726.65,11.4021
"26846",27.5944,3718.26,11.3815
"26847",27.5945,3705.14,11.3617
"26848",27.5946,3679.81,11.3411
"26849",27.5947,3632.35,11.3205
"26850",27.5948,3555.15,11.3007
"26851",27.5949,3437.65,11.2808
"26852",27.595,3240.2,11.2602
"26853",27.5951,2902.22,11.2404
"26854",27.5952,2445.22,11.2198
"26855",27.5953,1972.2,11.1992
"26856",27.5954,1633.15,11.1801
"26857",27.5955,1558.07,11.1633
"26858",27.5956,1750.64,11.1511
"26859",27.5957,2097.78,11.1435
"26860",27.5958,2462.77,11.1427
"26861",27.5959,2757.72,11.1496
"26862",27.596,2957.76,11.1633
"26863",27.5961,3064.27,11.1862
"26864",27.5962,3087.46,11.2175
"26865",27.5963,3003.85,11.2572
"26866",27.5964,2735.14,11.3037
"26867",27.5965,2309.57,11.3571
"26868",27.5966,2002.56,11.4174
"26869",27.5967,2068.48,11.483
"26870",27.5968,2436.07,11.5524
"26871",27.5969,2885.13,11.6272
"26872",27.597,3233.95,11.7065
"26873",27.5971,3440.86,11.7889
"26874",27.5972,3544.92,11.8736
"26875",27.5973,3592.07,11.9621
"26876",27.5974,3615.88,12.0529
"26877",27.5975,3631.44,12.146
"26878",27.5976,3645.78,12.2406
"26879",27.5977,3658.75,12.3375
"26880",27.5978,3670.96,12.4367
"26881",27.5979,3680.42,12.5359
"26882",27.598,3688.96,12.6381
"26883",27.5981,3695.53,12.7411
"26884",27.5982,3701.93,12.8433
"26885",27.5983,3707.28,12.9494
"26886",27.5984,3711.7,13.0531
"26887",27.5985,3715.67,13.1577
"26888",27.5986,3719.33,13.2629
"26889",27.5987,3722.23,13.3682
"26890",27.5988,3724.98,13.475
"26891",27.5989,3726.96,13.5818
"26892",27.599,3729.55,13.6887
"26893",27.5991,3732.15,13.7955
"26894",27.5992,3734.44,13.903
"26895",27.5993,3736.11,14.0106
"26896",27.5994,3737.64,14.1159
"26897",27.5995,3739.17,14.2181
"26898",27.5996,3740.23,14.3188
"26899",27.5997,3741.76,14.4157
"26900",27.5998,3742.68,14.5058
"26901",27.5999,3744.2,14.5882
"26902",27.6,3745.12,14.6637
"26903",27.6001,3746.34,14.7308
"26904",27.6002,3746.95,14.7888
"26905",27.6003,3747.1,14.8399
"26906",27.6004,3747.25,14.8819
"26907",27.6005,3747.41,14.9185
"26908",27.6006,3748.32,14.9506
"26909",27.6007,3748.93,14.9773
"26910",27.6008,3749.69,14.9986
"26911",27.6009,3750.31,15.0169
"26912",27.601,3750.92,15.0314
"26913",27.6011,3750.92,15.0436
"26914",27.6012,3750.92,15.0536
"26915",27.6013,3751.07,15.0612
"26916",27.6014,3751.53,15.0673
