"","Saison","Spieltag","Datum","Anpfiff","Heim","Gast","Tore.Heim","Tore.Gast","Tore.Heim.Halbzeit","Tore.Gast.Halbzeit"
"6894","1985/1986",33,1986-04-22,"20:00","1. FC Kaiserslautern","Hannover 96",1,0,1,0
"6895","1985/1986",33,1986-04-22,"20:00","Bayer Leverkusen","VfB Stuttgart",2,1,0,1
"6896","1985/1986",33,1986-04-22,"20:00","SV Waldhof Mannheim","1. FC Koeln",1,1,1,0
"6897","1985/1986",33,1986-04-22,"20:00","Borussia Moenchengladbach","KFC Uerdingen 05",1,2,0,0
"6898","1985/1986",34,1986-04-26,"15:30","Hamburger SV","Eintracht Frankfurt",1,0,0,0
"6899","1985/1986",34,1986-04-26,"15:30","Hannover 96","Borussia Dortmund",1,4,0,2
"6900","1985/1986",34,1986-04-26,"15:30","1. FC Koeln","VfL Bochum",3,0,1,0
"6901","1985/1986",34,1986-04-26,"15:30","FC Bayern Muenchen","Borussia Moenchengladbach",6,0,2,0
"6902","1985/1986",34,1986-04-26,"15:30","1. FC Nuernberg","SV Waldhof Mannheim",2,0,1,0
"6903","1985/1986",34,1986-04-26,"15:30","1. FC Saarbruecken","1. FC Kaiserslautern",0,6,0,3
"6904","1985/1986",34,1986-04-26,"15:30","FC Schalke 04","Bayer Leverkusen",2,2,1,0
"6905","1985/1986",34,1986-04-26,"15:30","VfB Stuttgart","SV Werder Bremen",2,1,1,0
"6906","1985/1986",34,1986-04-26,"15:30","KFC Uerdingen 05","Fortuna Duesseldorf",5,2,2,1
"6907","1986/1987",1,1986-08-08,"18:30","FC 08 Homburg","KFC Uerdingen 05",0,2,0,1
"6908","1986/1987",1,1986-08-08,"20:00","SV Waldhof Mannheim","VfB Stuttgart",3,2,2,1
"6909","1986/1987",1,1986-08-09,"15:30","Blau-Weiss 90 Berlin","1. FC Kaiserslautern",1,4,1,2
"6910","1986/1987",1,1986-08-09,"15:30","VfL Bochum","1. FC Koeln",3,1,1,1
"6911","1986/1987",1,1986-08-09,"15:30","SV Werder Bremen","1. FC Nuernberg",5,3,0,2
"6912","1986/1987",1,1986-08-09,"15:30","Eintracht Frankfurt","Fortuna Duesseldorf",5,0,3,0
"6913","1986/1987",1,1986-08-09,"15:30","Bayer Leverkusen","FC Schalke 04",4,2,1,1
"6914","1986/1987",1,1986-08-09,"15:30","FC Bayern Muenchen","Borussia Dortmund",2,2,1,1
"6915","1986/1987",1,1986-08-19,"20:00","Borussia Moenchengladbach","Hamburger SV",0,3,0,0
"6916","1986/1987",2,1986-08-12,"20:00","VfB Stuttgart","FC 08 Homburg",4,0,3,0
"6917","1986/1987",2,1986-08-15,"20:00","Borussia Dortmund","Bayer Leverkusen",0,0,0,0
"6918","1986/1987",2,1986-08-15,"20:00","1. FC Koeln","Eintracht Frankfurt",0,0,0,0
"6919","1986/1987",2,1986-08-16,"15:30","Fortuna Duesseldorf","FC Bayern Muenchen",0,3,0,0
"6920","1986/1987",2,1986-08-16,"15:30","Hamburger SV","SV Werder Bremen",3,0,2,0
"6921","1986/1987",2,1986-08-16,"15:30","1. FC Kaiserslautern","Borussia Moenchengladbach",1,1,0,1
"6922","1986/1987",2,1986-08-16,"15:30","1. FC Nuernberg","VfL Bochum",3,3,3,1
"6923","1986/1987",2,1986-08-16,"15:30","FC Schalke 04","SV Waldhof Mannheim",3,1,2,0
"6924","1986/1987",2,1986-08-16,"15:30","KFC Uerdingen 05","Blau-Weiss 90 Berlin",2,1,1,0
"6925","1986/1987",3,1986-08-22,"18:30","FC 08 Homburg","FC Schalke 04",1,1,0,0
"6926","1986/1987",3,1986-08-22,"20:00","SV Werder Bremen","1. FC Kaiserslautern",1,0,1,0
"6927","1986/1987",3,1986-08-22,"20:00","Eintracht Frankfurt","1. FC Nuernberg",1,0,0,0
"6928","1986/1987",3,1986-08-23,"15:30","Blau-Weiss 90 Berlin","Borussia Moenchengladbach",3,2,1,2
"6929","1986/1987",3,1986-08-23,"15:30","VfL Bochum","Hamburger SV",1,1,0,1
"6930","1986/1987",3,1986-08-23,"15:30","Bayer Leverkusen","Fortuna Duesseldorf",5,0,2,0
"6931","1986/1987",3,1986-08-23,"15:30","SV Waldhof Mannheim","Borussia Dortmund",2,1,0,0
"6932","1986/1987",3,1986-08-23,"15:30","FC Bayern Muenchen","1. FC Koeln",3,0,2,0
"6933","1986/1987",3,1986-08-23,"15:30","KFC Uerdingen 05","VfB Stuttgart",2,2,1,0
"6934","1986/1987",4,1986-09-02,"20:00","Borussia Dortmund","FC 08 Homburg",3,0,1,0
"6935","1986/1987",4,1986-09-02,"20:00","Fortuna Duesseldorf","SV Waldhof Mannheim",2,0,2,0
"6936","1986/1987",4,1986-09-02,"20:00","Hamburger SV","Eintracht Frankfurt",2,0,1,0
"6937","1986/1987",4,1986-09-02,"20:00","1. FC Koeln","Bayer Leverkusen",1,4,0,2
"6938","1986/1987",4,1986-09-02,"20:00","Borussia Moenchengladbach","SV Werder Bremen",1,2,1,1
"6939","1986/1987",4,1986-09-02,"20:00","FC Schalke 04","KFC Uerdingen 05",2,1,0,1
"6940","1986/1987",4,1986-09-03,"20:00","1. FC Kaiserslautern","VfL Bochum",4,1,1,1
"6941","1986/1987",4,1986-09-03,"20:00","1. FC Nuernberg","FC Bayern Muenchen",1,2,1,0
"6942","1986/1987",4,1986-09-03,"20:00","VfB Stuttgart","Blau-Weiss 90 Berlin",1,1,1,0
"6943","1986/1987",5,1986-09-06,"15:30","Blau-Weiss 90 Berlin","SV Werder Bremen",1,4,1,2
"6944","1986/1987",5,1986-09-06,"15:30","VfL Bochum","Borussia Moenchengladbach",1,1,1,0
"6945","1986/1987",5,1986-09-06,"15:30","Eintracht Frankfurt","1. FC Kaiserslautern",2,2,1,2
"6946","1986/1987",5,1986-09-06,"15:30","FC 08 Homburg","Fortuna Duesseldorf",3,1,0,0
"6947","1986/1987",5,1986-09-06,"15:30","Bayer Leverkusen","1. FC Nuernberg",2,0,0,0
"6948","1986/1987",5,1986-09-06,"15:30","SV Waldhof Mannheim","1. FC Koeln",2,0,2,0
"6949","1986/1987",5,1986-09-06,"15:30","FC Bayern Muenchen","Hamburger SV",3,1,2,1
"6950","1986/1987",5,1986-09-06,"15:30","VfB Stuttgart","FC Schalke 04",4,0,2,0
"6951","1986/1987",5,1986-09-06,"15:30","KFC Uerdingen 05","Borussia Dortmund",2,4,1,2
"6952","1986/1987",6,1986-09-12,"20:00","SV Werder Bremen","VfL Bochum",0,0,0,0
"6953","1986/1987",6,1986-09-12,"20:00","1. FC Nuernberg","SV Waldhof Mannheim",1,1,1,0
"6954","1986/1987",6,1986-09-12,"20:00","FC Schalke 04","Blau-Weiss 90 Berlin",3,0,0,0
"6955","1986/1987",6,1986-09-13,"15:30","Borussia Dortmund","VfB Stuttgart",1,2,0,1
"6956","1986/1987",6,1986-09-13,"15:30","Fortuna Duesseldorf","KFC Uerdingen 05",1,1,0,1
"6957","1986/1987",6,1986-09-13,"15:30","Hamburger SV","Bayer Leverkusen",2,1,0,1
"6958","1986/1987",6,1986-09-13,"15:30","1. FC Kaiserslautern","FC Bayern Muenchen",1,1,0,1
"6959","1986/1987",6,1986-09-13,"15:30","1. FC Koeln","FC 08 Homburg",3,0,0,0
"6960","1986/1987",6,1986-09-13,"15:30","Borussia Moenchengladbach","Eintracht Frankfurt",1,1,0,0
"6961","1986/1987",7,1986-09-20,"15:30","Blau-Weiss 90 Berlin","VfL Bochum",0,0,0,0
"6962","1986/1987",7,1986-09-20,"15:30","Eintracht Frankfurt","SV Werder Bremen",2,2,0,1
"6963","1986/1987",7,1986-09-20,"15:30","FC 08 Homburg","1. FC Nuernberg",2,0,1,0
"6964","1986/1987",7,1986-09-20,"15:30","Bayer Leverkusen","1. FC Kaiserslautern",1,0,0,0
"6965","1986/1987",7,1986-09-20,"15:30","SV Waldhof Mannheim","Hamburger SV",2,2,1,0
"6966","1986/1987",7,1986-09-20,"15:30","FC Bayern Muenchen","Borussia Moenchengladbach",3,1,1,0
"6967","1986/1987",7,1986-09-20,"15:30","FC Schalke 04","Borussia Dortmund",2,1,0,0
"6968","1986/1987",7,1986-09-20,"15:30","VfB Stuttgart","Fortuna Duesseldorf",3,0,2,0
"6969","1986/1987",7,1986-09-20,"15:30","KFC Uerdingen 05","1. FC Koeln",3,1,3,0
"6970","1986/1987",8,1986-09-26,"20:00","Borussia Dortmund","Blau-Weiss 90 Berlin",7,0,5,0
"6971","1986/1987",8,1986-09-27,"15:30","VfL Bochum","Eintracht Frankfurt",2,0,0,0
"6972","1986/1987",8,1986-09-27,"15:30","SV Werder Bremen","FC Bayern Muenchen",1,1,1,0
"6973","1986/1987",8,1986-09-27,"15:30","Fortuna Duesseldorf","FC Schalke 04",3,4,1,4
"6974","1986/1987",8,1986-09-27,"15:30","Hamburger SV","FC 08 Homburg",3,1,1,1
"6975","1986/1987",8,1986-09-27,"15:30","1. FC Kaiserslautern","SV Waldhof Mannheim",3,2,1,0
"6976","1986/1987",8,1986-09-27,"15:30","1. FC Koeln","VfB Stuttgart",0,0,0,0
"6977","1986/1987",8,1986-09-27,"15:30","Borussia Moenchengladbach","Bayer Leverkusen",2,1,2,0
"6978","1986/1987",8,1986-09-27,"15:30","1. FC Nuernberg","KFC Uerdingen 05",1,1,0,1
"6979","1986/1987",9,1986-10-03,"20:00","Borussia Dortmund","Fortuna Duesseldorf",4,1,2,1
"6980","1986/1987",9,1986-10-04,"15:00","FC 08 Homburg","1. FC Kaiserslautern",1,1,0,1
"6981","1986/1987",9,1986-10-04,"15:30","Blau-Weiss 90 Berlin","Eintracht Frankfurt",2,2,1,0
"6982","1986/1987",9,1986-10-04,"15:30","SV Waldhof Mannheim","Borussia Moenchengladbach",1,1,1,0
"6983","1986/1987",9,1986-10-04,"15:30","FC Bayern Muenchen","VfL Bochum",3,2,2,1
"6984","1986/1987",9,1986-10-04,"15:30","FC Schalke 04","1. FC Koeln",2,4,2,1
"6985","1986/1987",9,1986-10-04,"15:30","VfB Stuttgart","1. FC Nuernberg",1,1,0,1
"6986","1986/1987",9,1986-10-04,"15:30","KFC Uerdingen 05","Hamburger SV",1,0,0,0
"6987","1986/1987",9,1986-10-04,"19:30","Bayer Leverkusen","SV Werder Bremen",4,1,2,1
"6988","1986/1987",10,1986-10-10,"20:00","SV Werder Bremen","SV Waldhof Mannheim",4,2,2,2
"6989","1986/1987",10,1986-10-10,"20:00","Hamburger SV","VfB Stuttgart",2,0,2,0
"6990","1986/1987",10,1986-10-10,"20:00","1. FC Kaiserslautern","KFC Uerdingen 05",1,0,0,0
"6991","1986/1987",10,1986-10-11,"15:30","VfL Bochum","Bayer Leverkusen",2,1,2,0
"6992","1986/1987",10,1986-10-11,"15:30","Fortuna Duesseldorf","Blau-Weiss 90 Berlin",3,1,2,1
"6993","1986/1987",10,1986-10-11,"15:30","Eintracht Frankfurt","FC Bayern Muenchen",0,0,0,0
"6994","1986/1987",10,1986-10-11,"15:30","1. FC Koeln","Borussia Dortmund",2,0,2,0
"6995","1986/1987",10,1986-10-11,"15:30","Borussia Moenchengladbach","FC 08 Homburg",5,0,0,0
"6996","1986/1987",10,1986-10-11,"15:30","1. FC Nuernberg","FC Schalke 04",2,1,2,0
"6997","1986/1987",11,1986-10-17,"19:30","Bayer Leverkusen","Eintracht Frankfurt",2,0,0,0
"6998","1986/1987",11,1986-10-17,"20:00","Borussia Dortmund","1. FC Nuernberg",2,2,2,0
"6999","1986/1987",11,1986-10-18,"15:00","FC 08 Homburg","SV Werder Bremen",0,1,0,1
"7000","1986/1987",11,1986-10-18,"15:30","Blau-Weiss 90 Berlin","FC Bayern Muenchen",1,1,0,1
"7001","1986/1987",11,1986-10-18,"15:30","Fortuna Duesseldorf","1. FC Koeln",0,4,0,2
"7002","1986/1987",11,1986-10-18,"15:30","SV Waldhof Mannheim","VfL Bochum",0,0,0,0
"7003","1986/1987",11,1986-10-18,"15:30","FC Schalke 04","Hamburger SV",1,1,0,1
"7004","1986/1987",11,1986-10-18,"15:30","VfB Stuttgart","1. FC Kaiserslautern",1,1,0,0
"7005","1986/1987",11,1986-10-18,"15:30","KFC Uerdingen 05","Borussia Moenchengladbach",1,1,0,0
"7006","1986/1987",12,1986-11-01,"15:30","SV Werder Bremen","KFC Uerdingen 05",5,1,2,1
"7007","1986/1987",12,1986-11-01,"15:30","Eintracht Frankfurt","SV Waldhof Mannheim",2,1,2,0
"7008","1986/1987",12,1986-11-01,"15:30","Hamburger SV","Borussia Dortmund",4,2,2,1
"7009","1986/1987",12,1986-11-01,"15:30","1. FC Nuernberg","Fortuna Duesseldorf",4,3,2,0
"7010","1986/1987",12,1986-11-01,"17:30","FC Bayern Muenchen","Bayer Leverkusen",0,3,0,1
"7011","1986/1987",12,1986-11-01,"18:00","VfL Bochum","FC 08 Homburg",0,0,0,0
"7012","1986/1987",12,1986-11-01,"18:00","1. FC Kaiserslautern","FC Schalke 04",5,1,2,1
"7013","1986/1987",12,1986-11-01,"18:00","1. FC Koeln","Blau-Weiss 90 Berlin",1,1,1,1
"7014","1986/1987",12,1986-11-01,"18:00","Borussia Moenchengladbach","VfB Stuttgart",4,0,1,0
"7015","1986/1987",13,1986-11-07,"20:00","Borussia Dortmund","1. FC Kaiserslautern",2,0,1,0
"7016","1986/1987",13,1986-11-08,"14:30","FC 08 Homburg","Eintracht Frankfurt",1,1,0,0
"7017","1986/1987",13,1986-11-08,"15:30","Blau-Weiss 90 Berlin","Bayer Leverkusen",0,1,0,1
"7018","1986/1987",13,1986-11-08,"15:30","Fortuna Duesseldorf","Hamburger SV",3,2,2,1
"7019","1986/1987",13,1986-11-08,"15:30","1. FC Koeln","1. FC Nuernberg",3,1,1,0
"7020","1986/1987",13,1986-11-08,"15:30","SV Waldhof Mannheim","FC Bayern Muenchen",3,3,2,0
"7021","1986/1987",13,1986-11-08,"15:30","FC Schalke 04","Borussia Moenchengladbach",1,2,0,0
"7022","1986/1987",13,1986-11-08,"15:30","VfB Stuttgart","SV Werder Bremen",4,0,3,0
"7023","1986/1987",13,1986-11-08,"15:30","KFC Uerdingen 05","VfL Bochum",3,1,1,0
"7024","1986/1987",14,1986-11-14,"19:30","Bayer Leverkusen","SV Waldhof Mannheim",0,0,0,0
"7025","1986/1987",14,1986-11-14,"20:00","SV Werder Bremen","FC Schalke 04",0,0,0,0
"7026","1986/1987",14,1986-11-15,"15:30","VfL Bochum","VfB Stuttgart",0,1,0,0
"7027","1986/1987",14,1986-11-15,"15:30","Eintracht Frankfurt","KFC Uerdingen 05",1,0,0,0
"7028","1986/1987",14,1986-11-15,"15:30","Hamburger SV","1. FC Koeln",1,0,0,0
"7029","1986/1987",14,1986-11-15,"15:30","1. FC Kaiserslautern","Fortuna Duesseldorf",3,1,3,0
"7030","1986/1987",14,1986-11-15,"15:30","Borussia Moenchengladbach","Borussia Dortmund",2,2,1,1
"7031","1986/1987",14,1986-11-15,"15:30","FC Bayern Muenchen","FC 08 Homburg",3,0,2,0
"7032","1986/1987",14,1986-11-15,"15:30","1. FC Nuernberg","Blau-Weiss 90 Berlin",7,2,2,1
"7033","1986/1987",15,1986-11-22,"14:00","FC 08 Homburg","Bayer Leverkusen",1,2,0,2
"7034","1986/1987",15,1986-11-22,"15:30","Borussia Dortmund","SV Werder Bremen",2,1,0,1
"7035","1986/1987",15,1986-11-22,"15:30","Fortuna Duesseldorf","Borussia Moenchengladbach",1,1,1,0
"7036","1986/1987",15,1986-11-22,"15:30","Hamburger SV","1. FC Nuernberg",1,1,0,0
"7037","1986/1987",15,1986-11-22,"15:30","1. FC Koeln","1. FC Kaiserslautern",2,2,1,0
"7038","1986/1987",15,1986-11-22,"15:30","SV Waldhof Mannheim","Blau-Weiss 90 Berlin",1,1,0,1
"7039","1986/1987",15,1986-11-22,"15:30","FC Schalke 04","VfL Bochum",0,0,0,0
"7040","1986/1987",15,1986-11-22,"15:30","VfB Stuttgart","Eintracht Frankfurt",4,1,1,0
"7041","1986/1987",15,1986-11-22,"15:30","KFC Uerdingen 05","FC Bayern Muenchen",0,0,0,0
"7042","1986/1987",16,1986-11-28,"20:00","VfL Bochum","Borussia Dortmund",0,0,0,0
"7043","1986/1987",16,1986-11-28,"20:00","SV Werder Bremen","Fortuna Duesseldorf",5,2,3,0
"7044","1986/1987",16,1986-11-28,"20:00","1. FC Kaiserslautern","1. FC Nuernberg",2,1,1,1
"7045","1986/1987",16,1986-11-29,"15:30","Blau-Weiss 90 Berlin","Hamburger SV",1,3,0,2
"7046","1986/1987",16,1986-11-29,"15:30","Eintracht Frankfurt","FC Schalke 04",0,1,0,0
"7047","1986/1987",16,1986-11-29,"15:30","Bayer Leverkusen","KFC Uerdingen 05",1,4,1,1
"7048","1986/1987",16,1986-11-29,"15:30","SV Waldhof Mannheim","FC 08 Homburg",5,1,3,0
"7049","1986/1987",16,1986-11-29,"15:30","Borussia Moenchengladbach","1. FC Koeln",3,1,3,0
"7050","1986/1987",16,1986-11-29,"15:30","FC Bayern Muenchen","VfB Stuttgart",1,0,1,0
"7051","1986/1987",17,1986-12-05,"20:00","Borussia Dortmund","Eintracht Frankfurt",1,0,0,0
"7052","1986/1987",17,1986-12-05,"20:00","1. FC Koeln","SV Werder Bremen",3,0,2,0
"7053","1986/1987",17,1986-12-06,"14:00","FC 08 Homburg","Blau-Weiss 90 Berlin",2,1,0,0
"7054","1986/1987",17,1986-12-06,"15:30","Fortuna Duesseldorf","VfL Bochum",0,4,0,1
"7055","1986/1987",17,1986-12-06,"15:30","Hamburger SV","1. FC Kaiserslautern",2,0,1,0
"7056","1986/1987",17,1986-12-06,"15:30","1. FC Nuernberg","Borussia Moenchengladbach",2,0,0,0
"7057","1986/1987",17,1986-12-06,"15:30","FC Schalke 04","FC Bayern Muenchen",2,2,1,0
"7058","1986/1987",17,1986-12-06,"15:30","VfB Stuttgart","Bayer Leverkusen",1,0,0,0
"7059","1986/1987",17,1986-12-06,"15:30","KFC Uerdingen 05","SV Waldhof Mannheim",3,2,2,0
"7060","1986/1987",18,1987-02-21,"15:30","Borussia Dortmund","FC Bayern Muenchen",2,2,0,2
"7061","1986/1987",18,1987-02-21,"15:30","Fortuna Duesseldorf","Eintracht Frankfurt",3,3,2,1
"7062","1986/1987",18,1987-02-21,"15:30","Hamburger SV","Borussia Moenchengladbach",3,1,1,1
"7063","1986/1987",18,1987-02-21,"15:30","1. FC Kaiserslautern","Blau-Weiss 90 Berlin",2,0,0,0
"7064","1986/1987",18,1987-02-21,"15:30","1. FC Koeln","VfL Bochum",1,0,1,0
"7065","1986/1987",18,1987-02-21,"15:30","1. FC Nuernberg","SV Werder Bremen",5,1,0,0
"7066","1986/1987",18,1987-03-08,"15:30","VfB Stuttgart","SV Waldhof Mannheim",2,1,0,1
"7067","1986/1987",18,1987-04-01,"20:00","KFC Uerdingen 05","FC 08 Homburg",2,1,1,1
"7068","1986/1987",18,1987-04-21,"20:00","FC Schalke 04","Bayer Leverkusen",1,2,0,0
"7069","1986/1987",19,1987-02-28,"14:30","FC 08 Homburg","VfB Stuttgart",2,1,0,0
"7070","1986/1987",19,1987-02-28,"15:30","VfL Bochum","1. FC Nuernberg",0,1,0,0
"7071","1986/1987",19,1987-02-28,"15:30","SV Werder Bremen","Hamburger SV",2,1,1,0
"7072","1986/1987",19,1987-02-28,"15:30","Eintracht Frankfurt","1. FC Koeln",1,2,0,0
"7073","1986/1987",19,1987-02-28,"15:30","SV Waldhof Mannheim","FC Schalke 04",2,0,1,0
"7074","1986/1987",19,1987-02-28,"15:30","Borussia Moenchengladbach","1. FC Kaiserslautern",0,1,0,1
"7075","1986/1987",19,1987-02-28,"15:30","FC Bayern Muenchen","Fortuna Duesseldorf",3,0,0,0
"7076","1986/1987",19,1987-03-07,"15:30","Bayer Leverkusen","Borussia Dortmund",3,2,0,1
"7077","1986/1987",19,1987-04-21,"20:00","Blau-Weiss 90 Berlin","KFC Uerdingen 05",1,1,1,0
"7078","1986/1987",20,1987-03-14,"15:30","Borussia Dortmund","SV Waldhof Mannheim",6,0,1,0
"7079","1986/1987",20,1987-03-14,"15:30","Fortuna Duesseldorf","Bayer Leverkusen",2,3,1,2
"7080","1986/1987",20,1987-03-14,"15:30","Hamburger SV","VfL Bochum",1,1,0,0
"7081","1986/1987",20,1987-03-14,"15:30","1. FC Kaiserslautern","SV Werder Bremen",1,3,1,1
"7082","1986/1987",20,1987-03-14,"15:30","1. FC Koeln","FC Bayern Muenchen",1,1,1,0
"7083","1986/1987",20,1987-03-14,"15:30","Borussia Moenchengladbach","Blau-Weiss 90 Berlin",2,1,1,0
"7084","1986/1987",20,1987-03-14,"15:30","1. FC Nuernberg","Eintracht Frankfurt",1,0,0,0
"7085","1986/1987",20,1987-03-14,"15:30","FC Schalke 04","FC 08 Homburg",4,0,0,0
"7086","1986/1987",20,1987-03-14,"15:30","VfB Stuttgart","KFC Uerdingen 05",2,0,0,0
"7087","1986/1987",21,1987-03-20,"20:00","Eintracht Frankfurt","Hamburger SV",1,3,1,2
"7088","1986/1987",21,1987-03-21,"15:30","VfL Bochum","1. FC Kaiserslautern",3,1,1,1
"7089","1986/1987",21,1987-03-21,"15:30","SV Werder Bremen","Borussia Moenchengladbach",1,7,0,1
"7090","1986/1987",21,1987-03-21,"15:30","Bayer Leverkusen","1. FC Koeln",0,1,0,0
"7091","1986/1987",21,1987-03-21,"15:30","SV Waldhof Mannheim","Fortuna Duesseldorf",1,1,1,1
"7092","1986/1987",21,1987-03-21,"15:30","FC Bayern Muenchen","1. FC Nuernberg",4,0,1,0
"7093","1986/1987",21,1987-03-21,"15:30","KFC Uerdingen 05","FC Schalke 04",0,0,0,0
"7094","1986/1987",21,1987-04-07,"20:00","FC 08 Homburg","Borussia Dortmund",2,2,1,1
"7095","1986/1987",21,1987-05-05,"20:00","Blau-Weiss 90 Berlin","VfB Stuttgart",0,2,0,0
"7096","1986/1987",22,1987-03-27,"20:00","SV Werder Bremen","Blau-Weiss 90 Berlin",2,0,0,0
"7097","1986/1987",22,1987-03-28,"15:30","Borussia Dortmund","KFC Uerdingen 05",1,1,0,0
"7098","1986/1987",22,1987-03-28,"15:30","Fortuna Duesseldorf","FC 08 Homburg",1,0,0,0
"7099","1986/1987",22,1987-03-28,"15:30","Hamburger SV","FC Bayern Muenchen",1,2,0,1
"7100","1986/1987",22,1987-03-28,"15:30","1. FC Kaiserslautern","Eintracht Frankfurt",2,1,1,1
"7101","1986/1987",22,1987-03-28,"15:30","1. FC Koeln","SV Waldhof Mannheim",2,1,1,0
"7102","1986/1987",22,1987-03-28,"15:30","Borussia Moenchengladbach","VfL Bochum",2,1,2,1
"7103","1986/1987",22,1987-03-28,"15:30","1. FC Nuernberg","Bayer Leverkusen",1,1,1,1
"7104","1986/1987",22,1987-03-28,"15:30","FC Schalke 04","VfB Stuttgart",2,1,1,0
"7105","1986/1987",23,1987-04-03,"20:00","SV Waldhof Mannheim","1. FC Nuernberg",3,0,3,0
"7106","1986/1987",23,1987-04-04,"15:30","Blau-Weiss 90 Berlin","FC Schalke 04",0,0,0,0
"7107","1986/1987",23,1987-04-04,"15:30","VfL Bochum","SV Werder Bremen",1,1,0,0
"7108","1986/1987",23,1987-04-04,"15:30","Eintracht Frankfurt","Borussia Moenchengladbach",4,0,0,0
"7109","1986/1987",23,1987-04-04,"15:30","FC 08 Homburg","1. FC Koeln",1,3,0,2
"7110","1986/1987",23,1987-04-04,"15:30","Bayer Leverkusen","Hamburger SV",0,1,0,0
"7111","1986/1987",23,1987-04-04,"15:30","FC Bayern Muenchen","1. FC Kaiserslautern",3,0,2,0
"7112","1986/1987",23,1987-04-04,"15:30","VfB Stuttgart","Borussia Dortmund",3,0,1,0
"7113","1986/1987",23,1987-04-04,"15:30","KFC Uerdingen 05","Fortuna Duesseldorf",4,1,3,1
"7114","1986/1987",24,1987-04-10,"20:00","VfL Bochum","Blau-Weiss 90 Berlin",5,1,1,0
"7115","1986/1987",24,1987-04-10,"20:00","SV Werder Bremen","Eintracht Frankfurt",4,1,2,1
"7116","1986/1987",24,1987-04-10,"20:00","1. FC Nuernberg","FC 08 Homburg",2,2,0,1
"7117","1986/1987",24,1987-04-11,"15:30","Borussia Dortmund","FC Schalke 04",1,0,1,0
"7118","1986/1987",24,1987-04-11,"15:30","Fortuna Duesseldorf","VfB Stuttgart",1,0,1,0
"7119","1986/1987",24,1987-04-11,"15:30","Hamburger SV","SV Waldhof Mannheim",1,0,1,0
"7120","1986/1987",24,1987-04-11,"15:30","1. FC Kaiserslautern","Bayer Leverkusen",1,1,0,1
"7121","1986/1987",24,1987-04-11,"15:30","1. FC Koeln","KFC Uerdingen 05",1,2,0,2
"7122","1986/1987",24,1987-04-11,"15:30","Borussia Moenchengladbach","FC Bayern Muenchen",0,1,0,1
"7123","1986/1987",25,1987-04-14,"18:15","FC 08 Homburg","Hamburger SV",1,1,0,1
"7124","1986/1987",25,1987-04-14,"19:30","Bayer Leverkusen","Borussia Moenchengladbach",0,2,0,1
"7125","1986/1987",25,1987-04-14,"20:00","Blau-Weiss 90 Berlin","Borussia Dortmund",1,1,1,1
"7126","1986/1987",25,1987-04-14,"20:00","FC Schalke 04","Fortuna Duesseldorf",4,2,0,0
"7127","1986/1987",25,1987-04-15,"20:00","Eintracht Frankfurt","VfL Bochum",1,1,1,0
"7128","1986/1987",25,1987-04-15,"20:00","SV Waldhof Mannheim","1. FC Kaiserslautern",4,3,2,2
"7129","1986/1987",25,1987-04-15,"20:00","FC Bayern Muenchen","SV Werder Bremen",3,2,1,2
"7130","1986/1987",25,1987-04-15,"20:00","VfB Stuttgart","1. FC Koeln",5,1,1,1
"7131","1986/1987",25,1987-04-15,"20:00","KFC Uerdingen 05","1. FC Nuernberg",3,4,0,1
"7132","1986/1987",26,1987-04-24,"20:00","Fortuna Duesseldorf","Borussia Dortmund",0,4,0,2
"7133","1986/1987",26,1987-04-24,"20:00","Eintracht Frankfurt","Blau-Weiss 90 Berlin",1,3,0,2
"7134","1986/1987",26,1987-04-24,"20:00","1. FC Kaiserslautern","FC 08 Homburg",5,0,4,0
"7135","1986/1987",26,1987-04-25,"15:30","VfL Bochum","FC Bayern Muenchen",1,2,1,1
"7136","1986/1987",26,1987-04-25,"15:30","SV Werder Bremen","Bayer Leverkusen",1,0,0,0
"7137","1986/1987",26,1987-04-25,"15:30","Hamburger SV","KFC Uerdingen 05",2,1,2,0
"7138","1986/1987",26,1987-04-25,"15:30","1. FC Koeln","FC Schalke 04",3,2,2,1
"7139","1986/1987",26,1987-04-25,"15:30","Borussia Moenchengladbach","SV Waldhof Mannheim",7,2,3,1
"7140","1986/1987",26,1987-04-25,"15:30","1. FC Nuernberg","VfB Stuttgart",2,1,1,1
"7141","1986/1987",27,1987-03-07,"15:30","FC Schalke 04","1. FC Nuernberg",2,4,0,2
"7142","1986/1987",27,1987-05-02,"15:30","Blau-Weiss 90 Berlin","Fortuna Duesseldorf",1,2,1,2
"7143","1986/1987",27,1987-05-02,"15:30","Borussia Dortmund","1. FC Koeln",1,1,0,0
"7144","1986/1987",27,1987-05-02,"15:30","FC 08 Homburg","Borussia Moenchengladbach",0,2,0,2
"7145","1986/1987",27,1987-05-02,"15:30","Bayer Leverkusen","VfL Bochum",2,1,0,0
"7146","1986/1987",27,1987-05-02,"15:30","SV Waldhof Mannheim","SV Werder Bremen",1,0,1,0
"7147","1986/1987",27,1987-05-02,"15:30","FC Bayern Muenchen","Eintracht Frankfurt",2,1,1,0
"7148","1986/1987",27,1987-05-02,"15:30","VfB Stuttgart","Hamburger SV",1,1,0,0
"7149","1986/1987",27,1987-05-02,"15:30","KFC Uerdingen 05","1. FC Kaiserslautern",1,2,0,0
