"","county","population","top","second","third"
"2130","oklahoma,alfalfa",6105,"German","American","English"
"2131","oklahoma,atoka",13879,"American","Irish","English"
"2132","oklahoma,beaver",5857,"German","American","English"
"2133","oklahoma,beckham",19799,"American","German","Irish"
"2134","oklahoma,blaine",11976,"German","American","English"
"2135","oklahoma,bryan",36534,"American","Irish","German"
"2136","oklahoma,caddo",30150,"American","German","Irish"
"2137","oklahoma,canadian",87697,"German","American","Irish"
"2138","oklahoma,carter",45621,"American","Irish","German"
"2139","oklahoma,cherokee",42521,"American","German","Irish"
"2140","oklahoma,choctaw",15342,"American","Irish","German"
"2141","oklahoma,cimarron",3148,"American","German","English"
"2142","oklahoma,cleveland",208016,"American","German","Irish"
"2143","oklahoma,coal",6031,"American","Irish","English"
"2144","oklahoma,comanche",114996,"German","American","Irish"
"2145","oklahoma,cotton",6614,"American","German","English"
"2146","oklahoma,craig",14950,"American","German","Irish"
"2147","oklahoma,creek",67367,"American","German","Irish"
"2148","oklahoma,custer",26142,"German","American","Irish"
"2149","oklahoma,delaware",37077,"American","German","Irish"
"2150","oklahoma,dewey",4743,"American","German","English"
"2151","oklahoma,ellis",4075,"German","American","English"
"2152","oklahoma,garfield",57813,"German","American","Irish"
"2153","oklahoma,garvin",27210,"American","Irish","German"
"2154","oklahoma,grady",45516,"American","German","Irish"
"2155","oklahoma,grant",5144,"German","American","English"
"2156","oklahoma,greer",6061,"American","Irish","English"
"2157","oklahoma,harmon",3283,"American","Irish","English"
"2158","oklahoma,harper",3562,"American","German","Irish"
"2159","oklahoma,haskell",11792,"American","Irish","German"
"2160","oklahoma,hughes",14154,"American","Irish","German"
"2161","oklahoma,jackson",28439,"American","German","Irish"
"2162","oklahoma,jefferson",6818,"American","Irish","English"
"2163","oklahoma,johnston",10513,"American","Irish","English"
"2164","oklahoma,kay",48080,"American","German","English"
"2165","oklahoma,kingfisher",13926,"German","American","Irish"
"2166","oklahoma,kiowa",10227,"American","German","Irish"
"2167","oklahoma,latimer",10692,"American","Irish","German"
"2168","oklahoma,le flore",48109,"American","Irish","German"
"2169","oklahoma,lincoln",32080,"American","German","Irish"
"2170","oklahoma,logan",33924,"American","German","Irish"
"2171","oklahoma,love",8831,"American","Irish","German"
"2172","oklahoma,mcclain",27740,"American","German","Irish"
"2173","oklahoma,mccurtain",34402,"American","Irish","English"
"2174","oklahoma,mcintosh",19456,"American","Irish","German"
"2175","oklahoma,major",7545,"German","American","English"
"2176","oklahoma,marshall",13184,"American","English","Irish"
"2177","oklahoma,mayes",38369,"American","German","Irish"
"2178","oklahoma,murray",12623,"American","Irish","German"
"2179","oklahoma,muskogee",69451,"American","German","Irish"
"2180","oklahoma,noble",11411,"German","American","Irish"
"2181","oklahoma,nowata",10569,"American","German","Irish"
"2182","oklahoma,okfuskee",11814,"American","German","English"
"2183","oklahoma,oklahoma",660448,"American","German","English"
"2184","oklahoma,okmulgee",39685,"American","German","Irish"
"2185","oklahoma,osage",44437,"American","German","Irish"
"2186","oklahoma,ottawa",33194,"American","German","Irish"
"2187","oklahoma,pawnee",16612,"American","German","Irish"
"2188","oklahoma,payne",68190,"German","American","English"
"2189","oklahoma,pittsburg",43953,"American","Irish","German"
"2190","oklahoma,pontotoc",35143,"American","Irish","German"
"2191","oklahoma,pottawatomie",65521,"American","German","Irish"
"2192","oklahoma,pushmataha",11667,"American","Irish","German"
"2193","oklahoma,roger mills",3436,"American","German","Irish"
"2194","oklahoma,rogers",70641,"American","German","Irish"
"2195","oklahoma,seminole",24894,"American","Irish","German"
"2196","oklahoma,sequoyah",38972,"American","Irish","German"
"2197","oklahoma,stephens",43182,"American","Irish","German"
"2198","oklahoma,texas",20107,"German","American","English"
"2199","oklahoma,tillman",9287,"American","German","Irish"
"2200","oklahoma,tulsa",563299,"German","American","English"
"2201","oklahoma,wagoner",57491,"American","German","Irish"
"2202","oklahoma,washington",48996,"American","German","English"
"2203","oklahoma,washita",11508,"American","German","Irish"
"2204","oklahoma,woods",9089,"German","American","English"
"2205","oklahoma,woodward",18486,"American","German","English"
"2206","oregon,baker",16741,"English","German","American"
"2207","oregon,benton",78153,"German","English","Irish"
"2208","oregon,clackamas",338391,"German","English","Irish"
"2209","oregon,clatsop",35630,"German","English","Irish"
"2210","oregon,columbia",43560,"German","English","American"
"2211","oregon,coos",62779,"German","English","Irish"
"2212","oregon,crook",19182,"American","German","English"
"2213","oregon,curry",21137,"German","English","American"
"2214","oregon,deschutes",115367,"German","English","Irish"
"2215","oregon,douglas",100399,"German","American","English"
"2216","oregon,gilliam",1915,"German","American","English"
"2217","oregon,grant",7935,"English","German","American"
"2218","oregon,harney",7609,"German","American","Irish"
"2219","oregon,hood river",20411,"German","English","American"
"2220","oregon,jackson",181269,"German","English","Irish"
"2221","oregon,jefferson",19009,"German","English","American"
"2222","oregon,josephine",75726,"German","English","Irish"
"2223","oregon,klamath",63775,"German","Irish","English"
"2224","oregon,lake",7422,"Irish","American","German"
"2225","oregon,lane",322959,"German","English","Irish"
"2226","oregon,lincoln",44479,"German","English","Irish"
"2227","oregon,linn",103069,"German","American","English"
"2228","oregon,malheur",31615,"German","English","American"
"2229","oregon,marion",284834,"German","English","American"
"2230","oregon,morrow",10995,"German","American","Irish"
"2231","oregon,multnomah",660486,"German","English","Irish"
"2232","oregon,polk",62380,"German","English","American"
"2233","oregon,sherman",1934,"German","American","English"
"2234","oregon,tillamook",24262,"German","English","American"
"2235","oregon,umatilla",70548,"German","American","English"
"2236","oregon,union",24530,"German","American","English"
"2237","oregon,wallowa",7226,"German","American","English"
"2238","oregon,wasco",23791,"German","English","American"
"2239","oregon,washington",445342,"German","English","Irish"
"2240","oregon,wheeler",1547,"German","English","American"
"2241","oregon,yamhill",84992,"German","English","American"
"2242","pennsylvania,adams",91292,"German","American","Irish"
"2243","pennsylvania,allegheny",1281666,"German","Italian","Irish"
"2244","pennsylvania,armstrong",72392,"German","Italian","Irish"
"2245","pennsylvania,beaver",181412,"German","Italian","Irish"
"2246","pennsylvania,bedford",49984,"German","American","English"
"2247","pennsylvania,berks",373638,"German","Italian","Irish"
"2248","pennsylvania,blair",129144,"German","Irish","Italian"
"2249","pennsylvania,bradford",62761,"German","English","American"
"2250","pennsylvania,bucks",597635,"German","Irish","Italian"
"2251","pennsylvania,butler",174083,"German","Irish","Italian"
"2252","pennsylvania,cambria",152598,"German","Irish","Italian"
"2253","pennsylvania,cameron",5974,"German","American","Italian"
"2254","pennsylvania,carbon",58802,"German","Irish","Italian"
"2255","pennsylvania,centre",135758,"German","Irish","American"
"2256","pennsylvania,chester",433501,"Irish","German","Italian"
"2257","pennsylvania,clarion",41765,"German","American","Irish"
"2258","pennsylvania,clearfield",83382,"German","American","English"
"2259","pennsylvania,clinton",37914,"German","American","Irish"
"2260","pennsylvania,columbia",64151,"German","American","Irish"
"2261","pennsylvania,crawford",90366,"German","American","Irish"
"2262","pennsylvania,cumberland",213674,"German","American","Irish"
"2263","pennsylvania,dauphin",251798,"German","Irish","American"
"2264","pennsylvania,delaware",550864,"Irish","Italian","German"
"2265","pennsylvania,elk",35112,"German","Italian","Irish"
"2266","pennsylvania,erie",280843,"German","Polish","Italian"
"2267","pennsylvania,fayette",148644,"German","Italian","Irish"
"2268","pennsylvania,forest",4946,"German","Irish","American"
"2269","pennsylvania,franklin",129313,"German","American","Irish"
"2270","pennsylvania,fulton",14261,"German","American","Irish"
"2271","pennsylvania,greene",40672,"German","American","English"
"2272","pennsylvania,huntingdon",45586,"German","American","Irish"
"2273","pennsylvania,indiana",89605,"German","Italian","Irish"
"2274","pennsylvania,jefferson",45932,"German","Italian","American"
"2275","pennsylvania,juniata",22821,"German","American","Irish"
"2276","pennsylvania,lackawanna",213295,"Italian","Irish","Polish"
"2277","pennsylvania,lancaster",470658,"German","American","Irish"
"2278","pennsylvania,lawrence",94643,"Italian","German","Irish"
"2279","pennsylvania,lebanon",120327,"German","American","Irish"
"2280","pennsylvania,lehigh",312090,"German","Italian","Irish"
"2281","pennsylvania,luzerne",319250,"Polish","Italian","Irish"
"2282","pennsylvania,lycoming",120044,"German","American","Irish"
"2283","pennsylvania,mckean",45936,"German","Irish","Italian"
"2284","pennsylvania,mercer",120293,"German","Italian","Irish"
"2285","pennsylvania,mifflin",46486,"German","American","Irish"
"2286","pennsylvania,monroe",138687,"German","Italian","Irish"
"2287","pennsylvania,montgomery",750097,"German","Irish","Italian"
"2288","pennsylvania,montour",18236,"German","American","Irish"
"2289","pennsylvania,northampton",267066,"German","Italian","Irish"
"2290","pennsylvania,northumberland",94556,"German","Polish","American"
"2291","pennsylvania,perry",43602,"German","American","Irish"
"2292","pennsylvania,philadelphia",1517550,"Irish","Italian","German"
"2293","pennsylvania,pike",46302,"German","Irish","Italian"
"2294","pennsylvania,potter",18080,"German","English","American"
"2295","pennsylvania,schuylkill",150336,"German","Irish","Polish"
"2296","pennsylvania,snyder",37546,"German","American","English"
"2297","pennsylvania,somerset",80023,"German","American","Italian"
"2298","pennsylvania,sullivan",6556,"German","Irish","English"
"2299","pennsylvania,susquehanna",42238,"German","English","Irish"
"2300","pennsylvania,tioga",41373,"German","American","English"
"2301","pennsylvania,union",41624,"German","American","Irish"
"2302","pennsylvania,venango",57565,"German","Irish","American"
"2303","pennsylvania,warren",43863,"German","Swedish","American"
"2304","pennsylvania,washington",202897,"German","Italian","Irish"
"2305","pennsylvania,wayne",47722,"German","Irish","Italian"
"2306","pennsylvania,westmoreland",369993,"German","Italian","Irish"
"2307","pennsylvania,wyoming",28080,"German","Irish","English"
"2308","pennsylvania,york",381751,"German","American","Irish"
"2309","rhode island,bristol",50648,"Portuguese","Italian","Irish"
"2310","rhode island,kent",167090,"Italian","Irish","English"
"2311","rhode island,newport",85433,"Irish","Portuguese","English"
"2312","rhode island,providence",621602,"Italian","Irish","French (except Basque)"
"2313","rhode island,washington",123546,"Italian","Irish","English"
"2314","south carolina,abbeville",26167,"American","Irish","English"
"2315","south carolina,aiken",142552,"American","English","German"
"2316","south carolina,allendale",11211,"American","English","German"
"2317","south carolina,anderson",165740,"American","Irish","English"
"2318","south carolina,bamberg",16658,"American","English","German"
"2319","south carolina,barnwell",23478,"American","English","German"
