"","rate.male","LCL95.male","UCL95.male","rate.female","LCL95.female","UCL95.female","state","county"
"north carolina,madison",253,211.8,300.6,166.4,136.7,202.1,"North Carolina","Madison County"
"north carolina,davie",251.2,217,290.1,147,125.4,172,"North Carolina","Davie County"
"north carolina,iredell",249.1,229.7,270,158.9,146.1,172.5,"North Carolina","Iredell County"
"north carolina,clay",246.8,195.4,312.6,150.7,113.6,203.7,"North Carolina","Clay County"
"north carolina,brunswick",245.5,222.9,270.6,161.7,146.2,178.8,"North Carolina","Brunswick County"
"north carolina,mecklenburg",244.1,234.3,254.3,156.4,150.2,162.7,"North Carolina","Mecklenburg County"
"north carolina,guilford",243.5,232.6,254.9,166.3,159.1,173.8,"North Carolina","Guilford County"
"north carolina,alleghany",241,189.7,304.4,198.2,157.9,250.4,"North Carolina","Alleghany County"
"north carolina,moore",240.2,220.8,261.1,153.7,139.9,168.9,"North Carolina","Moore County"
"north carolina,burke",238.2,216.5,261.8,157.5,143.1,173.2,"North Carolina","Burke County"
"north carolina,buncombe",237.6,224.3,251.6,171.6,162.1,181.6,"North Carolina","Buncombe County"
"north carolina,jackson",237.1,202.8,276.4,156.5,133,183.8,"North Carolina","Jackson County"
"north carolina,avery",232.6,189.6,284.1,159.6,128,198.7,"North Carolina","Avery County"
"north carolina,haywood",229,205.9,254.4,154.9,138.5,173.4,"North Carolina","Haywood County"
"north carolina,ashe",227.4,193.6,266.6,143.6,120.1,172.1,"North Carolina","Ashe County"
"north carolina,wake",225.9,215,237.3,154.7,147.8,161.7,"North Carolina","Wake County"
"north carolina,watauga",223.5,190.5,261.4,127,106.5,151.4,"North Carolina","Watauga County"
"north carolina,polk",221.1,186.9,261.6,144.5,119.3,176.3,"North Carolina","Polk County"
"north carolina,macon",218.7,190.8,250.6,139.1,119.2,162.9,"North Carolina","Macon County"
"north carolina,transylvania",214.3,185.5,247.3,162.6,140.4,188.8,"North Carolina","Transylvania County"
"north carolina,henderson",212.2,196,229.6,153.9,141.3,167.7,"North Carolina","Henderson County"
"north carolina,yancey",210.1,172,255.2,150.5,122.8,184.9,"North Carolina","Yancey County"
"north carolina,swain",188.5,144.9,243.2,161.2,125.6,205.7,"North Carolina","Swain County"
"north dakota,ransom",320.1,246.7,414.9,124.5,82.4,193.4,"North Dakota","Ransom County"
"north dakota,foster",316.5,221,455,179.7,115.3,289.2,"North Dakota","Foster County"
"north dakota,rolette",307.6,238.9,391.8,184.7,139.6,240.6,"North Dakota","Rolette County"
"north dakota,bowman",283.9,192.4,423.9,125.1,70.6,240,"North Dakota","Bowman County"
"north dakota,wells",262.7,195.2,368.8,160.8,114.1,257.7,"North Dakota","Wells County"
"north dakota,pierce",260.4,188.1,364.5,169.7,114,261.3,"North Dakota","Pierce County"
"north dakota,mclean",259.3,205,330.5,149.1,112.9,202.9,"North Dakota","McLean County"
"north dakota,walsh",256.8,207.7,316.7,152.9,118.3,198.8,"North Dakota","Walsh County"
"north dakota,lamoure",250.9,180.5,354,107,66,192.8,"North Dakota","LaMoure County"
"north dakota,sargent",250.6,169.9,364.4,165.7,106.8,269.6,"North Dakota","Sargent County"
"north dakota,ward",250.2,222.7,280.2,153.2,134.5,173.9,"North Dakota","Ward County"
"north dakota,cass",248.6,227.2,271.5,168.1,153.2,184,"North Dakota","Cass County"
"north dakota,mckenzie",247.6,175.5,351.1,118.4,72.9,200.3,"North Dakota","McKenzie County"
"north dakota,adams",243.5,158.2,420.5,159.8,94.4,334.1,"North Dakota","Adams County"
"north dakota,stark",236.8,198.6,281,147.4,121.1,179.2,"North Dakota","Stark County"
"north dakota,kidder",235.2,153.4,383.2,NA,NA,NA,"North Dakota","Kidder County"
"north dakota,hettinger",233.8,152.2,388.9,197.7,128.1,380.3,"North Dakota","Hettinger County"
"north dakota,grand forks",231.6,203.3,262.9,169.2,148.9,191.6,"North Dakota","Grand Forks County"
"north dakota,morton",231.2,194.7,272.9,166.6,138.8,199.2,"North Dakota","Morton County"
"north dakota,ramsey",229.8,183.4,287.2,154,119.3,199.3,"North Dakota","Ramsey County"
"north dakota,pembina",227.3,174.8,295.3,132.4,94.6,188.2,"North Dakota","Pembina County"
"north dakota,towner",226.4,142.6,403.9,125.8,71.5,284.3,"North Dakota","Towner County"
"north dakota,stutsman",223.2,186.6,265.8,158.1,131.1,190.7,"North Dakota","Stutsman County"
"north dakota,burleigh",221.8,197.8,248.2,146.8,130.4,164.8,"North Dakota","Burleigh County"
"north dakota,grant",220.2,143.7,359.5,154.8,95.4,302.6,"North Dakota","Grant County"
"north dakota,traill",219.7,165.3,289.8,114.1,78.4,166.6,"North Dakota","Traill County"
"north dakota,richland",218.6,176.8,268.3,124.4,96.5,159.8,"North Dakota","Richland County"
"north dakota,emmons",216.8,150.3,330.3,113.3,70.1,229.2,"North Dakota","Emmons County"
"north dakota,burke",213,127.4,413.6,NA,NA,NA,"North Dakota","Burke County"
"north dakota,williams",212.4,175.3,256.7,142.9,115.6,176.6,"North Dakota","Williams County"
"north dakota,eddy",212.3,131.3,355.8,NA,NA,NA,"North Dakota","Eddy County"
"north dakota,nelson",208.1,141.7,333.8,141,94.8,255.3,"North Dakota","Nelson County"
"north dakota,mchenry",204.4,149.5,282.7,132.6,88.2,204.8,"North Dakota","McHenry County"
"north dakota,cavalier",204.3,139.3,316.8,167.6,116.2,275.4,"North Dakota","Cavalier County"
"north dakota,logan",199.3,117.7,396.3,144.5,74.9,333.1,"North Dakota","Logan County"
"north dakota,mercer",197,142.8,274.8,137.5,97.4,199.7,"North Dakota","Mercer County"
"north dakota,bottineau",188.1,138.1,259.9,138.7,98.9,205.1,"North Dakota","Bottineau County"
"north dakota,benson",188,127.6,269.8,152.6,101.1,225.7,"North Dakota","Benson County"
"north dakota,barnes",187.9,146.4,240.9,158.4,121.7,206.9,"North Dakota","Barnes County"
"north dakota,divide",185.1,110.7,367.5,165.1,92.2,398.7,"North Dakota","Divide County"
"north dakota,mountrail",179.1,125.3,255.3,168.3,117.8,239.3,"North Dakota","Mountrail County"
"north dakota,renville",178.9,103.8,314.3,150.6,85.4,307.2,"North Dakota","Renville County"
"north dakota,dickey",173,119,252,144.7,98.7,214.7,"North Dakota","Dickey County"
"north dakota,dunn",162.9,96.4,273.6,140.2,76.9,259.1,"North Dakota","Dunn County"
"north dakota,mcintosh",159,102.8,277.3,141.3,85.1,270,"North Dakota","McIntosh County"
"north dakota,griggs",144.3,84.3,275.3,133.1,76.4,284.3,"North Dakota","Griggs County"
"ohio,adams",347.4,301.1,400,209.7,179,244.5,"Ohio","Adams County"
"ohio,lawrence",319.3,290.1,351.1,207.6,187.9,229.1,"Ohio","Lawrence County"
"ohio,jackson",309.3,269.4,354.4,191.3,165.3,220.7,"Ohio","Jackson County"
"ohio,meigs",307.3,262.2,358.9,167,139.3,199.6,"Ohio","Meigs County"
"ohio,belmont",301.3,276.8,327.7,163.4,148.3,180.2,"Ohio","Belmont County"
"ohio,guernsey",297.5,264,334.6,189.6,166.7,215.3,"Ohio","Guernsey County"
"ohio,morgan",294.4,242.2,356.1,143.9,112.1,184,"Ohio","Morgan County"
"ohio,ross",292.4,265,322.4,193.7,175.2,213.8,"Ohio","Ross County"
"ohio,seneca",292.1,263.6,323.3,149.3,131.8,168.7,"Ohio","Seneca County"
"ohio,muskingum",290.8,267,316.4,176.9,161.2,193.8,"Ohio","Muskingum County"
"ohio,highland",290.5,256.7,328,182.5,159.6,208.2,"Ohio","Highland County"
"ohio,scioto",286.9,262.7,313,197.8,181,216,"Ohio","Scioto County"
"ohio,vinton",283.6,221.6,360.4,191.7,148.2,244.6,"Ohio","Vinton County"
"ohio,marion",283.4,256.1,313.3,178.9,160.8,198.7,"Ohio","Marion County"
"ohio,clark",279.9,262.4,298.4,173.6,161.9,186.1,"Ohio","Clark County"
"ohio,butler",279.6,266,293.8,183.3,174.2,192.6,"Ohio","Butler County"
"ohio,jefferson",279.5,257,303.7,196.3,180.2,214,"Ohio","Jefferson County"
"ohio,perry",278.2,240.4,320.9,194.5,167.4,225.1,"Ohio","Perry County"
"ohio,athens",278.1,245.8,314,186.7,164.3,211.7,"Ohio","Athens County"
"ohio,hocking",278.1,238.6,323.3,198.3,168.8,232,"Ohio","Hocking County"
"ohio,hardin",277.8,239,321.8,181.3,154.6,211.8,"Ohio","Hardin County"
"ohio,lucas",276.9,266.2,288,179.9,172.8,187.3,"Ohio","Lucas County"
"ohio,brown",276.4,241.8,315.5,191.6,167,219.1,"Ohio","Brown County"
"ohio,allen",275.9,255.3,297.9,169.3,155.5,184.2,"Ohio","Allen County"
"ohio,franklin",274.4,266.3,282.6,189.8,184.5,195.2,"Ohio","Franklin County"
"ohio,ashtabula",272.4,252,294.3,190.2,175.5,205.9,"Ohio","Ashtabula County"
"ohio,lorain",271.2,258.1,285,181.8,172.7,191.3,"Ohio","Lorain County"
"ohio,logan",270.3,239.2,304.9,175,153.9,198.5,"Ohio","Logan County"
"ohio,cuyahoga",268.1,262.5,273.8,179.1,175.3,183,"Ohio","Cuyahoga County"
"ohio,hamilton",267.6,259.9,275.5,189.8,184.5,195.2,"Ohio","Hamilton County"
"ohio,montgomery",266.4,257.2,275.8,177,170.8,183.4,"Ohio","Montgomery County"
"ohio,pike",266.2,227.5,310.3,165.4,138.6,196.3,"Ohio","Pike County"
"ohio,clermont",265.3,246.2,285.7,190.3,177.4,204,"Ohio","Clermont County"
"ohio,summit",264.2,255,273.7,170,163.9,176.3,"Ohio","Summit County"
"ohio,union",263.2,225.9,305.7,151.6,127.9,178.6,"Ohio","Union County"
"ohio,crawford",263.1,233.7,295.6,161.3,141.8,183,"Ohio","Crawford County"
"ohio,champaign",262.7,228.7,300.9,186.3,162.2,213.3,"Ohio","Champaign County"
"ohio,paulding",262.4,215.7,317,176.3,143.8,215,"Ohio","Paulding County"
"ohio,clinton",262.3,228,300.9,183.1,159,209.9,"Ohio","Clinton County"
"ohio,harrison",262.2,217.1,315.2,189.5,154.9,232.1,"Ohio","Harrison County"
"ohio,fayette",261.8,224.2,304.5,157.7,132.6,186.8,"Ohio","Fayette County"
"ohio,ashland",259.8,231.6,290.6,133.3,116.1,152.7,"Ohio","Ashland County"
"ohio,trumbull",259.8,246.5,273.7,164.5,155.6,173.9,"Ohio","Trumbull County"
"ohio,columbiana",259.2,240.3,279.4,172,158.7,186.2,"Ohio","Columbiana County"
"ohio,portage",259,240.3,279.1,165.5,153,178.9,"Ohio","Portage County"
"ohio,madison",258.8,223,299.6,203.6,176.9,233.5,"Ohio","Madison County"
"ohio,pickaway",257.8,226.4,293,184.2,161.8,209.2,"Ohio","Pickaway County"
"ohio,wayne",256.3,235.8,278.4,149.3,136.1,163.6,"Ohio","Wayne County"
"ohio,defiance",256.2,223,293.6,149.7,128.3,173.9,"Ohio","Defiance County"
"ohio,erie",255.5,234.1,278.6,160.6,145.6,176.9,"Ohio","Erie County"
"ohio,fairfield",255.4,235.2,277,162.6,149.2,177,"Ohio","Fairfield County"
"ohio,mahoning",254.2,242.4,266.5,168.9,160.6,177.6,"Ohio","Mahoning County"
"ohio,morrow",253.7,216.5,296.4,166.2,139.7,196.5,"Ohio","Morrow County"
"ohio,licking",253.5,235,273.4,180.5,167.7,194,"Ohio","Licking County"
"ohio,greene",252,233.1,272.3,155.2,143.4,167.9,"Ohio","Greene County"
"ohio,knox",251.2,223.6,281.7,170.5,151.3,191.7,"Ohio","Knox County"
"ohio,putnam",250.4,215.4,289.9,138.5,116.4,164.1,"Ohio","Putnam County"
"ohio,stark",249.6,239.3,260.2,161.9,155,169.1,"Ohio","Stark County"
"ohio,washington",249.1,224.5,275.9,172.3,154.8,191.5,"Ohio","Washington County"
"ohio,huron",246.4,219.2,276.6,162,143.3,182.6,"Ohio","Huron County"
"ohio,wood",245.8,225.3,267.9,167.1,153.1,182.2,"Ohio","Wood County"
"ohio,auglaize",245.2,216.5,277,166.5,146,189.5,"Ohio","Auglaize County"
"ohio,henry",244.1,207.4,286.1,158,133.2,186.6,"Ohio","Henry County"
"ohio,van wert",240.9,206.7,279.4,152.9,129.1,180.5,"Ohio","Van Wert County"
"ohio,gallia",239.7,204.4,280.1,168.1,143,197,"Ohio","Gallia County"
"ohio,sandusky",239.5,214.7,266.5,172.7,154.8,192.3,"Ohio","Sandusky County"
"ohio,richland",239.1,221.6,257.9,171.5,158.9,184.9,"Ohio","Richland County"
"ohio,miami",238.9,218.4,261,167.1,152.9,182.5,"Ohio","Miami County"
"ohio,mercer",238.8,208.3,272.9,148.4,127.5,172.3,"Ohio","Mercer County"
"ohio,fulton",238.6,206.7,274.5,148.4,127.6,172.1,"Ohio","Fulton County"
"ohio,shelby",236.5,206.5,269.9,156.7,136,180,"Ohio","Shelby County"
"ohio,warren",236.5,217.8,256.7,170.7,157.6,184.5,"Ohio","Warren County"
"ohio,darke",234.8,209.5,262.4,161.4,142.9,181.9,"Ohio","Darke County"
"ohio,tuscarawas",234.6,214.7,256.1,158.8,144.8,174.1,"Ohio","Tuscarawas County"
"ohio,lake",234.3,221.2,248.1,177.5,168,187.5,"Ohio","Lake County"
"ohio,medina",232.4,214.5,251.6,157.3,145.1,170.3,"Ohio","Medina County"
"ohio,williams",230,199.7,263.7,159.7,138,184.2,"Ohio","Williams County"
"ohio,coshocton",228.6,198.4,262.7,190.7,166.6,217.9,"Ohio","Coshocton County"
"ohio,delaware",227.6,204.3,253.3,156.7,141.2,173.5,"Ohio","Delaware County"
"ohio,preble",227.5,198.2,260.4,158.1,136.7,182.3,"Ohio","Preble County"
"ohio,noble",227.2,176.5,289.5,158.2,120.6,206.1,"Ohio","Noble County"
"ohio,hancock",224.8,201.6,250.1,160.5,143.9,178.6,"Ohio","Hancock County"
"ohio,wyandot",224.8,187.1,268.4,166.5,138.7,199.1,"Ohio","Wyandot County"
"ohio,ottawa",224.7,197.4,255.1,166,145.5,189.3,"Ohio","Ottawa County"
"ohio,monroe",222.1,179.1,274,146.6,115.8,185.4,"Ohio","Monroe County"
"ohio,carroll",216.6,183.7,254.2,170.4,144.2,200.5,"Ohio","Carroll County"
"ohio,geauga",210.1,190,232,158.1,143.1,174.5,"Ohio","Geauga County"
"ohio,holmes",199,166.9,235.9,156.6,132,184.8,"Ohio","Holmes County"
"oklahoma,harmon",342.6,234.6,495.1,182.1,111.8,297.6,"Oklahoma","Harmon County"
"oklahoma,mccurtain",329.2,289.1,374.1,181.4,156.4,209.8,"Oklahoma","McCurtain County"
"oklahoma,haskell",322.7,262.9,394,189.3,148.6,240.1,"Oklahoma","Haskell County"
"oklahoma,kiowa",320.7,259.1,395,156.4,119.5,206.3,"Oklahoma","Kiowa County"
"oklahoma,coal",318.1,236.8,420.9,180.2,125.8,255.9,"Oklahoma","Coal County"
"oklahoma,ottawa",305.5,269,346.2,199.4,173.7,228.5,"Oklahoma","Ottawa County"
"oklahoma,love",304.2,238,385.7,204.7,155,268.9,"Oklahoma","Love County"
"oklahoma,hughes",303.2,251.2,363.9,158.2,123.7,201.9,"Oklahoma","Hughes County"
"oklahoma,jefferson",302.5,232.2,391.5,151.2,107.5,213,"Oklahoma","Jefferson County"
"oklahoma,pushmataha",299.4,242.8,367.6,199.4,158,251.4,"Oklahoma","Pushmataha County"
"oklahoma,adair",299.1,249,358,214.2,177.5,256.9,"Oklahoma","Adair County"
"oklahoma,sequoyah",297,260.6,337.8,179.8,156,206.4,"Oklahoma","Sequoyah County"
"oklahoma,lincoln",294.5,256.6,337.2,159.7,135,188.1,"Oklahoma","Lincoln County"
"oklahoma,cotton",293,219,387.5,109,70.4,166.4,"Oklahoma","Cotton County"
"oklahoma,nowata",292.1,232.1,365,199.8,156.2,254.6,"Oklahoma","Nowata County"
"oklahoma,pawnee",292.1,242.7,349.5,179.7,145.3,221.3,"Oklahoma","Pawnee County"
"oklahoma,carter",291.1,260.3,325,176.6,156,199.6,"Oklahoma","Carter County"
"oklahoma,tillman",290.8,229.2,367.2,174,130.5,231.3,"Oklahoma","Tillman County"
"oklahoma,okmulgee",289.9,256.5,326.8,161.8,140.5,186,"Oklahoma","Okmulgee County"
"oklahoma,craig",287.9,236.4,348.2,189,152.9,233.3,"Oklahoma","Craig County"
"oklahoma,marshall",285.8,233.9,347.8,133.7,103.8,172.4,"Oklahoma","Marshall County"
"oklahoma,choctaw",284.9,235.6,342.8,176.5,142.7,217.5,"Oklahoma","Choctaw County"
"oklahoma,seminole",284.5,244.5,329.9,177.2,149.7,209.5,"Oklahoma","Seminole County"
"oklahoma,harper",284.4,197.3,415.9,171.6,109.4,280.6,"Oklahoma","Harper County"
"oklahoma,dewey",283.4,205.4,392.7,178.6,123.8,266,"Oklahoma","Dewey County"
"oklahoma,mayes",282.9,249.4,320.1,170.3,147.4,196.2,"Oklahoma","Mayes County"
"oklahoma,grady",279.5,247.1,315.5,161.4,140.6,184.7,"Oklahoma","Grady County"
"oklahoma,custer",279.2,237.3,327,171.3,142.8,204.6,"Oklahoma","Custer County"
"oklahoma,bryan",278.2,245,315,167.6,144.9,193.5,"Oklahoma","Bryan County"
"oklahoma,muskogee",277.3,252.5,304.2,181.7,164.7,200.2,"Oklahoma","Muskogee County"
"oklahoma,creek",277.2,250.6,306.4,168.2,150.7,187.4,"Oklahoma","Creek County"
"oklahoma,le flore",277.1,246.9,310.3,194.9,172.7,219.5,"Oklahoma","Le Flore County"
"oklahoma,kay",274.7,246.4,305.7,169.8,150.4,191.6,"Oklahoma","Kay County"
"oklahoma,comanche",274.4,250.3,300.5,187,170.6,204.6,"Oklahoma","Comanche County"
"oklahoma,okfuskee",273.7,217.9,341.6,145.7,110.1,192.2,"Oklahoma","Okfuskee County"
"oklahoma,noble",272.5,214.1,343.4,153.7,115.8,202.3,"Oklahoma","Noble County"
"oklahoma,stephens",272,243.2,303.8,164,144.5,186.1,"Oklahoma","Stephens County"
"oklahoma,blaine",269.6,215.5,334.5,175.7,137.1,225.8,"Oklahoma","Blaine County"
"oklahoma,caddo",269.5,232.6,311.1,170.5,144.9,200.1,"Oklahoma","Caddo County"
"oklahoma,logan",267.1,229.2,310,164.3,139.3,192.9,"Oklahoma","Logan County"
"oklahoma,pottawatomie",265.8,239.4,294.7,167.8,150.2,187.1,"Oklahoma","Pottawatomie County"
"oklahoma,kingfisher",264,212.1,325.9,145.3,112.1,187.6,"Oklahoma","Kingfisher County"
"oklahoma,latimer",263.5,208.4,331.4,169.5,127,223.9,"Oklahoma","Latimer County"
"oklahoma,pontotoc",262.4,227.6,301.6,174.7,151,201.6,"Oklahoma","Pontotoc County"
"oklahoma,tulsa",261.4,251.5,271.6,179.5,172.9,186.2,"Oklahoma","Tulsa County"
"oklahoma,delaware",260.8,230.1,295.2,162.6,140.9,187.3,"Oklahoma","Delaware County"
"oklahoma,murray",259.7,211.8,317.3,186.6,147.9,234.4,"Oklahoma","Murray County"
"oklahoma,pittsburg",259.1,230.7,290.3,164.6,144.8,187.1,"Oklahoma","Pittsburg County"
"oklahoma,oklahoma",259,250.1,268.1,168.7,162.9,174.8,"Oklahoma","Oklahoma County"
"oklahoma,atoka",258.8,206.6,322.3,156.4,120.9,201.1,"Oklahoma","Atoka County"
"oklahoma,cimarron",258.8,167.1,397.7,226.1,141.7,361.8,"Oklahoma","Cimarron County"
"oklahoma,payne",256.6,229,286.8,144.3,126.3,164.3,"Oklahoma","Payne County"
"oklahoma,osage",256.3,225.2,291.2,163,141.9,187,"Oklahoma","Osage County"
"oklahoma,washita",252,201.1,314.2,137.2,105.1,179.5,"Oklahoma","Washita County"
"oklahoma,garvin",250.7,216.3,289.8,168.9,144.1,197.6,"Oklahoma","Garvin County"
"oklahoma,garfield",249.1,223.9,276.6,152.5,135.4,171.6,"Oklahoma","Garfield County"
"oklahoma,mcintosh",245.5,208.3,289.4,141.7,117.1,172.2,"Oklahoma","McIntosh County"
"oklahoma,rogers",242.1,216.5,270.5,166.8,148.7,186.6,"Oklahoma","Rogers County"
"oklahoma,jackson",236.8,196.6,283.2,158.3,131.4,189.5,"Oklahoma","Jackson County"
"oklahoma,washington",228.4,203.6,255.8,177.4,158.3,198.8,"Oklahoma","Washington County"
"oklahoma,cherokee",227.1,195.2,263.5,190.7,165.8,218.6,"Oklahoma","Cherokee County"
"oklahoma,canadian",226.7,202.3,253.7,162.3,145.5,180.7,"Oklahoma","Canadian County"
"oklahoma,mcclain",226.7,189,271.8,145.9,119.8,176.3,"Oklahoma","McClain County"
"oklahoma,wagoner",224,195.2,257,159.5,139,182.5,"Oklahoma","Wagoner County"
"oklahoma,cleveland",223.5,206.7,241.6,142,131,153.7,"Oklahoma","Cleveland County"
"oklahoma,johnston",221.5,168.7,287.5,166,124.3,219.4,"Oklahoma","Johnston County"
"oklahoma,woodward",219.8,178,269.1,161.2,129.4,199.7,"Oklahoma","Woodward County"
"oklahoma,woods",219.4,166.5,287.2,151.4,111.9,208.1,"Oklahoma","Woods County"
"oklahoma,ellis",216.6,146.1,324.2,98.7,57.4,183.6,"Oklahoma","Ellis County"
"oklahoma,grant",213.4,147.2,306.9,107.2,67,178.4,"Oklahoma","Grant County"
"oklahoma,texas",211.6,166.6,265.9,162.6,127.4,204.8,"Oklahoma","Texas County"
"oklahoma,beaver",209.2,145.4,297.1,121.8,77.3,193,"Oklahoma","Beaver County"
"oklahoma,beckham",206,167.4,251.1,187.4,154.5,226.7,"Oklahoma","Beckham County"
"oklahoma,greer",199,138.8,282.9,150.6,103.2,224.5,"Oklahoma","Greer County"
"oklahoma,alfalfa",192.8,138.2,273.7,113.4,72.5,188,"Oklahoma","Alfalfa County"
"oklahoma,major",192.5,140.1,264.5,137.9,97.8,195.3,"Oklahoma","Major County"
"oklahoma,roger mills",178.2,106.9,291,NA,NA,NA,"Oklahoma","Roger Mills County"
"oregon,columbia",281.3,248.4,318,206.1,180.7,234.3,"Oregon","Columbia County"
"oregon,gilliam",276,149.8,509.7,NA,NA,NA,"Oregon","Gilliam County"
"oregon,wheeler",270.7,153.9,548,NA,NA,NA,"Oregon","Wheeler County"
"oregon,josephine",258.1,238.7,279.1,176.8,162,193,"Oregon","Josephine County"
