"","INCOME","SEX","MARITAL.STATUS","AGE","EDUCATION","OCCUPATION","AREA","DUAL.INCOMES","HOUSEHOLD.SIZE","UNDER18","HOUSEHOLDER","HOME.TYPE","ETHNIC.CLASS","LANGUAGE"
"3512","[50.000-75.000)","F","Married","35-44","Grad Study","Professional/Managerial","10+ years","Yes","Six","Four","Own","House","White","English"
"3513","[10.000-15.000)","M","Single","25-34","Grad Study","Professional/Managerial","1-3 years","Not Married","Four","Two","Family","Mobile Home","Black","English"
"3514","[20.000-25.000)","F","Married","65+","Graduated High Scool","Retired","10+ years","No","Two","None","Own","Mobile Home","White","English"
"3515","[15.000-20.000)","F","Married","35-44","Graduated High Scool","Professional/Managerial","10+ years","Yes","Three","One","Rent","House","White","English"
"3516","[30.000-40.000)","F","Single","25-34","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","Two","None","Rent","Condominium","White","English"
"3517","[40.000-50.000)","M","Married","45-54","College graduate","Sales Worker","10+ years","Yes","Three","One","Own","House","White","English"
"3518","[10.000-15.000)","M",NA,"55-64","Graduated High Scool","Retired","1-3 years","Yes","Two","None","Own","Condominium","White","English"
"3519","[75.000-","F","Married","35-44","College graduate","Sales Worker","10+ years","Yes","Two","None","Own","House","White","English"
"3520","[50.000-75.000)","F","Married","45-54","College graduate","Professional/Managerial","10+ years","Yes",NA,"None","Own","House","White","English"
"3521","[15.000-20.000)","F","Single","25-34","Graduated High Scool","Clerical/Service Worker","10+ years","Not Married","Four","None",NA,"Mobile Home","White","English"
"3522","[50.000-75.000)","F","Married","35-44","1 to 3 years of college","Homemaker","10+ years","No","Four","One","Own","House","White","English"
"3523","[30.000-40.000)","M","Single","35-44","Graduated High Scool","Professional/Managerial","1-3 years","Not Married","One","None","Own","House","American Indian","English"
"3524","-10.000)","F","Divorced","25-34","Graduated High Scool","Homemaker","10+ years","Not Married","Four","Three","Family","House","Hispanic","English"
"3525","[50.000-75.000)","F","Single","18-24","Graduated High Scool","Student, HS or College","10+ years","Not Married","Four","One","Family","House","White","English"
"3526","[15.000-20.000)","F","Single","25-34","Graduated High Scool","Clerical/Service Worker","10+ years","Not Married","Three","Three","Own",NA,"White","English"
"3527","[10.000-15.000)","F","Widowed","25-34","1 to 3 years of college","Student, HS or College","10+ years","Not Married","Seven","Six","Rent","House","Hispanic","English"
"3528","[75.000-","M","Married","35-44","Grad Study","Professional/Managerial","10+ years","Yes","Two","None","Own","House","White","English"
"3529","[75.000-","F","Married","55-64","1 to 3 years of college","Unemployed","7-10 years","No","Three","None","Own","House","White","English"
"3530","[50.000-75.000)","M","Married","55-64","Grad Study","Retired","10+ years","No","Two","None","Own",NA,"White","English"
"3531","[20.000-25.000)","M","Married","18-24","Graduated High Scool","Clerical/Service Worker",NA,"Yes","Two","None","Rent","Apartment","Hispanic","English"
"3532","[15.000-20.000)","F","Single","18-24","1 to 3 years of college","Professional/Managerial",NA,"Not Married","Four","One","Family","House","Hispanic","Spanish"
"3533","-10.000)","F","Single","18-24","College graduate","Student, HS or College",NA,"Not Married","Two","None","Rent","Apartment","Hispanic","English"
"3534","[40.000-50.000)","F","Married","25-34","Graduated High Scool","Sales Worker","4-6 years","Yes","Five","Three","Own","House","White","English"
"3535","-10.000)","M","Single","18-24","Graduated High Scool","Factory Worker/Laborer/Driver",NA,"Not Married","Three","None","Rent","Apartment","White","English"
"3536","[40.000-50.000)","M","Married","25-34","Grad Study","Military","1-3 years","No","Four","Two","Rent","House","White","English"
"3537","[20.000-25.000)","M","Single","18-24","Graduated High Scool","Student, HS or College","10+ years","Not Married","Six","None","Rent","House","Pacific Islander","English"
"3538","-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Five","Three","Family","House","Hispanic","Spanish"
"3539","[40.000-50.000)","M","Single","18-24","1 to 3 years of college","Professional/Managerial",NA,"Not Married","Five","Two","Rent",NA,"Hispanic","English"
"3540","[10.000-15.000)","M","Single","18-24","Graduated High Scool","Military","1-3 years","Not Married","One","None",NA,NA,"White","English"
"3541","[30.000-40.000)","F","Married","25-34","Grade 8 or less","Homemaker","10+ years","Yes","Five","Two","Own","House","Hispanic","Spanish"
"3542","[30.000-40.000)","F","Divorced","45-54","Graduated High Scool","Sales Worker","7-10 years","Not Married","Three","None","Own","House","Hispanic","Spanish"
"3543","[50.000-75.000)","M","Divorced","25-34","College graduate","Sales Worker",NA,"Not Married","Two","None","Rent","House","White","English"
"3544","[75.000-","M","Together","25-34","Grad Study","Professional/Managerial","10+ years","Yes","Two","None","Own","House","White","English"
"3545","[50.000-75.000)","M","Married","35-44","1 to 3 years of college","Professional/Managerial","7-10 years","Yes","Five","Three","Own","House","White","English"
"3546","[50.000-75.000)","F","Married","25-34","Graduated High Scool","Professional/Managerial","7-10 years","Yes","Two","None","Rent","Condominium","White","English"
"3547","[75.000-","M","Divorced","35-44","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","One","None","Own","House","White","English"
"3548","[30.000-40.000)","M","Divorced","25-34","1 to 3 years of college","Factory Worker/Laborer/Driver","10+ years","Not Married","Two","One","Own","House","White","English"
"3549","[20.000-25.000)","M","Married","25-34","1 to 3 years of college","Professional/Managerial",NA,"No","Two","One","Own","House","White","English"
"3550","[30.000-40.000)","M","Married","45-54","Graduated High Scool","Military",NA,"No","Two","None","Own",NA,"White","English"
"3551","[10.000-15.000)","F","Single","18-24","1 to 3 years of college","Sales Worker","10+ years","Not Married","Four","None","Family","House","Asian","English"
"3552","[20.000-25.000)","M","Single","18-24","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","Three","None","Family","House","White","English"
"3553","[20.000-25.000)","F","Single","25-34","College graduate","Professional/Managerial",NA,"Not Married","One","None","Own","House","White","English"
"3554","-10.000)","F","Single","18-24","Graduated High Scool","Sales Worker","10+ years","Not Married","Three","None","Family","House","White","English"
"3555","[40.000-50.000)","M","Married","35-44","Graduated High Scool","Factory Worker/Laborer/Driver","10+ years","No",NA,"None","Own","House","White","English"
"3556","[50.000-75.000)","F","Single","65+","1 to 3 years of college","Clerical/Service Worker",NA,"Not Married","One","None","Rent","Apartment","White","English"
"3557","[50.000-75.000)","M","Married","55-64","College graduate","Retired","10+ years","No","Two","None","Own","House","White","English"
"3558","[15.000-20.000)","M","Divorced","65+","Graduated High Scool","Retired","10+ years","Not Married","One","None","Own","House","White","English"
"3559","[40.000-50.000)","F","Married","18-24","1 to 3 years of college","Clerical/Service Worker","4-6 years","Not Married","Two","None","Rent","Apartment","Asian","Other"
"3560","[30.000-40.000)","F","Married","55-64","Grad Study","Factory Worker/Laborer/Driver","7-10 years","No","Two","None","Rent","Apartment","White","English"
"3561","[30.000-40.000)","M","Married","45-54","College graduate","Professional/Managerial","1-3 years","Yes","Five","Two","Rent","House","Asian","Other"
"3562","[40.000-50.000)","M","Divorced","25-34","College graduate","Professional/Managerial","7-10 years","Not Married","One","None","Own","House","Black","English"
"3563","[10.000-15.000)","F","Married","18-24","1 to 3 years of college","Clerical/Service Worker",NA,"Yes","Three","None","Rent","Apartment","Hispanic","English"
"3564","-10.000)","F","Single","18-24","Graduated High Scool","Factory Worker/Laborer/Driver","10+ years","Not Married","Three","None","Family","House","Hispanic","Spanish"
"3565","-10.000)","M","Single","14-17","Grade 8 or less","Homemaker","1-3 years","Not Married",NA,"None",NA,"House","Other","English"
"3566","-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","1-3 years","Not Married","Four","Two","Family","House","White","English"
"3567","[20.000-25.000)","F","Single","14-17",NA,"Homemaker",NA,"Not Married","Five","Six","Rent","Other","Hispanic","Spanish"
"3568","-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","7-10 years","Not Married","Four","None","Family","House","Asian","Other"
"3569","-10.000)","M","Single","14-17","Grade 8 or less","Student, HS or College","7-10 years","Not Married","Six","Two","Family","House","American Indian","Spanish"
"3570","[30.000-40.000)","F","Married","35-44","1 to 3 years of college","Sales Worker","-1 year","Yes","Two","None","Rent","House","White","English"
"3571","[20.000-25.000)","F","Single","18-24","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","Two","None","Rent","Apartment","White","English"
"3572","[30.000-40.000)","F","Single","18-24","Graduated High Scool","Professional/Managerial","10+ years","Not Married","One","None","Rent","Condominium","White","English"
"3573","[50.000-75.000)","F","Single","18-24","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Eight","Three","Rent","House","Hispanic","Spanish"
"3574","[50.000-75.000)","F","Married","25-34","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Two","None","Own","House","Hispanic","Spanish"
"3575","[50.000-75.000)","F","Married","45-54","1 to 3 years of college","Clerical/Service Worker","10+ years","Yes","Seven","None","Own","House","Pacific Islander","English"
"3576","[50.000-75.000)","M","Married","45-54","Grade 8 or less","Factory Worker/Laborer/Driver",NA,"Yes","Two","None","Rent","Apartment","Hispanic","Spanish"
"3577","-10.000)","M","Single","18-24","1 to 3 years of college","Factory Worker/Laborer/Driver","10+ years","Not Married","Six","Three","Family","House","White","English"
"3578","[50.000-75.000)","M","Married","35-44","1 to 3 years of college","Factory Worker/Laborer/Driver","1-3 years","Yes","Four","Two","Rent",NA,"Asian","Other"
"3579","[50.000-75.000)","F","Together","35-44","Graduated High Scool","Factory Worker/Laborer/Driver","7-10 years","Yes","Four","Two","Own","House","White","English"
"3580","[75.000-","M","Together","35-44","College graduate","Professional/Managerial","7-10 years","Yes","Two","None","Rent","House","White","English"
"3581","[50.000-75.000)","M","Single","18-24","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","Six","One","Own","House","Asian","English"
"3582","[50.000-75.000)","M","Married","35-44","College graduate","Professional/Managerial","10+ years","Yes","Two","None","Own","House","White","English"
"3583","[50.000-75.000)","F","Single","45-54","1 to 3 years of college","Homemaker",NA,"Not Married","Five","Two","Own","House","White","English"
"3584","[75.000-","F","Married","35-44","College graduate","Professional/Managerial","10+ years","Yes","Four","Two","Own","House","White","English"
"3585","[75.000-","M","Together","18-24","Graduated High Scool","Sales Worker","10+ years","Not Married",NA,"None",NA,"Apartment","Black","English"
"3586","[15.000-20.000)","M","Single","25-34","Graduated High Scool","Factory Worker/Laborer/Driver","10+ years","Not Married","One","None","Rent","Apartment","White","English"
