"","idstud","country","studwgt","R31G01M","R31G02C","R31G03M","R31G04C","R31G05M","R31G06M","R31G07M","R31G08CZ","R31G08CA","R31G08CB","R31G09M","R31G10C","R31G11M","R31G12C","R31G13CZ","R31G13CA","R31G13CB","R31G13CC","R31G14M","R31P01M","R31P02C","R31P03C","R31P04M","R31P05C","R31P06C","R31P07C","R31P08M","R31P09C","R31P10M","R31P11M","R31P12M","R31P13M","R31P14C","R31P15C","R31P16C"
"2164",1007820,"FRA",0.69388,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,9,0,0,1,9,0,0,0,0,9,9,1,1,1,1,9,0,9
"2165",1007821,"FRA",0.72692,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0
"2166",1007822,"FRA",0.72692,1,0,0,9,0,0,0,0,0,0,0,9,0,9,9,9,9,9,0,0,1,1,0,9,0,9,0,9,1,1,0,1,9,9,9
"2167",1007823,"FRA",0.72692,1,1,0,9,0,1,0,9,9,9,1,9,1,9,9,9,9,9,0,1,1,1,0,9,0,1,1,1,1,1,0,1,1,9,1
"2168",1007824,"FRA",0.72692,0,0,0,9,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0
"2169",1007825,"FRA",0.72692,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,9,1,1,1,0,0,1,1,1,1,1,1,0,1,9,1,9
"2170",1007826,"FRA",0.7304,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,9,1
"2171",1007827,"FRA",0.7304,1,9,1,9,0,1,1,0,0,0,1,9,0,9,0,9,0,9,0,1,1,1,0,9,0,1,0,9,1,1,0,1,1,9,0
"2172",1007828,"FRA",0.7304,1,0,1,0,1,1,1,0,0,9,1,0,0,0,1,1,0,0,0,1,1,9,1,0,0,0,0,1,0,0,0,1,9,9,9
"2173",1007829,"FRA",0.7304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,9,1,9
"2174",1007830,"FRA",0.69388,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0
"2175",1007831,"FRA",0.69388,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"2176",1007832,"FRA",0.69388,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,9,1,1,0,1,1,1,1,1
"2177",1007833,"FRA",0.69388,1,0,1,0,0,0,0,9,9,9,0,9,0,9,9,9,9,9,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1
"2178",1007834,"FRA",1.15308,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"2179",1007835,"FRA",1.15308,1,0,9,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,9,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0
"2180",1007836,"FRA",1.15308,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
"2181",1007837,"FRA",1.15308,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0
"2182",1007838,"FRA",1.15308,1,1,1,0,1,1,1,9,9,9,0,0,0,0,1,1,0,0,1,1,1,1,9,1,1,1,1,0,9,1,9,1,1,9,9
"2183",1007839,"FRA",1.10503,1,9,1,0,0,1,1,0,0,0,0,1,0,0,9,9,9,9,0,1,1,1,0,1,1,0,1,9,1,1,1,1,1,9,9
"2184",1007840,"FRA",1.10503,1,1,1,0,1,1,0,1,1,0,1,9,0,1,9,9,9,9,0,1,1,9,0,0,1,1,1,1,1,1,1,1,0,1,1
"2185",1007841,"FRA",1.10503,0,0,0,0,0,1,0,1,9,1,1,0,0,1,9,9,9,9,0,0,1,0,0,1,1,0,1,1,0,0,0,1,9,0,9
"2186",1007842,"FRA",1.10503,1,1,1,9,9,1,1,1,1,0,1,1,1,9,1,9,1,9,0,1,1,1,1,1,1,1,1,1,1,1,0,1,9,9,9
"2187",1007843,"FRA",1.08163,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0
"2188",1007844,"FRA",1.08163,0,9,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0
"2189",1007845,"FRA",1.08163,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0
"2190",1007846,"FRA",1.08163,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,9,9,0
"2191",1007847,"FRA",1.08163,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0
"2192",1007848,"FRA",1.08163,1,1,0,0,1,1,1,0,0,0,1,0,1,9,1,1,9,1,9,1,1,1,9,9,9,9,9,9,1,1,0,1,0,1,0
"2193",1007849,"FRA",1.08163,1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2194",1007850,"FRA",0.72109,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
"2195",1007851,"FRA",0.72109,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,9,9,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
"2196",1007852,"FRA",0.72109,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2197",1007853,"FRA",0.72109,0,1,1,0,1,1,1,0,9,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"2198",1007854,"FRA",0.72109,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0
"2199",1007855,"FRA",0.72109,1,0,1,9,0,0,1,1,1,0,0,0,0,9,1,1,1,1,1,1,1,1,0,9,1,1,1,1,1,1,1,1,1,9,9
"2200",1007856,"FRA",0.75113,1,9,1,0,0,1,1,0,0,0,1,9,0,1,9,9,9,9,1,1,1,1,1,1,9,1,1,1,0,1,0,0,0,1,0
"2201",1007857,"FRA",0.75113,1,1,1,1,1,1,1,0,0,0,1,1,1,9,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0
"2202",1007858,"FRA",0.75113,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"2203",1007859,"FRA",0.75113,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2204",1007860,"FRA",0.75113,1,1,1,0,1,1,1,1,1,9,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"2205",1007861,"FRA",0.75052,0,0,1,9,0,1,0,1,1,0,1,9,0,1,1,1,1,1,1,0,0,9,1,1,1,1,1,9,1,1,0,1,9,9,1
"2206",1007862,"FRA",0.75052,1,0,0,9,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0
"2207",1007863,"FRA",0.75052,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"2208",1007864,"FRA",0.75052,1,9,0,9,0,0,1,0,0,9,1,9,0,9,9,9,9,9,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,9
"2209",1007865,"FRA",0.75052,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0
"2210",1007866,"FRA",0.75052,0,9,1,9,0,1,1,0,0,0,1,9,1,9,0,0,9,9,1,0,1,1,0,1,1,0,0,9,1,1,0,1,9,9,9
"2211",1007867,"FRA",0.75052,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2212",1007868,"FRA",0.75052,1,0,1,0,0,1,1,9,9,9,0,0,0,0,9,9,9,9,0,1,0,1,0,0,9,9,1,0,1,1,0,1,0,9,9
"2213",1007869,"FRA",0.75052,0,1,1,9,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1
"2214",1007870,"FRA",0.75052,1,0,1,1,1,1,0,0,0,0,0,1,1,9,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
"2215",1007871,"FRA",0.75052,0,1,1,0,0,1,0,0,0,0,1,0,0,1,9,9,9,9,0,1,1,1,0,0,1,1,1,1,1,1,1,1,9,9,9
"2216",1007872,"FRA",0.75052,1,1,1,1,0,1,1,9,9,9,0,1,1,0,1,9,1,0,1,1,1,1,1,9,1,1,1,0,1,0,1,1,0,0,0
"2217",1007873,"FRA",0.78054,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1
"2218",1007874,"FRA",0.78054,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
"2219",1007875,"FRA",0.78054,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
"2220",1007876,"FRA",0.78054,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,9,1,1,0,0,1,1,1,0,1,0,1,0
"2221",1007877,"FRA",0.78054,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0
"2222",1007878,"FRA",0.76616,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,9,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"2223",1007879,"FRA",0.76616,1,1,0,0,0,0,0,9,9,9,0,9,0,9,9,9,9,9,0,0,9,9,0,9,9,9,1,0,0,1,0,0,9,9,0
"2224",1007880,"FRA",0.76616,1,0,1,0,1,0,1,1,1,0,1,1,0,9,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
"2225",1007881,"FRA",0.76616,0,1,0,0,0,1,0,9,9,9,1,1,0,9,9,9,9,9,1,0,1,1,0,0,9,0,1,0,1,1,0,0,9,0,9
"2226",1007882,"FRA",0.76616,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"2227",1007883,"FRA",0.76616,0,0,0,9,0,1,1,0,0,9,1,9,0,9,9,9,9,9,0,0,9,0,1,0,1,0,0,1,1,1,0,1,0,0,0
"2228",1007884,"FRA",0.76616,0,9,0,9,1,0,0,9,9,9,0,9,0,0,9,9,9,9,9,0,1,9,0,0,9,9,0,9,1,0,0,1,9,0,9
"2229",1007885,"FRA",0.76616,1,1,1,9,1,1,0,9,9,9,1,1,1,9,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0
"2230",1007886,"FRA",0.76616,1,1,1,9,0,1,1,9,9,9,1,9,1,0,1,9,1,0,0,1,0,1,0,9,1,0,0,1,1,1,0,1,9,9,9
"2231",1007887,"FRA",0.76616,0,0,1,9,0,0,1,1,9,1,0,0,0,0,0,9,0,9,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0
"2232",1007888,"FRA",0.76616,1,1,1,0,1,1,1,9,9,9,1,1,1,9,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0
"2233",1007889,"FRA",0.76616,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,9,9,9
"2234",1007890,"FRA",0.76616,0,1,0,9,0,0,1,0,0,0,0,0,0,1,1,1,9,1,0,0,1,1,0,1,1,9,1,0,1,1,1,1,9,9,9
"2235",1007891,"FRA",0.82908,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"2236",1007892,"FRA",0.82908,0,1,0,0,0,1,0,9,9,9,1,9,1,9,0,0,9,9,0,1,1,9,0,0,9,0,1,1,1,1,0,1,9,9,9
"2237",1007893,"FRA",0.82908,0,9,0,9,1,0,0,0,0,0,0,9,0,1,1,1,0,0,9,1,0,1,0,0,0,0,0,1,1,0,0,1,0,9,9
"2238",1007894,"FRA",0.82908,0,1,1,0,0,1,1,9,9,9,1,9,1,9,9,9,9,9,0,1,0,1,0,1,0,0,0,9,1,1,0,1,9,9,9
"2239",1007895,"FRA",0.82908,0,9,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,9,0,1,0,0,1,9,1,9,1,0,0,1,0,0,9,9,9
"2240",1007896,"FRA",0.82908,1,9,0,9,0,1,0,9,9,9,1,9,0,9,9,9,9,9,0,1,0,1,0,9,1,0,0,9,1,1,0,1,9,0,9
"2241",1007897,"FRA",0.82908,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0
"2242",1007898,"FRA",0.82908,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
"2243",1007899,"FRA",0.82908,1,1,1,1,0,1,1,1,1,1,1,0,1,0,9,9,9,9,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"2244",1007900,"FRA",0.82908,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2245",1007901,"FRA",0.82908,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1
"2246",1007902,"FRA",1.25631,1,0,0,0,0,0,1,0,0,0,1,9,0,9,9,9,9,9,9,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,9
"2247",1007903,"FRA",1.25631,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1
"2248",1007904,"FRA",1.25631,0,0,0,0,0,0,0,9,9,9,0,0,1,0,9,9,9,9,0,0,0,0,0,0,0,9,9,0,0,0,0,0,9,9,0
"2249",1007905,"FRA",1.1992,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"2250",1007906,"FRA",1.1992,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
"2251",1007907,"FRA",0.81723,1,1,1,0,0,1,1,1,1,0,1,0,0,9,9,9,9,9,1,1,1,1,0,1,1,0,9,1,1,1,1,1,1,0,1
"2252",1007908,"FRA",0.81723,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2253",1007909,"FRA",0.81723,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2254",1007910,"FRA",0.81723,0,0,0,9,0,1,0,0,0,0,1,9,0,0,0,9,0,9,0,1,0,9,0,0,9,9,1,9,0,0,0,1,9,9,9
"2255",1007911,"FRA",0.81723,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,9,0
"2256",1007912,"FRA",0.81723,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
"2257",1007913,"FRA",0.81723,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
"2258",1007914,"FRA",0.81723,1,1,1,0,1,1,1,0,0,0,1,0,1,9,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
"2259",1007915,"FRA",0.81723,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0
"2260",1007916,"FRA",0.81723,0,0,1,1,1,1,0,0,0,0,1,9,0,0,0,0,9,9,0,1,0,1,0,0,1,1,1,1,1,0,0,1,9,9,9
"2261",1007917,"FRA",0.81723,1,0,1,0,0,1,1,1,1,9,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0
"2262",1007918,"FRA",0.81723,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0
"2263",1007919,"FRA",0.84992,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
"2264",1007920,"FRA",0.84992,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
"2265",1007921,"FRA",0.84992,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"2266",1007922,"FRA",0.84992,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
"2267",1007923,"FRA",0.84992,1,1,1,0,0,1,0,9,9,9,1,9,0,9,1,9,1,9,0,0,9,1,0,1,0,1,1,1,1,1,0,1,9,9,9
"2268",1007924,"FRA",0.84992,0,0,0,0,0,0,0,9,9,9,1,0,1,0,9,9,9,9,1,1,1,1,0,0,9,9,1,9,1,1,0,9,9,9,9
"2269",1007925,"FRA",0.9001,0,0,0,0,0,0,1,9,9,9,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0
"2270",1007926,"FRA",0.9001,1,0,1,0,0,1,1,1,1,9,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0
"2271",1007927,"FRA",0.9001,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0
"2272",1007928,"FRA",0.92379,0,1,9,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,9,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0
"2273",1007929,"FRA",0.92379,0,1,1,0,1,1,1,9,9,9,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1
"2274",1007930,"FRA",0.92379,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"2275",1007931,"FRA",0.92379,1,1,1,0,1,1,0,0,0,0,0,9,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
"2276",1007932,"FRA",1.28287,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9,9
"2277",1007933,"FRA",1.28287,1,1,1,0,1,1,0,9,9,9,0,9,0,9,9,9,9,9,0,1,1,1,1,0,1,1,1,9,1,1,9,1,9,9,9
"2278",1007934,"FRA",1.28287,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,9,0,9,9,1,1,0,0,0,1,9,0,9,9,9,9,9,9,9,9
"2279",1007935,"FRA",1.28287,0,9,0,0,1,0,1,0,0,0,0,9,0,1,9,9,9,9,9,0,1,9,0,0,9,0,0,0,0,0,0,0,9,9,9
"2280",1007936,"FRA",1.60358,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1
"2281",1007937,"FRA",0.87561,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2282",1007938,"FRA",0.87561,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2283",1007939,"FRA",0.87561,9,9,1,0,0,1,0,0,0,0,1,9,0,9,1,1,9,1,9,1,0,1,1,9,9,9,1,1,1,1,0,1,9,9,9
"2284",1007940,"FRA",0.87561,1,9,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0
"2285",1007941,"FRA",0.87561,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,9,1,9,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0
"2286",1007942,"FRA",0.87561,1,0,1,1,1,1,1,9,9,9,1,1,1,1,9,9,9,9,1,1,1,0,1,9,1,1,1,1,1,1,1,1,1,1,1
"2287",1007943,"FRA",0.87561,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"2288",1007944,"FRA",0.87561,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0
"2289",1007945,"FRA",0.87561,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0
"2290",1007946,"FRA",0.87561,0,0,0,9,1,0,0,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,9,9
"2291",1007947,"FRA",0.87561,0,1,1,0,1,1,1,1,1,1,1,9,1,1,0,0,9,9,0,1,1,1,1,0,1,9,1,1,1,1,9,1,9,9,9
"2292",1007948,"FRA",0.87561,1,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,9,9,0,1,1,1,1,1,1,1,1,1,9,9,1,9,1,0,0
"2293",1007949,"FRA",0.87561,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,0
"2294",1007950,"FRA",0.87561,1,1,1,0,1,1,0,0,0,0,0,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,1
"2295",1007951,"FRA",0.87561,9,9,1,0,0,1,1,9,9,9,1,0,0,9,9,9,9,9,9,0,1,9,0,0,9,9,1,9,0,0,0,1,9,9,9
"2296",1007952,"FRA",1.34545,1,9,0,0,0,9,0,9,9,9,0,9,0,0,9,9,9,9,0,0,9,9,0,0,0,9,1,9,0,0,0,1,9,9,9
"2297",1007953,"FRA",1.34545,0,9,1,9,1,0,1,9,9,9,1,9,1,9,1,1,9,9,0,1,1,1,1,0,9,0,1,1,1,1,0,1,1,9,9
"2298",1007954,"FRA",1.34545,0,0,0,9,0,0,0,9,9,9,0,0,0,9,9,9,9,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,0
"2299",1007955,"FRA",1.34545,9,9,0,0,0,9,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
"2300",1007956,"FRA",0.91939,1,1,1,9,0,1,1,9,9,9,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
"2301",1007957,"FRA",0.91939,9,1,0,0,0,1,0,9,9,9,1,9,0,0,9,9,9,9,0,1,0,0,1,9,0,9,1,1,1,1,0,1,9,9,9
"2302",1007958,"FRA",0.91939,1,0,1,0,0,1,1,1,1,1,0,0,1,9,9,9,9,9,1,0,9,9,0,9,9,9,0,9,9,9,9,9,9,9,9
"2303",1007959,"FRA",0.91939,0,9,9,9,0,1,1,9,9,9,0,9,0,9,9,9,9,9,1,0,0,9,0,0,1,9,0,1,1,0,0,1,9,9,9
"2304",1007960,"FRA",0.91939,1,0,1,0,1,0,1,1,0,1,1,0,0,9,9,9,9,9,1,1,1,1,1,1,0,9,1,0,1,1,0,1,0,0,0
"2305",1007961,"FRA",0.91939,0,1,1,1,0,1,1,9,9,9,1,0,1,0,9,9,9,9,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,9,0
"2306",1007962,"FRA",0.91939,1,1,1,1,1,1,1,0,9,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"2307",1007963,"FRA",0.91939,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0
"2308",1007964,"FRA",0.91939,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2309",1007965,"FRA",0.91939,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
"2310",1007966,"FRA",0.91939,0,1,1,9,1,0,1,9,9,9,1,9,9,9,9,9,9,9,9,1,0,1,1,0,9,0,0,1,1,9,9,9,9,9,9
"2311",1007967,"FRA",0.91939,1,9,1,0,0,1,1,9,9,9,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,9,1,1,1,1,1,1,1,1,9
"2312",1007968,"FRA",0.91939,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
"2313",1007969,"FRA",0.91939,1,0,0,0,0,1,1,9,9,9,1,0,1,9,1,1,9,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1
"2314",1007970,"FRA",0.91939,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,9,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0
"2315",1007971,"FRA",0.91939,1,1,1,0,1,1,0,9,9,9,1,9,1,1,9,9,9,9,0,1,1,1,1,9,0,1,1,1,9,1,1,1,9,9,9
"2316",1007972,"FRA",0.97789,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"2317",1007973,"FRA",0.97789,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0
"2318",1007974,"FRA",0.97789,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0
"2319",1007975,"FRA",0.97789,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1
