"","I101","I102","I103","I104","I105","I106","I107","I108","I109","I110","I111","I113","I114","I115","I116","I117","I118","I119","I120","I121","I122","I123","I124","I125","I126","I127","I128","I129","I130","I131","I132","I133","I134","I135","I136","I137","I138","I139","I140","I141","I142","I143","I144","I145","I146","I147","I148","I149","I150","I151","I152","I154","I155","I156","I157","I158","I159","I160","I161","I162","I163","I164","I165","I166","I167","I168","I169","I170","I171","I172","I173","I174","I175","I176","I177","I178","I179"
"705",1,3,NA,1,NA,1,2,NA,"D",NA,9,3,2,1,1,"F",1,NA,3,"B",NA,NA,"9",3,1,"B",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,9,2,NA,NA,9,NA,NA,3,NA,9,1,2,2,1,1,"C",1,NA,"A","C",NA,2,1,NA,2,9,1,NA,NA,"E"
"706",0,NA,8,9,2,NA,NA,2,"E",3,8,NA,NA,0,NA,"F",NA,2,NA,"B",2,1,"B",NA,NA,"D",1,4,3,NA,NA,4,1,NA,3,2,0,1,NA,3,"A",8,3,2,3,3,NA,NA,NA,1,3,8,3,1,NA,1,NA,NA,NA,NA,NA,NA,"C",NA,1,"A","C",2,NA,NA,1,NA,NA,NA,3,3,"E"
"707",0,2,NA,1,NA,1,2,NA,"D",NA,9,3,2,1,1,"F",1,NA,2,"B",NA,NA,"E",3,3,"F",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,3,NA,2,1,3,2,1,1,"C",1,NA,"A","C",NA,1,1,NA,2,1,1,NA,NA,"E"
"708",0,3,NA,1,NA,2,2,NA,"C",NA,9,1,1,9,2,"F",3,NA,3,"B",NA,NA,"E",1,2,"B",NA,NA,NA,3,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,9,NA,NA,4,NA,1,3,2,1,2,2,"C",1,NA,"A","D",NA,2,1,NA,2,2,2,NA,NA,"E"
"709",0,NA,1,1,2,NA,NA,1,"D",2,9,NA,NA,9,NA,"C",NA,2,NA,"B",1,3,"A",NA,NA,"E",1,4,2,NA,NA,3,2,NA,2,3,1,3,NA,3,"A",9,3,2,3,2,NA,NA,NA,3,2,9,3,2,NA,1,NA,NA,NA,NA,NA,NA,"F",NA,2,"F","C",3,NA,NA,1,NA,NA,NA,2,3,"9"
"710",0,3,NA,1,NA,1,2,NA,"D",NA,9,1,1,9,1,"F",3,NA,2,"B",NA,NA,"E",3,3,"C",NA,NA,NA,2,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,3,2,2,NA,NA,1,NA,NA,3,NA,1,3,2,2,1,1,"C",1,NA,"A","B",NA,2,1,NA,2,1,3,NA,NA,"E"
"711",3,NA,1,1,2,NA,NA,1,"9",3,9,NA,NA,9,NA,"C",NA,3,NA,"B",2,3,"E",NA,NA,"9",1,4,3,NA,NA,3,2,NA,3,3,0,2,NA,3,"A",0,3,3,2,2,NA,NA,NA,2,1,1,3,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","9",3,NA,NA,1,NA,NA,NA,3,3,"E"
"712",0,2,NA,1,NA,2,3,NA,"D",NA,8,3,2,0,1,"F",3,NA,3,"B",NA,NA,"E",2,3,"B",NA,NA,NA,2,1,NA,NA,1,NA,NA,0,NA,3,NA,"A",8,NA,NA,NA,NA,2,3,2,NA,NA,1,NA,NA,3,NA,1,3,1,3,1,1,"C",1,NA,"A","C",NA,2,1,NA,2,2,1,NA,NA,"E"
"713",0,2,NA,1,NA,1,2,NA,"8",NA,0,3,2,1,1,"F",1,NA,2,"B",NA,NA,"E",3,1,"F",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,2,NA,"A",0,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,3,"C",1,NA,"A","C",NA,3,1,NA,2,2,1,NA,NA,"E"
"714",0,3,NA,1,NA,2,2,NA,"D",NA,9,2,1,9,1,"F",3,NA,3,"B",NA,NA,"E",1,2,"F",NA,NA,NA,2,3,NA,NA,2,NA,NA,0,NA,1,NA,"A",0,NA,NA,NA,NA,2,1,2,NA,NA,9,NA,NA,3,NA,2,3,2,3,1,1,"C",1,NA,"A","C",NA,2,2,NA,2,2,1,NA,NA,"E"
"715",0,2,NA,9,NA,3,2,NA,"D",NA,9,2,2,9,1,"C",3,NA,3,"D",NA,NA,"E",3,1,"C",NA,NA,NA,2,2,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,3,3,3,NA,NA,9,NA,NA,1,NA,1,2,2,2,1,1,"F",3,NA,"A","B",NA,2,1,NA,2,2,3,NA,NA,"E"
"716",0,2,NA,1,NA,1,2,NA,"D",NA,9,3,2,9,1,"F",1,NA,2,"B",NA,NA,"E",3,3,"8",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",0,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"B","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"717",0,3,NA,0,NA,1,2,NA,"F",NA,0,3,2,9,1,"F",1,NA,2,"B",NA,NA,"A",1,2,"D",NA,NA,NA,2,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",0,NA,NA,NA,NA,1,1,2,NA,NA,0,NA,NA,1,NA,2,2,2,2,1,1,"C",1,NA,"B","C",NA,2,2,NA,2,2,1,NA,NA,"E"
"718",2,NA,3,1,2,NA,NA,3,"D",9,9,NA,NA,9,NA,"C",NA,3,NA,"B",3,3,"9",NA,NA,"F",1,4,3,NA,NA,3,1,NA,3,1,0,3,NA,3,"A",9,1,3,3,3,NA,NA,NA,2,3,9,3,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","9",3,NA,NA,3,NA,NA,NA,2,1,"E"
"719",0,NA,2,1,2,NA,NA,1,"D",3,9,NA,NA,9,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"F",1,4,2,NA,NA,3,2,NA,1,1,0,3,NA,2,"A",9,1,3,3,3,NA,NA,NA,3,3,9,3,2,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,2,"A","C",1,NA,NA,3,NA,NA,NA,3,1,"E"
"720",2,3,NA,1,NA,3,2,NA,"9",NA,9,1,3,9,1,"F",2,NA,3,"D",NA,NA,"E",3,2,"9",NA,NA,NA,1,3,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,3,NA,1,3,3,3,1,1,"C",1,NA,"B","C",NA,2,3,NA,2,2,1,NA,NA,"E"
"721",0,NA,2,1,1,NA,NA,1,"D",3,9,NA,NA,1,NA,"F",NA,2,NA,"B",3,3,"E",NA,NA,"F",1,4,3,NA,NA,3,2,NA,1,2,0,3,NA,2,"A",0,1,3,3,3,NA,NA,NA,3,2,1,1,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,2,2,"E"
"722",2,2,NA,1,NA,3,2,NA,"9",NA,9,3,1,9,1,"F",3,NA,3,"B",NA,NA,"9",3,3,"8",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,3,NA,1,2,2,2,2,1,"C",1,NA,"B","D",NA,2,2,NA,1,2,1,NA,NA,"E"
"723",0,NA,1,0,1,NA,NA,1,"D",3,9,NA,NA,9,NA,"C",NA,3,NA,"B",3,3,"A",NA,NA,"E",2,4,3,NA,NA,3,3,NA,2,1,0,3,NA,3,"A",9,3,3,3,2,NA,NA,NA,3,3,9,2,3,NA,2,NA,NA,NA,NA,NA,NA,"F",NA,3,"F","B",2,NA,NA,1,NA,NA,NA,2,3,"E"
"724",2,NA,1,9,2,NA,NA,2,"9",3,9,NA,NA,9,NA,"C",NA,2,NA,"D",1,9,"E",NA,NA,"B",9,4,1,NA,NA,3,2,NA,3,9,0,3,NA,2,"A",9,2,3,3,2,NA,NA,NA,2,3,9,3,3,NA,1,NA,NA,NA,NA,NA,NA,"F",NA,3,"D","9",2,NA,NA,1,NA,NA,NA,3,3,"E"
"725",0,2,NA,1,NA,1,2,NA,"D",NA,1,3,2,9,1,"F",3,NA,2,"B",NA,NA,"E",1,2,"B",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"8",9,NA,NA,NA,NA,1,2,2,NA,NA,9,NA,NA,3,NA,1,1,2,2,1,1,"C",1,NA,"F","C",NA,2,1,NA,2,2,1,NA,NA,"E"
"726",0,NA,2,1,1,NA,NA,1,"D",3,9,NA,NA,1,NA,"C",NA,3,NA,"B",3,3,"E",NA,NA,"A",1,4,1,NA,NA,4,2,NA,1,1,0,3,NA,1,"A",9,2,3,3,2,NA,NA,NA,2,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"B","C",1,NA,NA,2,NA,NA,NA,2,1,"E"
"727",0,2,NA,0,NA,1,2,NA,"D",NA,9,1,2,9,2,"F",1,NA,2,"B",NA,NA,"E",3,1,"F",NA,NA,NA,1,3,NA,NA,4,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,9,NA,NA,3,NA,1,3,3,2,1,1,"C",1,NA,"B","A",NA,3,3,NA,2,2,2,NA,NA,"E"
"728",0,NA,2,1,1,NA,NA,1,"D",3,1,NA,NA,0,NA,"F",NA,3,NA,"B",2,3,"B",NA,NA,"F",1,4,1,NA,NA,3,2,NA,2,1,0,3,NA,3,"A",1,2,3,3,2,NA,NA,NA,3,2,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",1,NA,NA,3,NA,NA,NA,3,3,"E"
"729",0,3,NA,0,NA,3,2,NA,"A",NA,9,3,2,0,2,"F",3,NA,3,"D",NA,NA,"E",1,2,"B",NA,NA,NA,2,2,NA,NA,2,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,2,1,NA,NA,8,NA,NA,1,NA,1,3,2,3,1,1,"B",1,NA,"D","C",NA,1,2,NA,2,2,1,NA,NA,"E"
"730",0,1,NA,9,NA,1,2,NA,"D",NA,9,3,2,1,1,"F",3,NA,2,"B",NA,NA,"E",3,1,"F",NA,NA,NA,3,2,NA,NA,4,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,9,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"B","C",NA,3,1,NA,2,2,1,NA,NA,"E"
"731",0,2,NA,1,NA,1,2,NA,"A",NA,0,8,8,9,1,"C",8,NA,3,"B",NA,NA,"B",1,1,"F",NA,NA,NA,1,3,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,1,NA,1,1,2,2,1,1,"F",1,NA,"D","C",NA,1,1,NA,1,2,2,NA,NA,"E"
"732",0,3,NA,1,NA,1,2,NA,"D",NA,9,3,2,1,2,"F",1,NA,3,"B",NA,NA,"B",3,3,"F",NA,NA,NA,1,1,NA,NA,4,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,3,NA,1,1,1,2,1,1,"C",1,NA,"A","C",NA,1,1,NA,2,3,1,NA,NA,"E"
"733",0,1,NA,1,NA,1,2,NA,"A",NA,9,3,3,0,1,"F",1,NA,1,"B",NA,NA,"E",1,2,"D",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",0,NA,NA,NA,NA,2,3,2,NA,NA,9,NA,NA,3,NA,1,1,2,2,1,1,"C",1,NA,"B","C",NA,2,1,NA,2,2,1,NA,NA,"E"
"734",1,NA,1,1,2,NA,NA,2,"D",3,9,NA,NA,9,NA,"C",NA,3,NA,"B",1,3,"9",NA,NA,"F",1,2,1,NA,NA,3,2,NA,3,1,0,3,NA,3,"A",9,3,3,3,3,NA,NA,NA,1,2,9,3,2,NA,1,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","C",2,NA,NA,1,NA,NA,NA,2,2,"E"
"735",0,NA,1,9,1,NA,NA,1,"B",2,9,NA,NA,9,NA,"B",NA,2,NA,"C",2,3,"D",NA,NA,"F",1,1,2,NA,NA,3,1,NA,3,2,0,3,NA,3,"A",0,3,2,3,1,NA,NA,NA,3,1,9,3,1,NA,1,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","C",1,NA,NA,2,NA,NA,NA,2,3,"E"
"736",0,3,NA,1,NA,1,2,NA,"E",NA,9,2,3,0,1,"C",3,NA,3,"B",NA,NA,"C",1,2,"D",NA,NA,NA,1,1,NA,NA,2,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,3,1,NA,NA,0,NA,NA,3,NA,2,2,2,3,3,2,"F",1,NA,"A","B",NA,2,2,NA,1,2,2,NA,NA,"D"
"737",0,NA,1,1,2,NA,NA,1,"D",3,9,NA,NA,1,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"B",1,4,2,NA,NA,3,1,NA,1,1,0,3,NA,2,"A",1,1,3,3,2,NA,NA,NA,3,2,0,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,2,"A","C",2,NA,NA,3,NA,NA,NA,2,2,"E"
"738",0,1,NA,1,NA,1,3,NA,"D",NA,9,3,3,9,1,"C",3,NA,2,"B",NA,NA,"B",1,3,"A",NA,NA,NA,1,3,NA,NA,3,NA,NA,0,NA,1,NA,"A",0,NA,NA,NA,NA,2,2,2,NA,NA,9,NA,NA,3,NA,1,1,1,2,2,3,"F",1,NA,"F","C",NA,2,1,NA,2,2,3,NA,NA,"E"
"739",4,NA,1,9,1,NA,NA,1,"9",1,9,NA,NA,7,NA,"F",NA,2,NA,"B",3,3,"E",NA,NA,"9",1,4,2,NA,NA,3,2,NA,3,1,0,2,NA,3,"A",9,1,3,3,2,NA,NA,NA,3,3,9,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"9","9",3,NA,NA,1,NA,NA,NA,2,3,"E"
"740",5,2,NA,1,NA,1,2,NA,"9",NA,9,3,2,9,1,"F",1,NA,2,"B",NA,NA,"9",2,1,"9",NA,NA,NA,2,2,NA,NA,4,NA,NA,0,NA,3,NA,"A",1,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"9","9",NA,1,1,NA,2,2,3,NA,NA,"E"
"741",0,2,NA,1,NA,1,2,NA,"A",NA,1,3,2,9,1,"F",1,NA,2,"B",NA,NA,"E",3,3,"F",NA,NA,NA,2,3,NA,NA,3,NA,NA,0,NA,3,NA,"A",0,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"B","C",NA,3,1,NA,2,3,1,NA,NA,"E"
"742",0,3,NA,0,NA,1,2,NA,"A",NA,9,2,2,9,2,"C",1,NA,3,"B",NA,NA,"E",1,3,"B",NA,NA,NA,2,2,NA,NA,2,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,1,2,NA,NA,0,NA,NA,1,NA,2,3,1,2,1,1,"F",4,NA,"C","F",NA,2,2,NA,2,2,1,NA,NA,"E"
"743",0,NA,1,1,2,NA,NA,1,"D",3,9,NA,NA,9,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"F",1,4,2,NA,NA,3,2,NA,2,1,0,3,NA,3,"A",9,3,3,3,2,NA,NA,NA,3,2,9,2,3,NA,1,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,1,NA,NA,NA,3,1,"E"
"744",0,NA,2,0,2,NA,NA,1,"B",3,8,NA,NA,1,NA,"C",NA,3,NA,"B",3,3,"E",NA,NA,"F",1,4,1,NA,NA,3,2,NA,3,2,0,3,NA,3,"A",1,1,3,3,2,NA,NA,NA,2,3,1,3,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","C",1,NA,NA,3,NA,NA,NA,2,1,"E"
"745",0,3,NA,0,NA,1,2,NA,"D",NA,9,2,2,9,1,"F",1,NA,3,"B",NA,NA,"A",3,3,"B",NA,NA,NA,1,1,NA,NA,1,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,3,NA,1,3,1,2,1,1,"C",1,NA,"F","C",NA,1,3,NA,2,2,1,NA,NA,"E"
"746",0,NA,1,1,2,NA,NA,1,"E",3,9,NA,NA,9,NA,"F",NA,3,NA,"B",3,3,"B",NA,NA,"F",1,4,2,NA,NA,3,2,NA,1,1,0,3,NA,2,"A",1,2,3,3,3,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"D","C",2,NA,NA,3,NA,NA,NA,1,1,"E"
"747",0,NA,1,0,9,NA,NA,3,"A",1,9,NA,NA,9,NA,"F",NA,3,NA,"B",3,3,"F",NA,NA,"B",3,4,3,NA,NA,4,2,NA,9,1,0,3,NA,3,"A",0,2,3,1,2,NA,NA,NA,2,2,9,2,1,NA,3,NA,NA,NA,NA,NA,NA,"D",NA,2,"D","E",3,NA,NA,9,NA,NA,NA,3,2,"C"
"748",0,NA,3,1,2,NA,NA,1,"D",3,1,NA,NA,1,NA,"F",NA,1,NA,"B",3,3,"E",NA,NA,"F",1,4,1,NA,NA,3,2,NA,1,1,0,3,NA,2,"A",1,2,3,3,2,NA,NA,NA,3,2,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,2,"A","C",1,NA,NA,3,NA,NA,NA,3,2,"E"
"749",0,2,NA,0,NA,1,2,NA,"D",NA,0,3,2,1,1,"F",3,NA,2,"B",NA,NA,"E",3,3,"B",NA,NA,NA,1,2,NA,NA,1,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,1,1,2,1,1,"C",1,NA,"F","C",NA,2,1,NA,2,2,1,NA,NA,"E"
"750",0,NA,1,9,2,NA,NA,1,"E",3,9,NA,NA,9,NA,"C",NA,3,NA,"F",3,3,"B",NA,NA,"F",3,3,3,NA,NA,3,1,NA,3,1,0,2,NA,3,"A",9,2,3,3,2,NA,NA,NA,3,2,8,3,3,NA,3,NA,NA,NA,NA,NA,NA,"B",NA,2,"D","C",2,NA,NA,1,NA,NA,NA,3,3,"E"
"751",3,1,NA,1,NA,1,2,NA,"D",NA,9,1,1,9,3,"C",1,NA,3,"B",NA,NA,"9",3,1,"B",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",0,NA,NA,NA,NA,3,2,2,NA,NA,9,NA,NA,3,NA,2,2,3,2,1,1,"F",1,NA,"9","9",NA,1,3,NA,2,2,1,NA,NA,"E"
"752",2,1,NA,1,NA,1,2,NA,"D",NA,9,3,2,9,3,"F",1,NA,3,"B",NA,NA,"9",2,2,"9",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,3,NA,1,2,3,2,2,1,"C",1,NA,"F","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"753",0,3,NA,9,NA,1,2,NA,"F",NA,9,3,2,9,1,"F",1,NA,2,"B",NA,NA,"C",3,2,"B",NA,NA,NA,2,1,NA,NA,1,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,2,3,2,NA,NA,9,NA,NA,3,NA,2,1,3,2,2,1,"C",1,NA,"A","E",NA,1,1,NA,2,2,3,NA,NA,"D"
"754",0,NA,8,1,1,NA,NA,3,"E",3,9,NA,NA,9,NA,"C",NA,3,NA,"B",3,3,"D",NA,NA,"A",1,4,3,NA,NA,3,2,NA,3,2,0,3,NA,2,"A",9,2,2,3,2,NA,NA,NA,2,2,9,3,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"B","C",3,NA,NA,2,NA,NA,NA,3,3,"D"
"755",2,1,NA,9,NA,1,2,NA,"9",NA,9,3,1,9,1,"F",3,NA,1,"B",NA,NA,"E",1,3,"9",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,3,NA,1,2,2,3,1,1,"C",1,NA,"D","C",NA,1,2,NA,2,2,2,NA,NA,"E"
"756",0,2,NA,1,NA,1,2,NA,"A",NA,9,1,2,9,1,"F",2,NA,2,"B",NA,NA,"E",1,2,"B",NA,NA,NA,1,1,NA,NA,4,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"D","C",NA,1,3,NA,2,2,1,NA,NA,"E"
"757",0,NA,1,1,1,NA,NA,1,"F",3,9,NA,NA,1,NA,"F",NA,2,NA,"B",3,3,"A",NA,NA,"C",1,4,1,NA,NA,3,2,NA,1,1,0,3,NA,2,"A",0,2,3,3,3,NA,NA,NA,3,2,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"E","D",2,NA,NA,3,NA,NA,NA,1,3,"E"
"758",0,NA,1,1,2,NA,NA,1,"D",3,1,NA,NA,1,NA,"F",NA,2,NA,"B",3,3,"E",NA,NA,"F",1,4,1,NA,NA,3,2,NA,2,1,0,3,NA,2,"A",1,3,3,3,3,NA,NA,NA,3,3,0,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",1,NA,NA,2,NA,NA,NA,2,2,"E"
"759",3,NA,1,1,3,NA,NA,2,"D",2,9,NA,NA,9,NA,"C",NA,3,NA,"B",3,3,"9",NA,NA,"9",1,2,2,NA,NA,3,2,NA,2,2,0,3,NA,1,"A",9,2,3,3,2,NA,NA,NA,2,2,9,2,1,NA,1,NA,NA,NA,NA,NA,NA,"F",NA,2,"A","9",3,NA,NA,3,NA,NA,NA,3,1,"E"
"760",0,NA,1,1,1,NA,NA,2,"F",2,9,NA,NA,9,NA,"F",NA,3,NA,"D",2,2,"D",NA,NA,"C",1,3,1,NA,NA,3,2,NA,3,1,0,2,NA,2,"E",9,2,2,3,2,NA,NA,NA,3,2,9,3,1,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","E",1,NA,NA,2,NA,NA,NA,3,3,"A"
"761",0,8,NA,1,NA,1,2,NA,"D",NA,8,3,2,1,1,"C",1,NA,2,"B",NA,NA,"E",8,3,"F",NA,NA,NA,1,1,NA,NA,4,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,8,2,2,NA,NA,1,NA,NA,3,NA,1,1,8,2,1,1,"F",1,NA,"A","C",NA,1,8,NA,2,3,1,NA,NA,"E"
"762",0,NA,1,1,1,NA,NA,1,"F",3,9,NA,NA,9,NA,"C",NA,3,NA,"B",3,3,"C",NA,NA,"B",1,4,1,NA,NA,4,2,NA,1,1,0,3,NA,3,"A",9,3,3,3,2,NA,NA,NA,3,3,9,2,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,2,"A","D",2,NA,NA,1,NA,NA,NA,3,3,"E"
"763",0,3,NA,1,NA,1,2,NA,"D",NA,9,3,2,9,1,"F",3,NA,2,"B",NA,NA,"8",3,3,"B",NA,NA,NA,2,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",0,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"A","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"764",0,NA,4,1,2,NA,NA,3,"A",9,8,NA,NA,8,NA,"F",NA,3,NA,"B",2,3,"E",NA,NA,"B",1,4,3,NA,NA,3,2,NA,2,3,0,2,NA,3,"A",8,3,3,3,3,NA,NA,NA,3,2,1,3,3,NA,2,NA,NA,NA,NA,NA,NA,"C",NA,3,"F","C",2,NA,NA,1,NA,NA,NA,3,3,"E"
"765",0,NA,1,9,2,NA,NA,1,"A",1,0,NA,NA,9,NA,"C",NA,3,NA,"B",2,3,"D",NA,NA,"C",1,4,1,NA,NA,3,1,NA,3,1,0,3,NA,3,"A",9,1,3,3,3,NA,NA,NA,3,2,9,2,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"E","B",2,NA,NA,3,NA,NA,NA,2,1,"E"
"766",0,NA,1,1,1,NA,NA,2,"D",3,0,NA,NA,1,NA,"C",NA,3,NA,"B",3,3,"E",NA,NA,"B",1,4,3,NA,NA,4,1,NA,1,2,0,3,NA,2,"A",8,3,3,3,3,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","C",2,NA,NA,1,NA,NA,NA,3,1,"E"
"767",0,NA,1,0,1,NA,NA,1,"F",3,9,NA,NA,9,NA,"C",NA,2,NA,"B",2,3,"D",NA,NA,"B",1,4,1,NA,NA,3,2,NA,2,3,0,3,NA,3,"A",9,3,3,3,2,NA,NA,NA,3,2,9,2,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","C",1,NA,NA,1,NA,NA,NA,2,1,"E"
"768",0,3,NA,1,NA,1,2,NA,"D",NA,9,3,2,9,1,"F",3,NA,2,"B",NA,NA,"E",3,3,"B",NA,NA,NA,2,1,NA,NA,1,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,3,NA,1,1,3,2,2,1,"C",1,NA,"A","C",NA,2,3,NA,2,2,2,NA,NA,"E"
"769",0,3,NA,0,NA,1,2,NA,"F",NA,0,2,1,0,1,"F",1,NA,2,"B",NA,NA,"D",1,3,"B",NA,NA,NA,2,1,NA,NA,2,NA,NA,0,NA,3,NA,"A",8,NA,NA,NA,NA,1,2,3,NA,NA,8,NA,NA,1,NA,1,2,2,3,2,1,"D",1,NA,"E","A",NA,2,2,NA,1,2,3,NA,NA,"E"
"770",0,2,NA,1,NA,3,2,NA,"D",NA,1,1,2,1,1,"F",1,NA,2,"B",NA,NA,"E",3,3,"F",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"A","C",NA,1,1,NA,2,3,1,NA,NA,"E"
"771",0,3,NA,1,NA,1,2,NA,"F",NA,9,3,1,1,1,"C",1,NA,2,"B",NA,NA,"E",3,3,"C",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,3,3,NA,NA,0,NA,NA,4,NA,8,1,2,2,1,1,"F",1,NA,"A","D",NA,1,1,NA,2,2,1,NA,NA,"E"
"772",0,3,NA,1,NA,3,2,NA,"D",NA,9,3,2,0,1,"F",2,NA,2,"B",NA,NA,"E",3,3,"F",NA,NA,NA,2,2,NA,NA,4,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,3,NA,1,1,1,3,3,3,"C",1,NA,"A","C",NA,1,3,NA,2,2,3,NA,NA,"E"
"773",0,NA,4,1,2,NA,NA,2,"D",3,9,NA,NA,1,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"B",1,4,2,NA,NA,3,2,NA,2,1,0,3,NA,2,"A",1,1,3,3,2,NA,NA,NA,3,3,1,3,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,1,NA,NA,NA,2,2,"E"
