"","hypo.p","kidney.p","liver.p"
"1434648_a_at",0.35360864,0.233825885,0.861131408
"1434649_at",0.299897875,0.325396708,0.721272656
"1434659_at",0.06597551,0.014449677,0.61068519
"1434674_at",0.005243724,0.050695817,0.810409905
"1434676_at",0.012995168,0.022556529,0.984793195
"1434681_at",0.009125406,0.633342143,0.129918828
"1434688_x_at",0.415312423,0.781855988,0.305909251
"1434690_at",0.971984905,0.845398711,0.210754215
"1434692_at",0.112851097,0.77833976,0.805162505
"1434694_at",0.300555842,0.12919448,0.373972696
"1434697_at",0.091953029,0.027858865,0.828840032
"1434702_at",0.421720252,0.111570863,0.244327807
"1434704_at",0.0762959,0.015317633,0.740948856
"1434714_at",0.839848175,0.999898402,0.129752933
"1434731_x_at",0.731003277,0.105772474,0.5082756
"1434732_x_at",0.429256574,0.516458153,0.221249311
"1434744_at",0.243603977,0.239989376,0.302336258
"1434757_at",0.245352048,0.065060772,0.748051815
"1434784_s_at",0.599278774,0.752594618,0.860720329
"1434790_a_at",0.934502165,0.448883416,0.667992813
"1434791_at",0.302038744,0.209067991,0.443020891
"1434796_at",0.086351165,0.002706703,0.111256283
"1434799_x_at",0.802870954,0.058118354,0.770415607
"1434801_x_at",0.471035532,0.145583025,0.015126793
"1434814_x_at",0.885970272,0.646403071,0.787327388
"1434821_at",0.861923541,0.298649578,0.372951167
"1434823_x_at",0.725475751,0.925830325,0.250155085
"1434824_at",0.077336739,0.004416459,0.805853815
"1434836_at",0.428832076,0.795563938,0.027667591
"1434840_at",0.012795545,0.016659724,0.993093468
"1434846_at",0.883792905,0.872029805,0.928522033
"1434853_x_at",0.281506771,0.397720602,0.046917665
"1434854_a_at",0.519993697,0.695486074,0.807647099
"1434856_at",0.258491447,0.829183058,0.2845096
"1434872_x_at",0.49111644,0.859660836,0.225281495
"1434879_at",0.230203133,0.029546687,0.132722932
"1434882_at",0.170820408,0.103500458,0.200119735
"1434884_at",0.088186254,0.05926562,0.560411163
"1434888_a_at",0.152566042,0.009155496,0.201242097
"1434892_x_at",0.724071979,0.619084411,0.280803584
"1434896_at",0.328964655,0.140133662,0.347727151
"1434897_a_at",0.876803646,0.060591137,0.746659301
"1434899_s_at",0.033321543,0.016764583,0.478242334
"1434920_a_at",0.020984493,0.001195699,0.320339452
"1434923_at",0.125909302,0.009361243,0.520236786
"1434924_at",0.766025888,0.34577824,0.317158891
"1434937_at",0.227147358,0.011547025,0.153230757
"1434938_at",0.193742629,0.019457778,0.710144478
"1434941_s_at",0.075553175,0.158845057,0.618543655
"1434942_at",0.013235819,0.075464315,0.782011501
"1434944_at",0.091158289,0.055698787,0.411221897
"1434968_a_at",0.110568034,0.188876689,0.280327636
"1434970_a_at",0.443638815,0.039307319,0.73919522
"1434971_x_at",0.418495912,0.014770477,0.850951333
"1434972_x_at",0.176751225,0.081629991,0.25961979
"1434975_x_at",0.006584837,0.004467388,0.313566937
"1434976_x_at",0.188313691,0.073630588,0.867718585
"1434985_a_at",0.745669607,0.214219131,0.788695948
"1434998_at",0.073334915,0.203279404,0.402714874
"1435003_at",0.970900842,0.341114276,0.841925276
"1435006_s_at",0.052989023,0.412456827,0.02853585
"1435011_x_at",0.060034179,0.083737171,0.048298928
"1435018_at",0.294719786,0.9171132,0.293166923
"1435019_at",0.03335722,0.002320912,0.958079953
"1435023_at",0.543767132,0.934674126,0.3728004
"1435030_at",0.196103411,0.027056618,0.316437742
"1435035_at",0.114191336,0.107355754,0.024485237
"1435056_x_at",0.748389533,0.36841285,0.242511842
"1435066_at",0.062308555,0.063647958,0.306288387
"1435077_at",0.492820032,0.48004005,0.0429019
"1435086_s_at",0.813549919,0.643799994,0.12513818
"1435087_at",0.485347108,0.030599816,0.550519674
"1435103_x_at",0.477961128,0.962336408,0.453104491
"1435112_a_at",0.714234243,0.453071498,0.63598772
"1435129_at",0.130087623,0.05813944,0.541424717
"1435137_s_at",0.218094642,0.280089866,0.654553394
"1435139_at",0.55491247,0.085446746,0.138989887
"1435140_at",0.722921606,0.951580531,0.913975963
"1435151_a_at",0.88611096,0.384160235,0.98422199
"1435160_at",0.012295494,0.009945623,0.941158125
"1435164_s_at",0.418097606,0.325182904,0.649778101
"1435169_at",0.718562945,0.573232798,0.859453685
"1435174_at",0.09972013,0.011524667,0.838743758
"1435176_a_at",0.770830966,0.078143822,0.076815854
"1435177_a_at",0.630176608,0.954613131,0.852219407
"1435178_x_at",0.650115887,0.855681394,0.675916075
"1435194_at",0.112180107,0.017156278,0.916847788
"1435219_x_at",0.739706347,0.766346139,0.586949306
"1435220_s_at",0.653628951,0.029962711,0.462792786
"1435221_at",0.014670021,0.000849228,0.832304278
"1435228_at",0.556049948,0.61476262,0.849264986
"1435232_x_at",0.660197126,0.010751836,0.82449764
"1435250_at",0.875391206,0.696144655,0.461756917
"1435259_s_at",0.269296691,0.484280702,0.587752806
"1435277_x_at",0.793456927,0.998113489,0.511130002
"1435290_x_at",0.027339939,0.263787764,0.34282025
"1435304_at",0.322960578,0.346539193,0.201382311
"1435324_x_at",0.753693986,0.438218059,0.849530311
"1435326_at",0.003526195,0.072810132,0.635920128
"1435327_at",0.0965034,0.404619938,0.844847482
"1435335_a_at",0.159914993,0.029370736,0.9304361
"1435341_at",0.638738183,0.496364468,0.598868172
"1435352_at",0.227215308,0.170705669,0.957018183
"1435353_a_at",0.030734652,0.008720387,0.497773229
"1435362_at",0.079767576,0.007251484,0.441876951
"1435364_at",0.189937303,0.208348088,0.771337785
"1435368_a_at",0.591879797,0.89951233,0.460272732
"1435369_at",0.979419759,0.151842599,0.218283524
"1435372_a_at",0.08490373,0.541748521,0.16538257
"1435376_at",0.012874529,0.002652114,0.81159917
"1435394_s_at",0.279340481,0.712627125,0.411510769
"1435395_s_at",0.998132292,0.311672547,0.414368465
"1435413_x_at",0.394824392,0.262257791,0.360115649
"1435414_s_at",0.875125257,0.011955532,0.911053236
"1435415_x_at",0.800351995,0.516972332,0.242780904
"1435416_x_at",0.49735541,0.878600808,0.185934755
"1435429_x_at",0.058820975,0.024697671,0.938102765
"1435430_at",0.403916356,0.132835991,0.67839037
"1435431_at",0.5572539,0.195127342,0.626422311
"1435442_at",0.685452142,0.863867853,0.791248852
"1435446_a_at",0.012171332,0.001814309,0.306532004
"1435448_at",0.893181132,0.682033788,0.894013612
"1435463_s_at",0.16664671,0.533810472,0.109576733
"1435509_x_at",0.991435915,0.051525334,0.867819935
"1435517_x_at",0.237490666,0.302978782,0.961967074
"1435518_at",0.748420717,0.84721163,0.690033447
"1435519_at",0.955063349,0.905720901,0.71960793
"1435522_a_at",0.123748522,0.103908623,0.992093568
"1435524_at",0.287465491,0.233281074,0.891823491
"1435526_at",0.871173804,0.162897009,0.255711653
"1435528_at",0.743034171,0.913480248,0.988538449
"1435534_a_at",0.715582807,0.695571663,0.938618377
"1435561_at",0.994475973,0.549225914,0.833631255
"1435573_at",0.022227522,0.034247909,0.94055303
"1435587_at",0.112284889,0.798366737,0.119636229
"1435593_x_at",0.943899071,0.989591454,0.246111229
"1435602_at",0.287670665,3.25e-05,0.330210845
"1435613_x_at",0.635956319,0.670339548,0.541156055
"1435626_a_at",0.045091769,0.000961244,0.383948669
"1435627_x_at",0.933686762,0.120466905,0.550834604
"1435630_s_at",0.676266362,0.615494383,0.132076898
"1435634_at",0.044227915,0.179888977,0.054030805
"1435637_at",0.284512193,0.117229194,0.719761813
"1435638_at",0.671227266,0.181701817,0.931071285
"1435643_x_at",0.784555192,0.581560979,0.296975053
"1435651_a_at",0.312035634,0.587096178,0.776616419
"1435652_a_at",0.818500007,0.063069634,0.605997979
"1435659_a_at",0.380209961,0.150373273,0.434428233
"1435669_at",0.079648738,0.002443921,0.777044743
"1435695_a_at",0.637055576,0.27317861,0.361072817
"1435702_s_at",0.454117922,0.237243847,0.47308129
"1435712_a_at",0.407783855,0.543569488,0.484615415
"1435715_x_at",0.648292671,0.464222398,0.10335157
"1435725_x_at",0.922071728,0.678753511,0.511413876
"1435732_x_at",0.962738163,0.513620692,0.51451139
"1435734_x_at",0.23102195,0.010586127,0.880430553
"1435735_x_at",0.252042303,0.106237868,0.174908851
"1435738_x_at",0.381978895,0.102208303,0.95272869
"1435742_at",0.306390399,0.378580848,0.808285915
"1435757_a_at",0.360540044,0.014585648,0.18758496
"1435762_at",0.706892904,0.043267758,0.012128506
"1435764_a_at",0.11086831,0.409871761,0.756869969
"1435768_at",0.066369436,0.018133047,0.573374568
"1435791_x_at",0.590122998,0.465147076,0.850204705
"1435800_a_at",0.057095656,0.399682694,0.025935842
"1435811_a_at",0.965725819,0.927601711,0.894443724
"1435812_at",0.172759081,0.027228318,0.343762527
"1435816_at",0.975349359,0.697152195,0.822998912
"1435817_x_at",0.686815628,0.483287713,0.864339904
"1435821_s_at",0.844328072,0.924206537,0.751281998
"1435834_at",0.771563021,0.890132907,0.58987487
"1435859_x_at",0.367197816,0.8597285,0.173102543
"1435863_at",0.583768637,0.112915227,0.421899382
"1435864_a_at",0.296807867,0.014492927,0.219116337
"1435866_s_at",0.628829936,0.224038635,0.583581165
"1435869_s_at",0.15120175,0.841642406,0.091839326
"1435873_a_at",0.87036924,0.407434467,0.487682559
"1435898_x_at",0.98238405,0.873122288,0.967475592
"1435906_x_at",0.070269498,0.549721086,0.550507617
"1435966_x_at",0.61584557,0.256097478,0.890856662
"1435967_s_at",0.221011659,0.002937295,0.037221207
"1435970_at",0.144795601,0.052175017,0.88746442
"1435988_x_at",0.546913435,0.414261494,0.675856071
"1435995_at",0.161500859,0.017798685,0.469841231
"1436007_a_at",0.872698407,0.467281327,0.62228685
"1436016_x_at",0.736584665,0.958095029,0.73374898
"1436019_a_at",0.218208169,0.326688964,0.874002628
"1436027_at",0.241859019,0.754246277,0.539355477
"1436034_at",0.493813664,0.522904583,0.678120476
"1436038_a_at",0.561991258,0.815313504,0.431345856
"1436046_x_at",0.569764417,0.591043947,0.427824936
"1436048_at",0.13507113,0.044220904,0.81481984
"1436058_at",0.470644141,0.035545859,0.001120564
"1436064_x_at",0.76544331,0.221380191,0.190793378
"1436079_s_at",0.019259545,0.008156839,0.943662306
"1436121_a_at",0.059788341,0.050143893,0.141691297
"1436152_a_at",0.416641337,0.122540861,0.817005372
"1436153_a_at",0.116696272,0.016061182,0.916054987
"1436179_a_at",0.175333159,0.008649135,0.814384669
"1436180_at",0.198074077,0.019465832,0.564699692
"1436214_at",0.543484038,0.100370256,0.900082789
"1436232_a_at",0.403921373,0.429375831,0.893039555
"1436266_x_at",0.781158323,0.92074074,0.45494795
"1436292_a_at",0.722280405,0.63758492,0.563309929
"1436297_a_at",0.187926167,0.396375811,0.425411055
"1436298_x_at",0.958452418,0.383543647,0.42606146
"1436307_at",0.085079444,0.207271776,0.773866959
"1436308_at",0.037394291,0.006968763,0.76771186
"1436315_at",0.304456637,0.112172551,0.736869939
"1436337_at",0.42665925,0.001340298,0.658108352
"1436342_a_at",0.305564536,0.160169766,0.917005671
"1436372_a_at",0.122926916,0.25133158,0.369500666
"1436388_a_at",0.285280214,0.118977844,0.069318135
"1436404_at",0.777590018,0.791175616,0.210168237
"1436420_a_at",0.648934845,0.820381336,0.097300884
"1436421_s_at",0.264275211,0.062425579,0.492716945
"1436451_a_at",0.534167049,0.527827872,0.365373276
"1436452_x_at",0.566366935,0.782535223,0.540168492
"1436479_a_at",0.336544197,0.08118951,0.009674592
"1436498_at",0.192784979,0.162683287,0.677447916
"1436510_a_at",0.246179952,0.434531519,0.048390348
"1436522_at",0.336683927,0.591502055,0.833733602
"1436542_at",0.953379845,0.401301414,0.203270421
"1436549_a_at",0.290221776,0.091636474,0.667334927
"1436559_a_at",0.547803832,0.196024045,0.937399826
"1436567_a_at",0.292876395,0.130653124,0.558116347
"1436570_at",0.006186611,0.04208342,0.683762829
"1436586_x_at",0.574389719,0.815809013,0.191787292
"1436609_a_at",0.019294803,0.098257391,0.281303841
"1436645_a_at",0.247847511,0.827931427,0.212198033
"1436665_a_at",0.591526611,0.041464891,0.355445487
"1436681_x_at",0.99706877,0.772684891,0.937827583
"1436689_a_at",0.068023353,0.002760023,0.117600701
"1436691_x_at",0.778357628,0.492529832,0.662254621
"1436699_x_at",0.264373764,0.391567883,0.486162904
"1436703_x_at",0.732115245,0.50046318,0.63258644
"1436715_s_at",0.789304348,0.4360981,0.26261631
"1436722_a_at",0.298969145,0.003272843,0.357780801
"1436724_a_at",0.134044436,0.024677211,0.707104981
"1436736_x_at",0.040052493,0.00026679,0.729243482
"1436746_at",0.024481505,0.022567949,0.709456896
"1436747_at",0.143271402,0.061096907,0.560700908
"1436757_a_at",0.625867429,0.779199432,0.052453276
"1436759_x_at",0.847914498,0.577532794,0.38227757
"1436760_a_at",0.958053957,0.270186318,0.883972978
"1436762_x_at",0.917086709,0.396326207,0.930087739
"1436771_x_at",0.241132011,0.519398903,0.641785785
"1436775_a_at",0.151591025,0.003012197,0.842937622
"1436783_x_at",0.310262928,0.0274002,0.591121249
"1436797_a_at",0.054455503,0.127655649,0.898197407
"1436798_at",0.420219736,0.524836666,0.616579052
"1436801_x_at",0.600192158,0.719715636,0.602388817
"1436803_a_at",0.447544822,0.050659233,0.184565811
"1436809_a_at",0.028702369,0.001104834,0.897606317
"1436822_x_at",0.584909116,0.451171696,0.679057756
"1436824_x_at",0.668065738,0.586087564,0.531481133
"1436834_x_at",0.226845979,0.594586695,0.127762086
"1436836_x_at",0.587533688,0.437565152,0.272699573
"1436838_x_at",0.66362151,0.20189632,0.102404735
"1436839_at",0.129363558,0.016241525,0.45081815
"1436840_x_at",0.802893007,0.89131655,0.324954113
"1436846_x_at",0.754624869,0.184085516,0.57908715
"1436848_x_at",0.956976639,0.525272743,0.835793519
"1436859_at",0.001043128,0.000226554,0.462527308
"1436871_at",0.641263536,0.158141336,0.760570734
"1436874_x_at",0.639648584,0.210038766,0.021974338
"1436884_x_at",0.224799168,0.079342291,0.732645218
"1436885_a_at",0.986233678,0.448209952,0.632532533
"1436890_at",0.045443027,0.006248768,0.070690913
"1436893_a_at",0.934764542,0.517002427,0.3188155
"1436899_at",0.95981966,0.828578894,0.121109932
"1436900_x_at",0.539542798,0.941334286,0.932968771
"1436902_x_at",0.978847007,0.018898467,0.005368559
"1436906_at",0.142842591,0.451089897,0.081180247
"1436915_x_at",0.309185641,0.564358685,0.14489056
"1436921_at",0.657822099,0.912121714,0.606687183
"1436923_at",0.505944416,0.136925422,0.92885086
"1436924_x_at",0.37024944,0.217297412,0.371871286
"1436934_s_at",0.36404766,0.496726245,0.346350585
"1436935_x_at",0.533991116,0.114793589,0.59549177
"1436936_s_at",9.3e-05,0.041866845,0.258634725
"1436944_x_at",0.01724772,0.015197326,0.376590393
"1436946_s_at",0.156608999,0.160063567,0.339285754
"1436947_a_at",0.401480797,0.491325809,0.811782085
"1436949_a_at",0.260588814,0.432699788,0.142894104
"1436951_x_at",0.578030357,0.236816741,0.661527586
"1436956_at",0.085112184,0.054529263,0.771053545
"1436958_x_at",0.826076117,0.666979514,0.725576921
"1436959_x_at",0.002289527,0.016154484,0.608205705
"1436971_x_at",0.087682439,0.029029233,0.435576667
"1436980_x_at",0.8308625,0.682443575,0.659185274
"1436981_a_at",0.538976679,0.259100826,0.497052224
"1436990_s_at",0.878247118,0.307462476,0.041238567
"1436991_x_at",0.044000813,0.348035182,0.112135731
"1436992_x_at",0.428486515,0.305213073,0.094655046
"1436994_a_at",0.40029638,0.153987348,0.134183739
"1436995_a_at",0.637031379,0.688866117,0.157829276
"1436996_x_at",0.281123996,0.449947718,0.636060168
"1436997_x_at",0.036935085,0.039194889,0.540305396
"1437005_a_at",0.410967785,0.901635651,0.440246452
"1437007_x_at",0.46741175,0.953592304,0.772305508
"1437008_x_at",0.466741807,0.538148089,0.537429644
"1437009_a_at",0.376387874,0.512978214,0.260148931
"1437013_x_at",0.737878906,0.658761734,0.559368038
"1437014_x_at",0.712633429,0.420574123,0.706395187
"1437027_x_at",0.822971995,0.156397762,0.39392626
"1437033_a_at",0.587486956,0.043643334,0.072850339
"1437035_x_at",0.085583722,0.068132031,0.933222711
"1437039_at",0.06746919,0.019327046,0.832084527
"1437043_a_at",0.032015345,0.001937023,0.842028299
"1437044_a_at",0.088192781,0.094904176,0.202701451
"1437078_at",0.600487425,0.861089431,0.33515729
"1437080_s_at",0.994362399,0.529112576,0.928794856
"1437099_x_at",0.601723127,0.387987973,0.914827741
"1437101_at",0.363897333,0.38326561,0.210715221
"1437102_at",0.498241912,0.677696073,0.943166098
"1437131_x_at",0.24695481,0.126161284,0.441699236
"1437133_x_at",0.009385859,0.122649872,0.341393743
"1437143_a_at",0.627790561,0.485585618,0.339251838
"1437144_x_at",0.447684129,0.222150413,0.131966235
"1437148_at",0.690007625,0.99990147,0.732673908
"1437163_x_at",0.150220578,0.157234126,0.356238989
"1437164_x_at",0.400313208,0.4902676,0.585737244
"1437171_x_at",0.06259329,0.4037458,0.237781319
"1437172_x_at",0.312031413,0.127178527,0.913950877
"1437185_s_at",0.39240773,0.002828241,0.01668906
"1437192_x_at",0.218200876,0.209353637,0.033565982
"1437194_x_at",0.058968499,0.334965707,0.031386312
"1437198_at",0.091147443,0.621785027,0.492940588
"1437203_at",0.014643842,0.027955428,0.666098238
"1437210_a_at",0.791998134,0.687099507,0.337566725
"1437211_x_at",0.066952234,0.128662967,0.754643105
"1437220_x_at",0.379309091,0.269654922,0.997521363
"1437223_s_at",0.95989641,0.531526679,0.142752828
"1437225_x_at",0.165282239,0.135883687,0.814035895
"1437226_x_at",0.895427619,0.005821795,0.036968961
"1437236_a_at",0.137624857,0.028388292,0.177197327
"1437237_x_at",0.026729251,0.028935958,0.257177113
"1437238_x_at",0.403732415,0.342039903,0.34349109
"1437239_x_at",0.435247361,0.042568239,0.706599861
"1437246_x_at",0.76584006,0.554424814,0.860274513
"1437277_x_at",0.092428928,0.051307672,0.138546518
"1437278_a_at",0.718015243,0.807806771,0.335021521
"1437280_s_at",0.366935964,0.503800264,0.560831035
"1437281_x_at",0.419505425,0.690245705,0.659081945
"1437288_at",0.029573954,0.01325791,0.701132232
"1437297_at",0.235819561,0.010433657,0.868712598
"1437301_a_at",0.750175245,0.367920279,0.823508084
"1437308_s_at",0.843971487,0.945914707,0.06823582
"1437309_a_at",0.260165751,0.896694356,0.139486325
"1437327_x_at",0.613493069,0.026629798,0.146000637
"1437331_a_at",0.008406413,0.014639388,0.749394604
"1437334_x_at",0.783157371,0.86156618,0.635961563
"1437335_x_at",0.600633115,0.221158042,0.386774416
"1437336_x_at",0.94541633,0.584494942,0.939184936
"1437338_x_at",0.982099548,0.191149133,0.790642731
"1437342_x_at",0.038617205,0.005676186,0.362702016
"1437345_a_at",0.372619234,0.902244298,0.142900268
"1437349_at",0.152287221,0.001151557,0.09747197
"1437377_a_at",0.061619912,0.014431327,0.159665686
"1437379_x_at",0.214574303,0.026023955,0.416343835
"1437380_x_at",0.174702324,0.597237504,0.733619882
"1437382_at",0.029969333,0.083282415,0.146094543
"1437389_x_at",0.553286826,0.343561139,0.69223071
"1437391_x_at",0.437772437,0.036910368,0.13221639
"1437398_a_at",0.023973076,0.002487267,0.243001574
"1437405_a_at",0.166562623,0.021979334,0.169967822
"1437406_x_at",0.204542624,0.023869625,0.156304182
