"","CASEID","WEIGHT","PROVINCP","URBRUR","URBSIZEP","HHINCTOT","M101"
"9884",9235,418,46,2,3,12000,7
"9885",10339,558,46,2,3,83000,3472
"9886",9151,409,46,2,3,33000,22
"9887",9548,455,46,2,3,31000,1074
"9888",9293,422,46,2,3,71000,6717
"9889",7600,291,46,2,3,39000,3579
"9890",9573,459,46,2,3,35000,2730
"9891",8746,370,46,2,3,25000,1777
"9892",8128,322,46,2,3,1e+05,6080
"9893",10721,609,46,2,3,58000,1900
"9894",8924,386,46,2,3,19000,1383
"9895",9234,418,46,2,3,22000,605
"9896",8745,370,46,2,3,21000,531
"9897",7849,304,46,2,3,17000,970
"9898",9129,407,46,2,3,68000,1363
"9899",8554,353,46,2,3,39000,3105
"9900",10626,596,46,2,3,76000,4121
"9901",10191,542,46,2,3,1e+05,5119
"9902",9480,444,46,2,3,95000,11401
"9903",8761,372,46,2,3,25000,760
"9904",9205,415,46,2,3,14000,23
"9905",8516,350,46,2,3,62000,2973
"9906",11330,696,46,2,3,67000,11980
"9907",9825,494,46,2,3,98000,14055
"9908",10016,516,46,2,3,46000,3245
"9909",8362,339,46,2,3,130000,4251
"9910",8744,370,46,2,3,26000,666
"9911",9110,405,46,2,3,31000,1265
"9912",9298,423,46,2,3,37000,1625
"9913",9004,395,46,2,3,87000,6980
"9914",9172,411,46,2,3,56000,284
"9915",6720,257,46,2,3,27000,484
"9916",9472,443,46,2,3,57000,7380
"9917",8977,392,46,2,3,51000,1286
"9918",9204,415,46,2,3,14000,405
"9919",8333,337,46,2,3,38000,3861
"9920",9644,468,46,2,3,38000,5026
"9921",9844,496,46,2,3,31000,944
"9922",9743,483,46,1,2,28000,800
"9923",8390,341,46,1,2,21000,2050
"9924",9952,511,46,1,2,38000,3020
"9925",9797,490,46,1,2,29000,1492
"9926",9150,409,46,1,2,40000,2073
"9927",12979,1019,46,1,2,26000,466
"9928",9677,472,46,1,2,21000,689
"9929",9676,472,46,1,2,16000,747
"9930",9675,472,46,1,2,15000,372
"9931",9674,472,46,1,2,12000,324
"9932",9606,463,46,1,2,79000,10244
"9933",9619,465,46,1,2,33000,560
"9934",10875,628,46,1,1,34000,2535
"9935",8592,357,46,1,2,26000,2221
"9936",9340,426,46,1,2,34000,772
"9937",9605,463,46,1,2,21000,100
"9938",11360,700,46,1,2,180000,6864
"9939",9541,454,46,1,2,35000,1050
"9940",7091,270,46,1,2,30000,3430
"9941",9932,507,46,1,2,29000,569
"9942",9698,476,46,1,2,72000,1467
"9943",9193,413,46,1,2,24000,1163
"9944",8936,387,46,1,2,51000,5679
"9945",9057,399,46,1,2,48000,6360
"9946",9403,433,46,1,2,53000,4452
"9947",9742,483,46,1,2,42000,1770
"9948",6486,248,46,1,2,25000,2267
"9949",11006,645,46,1,2,120000,3570
"9950",13015,1031,46,1,2,1e+05,3489
"9951",9673,472,46,1,2,25000,1042
"9952",9936,508,46,1,2,87000,1889
"9953",8910,385,46,1,2,12000,840
"9954",9171,411,46,1,2,46000,5246
"9955",9643,468,46,1,2,23000,1987
"9956",9672,472,46,1,2,17000,585
"9957",9671,472,46,1,2,36000,2654
"9958",8171,326,46,1,2,140000,7968
"9959",11081,657,46,1,2,160000,10183
"9960",9618,465,46,1,2,24000,498
"9961",9670,472,46,1,1,12000,1024
"9962",9617,465,46,1,2,52000,1624
"9963",9790,489,46,1,2,64000,4757
"9964",9849,497,46,1,2,180000,13467
"9965",8743,370,46,1,2,57000,666
"9966",8249,331,46,1,2,5100,85
"9967",5739,223,46,1,2,27000,1039
"9968",7713,297,46,1,2,16000,938
"9969",6797,260,46,1,2,16000,975
"9970",9190,412,46,1,2,93000,3160
"9971",6473,247,46,1,2,86000,4567
"9972",8135,323,46,1,2,27000,935
"9973",7749,299,46,1,2,46000,384
"9974",7877,306,46,1,2,31000,2927
"9975",9063,400,46,1,2,41000,1443
"9976",7876,306,46,1,2,24000,968
"9977",7599,291,46,1,2,33000,1325
"9978",7712,297,46,1,2,19000,476
"9979",8538,352,46,1,2,15000,456
"9980",8405,342,46,1,1,56000,1927
"9981",4581,181,46,1,2,27000,1260
"9982",7184,274,46,1,1,98000,9081
"9983",8152,324,46,1,2,37000,1497
"9984",10045,522,46,1,2,28000,270
"9985",7207,275,46,1,2,72000,4447
"9986",6557,251,46,1,2,21000,1290
"9987",9261,419,46,1,2,29000,30
"9988",9260,419,46,1,2,19000,463
"9989",9339,426,46,1,2,13000,497
"9990",9338,426,46,1,2,22000,524
"9991",9337,426,46,1,1,15000,348
"9992",9682,473,46,1,2,48000,1445
"9993",8879,382,46,1,2,120000,4280
"9994",9297,423,46,1,2,1e+05,1630
"9995",9632,467,46,1,1,68000,2430
"9996",9336,426,46,1,2,14000,194
"9997",8644,361,46,1,2,38000,2382
"9998",9710,478,46,1,2,16000,34
"9999",9686,474,46,1,2,83000,19760
"10000",9709,478,46,1,2,28000,12
"10001",8361,339,46,1,1,38000,3963
"10002",9259,419,46,1,2,22000,563
"10003",9149,409,46,1,2,43000,3760
"10004",8674,365,46,1,2,42000,32700
"10005",10218,546,46,1,1,53000,1950
"10006",9220,417,46,1,2,28000,498
"10007",7269,278,46,1,2,8300,1290
"10008",5140,199,46,1,2,22000,690
"10009",8878,382,46,1,2,39000,2170
"10010",4580,181,46,1,2,11000,670
"10011",8259,332,46,1,2,59000,3830
"10012",8353,338,46,1,1,10000,0
"10013",10697,606,46,1,2,150000,7470
"10014",8352,338,46,1,2,14000,480
"10015",8742,370,46,1,2,50000,1501
"10016",7748,299,46,1,2,23000,10
"10017",9487,445,46,1,2,88000,2700
"10018",8351,338,46,1,1,21000,0
"10019",8350,338,46,1,2,14000,503
"10020",4579,181,46,1,2,26000,2350
"10021",8439,344,46,1,2,49000,2787
"10022",8483,347,46,1,2,82000,240
"10023",8349,338,46,1,2,13000,0
"10024",8348,338,46,1,2,30000,578
"10025",8271,333,46,1,2,20000,180
"10026",8190,327,46,1,2,21000,3351
"10027",9997,513,46,1,2,140000,8080
"10028",8650,362,46,1,2,34000,2264
"10029",6885,263,46,1,2,140000,12086
"10030",8270,333,46,1,1,30000,544
"10031",8322,336,46,1,2,13000,0
"10032",8321,336,46,1,2,72000,1985
"10033",7039,268,46,1,1,96000,4410
"10034",7254,277,46,1,2,32000,1996
"10035",8347,338,46,1,2,12000,30
"10036",6285,239,46,1,2,33000,5353
"10037",7829,303,46,1,1,110000,9404
"10038",8127,322,46,1,2,56000,8327
"10039",9292,422,46,1,2,94000,4884
"10040",9612,464,46,1,2,18000,532
"10041",9949,510,46,1,2,10000,400
"10042",9258,419,46,1,2,16000,756
"10043",9471,443,46,1,1,51000,2315
"10044",9996,513,46,1,2,64000,7799
"10045",9335,426,46,1,2,45000,460
"10046",9257,419,46,1,2,74000,3700
"10047",10079,526,46,1,2,170000,8469
"10048",9334,426,46,1,2,33000,1060
"10049",8482,347,46,1,2,22000,1715
"10050",9878,501,46,1,1,71000,7295
"10051",9611,464,46,1,2,27000,623
"10052",9291,422,46,1,2,26000,2150
"10053",10594,591,46,1,2,70000,4705
"10054",9256,419,46,1,2,26000,480
"10055",6686,255,46,1,2,16000,225
"10056",9296,423,46,1,2,24000,615
"10057",9333,426,46,1,1,14000,1077
"10058",7711,297,46,1,2,7700,340
"10059",10494,580,46,1,2,22000,6808
"10060",9332,426,46,1,1,15000,50
"10061",4785,187,46,2,3,17000,290
"10062",2945,130,46,2,3,14000,770
"10063",3895,159,46,2,3,19000,0
"10064",3894,159,46,2,3,13000,30
"10065",3893,159,46,2,3,60000,4309
"10066",3892,159,46,2,3,12000,0
"10067",5209,202,46,2,3,37000,1996
"10068",5164,200,46,2,3,25000,3332
"10069",3977,161,46,2,3,50000,1882
"10070",3279,141,46,2,3,41000,990
"10071",4401,176,46,2,3,39000,6080
"10072",5267,205,46,2,3,45000,0
"10073",3278,141,46,2,3,31000,1410
"10074",3891,159,46,2,3,13000,718
"10075",3890,159,46,2,3,21000,871
"10076",2896,128,46,2,3,15000,360
"10077",2921,129,46,2,3,170000,22447
"10078",3940,160,46,2,3,46000,3605
"10079",4088,165,46,2,3,21000,3450
"10080",3346,143,46,2,3,20000,1555
"10081",3889,159,46,2,3,10000,313
"10082",3888,159,46,2,3,37000,758
"10083",5139,199,46,2,3,17000,2167
"10084",4958,192,46,2,3,53000,5758
"10085",5535,215,46,2,3,83000,7072
"10086",3598,151,46,2,3,85000,4498
"10087",2670,121,46,2,3,68000,5232
"10088",4356,175,46,2,3,60000,3527
"10089",3018,132,46,2,3,43000,2255
"10090",4115,166,46,2,3,38000,2550
"10091",5246,204,46,2,3,25000,1751
"10092",4578,181,46,2,3,28000,1379
"10093",3887,159,46,2,3,21000,0
"10094",3939,160,46,2,3,33000,812
"10095",3548,150,46,2,3,38000,5845
"10096",6703,256,46,2,3,29000,1210
"10097",5738,223,46,2,3,48000,347
"10098",3547,150,46,2,3,65000,2069
"10099",3722,155,46,2,3,10000,660
"10100",4237,171,46,2,3,97000,11920
"10101",3886,159,46,2,3,14000,533
"10102",5189,201,46,2,3,35000,448
"10103",4464,178,46,2,3,52000,5870
"10104",5682,221,46,2,3,9700,2460
"10105",3885,159,46,2,3,19000,0
"10106",3884,159,46,2,3,180000,11245
"10107",3123,136,46,2,3,86000,24280
"10108",4642,183,46,2,3,52000,1084
"10109",4463,178,46,2,3,70000,1123
"10110",5188,201,46,2,3,83000,6815
"10111",5138,199,46,2,3,47000,1455
"10112",3883,159,46,2,3,110000,10318
"10113",5534,215,46,2,3,120000,16015
"10114",5163,200,46,2,3,25000,830
"10115",3512,149,46,2,3,8400,0
"10116",4213,170,46,2,3,45000,2215
"10117",3803,157,46,2,3,35000,695
"10118",2976,131,46,2,3,90000,2794
"10119",5500,214,46,2,3,600,279
"10120",3882,159,46,2,3,14000,1717
"10121",3881,159,46,2,3,13000,913
"10122",3431,146,46,2,3,71000,6424
"10123",3721,155,46,2,3,17000,1110
"10124",4851,189,46,2,3,12000,744
"10125",4717,185,46,2,3,35000,1307
"10126",2358,110,46,2,3,34000,2039
"10127",4977,193,46,2,3,21000,510
"10128",4355,175,46,2,3,54000,6861
"10129",3763,156,46,2,3,32000,1316
"10130",5656,220,46,2,3,130000,5400
"10131",4057,164,46,2,3,47000,764
"10132",4884,190,46,2,3,45000,939
"10133",3511,149,46,2,3,15000,638
"10134",4498,179,46,2,3,26000,850
"10135",3880,159,46,2,3,18000,667
"10136",3879,159,46,2,3,15000,0
"10137",3878,159,46,2,3,65000,448
"10138",4928,191,46,2,3,40000,415
"10139",3877,159,46,2,3,21000,820
"10140",3876,159,46,2,3,16000,455
"10141",3488,148,46,2,3,32000,4175
"10142",8776,373,46,2,3,43000,696
"10143",8655,363,46,2,3,49000,580
"10144",4087,165,46,2,3,20000,960
"10145",4236,171,46,2,3,53000,3775
"10146",4163,168,46,2,3,38000,900
"10147",3875,159,46,2,3,15000,238
"10148",5455,212,46,2,3,22000,1557
"10149",5636,219,46,2,3,37000,1667
"10150",3874,159,46,2,3,15000,510
"10151",4850,189,46,2,3,15000,1448
"10152",4301,173,46,2,3,55000,2560
"10153",2895,128,46,2,3,13000,0
"10154",5245,204,46,2,3,31000,850
"10155",5014,194,46,2,3,21000,1532
"10156",4056,164,46,2,3,25000,625
"10157",3597,151,46,2,3,20000,4830
"10158",4400,176,46,2,3,27000,1005
"10159",3976,161,46,2,3,34000,2744
"10160",4212,170,46,2,3,27000,1275
"10161",2742,123,46,2,3,28000,2695
"10162",4927,191,46,2,3,50000,5700
"10163",7416,284,46,2,3,35000,1042
"10164",5322,208,46,2,3,65000,2455
"10165",634,40,46,2,3,14000,225
"10166",4269,172,46,2,3,38000,3410
"10167",6587,252,46,2,3,120000,6058
"10168",4055,164,46,2,3,57000,1439
"10169",5362,209,46,2,3,47000,338
"10170",3873,159,46,2,3,12000,342
"10171",2741,123,46,2,3,26000,3540
"10172",3762,156,46,2,3,31000,1315
"10173",3761,156,46,2,3,30000,10
"10174",3975,161,46,2,3,13000,341
"10175",3760,156,46,2,3,45000,600
"10176",5533,215,46,2,3,37000,2277
"10177",3277,141,46,2,3,42000,9512
"10178",7321,280,46,2,3,110000,1605
"10179",4926,191,46,2,3,28000,645
"10180",2445,113,46,2,3,42000,1335
"10181",5454,212,46,2,3,46000,1420
"10182",5208,202,46,2,3,71000,4901
"10183",5996,231,46,2,3,59000,1180
"10184",3872,159,46,2,3,65000,4588
"10185",2669,121,46,2,3,48000,2050
"10186",3871,159,46,2,3,16000,535
"10187",4716,185,46,2,3,49000,3111
"10188",4734,186,46,2,3,150000,5227
"10189",3842,158,46,2,3,78000,8230
"10190",5310,207,46,2,3,81000,2292
"10191",4300,173,46,2,3,18000,1065
"10192",3870,159,46,2,3,13000,49
"10193",4028,163,46,2,3,13000,294
"10194",3974,161,46,2,3,61000,10110
"10195",7302,279,46,2,3,50000,1060
"10196",5482,213,46,2,3,15000,426
"10197",3345,143,46,1,2,14000,926
"10198",3430,146,46,1,2,1700,5
"10199",1122,60,46,1,2,73000,889
"10200",3153,137,46,1,2,78000,2690
"10201",3999,162,46,1,2,41000,760
"10202",2712,122,46,1,2,55000,1505
"10203",2234,106,46,1,2,25000,920
"10204",3802,157,46,1,2,48000,3999
"10205",3429,146,46,1,2,27000,3300
"10206",376,34,46,1,2,17000,250
"10207",2633,120,46,1,1,70000,5170
"10208",3344,143,46,1,2,23000,426
"10209",3973,161,46,1,2,60000,2112
"10210",1589,85,46,1,2,47000,4080
"10211",2041,100,46,1,2,120000,17965
"10212",2632,120,46,1,2,91000,8872
"10213",2869,127,46,1,2,33000,4045
"10214",2711,122,46,1,2,17000,740
"10215",1278,69,46,1,2,150000,19021
"10216",2233,106,46,1,2,110000,16900
"10217",1730,90,46,1,2,160000,3790
"10218",2710,122,46,1,2,63000,1064
"10219",3406,145,46,1,2,83000,6794
"10220",2920,129,46,1,2,68000,5205
"10221",4086,165,46,1,2,270000,9638
"10222",2845,126,46,1,2,190000,2955
"10223",3098,135,46,1,1,31000,2041
"10224",5225,203,46,1,2,180000,5092
"10225",2709,122,46,1,2,15000,540
"10226",2708,122,46,1,2,14000,652
"10227",1558,83,46,1,2,13000,1026
"10228",3097,135,46,1,2,72000,2380
"10229",2894,128,46,1,2,72000,5575
"10230",2207,105,46,1,2,120000,7915
"10231",7071,269,46,1,2,28000,2672
"10232",2578,118,46,1,2,80000,4427
"10233",2844,126,46,1,2,31000,915
"10234",3064,134,46,1,2,130000,2076
"10235",2206,105,46,1,2,40000,2388
"10236",1839,94,46,1,2,1e+05,2786
"10237",2040,100,46,1,2,140000,8197
"10238",3972,161,46,1,2,60000,7401
"10239",3428,146,46,1,2,58000,1880
"10240",1536,82,46,1,2,67000,10320
"10241",2707,122,46,1,2,25000,2615
"10242",3720,155,46,1,2,27000,2190
"10243",3017,132,46,1,2,360000,6085
"10244",1941,97,46,1,2,26000,1020
"10245",1192,64,46,1,2,28000,1498
"10246",1660,88,46,1,2,2400,320
"10247",3427,146,46,1,2,8900,78
"10248",3426,146,46,1,2,3900,430
"10249",2668,121,46,1,2,87000,10014
"10250",3096,135,46,1,2,81000,12997
"10251",2919,129,46,1,2,130000,5134
"10252",2125,103,46,1,1,120000,3985
"10253",3405,145,46,1,2,22000,1762
"10254",2868,127,46,1,2,38000,14460
"10255",4054,164,46,1,2,78000,16905
"10256",2524,116,46,1,2,70000,8285
"10257",2205,105,46,1,2,51000,11685
"10258",2495,115,46,1,2,66000,11931
"10259",3063,134,46,1,2,120000,6072
"10260",3404,145,46,1,2,48000,1682
"10261",1913,96,46,1,2,68000,4484
"10262",2975,131,46,1,2,23000,1997
"10263",1940,97,46,1,1,72000,2284
"10264",2706,122,46,1,1,60000,7316
"10265",3042,133,46,1,2,29000,2847
"10266",3276,141,46,1,2,70000,4400
"10267",1939,97,46,1,1,82000,3497
"10268",4211,170,46,1,2,16000,1797
"10269",2705,122,46,1,2,16000,1490
"10270",3620,152,46,1,2,81000,2888
"10271",3343,143,46,1,2,20000,6303
"10272",3275,141,46,1,1,54000,1821
"10273",2867,127,46,1,1,53000,3424
"10274",2265,107,46,1,1,23000,895
"10275",3596,151,46,1,2,44000,3069
"10276",1000,53,46,1,2,160000,2264
"10277",2427,112,46,1,2,62000,8727
"10278",5737,223,46,1,2,72000,5630
"10279",1136,61,46,1,2,44000,4582
"10280",4210,170,46,1,2,0,120
"10281",3656,153,46,1,1,39000,3406
"10282",3619,152,46,1,2,93000,2853
"10283",2802,125,46,1,2,43000,1914
"10284",2843,126,46,1,2,68000,3110
"10285",2704,122,46,1,2,12000,0
"10286",1135,61,46,1,1,48000,2565
"10287",3998,162,46,1,1,120000,7806
"10288",3372,144,46,1,2,95000,1198
"10289",4431,177,46,1,2,34000,1964
"10290",4053,164,46,1,2,39000,1566
"10291",2703,122,46,1,2,40000,2860
"10292",5086,196,46,1,2,24000,3342
"10293",4641,183,46,1,2,45000,799
"10294",3997,162,46,1,2,12000,30
"10295",2801,125,46,1,2,55000,1800
"10296",3310,142,46,1,2,20000,651
"10297",4354,175,46,1,2,71000,2355
"10298",3996,162,46,1,2,14000,643
"10299",3425,146,46,1,2,13000,535
"10300",3995,162,46,1,2,33000,334
"10301",4462,178,46,1,2,1e+05,3093
"10302",3938,160,46,1,2,27000,2377
"10303",6938,264,46,1,2,87000,3414
"10304",6472,247,46,1,2,8200,0
"10305",4135,167,46,1,2,66000,4164
"10306",10558,586,46,2,3,21000,924
"10307",10960,641,46,2,3,43000,4592
"10308",10548,585,46,2,3,46000,732
"10309",6471,247,46,2,3,28000,1328
"10310",9908,504,46,2,3,71000,17674
"10311",9995,513,46,2,3,35000,1516
"10312",9803,491,46,2,3,17000,1266
"10313",5368,209,47,1,1,29000,1310
"10314",5066,195,47,1,1,60000,2572
"10315",8966,390,47,1,1,88000,4891
"10316",6494,248,47,1,1,110000,15815
"10317",5559,215,47,1,1,14000,60
"10318",5900,228,47,1,1,45000,2640
"10319",7046,268,47,1,1,54000,1267
"10320",5257,204,47,1,1,32000,1402
"10321",5558,215,47,1,1,39000,675
"10322",10688,604,47,1,1,170000,9900
"10323",5314,207,47,1,1,120000,4457
"10324",6600,252,47,1,1,130000,18350
"10325",4866,189,47,1,1,41000,474
"10326",8866,381,47,1,1,140000,7755
"10327",7857,304,47,1,1,21000,976
"10328",5338,208,47,1,1,87000,2855
"10329",4119,166,47,1,1,87000,1850
"10330",9828,494,47,1,1,44000,1797
"10331",5169,200,47,1,1,29000,1032
"10332",4865,189,47,1,1,44000,2407
"10333",7669,294,47,1,1,58000,340
"10334",7025,267,47,1,1,58000,1634
"10335",6369,242,47,1,1,37000,324
"10336",6576,251,47,1,1,43000,1191
"10337",5557,215,47,1,1,23000,1039
"10338",7668,294,47,1,1,50000,2125
"10339",5510,214,47,1,1,39000,2791
"10340",5556,215,47,1,1,27000,100
"10341",355,33,47,1,1,34000,1610
"10342",8108,320,47,1,1,63000,2440
"10343",5464,212,47,1,1,19000,4335
"10344",4833,188,47,1,1,80000,2480
"10345",4864,189,47,1,1,20000,330
"10346",5899,228,47,1,1,17000,1700
"10347",6515,249,47,1,1,27000,2750
"10348",7856,304,47,1,1,20000,235
"10349",3559,150,47,1,1,80000,7454
"10350",4273,172,47,1,1,32000,2374
"10351",4863,189,47,1,1,33000,540
"10352",6268,238,47,1,1,25000,3940
"10353",7045,268,47,1,1,20000,1280
"10354",7995,312,47,1,1,8800,175
"10355",7967,310,47,1,1,150000,2449
"10356",7291,278,47,1,1,55000,1320
"10357",7131,271,47,1,1,18000,1844
"10358",5663,220,47,1,1,60000,2336
"10359",6267,238,47,1,1,26000,1060
"10360",2288,108,47,1,1,38000,2315
"10361",3769,156,47,1,1,29000,1215
"10362",8141,323,47,1,1,9500,240
"10363",6787,259,47,1,1,20000,5175
"10364",4986,193,47,1,1,120000,1033
"10365",9084,402,47,1,1,71000,4634
"10366",3949,160,47,1,1,40000,554
"10367",7667,294,47,1,1,40000,1645
"10368",4799,187,47,1,1,61000,1040
"10369",4862,189,47,1,1,24000,0
"10370",3948,160,47,1,1,57000,3175
"10371",5886,227,47,1,1,14000,1644
"10372",5256,204,47,1,1,75000,5130
"10373",6296,239,47,1,1,110000,9006
"10374",6757,258,47,1,1,64000,3345
"10375",6295,239,47,1,1,80000,4221
"10376",7100,270,47,1,1,75000,10940
"10377",3729,155,47,1,1,57000,2925
"10378",6040,232,47,1,1,76000,2325
"10379",5963,230,47,1,1,57000,2616
"10380",5255,204,47,1,1,87000,7732
"10381",5020,194,47,1,1,73000,3711
"10382",5885,227,47,1,1,58000,2460
"10383",4438,177,47,1,1,39000,4720
"10384",6820,260,47,1,1,33000,1536
"10385",6141,234,47,1,1,38000,3822
"10386",5643,219,47,1,1,93000,8108
"10387",7365,281,47,1,1,22000,1154
"10388",5662,220,47,1,1,72000,2498
"10389",5791,225,47,1,1,76000,19838
"10390",6368,242,47,1,1,63000,6650
"10391",5485,213,47,1,1,47000,1310
"10392",7403,283,47,1,1,35000,625
"10393",10653,598,47,1,1,44000,2850
"10394",6819,260,47,1,1,51000,3101
"10395",6342,241,47,1,1,23000,1365
"10396",4006,162,47,1,1,42000,10927
"10397",3728,155,47,1,1,61000,2190
"10398",3103,135,47,1,1,92000,7155
"10399",7402,283,47,1,1,2e+05,9095
"10400",9157,409,47,1,1,89000,1270
"10401",5642,219,47,1,1,45000,1550
"10402",5555,215,47,1,1,46000,1892
"10403",4740,186,47,1,1,21000,429
"10404",4861,189,47,1,1,28000,1920
"10405",2547,117,47,1,1,65000,830
"10406",6039,232,47,1,1,90000,4794
"10407",7222,275,47,1,1,140000,2668
"10408",7156,272,47,1,1,130000,27295
"10409",2546,117,47,1,1,51000,4725
"10410",7795,301,47,1,1,48000,2796
"10411",7241,276,47,1,1,59000,2700
"10412",10922,633,47,1,1,150000,3820
"10413",10153,534,47,1,1,96000,3888
"10414",3410,145,47,1,1,64000,1255
"10415",10579,588,47,1,1,90000,5942
"10416",4985,193,47,1,1,59000,7530
"10417",5019,194,47,1,1,94000,3700
"10418",8027,314,47,1,1,63000,3283
"10419",6249,237,47,1,1,81000,2379
"10420",8140,323,47,1,1,15000,870
"10421",7666,294,47,1,1,51000,2736
"10422",6294,239,47,1,1,23000,4592
"10423",6514,249,47,1,1,18000,50
"10424",3517,149,47,1,1,28000,2003
"10425",7008,266,47,1,1,50000,5509
"10426",8970,391,47,1,1,130000,11000
"10427",9058,399,47,1,1,92000,2931
"10428",4984,193,47,1,1,42000,3191
"10429",6140,234,47,1,1,47000,-1132
"10430",5641,219,47,1,1,50000,3228
"10431",6818,260,47,1,1,55000,2356
"10432",7665,294,47,1,1,66000,6953
"10433",5303,206,47,1,1,32000,1874
"10434",5661,220,47,1,1,60000,6187
"10435",10701,607,47,1,1,41000,5085
"10436",5712,222,47,1,1,12000,700
"10437",6666,254,47,1,1,6900,900
"10438",5509,214,47,1,1,30000,3763
"10439",5660,220,47,1,1,47000,2730
"10440",5302,206,47,1,1,24000,1190
"10441",9394,432,47,1,1,93000,2026
"10442",4005,162,47,1,1,52000,2388
"10443",3157,137,47,1,1,15000,605
"10444",354,33,47,1,1,35000,1339
"10445",5065,195,47,1,1,56000,10205
"10446",5554,215,47,1,1,24000,538
"10447",6513,249,47,1,1,15000,899
"10448",10606,593,47,1,1,95000,1420
"10449",10179,540,47,1,1,71000,11342
"10450",7444,285,47,1,1,13000,3315
"10451",2407,111,47,1,1,24000,1036
"10452",4145,167,47,1,1,21000,684
"10453",6190,236,47,1,1,11000,820
"10454",4095,165,47,1,1,50000,1830
"10455",11374,702,47,1,1,24000,855
"10456",8475,346,47,1,1,8600,300
"10457",3558,150,47,1,1,15000,0
"10458",353,33,47,1,1,35000,4593
"10459",7922,308,47,1,1,17000,685
"10460",8881,382,47,1,1,8900,110
"10461",6786,259,47,1,1,37000,1570
"10462",6694,255,47,1,1,28000,324
"10463",1733,90,47,1,1,32000,1554
"10464",7794,301,47,1,1,24000,1420
"10465",5301,206,47,1,1,20000,300
"10466",8156,324,47,1,1,14000,582
"10467",2784,124,47,1,1,25000,610
"10468",10168,537,47,1,1,33000,929
"10469",4144,167,47,1,1,6500,0
"10470",6599,252,47,1,1,8100,20
"10471",5553,215,47,1,1,9700,0
"10472",1162,62,47,1,1,64000,5905
"10473",5148,199,47,1,1,34000,1114
"10474",2716,122,47,1,1,12000,792
"10475",6512,249,47,1,1,16000,924
"10476",6248,237,47,1,1,24000,0
"10477",6785,259,47,1,1,20000,1449
"10478",7921,308,47,1,1,15000,1004
"10479",4860,189,47,1,1,40000,1875
"10480",2447,113,47,1,1,37000,1393
"10481",6784,259,47,1,1,3600,180
"10482",7698,296,47,1,1,10000,808
"10483",3282,141,47,1,1,52000,3860
"10484",7855,304,47,1,1,17000,2540
"10485",5437,211,47,1,1,300,501
"10486",6341,241,47,1,1,20000,2113
"10487",7328,280,47,1,1,60000,3250
"10488",5300,206,47,1,1,35000,6720
"10489",4859,189,47,1,1,37000,825
"10490",5552,215,47,1,1,13000,884
"10491",5394,210,47,1,1,86000,9471
"10492",8788,374,47,1,1,10000,789
"10493",7443,285,47,1,1,31000,602
"10494",10164,536,47,1,1,99000,2869
"10495",6038,232,47,1,1,51000,2809
"10496",9430,437,47,1,1,1e+05,3954
"10497",6783,259,47,1,1,56000,4239
"10498",6665,254,47,1,1,61000,2624
"10499",1539,82,47,1,1,70000,2271
"10500",7586,290,47,1,1,82000,3431
"10501",6476,247,47,1,1,21000,2060
"10502",6436,245,47,1,1,120000,423
"10503",6266,238,47,1,1,74000,3302
"10504",7682,295,47,1,1,68000,4142
"10505",4933,191,47,1,1,9500,1498
"10506",3853,158,47,1,1,97000,1322
"10507",5313,207,47,1,1,92000,6510
"10508",6971,265,47,1,1,1e+05,1500
"10509",7632,292,47,1,1,44000,4552
"10510",4037,163,47,1,1,44000,5857
"10511",8584,356,47,1,1,93000,2159
"10512",7240,276,47,1,1,38000,2275
"10513",8336,337,47,1,1,49000,4650
"10514",5168,200,47,1,1,21000,6397
"10515",6435,245,47,1,1,30000,2870
"10516",6817,260,47,1,1,49000,4912
"10517",6816,260,47,1,1,63000,2379
"10518",6815,260,47,1,1,54000,2130
"10519",8636,360,47,1,1,93000,5577
"10520",2287,108,47,1,1,32000,1605
"10521",6493,248,47,1,1,40000,1555
"10522",5604,217,47,1,1,56000,1452
"10523",4589,181,47,1,1,87000,10125
"10524",5551,215,47,1,1,13000,480
"10525",5094,196,47,1,1,86000,6342
"10526",6731,257,47,1,1,42000,690
"10527",5640,219,47,1,1,1700,899
"10528",3380,144,47,1,1,26000,2421
"10529",4165,168,47,1,1,110000,5795
"10530",5690,221,47,1,1,140000,6420
