"","age","per","sex","risk","dt","rt","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15"
"1174",58,73,2,139686,1079,7.724,0.043,3.766,0.05,0.193,0.021,0.1,0.408,1.539,0.308,0.208,0.086,0.157,0.143,0.064,0.637
"1175",58,78,1,138250,2042,14.77,0.043,4.665,0.058,0.268,0.014,0.26,0.586,5.75,0.731,0.412,0.108,0.174,0.637,0.072,0.991
"1176",58,78,2,147205,1239,8.417,0.061,4.11,0.027,0.129,0,0.163,0.36,1.495,0.435,0.231,0.122,0.163,0.34,0.082,0.7
"1177",58,83,1,128119,1786,13.94,0.023,4.41,0.055,0.297,0,0.406,0.492,4.949,0.741,0.609,0.078,0.094,0.687,0.023,1.077
"1178",58,83,2,135522,1171,8.641,0.059,4.235,0.044,0.184,0,0.148,0.421,1.402,0.583,0.251,0.066,0.096,0.369,0.081,0.701
"1179",58,88,1,85691,1310,15.287,0.152,5.321,0.07,0.28,0.012,0.467,0.572,5.135,0.689,0.654,0.14,0.035,0.759,0.082,0.922
"1180",58,88,2,90082,954,10.59,0.044,5.439,0.033,0.233,0.011,0.333,0.389,1.754,0.766,0.244,0.167,0.1,0.477,0.056,0.544
"1181",59,43,1,89669,1347,15.022,1.026,3.446,0.29,0.368,0.011,0.457,0.613,4.584,1.004,0.301,0.725,0.613,0.48,0.1,1.004
"1182",59,43,2,96881,1328,13.708,0.557,4.377,0.217,0.743,0.124,0.444,0.898,3.179,0.723,0.547,0.485,0.619,0.155,0.134,0.506
"1183",59,48,1,95417,1355,14.201,0.534,3.867,0.231,0.189,0.084,0.304,0.838,4.821,0.534,0.304,0.713,0.472,0.189,0.063,1.059
"1184",59,48,2,103293,1136,10.998,0.3,3.727,0.261,0.378,0.039,0.165,1.094,2.749,0.416,0.445,0.252,0.416,0.048,0.077,0.629
"1185",59,53,1,107446,1616,15.04,0.316,4.03,0.102,0.084,0.037,0.27,1.256,5.901,0.456,0.335,0.465,0.41,0.065,0.047,1.266
"1186",59,53,2,117243,1221,10.414,0.222,3.966,0.119,0.145,0.043,0.171,1.22,2.473,0.281,0.563,0.239,0.299,0.06,0.051,0.563
"1187",59,58,1,116955,1773,15.16,0.188,4.181,0.137,0.137,0.051,0.248,0.992,5.977,0.556,0.257,0.436,0.47,0.154,0.094,1.283
"1188",59,58,2,127752,1191,9.323,0.149,4.047,0.047,0.164,0.039,0.149,0.736,2.129,0.196,0.344,0.243,0.501,0.07,0.063,0.446
"1189",59,63,1,127335,2080,16.335,0.134,4.61,0.141,0.173,0.047,0.181,0.911,6.785,0.895,0.236,0.346,0.298,0.181,0.196,1.202
"1190",59,63,2,136715,1125,8.229,0.08,3.335,0.066,0.205,0.029,0.117,0.6,2.121,0.197,0.212,0.205,0.366,0.066,0.154,0.475
"1191",59,68,1,138155,2202,15.939,0.109,4.719,0.072,0.282,0.014,0.224,0.782,6.167,0.97,0.362,0.29,0.195,0.297,0.13,1.325
"1192",59,68,2,145955,1258,8.619,0.075,3.638,0.034,0.247,0.021,0.096,0.596,1.966,0.445,0.178,0.123,0.315,0.151,0.075,0.658
"1193",59,73,1,131941,2009,15.227,0.045,4.267,0.03,0.265,0.045,0.152,0.697,6.177,0.803,0.515,0.227,0.114,0.531,0.099,1.258
"1194",59,73,2,140141,1182,8.434,0.036,3.746,0.057,0.178,0.014,0.193,0.478,2.091,0.321,0.107,0.128,0.207,0.207,0.064,0.607
"1195",59,78,1,135631,2246,16.56,0.059,5.183,0.074,0.236,0.007,0.184,0.752,6.621,0.841,0.472,0.118,0.111,0.605,0.081,1.217
"1196",59,78,2,144896,1283,8.855,0.035,4.182,0.055,0.152,0.007,0.159,0.538,1.767,0.476,0.138,0.131,0.186,0.304,0.069,0.656
"1197",59,83,1,128254,2035,15.867,0.086,5.138,0.062,0.335,0,0.359,0.593,5.871,0.764,0.717,0.109,0.078,0.608,0.047,1.099
"1198",59,83,2,136968,1289,9.411,0.022,4.826,0.051,0.256,0,0.183,0.453,1.628,0.555,0.226,0.102,0.095,0.394,0.073,0.548
"1199",59,88,1,85021,1403,16.502,0.024,5.552,0.082,0.376,0.024,0.4,0.729,5.469,0.765,0.741,0.188,0.059,1.094,0.082,0.917
"1200",59,88,2,89807,982,10.935,0.022,5.556,0.134,0.223,0.022,0.278,0.379,1.681,0.946,0.29,0.122,0.089,0.457,0.111,0.624
"1201",60,43,1,86848,1448,16.673,0.829,3.938,0.242,0.288,0.081,0.541,0.898,5.089,1.082,0.311,0.737,1.002,0.368,0.104,1.163
"1202",60,43,2,93964,1352,14.388,0.639,4.044,0.181,0.745,0.074,0.415,0.947,3.501,0.788,0.915,0.49,0.543,0.213,0.287,0.607
"1203",60,48,1,92485,1473,15.927,0.627,4.076,0.238,0.303,0.065,0.314,1.254,5.46,0.692,0.205,0.573,0.616,0.151,0.087,1.265
"1204",60,48,2,100169,1270,12.679,0.23,4.602,0.18,0.529,0.14,0.22,1.448,3.115,0.429,0.509,0.16,0.419,0.07,0.09,0.539
"1205",60,53,1,103217,1665,16.131,0.281,4.689,0.107,0.155,0.019,0.271,1.24,5.997,0.494,0.368,0.426,0.494,0.097,0.029,1.463
"1206",60,53,2,113074,1324,11.709,0.195,4.378,0.124,0.195,0.097,0.221,1.362,3.069,0.203,0.469,0.292,0.478,0.027,0.088,0.513
"1207",60,58,1,113184,1833,16.195,0.3,4.78,0.203,0.194,0.053,0.247,1.113,6.37,0.539,0.309,0.406,0.318,0.08,0.08,1.202
"1208",60,58,2,124759,1247,9.995,0.032,3.887,0.112,0.152,0.04,0.168,0.978,2.629,0.216,0.465,0.176,0.441,0.104,0.104,0.489
"1209",60,63,1,123076,2204,17.908,0.171,5.168,0.081,0.154,0.024,0.171,0.975,7.516,0.934,0.211,0.414,0.414,0.203,0.203,1.268
"1210",60,63,2,133422,1318,9.878,0.082,4.047,0.105,0.172,0.022,0.157,0.757,2.721,0.307,0.217,0.127,0.502,0.075,0.112,0.472
"1211",60,68,1,134771,2215,16.435,0.104,4.756,0.067,0.134,0.03,0.163,0.927,6.611,1.009,0.349,0.304,0.23,0.2,0.126,1.425
"1212",60,68,2,143734,1365,9.497,0.077,4.272,0.042,0.216,0.035,0.139,0.689,2.115,0.431,0.153,0.139,0.237,0.111,0.139,0.703
"1213",60,73,1,131210,2244,17.102,0.091,4.832,0.076,0.274,0.008,0.236,0.861,7.278,0.991,0.419,0.191,0.152,0.488,0.076,1.128
"1214",60,73,2,140312,1328,9.465,0.036,4.269,0.036,0.207,0,0.207,0.506,2.216,0.413,0.242,0.1,0.242,0.242,0.1,0.649
"1215",60,78,1,133146,2363,17.747,0.053,5.37,0.06,0.233,0.03,0.383,0.991,7.06,0.984,0.586,0.24,0.09,0.668,0.06,0.939
"1216",60,78,2,142996,1352,9.455,0.042,4.546,0.042,0.182,0.014,0.161,0.427,1.944,0.538,0.203,0.091,0.161,0.399,0.098,0.608
"1217",60,83,1,127558,2235,17.521,0.047,5.707,0.071,0.384,0.031,0.298,0.792,6.475,0.839,0.651,0.18,0.063,0.831,0.063,1.09
"1218",60,83,2,137707,1364,9.905,0.058,4.873,0.065,0.203,0.015,0.102,0.494,1.953,0.595,0.167,0.131,0.094,0.363,0.08,0.712
"1219",60,88,1,84518,1572,18.6,0.071,6.496,0.13,0.532,0.024,0.485,0.793,5.999,0.982,0.497,0.284,0.059,1.089,0.047,1.112
"1220",60,88,2,89824,1066,11.868,0.033,5.633,0.111,0.234,0.011,0.312,0.635,2.026,1.002,0.301,0.167,0.089,0.568,0.089,0.657
"1221",61,43,1,83690,1564,18.688,0.872,4.278,0.227,0.562,0.203,0.597,0.944,5.998,0.98,0.299,0.801,1.051,0.37,0.215,1.29
"1222",61,43,2,90536,1521,16.8,0.817,4.893,0.21,0.928,0.11,0.508,1.049,4.153,0.74,1.06,0.574,0.563,0.21,0.276,0.707
"1223",61,48,1,89536,1536,17.155,0.648,4.456,0.257,0.369,0.067,0.257,1.318,5.752,0.737,0.313,0.581,0.704,0.19,0.067,1.441
"1224",61,48,2,97305,1300,13.36,0.277,3.905,0.247,0.576,0.134,0.082,1.747,3.7,0.617,0.565,0.411,0.421,0.051,0.103,0.524
"1225",61,53,1,98953,1635,16.523,0.414,4.972,0.131,0.152,0.051,0.313,1.283,6.316,0.455,0.374,0.364,0.435,0.061,0.071,1.132
"1226",61,53,2,108699,1330,12.236,0.156,4.416,0.212,0.294,0.028,0.11,1.536,3.128,0.267,0.598,0.276,0.534,0.018,0.083,0.58
"1227",61,58,1,109336,2020,18.475,0.229,5.46,0.137,0.155,0.027,0.274,1.226,7.866,0.659,0.284,0.366,0.412,0.128,0.146,1.107
"1228",61,58,2,121254,1420,11.711,0.107,4.363,0.082,0.247,0.025,0.165,1.212,3.126,0.272,0.445,0.289,0.577,0.082,0.124,0.594
"1229",61,63,1,119060,2367,19.881,0.185,5.72,0.109,0.218,0.059,0.218,1.268,8.357,0.958,0.294,0.412,0.344,0.193,0.21,1.335
"1230",61,63,2,130547,1397,10.701,0.084,4.297,0.084,0.199,0.061,0.13,1.111,2.696,0.291,0.222,0.253,0.506,0.084,0.13,0.552
"1231",61,68,1,130461,2503,19.186,0.13,5.603,0.084,0.215,0.031,0.192,1.081,8.018,1.127,0.422,0.245,0.268,0.36,0.13,1.28
"1232",61,68,2,140834,1480,10.509,0.078,4.303,0.078,0.27,0.043,0.156,0.802,2.585,0.426,0.185,0.135,0.376,0.178,0.206,0.689
"1233",61,73,1,130572,2497,19.124,0.1,5.836,0.031,0.214,0.038,0.161,0.934,7.842,1.44,0.444,0.199,0.191,0.567,0.1,1.026
"1234",61,73,2,140490,1386,9.865,0.036,4.292,0.043,0.228,0.014,0.135,0.562,2.548,0.463,0.199,0.149,0.185,0.242,0.121,0.648
"1235",61,78,1,129624,2539,19.587,0.131,5.94,0.054,0.309,0.023,0.247,0.802,8,1.203,0.509,0.255,0.177,0.795,0.054,1.088
"1236",61,78,2,140001,1462,10.443,0.05,4.607,0.021,0.243,0.021,0.164,0.621,2.5,0.7,0.193,0.071,0.193,0.364,0.064,0.629
"1237",61,83,1,127161,2402,18.889,0.063,6.236,0.094,0.283,0.024,0.307,0.912,6.944,1.164,0.566,0.197,0.102,0.967,0.071,0.959
"1238",61,83,2,138674,1523,10.983,0.058,5.149,0.101,0.216,0.007,0.173,0.591,2.192,0.786,0.296,0.173,0.108,0.382,0.072,0.678
"1239",61,88,1,83823,1717,20.484,0.072,6.895,0.131,0.525,0.024,0.418,0.954,6.979,1.169,0.799,0.119,0.155,1.026,0.06,1.157
"1240",61,88,2,89932,1105,12.287,0.044,5.982,0.056,0.267,0.022,0.234,0.6,2.402,1.023,0.2,0.211,0.078,0.556,0.067,0.545
"1241",62,43,1,80518,1629,20.232,1.018,5.278,0.236,0.546,0.137,0.683,1.006,6.297,0.882,0.422,0.907,1.081,0.646,0.186,0.907
"1242",62,43,2,87150,1600,18.359,0.631,5.267,0.241,0.918,0.172,0.551,1.354,4.636,0.952,1.159,0.585,0.711,0.172,0.333,0.677
"1243",62,48,1,86955,1672,19.228,0.644,4.612,0.253,0.38,0.023,0.253,1.898,6.647,0.805,0.276,0.851,0.84,0.115,0.069,1.564
"1244",62,48,2,94923,1452,15.297,0.358,4.73,0.169,0.737,0.169,0.232,1.612,4.53,0.485,0.622,0.358,0.611,0.063,0.095,0.527
"1245",62,53,1,94675,1827,19.298,0.454,5.683,0.137,0.148,0.032,0.275,1.764,7.267,0.613,0.306,0.528,0.591,0.158,0.106,1.236
"1246",62,53,2,103982,1400,13.464,0.221,4.712,0.163,0.289,0.096,0.24,1.741,3.626,0.317,0.529,0.365,0.375,0.029,0.096,0.664
"1247",62,58,1,105683,2097,19.842,0.246,5.649,0.161,0.208,0.076,0.274,1.419,8.166,0.662,0.378,0.416,0.52,0.095,0.151,1.419
"1248",62,58,2,117996,1481,12.551,0.085,4.636,0.136,0.297,0.017,0.237,1.17,3.593,0.254,0.5,0.237,0.593,0.11,0.093,0.593
"1249",62,63,1,114843,2509,21.847,0.122,6.174,0.165,0.235,0.087,0.218,1.533,9.526,1.088,0.218,0.47,0.331,0.157,0.192,1.332
"1250",62,63,2,127437,1516,11.896,0.11,4.528,0.11,0.251,0.071,0.188,1.044,3.374,0.235,0.353,0.22,0.479,0.086,0.196,0.651
"1251",62,68,1,125884,2744,21.798,0.167,6.506,0.064,0.286,0.04,0.334,1.422,8.754,1.501,0.421,0.342,0.27,0.294,0.127,1.271
"1252",62,68,2,137734,1641,11.914,0.073,4.785,0.08,0.356,0.029,0.189,0.929,3.136,0.436,0.356,0.138,0.378,0.145,0.182,0.704
"1253",62,73,1,129409,2685,20.748,0.139,6.367,0.031,0.278,0.015,0.185,1.175,8.608,1.484,0.425,0.193,0.147,0.58,0.093,1.028
"1254",62,73,2,140449,1513,10.773,0.057,4.699,0.014,0.249,0.007,0.214,0.555,2.919,0.513,0.263,0.121,0.242,0.292,0.085,0.541
"1255",62,78,1,124574,2594,20.823,0.08,6.51,0.112,0.337,0.016,0.249,1.116,8.726,1.148,0.514,0.144,0.217,0.594,0.04,1.019
"1256",62,78,2,135264,1501,11.097,0.037,4.983,0.059,0.259,0.007,0.177,0.606,2.787,0.569,0.207,0.148,0.2,0.281,0.104,0.673
"1257",62,83,1,127476,2659,20.859,0.086,6.927,0.078,0.424,0.016,0.377,0.902,7.798,1.31,0.557,0.173,0.086,0.988,0.071,1.067
"1258",62,83,2,140395,1712,12.194,0.057,5.613,0.05,0.242,0.007,0.249,0.527,2.799,0.798,0.306,0.15,0.121,0.591,0.142,0.541
"1259",62,88,1,83437,1828,21.909,0.108,7.419,0.144,0.455,0,0.503,1.055,7.443,1.258,0.755,0.312,0.036,1.139,0.132,1.151
"1260",62,88,2,90667,1198,13.213,0.11,6.011,0.044,0.265,0.033,0.265,0.761,2.835,0.949,0.265,0.243,0.11,0.551,0.132,0.64
"1261",63,43,1,77454,1688,21.794,1.11,4.984,0.297,0.452,0.116,0.749,1.239,7.579,1.252,0.31,0.865,1.097,0.452,0.103,1.188
"1262",63,43,2,83601,1671,19.988,0.754,5.395,0.287,0.897,0.179,0.419,1.567,6.005,1.029,0.993,0.766,0.754,0.191,0.323,0.431
"1263",63,48,1,84540,1752,20.724,0.686,5.145,0.26,0.438,0.142,0.343,1.952,7.156,0.875,0.331,0.745,0.911,0.225,0.189,1.325
"1264",63,48,2,92535,1553,16.783,0.378,4.971,0.205,0.756,0.195,0.238,1.837,4.928,0.681,0.681,0.465,0.638,0.119,0.086,0.605
"1265",63,53,1,90540,1874,20.698,0.442,5.655,0.199,0.221,0.044,0.276,2.054,7.853,0.619,0.475,0.607,0.74,0.11,0.121,1.281
"1266",63,53,2,99823,1477,14.796,0.24,5.149,0.21,0.331,0.09,0.311,1.823,4.017,0.391,0.671,0.451,0.431,0.06,0.05,0.571
"1267",63,58,1,102004,2166,21.234,0.294,6.206,0.108,0.147,0.039,0.206,1.667,8.706,0.794,0.382,0.461,0.578,0.108,0.118,1.422
"1268",63,58,2,114349,1565,13.686,0.079,5.02,0.079,0.271,0.07,0.201,1.408,4.171,0.315,0.463,0.254,0.708,0.087,0.087,0.472
"1269",63,63,1,110317,2632,23.859,0.208,6.808,0.218,0.263,0.027,0.19,1.831,10.143,1.305,0.326,0.39,0.453,0.19,0.127,1.378
"1270",63,63,2,123916,1702,13.735,0.129,4.898,0.097,0.347,0.04,0.202,1.291,4.132,0.307,0.42,0.307,0.46,0.161,0.226,0.718
"1271",63,68,1,120716,2845,23.568,0.249,6.843,0.091,0.34,0.025,0.224,1.359,9.874,1.632,0.356,0.356,0.331,0.307,0.215,1.367
"1272",63,68,2,134044,1699,12.675,0.112,4.901,0.082,0.269,0.022,0.194,0.985,3.663,0.522,0.291,0.187,0.44,0.179,0.179,0.649
"1273",63,73,1,127840,2943,23.021,0.094,6.86,0.133,0.305,0.031,0.329,1.369,9.582,1.439,0.477,0.203,0.242,0.602,0.055,1.298
"1274",63,73,2,139908,1648,11.779,0.093,4.76,0.05,0.322,0.014,0.107,1.008,3.395,0.5,0.186,0.143,0.257,0.257,0.079,0.608
"1275",63,78,1,120997,2787,23.034,0.099,7.422,0.099,0.223,0.033,0.306,1.231,9.678,1.322,0.471,0.174,0.215,0.727,0.058,0.975
"1276",63,78,2,132878,1642,12.357,0.06,5.479,0.068,0.218,0.015,0.166,0.707,3.168,0.64,0.241,0.151,0.256,0.421,0.09,0.677
"1277",63,83,1,125836,2965,23.562,0.095,7.677,0.064,0.358,0.048,0.381,1.168,9.036,1.462,0.596,0.246,0.143,1.073,0.103,1.113
"1278",63,83,2,139822,1711,12.237,0.05,5.55,0.072,0.272,0.021,0.257,0.665,2.832,0.822,0.207,0.129,0.164,0.415,0.064,0.715
"1279",63,88,1,82794,2057,24.845,0.06,8.624,0.145,0.64,0.012,0.544,1.147,8.588,1.655,0.652,0.254,0.097,1.353,0.097,0.978
"1280",63,88,2,91327,1360,14.892,0.055,7.063,0.099,0.339,0.011,0.285,0.843,3.077,1.084,0.307,0.12,0.153,0.701,0.055,0.701
"1281",64,43,1,74664,1726,23.117,0.871,5.478,0.268,0.442,0.188,0.629,1.406,8.009,1.112,0.348,0.978,1.259,0.576,0.188,1.366
"1282",64,43,2,80451,1781,22.138,1.081,5.805,0.298,1.218,0.149,0.423,1.765,6.451,1.106,1.094,0.858,0.808,0.224,0.298,0.559
"1283",64,48,1,81585,1797,22.026,0.735,5.834,0.257,0.478,0.147,0.319,1.888,7.379,0.809,0.49,0.883,0.993,0.184,0.098,1.532
"1284",64,48,2,89562,1686,18.825,0.402,5.248,0.313,0.904,0.123,0.257,2.099,5.929,0.715,0.636,0.648,0.648,0.123,0.167,0.614
"1285",64,53,1,86814,2049,23.602,0.334,6.739,0.288,0.196,0.058,0.311,2.327,9.181,0.622,0.507,0.68,0.611,0.081,0.081,1.59
"1286",64,53,2,96209,1554,16.152,0.312,5.124,0.135,0.364,0.021,0.322,2.38,4.667,0.447,0.78,0.374,0.509,0.062,0.083,0.572
"1287",64,58,1,97900,2345,23.953,0.276,6.966,0.153,0.235,0.102,0.306,1.951,9.694,0.96,0.347,0.48,0.695,0.235,0.092,1.461
"1288",64,58,2,110057,1651,15.001,0.227,4.979,0.145,0.3,0.045,0.227,1.717,4.343,0.454,0.618,0.463,0.627,0.154,0.164,0.536
"1289",64,63,1,105909,2790,26.343,0.151,7.676,0.179,0.255,0.047,0.33,2.172,10.906,1.171,0.378,0.519,0.576,0.245,0.264,1.473
"1290",64,63,2,120563,1745,14.474,0.149,4.952,0.124,0.448,0.033,0.199,1.526,4.446,0.39,0.373,0.323,0.572,0.108,0.158,0.672
"1291",64,68,1,115206,3020,26.214,0.148,7.691,0.113,0.33,0.052,0.295,1.727,10.65,1.901,0.382,0.573,0.382,0.451,0.165,1.354
"1292",64,68,2,129697,1761,13.578,0.131,4.796,0.039,0.416,0.039,0.162,0.925,4.256,0.571,0.362,0.208,0.532,0.231,0.224,0.686
"1293",64,73,1,125113,3040,24.298,0.2,7.537,0.04,0.304,0.04,0.224,1.391,10.295,1.439,0.488,0.144,0.192,0.783,0.08,1.143
"1294",64,73,2,138331,1838,13.287,0.08,5.436,0.065,0.347,0.022,0.116,0.774,3.817,0.52,0.296,0.159,0.311,0.376,0.159,0.81
"1295",64,78,1,119170,2938,24.654,0.084,7.468,0.143,0.361,0.042,0.294,1.192,10.54,1.561,0.42,0.252,0.176,0.789,0.084,1.25
"1296",64,78,2,132775,1804,13.587,0.06,5.875,0.068,0.256,0.038,0.173,0.806,3.653,0.625,0.218,0.233,0.173,0.55,0.121,0.738
"1297",64,83,1,122356,3192,26.088,0.114,8.974,0.131,0.515,0.033,0.409,1.161,9.742,1.659,0.597,0.221,0.155,1.136,0.114,1.128
"1298",64,83,2,137022,1883,13.742,0.051,6.364,0.095,0.292,0.007,0.299,0.584,3.204,0.92,0.234,0.197,0.204,0.533,0.088,0.671
"1299",64,88,1,82275,2226,27.056,0.085,8.885,0.158,0.486,0,0.523,1.483,9.675,1.847,0.741,0.243,0.146,1.617,0.097,1.07
"1300",64,88,2,92164,1464,15.885,0.098,6.933,0.13,0.369,0,0.304,0.825,3.45,1.335,0.326,0.401,0.087,0.716,0.141,0.77
"1301",65,43,1,71882,1961,27.281,1.043,6.358,0.403,0.793,0.139,0.988,1.767,9.432,1.169,0.376,1.113,1.836,0.57,0.209,1.085
"1302",65,43,2,77146,1857,24.071,0.791,5.976,0.376,1.206,0.143,0.894,1.931,7.44,1.296,1.18,0.791,0.881,0.246,0.246,0.674
"1303",65,48,1,78429,1949,24.851,0.867,6.069,0.383,0.408,0.153,0.65,2.155,9.053,1.122,0.51,0.778,1.02,0.179,0.115,1.39
"1304",65,48,2,86025,1751,20.355,0.43,5.51,0.244,0.849,0.198,0.302,2.569,6.603,1.069,0.697,0.477,0.697,0.046,0.07,0.593
"1305",65,53,1,83577,2093,25.043,0.359,6.904,0.239,0.144,0.048,0.347,2.62,9.799,0.73,0.598,0.742,0.957,0.048,0.084,1.424
"1306",65,53,2,92859,1750,18.846,0.172,6.095,0.291,0.355,0.065,0.226,2.585,6.106,0.291,0.915,0.366,0.474,0.108,0.14,0.657
"1307",65,58,1,93223,2472,26.517,0.333,7.788,0.182,0.247,0.075,0.322,2.102,10.974,0.858,0.493,0.708,0.805,0.161,0.182,1.287
"1308",65,58,2,105647,1784,16.886,0.189,5.622,0.189,0.407,0.028,0.256,2.026,5.263,0.435,0.416,0.369,0.672,0.133,0.17,0.71
"1309",65,63,1,101476,2886,28.44,0.266,7.687,0.237,0.355,0.049,0.237,2.227,12.131,1.439,0.542,0.552,0.611,0.345,0.246,1.518
"1310",65,63,2,116728,1925,16.491,0.146,5.646,0.18,0.411,0.06,0.154,1.576,5.397,0.471,0.54,0.326,0.643,0.137,0.171,0.634
"1311",65,68,1,110128,3280,29.784,0.136,8.917,0.082,0.418,0.045,0.327,2.161,12.004,2.116,0.481,0.518,0.363,0.409,0.163,1.644
"1312",65,68,2,125672,1970,15.676,0.072,5.331,0.016,0.525,0.032,0.183,1.568,4.981,0.708,0.43,0.302,0.43,0.247,0.183,0.668
"1313",65,73,1,120794,3319,27.477,0.141,8.055,0.058,0.339,0.05,0.174,1.681,11.648,2.21,0.447,0.339,0.364,0.729,0.058,1.184
"1314",65,73,2,135671,1961,14.454,0.096,5.359,0.059,0.31,0.022,0.118,1.076,4.673,0.7,0.258,0.273,0.302,0.376,0.155,0.678
"1315",65,78,1,117452,3156,26.871,0.085,8.489,0.085,0.324,0.034,0.324,1.677,10.907,1.899,0.502,0.307,0.23,0.877,0.077,1.056
"1316",65,78,2,132373,1815,13.711,0.091,5.477,0.098,0.287,0.008,0.272,0.861,4.11,0.823,0.166,0.121,0.113,0.461,0.106,0.718
"1317",65,83,1,118884,3369,28.339,0.05,9.606,0.101,0.648,0.025,0.513,1.321,10.826,1.926,0.572,0.336,0.193,1.228,0.084,0.908
"1318",65,83,2,134618,1983,14.731,0.052,6.277,0.082,0.379,0.015,0.26,0.921,3.759,0.958,0.275,0.208,0.156,0.602,0.104,0.683
"1319",65,88,1,81088,2407,29.684,0.136,9.94,0.136,0.555,0.012,0.604,1.727,10.544,2.158,0.728,0.333,0.111,1.492,0.099,1.11
"1320",65,88,2,91999,1671,18.163,0.109,7.946,0.109,0.5,0.011,0.359,1.087,4.054,1.391,0.326,0.315,0.141,0.837,0.228,0.75
"1321",66,43,1,69291,2021,29.167,0.953,6.494,0.274,0.606,0.115,0.924,1.934,10.478,1.544,0.635,1.126,1.919,0.592,0.144,1.429
"1322",66,43,2,73945,2014,27.236,0.838,6.464,0.352,1.204,0.325,0.784,2.245,9.237,1.663,1.231,0.879,0.933,0.23,0.216,0.636
"1323",66,48,1,75366,2058,27.307,0.571,6.449,0.239,0.584,0.093,0.65,2.64,10.005,1.513,0.478,0.929,1.433,0.186,0.066,1.473
"1324",66,48,2,82612,1887,22.842,0.436,6.488,0.242,0.956,0.218,0.315,2.663,7.723,0.968,0.787,0.617,0.654,0.133,0.048,0.593
"1325",66,53,1,80285,2304,28.698,0.436,7.673,0.199,0.1,0.075,0.361,2.915,11.957,0.722,0.598,0.835,1.034,0.137,0.187,1.47
"1326",66,53,2,89636,1872,20.884,0.312,6.002,0.167,0.324,0.056,0.257,3.213,7.162,0.491,0.948,0.435,0.625,0.078,0.089,0.725
"1327",66,58,1,88552,2542,28.706,0.339,7.837,0.226,0.215,0.056,0.226,3.252,11.846,1.107,0.531,0.587,0.982,0.237,0.102,1.163
"1328",66,58,2,100896,1914,18.97,0.139,6.294,0.168,0.446,0.099,0.297,2.319,5.877,0.406,0.733,0.377,0.813,0.099,0.129,0.773
"1329",66,63,1,96989,3109,32.055,0.299,8.506,0.247,0.443,0.103,0.258,2.598,13.641,1.712,0.495,0.742,0.742,0.278,0.278,1.712
"1330",66,63,2,112622,2098,18.629,0.133,5.896,0.16,0.391,0.062,0.213,2.539,6.278,0.488,0.462,0.293,0.613,0.151,0.231,0.719
"1331",66,68,1,105268,3296,31.311,0.218,9.224,0.133,0.418,0.047,0.294,2.109,13.09,2.213,0.446,0.646,0.408,0.361,0.266,1.434
"1332",66,68,2,122073,2037,16.687,0.147,6.144,0.098,0.434,0.049,0.213,1.524,5.169,0.762,0.393,0.229,0.549,0.156,0.18,0.639
"1333",66,73,1,115601,3592,31.072,0.138,9.022,0.112,0.415,0.052,0.32,2.18,13.166,2.336,0.476,0.45,0.372,0.649,0.138,1.246
"1334",66,73,2,132325,2008,15.175,0.068,5.494,0.091,0.37,0.045,0.249,1.307,4.867,0.635,0.219,0.234,0.325,0.317,0.159,0.794
"1335",66,78,1,115823,3475,30.003,0.121,9.333,0.112,0.38,0.035,0.458,1.727,12.381,2.029,0.622,0.371,0.259,0.889,0.06,1.226
"1336",66,78,2,131930,2022,15.326,0.045,5.745,0.068,0.364,0.03,0.212,1.228,4.715,0.864,0.243,0.205,0.243,0.538,0.167,0.659
"1337",66,83,1,114486,3450,30.135,0.087,9.992,0.105,0.576,0.017,0.349,1.581,11.862,2.096,0.629,0.323,0.131,1.205,0.105,1.074
"1338",66,83,2,131202,2077,15.831,0.046,6.57,0.084,0.457,0,0.252,1.029,4.413,1.021,0.244,0.152,0.168,0.633,0.122,0.64
"1339",66,88,1,79922,2562,32.056,0.138,10.961,0.25,0.576,0.013,0.613,1.689,11.649,2.002,0.688,0.463,0.238,1.489,0.088,1.201
"1340",66,88,2,91872,1684,18.33,0.109,7.761,0.152,0.37,0,0.49,1.056,4.397,1.589,0.327,0.316,0.272,0.675,0.131,0.686
"1341",67,43,1,66374,2118,31.91,0.994,7.307,0.181,0.814,0.241,0.994,2.109,11.36,1.718,0.588,1.024,2.29,0.648,0.196,1.446
"1342",67,43,2,70631,2167,30.681,0.878,7.334,0.368,1.699,0.326,1.005,2.548,9.967,1.6,1.387,0.949,0.991,0.311,0.453,0.864
"1343",67,48,1,71737,2228,31.058,0.767,7.792,0.376,0.739,0.195,0.558,3.095,11.291,1.338,0.502,0.906,1.812,0.125,0.139,1.422
"1344",67,48,2,78656,1934,24.588,0.445,5.988,0.28,1.055,0.191,0.47,3.166,9.205,1.233,0.763,0.458,0.559,0.064,0.14,0.572
"1345",67,53,1,77091,2292,29.731,0.454,7.614,0.246,0.195,0.052,0.441,3.801,11.662,0.973,0.662,0.739,1.077,0.065,0.143,1.608
"1346",67,53,2,86448,1979,22.892,0.231,6.247,0.254,0.335,0.15,0.301,3.69,8.132,0.602,0.775,0.416,0.729,0.104,0.185,0.74
"1347",67,58,1,83828,2649,31.6,0.262,8.863,0.167,0.239,0.084,0.334,3.471,12.895,1.121,0.608,0.716,1.181,0.203,0.084,1.372
