"","sex","A","P","N"
"5234",2,16,1997,29232
"5235",1,17,1997,31566
"5236",2,17,1997,30197
"5237",1,18,1997,33000
"5238",2,18,1997,31551
"5239",1,19,1997,32814
"5240",2,19,1997,31296
"5241",1,20,1997,34771
"5242",2,20,1997,32944
"5243",1,21,1997,37741
"5244",2,21,1997,36977
"5245",1,22,1997,37547
"5246",2,22,1997,36697
"5247",1,23,1997,37841
"5248",2,23,1997,36800
"5249",1,24,1997,39642
"5250",2,24,1997,38809
"5251",1,25,1997,39905
"5252",2,25,1997,38097
"5253",1,26,1997,37909
"5254",2,26,1997,36666
"5255",1,27,1997,38273
"5256",2,27,1997,36367
"5257",1,28,1997,39934
"5258",2,28,1997,37683
"5259",1,29,1997,42810
"5260",2,29,1997,40801
"5261",1,30,1997,46162
"5262",2,30,1997,43791
"5263",1,31,1997,44581
"5264",2,31,1997,42390
"5265",1,32,1997,43957
"5266",2,32,1997,41198
"5267",1,33,1997,42800
"5268",2,33,1997,40799
"5269",1,34,1997,40603
"5270",2,34,1997,38574
"5271",1,35,1997,39405
"5272",2,35,1997,37838
"5273",1,36,1997,39550
"5274",2,36,1997,37802
"5275",1,37,1997,37972
"5276",2,37,1997,36535
"5277",1,38,1997,38243
"5278",2,38,1997,36759
"5279",1,39,1997,38105
"5280",2,39,1997,36549
"5281",1,40,1997,38443
"5282",2,40,1997,37107
"5283",1,41,1997,38098
"5284",2,41,1997,36577
"5285",1,42,1997,37221
"5286",2,42,1997,36425
"5287",1,43,1997,38087
"5288",2,43,1997,36875
"5289",1,44,1997,37224
"5290",2,44,1997,36390
"5291",1,45,1997,36895
"5292",2,45,1997,35542
"5293",1,46,1997,37688
"5294",2,46,1997,37161
"5295",1,47,1997,37551
"5296",2,47,1997,36893
"5297",1,48,1997,39674
"5298",2,48,1997,38677
"5299",1,49,1997,42232
"5300",2,49,1997,41173
"5301",1,50,1997,43901
"5302",2,50,1997,42218
"5303",1,51,1997,42581
"5304",2,51,1997,40971
"5305",1,52,1997,40348
"5306",2,52,1997,39150
"5307",1,53,1997,36752
"5308",2,53,1997,36342
"5309",1,54,1997,34716
"5310",2,54,1997,33982
"5311",1,55,1997,30749
"5312",2,55,1997,30477
"5313",1,56,1997,29689
"5314",2,56,1997,29669
"5315",1,57,1997,28486
"5316",2,57,1997,28208
"5317",1,58,1997,27808
"5318",2,58,1997,28232
"5319",1,59,1997,26517
"5320",2,59,1997,27571
"5321",1,60,1997,25655
"5322",2,60,1997,26542
"5323",1,61,1997,24422
"5324",2,61,1997,25543
"5325",1,62,1997,23700
"5326",2,62,1997,25203
"5327",1,63,1997,22472
"5328",2,63,1997,23895
"5329",1,64,1997,21968
"5330",2,64,1997,24210
"5331",1,65,1997,21543
"5332",2,65,1997,23621
"5333",1,66,1997,21323
"5334",2,66,1997,23799
"5335",1,67,1997,20422
"5336",2,67,1997,23010
"5337",1,68,1997,20673
"5338",2,68,1997,23398
"5339",1,69,1997,19469
"5340",2,69,1997,22729
"5341",1,70,1997,19262
"5342",2,70,1997,23043
"5343",1,71,1997,18563
"5344",2,71,1997,22914
"5345",1,72,1997,18319
"5346",2,72,1997,22906
"5347",1,73,1997,17302
"5348",2,73,1997,22563
"5349",1,74,1997,16090
"5350",2,74,1997,21316
"5351",1,75,1997,16050
"5352",2,75,1997,22209
"5353",1,76,1997,15567
"5354",2,76,1997,22086
"5355",1,77,1997,12811
"5356",2,77,1997,18192
"5357",1,78,1997,12196
"5358",2,78,1997,18178
"5359",1,79,1997,10748
"5360",2,79,1997,17000
"5361",1,80,1997,10001
"5362",2,80,1997,16182
"5363",1,81,1997,9008
"5364",2,81,1997,15072
"5365",1,82,1997,8361
"5366",2,82,1997,14853
"5367",1,83,1997,7556
"5368",2,83,1997,13853
"5369",1,84,1997,6657
"5370",2,84,1997,12766
"5371",1,85,1997,5569
"5372",2,85,1997,11264
"5373",1,86,1997,4692
"5374",2,86,1997,10219
"5375",1,87,1997,3907
"5376",2,87,1997,9069
"5377",1,88,1997,3045
"5378",2,88,1997,7737
"5379",1,89,1997,2332
"5380",2,89,1997,6222
"5381",1,90,1997,1814
"5382",2,90,1997,5186
"5383",1,91,1997,1353
"5384",2,91,1997,4084
"5385",1,92,1997,1027
"5386",2,92,1997,3386
"5387",1,93,1997,763
"5388",2,93,1997,2451
"5389",1,94,1997,554
"5390",2,94,1997,1890
"5391",1,95,1997,375
"5392",2,95,1997,1364
"5393",1,96,1997,255
"5394",2,96,1997,886
"5395",1,97,1997,139
"5396",2,97,1997,597
"5397",1,98,1997,87
"5398",2,98,1997,381
"5399",1,99,1997,154
"5400",2,99,1997,588
"5401",1,0,1998,34774
"5402",2,0,1998,32868
"5403",1,1,1998,34999
"5404",2,1,1998,33133
"5405",1,2,1998,36387
"5406",2,2,1998,34449
"5407",1,3,1998,36289
"5408",2,3,1998,34712
"5409",1,4,1998,35201
"5410",2,4,1998,33486
"5411",1,5,1998,35591
"5412",2,5,1998,33693
"5413",1,6,1998,33906
"5414",2,6,1998,32237
"5415",1,7,1998,33578
"5416",2,7,1998,31863
"5417",1,8,1998,32482
"5418",2,8,1998,30927
"5419",1,9,1998,31405
"5420",2,9,1998,29647
"5421",1,10,1998,30102
"5422",2,10,1998,28299
"5423",1,11,1998,29652
"5424",2,11,1998,28162
"5425",1,12,1998,28791
"5426",2,12,1998,27646
"5427",1,13,1998,27862
"5428",2,13,1998,26634
"5429",1,14,1998,27232
"5430",2,14,1998,26205
"5431",1,15,1998,28374
"5432",2,15,1998,26952
"5433",1,16,1998,28265
"5434",2,16,1998,27363
"5435",1,17,1998,30601
"5436",2,17,1998,29416
"5437",1,18,1998,31645
"5438",2,18,1998,30370
"5439",1,19,1998,33003
"5440",2,19,1998,31469
"5441",1,20,1998,32990
"5442",2,20,1998,31609
"5443",1,21,1998,34945
"5444",2,21,1998,33458
"5445",1,22,1998,37898
"5446",2,22,1998,37343
"5447",1,23,1998,37798
"5448",2,23,1998,36951
"5449",1,24,1998,38008
"5450",2,24,1998,36924
"5451",1,25,1998,39746
"5452",2,25,1998,38986
"5453",1,26,1998,40014
"5454",2,26,1998,38226
"5455",1,27,1998,38061
"5456",2,27,1998,36816
"5457",1,28,1998,38313
"5458",2,28,1998,36471
"5459",1,29,1998,39963
"5460",2,29,1998,37803
"5461",1,30,1998,42849
"5462",2,30,1998,40923
"5463",1,31,1998,46208
"5464",2,31,1998,43805
"5465",1,32,1998,44564
"5466",2,32,1998,42459
"5467",1,33,1998,44017
"5468",2,33,1998,41356
"5469",1,34,1998,42840
"5470",2,34,1998,40881
"5471",1,35,1998,40585
"5472",2,35,1998,38673
"5473",1,36,1998,39438
"5474",2,36,1998,37909
"5475",1,37,1998,39551
"5476",2,37,1998,37861
"5477",1,38,1998,37979
"5478",2,38,1998,36585
"5479",1,39,1998,38200
"5480",2,39,1998,36777
"5481",1,40,1998,38065
"5482",2,40,1998,36571
"5483",1,41,1998,38376
"5484",2,41,1998,37087
"5485",1,42,1998,38036
"5486",2,42,1998,36591
"5487",1,43,1998,37201
"5488",2,43,1998,36385
"5489",1,44,1998,37991
"5490",2,44,1998,36847
"5491",1,45,1998,37165
"5492",2,45,1998,36342
"5493",1,46,1998,36803
"5494",2,46,1998,35524
"5495",1,47,1998,37574
"5496",2,47,1998,37122
"5497",1,48,1998,37420
"5498",2,48,1998,36801
"5499",1,49,1998,39496
"5500",2,49,1998,38575
"5501",1,50,1998,42022
"5502",2,50,1998,41041
"5503",1,51,1998,43730
"5504",2,51,1998,42116
"5505",1,52,1998,42309
"5506",2,52,1998,40803
"5507",1,53,1998,40088
"5508",2,53,1998,39006
"5509",1,54,1998,36516
"5510",2,54,1998,36191
"5511",1,55,1998,34477
"5512",2,55,1998,33824
"5513",1,56,1998,30502
"5514",2,56,1998,30296
"5515",1,57,1998,29422
"5516",2,57,1998,29484
"5517",1,58,1998,28207
"5518",2,58,1998,28017
"5519",1,59,1998,27549
"5520",2,59,1998,28078
"5521",1,60,1998,26186
"5522",2,60,1998,27392
"5523",1,61,1998,25280
"5524",2,61,1998,26329
"5525",1,62,1998,24059
"5526",2,62,1998,25275
"5527",1,63,1998,23285
"5528",2,63,1998,24935
"5529",1,64,1998,22053
"5530",2,64,1998,23580
"5531",1,65,1998,21512
"5532",2,65,1998,23890
"5533",1,66,1998,21063
"5534",2,66,1998,23280
"5535",1,67,1998,20724
"5536",2,67,1998,23352
"5537",1,68,1998,19827
"5538",2,68,1998,22583
"5539",1,69,1998,20043
"5540",2,69,1998,22904
"5541",1,70,1998,18726
"5542",2,70,1998,22253
"5543",1,71,1998,18522
"5544",2,71,1998,22478
"5545",1,72,1998,17805
"5546",2,72,1998,22306
"5547",1,73,1998,17449
"5548",2,73,1998,22260
"5549",1,74,1998,16404
"5550",2,74,1998,21841
"5551",1,75,1998,15205
"5552",2,75,1998,20620
"5553",1,76,1998,15059
"5554",2,76,1998,21402
"5555",1,77,1998,14543
"5556",2,77,1998,21190
"5557",1,78,1998,11849
"5558",2,78,1998,17368
"5559",1,79,1998,11276
"5560",2,79,1998,17318
"5561",1,80,1998,9780
"5562",2,80,1998,16070
"5563",1,81,1998,9098
"5564",2,81,1998,15219
"5565",1,82,1998,8049
"5566",2,82,1998,14067
"5567",1,83,1998,7419
"5568",2,83,1998,13761
"5569",1,84,1998,6654
"5570",2,84,1998,12695
"5571",1,85,1998,5747
"5572",2,85,1998,11564
"5573",1,86,1998,4783
"5574",2,86,1998,10112
"5575",1,87,1998,3948
"5576",2,87,1998,9109
"5577",1,88,1998,3234
"5578",2,88,1998,7881
"5579",1,89,1998,2472
"5580",2,89,1998,6607
"5581",1,90,1998,1848
"5582",2,90,1998,5301
"5583",1,91,1998,1402
"5584",2,91,1998,4338
"5585",1,92,1998,1014
"5586",2,92,1998,3257
"5587",1,93,1998,758
"5588",2,93,1998,2709
"5589",1,94,1998,547
"5590",2,94,1998,1919
"5591",1,95,1998,397
"5592",2,95,1998,1392
"5593",1,96,1998,257
"5594",2,96,1998,996
"5595",1,97,1998,163
"5596",2,97,1998,610
"5597",1,98,1998,77
"5598",2,98,1998,397
"5599",1,99,1998,144
"5600",2,99,1998,634
"5601",1,0,1999,34076
"5602",2,0,1999,32132
"5603",1,1,1999,34913
"5604",2,1,1999,33070
"5605",1,2,1999,35088
"5606",2,2,1999,33239
"5607",1,3,1999,36491
"5608",2,3,1999,34520
"5609",1,4,1999,36374
"5610",2,4,1999,34791
"5611",1,5,1999,35286
"5612",2,5,1999,33570
"5613",1,6,1999,35689
"5614",2,6,1999,33747
"5615",1,7,1999,33972
"5616",2,7,1999,32286
"5617",1,8,1999,33717
"5618",2,8,1999,31951
"5619",1,9,1999,32579
"5620",2,9,1999,31005
"5621",1,10,1999,31485
"5622",2,10,1999,29758
"5623",1,11,1999,30190
"5624",2,11,1999,28391
"5625",1,12,1999,29766
"5626",2,12,1999,28254
"5627",1,13,1999,28903
"5628",2,13,1999,27723
"5629",1,14,1999,27956
"5630",2,14,1999,26748
"5631",1,15,1999,27362
"5632",2,15,1999,26331
"5633",1,16,1999,28509
"5634",2,16,1999,27104
"5635",1,17,1999,28475
"5636",2,17,1999,27553
"5637",1,18,1999,30662
"5638",2,18,1999,29604
"5639",1,19,1999,31714
"5640",2,19,1999,30258
"5641",1,20,1999,33132
"5642",2,20,1999,31735
"5643",1,21,1999,33200
"5644",2,21,1999,32162
"5645",1,22,1999,35197
"5646",2,22,1999,33897
"5647",1,23,1999,38101
"5648",2,23,1999,37589
"5649",1,24,1999,37905
"5650",2,24,1999,37158
"5651",1,25,1999,38137
"5652",2,25,1999,37155
"5653",1,26,1999,39806
"5654",2,26,1999,39179
"5655",1,27,1999,40058
"5656",2,27,1999,38343
"5657",1,28,1999,38083
"5658",2,28,1999,36900
"5659",1,29,1999,38371
"5660",2,29,1999,36607
"5661",1,30,1999,39989
"5662",2,30,1999,37861
"5663",1,31,1999,42837
"5664",2,31,1999,40946
"5665",1,32,1999,46158
"5666",2,32,1999,43860
"5667",1,33,1999,44607
"5668",2,33,1999,42537
"5669",1,34,1999,44031
"5670",2,34,1999,41451
"5671",1,35,1999,42819
"5672",2,35,1999,40953
"5673",1,36,1999,40593
"5674",2,36,1999,38726
"5675",1,37,1999,39418
"5676",2,37,1999,37937
"5677",1,38,1999,39535
"5678",2,38,1999,37918
"5679",1,39,1999,37948
"5680",2,39,1999,36616
"5681",1,40,1999,38128
"5682",2,40,1999,36791
"5683",1,41,1999,37998
"5684",2,41,1999,36590
"5685",1,42,1999,38293
"5686",2,42,1999,37095
"5687",1,43,1999,37950
"5688",2,43,1999,36592
"5689",1,44,1999,37086
"5690",2,44,1999,36350
"5691",1,45,1999,37885
"5692",2,45,1999,36802
"5693",1,46,1999,37048
"5694",2,46,1999,36285
"5695",1,47,1999,36637
"5696",2,47,1999,35477
"5697",1,48,1999,37410
"5698",2,48,1999,37041
"5699",1,49,1999,37256
"5700",2,49,1999,36740
"5701",1,50,1999,39319
"5702",2,50,1999,38476
"5703",1,51,1999,41774
"5704",2,51,1999,40924
"5705",1,52,1999,43495
"5706",2,52,1999,41972
"5707",1,53,1999,42010
"5708",2,53,1999,40643
"5709",1,54,1999,39794
"5710",2,54,1999,38846
"5711",1,55,1999,36243
"5712",2,55,1999,36032
"5713",1,56,1999,34212
"5714",2,56,1999,33662
"5715",1,57,1999,30227
"5716",2,57,1999,30128
"5717",1,58,1999,29154
"5718",2,58,1999,29312
"5719",1,59,1999,27884
"5720",2,59,1999,27827
"5721",1,60,1999,27220
"5722",2,60,1999,27817
"5723",1,61,1999,25831
"5724",2,61,1999,27169
"5725",1,62,1999,24926
"5726",2,62,1999,26095
"5727",1,63,1999,23616
"5728",2,63,1999,25029
"5729",1,64,1999,22815
"5730",2,64,1999,24597
"5731",1,65,1999,21590
"5732",2,65,1999,23265
"5733",1,66,1999,20982
"5734",2,66,1999,23507
"5735",1,67,1999,20519
"5736",2,67,1999,22899
"5737",1,68,1999,20118
"5738",2,68,1999,22885
"5739",1,69,1999,19182
"5740",2,69,1999,22140
"5741",1,70,1999,19379
"5742",2,70,1999,22385
"5743",1,71,1999,18076
"5744",2,71,1999,21687
"5745",1,72,1999,17801
"5746",2,72,1999,21861
"5747",1,73,1999,17004
"5748",2,73,1999,21719
"5749",1,74,1999,16613
"5750",2,74,1999,21543
"5751",1,75,1999,15448
"5752",2,75,1999,21098
"5753",1,76,1999,14266
"5754",2,76,1999,19854
"5755",1,77,1999,14094
"5756",2,77,1999,20538
"5757",1,78,1999,13511
"5758",2,78,1999,20273
"5759",1,79,1999,10947
"5760",2,79,1999,16538
"5761",1,80,1999,10294
"5762",2,80,1999,16383
"5763",1,81,1999,8904
"5764",2,81,1999,15139
"5765",1,82,1999,8151
"5766",2,82,1999,14235
"5767",1,83,1999,7144
"5768",2,83,1999,13075
"5769",1,84,1999,6530
"5770",2,84,1999,12722
"5771",1,85,1999,5797
"5772",2,85,1999,11608
"5773",1,86,1999,4916
"5774",2,86,1999,10457
"5775",1,87,1999,4067
"5776",2,87,1999,9007
"5777",1,88,1999,3294
"5778",2,88,1999,8059
"5779",1,89,1999,2606
"5780",2,89,1999,6842
"5781",1,90,1999,1973
"5782",2,90,1999,5676
"5783",1,91,1999,1476
"5784",2,91,1999,4412
"5785",1,92,1999,1034
"5786",2,92,1999,3526
"5787",1,93,1999,771
"5788",2,93,1999,2568
"5789",1,94,1999,576
"5790",2,94,1999,2104
"5791",1,95,1999,385
"5792",2,95,1999,1469
"5793",1,96,1999,281
"5794",2,96,1999,1033
"5795",1,97,1999,158
"5796",2,97,1999,754
"5797",1,98,1999,103
"5798",2,98,1999,414
"5799",1,99,1999,137
"5800",2,99,1999,678
"5801",1,0,2000,33906
"5802",2,0,2000,32397
"5803",1,1,2000,34240
"5804",2,1,2000,32365
"5805",1,2,2000,34981
"5806",2,2,2000,33174
"5807",1,3,2000,35170
"5808",2,3,2000,33288
"5809",1,4,2000,36536
"5810",2,4,2000,34543
"5811",1,5,2000,36431
"5812",2,5,2000,34833
"5813",1,6,2000,35325
"5814",2,6,2000,33590
"5815",1,7,2000,35732
"5816",2,7,2000,33763
"5817",1,8,2000,34020
"5818",2,8,2000,32345
"5819",1,9,2000,33766
"5820",2,9,2000,32010
"5821",1,10,2000,32655
"5822",2,10,2000,31094
"5823",1,11,2000,31586
"5824",2,11,2000,29826
"5825",1,12,2000,30247
"5826",2,12,2000,28434
"5827",1,13,2000,29808
"5828",2,13,2000,28329
"5829",1,14,2000,28975
"5830",2,14,2000,27805
"5831",1,15,2000,28029
"5832",2,15,2000,26829
"5833",1,16,2000,27470
"5834",2,16,2000,26439
"5835",1,17,2000,28707
"5836",2,17,2000,27295
"5837",1,18,2000,28504
"5838",2,18,2000,27754
"5839",1,19,2000,30686
"5840",2,19,2000,29622
"5841",1,20,2000,31905
"5842",2,20,2000,30585
"5843",1,21,2000,33322
"5844",2,21,2000,32382
"5845",1,22,2000,33435
"5846",2,22,2000,32637
"5847",1,23,2000,35357
"5848",2,23,2000,34163
"5849",1,24,2000,38199
"5850",2,24,2000,37803
"5851",1,25,2000,37958
"5852",2,25,2000,37318
"5853",1,26,2000,38194
"5854",2,26,2000,37292
"5855",1,27,2000,39891
"5856",2,27,2000,39273
"5857",1,28,2000,40001
"5858",2,28,2000,38379
"5859",1,29,2000,38053
"5860",2,29,2000,37042
"5861",1,30,2000,38379
"5862",2,30,2000,36673
"5863",1,31,2000,39992
"5864",2,31,2000,37957
"5865",1,32,2000,42863
"5866",2,32,2000,41042
"5867",1,33,2000,46168
"5868",2,33,2000,43908
"5869",1,34,2000,44626
"5870",2,34,2000,42600
"5871",1,35,2000,43932
"5872",2,35,2000,41496
"5873",1,36,2000,42746
"5874",2,36,2000,40969
"5875",1,37,2000,40608
"5876",2,37,2000,38753
"5877",1,38,2000,39334
"5878",2,38,2000,37997
"5879",1,39,2000,39478
"5880",2,39,2000,37937
"5881",1,40,2000,37904
"5882",2,40,2000,36618
"5883",1,41,2000,38052
"5884",2,41,2000,36790
"5885",1,42,2000,37953
"5886",2,42,2000,36581
"5887",1,43,2000,38226
"5888",2,43,2000,37062
"5889",1,44,2000,37863
"5890",2,44,2000,36552
"5891",1,45,2000,36963
"5892",2,45,2000,36296
"5893",1,46,2000,37753
"5894",2,46,2000,36739
"5895",1,47,2000,36900
"5896",2,47,2000,36192
"5897",1,48,2000,36484
"5898",2,48,2000,35382
"5899",1,49,2000,37243
"5900",2,49,2000,36924
"5901",1,50,2000,37097
"5902",2,50,2000,36622
"5903",1,51,2000,39112
"5904",2,51,2000,38372
"5905",1,52,2000,41544
"5906",2,52,2000,40800
"5907",1,53,2000,43226
"5908",2,53,2000,41839
"5909",1,54,2000,41719
"5910",2,54,2000,40458
"5911",1,55,2000,39477
"5912",2,55,2000,38652
"5913",1,56,2000,35925
"5914",2,56,2000,35834
"5915",1,57,2000,33895
"5916",2,57,2000,33450
"5917",1,58,2000,29915
"5918",2,58,2000,29955
"5919",1,59,2000,28865
"5920",2,59,2000,29088
"5921",1,60,2000,27529
"5922",2,60,2000,27607
"5923",1,61,2000,26861
"5924",2,61,2000,27579
"5925",1,62,2000,25489
"5926",2,62,2000,26923
"5927",1,63,2000,24543
"5928",2,63,2000,25794
"5929",1,64,2000,23208
"5930",2,64,2000,24693
"5931",1,65,2000,22354
"5932",2,65,2000,24285
"5933",1,66,2000,21127
"5934",2,66,2000,22914
"5935",1,67,2000,20440
"5936",2,67,2000,23115
"5937",1,68,2000,19910
"5938",2,68,2000,22442
"5939",1,69,2000,19509
"5940",2,69,2000,22408
"5941",1,70,2000,18568
"5942",2,70,2000,21659
"5943",1,71,2000,18689
"5944",2,71,2000,21856
"5945",1,72,2000,17385
"5946",2,72,2000,21144
"5947",1,73,2000,17007
"5948",2,73,2000,21227
"5949",1,74,2000,16177
"5950",2,74,2000,21084
"5951",1,75,2000,15733
"5952",2,75,2000,20834
"5953",1,76,2000,14534
"5954",2,76,2000,20315
"5955",1,77,2000,13350
"5956",2,77,2000,19038
"5957",1,78,2000,13102
"5958",2,78,2000,19631
"5959",1,79,2000,12451
"5960",2,79,2000,19286
"5961",1,80,2000,10007
"5962",2,80,2000,15640
"5963",1,81,2000,9361
"5964",2,81,2000,15392
"5965",1,82,2000,7976
"5966",2,82,2000,14134
"5967",1,83,2000,7241
"5968",2,83,2000,13152
"5969",1,84,2000,6290
"5970",2,84,2000,12014
"5971",1,85,2000,5652
"5972",2,85,2000,11586
"5973",1,86,2000,4950
"5974",2,86,2000,10490
"5975",1,87,2000,4184
"5976",2,87,2000,9327
"5977",1,88,2000,3402
"5978",2,88,2000,7894
"5979",1,89,2000,2669
"5980",2,89,2000,6905
"5981",1,90,2000,2069
"5982",2,90,2000,5771
"5983",1,91,2000,1548
"5984",2,91,2000,4745
"5985",1,92,2000,1123
"5986",2,92,2000,3520
"5987",1,93,2000,778
"5988",2,93,2000,2805
"5989",1,94,2000,547
"5990",2,94,2000,2008
"5991",1,95,2000,402
"5992",2,95,2000,1580
"5993",1,96,2000,262
"5994",2,96,2000,1067
"5995",1,97,2000,182
"5996",2,97,2000,732
"5997",1,98,2000,93
"5998",2,98,2000,522
"5999",1,99,2000,136
"6000",2,99,2000,685
"6001",1,0,2001,34418
"6002",2,0,2001,32673
"6003",1,1,2001,34089
"6004",2,1,2001,32638
"6005",1,2,2001,34334
"6006",2,2,2001,32483
"6007",1,3,2001,35049
"6008",2,3,2001,33261
"6009",1,4,2001,35262
"6010",2,4,2001,33388
"6011",1,5,2001,36594
"6012",2,5,2001,34616
"6013",1,6,2001,36574
"6014",2,6,2001,34883
"6015",1,7,2001,35447
"6016",2,7,2001,33683
"6017",1,8,2001,35827
"6018",2,8,2001,33849
"6019",1,9,2001,34127
"6020",2,9,2001,32471
"6021",1,10,2001,33876
"6022",2,10,2001,32125
"6023",1,11,2001,32769
"6024",2,11,2001,31200
"6025",1,12,2001,31698
"6026",2,12,2001,29922
"6027",1,13,2001,30366
"6028",2,13,2001,28545
"6029",1,14,2001,29947
"6030",2,14,2001,28426
"6031",1,15,2001,29107
"6032",2,15,2001,27932
"6033",1,16,2001,28145
"6034",2,16,2001,26948
"6035",1,17,2001,27680
"6036",2,17,2001,26697
"6037",1,18,2001,28734
"6038",2,18,2001,27433
"6039",1,19,2001,28548
"6040",2,19,2001,27749
"6041",1,20,2001,30829
"6042",2,20,2001,29822
"6043",1,21,2001,32021
"6044",2,21,2001,31217
"6045",1,22,2001,33540
"6046",2,22,2001,32802
"6047",1,23,2001,33579
"6048",2,23,2001,32853
"6049",1,24,2001,35400
"6050",2,24,2001,34353
"6051",1,25,2001,38257
"6052",2,25,2001,37955
"6053",1,26,2001,38048
"6054",2,26,2001,37371
"6055",1,27,2001,38221
"6056",2,27,2001,37403
"6057",1,28,2001,39875
"6058",2,28,2001,39335
"6059",1,29,2001,40040
"6060",2,29,2001,38416
"6061",1,30,2001,38097
"6062",2,30,2001,37115
"6063",1,31,2001,38358
"6064",2,31,2001,36737
"6065",1,32,2001,40007
"6066",2,32,2001,38037
"6067",1,33,2001,42823
"6068",2,33,2001,41070
"6069",1,34,2001,46137
"6070",2,34,2001,43971
"6071",1,35,2001,44575
"6072",2,35,2001,42667
"6073",1,36,2001,43868
"6074",2,36,2001,41621
"6075",1,37,2001,42704
"6076",2,37,2001,41033
"6077",1,38,2001,40551
"6078",2,38,2001,38833
"6079",1,39,2001,39318
"6080",2,39,2001,38008
"6081",1,40,2001,39440
"6082",2,40,2001,37959
"6083",1,41,2001,37803
"6084",2,41,2001,36619
"6085",1,42,2001,37986
"6086",2,42,2001,36796
"6087",1,43,2001,37875
"6088",2,43,2001,36602
"6089",1,44,2001,38153
"6090",2,44,2001,37034
"6091",1,45,2001,37773
"6092",2,45,2001,36514
"6093",1,46,2001,36857
"6094",2,46,2001,36237
"6095",1,47,2001,37580
"6096",2,47,2001,36675
"6097",1,48,2001,36718
"6098",2,48,2001,36122
"6099",1,49,2001,36337
"6100",2,49,2001,35305
"6101",1,50,2001,37095
"6102",2,50,2001,36812
"6103",1,51,2001,36883
"6104",2,51,2001,36525
"6105",1,52,2001,38893
"6106",2,52,2001,38231
"6107",1,53,2001,41319
"6108",2,53,2001,40612
"6109",1,54,2001,43002
"6110",2,54,2001,41639
"6111",1,55,2001,41396
"6112",2,55,2001,40287
"6113",1,56,2001,39135
"6114",2,56,2001,38457
"6115",1,57,2001,35630
"6116",2,57,2001,35623
"6117",1,58,2001,33555
"6118",2,58,2001,33238
"6119",1,59,2001,29568
"6120",2,59,2001,29742
"6121",1,60,2001,28495
"6122",2,60,2001,28892
"6123",1,61,2001,27144
"6124",2,61,2001,27387
"6125",1,62,2001,26544
"6126",2,62,2001,27320
"6127",1,63,2001,25089
"6128",2,63,2001,26614
"6129",1,64,2001,24098
"6130",2,64,2001,25483
"6131",1,65,2001,22795
"6132",2,65,2001,24376
"6133",1,66,2001,21862
"6134",2,66,2001,23924
"6135",1,67,2001,20613
"6136",2,67,2001,22513
"6137",1,68,2001,19880
"6138",2,68,2001,22694
"6139",1,69,2001,19308
"6140",2,69,2001,22010
"6141",1,70,2001,18881
"6142",2,70,2001,21948
"6143",1,71,2001,17931
"6144",2,71,2001,21104
"6145",1,72,2001,17948
"6146",2,72,2001,21301
"6147",1,73,2001,16629
"6148",2,73,2001,20548
"6149",1,74,2001,16213
"6150",2,74,2001,20568
"6151",1,75,2001,15358
"6152",2,75,2001,20390
"6153",1,76,2001,14862
"6154",2,76,2001,20110
"6155",1,77,2001,13595
"6156",2,77,2001,19472
"6157",1,78,2001,12445
"6158",2,78,2001,18217
"6159",1,79,2001,12059
"6160",2,79,2001,18714
"6161",1,80,2001,11400
"6162",2,80,2001,18291
"6163",1,81,2001,9120
"6164",2,81,2001,14734
"6165",1,82,2001,8465
"6166",2,82,2001,14365
"6167",1,83,2001,7101
"6168",2,83,2001,13131
"6169",1,84,2001,6409
"6170",2,84,2001,12139
"6171",1,85,2001,5462
"6172",2,85,2001,10993
"6173",1,86,2001,4899
"6174",2,86,2001,10460
"6175",1,87,2001,4173
"6176",2,87,2001,9303
"6177",1,88,2001,3489
"6178",2,88,2001,8205
"6179",1,89,2001,2810
"6180",2,89,2001,6847
"6181",1,90,2001,2162
"6182",2,90,2001,5879
"6183",1,91,2001,1625
"6184",2,91,2001,4857
"6185",1,92,2001,1170
"6186",2,92,2001,3896
"6187",1,93,2001,852
"6188",2,93,2001,2790
"6189",1,94,2001,570
"6190",2,94,2001,2171
"6191",1,95,2001,380
"6192",2,95,2001,1561
"6193",1,96,2001,277
"6194",2,96,2001,1164
"6195",1,97,2001,173
"6196",2,97,2001,739
"6197",1,98,2001,111
"6198",2,98,2001,508
"6199",1,99,2001,135
"6200",2,99,2001,757
"6201",1,0,2002,33479
"6202",2,0,2002,31991
"6203",1,1,2002,34580
"6204",2,1,2002,32983
"6205",1,2,2002,34169
"6206",2,2,2002,32744
"6207",1,3,2002,34440
"6208",2,3,2002,32601
"6209",1,4,2002,35156
"6210",2,4,2002,33369
"6211",1,5,2002,35375
"6212",2,5,2002,33502
"6213",1,6,2002,36722
"6214",2,6,2002,34742
