"","s.v.n.x.y"
"5256","6,0,3,925.052,657.405"
"5257","6,0,3,921.226,663.778"
"5258","6,0,3,917.234,670.054"
"5259","6,0,3,913.08,676.229"
"5260","6,0,3,908.768,682.301"
"5261","6,0,3,904.3,688.266"
"5262","6,0,3,899.68,694.122"
"5263","6,0,3,894.913,699.865"
"5264","6,0,3,890.002,705.492"
"5265","6,0,3,884.949,711"
"5266","6,0,3,879.76,716.386"
"5267","6,0,3,874.437,721.648"
"5268","6,0,3,868.984,726.781"
"5269","6,0,3,863.405,731.784"
"5270","6,0,3,857.703,736.652"
"5271","6,0,3,851.882,741.383"
"5272","6,0,3,845.946,745.973"
"5273","6,0,3,839.897,750.42"
"5274","6,0,3,833.74,754.721"
"5275","6,0,3,827.478,758.872"
"5276","6,0,3,821.115,762.871"
"5277","6,0,3,814.655,766.714"
"5278","6,0,3,808.1,770.398"
"5279","6,0,3,801.455,773.921"
"5280","6,0,3,794.723,777.279"
"5281","6,0,3,787.908,780.469"
"5282","6,0,3,781.014,783.487"
"5283","6,0,3,774.043,786.332"
"5284","6,0,3,767,789"
"5285","6,0,3,767,789"
"5286","6,0,3,758.514,791.949"
"5287","6,0,3,749.547,794.781"
"5288","6,0,3,740.088,797.473"
"5289","6,0,3,730.125,800"
"5290","6,0,3,719.646,802.34"
"5291","6,0,3,708.641,804.469"
"5292","6,0,3,697.096,806.363"
"5293","6,0,3,685,808"
"5294","6,0,3,685,808"
"5295","6,0,3,673.074,809.268"
"5296","6,0,3,661.219,810.078"
"5297","6,0,3,649.316,810.443"
"5298","6,0,3,637.25,810.375"
"5299","6,0,3,624.902,809.885"
"5300","6,0,3,612.156,808.984"
"5301","6,0,3,598.895,807.686"
"5302","6,0,3,585,806"
"5303","6,0,3,585,806"
"5304","6,0,3,576.797,804.361"
"5305","6,0,3,568.688,802.453"
"5306","6,0,3,560.672,800.287"
"5307","6,0,3,552.75,797.875"
"5308","6,0,3,544.922,795.229"
"5309","6,0,3,537.188,792.359"
"5310","6,0,3,529.547,789.279"
"5311","6,0,3,522,786"
"5312","6,0,3,522,786"
"5313","6,0,3,510.303,780.383"
"5314","6,0,3,500.422,775.375"
"5315","6,0,3,491.924,770.742"
"5316","6,0,3,484.375,766.25"
"5317","6,0,3,477.342,761.664"
"5318","6,0,3,470.391,756.75"
"5319","6,0,3,463.088,751.273"
"5320","6,0,3,455,745"
"5321","6,0,3,455,745"
"5322","6,0,3,442.762,735.233"
"5323","6,0,3,430.078,724.705"
"5324","6,0,3,416.996,713.454"
"5325","6,0,3,403.562,701.516"
"5326","6,0,3,389.824,688.927"
"5327","6,0,3,375.828,675.725"
"5328","6,0,3,361.621,661.945"
"5329","6,0,3,347.25,647.625"
"5330","6,0,3,332.762,632.801"
"5331","6,0,3,318.203,617.51"
"5332","6,0,3,303.621,601.788"
"5333","6,0,3,289.062,585.672"
"5334","6,0,3,274.574,569.198"
"5335","6,0,3,260.203,552.404"
"5336","6,0,3,245.996,535.326"
"5337","6,0,3,232,518"
"5338","6,0,3,232,518"
"5339","6,0,3,213.25,492.375"
"5340","6,0,3,201.344,475.953"
"5341","6,0,3,190,460"
"5342","6,0,3,190,460"
"5343","6,0,3,185.221,453.049"
"5344","6,0,3,181.203,446.953"
"5345","6,0,3,174.375,435.875"
"5346","6,0,3,167.359,423.859"
"5347","6,0,3,158,408"
"5348","6,0,3,158,408"
"5349","6,0,3,151.75,396.25"
"5350","6,0,3,148.93,390.773"
"5351","6,0,3,146.25,385.25"
"5352","6,0,3,143.664,379.445"
"5353","6,0,3,141.125,373.125"
"5354","6,0,3,138.586,366.055"
"5355","6,0,3,136,358"
"5356","6,0,3,136,358"
"5357","6,0,3,134.535,352.533"
"5358","6,0,3,133.324,347.195"
"5359","6,0,3,132.367,341.986"
"5360","6,0,3,131.658,336.904"
"5361","6,0,3,131.197,331.951"
"5362","6,0,3,130.979,327.126"
"5363","6,0,3,131.003,322.429"
"5364","6,0,3,131.266,317.859"
"5365","6,0,3,131.764,313.417"
"5366","6,0,3,132.495,309.102"
"5367","6,0,3,133.457,304.914"
"5368","6,0,3,134.646,300.854"
"5369","6,0,3,136.061,296.919"
"5370","6,0,3,137.697,293.112"
"5371","6,0,3,139.553,289.43"
"5372","6,0,3,141.625,285.875"
"5373","6,0,3,143.911,282.446"
"5374","6,0,3,146.408,279.142"
"5375","6,0,3,149.114,275.965"
"5376","6,0,3,152.025,272.912"
"5377","6,0,3,155.14,269.985"
"5378","6,0,3,158.454,267.183"
"5379","6,0,3,161.966,264.506"
"5380","6,0,3,165.672,261.953"
"5381","6,0,3,169.57,259.525"
"5382","6,0,3,173.657,257.221"
"5383","6,0,3,177.931,255.042"
"5384","6,0,3,182.389,252.986"
"5385","6,0,3,187.027,251.055"
"5386","6,0,3,191.844,249.246"
"5387","6,0,3,196.835,247.562"
"5388","6,0,3,202,246"
"5389","6,0,3,202,246"
"5390","6,0,3,212.961,243.225"
"5391","6,0,3,224.062,240.859"
"5392","6,0,3,235.258,238.846"
"5393","6,0,3,246.5,237.125"
"5394","6,0,3,257.742,235.639"
"5395","6,0,3,268.938,234.328"
"5396","6,0,3,291,232"
"5397","6,0,3,291,232"
"5398","6,0,3,299.225,230.911"
"5399","6,0,3,306.691,229.523"
"5400","6,0,3,313.46,227.843"
"5401","6,0,3,319.594,225.875"
"5402","6,0,3,325.153,223.626"
"5403","6,0,3,330.199,221.102"
"5404","6,0,3,334.794,218.308"
"5405","6,0,3,339,215.25"
"5406","6,0,3,342.877,211.935"
"5407","6,0,3,346.488,208.367"
"5408","6,0,3,349.894,204.554"
"5409","6,0,3,353.156,200.5"
"5410","6,0,3,356.336,196.212"
"5411","6,0,3,359.496,191.695"
"5412","6,0,3,366,182"
"5413","6,0,3,366,182"
"5414","6,0,3,368.379,178.801"
"5415","6,0,3,370.825,175.764"
"5416","6,0,3,373.337,172.89"
"5417","6,0,3,375.912,170.176"
"5418","6,0,3,378.548,167.622"
"5419","6,0,3,381.242,165.226"
"5420","6,0,3,383.993,162.988"
"5421","6,0,3,386.797,160.906"
"5422","6,0,3,389.652,158.98"
"5423","6,0,3,392.556,157.208"
"5424","6,0,3,395.507,155.588"
"5425","6,0,3,398.502,154.121"
"5426","6,0,3,401.539,152.805"
"5427","6,0,3,404.615,151.638"
"5428","6,0,3,407.727,150.62"
"5429","6,0,3,410.875,149.75"
"5430","6,0,3,417.264,148.448"
"5431","6,0,3,423.764,147.723"
"5432","6,0,3,430.354,147.566"
"5433","6,0,3,437.016,147.969"
"5434","6,0,3,443.73,148.922"
"5435","6,0,3,450.479,150.418"
"5436","6,0,3,457.241,152.447"
"5437","6,0,3,464,155"
"5438","6,0,3,464,155"
"5439","6,0,3,467.277,156.331"
"5440","6,0,3,470.719,158.051"
"5441","6,0,3,474.301,160.128"
"5442","6,0,3,478,162.531"
"5443","6,0,3,481.793,165.227"
"5444","6,0,3,485.656,168.184"
"5445","6,0,3,493.5,174.75"
"5446","6,0,3,501.344,181.973"
"5447","6,0,3,509,189.594"
"5448","6,0,3,516.281,197.355"
"5449","6,0,3,523,205"
"5450","6,0,3,523,205"
"5451","6,0,3,534.244,217.584"
"5452","6,0,3,539.451,223.16"
"5453","6,0,3,544.516,228.234"
"5454","6,0,3,549.539,232.787"
"5455","6,0,3,554.623,236.799"
"5456","6,0,3,557.219,238.596"
"5457","6,0,3,559.868,240.251"
"5458","6,0,3,562.582,241.762"
"5459","6,0,3,565.375,243.125"
"5460","6,0,3,568.258,244.339"
"5461","6,0,3,571.245,245.401"
"5462","6,0,3,574.348,246.309"
"5463","6,0,3,577.58,247.061"
"5464","6,0,3,580.953,247.653"
"5465","6,0,3,584.48,248.084"
"5466","6,0,3,588.174,248.352"
"5467","6,0,3,592.047,248.453"
"5468","6,0,3,596.112,248.386"
"5469","6,0,3,600.381,248.148"
"5470","6,0,3,604.868,247.737"
"5471","6,0,3,609.584,247.15"
"5472","6,0,3,619.757,245.441"
"5473","6,0,3,631,243"
"5474","6,0,3,631,243"
"5475","6,0,3,640.375,240.922"
"5476","6,0,3,649.75,239.125"
"5477","6,0,3,660.25,237.516"
"5478","6,0,3,673,236"
"5479","6,0,3,673,236"
"5480","6,0,3,683.646,235.395"
"5481","6,0,3,693.297,235.094"
"5482","6,0,3,702.268,235.121"
"5483","6,0,3,710.875,235.5"
"5484","6,0,3,719.436,236.254"
"5485","6,0,3,728.266,237.406"
"5486","6,0,3,737.682,238.98"
"5487","6,0,3,748,241"
"5488","6,0,3,748,241"
"5489","6,0,3,762.171,245.639"
"5490","6,0,3,768.932,248.075"
"5491","6,0,3,775.492,250.6"
"5492","6,0,3,781.862,253.22"
"5493","6,0,3,788.052,255.944"
"5494","6,0,3,794.073,258.779"
"5495","6,0,3,799.938,261.734"
"5496","6,0,3,805.655,264.817"
"5497","6,0,3,811.237,268.035"
"5498","6,0,3,816.695,271.396"
"5499","6,0,3,822.039,274.908"
"5500","6,0,3,827.281,278.579"
"5501","6,0,3,832.431,282.417"
"5502","6,0,3,837.5,286.43"
"5503","6,0,3,842.5,290.625"
"5504","6,0,3,847.441,295.011"
"5505","6,0,3,852.335,299.594"
"5506","6,0,3,857.192,304.385"
"5507","6,0,3,862.023,309.389"
"5508","6,0,3,866.84,314.615"
"5509","6,0,3,871.653,320.071"
"5510","6,0,3,881.312,331.703"
"5511","6,0,3,891.089,344.349"
"5512","6,0,3,901.07,358.072"
"5513","6,0,3,911.345,372.935"
"5514","6,0,3,922,389"
"5515","6,0,3,NA,NA"
"5516","6,0,4,723,151"
"5517","6,0,4,729.637,150.494"
"5518","6,0,4,736.232,150.193"
"5519","6,0,4,742.782,150.093"
"5520","6,0,4,749.284,150.19"
"5521","6,0,4,755.734,150.482"
"5522","6,0,4,762.129,150.965"
"5523","6,0,4,768.466,151.636"
"5524","6,0,4,774.74,152.49"
"5525","6,0,4,780.949,153.526"
"5526","6,0,4,787.09,154.738"
"5527","6,0,4,793.158,156.125"
"5528","6,0,4,799.151,157.682"
"5529","6,0,4,805.064,159.406"
"5530","6,0,4,810.895,161.294"
"5531","6,0,4,816.641,163.342"
"5532","6,0,4,822.297,165.547"
"5533","6,0,4,827.86,167.905"
"5534","6,0,4,833.328,170.414"
"5535","6,0,4,838.696,173.069"
"5536","6,0,4,843.961,175.867"
"5537","6,0,4,849.119,178.805"
"5538","6,0,4,854.168,181.879"
"5539","6,0,4,859.104,185.087"
"5540","6,0,4,863.924,188.424"
"5541","6,0,4,868.623,191.887"
"5542","6,0,4,873.199,195.473"
"5543","6,0,4,877.649,199.178"
"5544","6,0,4,881.968,202.999"
"5545","6,0,4,886.154,206.933"
"5546","6,0,4,890.202,210.976"
"5547","6,0,4,894.111,215.124"
"5548","6,0,4,897.875,219.375"
"5549","6,0,4,901.492,223.725"
"5550","6,0,4,904.959,228.17"
"5551","6,0,4,908.271,232.707"
"5552","6,0,4,911.427,237.333"
"5553","6,0,4,914.421,242.044"
"5554","6,0,4,917.251,246.837"
"5555","6,0,4,919.913,251.708"
"5556","6,0,4,922.404,256.654"
"5557","6,0,4,924.721,261.672"
"5558","6,0,4,926.86,266.758"
"5559","6,0,4,928.817,271.909"
"5560","6,0,4,930.59,277.121"
"5561","6,0,4,932.175,282.392"
"5562","6,0,4,933.568,287.716"
"5563","6,0,4,934.766,293.092"
"5564","6,0,4,935.766,298.516"
"5565","6,0,4,936.564,303.984"
"5566","6,0,4,937.156,309.492"
"5567","6,0,4,937.541,315.039"
"5568","6,0,4,937.713,320.619"
"5569","6,0,4,937.669,326.23"
"5570","6,0,4,937.407,331.868"
"5571","6,0,4,936.923,337.53"
"5572","6,0,4,936.213,343.213"
"5573","6,0,4,935.274,348.912"
"5574","6,0,4,934.102,354.626"
"5575","6,0,4,932.695,360.349"
"5576","6,0,4,931.048,366.079"
"5577","6,0,4,929.159,371.813"
"5578","6,0,4,927.023,377.547"
"5579","6,0,4,924.638,383.277"
"5580","6,0,4,922,389"
"5581","6,0,4,922,389"
"5582","6,0,4,919.272,394.226"
"5583","6,0,4,916.35,399.4"
"5584","6,0,4,913.248,404.519"
"5585","6,0,4,909.984,409.578"
"5586","6,0,4,903.033,419.498"
"5587","6,0,4,895.625,429.125"
"5588","6,0,4,887.889,438.424"
"5589","6,0,4,879.953,447.359"
"5590","6,0,4,871.947,455.896"
"5591","6,0,4,864,464"
"5592","6,0,4,864,464"
"5593","6,0,4,857.543,470.279"
"5594","6,0,4,850.969,476.359"
"5595","6,0,4,844.348,482.229"
"5596","6,0,4,837.75,487.875"
"5597","6,0,4,824.906,498.453"
"5598","6,0,4,813,508"
"5599","6,0,4,813,508"
"5600","6,0,4,797.453,519.828"
"5601","6,0,4,783.875,529.875"
"5602","6,0,4,763,545"
"5603","6,0,4,763,545"
"5604","6,0,4,755.607,549.936"
"5605","6,0,4,746.609,556.172"
"5606","6,0,4,726.375,570.625"
"5607","6,0,4,707.453,584.516"
"5608","6,0,4,695,594"
"5609","6,0,4,695,594"
"5610","6,0,4,687.721,600.159"
"5611","6,0,4,681.205,606.289"
"5612","6,0,4,675.372,612.431"
"5613","6,0,4,670.141,618.625"
"5614","6,0,4,665.431,624.913"
"5615","6,0,4,661.162,631.336"
"5616","6,0,4,657.254,637.935"
"5617","6,0,4,653.625,644.75"
"5618","6,0,4,650.196,651.823"
"5619","6,0,4,646.885,659.195"
"5620","6,0,4,640.297,675"
"5621","6,0,4,633.217,692.492"
"5622","6,0,4,625,712"
"5623","6,0,4,625,712"
"5624","6,0,4,622.793,717.047"
"5625","6,0,4,620.656,722.375"
"5626","6,0,4,616.5,733.5"
"5627","6,0,4,612.344,744.625"
"5628","6,0,4,610.207,749.953"
"5629","6,0,4,608,755"
"5630","6,0,4,608,755"
"5631","6,0,4,602.578,767.328"
"5632","6,0,4,596.875,780.875"
"5633","6,0,4,590.984,794.234"
"5634","6,0,4,587.998,800.404"
"5635","6,0,4,585,806"
"5636","6,0,4,585,806"
"5637","6,0,4,577.938,818.484"
"5638","6,0,4,574.594,824.088"
"5639","6,0,4,571.25,829.375"
"5640","6,0,4,567.812,834.428"
"5641","6,0,4,564.188,839.328"
"5642","6,0,4,560.281,844.158"
"5643","6,0,4,556,849"
"5644","6,0,4,556,849"
"5645","6,0,4,553.124,852.108"
"5646","6,0,4,550.126,855.059"
"5647","6,0,4,547.011,857.851"
"5648","6,0,4,543.787,860.484"
"5649","6,0,4,540.46,862.96"
"5650","6,0,4,537.035,865.277"
"5651","6,0,4,533.521,867.437"
"5652","6,0,4,529.922,869.438"
"5653","6,0,4,526.245,871.28"
"5654","6,0,4,522.498,872.965"
"5655","6,0,4,518.685,874.491"
"5656","6,0,4,514.814,875.859"
"5657","6,0,4,510.892,877.069"
"5658","6,0,4,506.923,878.121"
"5659","6,0,4,502.915,879.015"
"5660","6,0,4,498.875,879.75"
"5661","6,0,4,494.808,880.327"
"5662","6,0,4,490.721,880.746"
"5663","6,0,4,486.621,881.007"
"5664","6,0,4,482.514,881.109"
"5665","6,0,4,478.405,881.054"
"5666","6,0,4,474.303,880.84"
"5667","6,0,4,470.213,880.468"
"5668","6,0,4,466.141,879.938"
"5669","6,0,4,462.094,879.249"
"5670","6,0,4,458.078,878.402"
"5671","6,0,4,454.1,877.397"
"5672","6,0,4,450.166,876.234"
"5673","6,0,4,446.283,874.913"
"5674","6,0,4,442.456,873.434"
"5675","6,0,4,438.693,871.796"
"5676","6,0,4,435,870"
"5677","6,0,4,435,870"
"5678","6,0,4,430.802,867.515"
"5679","6,0,4,426.822,864.936"
"5680","6,0,4,423.045,862.259"
"5681","6,0,4,419.453,859.484"
"5682","6,0,4,416.031,856.61"
"5683","6,0,4,412.764,853.635"
"5684","6,0,4,409.634,850.557"
"5685","6,0,4,406.625,847.375"
"5686","6,0,4,400.908,840.693"
"5687","6,0,4,395.484,833.578"
"5688","6,0,4,390.225,826.018"
"5689","6,0,4,385,818"
"5690","6,0,4,385,818"
"5691","6,0,4,380.875,811.826"
"5692","6,0,4,376.75,805.359"
"5693","6,0,4,368.5,791.875"
"5694","6,0,4,360.25,778.203"
"5695","6,0,4,352,765"
"5696","6,0,4,352,765"
"5697","6,0,4,345.861,755.814"
"5698","6,0,4,342.637,751.366"
"5699","6,0,4,339.266,747.016"
"5700","6,0,4,335.712,742.765"
"5701","6,0,4,331.943,738.615"
"5702","6,0,4,327.926,734.568"
"5703","6,0,4,323.625,730.625"
"5704","6,0,4,319.008,726.787"
"5705","6,0,4,314.041,723.057"
"5706","6,0,4,308.69,719.434"
"5707","6,0,4,302.922,715.922"
"5708","6,0,4,296.702,712.521"
"5709","6,0,4,289.998,709.232"
"5710","6,0,4,282.775,706.058"
"5711","6,0,4,275,703"
"5712","6,0,4,275,703"
"5713","6,0,4,268.145,700.471"
"5714","6,0,4,261.031,698.141"
"5715","6,0,4,253.59,696.021"
"5716","6,0,4,245.75,694.125"
"5717","6,0,4,237.441,692.463"
"5718","6,0,4,228.594,691.047"
"5719","6,0,4,219.137,689.889"
"5720","6,0,4,209,689"
"5721","6,0,4,209,689"
"5722","6,0,4,199.482,688.107"
"5723","6,0,4,190.422,686.922"
"5724","6,0,4,181.807,685.432"
"5725","6,0,4,173.625,683.625"
"5726","6,0,4,165.865,681.49"
"5727","6,0,4,158.516,679.016"
"5728","6,0,4,151.564,676.189"
"5729","6,0,4,145,673"
"5730","6,0,4,145,673"
"5731","6,0,4,140.784,670.368"
"5732","6,0,4,136.764,667.539"
"5733","6,0,4,132.941,664.522"
"5734","6,0,4,129.316,661.326"
"5735","6,0,4,125.893,657.96"
"5736","6,0,4,122.671,654.431"
"5737","6,0,4,119.654,650.749"
"5738","6,0,4,116.844,646.922"
"5739","6,0,4,114.241,642.959"
"5740","6,0,4,111.848,638.868"
"5741","6,0,4,109.667,634.658"
"5742","6,0,4,107.699,630.338"
"5743","6,0,4,105.947,625.916"
"5744","6,0,4,104.412,621.401"
"5745","6,0,4,103.095,616.801"
"5746","6,0,4,102,612.125"
"5747","6,0,4,101.127,607.382"
"5748","6,0,4,100.479,602.58"
"5749","6,0,4,100.057,597.728"
"5750","6,0,4,99.863,592.834"
"5751","6,0,4,99.899,587.907"
"5752","6,0,4,100.167,582.956"
"5753","6,0,4,100.669,577.99"
"5754","6,0,4,101.406,573.016"
"5755","6,0,4,102.381,568.043"
"5756","6,0,4,103.594,563.081"
"5757","6,0,4,105.049,558.137"
"5758","6,0,4,106.746,553.221"
"5759","6,0,4,108.688,548.34"
"5760","6,0,4,110.876,543.504"
"5761","6,0,4,113.313,538.721"
"5762","6,0,4,116,534"
"5763","6,0,4,116,534"
"5764","6,0,4,119.473,528.795"
"5765","6,0,4,123.156,523.672"
"5766","6,0,4,127.074,518.619"
"5767","6,0,4,131.25,513.625"
"5768","6,0,4,135.707,508.678"
"5769","6,0,4,140.469,503.766"
"5770","6,0,4,145.559,498.877"
"5771","6,0,4,151,494"
"5772","6,0,4,151,494"
"5773","6,0,4,160.75,485.312"
"5774","6,0,4,171.25,476.25"
"5775","6,0,4,181.375,467.562"
"5776","6,0,4,190,460"
"5777","6,0,4,190,460"
"5778","6,0,4,196.776,454.384"
"5779","6,0,4,202.867,448.773"
"5780","6,0,4,208.29,443.151"
"5781","6,0,4,213.062,437.5"
"5782","6,0,4,217.202,431.802"
"5783","6,0,4,220.727,426.039"
"5784","6,0,4,223.653,420.194"
"5785","6,0,4,226,414.25"
"5786","6,0,4,227.784,408.188"
"5787","6,0,4,229.023,401.992"
"5788","6,0,4,229.735,395.644"
"5789","6,0,4,229.938,389.125"
"5790","6,0,4,229.647,382.419"
"5791","6,0,4,228.883,375.508"
"5792","6,0,4,227.661,368.374"
"5793","6,0,4,226,361"
"5794","6,0,4,226,361"
"5795","6,0,4,211,305"
"5796","6,0,4,211,305"
"5797","6,0,4,207.484,289.875"
"5798","6,0,4,205.955,282.289"
"5799","6,0,4,204.625,274.75"
"5800","6,0,4,203.529,267.305"
"5801","6,0,4,202.703,260"
"5802","6,0,4,202.182,252.883"
"5803","6,0,4,202,246"
"5804","6,0,4,202,246"
"5805","6,0,4,202.114,241.405"
"5806","6,0,4,202.456,236.817"
"5807","6,0,4,203.023,232.247"
"5808","6,0,4,203.816,227.707"
"5809","6,0,4,204.834,223.21"
"5810","6,0,4,206.074,218.767"
"5811","6,0,4,207.536,214.391"
"5812","6,0,4,209.219,210.094"
"5813","6,0,4,211.121,205.887"
"5814","6,0,4,213.243,201.784"
"5815","6,0,4,215.581,197.795"
"5816","6,0,4,218.137,193.934"
"5817","6,0,4,220.907,190.211"
"5818","6,0,4,223.892,186.64"
"5819","6,0,4,227.09,183.232"
"5820","6,0,4,230.5,180"
"5821","6,0,4,234.121,176.955"
"5822","6,0,4,237.952,174.11"
"5823","6,0,4,241.991,171.476"
"5824","6,0,4,246.238,169.066"
"5825","6,0,4,250.692,166.892"
"5826","6,0,4,255.351,164.966"
"5827","6,0,4,260.215,163.3"
"5828","6,0,4,265.281,161.906"
"5829","6,0,4,270.55,160.796"
"5830","6,0,4,276.02,159.983"
"5831","6,0,4,281.69,159.478"
"5832","6,0,4,287.559,159.293"
"5833","6,0,4,293.625,159.441"
"5834","6,0,4,299.888,159.933"
"5835","6,0,4,306.347,160.782"
"5836","6,0,4,313,162"
"5837","6,0,4,313,162"
"5838","6,0,4,320.938,164.09"
"5839","6,0,4,328.875,166.531"
"5840","6,0,4,336.625,169.207"
"5841","6,0,4,344,172"
"5842","6,0,4,350.812,174.793"
"5843","6,0,4,356.875,177.469"
"5844","6,0,4,362,179.91"
"5845","6,0,4,366,182"
"5846","6,0,4,366,182"
"5847","6,0,4,380.078,188.953"
"5848","6,0,4,392.375,194.875"
"5849","6,0,4,412,204"
"5850","6,0,4,412,204"
"5851","6,0,4,420.355,207.472"
"5852","6,0,4,428.213,210.4"
"5853","6,0,4,435.64,212.804"
"5854","6,0,4,442.703,214.703"
"5855","6,0,4,449.467,216.115"
"5856","6,0,4,455.998,217.061"
"5857","6,0,4,462.362,217.557"
"5858","6,0,4,468.625,217.625"
"5859","6,0,4,474.853,217.282"
"5860","6,0,4,481.111,216.549"
"5861","6,0,4,487.467,215.443"
"5862","6,0,4,493.984,213.984"
"5863","6,0,4,500.731,212.192"
"5864","6,0,4,507.771,210.084"
"5865","6,0,4,523,205"
"5866","6,0,4,523,205"
"5867","6,0,4,549.625,194.75"
"5868","6,0,4,580,183"
"5869","6,0,4,580,183"
"5870","6,0,4,586.074,180.664"
"5871","6,0,4,592.969,178.188"
"5872","6,0,4,608.75,173"
"5873","6,0,4,626.406,167.812"
"5874","6,0,4,635.645,165.336"
"5875","6,0,4,645,163"
"5876","6,0,4,645,163"
"5877","6,0,4,665.484,158.453"
"5878","6,0,4,674.689,156.654"
"5879","6,0,4,683.625,155.125"
"5880","6,0,4,692.607,153.83"
"5881","6,0,4,701.953,152.734"
"5882","6,0,4,711.979,151.803"
"5883","6,0,4,723,151"
"5884","6,0,4,NA,NA"
"5885","6,0,5,361,102"
"5886","6,0,5,365.394,98.363"
"5887","6,0,5,369.945,94.858"
"5888","6,0,5,374.65,91.486"
"5889","6,0,5,379.501,88.246"
"5890","6,0,5,384.494,85.14"
"5891","6,0,5,389.622,82.167"
"5892","6,0,5,394.88,79.329"
"5893","6,0,5,400.262,76.625"
"5894","6,0,5,405.762,74.056"
"5895","6,0,5,411.374,71.622"
"5896","6,0,5,417.094,69.323"
"5897","6,0,5,422.915,67.16"
"5898","6,0,5,428.831,65.134"
"5899","6,0,5,434.836,63.244"
"5900","6,0,5,440.926,61.491"
"5901","6,0,5,447.094,59.875"
"5902","6,0,5,459.641,57.057"
"5903","6,0,5,472.433,54.793"
"5904","6,0,5,485.423,53.085"
"5905","6,0,5,498.566,51.938"
"5906","6,0,5,511.816,51.352"
"5907","6,0,5,525.127,51.332"
"5908","6,0,5,538.454,51.88"
"5909","6,0,5,551.75,53"
"5910","6,0,5,564.97,54.694"
"5911","6,0,5,578.068,56.965"
"5912","6,0,5,584.557,58.318"
"5913","6,0,5,590.998,59.816"
"5914","6,0,5,597.386,61.46"
"5915","6,0,5,603.715,63.25"
"5916","6,0,5,609.979,65.187"
"5917","6,0,5,616.172,67.27"
"5918","6,0,5,622.289,69.501"
"5919","6,0,5,628.325,71.879"
"5920","6,0,5,634.272,74.405"
"5921","6,0,5,640.126,77.08"
"5922","6,0,5,645.881,79.903"
"5923","6,0,5,651.531,82.875"
"5924","6,0,5,657.071,85.997"
"5925","6,0,5,662.494,89.268"
"5926","6,0,5,667.795,92.69"
"5927","6,0,5,672.968,96.262"
"5928","6,0,5,678.008,99.985"
"5929","6,0,5,682.909,103.859"
"5930","6,0,5,687.664,107.885"
"5931","6,0,5,692.27,112.062"
"5932","6,0,5,696.718,116.393"
"5933","6,0,5,701.005,120.875"
"5934","6,0,5,705.124,125.511"
"5935","6,0,5,709.069,130.301"
"5936","6,0,5,712.835,135.244"
"5937","6,0,5,716.416,140.341"
"5938","6,0,5,719.806,145.593"
"5939","6,0,5,723,151"
"5940","6,0,5,723,151"
"5941","6,0,5,726.082,156.054"
"5942","6,0,5,728.955,161.102"
"5943","6,0,5,731.62,166.161"
"5944","6,0,5,734.078,171.25"
"5945","6,0,5,736.331,176.386"
"5946","6,0,5,738.381,181.586"
"5947","6,0,5,740.228,186.868"
"5948","6,0,5,741.875,192.25"
"5949","6,0,5,743.323,197.749"
"5950","6,0,5,744.572,203.383"
"5951","6,0,5,745.626,209.169"
"5952","6,0,5,746.484,215.125"
"5953","6,0,5,747.15,221.269"
"5954","6,0,5,747.623,227.617"
"5955","6,0,5,747.906,234.188"
"5956","6,0,5,748,241"
"5957","6,0,5,748,241"
"5958","6,0,5,747.908,247.928"
"5959","6,0,5,747.641,255.172"
"5960","6,0,5,746.625,270.375"
"5961","6,0,5,745.047,286.141"
"5962","6,0,5,743,302"
"5963","6,0,5,743,302"
"5964","6,0,5,741.832,309.689"
"5965","6,0,5,740.594,316.453"
"5966","6,0,5,738,328.375"
"5967","6,0,5,735.406,340.109"
"5968","6,0,5,734.168,346.639"
"5969","6,0,5,733,354"
"5970","6,0,5,733,354"
"5971","6,0,5,731.921,363.188"
"5972","6,0,5,731.303,371.674"
"5973","6,0,5,731.139,379.53"
"5974","6,0,5,731.422,386.828"
"5975","6,0,5,732.144,393.64"
"5976","6,0,5,733.299,400.037"
"5977","6,0,5,734.878,406.092"
"5978","6,0,5,736.875,411.875"
"5979","6,0,5,739.282,417.459"
"5980","6,0,5,742.092,422.916"
"5981","6,0,5,745.297,428.317"
"5982","6,0,5,748.891,433.734"
"5983","6,0,5,752.865,439.24"
"5984","6,0,5,757.213,444.904"
"5985","6,0,5,767,457"
"5986","6,0,5,767,457"
"5987","6,0,5,791.5,484"
"5988","6,0,5,813,508"
"5989","6,0,5,813,508"
"5990","6,0,5,819.059,515.41"
"5991","6,0,5,824.531,522.656"
"5992","6,0,5,829.488,529.762"
"5993","6,0,5,834,536.75"
"5994","6,0,5,838.137,543.645"
"5995","6,0,5,841.969,550.469"
"5996","6,0,5,845.566,557.246"
"5997","6,0,5,849,564"
"5998","6,0,5,849,564"
"5999","6,0,5,850.605,567.599"
"6000","6,0,5,852.043,571.267"
"6001","6,0,5,853.311,574.994"
"6002","6,0,5,854.406,578.773"
"6003","6,0,5,855.326,582.597"
"6004","6,0,5,856.066,586.456"
"6005","6,0,5,856.625,590.343"
"6006","6,0,5,857,594.25"
"6007","6,0,5,857.187,598.169"
"6008","6,0,5,857.184,602.091"
"6009","6,0,5,856.987,606.009"
"6010","6,0,5,856.594,609.914"
"6011","6,0,5,856.001,613.799"
"6012","6,0,5,855.207,617.655"
"6013","6,0,5,854.208,621.475"
"6014","6,0,5,853,625.25"
"6015","6,0,5,851.582,628.972"
