"","s.v.i.x.y"
"11052","7,0,3,198.128,136.599"
"11053","7,0,3,192.385,140.121"
"11054","7,0,3,186.815,143.869"
"11055","7,0,3,181.423,147.838"
"11056","7,0,3,176.215,152.021"
"11057","7,0,3,171.197,156.41"
"11058","7,0,3,166.375,161"
"11059","7,0,3,161.754,165.783"
"11060","7,0,3,157.34,170.753"
"11061","7,0,3,153.139,175.902"
"11062","7,0,3,149.157,181.225"
"11063","7,0,3,145.4,186.713"
"11064","7,0,3,141.873,192.362"
"11065","7,0,3,138.582,198.163"
"11066","7,0,3,135.533,204.109"
"11067","7,0,3,132.732,210.195"
"11068","7,0,3,130.184,216.414"
"11069","7,0,3,127.896,222.758"
"11070","7,0,3,125.873,229.221"
"11071","7,0,3,124.12,235.796"
"11072","7,0,3,122.645,242.476"
"11073","7,0,3,121.452,249.255"
"11074","7,0,3,120.547,256.125"
"11075","7,0,3,119.936,263.08"
"11076","7,0,3,119.625,270.114"
"11077","7,0,3,119.62,277.219"
"11078","7,0,3,119.926,284.389"
"11079","7,0,3,120.549,291.616"
"11080","7,0,3,121.496,298.895"
"11081","7,0,3,122.771,306.218"
"11082","7,0,3,124.381,313.578"
"11083","7,0,3,126.331,320.969"
"11084","7,0,3,128.627,328.385"
"11085","7,0,3,131.276,335.817"
"11086","7,0,3,134.282,343.26"
"11087","7,0,3,137.652,350.706"
"11088","7,0,3,141.391,358.15"
"11089","7,0,3,145.505,365.583"
"11090","7,0,3,150,373"
"11091","7,0,3,150,373"
"11092","7,0,3,156.709,370.51"
"11093","7,0,3,163.359,368.266"
"11094","7,0,3,169.986,366.232"
"11095","7,0,3,176.625,364.375"
"11096","7,0,3,190.078,361.047"
"11097","7,0,3,204,358"
"11098","7,0,3,204,358"
"11099","7,0,3,201.641,353.124"
"11100","7,0,3,199.622,348.253"
"11101","7,0,3,197.939,343.399"
"11102","7,0,3,196.586,338.572"
"11103","7,0,3,195.558,333.784"
"11104","7,0,3,194.851,329.047"
"11105","7,0,3,194.458,324.37"
"11106","7,0,3,194.375,319.766"
"11107","7,0,3,194.597,315.245"
"11108","7,0,3,195.118,310.819"
"11109","7,0,3,195.934,306.498"
"11110","7,0,3,197.039,302.295"
"11111","7,0,3,198.428,298.22"
"11112","7,0,3,200.097,294.284"
"11113","7,0,3,202.039,290.499"
"11114","7,0,3,204.25,286.875"
"11115","7,0,3,206.725,283.424"
"11116","7,0,3,209.458,280.157"
"11117","7,0,3,212.445,277.086"
"11118","7,0,3,215.68,274.221"
"11119","7,0,3,219.158,271.573"
"11120","7,0,3,222.874,269.154"
"11121","7,0,3,226.823,266.975"
"11122","7,0,3,231,265.047"
"11123","7,0,3,235.4,263.381"
"11124","7,0,3,240.017,261.989"
"11125","7,0,3,244.846,260.881"
"11126","7,0,3,249.883,260.068"
"11127","7,0,3,255.122,259.563"
"11128","7,0,3,260.558,259.376"
"11129","7,0,3,266.185,259.518"
"11130","7,0,3,272,260"
"11131","7,0,3,272,260"
"11132","7,0,3,271.776,253.91"
"11133","7,0,3,271.849,248.019"
"11134","7,0,3,272.212,242.333"
"11135","7,0,3,272.857,236.857"
"11136","7,0,3,273.777,231.598"
"11137","7,0,3,274.964,226.56"
"11138","7,0,3,276.411,221.749"
"11139","7,0,3,278.109,217.172"
"11140","7,0,3,280.053,212.833"
"11141","7,0,3,282.233,208.739"
"11142","7,0,3,284.643,204.895"
"11143","7,0,3,287.275,201.307"
"11144","7,0,3,290.122,197.98"
"11145","7,0,3,293.176,194.92"
"11146","7,0,3,296.429,192.133"
"11147","7,0,3,299.875,189.625"
"11148","7,0,3,303.505,187.401"
"11149","7,0,3,307.312,185.467"
"11150","7,0,3,311.289,183.828"
"11151","7,0,3,315.428,182.49"
"11152","7,0,3,319.721,181.46"
"11153","7,0,3,324.161,180.741"
"11154","7,0,3,328.741,180.342"
"11155","7,0,3,333.453,180.266"
"11156","7,0,3,338.29,180.519"
"11157","7,0,3,343.243,181.108"
"11158","7,0,3,348.306,182.038"
"11159","7,0,3,353.471,183.314"
"11160","7,0,3,358.73,184.943"
"11161","7,0,3,364.076,186.93"
"11162","7,0,3,369.502,189.28"
"11163","7,0,3,375,192"
"11164","7,0,3,NA,NA"
"11165","NA,NA,NA,NA,NA"
"11166","7,0,4,179,416"
"11167","7,0,4,185.662,413.221"
"11168","7,0,4,192.172,410.828"
"11169","7,0,4,198.564,408.74"
"11170","7,0,4,204.875,406.875"
"11171","7,0,4,217.391,403.484"
"11172","7,0,4,230,400"
"11173","7,0,4,230,400"
"11174","7,0,4,226.914,395.98"
"11175","7,0,4,223.688,391.469"
"11176","7,0,4,220.367,386.535"
"11177","7,0,4,217,381.25"
"11178","7,0,4,210.312,369.906"
"11179","7,0,4,207.086,363.988"
"11180","7,0,4,204,358"
"11181","7,0,4,204,358"
"11182","7,0,4,190.078,361.047"
"11183","7,0,4,176.625,364.375"
"11184","7,0,4,169.986,366.232"
"11185","7,0,4,163.359,368.266"
"11186","7,0,4,156.709,370.51"
"11187","7,0,4,150,373"
"11188","7,0,4,150,373"
"11189","7,0,4,153.42,378.867"
"11190","7,0,4,156.922,384.5"
"11191","7,0,4,164.125,395.25"
"11192","7,0,4,171.516,405.625"
"11193","7,0,4,179,416"
"11194","7,0,4,NA,NA"
"11195","NA,NA,NA,NA,NA"
"11196","7,0,5,389,147"
"11197","7,0,5,391.985,139.48"
"11198","7,0,5,395.214,132.203"
"11199","7,0,5,398.68,125.169"
"11200","7,0,5,402.374,118.38"
"11201","7,0,5,406.287,111.835"
"11202","7,0,5,410.41,105.536"
"11203","7,0,5,414.736,99.483"
"11204","7,0,5,419.256,93.678"
"11205","7,0,5,423.961,88.121"
"11206","7,0,5,428.842,82.812"
"11207","7,0,5,433.891,77.754"
"11208","7,0,5,439.1,72.946"
"11209","7,0,5,444.46,68.389"
"11210","7,0,5,449.962,64.084"
"11211","7,0,5,455.598,60.032"
"11212","7,0,5,461.359,56.234"
"11213","7,0,5,467.238,52.691"
"11214","7,0,5,473.224,49.403"
"11215","7,0,5,479.311,46.371"
"11216","7,0,5,485.488,43.595"
"11217","7,0,5,491.748,41.078"
"11218","7,0,5,498.083,38.819"
"11219","7,0,5,504.482,36.82"
"11220","7,0,5,510.939,35.08"
"11221","7,0,5,517.445,33.602"
"11222","7,0,5,523.99,32.385"
"11223","7,0,5,530.567,31.43"
"11224","7,0,5,537.167,30.74"
"11225","7,0,5,543.781,30.313"
"11226","7,0,5,550.402,30.151"
"11227","7,0,5,557.019,30.255"
"11228","7,0,5,563.625,30.625"
"11229","7,0,5,570.211,31.263"
"11230","7,0,5,576.769,32.169"
"11231","7,0,5,583.291,33.343"
"11232","7,0,5,589.766,34.788"
"11233","7,0,5,596.188,36.503"
"11234","7,0,5,602.548,38.489"
"11235","7,0,5,608.836,40.748"
"11236","7,0,5,615.045,43.279"
"11237","7,0,5,621.166,46.085"
"11238","7,0,5,627.19,49.164"
"11239","7,0,5,633.109,52.519"
"11240","7,0,5,638.914,56.151"
"11241","7,0,5,644.597,60.059"
"11242","7,0,5,650.15,64.245"
"11243","7,0,5,655.563,68.709"
"11244","7,0,5,660.828,73.453"
"11245","7,0,5,665.937,78.477"
"11246","7,0,5,670.881,83.782"
"11247","7,0,5,675.651,89.369"
"11248","7,0,5,680.24,95.238"
"11249","7,0,5,684.638,101.391"
"11250","7,0,5,688.837,107.827"
"11251","7,0,5,692.828,114.549"
"11252","7,0,5,696.604,121.557"
"11253","7,0,5,700.154,128.851"
"11254","7,0,5,703.471,136.432"
"11255","7,0,5,706.547,144.302"
"11256","7,0,5,709.372,152.46"
"11257","7,0,5,711.939,160.909"
"11258","7,0,5,714.238,169.647"
"11259","7,0,5,716.261,178.678"
"11260","7,0,5,718,188"
"11261","7,0,5,718,188"
"11262","7,0,5,707.031,191.344"
"11263","7,0,5,695.5,195.25"
"11264","7,0,5,683.969,199.531"
"11265","7,0,5,673,204"
"11266","7,0,5,673,204"
"11267","7,0,5,671.847,198.07"
"11268","7,0,5,670.457,192.467"
"11269","7,0,5,668.838,187.189"
"11270","7,0,5,666.998,182.234"
"11271","7,0,5,664.947,177.602"
"11272","7,0,5,662.693,173.291"
"11273","7,0,5,660.244,169.299"
"11274","7,0,5,657.609,165.625"
"11275","7,0,5,654.798,162.267"
"11276","7,0,5,651.817,159.225"
"11277","7,0,5,648.677,156.495"
"11278","7,0,5,645.385,154.078"
"11279","7,0,5,641.95,151.971"
"11280","7,0,5,638.381,150.174"
"11281","7,0,5,634.687,148.684"
"11282","7,0,5,630.875,147.5"
"11283","7,0,5,626.955,146.621"
"11284","7,0,5,622.935,146.045"
"11285","7,0,5,618.824,145.771"
"11286","7,0,5,614.631,145.797"
"11287","7,0,5,610.363,146.122"
"11288","7,0,5,606.031,146.744"
"11289","7,0,5,601.641,147.662"
"11290","7,0,5,597.203,148.875"
"11291","7,0,5,592.726,150.381"
"11292","7,0,5,588.218,152.178"
"11293","7,0,5,583.687,154.265"
"11294","7,0,5,579.143,156.641"
"11295","7,0,5,574.593,159.303"
"11296","7,0,5,570.047,162.252"
"11297","7,0,5,565.513,165.485"
"11298","7,0,5,561,169"
"11299","7,0,5,561,169"
"11300","7,0,5,557.891,163.858"
"11301","7,0,5,554.575,159.115"
"11302","7,0,5,551.066,154.766"
"11303","7,0,5,547.379,150.807"
"11304","7,0,5,543.53,147.232"
"11305","7,0,5,539.533,144.037"
"11306","7,0,5,535.403,141.216"
"11307","7,0,5,531.156,138.766"
"11308","7,0,5,526.807,136.68"
"11309","7,0,5,522.37,134.953"
"11310","7,0,5,517.86,133.582"
"11311","7,0,5,513.293,132.561"
"11312","7,0,5,508.683,131.884"
"11313","7,0,5,504.046,131.548"
"11314","7,0,5,499.397,131.546"
"11315","7,0,5,494.75,131.875"
"11316","7,0,5,490.121,132.529"
"11317","7,0,5,485.524,133.503"
"11318","7,0,5,480.975,134.793"
"11319","7,0,5,476.488,136.393"
"11320","7,0,5,472.079,138.298"
"11321","7,0,5,467.763,140.504"
"11322","7,0,5,463.555,143.005"
"11323","7,0,5,459.469,145.797"
"11324","7,0,5,455.521,148.874"
"11325","7,0,5,451.725,152.233"
"11326","7,0,5,448.097,155.867"
"11327","7,0,5,444.652,159.771"
"11328","7,0,5,441.405,163.942"
"11329","7,0,5,438.371,168.374"
"11330","7,0,5,435.564,173.061"
"11331","7,0,5,433,178"
"11332","7,0,5,433,178"
"11333","7,0,5,422.047,169.5"
"11334","7,0,5,411.375,161.75"
"11335","7,0,5,400.516,154.375"
"11336","7,0,5,389,147"
"11337","7,0,5,NA,NA"
"11338","NA,NA,NA,NA,NA"
"11339","7,0,6,168,539"
"11340","7,0,6,163.283,535.809"
"11341","7,0,6,158.884,532.433"
"11342","7,0,6,154.803,528.887"
"11343","7,0,6,151.041,525.184"
"11344","7,0,6,147.599,521.339"
"11345","7,0,6,144.478,517.366"
"11346","7,0,6,141.679,513.279"
"11347","7,0,6,139.203,509.094"
"11348","7,0,6,137.051,504.823"
"11349","7,0,6,135.223,500.482"
"11350","7,0,6,133.721,496.084"
"11351","7,0,6,132.545,491.645"
"11352","7,0,6,131.697,487.177"
"11353","7,0,6,131.177,482.696"
"11354","7,0,6,130.986,478.215"
"11355","7,0,6,131.125,473.75"
"11356","7,0,6,131.595,469.314"
"11357","7,0,6,132.398,464.921"
"11358","7,0,6,133.533,460.587"
"11359","7,0,6,135.002,456.324"
"11360","7,0,6,136.806,452.148"
"11361","7,0,6,138.945,448.073"
"11362","7,0,6,141.421,444.112"
"11363","7,0,6,144.234,440.281"
"11364","7,0,6,147.386,436.594"
"11365","7,0,6,150.877,433.064"
"11366","7,0,6,154.708,429.706"
"11367","7,0,6,158.881,426.535"
"11368","7,0,6,163.395,423.565"
"11369","7,0,6,168.253,420.809"
"11370","7,0,6,173.454,418.283"
"11371","7,0,6,179,416"
"11372","7,0,6,179,416"
"11373","7,0,6,186,424.891"
"11374","7,0,6,193.75,433.875"
"11375","7,0,6,202.625,443.422"
"11376","7,0,6,213,454"
"11377","7,0,6,213,454"
"11378","7,0,6,208.077,457.045"
"11379","7,0,6,203.805,460.174"
"11380","7,0,6,200.177,463.376"
"11381","7,0,6,197.188,466.641"
"11382","7,0,6,194.831,469.958"
"11383","7,0,6,193.102,473.318"
"11384","7,0,6,191.993,476.711"
"11385","7,0,6,191.67,478.416"
"11386","7,0,6,191.5,480.125"
"11387","7,0,6,191.482,481.837"
"11388","7,0,6,191.616,483.551"
"11389","7,0,6,192.336,486.979"
"11390","7,0,6,193.653,490.397"
"11391","7,0,6,195.562,493.797"
"11392","7,0,6,198.058,497.167"
"11393","7,0,6,201.133,500.498"
"11394","7,0,6,204.782,503.779"
"11395","7,0,6,209,507"
"11396","7,0,6,209,507"
"11397","7,0,6,202.029,511.615"
"11398","7,0,6,195.984,515.797"
"11399","7,0,6,190.666,519.674"
"11400","7,0,6,185.875,523.375"
"11401","7,0,6,181.412,527.029"
"11402","7,0,6,177.078,530.766"
"11403","7,0,6,168,539"
"11404","7,0,6,NA,NA"
"11405","NA,NA,NA,NA,NA"
"11406","7,0,7,375,192"
"11407","7,0,7,378.031,179.625"
"11408","7,0,7,381.25,168.75"
"11409","7,0,7,384.844,158.25"
"11410","7,0,7,389,147"
"11411","7,0,7,389,147"
"11412","7,0,7,400.516,154.375"
"11413","7,0,7,411.375,161.75"
"11414","7,0,7,422.047,169.5"
"11415","7,0,7,433,178"
"11416","7,0,7,433,178"
"11417","7,0,7,428.25,188.641"
"11418","7,0,7,424.25,198.625"
"11419","7,0,7,420.625,208.797"
"11420","7,0,7,417,220"
"11421","7,0,7,417,220"
"11422","7,0,7,408.75,213.094"
"11423","7,0,7,404.766,209.91"
"11424","7,0,7,400.5,206.75"
"11425","7,0,7,395.672,203.496"
"11426","7,0,7,390,200.031"
"11427","7,0,7,383.203,196.238"
"11428","7,0,7,375,192"
"11429","7,0,7,NA,NA"
"11430","NA,NA,NA,NA,NA"
"11431","7,0,8,179,416"
"11432","7,0,8,185.662,413.221"
"11433","7,0,8,192.172,410.828"
"11434","7,0,8,198.564,408.74"
"11435","7,0,8,204.875,406.875"
"11436","7,0,8,217.391,403.484"
"11437","7,0,8,230,400"
"11438","7,0,8,230,400"
"11439","7,0,8,235.641,408"
"11440","7,0,8,241.375,416"
"11441","7,0,8,244.658,420.234"
"11442","7,0,8,248.422,424.75"
"11443","7,0,8,252.818,429.641"
"11444","7,0,8,258,435"
"11445","7,0,8,258,435"
"11446","7,0,8,246.188,439.656"
"11447","7,0,8,235.5,443.75"
"11448","7,0,8,230.227,445.879"
"11449","7,0,8,224.812,448.219"
"11450","7,0,8,219.117,450.887"
"11451","7,0,8,213,454"
"11452","7,0,8,213,454"
"11453","7,0,8,202.625,443.422"
"11454","7,0,8,193.75,433.875"
"11455","7,0,8,186,424.891"
"11456","7,0,8,179,416"
"11457","7,0,8,NA,NA"
"11458","NA,NA,NA,NA,NA"
"11459","7,0,9,718,188"
"11460","7,0,9,718.99,194.459"
"11461","7,0,9,719.734,201.047"
"11462","7,0,9,720.268,207.705"
"11463","7,0,9,720.625,214.375"
"11464","7,0,9,720.953,227.516"
"11465","7,0,9,721,240"
"11466","7,0,9,721,240"
"11467","7,0,9,726.659,239.117"
"11468","7,0,9,732.193,238.529"
"11469","7,0,9,737.594,238.229"
"11470","7,0,9,742.855,238.213"
"11471","7,0,9,747.969,238.476"
"11472","7,0,9,752.926,239.013"
"11473","7,0,9,757.721,239.82"
"11474","7,0,9,762.344,240.891"
"11475","7,0,9,766.788,242.221"
"11476","7,0,9,771.046,243.805"
"11477","7,0,9,775.11,245.639"
"11478","7,0,9,778.973,247.717"
"11479","7,0,9,782.625,250.034"
"11480","7,0,9,786.061,252.587"
"11481","7,0,9,789.272,255.368"
"11482","7,0,9,792.25,258.375"
"11483","7,0,9,794.988,261.601"
"11484","7,0,9,797.478,265.042"
"11485","7,0,9,799.712,268.693"
"11486","7,0,9,801.684,272.549"
"11487","7,0,9,803.384,276.605"
"11488","7,0,9,804.805,280.855"
"11489","7,0,9,805.94,285.296"
"11490","7,0,9,806.781,289.922"
"11491","7,0,9,807.32,294.728"
"11492","7,0,9,807.55,299.709"
"11493","7,0,9,807.463,304.861"
"11494","7,0,9,807.051,310.178"
"11495","7,0,9,806.306,315.655"
"11496","7,0,9,805.221,321.288"
"11497","7,0,9,803.788,327.071"
"11498","7,0,9,802,333"
"11499","7,0,9,802,333"
"11500","7,0,9,808.847,334.425"
"11501","7,0,9,815.326,336.072"
"11502","7,0,9,821.438,337.931"
"11503","7,0,9,827.186,339.996"
"11504","7,0,9,832.569,342.259"
"11505","7,0,9,837.589,344.711"
"11506","7,0,9,842.248,347.346"
"11507","7,0,9,846.547,350.156"
"11508","7,0,9,850.487,353.133"
"11509","7,0,9,854.069,356.269"
"11510","7,0,9,857.295,359.557"
"11511","7,0,9,860.166,362.988"
"11512","7,0,9,862.683,366.556"
"11513","7,0,9,864.848,370.252"
"11514","7,0,9,866.661,374.07"
"11515","7,0,9,868.125,378"
"11516","7,0,9,869.24,382.036"
"11517","7,0,9,870.008,386.169"
"11518","7,0,9,870.429,390.393"
"11519","7,0,9,870.506,394.699"
"11520","7,0,9,870.239,399.08"
"11521","7,0,9,869.63,403.528"
"11522","7,0,9,868.68,408.035"
"11523","7,0,9,867.391,412.594"
"11524","7,0,9,865.763,417.196"
"11525","7,0,9,863.798,421.835"
"11526","7,0,9,861.497,426.503"
"11527","7,0,9,858.861,431.191"
"11528","7,0,9,855.893,435.893"
"11529","7,0,9,852.592,440.6"
"11530","7,0,9,848.961,445.305"
"11531","7,0,9,845,450"
"11532","7,0,9,845,450"
"11533","7,0,9,865.375,461.625"
"11534","7,0,9,875.234,467.578"
"11535","7,0,9,885,474"
"11536","7,0,9,885,474"
"11537","7,0,9,891.366,467.21"
"11538","7,0,9,897.341,460.346"
"11539","7,0,9,902.931,453.413"
"11540","7,0,9,908.14,446.42"
"11541","7,0,9,912.975,439.374"
"11542","7,0,9,917.44,432.282"
"11543","7,0,9,921.539,425.151"
"11544","7,0,9,925.279,417.988"
"11545","7,0,9,928.665,410.801"
"11546","7,0,9,931.7,403.596"
"11547","7,0,9,934.392,396.381"
"11548","7,0,9,936.743,389.164"
"11549","7,0,9,938.761,381.95"
"11550","7,0,9,940.449,374.748"
"11551","7,0,9,941.814,367.564"
"11552","7,0,9,942.859,360.406"
"11553","7,0,9,943.591,353.281"
"11554","7,0,9,944.014,346.197"
"11555","7,0,9,944.133,339.159"
"11556","7,0,9,943.954,332.176"
"11557","7,0,9,943.481,325.255"
"11558","7,0,9,942.72,318.403"
"11559","7,0,9,941.676,311.627"
"11560","7,0,9,940.354,304.934"
"11561","7,0,9,938.758,298.331"
"11562","7,0,9,936.895,291.826"
"11563","7,0,9,934.769,285.426"
"11564","7,0,9,932.385,279.138"
"11565","7,0,9,929.749,272.969"
"11566","7,0,9,926.865,266.927"
"11567","7,0,9,923.739,261.018"
"11568","7,0,9,920.375,255.25"
"11569","7,0,9,916.779,249.63"
"11570","7,0,9,912.957,244.165"
"11571","7,0,9,908.912,238.862"
"11572","7,0,9,904.65,233.729"
"11573","7,0,9,900.177,228.773"
"11574","7,0,9,895.497,224"
"11575","7,0,9,890.615,219.418"
"11576","7,0,9,885.537,215.035"
"11577","7,0,9,880.268,210.857"
"11578","7,0,9,874.812,206.892"
"11579","7,0,9,869.175,203.147"
"11580","7,0,9,863.363,199.628"
"11581","7,0,9,857.379,196.344"
"11582","7,0,9,851.229,193.301"
"11583","7,0,9,844.919,190.507"
"11584","7,0,9,838.453,187.969"
"11585","7,0,9,831.837,185.693"
"11586","7,0,9,825.075,183.688"
"11587","7,0,9,818.173,181.96"
"11588","7,0,9,811.135,180.516"
"11589","7,0,9,803.968,179.364"
"11590","7,0,9,796.676,178.511"
"11591","7,0,9,789.263,177.964"
"11592","7,0,9,781.736,177.73"
"11593","7,0,9,774.1,177.817"
"11594","7,0,9,766.358,178.232"
"11595","7,0,9,758.517,178.981"
"11596","7,0,9,750.582,180.072"
"11597","7,0,9,742.558,181.512"
"11598","7,0,9,734.449,183.309"
"11599","7,0,9,726.262,185.469"
"11600","7,0,9,718,188"
"11601","7,0,9,NA,NA"
"11602","NA,NA,NA,NA,NA"
"11603","7,0,10,207,559"
"11604","7,0,10,197.109,554.75"
"11605","7,0,10,187.875,550.5"
"11606","7,0,10,183.24,548.141"
"11607","7,0,10,178.453,545.5"
"11608","7,0,10,173.408,542.484"
"11609","7,0,10,168,539"
"11610","7,0,10,168,539"
"11611","7,0,10,163.772,542.9"
"11612","7,0,10,159.901,546.906"
"11613","7,0,10,156.384,551.004"
"11614","7,0,10,153.221,555.184"
"11615","7,0,10,150.41,559.432"
"11616","7,0,10,147.95,563.737"
"11617","7,0,10,145.84,568.086"
"11618","7,0,10,144.078,572.469"
"11619","7,0,10,142.664,576.872"
"11620","7,0,10,141.595,581.283"
"11621","7,0,10,140.871,585.69"
"11622","7,0,10,140.49,590.082"
"11623","7,0,10,140.452,594.446"
"11624","7,0,10,140.754,598.77"
"11625","7,0,10,141.395,603.042"
"11626","7,0,10,142.375,607.25"
"11627","7,0,10,143.692,611.382"
"11628","7,0,10,145.344,615.425"
"11629","7,0,10,147.331,619.368"
"11630","7,0,10,149.65,623.199"
"11631","7,0,10,152.302,626.905"
"11632","7,0,10,155.284,630.475"
"11633","7,0,10,158.595,633.896"
"11634","7,0,10,162.234,637.156"
"11635","7,0,10,166.2,640.244"
"11636","7,0,10,170.491,643.146"
"11637","7,0,10,175.107,645.851"
"11638","7,0,10,180.045,648.348"
"11639","7,0,10,185.305,650.623"
"11640","7,0,10,190.885,652.665"
"11641","7,0,10,196.783,654.461"
"11642","7,0,10,203,656"
"11643","7,0,10,203,656"
"11644","7,0,10,209.484,644.172"
"11645","7,0,10,215.875,633.375"
"11646","7,0,10,222.828,622.391"
"11647","7,0,10,231,610"
"11648","7,0,10,231,610"
"11649","7,0,10,224.754,608.735"
"11650","7,0,10,219.141,607.193"
"11651","7,0,10,214.16,605.379"
"11652","7,0,10,209.812,603.297"
"11653","7,0,10,206.098,600.951"
"11654","7,0,10,204.478,599.68"
"11655","7,0,10,203.016,598.346"
"11656","7,0,10,201.712,596.947"
"11657","7,0,10,200.566,595.486"
"11658","7,0,10,199.579,593.961"
"11659","7,0,10,198.75,592.375"
"11660","7,0,10,198.079,590.727"
"11661","7,0,10,197.566,589.018"
"11662","7,0,10,197.212,587.249"
"11663","7,0,10,197.016,585.42"
"11664","7,0,10,196.978,583.531"
"11665","7,0,10,197.098,581.584"
"11666","7,0,10,197.812,577.516"
"11667","7,0,10,199.16,573.219"
"11668","7,0,10,201.141,568.697"
"11669","7,0,10,203.754,563.956"
"11670","7,0,10,207,559"
"11671","7,0,10,NA,NA"
"11672","NA,NA,NA,NA,NA"
"11673","7,0,11,367,240"
"11674","7,0,11,367.467,233.959"
"11675","7,0,11,368.109,227.859"
"11676","7,0,11,368.916,221.736"
"11677","7,0,11,369.875,215.625"
"11678","7,0,11,372.203,203.578"
"11679","7,0,11,375,192"
"11680","7,0,11,375,192"
"11681","7,0,11,369.502,189.28"
"11682","7,0,11,364.076,186.93"
"11683","7,0,11,358.73,184.943"
"11684","7,0,11,353.471,183.314"
"11685","7,0,11,348.306,182.038"
"11686","7,0,11,343.243,181.108"
"11687","7,0,11,338.29,180.519"
"11688","7,0,11,333.453,180.266"
"11689","7,0,11,328.741,180.342"
"11690","7,0,11,324.161,180.741"
"11691","7,0,11,319.721,181.46"
"11692","7,0,11,315.428,182.49"
"11693","7,0,11,311.289,183.828"
"11694","7,0,11,307.312,185.467"
"11695","7,0,11,303.505,187.401"
"11696","7,0,11,299.875,189.625"
"11697","7,0,11,296.429,192.133"
"11698","7,0,11,293.176,194.92"
"11699","7,0,11,290.122,197.98"
"11700","7,0,11,287.275,201.307"
"11701","7,0,11,284.643,204.895"
"11702","7,0,11,282.233,208.739"
"11703","7,0,11,280.053,212.833"
"11704","7,0,11,278.109,217.172"
"11705","7,0,11,276.411,221.749"
"11706","7,0,11,274.964,226.56"
"11707","7,0,11,273.777,231.598"
"11708","7,0,11,272.857,236.857"
"11709","7,0,11,272.212,242.333"
"11710","7,0,11,271.849,248.019"
"11711","7,0,11,271.776,253.91"
"11712","7,0,11,272,260"
"11713","7,0,11,272,260"
"11714","7,0,11,284.469,261.719"
"11715","7,0,11,290.598,262.777"
"11716","7,0,11,296.75,264"
"11717","7,0,11,302.996,265.41"
"11718","7,0,11,309.406,267.031"
"11719","7,0,11,316.051,268.887"
"11720","7,0,11,323,271"
"11721","7,0,11,323,271"
"11722","7,0,11,322.879,265.225"
"11723","7,0,11,323.25,259.906"
"11724","7,0,11,324.09,255.057"
"11725","7,0,11,325.375,250.688"
"11726","7,0,11,327.082,246.811"
"11727","7,0,11,328.086,245.06"
"11728","7,0,11,329.188,243.438"
"11729","7,0,11,330.382,241.944"
"11730","7,0,11,331.668,240.58"
"11731","7,0,11,333.042,239.348"
"11732","7,0,11,334.5,238.25"
"11733","7,0,11,336.041,237.286"
"11734","7,0,11,337.66,236.459"
"11735","7,0,11,339.356,235.769"
"11736","7,0,11,341.125,235.219"
"11737","7,0,11,342.964,234.809"
"11738","7,0,11,344.871,234.541"
"11739","7,0,11,348.875,234.438"
"11740","7,0,11,353.113,234.92"
"11741","7,0,11,357.562,236"
"11742","7,0,11,362.199,237.689"
"11743","7,0,11,367,240"
"11744","7,0,11,NA,NA"
"11745","NA,NA,NA,NA,NA"
"11746","7,0,12,366,287"
"11747","7,0,12,366.125,262.75"
"11748","7,0,12,366.422,251.281"
"11749","7,0,12,367,240"
"11750","7,0,12,367,240"
