"","SIRE","DAM","POP","SITE","ROW","BLK","varb","resp","id","root","fit"
"1174.fruit","2038","2100","2","M",9,"2","fruit",2,1174,1,1
"1175.fruit","2084","2043","2","M",9,"2","fruit",44,1175,1,1
"1176.fruit","3037","3125","3","M",9,"2","fruit",137,1176,1,1
"1177.fruit","2049","2221","2","M",9,"2","fruit",285,1177,1,1
"1178.fruit","2196","2029","2","M",9,"2","fruit",177,1178,1,1
"1179.fruit","2089","2131","2","M",9,"2","fruit",248,1179,1,1
"1180.fruit","3007","3131","3","M",9,"2","fruit",419,1180,1,1
"1181.fruit","1026","1131","1","M",9,"2","fruit",97,1181,1,1
"1182.fruit","1061","1059","1","M",9,"2","fruit",0,1182,1,1
"1183.fruit","1102","1157","1","M",9,"2","fruit",34,1183,1,1
"1184.fruit","2001","2136","2","M",9,"2","fruit",174,1184,1,1
"1185.fruit","1076","1023","1","M",9,"2","fruit",208,1185,1,1
"1186.fruit","2195","2033","2","M",9,"2","fruit",290,1186,1,1
"1187.fruit","1122","1113","1","M",9,"2","fruit",105,1187,1,1
"1188.fruit","1181","1159","1","M",9,"2","fruit",0,1188,1,1
"1189.fruit","3041","3079","3","M",9,"2","fruit",328,1189,1,1
"1190.fruit","2098","2140","2","M",9,"2","fruit",251,1190,1,1
"1191.fruit","3017","3001","3","M",9,"2","fruit",397,1191,1,1
"1192.fruit","2024","2194","2","M",9,"2","fruit",210,1192,1,1
"1193.fruit","1146","1112","1","M",9,"2","fruit",190,1193,1,1
"1194.fruit","2045","2122","2","M",10,"2","fruit",703,1194,1,1
"1195.fruit","1084","1126","1","M",10,"2","fruit",35,1195,1,1
"1196.fruit","1138","1057","1","M",10,"2","fruit",127,1196,1,1
"1197.fruit","1109","1062","1","M",10,"2","fruit",124,1197,1,1
"1198.fruit","2224","2206","2","M",10,"2","fruit",412,1198,1,1
"1199.fruit","1134","1132","1","M",10,"2","fruit",59,1199,1,1
"1200.fruit","3081","3060","3","M",10,"2","fruit",342,1200,1,1
"1201.fruit","2116","2142","2","M",10,"2","fruit",246,1201,1,1
"1202.fruit","3181","3196","3","M",10,"2","fruit",229,1202,1,1
"1203.fruit","2093","2115","2","M",10,"2","fruit",125,1203,1,1
"1204.fruit","3035","3129","3","M",10,"2","fruit",188,1204,1,1
"1205.fruit","2056","2018","2","M",10,"2","fruit",54,1205,1,1
"1206.fruit","3021","3058","3","M",10,"2","fruit",54,1206,1,1
"1207.fruit","2141","2144","2","M",10,"2","fruit",48,1207,1,1
"1208.fruit","3091","3083","3","M",10,"2","fruit",229,1208,1,1
"1209.fruit","1061","1155","1","M",10,"2","fruit",0,1209,1,1
"1210.fruit","3128","3184","3","M",10,"2","fruit",90,1210,1,1
"1211.fruit","2085","2147","2","M",10,"2","fruit",42,1211,1,1
"1212.fruit","1026","1131","1","M",10,"2","fruit",8,1212,1,1
"1213.fruit","3091","3107","3","M",10,"2","fruit",153,1213,1,1
"1214.fruit","2214","2092","2","M",10,"2","fruit",112,1214,1,1
"1215.fruit","2003","2083","2","M",10,"2","fruit",373,1215,1,1
"1216.fruit","1181","1177","1","M",10,"2","fruit",40,1216,1,1
"1217.fruit","1138","1047","1","M",10,"2","fruit",7,1217,1,1
"1218.fruit","3160","3182","3","M",10,"2","fruit",69,1218,1,1
"1219.fruit","2012","2091","2","M",10,"2","fruit",550,1219,1,1
"1220.fruit","2184","2090","2","M",10,"2","fruit",279,1220,1,1
"1221.fruit","2082","2205","2","M",10,"2","fruit",149,1221,1,1
"1222.fruit","1181","1159","1","M",10,"2","fruit",0,1222,1,1
"1223.fruit","2151","2048","2","M",10,"2","fruit",190,1223,1,1
"1224.fruit","3174","3025","3","M",10,"2","fruit",69,1224,1,1
"1225.fruit","1116","1001","1","M",10,"2","fruit",43,1225,1,1
"1226.fruit","2051","2129","2","M",10,"2","fruit",31,1226,1,1
"1227.fruit","2003","2130","2","M",10,"2","fruit",190,1227,1,1
"1228.fruit","1145","1092","1","M",10,"2","fruit",65,1228,1,1
"1229.fruit","3104","3066","3","M",10,"2","fruit",400,1229,1,1
"1230.fruit","2056","2132","2","M",10,"2","fruit",486,1230,1,1
"1231.fruit","3151","3138","3","M",10,"2","fruit",327,1231,1,1
"1232.fruit","1192","1187","1","M",10,"2","fruit",79,1232,1,1
"1233.fruit","3110","3015","3","M",10,"2","fruit",13,1233,1,1
"1234.fruit","3104","3068","3","M",10,"2","fruit",381,1234,1,1
"1235.fruit","2003","2099","2","M",10,"2","fruit",556,1235,1,1
"1236.fruit","3030","3054","3","M",10,"2","fruit",119,1236,1,1
"1237.fruit","3181","3196","3","M",10,"2","fruit",326,1237,1,1
"1238.fruit","1107","1068","1","M",10,"2","fruit",115,1238,1,1
"1239.fruit","2133","2063","2","M",10,"2","fruit",249,1239,1,1
"1240.fruit","1039","1164","1","M",10,"2","fruit",108,1240,1,1
"1241.fruit","3174","3012","3","M",10,"2","fruit",380,1241,1,1
"1242.fruit","1030","1049","1","M",10,"2","fruit",147,1242,1,1
"1243.fruit","1122","1186","1","M",11,"2","fruit",88,1243,1,1
"1244.fruit","1091","1188","1","M",11,"2","fruit",79,1244,1,1
"1245.fruit","3049","3062","3","M",11,"2","fruit",46,1245,1,1
"1246.fruit","3041","3079","3","M",11,"2","fruit",252,1246,1,1
"1247.fruit","1030","1006","1","M",11,"2","fruit",118,1247,1,1
"1248.fruit","2204","2188","2","M",11,"2","fruit",287,1248,1,1
"1249.fruit","1065","1104","1","M",11,"2","fruit",180,1249,1,1
"1250.fruit","3005","3147","3","M",11,"2","fruit",38,1250,1,1
"1251.fruit","1040","1010","1","M",11,"2","fruit",2,1251,1,1
"1252.fruit","1134","1132","1","M",11,"2","fruit",195,1252,1,1
"1253.fruit","3057","3130","3","M",11,"2","fruit",0,1253,1,1
"1254.fruit","2001","2112","2","M",11,"2","fruit",5,1254,1,1
"1255.fruit","1138","1089","1","M",11,"2","fruit",15,1255,1,1
"1256.fruit","3007","3150","3","M",11,"2","fruit",68,1256,1,1
"1257.fruit","3102","3154","3","M",11,"2","fruit",39,1257,1,1
"1258.fruit","2224","2114","2","M",11,"2","fruit",246,1258,1,1
"1259.fruit","2116","2142","2","M",11,"2","fruit",80,1259,1,1
"1260.fruit","1022","1151","1","M",11,"2","fruit",94,1260,1,1
"1261.fruit","3091","3083","3","M",11,"2","fruit",23,1261,1,1
"1262.fruit","1061","1141","1","M",11,"2","fruit",15,1262,1,1
"1263.fruit","3070","3105","3","M",11,"2","fruit",0,1263,1,1
"1264.fruit","2010","2101","2","M",11,"2","fruit",244,1264,1,1
"1265.fruit","1109","1166","1","M",11,"2","fruit",18,1265,1,1
"1266.fruit","3166","3040","3","M",11,"2","fruit",0,1266,1,1
"1267.fruit","1026","1191","1","M",11,"2","fruit",12,1267,1,1
"1268.fruit","2010","2158","2","M",11,"2","fruit",73,1268,1,1
"1269.fruit","1138","1047","1","M",11,"2","fruit",91,1269,1,1
"1270.fruit","1111","1196","1","M",11,"2","fruit",188,1270,1,1
"1271.fruit","3037","3152","3","M",11,"2","fruit",260,1271,1,1
"1272.fruit","1129","1044","1","M",11,"2","fruit",89,1272,1,1
"1273.fruit","3089","3029","3","M",11,"2","fruit",217,1273,1,1
"1274.fruit","3174","3012","3","M",11,"2","fruit",109,1274,1,1
"1275.fruit","3102","3010","3","M",11,"2","fruit",0,1275,1,1
"1276.fruit","3089","3029","3","M",11,"2","fruit",8,1276,1,1
"1277.fruit","2200","2118","2","M",11,"2","fruit",39,1277,1,1
"1278.fruit","3160","3182","3","M",11,"2","fruit",54,1278,1,1
"1279.fruit","1109","1016","1","M",11,"2","fruit",81,1279,1,1
"1280.fruit","2016","2152","2","M",11,"2","fruit",90,1280,1,1
"1281.fruit","2038","2021","2","M",11,"2","fruit",325,1281,1,1
"1282.fruit","1181","1088","1","M",11,"2","fruit",46,1282,1,1
"1283.fruit","2134","2193","2","M",11,"2","fruit",219,1283,1,1
"1284.fruit","1189","1028","1","M",11,"2","fruit",79,1284,1,1
"1285.fruit","2172","2156","2","M",11,"2","fruit",162,1285,1,1
"1286.fruit","1071","1162","1","M",11,"2","fruit",42,1286,1,1
"1287.fruit","1127","1015","1","M",11,"2","fruit",60,1287,1,1
"1288.fruit","1045","1176","1","M",11,"2","fruit",194,1288,1,1
"1289.fruit","1004","1140","1","M",11,"2","fruit",159,1289,1,1
"1290.fruit","3007","3131","3","M",11,"2","fruit",424,1290,1,1
"1291.fruit","3057","3130","3","M",11,"2","fruit",0,1291,1,1
"1292.fruit","1029","1142","1","M",11,"2","fruit",0,1292,1,1
"1293.fruit","1061","1141","1","M",12,"2","fruit",133,1293,1,1
"1294.fruit","1116","1074","1","M",12,"2","fruit",131,1294,1,1
"1295.fruit","3104","3066","3","M",12,"2","fruit",333,1295,1,1
"1296.fruit","3194","3022","3","M",12,"2","fruit",20,1296,1,1
"1297.fruit","1192","1128","1","M",12,"2","fruit",92,1297,1,1
"1298.fruit","1021","1156","1","M",12,"2","fruit",70,1298,1,1
"1299.fruit","2174","2216","2","M",12,"2","fruit",150,1299,1,1
"1300.fruit","2184","2154","2","M",12,"2","fruit",186,1300,1,1
"1301.fruit","3140","3163","3","M",12,"2","fruit",14,1301,1,1
"1302.fruit","3004","3159","3","M",12,"2","fruit",109,1302,1,1
"1303.fruit","1085","1064","1","M",12,"2","fruit",19,1303,1,1
"1304.fruit","2049","2078","2","M",12,"2","fruit",182,1304,1,1
"1305.fruit","1039","1164","1","M",12,"2","fruit",81,1305,1,1
"1306.fruit","3140","3188","3","M",12,"2","fruit",24,1306,1,1
"1307.fruit","3148","3052","3","M",12,"2","fruit",13,1307,1,1
"1308.fruit","1042","1014","1","M",12,"2","fruit",187,1308,1,1
"1309.fruit","3173","3036","3","M",12,"2","fruit",0,1309,1,1
"1310.fruit","2102","2202","2","M",12,"2","fruit",97,1310,1,1
"1311.fruit","1192","1187","1","M",12,"2","fruit",86,1311,1,1
"1312.fruit","3005","3147","3","M",12,"2","fruit",0,1312,1,1
"1313.fruit","1071","1162","1","M",12,"2","fruit",110,1313,1,1
"1314.fruit","1189","1121","1","M",12,"2","fruit",5,1314,1,1
"1315.fruit","2094","2008","2","M",12,"2","fruit",89,1315,1,1
"1316.fruit","2191","2182","2","M",12,"2","fruit",236,1316,1,1
"1317.fruit","2124","2153","2","M",12,"2","fruit",218,1317,1,1
"1318.fruit","3181","3094","3","M",12,"2","fruit",155,1318,1,1
"1319.fruit","2215","2002","2","M",12,"2","fruit",110,1319,1,1
"1320.fruit","3156","3038","3","M",12,"2","fruit",99,1320,1,1
"1321.fruit","1040","1002","1","M",12,"2","fruit",51,1321,1,1
"1322.fruit","3089","3043","3","M",12,"2","fruit",246,1322,1,1
"1323.fruit","3084","3082","3","M",12,"2","fruit",78,1323,1,1
"1324.fruit","1021","1009","1","M",12,"2","fruit",22,1324,1,1
"1325.fruit","1094","1020","1","M",12,"2","fruit",69,1325,1,1
"1326.fruit","2166","2167","2","M",12,"2","fruit",189,1326,1,1
"1327.fruit","1004","1161","1","M",12,"2","fruit",11,1327,1,1
"1328.fruit","2016","2028","2","M",12,"2","fruit",141,1328,1,1
"1329.fruit","2031","2061","2","M",12,"2","fruit",22,1329,1,1
"1330.fruit","3031","3020","3","M",12,"2","fruit",63,1330,1,1
"1331.fruit","3007","3150","3","M",12,"2","fruit",294,1331,1,1
"1332.fruit","2134","2046","2","M",12,"2","fruit",204,1332,1,1
"1333.fruit","2082","2113","2","M",12,"2","fruit",165,1333,1,1
"1334.fruit","2191","2050","2","M",12,"2","fruit",129,1334,1,1
"1335.fruit","1091","1114","1","M",12,"2","fruit",44,1335,1,1
"1336.fruit","1101","1103","1","M",12,"2","fruit",74,1336,1,1
"1337.fruit","1045","1184","1","M",12,"2","fruit",86,1337,1,1
"1338.fruit","1004","1169","1","M",12,"2","fruit",60,1338,1,1
"1339.fruit","2093","2041","2","M",12,"2","fruit",197,1339,1,1
"1340.fruit","1084","1126","1","M",12,"2","fruit",74,1340,1,1
"1341.fruit","2200","2014","2","M",12,"2","fruit",523,1341,1,1
"1342.fruit","2049","2161","2","M",12,"2","fruit",210,1342,1,1
"1343.fruit","2098","2169","2","M",13,"2","fruit",45,1343,1,1
"1344.fruit","3151","3200","3","M",13,"2","fruit",21,1344,1,1
"1345.fruit","1029","1139","1","M",13,"2","fruit",167,1345,1,1
"1346.fruit","2178","2058","2","M",13,"2","fruit",54,1346,1,1
"1347.fruit","2051","2064","2","M",13,"2","fruit",303,1347,1,1
"1348.fruit","2178","2165","2","M",13,"2","fruit",211,1348,1,1
"1349.fruit","2196","2220","2","M",13,"2","fruit",275,1349,1,1
"1350.fruit","1127","1135","1","M",13,"2","fruit",168,1350,1,1
"1351.fruit","1072","1137","1","M",13,"2","fruit",326,1351,1,1
"1352.fruit","1077","1154","1","M",13,"2","fruit",165,1352,1,1
"1353.fruit","1085","1152","1","M",13,"2","fruit",171,1353,1,1
"1354.fruit","1189","1190","1","M",13,"2","fruit",93,1354,1,1
"1355.fruit","1084","1043","1","M",13,"2","fruit",128,1355,1,1
"1356.fruit","2166","2207","2","M",13,"2","fruit",203,1356,1,1
"1357.fruit","3091","3076","3","M",13,"2","fruit",80,1357,1,1
"1358.fruit","1118","1110","1","M",13,"2","fruit",84,1358,1,1
"1359.fruit","2084","2043","2","M",13,"2","fruit",176,1359,1,1
"1360.fruit","1145","1195","1","M",13,"2","fruit",85,1360,1,1
"1361.fruit","3017","3115","3","M",13,"2","fruit",124,1361,1,1
"1362.fruit","2192","2053","2","M",13,"2","fruit",89,1362,1,1
"1363.fruit","3160","3045","3","M",13,"2","fruit",252,1363,1,1
"1364.fruit","3055","3087","3","M",13,"2","fruit",118,1364,1,1
"1365.fruit","1109","1062","1","M",13,"2","fruit",114,1365,1,1
"1366.fruit","2178","2145","2","M",13,"2","fruit",372,1366,1,1
"1367.fruit","3197","3063","3","M",13,"2","fruit",217,1367,1,1
"1368.fruit","1073","1165","1","M",13,"2","fruit",237,1368,1,1
"1369.fruit","3148","3044","3","M",13,"2","fruit",255,1369,1,1
"1370.fruit","2191","2050","2","M",13,"2","fruit",156,1370,1,1
"1371.fruit","1077","1178","1","M",13,"2","fruit",67,1371,1,1
"1372.fruit","1034","1163","1","M",13,"2","fruit",36,1372,1,1
"1373.fruit","3016","3108","3","M",13,"2","fruit",329,1373,1,1
"1374.fruit","2173","2127","2","M",13,"2","fruit",229,1374,1,1
"1375.fruit","1118","1130","1","M",13,"2","fruit",59,1375,1,1
"1376.fruit","2001","2146","2","M",13,"2","fruit",170,1376,1,1
"1377.fruit","2184","2211","2","M",13,"2","fruit",243,1377,1,1
"1378.fruit","1030","1180","1","M",13,"2","fruit",59,1378,1,1
"1379.fruit","3016","3108","3","M",13,"2","fruit",138,1379,1,1
"1380.fruit","1041","1125","1","M",13,"2","fruit",80,1380,1,1
"1381.fruit","1022","1078","1","M",13,"2","fruit",64,1381,1,1
"1382.fruit","1039","1054","1","M",13,"2","fruit",57,1382,1,1
"1383.fruit","2093","2041","2","M",13,"2","fruit",15,1383,1,1
"1384.fruit","2108","2148","2","M",13,"2","fruit",281,1384,1,1
"1385.fruit","2151","2213","2","M",13,"2","fruit",280,1385,1,1
"1386.fruit","3194","3095","3","M",13,"2","fruit",145,1386,1,1
"1387.fruit","2224","2206","2","M",13,"2","fruit",165,1387,1,1
"1388.fruit","2094","2157","2","M",13,"2","fruit",204,1388,1,1
"1389.fruit","2192","2053","2","M",13,"2","fruit",0,1389,1,1
"1390.fruit","2195","2218","2","M",13,"2","fruit",127,1390,1,1
"1391.fruit","2010","2121","2","M",13,"2","fruit",27,1391,1,1
"1392.fruit","2166","2034","2","M",13,"2","fruit",65,1392,1,1
"1393.fruit","2174","2027","2","M",13,"2","fruit",491,1393,1,1
"1394.fruit","1181","1088","1","M",14,"2","fruit",92,1394,1,1
"1395.fruit","2031","2125","2","M",14,"2","fruit",407,1395,1,1
"1396.fruit","2089","2120","2","M",14,"2","fruit",378,1396,1,1
"1397.fruit","2134","2190","2","M",14,"2","fruit",429,1397,1,1
"1398.fruit","1082","1158","1","M",14,"2","fruit",181,1398,1,1
"1399.fruit","2020","2073","2","M",14,"2","fruit",391,1399,1,1
"1400.fruit","3174","3011","3","M",14,"2","fruit",363,1400,1,1
"1401.fruit","1118","1055","1","M",14,"2","fruit",763,1401,1,1
"1402.fruit","3180","3098","3","M",14,"2","fruit",433,1402,1,1
"1403.fruit","1175","1147","1","M",14,"2","fruit",39,1403,1,1
"1404.fruit","3065","3121","3","M",14,"2","fruit",6,1404,1,1
"1405.fruit","1072","1013","1","M",14,"2","fruit",100,1405,1,1
"1406.fruit","3055","3087","3","M",14,"2","fruit",269,1406,1,1
"1407.fruit","2150","2223","2","M",14,"2","fruit",239,1407,1,1
"1408.fruit","3174","3025","3","M",14,"2","fruit",486,1408,1,1
"1409.fruit","2172","2080","2","M",14,"2","fruit",87,1409,1,1
"1410.fruit","3084","3088","3","M",14,"2","fruit",239,1410,1,1
"1411.fruit","2141","2026","2","M",14,"2","fruit",132,1411,1,1
"1412.fruit","2024","2106","2","M",14,"2","fruit",132,1412,1,1
"1413.fruit","2087","2007","2","M",14,"2","fruit",283,1413,1,1
"1414.fruit","1039","1025","1","M",14,"2","fruit",32,1414,1,1
"1415.fruit","1072","1051","1","M",14,"2","fruit",80,1415,1,1
"1416.fruit","1039","1025","1","M",14,"2","fruit",6,1416,1,1
"1417.fruit","3128","3085","3","M",14,"2","fruit",223,1417,1,1
"1418.fruit","1160","1117","1","M",14,"2","fruit",103,1418,1,1
"1419.fruit","3035","3193","3","M",14,"2","fruit",64,1419,1,1
"1420.fruit","3055","3177","3","M",14,"2","fruit",166,1420,1,1
"1421.fruit","1076","1023","1","M",14,"2","fruit",196,1421,1,1
"1422.fruit","3089","3172","3","M",14,"2","fruit",7,1422,1,1
"1423.fruit","1077","1066","1","M",14,"2","fruit",35,1423,1,1
"1424.fruit","2117","2160","2","M",14,"2","fruit",261,1424,1,1
"1425.fruit","1077","1178","1","M",14,"2","fruit",47,1425,1,1
"1426.fruit","2001","2112","2","M",14,"2","fruit",115,1426,1,1
"1427.fruit","2174","2143","2","M",14,"2","fruit",179,1427,1,1
"1428.fruit","2192","2103","2","M",14,"2","fruit",400,1428,1,1
"1429.fruit","2093","2123","2","M",14,"2","fruit",197,1429,1,1
"1430.fruit","1120","1067","1","M",14,"2","fruit",99,1430,1,1
"1431.fruit","2020","2073","2","M",14,"2","fruit",80,1431,1,1
"1432.fruit","3014","3106","3","M",14,"2","fruit",407,1432,1,1
"1433.fruit","3031","3020","3","M",14,"2","fruit",239,1433,1,1
"1434.fruit","2172","2156","2","M",14,"2","fruit",211,1434,1,1
"1435.fruit","3160","3133","3","M",14,"2","fruit",441,1435,1,1
"1436.fruit","1084","1038","1","M",14,"2","fruit",162,1436,1,1
"1437.fruit","1127","1015","1","M",14,"2","fruit",29,1437,1,1
"1438.fruit","1101","1172","1","M",14,"2","fruit",136,1438,1,1
"1439.fruit","2051","2064","2","M",14,"2","fruit",138,1439,1,1
"1440.fruit","3140","3120","3","M",14,"2","fruit",740,1440,1,1
"1441.fruit","1145","1096","1","M",15,"2","fruit",142,1441,1,1
"1442.fruit","1085","1032","1","M",15,"2","fruit",189,1442,1,1
"1443.fruit","3030","3054","3","M",15,"2","fruit",253,1443,1,1
"1444.fruit","2134","2193","2","M",15,"2","fruit",53,1444,1,1
"1445.fruit","1120","1017","1","M",15,"2","fruit",32,1445,1,1
"1446.fruit","3175","3201","3","M",15,"2","fruit",322,1446,1,1
"1447.fruit","2196","2220","2","M",15,"2","fruit",98,1447,1,1
"1448.fruit","1084","1043","1","M",15,"2","fruit",86,1448,1,1
"1449.fruit","1042","1053","1","M",15,"2","fruit",223,1449,1,1
"1450.fruit","3004","3159","3","M",15,"2","fruit",0,1450,1,1
"1451.fruit","1127","1135","1","M",15,"2","fruit",299,1451,1,1
"1452.fruit","2051","2209","2","M",15,"2","fruit",72,1452,1,1
"1453.fruit","1109","1166","1","M",15,"2","fruit",35,1453,1,1
"1454.fruit","2038","2077","2","M",15,"2","fruit",161,1454,1,1
"1455.fruit","1045","1037","1","M",15,"2","fruit",58,1455,1,1
"1456.fruit","1071","1079","1","M",15,"2","fruit",136,1456,1,1
"1457.fruit","1106","1168","1","M",15,"2","fruit",86,1457,1,1
"1458.fruit","3081","3101","3","M",15,"2","fruit",33,1458,1,1
"1459.fruit","2082","2113","2","M",15,"2","fruit",149,1459,1,1
"1460.fruit","2045","2168","2","M",15,"2","fruit",100,1460,1,1
"1461.fruit","1034","1081","1","M",15,"2","fruit",164,1461,1,1
"1462.fruit","3183","3178","3","M",15,"2","fruit",15,1462,1,1
"1463.fruit","1033","1143","1","M",15,"2","fruit",52,1463,1,1
"1464.fruit","2020","2164","2","M",15,"2","fruit",224,1464,1,1
"1465.fruit","3102","3103","3","M",15,"2","fruit",340,1465,1,1
"1466.fruit","2049","2078","2","M",15,"2","fruit",137,1466,1,1
"1467.fruit","2094","2157","2","M",15,"2","fruit",150,1467,1,1
"1468.fruit","2082","2205","2","M",15,"2","fruit",227,1468,1,1
"1469.fruit","3050","3144","3","M",15,"2","fruit",361,1469,1,1
"1470.fruit","1039","1054","1","M",15,"2","fruit",105,1470,1,1
"1471.fruit","3197","3063","3","M",15,"2","fruit",278,1471,1,1
"1472.fruit","1133","1005","1","M",15,"2","fruit",72,1472,1,1
"1473.fruit","3081","3061","3","M",15,"2","fruit",149,1473,1,1
"1474.fruit","1146","1069","1","M",15,"2","fruit",57,1474,1,1
"1475.fruit","3151","3018","3","M",15,"2","fruit",111,1475,1,1
"1476.fruit","2038","2021","2","M",15,"2","fruit",135,1476,1,1
"1477.fruit","3014","3106","3","M",15,"2","fruit",98,1477,1,1
"1478.fruit","3046","3002","3","M",15,"2","fruit",439,1478,1,1
"1479.fruit","1029","1139","1","M",15,"2","fruit",89,1479,1,1
"1480.fruit","1101","1172","1","M",15,"2","fruit",28,1480,1,1
"1481.fruit","3110","3114","3","M",15,"2","fruit",446,1481,1,1
"1482.fruit","1129","1099","1","M",15,"2","fruit",104,1482,1,1
"1483.fruit","3070","3028","3","M",15,"2","fruit",641,1483,1,1
"1484.fruit","1077","1066","1","M",15,"2","fruit",65,1484,1,1
"1485.fruit","3166","3134","3","M",15,"2","fruit",423,1485,1,1
"1486.fruit","2072","2187","2","M",15,"2","fruit",260,1486,1,1
"1487.fruit","2084","2179","2","M",15,"2","fruit",248,1487,1,1
"1488.fruit","1040","1115","1","M",15,"2","fruit",134,1488,1,1
"1489.fruit","1120","1017","1","M",15,"2","fruit",96,1489,1,1
"1490.fruit","1056","1170","1","M",15,"2","fruit",142,1490,1,1
"1491.fruit","3070","3028","3","M",15,"2","fruit",600,1491,1,1
"1492.fruit","1129","1086","1","M",15,"2","fruit",439,1492,1,1
"1493.fruit","2150","2096","2","M",16,"2","fruit",0,1493,1,1
"1494.fruit","1056","1170","1","M",16,"2","fruit",62,1494,1,1
"1495.fruit","3198","3155","3","M",16,"2","fruit",127,1495,1,1
"1496.fruit","1134","1050","1","M",16,"2","fruit",109,1496,1,1
"1497.fruit","2117","2013","2","M",16,"2","fruit",229,1497,1,1
"1498.fruit","3037","3013","3","M",16,"2","fruit",304,1498,1,1
"1499.fruit","2084","2179","2","M",16,"2","fruit",286,1499,1,1
"1500.fruit","2172","2080","2","M",16,"2","fruit",111,1500,1,1
"1501.fruit","2074","2107","2","M",16,"2","fruit",670,1501,1,1
"1502.fruit","3183","3178","3","M",16,"2","fruit",19,1502,1,1
"1503.fruit","1175","1149","1","M",16,"2","fruit",87,1503,1,1
"1504.fruit","1029","1035","1","M",16,"2","fruit",114,1504,1,1
"1505.fruit","3140","3163","3","M",16,"2","fruit",307,1505,1,1
"1506.fruit","3104","3072","3","M",16,"2","fruit",129,1506,1,1
"1507.fruit","3128","3019","3","M",16,"2","fruit",224,1507,1,1
