"","id","state","county","population","housingUnits","totalArea","waterArea","landArea"
"1997","0100000US","North Carolina","Perquimans County","13453","6986",328.97,81.88,247.09
"1998","0100000US","North Carolina","Person County","39464","18193",404.08,11.76,392.32
"1999","0100000US","North Carolina","Pitt County","168148","74990",654.82,2.85,651.97
"2000","0100000US","North Carolina","Polk County","20510","11432",238.54,0.75,237.79
"2001","0100000US","North Carolina","Randolph County","141752","61041",789.35,6.83,782.52
"2002","0100000US","North Carolina","Richmond County","46639","20738",479.92,6.1,473.82
"2003","0100000US","North Carolina","Robeson County","134168","52751",950.99,1.77,949.22
"2004","0100000US","North Carolina","Rockingham County","93643","43696",572.71,7.15,565.55
"2005","0100000US","North Carolina","Rowan County","138428","60211",523.72,12.35,511.37
"2006","0100000US","North Carolina","Rutherford County","67810","33878",565.85,1.7,564.15
"2007","0100000US","North Carolina","Sampson County","63431","27234",946.6,1.86,944.74
"2008","0100000US","North Carolina","Scotland County","36157","15193",320.32,1.48,318.84
"2009","0100000US","North Carolina","Stanly County","60585","27110",404.84,9.75,395.09
"2010","0100000US","North Carolina","Stokes County","47401","21924",455.63,6.77,448.86
"2011","0100000US","North Carolina","Surry County","73673","33667",536.3,4.14,532.17
"2012","0100000US","North Carolina","Swain County","13981","8723",540.64,12.65,528
"2013","0100000US","North Carolina","Transylvania County","33090","19163",380.51,1.98,378.53
"2014","0100000US","North Carolina","Tyrrell County","4407","2068",594.22,205.18,389.03
"2015","0100000US","North Carolina","Union County","201292","72870",639.53,8.01,631.52
"2016","0100000US","North Carolina","Vance County","45422","20082",269.82,16.3,253.52
"2017","0100000US","North Carolina","Wake County","900993","371836",857.32,22.1,835.22
"2018","0100000US","North Carolina","Warren County","20972","11806",443.76,15.31,428.46
"2019","0100000US","North Carolina","Washington County","13228","6491",423.85,75.71,348.13
"2020","0100000US","North Carolina","Watauga County","51079","32137",313.45,0.9,312.56
"2021","0100000US","North Carolina","Wayne County","122623","52949",556.85,3.77,553.09
"2022","0100000US","North Carolina","Wilkes County","69340","33065",756.92,2.64,754.28
"2023","0100000US","North Carolina","Wilson County","81234","35511",373.73,5.56,368.17
"2024","0100000US","North Carolina","Yadkin County","38406","17341",337.51,2.68,334.83
"2025","0100000US","North Carolina","Yancey County","17818","11032",313.16,0.56,312.6
"2027","0100000US","North Dakota","Adams County","2343","1377",988.71,1.09,987.62
"2028","0100000US","North Dakota","Barnes County","11066","5704",1513.4,21.85,1491.55
"2029","0100000US","North Dakota","Benson County","6660","2950",1439.5,50.79,1388.71
"2030","0100000US","North Dakota","Billings County","783","484",1153.48,4.62,1148.85
"2031","0100000US","North Dakota","Bottineau County","6429","4341",1697.35,28.93,1668.42
"2032","0100000US","North Dakota","Bowman County","3151","1683",1167.05,5.25,1161.81
"2033","0100000US","North Dakota","Burke County","1968","1340",1128.92,25.36,1103.57
"2034","0100000US","North Dakota","Burleigh County","81308","35754",1668.3,35.64,1632.65
"2035","0100000US","North Dakota","Cass County","149778","67938",1767.9,2.96,1764.94
"2036","0100000US","North Dakota","Cavalier County","3993","2309",1509.96,21.21,1488.75
"2037","0100000US","North Dakota","Dickey County","5289","2636",1142.13,10.66,1131.47
"2038","0100000US","North Dakota","Divide County","2071","1324",1294.23,33.44,1260.79
"2039","0100000US","North Dakota","Dunn County","3536","2132",2082.04,73.58,2008.46
"2040","0100000US","North Dakota","Eddy County","2385","1323",644.11,13.94,630.17
"2041","0100000US","North Dakota","Emmons County","3550","2085",1555.02,44.59,1510.43
"2042","0100000US","North Dakota","Foster County","3343","1801",646.82,11.37,635.45
"2043","0100000US","North Dakota","Golden Valley County","1680","967",1002.39,1.6,1000.79
"2044","0100000US","North Dakota","Grand Forks County","66861","29344",1439.5,3.13,1436.38
"2045","0100000US","North Dakota","Grant County","2394","1690",1665.92,6.78,1659.14
"2046","0100000US","North Dakota","Griggs County","2420","1461",716.44,7.63,708.81
"2047","0100000US","North Dakota","Hettinger County","2477","1414",1133.78,1.56,1132.22
"2048","0100000US","North Dakota","Kidder County","2435","1674",1432.91,81.72,1351.19
"2049","0100000US","North Dakota","LaMoure County","4139","2238",1150.89,4.95,1145.94
"2050","0100000US","North Dakota","Logan County","1990","1144",1011.24,18.42,992.82
"2051","0100000US","North Dakota","McHenry County","5395","2948",1911.54,37.59,1873.95
"2052","0100000US","North Dakota","McIntosh County","2809","1858",994.74,20.01,974.73
"2053","0100000US","North Dakota","McKenzie County","6360","3090",2860.78,100.45,2760.32
"2054","0100000US","North Dakota","McLean County","8962","5590",2328.02,217.14,2110.88
"2055","0100000US","North Dakota","Mercer County","8424","4450",1112.49,69.53,1042.96
"2056","0100000US","North Dakota","Morton County","27471","12079",1945.45,19.18,1926.27
"2057","0100000US","North Dakota","Mountrail County","7673","4119",1941.57,116.27,1825.3
"2058","0100000US","North Dakota","Nelson County","3126","1927",1008.82,27.04,981.77
"2059","0100000US","North Dakota","Oliver County","1846","905",731.19,8.68,722.51
"2060","0100000US","North Dakota","Pembina County","7413","3859",1121.4,2.7,1118.69
"2061","0100000US","North Dakota","Pierce County","4357","2199",1082.33,63.73,1018.6
"2062","0100000US","North Dakota","Ramsey County","11451","5615",1300.91,114.06,1186.85
"2063","0100000US","North Dakota","Ransom County","5457","2656",863.74,1.38,862.36
"2064","0100000US","North Dakota","Renville County","2470","1386",892.75,15.69,877.05
"2065","0100000US","North Dakota","Richland County","16321","7503",1445.45,9.67,1435.78
"2066","0100000US","North Dakota","Rolette County","13937","5372",939.34,36.26,903.08
"2067","0100000US","North Dakota","Sargent County","3829","2004",866.9,8.39,858.51
"2068","0100000US","North Dakota","Sheridan County","1321","894",1005.64,33.26,972.38
"2069","0100000US","North Dakota","Sioux County","4153","1311",1128.25,34.15,1094.09
"2070","0100000US","North Dakota","Slope County","727","436",1219.16,4.24,1214.92
"2071","0100000US","North Dakota","Stark County","24199","10735",1340.19,5.46,1334.74
"2072","0100000US","North Dakota","Steele County","1975","1171",715.46,3.25,712.22
"2073","0100000US","North Dakota","Stutsman County","21100","9862",2297.91,76.18,2221.72
"2074","0100000US","North Dakota","Towner County","2246","1449",1041.48,16.92,1024.56
"2075","0100000US","North Dakota","Traill County","8121","3780",862.51,0.56,861.95
"2076","0100000US","North Dakota","Walsh County","11119","5498",1294.1,12.16,1281.93
"2077","0100000US","North Dakota","Ward County","61675","26744",2055.96,42.68,2013.28
"2078","0100000US","North Dakota","Wells County","4207","2481",1290.37,19.33,1271.05
"2079","0100000US","North Dakota","Williams County","22398","10464",2147.87,70.47,2077.4
"2081","0100000US","Ohio","Adams County","28550","12978",586.25,2.38,583.87
"2082","0100000US","Ohio","Allen County","106331","44999",406.85,4.35,402.5
"2083","0100000US","Ohio","Ashland County","53139","22141",426.8,3.85,422.95
"2084","0100000US","Ohio","Ashtabula County","101497","46099",1367.9,665.97,701.93
"2085","0100000US","Ohio","Athens County","64757","26385",508.44,4.84,503.6
"2086","0100000US","Ohio","Auglaize County","45949","19585",401.91,0.52,401.39
"2087","0100000US","Ohio","Belmont County","70400","32452",541.27,9.15,532.13
"2088","0100000US","Ohio","Brown County","44846","19301",493.45,3.44,490.02
"2089","0100000US","Ohio","Butler County","368130","148273",470.13,3.08,467.06
"2090","0100000US","Ohio","Carroll County","28836","13698",398.93,4.32,394.61
"2091","0100000US","Ohio","Champaign County","40097","16755",429.83,1.16,428.67
"2092","0100000US","Ohio","Clark County","138333","61419",402.53,5.05,397.47
"2093","0100000US","Ohio","Clermont County","197363","80656",459.77,7.67,452.1
"2094","0100000US","Ohio","Clinton County","42040","18133",412.29,3.61,408.68
"2095","0100000US","Ohio","Columbiana County","107841","47088",534.69,2.8,531.89
"2096","0100000US","Ohio","Coshocton County","36901","16545",567.48,3.57,563.91
"2097","0100000US","Ohio","Crawford County","43784","20167",402.7,0.91,401.79
"2098","0100000US","Ohio","Cuyahoga County","1280122(r47421)","621763(r23695)",1245.59,788.4,457.19
"2099","0100000US","Ohio","Darke County","52959","22730",599.76,1.66,598.1
"2100","0100000US","Ohio","Defiance County","39037","16729",414.19,2.73,411.46
"2101","0100000US","Ohio","Delaware County","174214","66378",457.33,14.23,443.1
"2102","0100000US","Ohio","Erie County","77079","37845",625.99,374.43,251.56
"2103","0100000US","Ohio","Fairfield County","146156","58687",508.56,4.15,504.41
"2104","0100000US","Ohio","Fayette County","29030","12693",407.02,0.66,406.36
"2105","0100000US","Ohio","Franklin County","1163414","527186",543.51,11.32,532.19
"2106","0100000US","Ohio","Fulton County","42698","17407",407.23,1.78,405.44
"2107","0100000US","Ohio","Gallia County","30934","13925",471.2,4.67,466.53
"2108","0100000US","Ohio","Geauga County","93389(r47449)","36574(r23703)",408.29,8.13,400.16
"2109","0100000US","Ohio","Greene County","161573","68241",416.26,2.53,413.73
"2110","0100000US","Ohio","Guernsey County","40087","19193",528.3,6.05,522.25
"2111","0100000US","Ohio","Hamilton County","802374","377364",412.63,6.72,405.91
"2112","0100000US","Ohio","Hancock County","74782","33174",533.66,2.3,531.36
"2113","0100000US","Ohio","Hardin County","32058","13100",470.65,0.24,470.4
"2114","0100000US","Ohio","Harrison County","15864","8170",410.77,8.43,402.34
"2115","0100000US","Ohio","Henry County","28215","11963",419.75,3.74,416.01
"2116","0100000US","Ohio","Highland County","43589","19380",557.79,4.71,553.08
"2117","0100000US","Ohio","Hocking County","29380","13417",423.63,2.3,421.32
"2118","0100000US","Ohio","Holmes County","42366","13666",423.98,1.45,422.53
"2119","0100000US","Ohio","Huron County","59626","25196",494.82,3.33,491.49
"2120","0100000US","Ohio","Jackson County","33225","14587",421.53,1.23,420.3
"2121","0100000US","Ohio","Jefferson County","69709","32826",410.95,2.62,408.33
"2122","0100000US","Ohio","Knox County","60921","25118",529.63,4.14,525.49
"2123","0100000US","Ohio","Lake County","230041(r47726)","101202(r23972)",979.2,751.7,227.49
"2124","0100000US","Ohio","Lawrence County","62450","27603",457.27,3.9,453.37
"2125","0100000US","Ohio","Licking County","166492","69291",687.49,4.99,682.5
"2126","0100000US","Ohio","Logan County","45858","23181",466.77,8.34,458.43
"2127","0100000US","Ohio","Lorain County","301356","127036",923.33,432.23,491.1
"2128","0100000US","Ohio","Lucas County","441815","202630",595.88,255.02,340.86
"2129","0100000US","Ohio","Madison County","43435","15939",466.63,0.75,465.88
"2130","0100000US","Ohio","Mahoning County","238823","111833",425.29,13.66,411.62
"2131","0100000US","Ohio","Marion County","66501","27834",404.11,0.35,403.76
"2132","0100000US","Ohio","Medina County","172332","69181",423.02,1.66,421.36
"2133","0100000US","Ohio","Meigs County","23770","11191",433,2.9,430.1
"2134","0100000US","Ohio","Mercer County","40814","17633",473.42,10.98,462.45
"2135","0100000US","Ohio","Miami County","102506","44256",409.66,3.08,406.58
"2136","0100000US","Ohio","Monroe County","14642","7567",457.46,1.74,455.72
"2137","0100000US","Ohio","Montgomery County","535153","254775",464.33,2.78,461.55
"2138","0100000US","Ohio","Morgan County","15054","7892",421.78,5.36,416.42
"2139","0100000US","Ohio","Morrow County","34827","14155",407.22,1.14,406.08
"2140","0100000US","Ohio","Muskingum County","86074","38074",672.58,8,664.58
"2141","0100000US","Ohio","Noble County","14645","6053",404.57,6.56,398.01
"2142","0100000US","Ohio","Ottawa County","41428","27909",585.06,330.15,254.92
"2143","0100000US","Ohio","Paulding County","19614","8749",418.85,2.41,416.44
"2144","0100000US","Ohio","Perry County","36058","15211",412.49,4.52,407.97
"2145","0100000US","Ohio","Pickaway County","55698","21275",506.55,5.23,501.32
"2146","0100000US","Ohio","Pike County","28709","12481",443.98,3.69,440.28
"2147","0100000US","Ohio","Portage County","161419","67472",504.06,16.68,487.38
"2148","0100000US","Ohio","Preble County","42270","17888",426.46,2.34,424.12
"2149","0100000US","Ohio","Putnam County","34499","13731",484.3,1.78,482.52
"2150","0100000US","Ohio","Richland County","124475","54599",500.08,4.81,495.27
"2151","0100000US","Ohio","Ross County","78064","32148",693.02,3.84,689.19
"2152","0100000US","Ohio","Sandusky County","60944","26390",417.71,9.25,408.45
"2153","0100000US","Ohio","Scioto County","79499","34142",616.15,5.93,610.21
"2154","0100000US","Ohio","Seneca County","56745","24122",552.79,1.78,551.02
"2155","0100000US","Ohio","Shelby County","49423","20173",410.69,3.02,407.68
"2156","0100000US","Ohio","Stark County","375586","165215",580.53,5.26,575.27
"2157","0100000US","Ohio","Summit County","541781","245109",420.06,7.31,412.75
"2158","0100000US","Ohio","Trumbull County","210312(r47792)","96163(r24023)",636.57,18.27,618.3
"2159","0100000US","Ohio","Tuscarawas County","92582","40206",571.45,3.82,567.64
"2160","0100000US","Ohio","Union County","52300","19429",436.87,5.14,431.73
"2161","0100000US","Ohio","Van Wert County","28744","12615",410.43,1.27,409.16
"2162","0100000US","Ohio","Vinton County","13435","6291",414.98,2.62,412.36
"2163","0100000US","Ohio","Warren County","212693","80750",407.31,6,401.31
"2164","0100000US","Ohio","Washington County","61778","28367",640,8.03,631.97
"2165","0100000US","Ohio","Wayne County","114520","45847",556.82,1.89,554.93
"2166","0100000US","Ohio","Williams County","37642","16668",423.09,2.13,420.97
"2167","0100000US","Ohio","Wood County","125488","53376",620.49,3.29,617.2
"2168","0100000US","Ohio","Wyandot County","22615","9870",407.55,0.69,406.86
"2170","0100000US","Oklahoma","Adair County","22683","9142",577.05,3.58,573.48
"2171","0100000US","Oklahoma","Alfalfa County","5642","2763",881.34,14.88,866.45
"2172","0100000US","Oklahoma","Atoka County","14182","6312",989.91,14.4,975.52
"2173","0100000US","Oklahoma","Beaver County","5636","2670",1817.51,2.84,1814.67
"2174","0100000US","Oklahoma","Beckham County","22119","9647",903.94,2.13,901.81
"2175","0100000US","Oklahoma","Blaine County","11943","5193",938.79,10.37,928.42
"2176","0100000US","Oklahoma","Bryan County","42416","19586",943.94,39.47,904.47
"2177","0100000US","Oklahoma","Caddo County","29600","13141",1290.19,11.9,1278.29
"2178","0100000US","Oklahoma","Canadian County","115541","45810",905.6,8.97,896.63
"2179","0100000US","Oklahoma","Carter County","47557","21148",833.76,11.59,822.18
"2180","0100000US","Oklahoma","Cherokee County","46987","21455",776.29,26.88,749.41
"2181","0100000US","Oklahoma","Choctaw County","15205","7521",799.57,29.22,770.36
