"","name","rating","genre","creative.type","time","year","production.method","sequel","budget","revenue.all","revenue.dom","revenue.int","revenue.inf"
"2095","The Hot Chick","PG-13","Comedy","Contemporary Fiction",101,2002,"Live Action",0,0,54.639509,35.08155,19.557959,50.025841
"2096","Qin ai de",NA,"Drama","Contemporary Fiction",0,2014,"Live Action",0,0,54.63,0,54.63,0
"2097","Driven","PG-13","Action","Contemporary Fiction",NA,2001,"Live Action",0,72,54.616869,32.616869,22,48.233782
"2098","National Security","PG-13","Action","Contemporary Fiction",NA,2003,"Live Action",0,0,54.5993,36.288951,18.310349,50.371229
"2099","Looney Tunes: Back in Action","PG","Comedy","Kids Fiction",NA,2003,"Live Action",0,80,54.540662,20.95082,33.589842,29.070031
"2100","The Punisher","R","Action","Super Hero",124,2004,"Live Action",0,33,54.440783,33.571379,20.869404,45.248379
"2101","Doom","R","Horror","Science Fiction",NA,2005,"Live Action",0,70,54.43125,28.03125,26.4,36.602429
"2102","Spanglish","PG-13","Comedy","Contemporary Fiction",133,2004,"Live Action",0,75,54.344321,42.044321,12.3,56.204039
"2103","No Good Deed","PG-13","Thriller/Suspense","Contemporary Fiction",84,2013,"Live Action",0,13.2,54.32321,52.543632,1.779578,53.829889
"2104","Varsity Blues","R","Drama","Contemporary Fiction",NA,1999,"Live Action",0,16,54.294169,52.894169,1.4,87.150432
"2105","Domestic Disturbance","PG-13","Thriller/Suspense","Contemporary Fiction",90,2001,"Live Action",0,53,54.207112,45.207112,9,66.834617
"2106","The Verdict","R","Drama","Contemporary Fiction",129,1982,"Live Action",0,16,53.97725,53.97725,0,146.53292
"2107","Edward Scissorhands","PG-13","Comedy","Fantasy",107,1990,"Live Action",0,20,53.976987,53.976987,0,85.175062
"2108","Mickey Blue Eyes","PG-13","Comedy","Contemporary Fiction",NA,1999,"Live Action",0,40,53.864342,33.864342,20,55.796169
"2109","The International","R","Thriller/Suspense","Contemporary Fiction",NA,2009,"Live Action",0,50,53.850527,25.450527,28.4,28.402791
"2110","The Three Stooges","PG","Comedy","Contemporary Fiction",92,2011,"Live Action",0,30,53.801644,44.338224,9.46342,46.621971
"2111","The Borrowers","PG","Comedy","Fantasy",NA,1998,"Live Action",0,29,53.785536,22.359293,31.426243,39.903473
"2112","The Messengers","PG-13","Horror","Fantasy",NA,2007,"Live Action",0,16,53.774833,35.374833,18.4,43.035954
"2113","Doc Hollywood","PG-13","Romantic Comedy","Contemporary Fiction",NA,1991,"Live Action",0,0,53.732464,53.732464,0,106.826779
"2114","Rookie of the Year","PG","Comedy","Fantasy",NA,1993,"Live Action",0,0,53.579269,53.579269,0,78.596418
"2115","Stranger Than Fiction","PG-13","Comedy","Contemporary Fiction",105,2006,"Live Action",0,30,53.572822,40.43519,13.137632,51.670613
"2116","Nine","PG-13","Musical","Contemporary Fiction",118,2009,"Live Action",0,80,53.508858,19.676965,33.831893,21.632315
"2117","The Little Prince",NA,"Adventure","Kids Fiction",0,2015,"Digital Animation",0,77.5,53.487282,0,53.487282,0
"2118","Bounce","PG-13","Drama","Contemporary Fiction",106,2000,"Live Action",0,35,53.425292,36.805288,16.620004,57.105991
"2119","Throw Momma From the Train",NA,"Comedy","Contemporary Fiction",NA,1987,"Live Action",0,0,53.380796,53.380796,0,112.628469
"2120","Sea of Love","R","Thriller/Suspense","Contemporary Fiction",113,1989,"Live Action",0,19,53.350495,53.350495,0,111.915697
"2121","Madea's Big Happy Family","PG-13","Drama","Contemporary Fiction",106,2011,"Live Action",0,0,53.345287,53.345287,0,56.305174
"2122","Radio","PG","Drama","Dramatization",111,2003,"Live Action",0,35,53.293628,52.333738,0.95989,72.545125
"2123","Papillon",NA,"Drama","Dramatization",NA,1973,"Live Action",0,0,53.267,53.267,0,251.889709
"2124","Hollywood Adventures",NA,"Action","Contemporary Fiction",0,2015,"Live Action",NA,0,53.246837,0,53.246837,0
"2125","Arachnophobia","PG-13","Thriller/Suspense","Science Fiction",105,1990,"Live Action",0,31,53.20818,53.20818,0,89.360547
"2126","Doubt","PG-13","Drama","Historical Fiction",NA,2008,"Live Action",0,20,53.191101,33.44647,19.744631,38.256633
"2127","Pitch Black","R","Horror","Science Fiction",107,2000,"Live Action",0,23,53.182088,39.235088,13.947,60.927214
"2128","From Paris With Love","R","Thriller/Suspense","Contemporary Fiction",NA,2009,"Live Action",0,52,53.139168,24.077427,29.061741,25.54221
"2129","That Awkward Moment","R","Romantic Comedy","Contemporary Fiction",94,2013,"Live Action",0,8,53.068955,26.068955,27,26.707113
"2130","Wickie und die starken Mnner",NA,NA,NA,NA,2009,NA,0,0,53.049987,0,53.049987,NA
"2131","Konferenz der Tiere","PG","Adventure","Kids Fiction",93,2010,"Digital Animation",0,30,53.048539,0,53.048539,0
"2132","To the Limit","Not Rated","Documentary","Factual",NA,1989,"Live Action",0,0,53,53,0,111.180451
"2133","The Sinking of Japan",NA,NA,NA,NA,2006,NA,0,0,53,0,53,NA
"2134","Suspect X",NA,NA,NA,NA,2008,NA,0,0,53,0,53,NA
"2135","My Cousin Vinny","R","Comedy","Contemporary Fiction",NA,1992,"Live Action",0,11,52.929168,52.929168,0,92.695867
"2136","Outrageous Fortune",NA,"Comedy","Contemporary Fiction",NA,1987,"Live Action",0,0,52.864741,52.864741,0,101.851559
"2137","Pooh's Heffalump Movie","G","Adventure","Kids Fiction",NA,2005,"Hand Animation",0,20,52.858433,18.098433,34.76,23.610481
"2138","Message in a Bottle","PG-13","Drama","Contemporary Fiction",NA,1999,"Live Action",0,30,52.799004,52.799004,0,86.993637
"2139","Pet Sematary",NA,"Horror","Fantasy",NA,1989,"Live Action",0,11.5,52.795778,52.795778,0,110.752049
"2140","The Recruit","PG-13","Thriller/Suspense","Contemporary Fiction",NA,2003,"Live Action",0,0,52.784696,52.784696,0,73.26831
"2141","Choi-jong-byeong-gi-hwal","R","Action","Historical Fiction",128,2011,"Live Action",0,0,52.760691,0.040685,52.720006,0.042938
"2142","American Gigolo",NA,"Drama","Contemporary Fiction",NA,1980,"Live Action",0,0,52.743674,22.743674,30,22.743674
"2143","The Odd Life of Timothy Green","PG","Drama","Fantasy",104,2011,"Live Action",0,40,52.685425,51.85345,0.831975,54.524088
"2144","La Bamba",NA,"Drama","Dramatization",NA,1987,"Live Action",0,6.5,52.67882,52.67882,0,112.767704
"2145","Untraceable","R","Thriller/Suspense","Contemporary Fiction",NA,2008,"Live Action",0,35,52.649951,28.687835,23.962116,33.442502
"2146","Beethoven's 2nd","PG","Comedy","Contemporary Fiction",NA,1993,"Live Action",1,0,52.63694,52.63694,0,82.707736
"2147","The Roommate","PG-13","Thriller/Suspense","Contemporary Fiction",91,2010,"Live Action",0,16,52.545707,37.300107,15.2456,39.369718
"2148","Tyler Perry's A Madea Christmas","PG-13","Comedy","Contemporary Fiction",100,2013,"Live Action",0,25,52.543354,52.543354,0,54.082763
"2149","Wild","R","Drama","Dramatization",119,2014,"Live Action",0,15,52.501541,37.880356,14.621185,38.513911
"2150","Big Fat Liar","PG","Comedy","Contemporary Fiction",NA,2002,"Live Action",0,15,52.461017,47.811275,4.649742,68.87786
"2151","An Inconvenient Truth","PG","Documentary","Factual",NA,2006,"Live Action",0,1,52.438751,23.814997,28.623754,30.43229
"2152","The Boy Next Door","R","Thriller/Suspense","Contemporary Fiction",90,2014,"Live Action",0,4,52.42653,35.42338,17.00315,35.42338
"2153","Unlawful Entry","R","Thriller/Suspense","Contemporary Fiction",NA,1992,"Live Action",0,0,52.404352,52.404352,0,105.692635
"2154","Le Petit Nicolas",NA,"Comedy","Kids Fiction",91,2009,"Live Action",0,30,52.339566,0.201857,52.137709,0.21413
"2155","Ordinary People",NA,"Drama","Contemporary Fiction",NA,1980,"Live Action",0,6,52.302978,52.302978,0,52.302978
"2156","Stand by Me",NA,"Drama","Historical Fiction",NA,1986,"Live Action",0,8,52.287414,52.287414,0,106.850164
"2157","One Hour Photo","R","Drama","Contemporary Fiction",NA,2002,"Live Action",0,12,52.223306,31.597131,20.626175,45.518839
"2158","10",NA,"Romantic Comedy","Contemporary Fiction",NA,1979,"Live Action",0,0,52.134699,52.134699,0,52.134699
"2159","South Park: Bigger, Longer & Uncut","R","Comedy","Contemporary Fiction",81,1999,"Live Action",0,21,52.037603,52.037603,0,85.690821
"2160","Tyler Perry's Temptation","PG-13","Drama","Contemporary Fiction",111,2012,"Live Action",0,0,51.975354,51.975354,0,53.509678
"2161","Lawless","R","Drama","Historical Fiction",115,2011,"Live Action",0,26,51.932335,37.397291,14.535044,39.323532
"2162","Sinister 2","R","Horror","Fantasy",97,2015,"Live Action",1,10,51.911936,27.703608,24.208328,27.703608
"2163","Hanging Up","PG-13","Comedy","Contemporary Fiction",94,2000,"Live Action",0,40,51.867723,36.037909,15.829814,55.962389
"2164","I Can Do Bad All By Myself","PG-13","Comedy","Contemporary Fiction",NA,2009,"Live Action",0,19,51.733921,51.733921,0,57.735055
"2165","Maximum Risk","R","Action","Contemporary Fiction",NA,1996,"Live Action",0,25,51.639438,14.039438,37.6,26.585991
"2166","Blue Crush","PG-13","Drama","Contemporary Fiction",NA,2002,"Live Action",0,30,51.61842,40.11842,11.5,57.795386
"2167","Amadeus","R","Drama","Dramatization",NA,1984,"Live Action",0,18,51.56428,51.56428,0,124.057051
"2168","Daybreakers","R","Horror","Science Fiction",NA,2010,"Live Action",0,20,51.445503,30.101577,21.343926,31.932847
"2169","Sicario","R","Thriller/Suspense","Contemporary Fiction",121,2015,"Live Action",0,30,51.420093,34.720093,16.7,34.720093
"2170","Mortal Kombat: Annihilation","PG-13","Action","Fantasy",NA,1997,"Live Action",1,30,51.327406,35.927406,15.4,65.480954
"2171","RoboCop",NA,"Action","Science Fiction",NA,1987,"Live Action",0,13,51.32705,51.32705,0,109.87402
"2172","Awakenings","PG-13","Drama","Dramatization",NA,1990,"Live Action",0,0,51.306865,51.306865,0,102.416475
"2173","Hooper",NA,"Action","Contemporary Fiction",NA,1978,"Live Action",0,0,51.290536,51.290536,0,183.462298
"2174","Fargo","R","Thriller/Suspense","Contemporary Fiction",95,1996,"Live Action",0,7,51.184363,24.547547,26.636816,46.447532
"2175","Bodyguard","Not Rated","Action","Contemporary Fiction",132,2011,"Live Action",0,0,51.119758,1.834384,49.285374,1.936165
"2176","Hollywood Homicide","PG-13","Action","Contemporary Fiction",115,2003,"Live Action",0,75,51.107785,30.207785,20.9,41.93021
"2177","Silver Streak",NA,NA,NA,NA,1976,NA,0,0,51.079064,51.079064,0,200.719137
"2178","The Family","R","Black Comedy","Contemporary Fiction",111,2013,"Live Action",0,30,51.078541,36.918811,14.15973,38.008655
"2179","The Gift","R","Thriller/Suspense","Contemporary Fiction",108,2015,"Live Action",0,5,51.065786,43.787265,7.278521,43.787265
"2180","Oh, God!",NA,"Comedy","Fantasy",NA,1977,"Live Action",0,0,51.061196,51.061196,0,51.061196
"2181","All the President's Men",NA,"Drama",NA,NA,1976,"Live Action",0,0,51.048435,51.048435,0,200.598776
"2182","Las aventuras de Tadeo Jones",NA,"Adventure","Kids Fiction",90,2012,"Digital Animation",0,0,51.031724,0,51.031724,0
"2183","The Spy Next Door","PG","Comedy","Kids Fiction",NA,2009,"Live Action",0,28,50.983364,24.307106,26.676258,25.785861
"2184","Enough","PG-13","Thriller/Suspense","Contemporary Fiction",NA,2002,"Live Action",0,38,50.97066,39.177215,11.793445,56.439462
"2185","Bull Durham",NA,"Drama","Contemporary Fiction",NA,1988,"Live Action",0,0,50.888729,50.888729,0,73.953595
"2186","College Road Trip","G","Comedy","Contemporary Fiction",82,2008,"Live Action",0,0,50.873923,45.610425,5.263498,53.169814
"2187","Naked Gun 33 1/3: The Final Insult","PG-13","Comedy","Contemporary Fiction",NA,1994,"Live Action",1,30,50.825302,50.825302,0,104.266613
"2188","Coco avant Chanel","PG-13","Drama","Dramatization",NA,2009,"Live Action",0,23,50.813834,6.113834,44.7,6.816628
"2189","You Got Served","PG-13","Drama","Contemporary Fiction",NA,2004,"Live Action",0,8,50.811858,40.066497,10.745361,54.002671
"2190","A Bridge Too Far",NA,"Action",NA,NA,1977,"Live Action",0,26,50.8,50.8,0,190.670852
"2191","Gekijouban Pokketo monsut Besuto wisshu: Pikutini to kuroku eiyuu Zekuromu",NA,NA,NA,0,2011,NA,0,0,50.776443,0,50.776443,NA
"2192","Feng Bao",NA,"Action","Contemporary Fiction",108,2013,"Live Action",NA,0,50.77,0,50.77,0
"2193","Hable con ella","R","Drama","Contemporary Fiction",NA,2002,"Live Action",0,0,50.76828,9.284265,41.484015,12.957463
"2194","August:  Osage County","R","Black Comedy","Contemporary Fiction",119,2010,"Live Action",0,25,50.73881,37.73881,13,38.665064
"2195","Sea Monsters: A Prehistoric Adventure","Not Rated","Documentary","Factual",40,2007,"Live Action",0,0,50.728163,23.746066,26.982097,27.74573
"2196","Elizabethtown","PG-13","Drama","Contemporary Fiction",NA,2005,"Live Action",0,54,50.719373,26.850426,23.868947,35.044822
"2197","Bonnie and Clyde","R","Drama","Dramatization",NA,1967,"Live Action",0,0,50.7,50.7,0,353.6325
"2198","Boyhood","R","Drama","Contemporary Fiction",164,2014,"Live Action",0,4,50.689197,25.379975,25.309222,25.974814
"2199","The Deep",NA,"Thriller/Suspense","Contemporary Fiction",NA,1977,"Live Action",0,0,50.681884,50.681884,0,50.681884
"2200","Bride of Chucky","R","Horror","Fantasy",NA,1998,"Live Action",1,25,50.65696,32.36896,18.288,57.767204
"2201","Meet Dave","PG","Comedy","Science Fiction",90,2008,"Live Action",0,60,50.648806,11.803254,38.845552,13.759502
"2202","The Crow","R","Action","Fantasy",NA,1994,"Live Action",0,0,50.638075,50.638075,0,87.563751
"2203","Mighty Joe Young","PG","Adventure","Science Fiction",NA,1998,"Live Action",0,80,50.628009,50.628009,0,87.273195
"2204","Notes on a Scandal","R","Drama","Contemporary Fiction",NA,2006,"Live Action",0,27.5,50.578411,17.510118,33.068293,21.34874
"2205","The Love Bug",NA,NA,NA,NA,1969,NA,0,0,50.576808,50.576808,0,298.118224
"2206","Nowhere to Run","R","Action","Contemporary Fiction",NA,1993,"Live Action",0,15,50.570994,20.570994,30,41.589182
"2207","Sneakers","PG-13","Action","Contemporary Fiction",NA,1992,"Live Action",0,0,50.560948,50.560948,0,101.974732
"2208","The Texas Chainsaw Massacre: The Beginning","R","Horror","Historical Fiction",NA,2006,"Live Action",1,16,50.517763,39.517763,11,50.497574
"2209","Eddie Murphy Raw",NA,"Concert/Performance","Factual",NA,1987,"Live Action",0,0,50.504655,50.504655,0,96.87864
"2210","Diary of a Mad Black Woman","PG-13","Drama","Contemporary Fiction",NA,2005,"Live Action",0,5.5,50.458356,50.406346,0.05201,65.787581
"2211","About Last Night","R","Romantic Comedy","Contemporary Fiction",100,2014,"Live Action",0,13,50.44586,48.637684,1.808176,49.828317
"2212","The Nightmare Before Christmas","PG","Musical","Fantasy",NA,1993,"Stop-Motion Animation",0,0,50.408318,50.408318,0,99.682515
"2213","The Three Musketeers","PG","Adventure","Historical Fiction",NA,1993,"Live Action",0,0,50.375628,50.375628,0,101.888588
"2214","Red Tails","PG-13","Action","Historical Fiction",120,2009,"Live Action",0,58,50.365498,49.876377,0.489121,52.445382
"2215","K-PAX","PG-13","Drama","Science Fiction",NA,2001,"Live Action",0,48,50.31514,50.31514,0,74.40596
"2216","Team America: World Police","R","Comedy","Contemporary Fiction",NA,2004,"Live Action",0,20,50.274834,32.774834,17.5,44.173721
"2217","Brick Mansions","PG-13","Action","Science Fiction",89,2014,"Live Action",0,28,50.236829,20.396829,29.84,20.896132
"2218","Natural Born Killers","R","Black Comedy","Contemporary Fiction",120,1994,"Live Action",0,0,50.215954,50.215954,0,103.016554
"2219","Grindhouse","R","Horror","Fantasy",191,2007,"Live Action",0,53,50.187789,25.031037,25.156752,30.452002
"2220","Supercondriaque","Not Rated","Comedy","Contemporary Fiction",107,2014,"Live Action",0,0,50.160446,0,50.160446,0
"2221","The Color of Money","R","Drama","Contemporary Fiction",119,1986,"Live Action",1,10,50.159778,50.159778,0,112.305086
"2222","Winnie the Pooh","G","Adventure","Kids Fiction",69,2010,"Hand Animation",0,30,50.145607,26.692846,23.452761,28.173905
"2223","Breakdown","R","Thriller/Suspense","Contemporary Fiction",NA,1997,"Live Action",0,36,50.129186,50.129186,0,91.412043
"2224","Rock of Ages","PG-13","Musical","Contemporary Fiction",123,2011,"Live Action",0,70,50.118613,38.518613,11.6,40.502606
"2225","The Women","PG-13","Comedy","Contemporary Fiction",NA,2008,"Live Action",0,16,50.103808,26.902075,23.201733,31.360775
"2226","The Longest Day",NA,"Action","Dramatization",NA,1962,"Live Action",0,10,50.1,39.1,11,467.524287
"2227","Sphere","PG-13","Horror","Science Fiction",128,1998,"Live Action",0,73,50.076367,36.976367,13.1,65.989808
"2228","Fever Pitch","PG-13","Comedy","Contemporary Fiction",NA,2005,"Live Action",0,40,50.071069,42.071069,8,54.935231
"2229","The Replacements","PG-13","Comedy","Contemporary Fiction",118,2000,"Live Action",0,50,50.054511,44.737059,5.317452,69.471092
"2230","Absolute Power","R","Thriller/Suspense","Contemporary Fiction",121,1997,"Live Action",0,50,50.007168,50.007168,0,91.189543
"2231","Little Women","PG","Drama","Historical Fiction",NA,1994,"Live Action",0,15,50.003303,50.003303,0,98.827268
"2232","He Yi Sheng Xiao Mo",NA,"Drama",NA,0,2015,"Live Action",0,0,50,0,50,0
"2233","Reds",NA,"Drama","Historical Fiction",NA,1981,"Live Action",0,33.5,50,50,0,90.933881
"2234","The Deer Hunter",NA,"Drama",NA,NA,1979,"Live Action",0,15,50,50,0,166.73307
"2235","A Walk in the Clouds","PG-13","Drama","Historical Fiction",NA,1995,"Live Action",0,0,49.99308,49.99308,0,96.193581
"2236","Capote","R","Drama","Dramatization",NA,2005,"Live Action",0,7,49.924079,28.75053,21.173549,37.071274
"2237","The Way We Were",NA,NA,NA,NA,1973,NA,0,0,49.91987,49.91987,0,236.061755
"2238","The Hurt Locker","R","Drama","Contemporary Fiction",130,2009,"Live Action",0,15,49.894223,17.017811,32.876412,17.017811
"2239","The Switch","PG-13","Romantic Comedy","Contemporary Fiction",101,2010,"Live Action",0,19,49.858465,27.758465,22.1,29.447192
"2240","Popeye",NA,NA,NA,NA,1980,NA,0,20,49.823037,49.823037,0,155.025583
"2241","Major League",NA,"Comedy","Contemporary Fiction",NA,1989,"Live Action",0,11,49.793054,49.793054,0,94.487758
"2242","Pleasantville","PG-13","Comedy","Fantasy",NA,1998,"Live Action",0,0,49.789066,40.568025,9.221041,72.166743
"2243","The Mighty Ducks","PG","Comedy","Contemporary Fiction",NA,1992,"Live Action",0,10,49.764659,49.764659,0,100.394852
"2244","Planes, Trains & Automobiles",NA,"Comedy","Contemporary Fiction",NA,1987,"Live Action",0,0,49.752241,49.509935,0.242306,98.654378
"2245","Kokuriko-zaka Kara","PG","Drama","Contemporary Fiction",92,2011,"Hand Animation",0,0,49.743812,1.000878,48.742934,1.030422
"2246","Leaving Las Vegas","R","Drama","Contemporary Fiction",NA,1995,"Live Action",0,4,49.73735,31.921127,17.816223,60.530292
"2247","Angels in the Outfield","PG","Comedy","Fantasy",NA,1994,"Live Action",0,0,49.735551,49.735551,0,102.03102
"2248","This Christmas","PG-13","Drama","Contemporary Fiction",NA,2007,"Live Action",0,13,49.733545,49.121934,0.611611,59.750601
