"","ID","V","BV","Para","Uncert"
"3734",3382.1,6.58,0.48,0.031,150
"3735",3383,11.13,1.33,0.0662,150
"3736",3384,6.09,0.5,0.0107,75
"3737",3384.01,15.59,0.27,0.0289,41
"3738",3385,8.52,0.58,0.0151,34
"3739",3385.01,15.52,1.95,0.089,46
"3740",3386,9.48,1.4,0.0502,83
"3741",3387,4.92,0,0.0199,84
"3742",3387,4.92,0,0.0199,84
"3743",3387.1,10.54,1.3,0.0297,150
"3744",3387.2,9.06,1.09,0.0051,91
"3745",3388,4.6,1.59,0.01,67
"3746",3389,9.87,1.2,0.0568,150
"3747",3390,5.17,0.93,0.03,161
"3748",3391,10.01,1.16,0.0376,150
"3749",3391.02,9.13,1.04,0.0241,118
"3750",3392,7.77,0.61,0.016,105
"3751",3393,5.64,0.68,0.014,53
"3752",3394,9.13,1.43,0.0716,48
"3753",3395,4.81,1.5,0.0254,84
"3754",3397,9.75,0.58,0.0048,95
"3755",3398,4.4,1.04,0.0223,83
"3756",3399,3.5,0.97,0.0296,109
"3757",3400,3.29,1.7,0.024,73
"3758",3400.01,12.1,1.46,0.047,41
"3759",3401,5.15,1.01,0.0173,127
"3760",3401.01,13.18,0.67,0.0077,31
"3761",3402,8.28,0.94,0.0089,150
"3762",3402.01,14.18,1.42,0.0181,34
"3763",3402.02,14.43,1.44,0.0101,39
"3764",3403,9.84,1.29,0.057,99
"3765",3405,12.75,1.53,0.0456,141
"3766",3406,4.54,1.24,0.0164,111
"3767",3407,6.66,0.61,0.012,105
"3768",3408,8.79,0.65,0.0231,150
"3769",3409,9.18,0.12,0.0181,150
"3770",3410,4.76,0.65,0.084,46
"3771",3410.01,15.89,0.38,0.0385,55
"3772",3411,5.2,1.58,0.0182,127
"3773",3414,5.57,0,0.0248,98
"3774",3416,4.93,0.43,0.0541,52
"3775",3416.1,8,0.59,0.0336,161
"3776",3418,8.26,0.57,0.0258,80
"3777",3419,10.09,1.41,0.0598,36
"3778",3420,7.63,0.31,0.0148,150
"3779",3421,9.47,0.82,0.0394,133
"3780",3422,5.25,0.96,0.0282,84
"3781",3423,11.13,0.68,0.0207,209
"3782",3423.2,10.64,1.43,0.0318,150
"3783",3424,8.42,0.68,0.0525,146
"3784",3424.01,15.01,1.59,0.0243,41
"3785",3424.02,6.1,0.96,0.0119,55
"3786",3424.11,11.46,1.51,0.0822,99
"3787",3424.12,9.32,1.05,0.0584,184
"3788",3425,9.08,0.77,0.0335,17
"3789",3427,3.41,0.92,0.0414,127
"3790",3427.02,15.32,1.63,0.0314,45
"3791",3428.01,14.26,1.66,0.0674,31
"3792",3429,4.54,-0.08,0.0289,186
"3793",3429.01,13.45,1.51,0.0425,31
"3794",3429.02,14.12,0.06,0.0209,42
"3795",3431,8.43,0.77,0.0224,106
"3796",3432,5.89,1.53,0.0055,149
"3797",3432.01,12.29,0.75,0.0055,44
"3798",3433,6.45,0.7,0.0331,92
"3799",3434,9.29,0.78,0.0467,127
"3800",3435,6.68,0.68,0.0221,65
"3801",3437,4.91,0.37,0.012,149
"3802",3438,6.6,0.77,0.0576,36
"3803",3439,9.84,1.13,0.0486,64
"3804",3440,4.86,1.25,0.0021,149
"3805",3443,2.89,0,0.0083,161
"3806",3443.1,4.07,0.09,0.0512,137
"3807",3444,5.33,1.09,0.0208,73
"3808",3445,5.26,0.03,0.0239,72
"3809",3446,5.63,0.18,0.019,111
"3810",3447,12.63,1.47,0.0374,141
"3811",3447.01,13.58,1.28,0.0119,32
"3812",3448,9.09,0.65,0.0139,160
"3813",3449,3.47,0.95,0.0276,84
"3814",3449.1,7.87,0.74,0.0253,122
"3815",3451,4.34,1.1,0.0169,127
"3816",3451.01,13.87,1.46,0.0135,28
"3817",3454,10.35,1.22,0.0445,117
"3818",3455,5.13,0.53,0.0482,72
"3819",3456.01,6.58,0.56,0.0196,109
"3820",3457,5.06,0.54,0.0349,54
"3821",3458,10.56,1.6,0.1579,56
"3822",3459.01,13.81,0.91,0.0149,51
"3823",3459.1,8.53,0.58,0.0088,111
"3824",3460,7.55,0.54,0.0137,102
"3825",3461,7.96,0.74,0.0336,89
"3826",3462,5.65,0.65,0.0639,101
"3827",3462.01,5.67,0.48,0.027,150
"3828",3463,5,0.5,0.0299,83
"3829",3465,3.56,1.54,0.0118,137
"3830",3466,6.35,1.06,0.0329,77
"3831",3467,7.69,0.7,0.0589,110
"3832",3467,8.29,0.7,0.0589,110
"3833",3468,5.35,1.19,0.0063,71
"3834",3469,5.51,1.02,0.0021,72
"3835",3470,8.92,0.95,0.0271,78
"3836",3471,9.47,1.33,0.0601,163
"3837",3472,5.02,1.37,0.016,83
"3838",3472.01,7.99,0.95,0.04,99
"3839",3472.02,10.11,1.51,0.095,120
"3840",3473,8.3,1,0.0422,103
"3841",3474,5.37,-0.07,0.0033,111
"3842",3474.11,16.63,-0.04,0.0162,70
"3843",3475,5.37,-0.11,0.0057,117
"3844",3478,4.94,0.44,0.0338,73
"3845",3479,4.6,0,0.0097,117
"3846",3480,5.62,0.58,0.0598,58
"3847",3481,13.68,1.77,0.0851,29
"3848",3481.1,8.84,1.05,0.016,106
"3849",3482,10.12,0.55,0.0314,133
"3850",3483,4.31,0.31,0.029,43
"3851",3484,3.05,0.05,2e-04,68
"3852",3484.01,11.16,0.97,0.0181,108
"3853",3485,5.79,1.27,0.007,72
"3854",3486,5.17,1.66,0.0144,84
"3855",3487,7.69,0.77,0.0558,150
"3856",3488.11,15.44,1.83,0.0476,50
"3857",3489,5.24,1.74,0.0032,149
"3858",3490,3.29,1.16,0.0388,107
"3859",3491,6.98,0.81,0.0627,59
"3860",3493,8.72,0.69,0.0209,146
"3861",3494,5.17,0.23,0.0291,70
"3862",3495,3.68,0.28,0.0294,128
"3863",3495,3.92,0.28,0.0294,128
"3864",3496,13.77,1.35,0.017,38
"3865",3499.01,14.38,1.59,0.0258,22
"3866",3499.02,15.44,1.61,0.0226,27
"3867",3501,9.31,1.52,0.1654,62
"3868",3501.01,14.17,1.73,0.0511,44
"3869",3501.02,10.35,1.11,0.0303,85
"3870",3501.02,10.97,1.12,0.0303,85
"3871",3503,6.87,0.49,0.0237,98
"3872",3505,5.52,0.18,0.0167,137
"3873",3506,5.02,1.59,0.0198,73
"3874",3507,4.11,1.17,0.0357,127
"3875",3508,5.02,0.07,0.0115,49
"3876",3509,8.14,0.85,0.03,88
"3877",3510,5.15,1.3,0.009,117
"3878",3511,4.62,1.01,0.0239,76
"3879",3512,4.14,-0.13,0.0237,98
"3880",3513,5.43,1.5,0.0153,137
"3881",3513.01,15.22,1.59,0.016,38
"3882",3514,5.79,0.96,0.0028,84
"3883",3515,8.38,0.67,0.0265,106
"3884",3515.01,13.42,1.51,0.0191,29
"3885",3515.02,13.83,1.56,0.0485,34
"3886",3516,3.91,1.01,0.0394,161
"3887",3517,3.8,0.26,0.0172,58
"3888",3517.1,12.84,1.61,0.0816,137
"3889",3518,10.85,1.35,0.0103,150
"3890",3519,2.23,-0.02,0.0387,82
"3891",3520,12.4,1.58,0.0703,21
"3892",3521,3.58,1.38,0.0415,106
"3893",3522,4.33,1.42,0.0149,127
"3894",3522.01,12.69,1.51,0.0538,35
"3895",3524,5.44,0,0.0133,137
"3896",3525,12.71,1.58,0.0749,38
"3897",3526,5.11,1.64,0.0045,111
"3898",3527,5.26,0.95,0.0291,98
"3899",3529,5.95,0.48,0.0279,92
"3900",3530,12.82,1.37,0.0384,96
"3901",3531,6.77,0.91,0.0425,32
"3902",3531.1,9.85,0.64,0.038,150
"3903",3532,7.1,0.5,0.0142,84
"3904",3533,4.67,0.99,0.029,149
"3905",3534,7,0.79,0.0144,133
"3906",3535,5.24,0.88,0.0195,98
"3907",3536,4.64,0.4,0.0583,106
"3908",3537,4.96,1.58,0.0178,68
"3909",3538,4.96,1.33,0.0299,106
"3910",3540,6.58,0.67,0.0373,65
"3911",3541,5.75,0.36,0.0086,99
"3912",3542,5.07,-0.12,0.0165,60
"3913",3543,9.04,0.77,0.016,150
"3914",3544.1,8.85,0.09,0.0154,106
"3915",3545,5.24,0.98,0.0069,127
"3916",3546,4.74,1.57,0.0388,127
"3917",3547,11.84,1.6,0.1016,44
"3918",3547.01,11.94,1.57,0.0742,48
"3919",3547.02,14.98,1.56,0.0055,34
"3920",3548,4.52,0.04,0.0172,55
"3921",3549,5.33,0.04,0.03,98
"3922",3550,5.81,0.2,0.0197,98
"3923",3552,7.21,0.49,0.0164,16
"3924",3554,3.84,0,0.0273,50
"3925",3554,3.84,0,0.0273,50
"3926",3554.1,10.88,1.2,0.0215,150
"3927",3555,10.7,1.29,0.0561,222
"3928",3557,2.65,1.17,0.045,20
"3929",3561,9.45,0.65,0.0184,120
"3930",3562,12.36,1.15,0.0101,122
"3931",3563,8.1,0.66,0.014,150
"3932",3564.01,16.57,1.93,0.0335,20
"3933",3565,5.51,-0.07,0.0082,72
"3934",3566.01,12.62,1.24,2e-04,50
"3935",3567,6.01,0.72,0.0746,101
"3936",3567.01,14.36,1.55,0.026,33
"3937",3569,3.67,0.06,0.0372,96
"3938",3570,4.43,0.6,0.0849,40
"3939",3571,7.4,0.62,0.0136,154
"3940",3574,7.43,0.81,0.0336,125
"3941",3575,12.22,1.65,0.0735,35
"3942",3575.1,10.72,1.19,0.0497,150
"3943",3577,4.09,1.62,0.0173,89
"3944",3578,8.89,0.18,0.0047,150
"3945",3580,3.53,-0.04,0.0051,68
"3946",3581,5.85,0.77,0.0131,86
"3947",3581.01,14.87,1.45,0.0137,50
"3948",3583,5.19,0.04,0.0153,72
"3949",3584,5.23,1.02,0.0267,82
"3950",3585,4.63,0.8,0.0125,125
"3951",3586,5.09,1.13,0.0046,117
"3952",3586.01,13.16,1.64,0.0589,38
"3953",3587,3.71,0.15,0.0378,78
"3954",3588,5.11,0.12,0.0115,77
"3955",3589,2.85,0.29,0.082,150
"3956",3590,4.76,1.54,0.008,19
"3957",3591,7.68,0.78,0.049,150
"3958",3591.1,9.38,1.41,0.0474,52
"3959",3592,4.82,1,0.0346,73
"3960",3593,4.32,0.04,0.0172,76
"3961",3594,4.15,1.02,0.0355,117
"3962",3595,6.1,0.6,0.0423,102
"3963",3596,4.62,0.56,0.0592,61
"3964",3596.01,9.7,1.07,0.0519,37
"3965",3596.02,13.18,1.53,0.0399,30
"3966",3596.04,9.7,1.07,0.0062,163
"3967",3597,9.31,1.18,0.0342,120
"3968",3598,8.62,0.38,0.0092,137
"3969",3599,5.44,1.59,0.0238,88
"3970",3600,5.12,0.12,0.0234,86
"3971",3602,8.05,1.12,0.0589,97
"3972",3602.01,15.95,1.76,0.0415,40
"3973",3603,5.37,1.65,0.0336,128
"3974",3604,3.85,0.48,0.0868,47
"3975",3605,5.45,0.33,0.0432,84
"3976",3606,15.32,1.59,0.0317,86
"3977",3607,13.36,1.47,0.0238,33
"3978",3608,8.96,0.64,0.0146,150
"3979",3609,4.99,1,0.0175,127
"3980",3610,8.5,0.64,0.0096,150
"3981",3611,2.89,-0.19,0.0088,137
"3982",3611,2.89,-0.19,0.0088,137
"3983",3612,4.15,1.23,0.0225,82
"3984",3613,7.54,0.74,0.044,150
"3985",3613.01,14.18,1.59,0.0224,47
"3986",3613.02,11.88,0.65,0.0261,120
"3987",3613.03,10.48,1.52,0.0981,120
"3988",3614,8.01,0.77,0.0432,75
"3989",3615,5.47,0.52,0.0339,92
"3990",3616,9.2,0.77,0.0077,150
"3991",3617,9.54,0.89,0.0443,95
"3992",3617.01,14,1.58,0.04,51
"3993",3617.1,6.92,0.49,0.0258,150
"3994",3618,4.95,0.26,0.0202,72
"3995",3619,10.02,0.62,0.0096,150
"3996",3620,4.63,0.24,0.02,137
"3997",3621,4.65,0.92,0.02,127
"3998",3622,11.7,0.73,0.0337,377
"3999",3624,9.04,0.86,0.0423,133
"4000",3625.01,15.18,1.66,0.0257,43
"4001",3626,5.41,0.6,0.0396,102
"4002",3627,5,1.22,0.03,137
"4003",3628,4.99,-0.07,0.0079,111
"4004",3629,7.86,0.6,0.0136,150
"4005",3629.1,14.36,0.17,0.0302,33
"4006",3630,12.51,1.56,0.0614,128
"4007",3631,4.83,0.07,0.01,84
"4008",3632,8.65,0.91,0.04,92
"4009",3633,12.55,1.63,0.1003,31
"4010",3634,7.22,0.72,0.0481,98
"4011",3635,7.29,0.66,0.0378,133
"4012",3636,4.16,0.47,0.043,42
"4013",3636,4.77,0.47,0.043,42
"4014",3637,6.96,0.77,0.045,53
"4015",3637,7.43,0.74,0.045,53
"4016",3637.02,9.99,1.29,0.0419,70
"4017",3638,7.85,0.82,0.0416,92
"4018",3638,8.34,0.82,0.0416,92
"4019",3639,4.72,0.23,0.0331,120
"4020",3640,2.62,-0.07,0.0062,120
"4021",3641,7.4,1.04,0.0584,83
"4022",3641.01,17.7,1.07,0.0265,65
"4023",3642,9.86,0.46,0.0035,34
"4024",3643,7.1,0.77,0.053,84
"4025",3644,4.01,0.52,0.0487,84
"4026",3645,10.32,1.25,0.0319,141
"4027",3649,8.28,0.78,0.0227,85
"4028",3649.01,14.2,1.72,0.0725,34
"4029",3650,6.66,0.73,0.0719,47
"4030",3651,4.32,0.84,0.0194,117
"4031",3652,7.1,0.85,0.075,150
"4032",3652.01,9.9,1.17,0.0429,65
"4033",3652.02,11.55,1.46,0.0365,64
"4034",3652.03,14.75,1.76,0.0471,27
"4035",3653,7.45,0.52,0.0198,97
"4036",3654,8.61,0.96,0.0562,121
"4037",3655,10.5,1.24,0.0491,117
"4038",3656,9.74,0.73,0.0301,107
"4039",3656.01,13.33,1.64,0.0459,37
"4040",3657,5,0.95,0.002,60
"4041",3658,10.5,1.16,0.0399,88
"4042",3659,5.97,1,0.0308,62
"4043",3660,5.37,1.45,0.0084,82
"4044",3661,9.88,0.56,0.0063,202
"4045",3662,5.13,1.12,0.0235,137
"4046",3662.01,13.85,0.06,0.0222,35
"4047",3664,4.76,1.01,0.0287,116
"4048",3665,4.68,1.69,0.0182,137
"4049",3666,5.27,1.41,0.0182,149
"4050",3667,4.26,-0.07,0.0164,98
"4051",3668,4.94,1.04,0.0201,117
"4052",3669,7.53,0.83,0.067,75
"4053",3670,5.44,-0.02,0.0088,98
"4054",3670.01,10.71,0.9,0.0143,34
"4055",3671,4.01,0.04,0.0228,96
"4056",3672,3.85,1.11,0.0274,137
"4057",3673,4.94,0.09,0.0189,72
"4058",3674,8.66,0.66,0.0171,150
"4059",3675.01,15.09,0.23,0.0545,47
"4060",3677,6.67,0.9,0.0619,98
"4061",3677.1,11.9,0.97,0.0214,137
"4062",3677.11,13.41,1.2,0.0057,48
"4063",3678,7.57,1.06,0.0461,107
"4064",3679,5.48,1.47,0.0112,110
"4065",3680,5.22,1.42,0.0297,106
"4066",3680.01,15.67,0.07,0.0153,43
"4067",3681,6.68,0.76,0.0531,52
"4068",3682,9.26,0.74,0.0125,107
"4069",3683,5.44,1.73,0.0175,117
"4070",3684,2.74,1.58,0.0302,54
"4071",3684.01,6.39,0.8,0.0017,150
"4072",3685,8.56,0.71,0.0099,111
"4073",3685.01,14.8,1.61,0.0353,29
"4074",3687,5.5,0.65,0.0629,67
"4075",3687.01,12.9,1.54,0.0559,33
"4076",3688,9.77,0.6,0.0197,106
"4077",3689,5.64,0.51,0.0473,33
"4078",3690,5.69,1.12,0.0123,125
"4079",3691,8.54,0.42,0.0072,150
"4080",3692,8.74,1.16,0.0321,53
"4081",3692,8.74,1.09,0.0321,53
"4082",3693,4.78,0.02,0.0305,149
"4083",3693.01,13.4,-0.25,0.0082,139
"4084",3694,4.02,1.08,0.0423,137
"4085",3695,7.67,0.61,0.0413,106
"4086",3696,3.24,0.96,0.0408,83
"4087",3697,8.95,0.95,0.0364,66
"4088",3698,5.49,0.47,0.0286,137
"4089",3700,7.69,0.66,0.0375,65
"4090",3701,10.57,1.58,0.1306,97
"4091",3701,10.6,1.57,0.1306,97
"4092",3702,6.86,0.57,0.0246,98
"4093",3704,4.55,0.84,0.0032,117
"4094",3705,9.96,1.46,0.0464,56
"4095",3706,8.32,0.69,0.0129,150
"4096",3707.11,17.18,1.89,0.0287,30
"4097",3707.12,10.7,1.4,0.0297,35
"4098",3708,11.83,1.48,0.0447,94
"4099",3709,7.9,0.63,0.042,79
"4100",3710,11.51,0.71,0.0187,150
"4101",3710.01,6.05,0.94,0.0106,103
"4102",3712,8.6,1.41,0.0833,27
"4103",3713,5.46,0.4,0.0409,98
"4104",3714,3.89,-0.15,0.0285,150
"4105",3715.01,11,-0.14,0.0655,76
"4106",3716,4.82,0.34,0.0423,93
"4107",3716.1,10.24,1.47,0.049,173
"4108",3717,5.4,0.62,0.0635,101
"4109",3717.1,12.26,1.41,0.0318,125
"4110",3718,3.75,0.27,0.0199,125
"4111",3718.01,8.98,1.3,0.0696,61
"4112",3719,4.91,0.55,0.0924,127
"4113",3720,3.89,0.91,0.054,161
"4114",3722,9.22,0.58,0.023,94
"4115",3723,4.85,0.97,0.0134,125
"4116",3725,5.2,1.6,0.0027,88
"4117",3726,8.45,0.73,0.0227,111
"4118",3727,5.39,1.53,0.0226,98
"4119",3728,8.4,0.96,0.0603,97
"4120",3729,5.27,0.36,0.0267,127
"4121",3730,10.4,1.45,0.0674,101
"4122",3731,4.95,0.37,0.0408,73
"4123",3731.01,13.48,1.42,0.0188,32
"4124",3732,4.57,0,0.0375,84
"4125",3733,10.27,1.49,0.1312,48
"4126",3734,7.69,0.56,0.0383,97
"4127",3735.01,12.49,1.42,0.0277,27
"4128",3736,5.2,1.23,0.0036,127
"4129",3737,5.25,1.12,0.0135,72
"4130",3738,5.23,1.72,0.0093,72
"4131",3739,4.63,0.17,0.0252,93
"4132",3740,2.74,0.91,0.0443,73
"4133",3740.01,10.56,0.71,0.0297,120
"4134",3740.03,10.12,1.58,0.1511,25
"4135",3740.04,16.12,0.37,0.0428,37
"4136",3740.05,8.83,1.23,0.0531,86
"4137",3741,0.96,1.83,0.0229,79
"4138",3741,0.92,1.93,0.0229,79
"4139",3742,5.39,1.46,0.0063,76
"4140",3743,8.82,0.77,0.0345,104
"4141",3744,7.4,0.58,0.0364,101
"4142",3745,7.02,0.84,0.0502,51
"4143",3746,10.08,1.58,0.244,42
"4144",3747,7.24,0.86,0.0548,97
"4145",3747.01,13.84,0.17,0.0627,20
"4146",3748,10.07,1.23,0.026,162
"4147",3749.01,15.5,1.49,0.0089,66
"4148",3751,5.04,1.52,0.0185,84
"4149",3752,4.28,0.92,0.0133,161
"4150",3753,7.27,0.54,0.0306,70
"4151",3754,2.77,0.94,0.0225,62
"4152",3755,3.82,0.01,0.0217,19
"4153",3756,5.52,0.93,0.0125,137
"4154",3757,5.25,1.29,5e-04,98
"4155",3759,4.45,0.13,0.0254,97
"4156",3759.1,8.8,1.19,0.016,150
"4157",3759.11,12.76,1.57,0.0535,29
"4158",3761,4.84,1.49,0.0097,21
"4159",3762,8.85,0.88,0.0399,80
"4160",3762.01,13.04,1.67,0.0774,110
"4161",3762.02,12.13,1.47,0.0515,36
"4162",3763,5,-0.06,0.0147,73
"4163",3764,7.7,0.58,0.0296,146
"4164",3764.1,12.44,1.47,0.0511,149
"4165",3765,4.24,1.06,0.0323,106
"4166",3767,9.62,0.74,0.0258,30
"4167",3767.1,2.82,-0.25,0.0188,149
"4168",3768,4.16,1.57,0.0203,137
"4169",3768.02,13.82,1.46,0.008,41
"4170",3769,9.11,0.61,0.0073,84
"4171",3769.1,10.35,0.95,0.0208,92
"4172",3770,7.03,0.61,0.0359,150
"4173",3771,8.97,0.99,0.0348,150
"4174",3772,4.2,-0.01,0.0067,98
"4175",3773,5.75,0.82,0.0948,46
"4176",3774,5.56,0.26,0.0288,76
"4177",3774.01,11.05,1.35,0.042,80
"4178",3774.02,13.79,1.65,0.0652,42
"4179",3775.01,14.82,0.41,0.0662,30
"4180",3775.02,14.21,1.42,0.0208,30
"4181",3775.03,12.9,1.6,0.0692,25
"4182",3776,8.19,0.09,0.0116,130
"4183",3778,7.12,0.54,0.031,95
"4184",3779,8.05,0.77,0.0386,108
"4185",3780,9.49,1.2,0.057,127
"4186",3781,6.3,1.32,0.01,146
"4187",3781.01,16.9,0.41,0.0255,46
"4188",3782,8.52,0.6,0.0276,149
"4189",3783.1,12.73,1.64,0.104,137
"4190",3783.2,10.22,0.99,0.0464,127
"4191",3784,11.57,1.55,0.0574,66
"4192",3786,6.34,1,0.016,69
"4193",3787,8.67,0.89,0.0398,106
"4194",3787.01,13.69,1.7,0.089,23
"4195",3788.01,14.66,0.18,0.035,32
"4196",3789,4.96,1.11,0.0449,104
"4197",3790,7.25,0.62,0.045,67
"4198",3791,5.29,1.08,0.0146,98
"4199",3792,4.9,1.55,0.017,111
"4200",3793,11.36,1.6,0.065,101
"4201",3794,5.13,-0.08,0.0035,149
"4202",3795,5.74,0.32,0.0295,98
"4203",3796.01,15.7,0.41,0.0067,100
"4204",3797,10.02,1.15,0.0509,133
"4205",3798,7.96,0.69,0.0157,163
"4206",3798.01,15.11,1.63,0.0258,50
"4207",3799,2.81,0.65,0.1013,29
"4208",3800,7.06,0.62,0.0458,129
"4209",3802,1.92,1.44,0.0296,173
"4210",3802.01,15.04,0.26,0.0474,35
"4211",3803,3.53,0.92,0.0341,67
"4212",3804,6.6,0.48,0.0346,84
"4213",3805,6.58,0.88,0.0286,78
"4214",3806,10.3,1.04,0.0234,133
"4215",3807,4.83,1.22,0.0086,73
"4216",3808.01,15.65,1.95,0.0747,43
"4217",3809,10.59,1.41,0.0408,150
"4218",3810,8.37,1.07,0.0346,59
"4219",3810,9.02,1.04,0.0346,59
"4220",3811,5.56,1.66,0.0222,134
"4221",3813,5.15,1.53,0.0089,77
"4222",3814,3.76,1.57,0.0226,117
"4223",3815,8.11,1.37,0.1016,38
"4224",3815.01,7.38,0.91,0.0177,150
"4225",3815.02,11.64,1.49,0.0659,101
"4226",3816,11.04,0.73,0.0509,150
"4227",3816.01,7.9,0.29,0.1129,413
"4228",3818,8.09,0.78,0.0311,101
"4229",3819,5.24,-0.02,0.0113,72
"4230",3820,7.57,0.8,0.0489,109
"4231",3821,4.85,0.38,0.0441,111
"4232",3821.01,13.65,-0.11,0.0273,33
"4233",3822,6.32,1.14,0.046,174
"4234",3823,2.29,1.15,0.032,128
"4235",3824,10.07,1.1,0.035,150
"4236",3825,8.06,1.08,0.0113,174
"4237",3826,4.65,0.47,0.0148,125
"4238",3826.11,16.15,-0.26,0.0054,61
"4239",3827,8.41,0.82,0.0346,28
"4240",3828,8.93,0.6,0.0118,150
"4241",3829,5.49,0.1,0.0235,94
"4242",3829.01,8.9,1.02,0.0359,84
"4243",3829.1,9.75,1.27,0.0143,150
"4244",3830,4.82,0.09,0.0049,84
"4245",3831,5.51,0.05,0.0194,77
"4246",3832.01,12.24,0.16,0.0819,46
"4247",3832.1,9.24,1.06,0.0274,150
"4248",3833,5.98,0.42,0.0262,71
"4249",3834,3.62,1.37,0.0267,101
"4250",3835,5.04,1.25,0.0096,111
"4251",3835.01,9.42,1.19,0.0426,119
"4252",3836,6.66,0.47,0.0182,50
"4253",3837,6.64,0.76,0.061,51
"4254",3839,5.32,0.29,0.0103,111
"4255",3840,5.25,1.08,0.0202,68
"4256",3840.1,4.38,-0.08,0.0278,98
"4257",3841,11.9,1.19,0.058,163
"4258",3844,11.7,1.7,0.1698,66
"4259",3845,9.04,1.58,0.1548,6
"4260",3845,9.69,1.57,0.1548,6
"4261",3846,11.44,1.51,0.0583,90
"4262",3847,3.13,1.6,0.0418,161
"4263",3848,6.81,0.65,0.033,72
"4264",3849,5.41,0.97,0.0096,94
"4265",3851,5.35,1.41,0.0204,112
"4266",3851.01,13.67,0.96,0.0124,44
"4267",3852,4.06,1.45,0.0033,127
"4268",3852.01,12.28,1.6,0.1044,136
"4269",3853,8.33,1.16,0.0727,150
"4270",3853,8.5,1.16,0.0727,150
"4271",3854.01,14.04,0.26,0.043,31
"4272",3855,3.2,1.15,0.0292,76
"4273",3855.01,10.67,1.36,0.0274,42
"4274",3855.1,7.07,0.68,0.0135,98
"4275",3857,9.62,1.59,0.1031,43
"4276",3858.01,7.83,0.98,0.0575,34
"4277",3860,4.89,0.48,0.0541,51
"4278",3861,7.12,0.58,0.0584,149
"4279",3862,4.82,1.48,0.0123,22
"4280",3863,6.41,0.38,0.0267,150
"4281",3864,4.23,0.89,0.0086,99
"4282",3865,3.92,-0.01,0.0242,78
"4283",3866,8.72,0.67,0.0164,146
"4284",3868,7.4,0.56,0.0189,150
"4285",3869,5.25,0.02,0.0208,98
"4286",3869.1,5.75,1.02,0.0163,84
"4287",3870,6.59,0.83,0.0701,106
"4288",3871,10.41,0.82,0.0189,133
"4289",3872,4.98,1.6,0.0053,84
"4290",3873,6.52,0.76,0.0295,73
"4291",3874,8.18,0.63,0.028,146
"4292",3874.01,14.98,1.63,0.0292,46
"4293",3876,6.41,0.71,0.0155,133
"4294",3877,6.77,0.73,0.0623,60
"4295",3878,7.73,1.16,0.1011,33
"4296",3878.01,12.26,1.55,0.0582,32
"4297",3879,6.25,1.56,0.009,141
"4298",3880,10.08,1.44,0.1051,78
"4299",3881,6.01,0.58,0.0397,61
"4300",3881.01,12.41,1.45,0.0103,120
"4301",3882,4.91,0.12,0.0195,84
"4302",3882.01,13.56,1.75,0.1054,25
"4303",3883,8.29,1.05,0.053,150
"4304",3884,7.41,0.89,0.0687,81
"4305",3885,6.1,0.96,0.0137,65
"4306",3886,8.65,1.04,0.045,79
"4307",3887,5.56,1.3,0.0127,84
"4308",3888,8.15,1.2,0.0062,169
"4309",3888.01,14.02,1.87,0.078,53
"4310",3889,11.6,1.57,0.0681,29
"4311",3889.01,15.17,0.48,0.057,54
"4312",3890,5.65,0.47,0.0372,70
"4313",3891,7.32,0.59,0.0102,84
"4314",3892,5.08,0.86,0.0152,137
"4315",3892.1,5.56,0.52,0.0147,98
"4316",3894,5.39,0.31,0.0134,68
"4317",3895,2.43,0.06,0.051,106
"4318",3895,3.02,0.06,0.051,106
"4319",3896,3.33,0.41,0.0595,110
"4320",3897,9.2,0.86,0.0198,70
"4321",3897.01,14.3,0.02,0.0032,182
"4322",3898,5.08,1.28,0.0186,84
"4323",3899.01,11.83,1.48,0.1328,28
"4324",3900,8.32,0.86,0.0357,86
"4325",3900.1,11.38,1.6,0.0846,28
"4326",3900.1,11.98,1.6,0.0846,28
"4327",3902,11.65,1.46,0.0492,97
"4328",3903,7.26,1.24,0.0215,122
"4329",3903.01,8.85,1.16,0.0495,66
"4330",3904.01,12.05,1.61,0.063,122
"4331",3905,3.17,-0.12,0.024,64
"4332",3906,5.96,0.58,0.041,97
"4333",3906.01,6.62,0.6,0.0216,150
"4334",3907,9.38,1.49,0.154,36
"4335",3907,9.96,1.49,0.154,36
"4336",3908,5.07,0.85,0.1874,93
"4337",3909,7.01,0.6,0.0452,97
"4338",3910,6.12,0.48,0.0206,106
"4339",3911,10.15,1.26,0.0389,34
"4340",3913,6.34,1.16,0.1774,97
"4341",3913.01,14.67,1.73,0.0772,54
"4342",3913.11,12.37,1.52,0.0271,36
"4343",3914,9.34,0.58,0.0031,133
"4344",3915,6.9,0.29,0.0048,111
"4345",3916,3.14,0.08,0.0392,61
"4346",3917,5.88,0.06,1e-04,89
"4347",3918,4.73,1.14,0.0145,45
"4348",3919,5.48,0.8,0.1293,88
"4349",3919,5.53,0.79,0.1293,88
"4350",3920,4.78,1.21,0.0124,117
"4351",3921,3.16,1.44,0.0231,96
"4352",3922,5.56,0.21,0.013,84
"4353",3923,5.2,1.1,0.0116,89
"4354",3924,5.91,1.04,0.1395,63
"4355",3924,6.27,0.99,0.1395,63
"4356",3925,6.67,0.62,0.0139,150
"4357",3925.01,15.12,1.8,0.0787,33
"4358",3926,8.45,0.67,0.0258,188
