"","RA","Dec","HIP_Num","Vmag","Plx","pmRA","pmDE","e_Plx","B.V"
"1701",218.127243,5.77763,71108,10.65,24.95,-85.11,323.25,3.58,1.21
"1702",218.331217,46.883672,71165,9.74,22.79,152.79,-137.77,1.12,1.055
"1703",218.54878,32.534477,71243,6.32,23.72,106.09,5.69,0.77,0.45
"1704",218.556205,12.582556,71247,10.78,21.9,-501.82,202.11,2.09,1.095
"1705",219.387799,-16.541007,71515,8.73,24.14,-80.89,-146.14,1.08,0.95
"1706",219.436891,3.332701,71527,8.97,21.05,-289.7,-36.44,1.72,0.729
"1707",219.560362,14.028864,71572,8.26,20.29,-11.04,-153.24,1.3,0.707
"1708",220.343313,29.058806,71813,7.81,21.22,11.76,-183.5,1.02,0.642
"1709",220.48325,-58.61583,71861,6.21,22.58,41.91,-39.05,0.74,0.454
"1710",220.513539,61.261916,71876,6.24,23.47,75.99,-29.54,0.57,0.409
"1711",220.596258,21.293083,71899,7.47,21.91,-105.93,-34.29,0.85,0.533
"1712",220.843036,51.918107,71989,8.22,20.79,-63.25,118.35,0.7,0.659
"1713",221.048725,18.462099,72043,7.52,23.87,-70.97,-151.95,0.85,0.636
"1714",221.056986,-8.251926,72047,6.64,24.18,-201.43,74.5,1.38,0.431
"1715",221.319251,65.329983,72130,7.22,20.7,-110.62,37.29,0.56,0.495
"1716",221.322236,-62.875648,72131,5.36,21.75,70.24,-80.34,0.61,0.308
"1717",221.545336,-21.175966,72217,6.43,23.64,-56.02,-103.63,1.07,0.603
"1718",221.564921,9.646747,72221,7.26,23.15,73.74,-264.01,1.84,0.624
"1719",221.593691,-33.766157,72235,8.3,23.44,93.62,-12.46,1.84,0.71
"1720",221.825962,12.979552,72315,9.71,21.04,-189.53,-118.49,1.51,0.901
"1721",221.882868,19.050034,72336,7.46,20.56,6.52,1.73,0.81,0.509
"1722",222.278096,37.811179,72469,6.15,24.39,-253,109.62,0.66,0.389
"1723",222.278358,70.526391,72470,10.64,21.81,-119.1,120.9,1.45,1.552
"1724",222.306753,10.214463,72479,8.42,24.21,-139.17,-184.91,1.29,0.866
"1725",222.327789,46.116205,72487,5.76,21.34,-7.35,-77.32,0.55,0.482
"1726",222.38167,-59.131812,72507,8.52,20.07,-131.2,-48.77,1.15,0.648
"1727",222.585094,82.511944,72573,5.63,23.08,177.66,-223.33,0.5,0.671
"1728",222.658041,-32.466529,72600,7.46,22.09,-108.21,-152.91,1.1,0.507
"1729",222.858342,-2.457377,72663,8.47,21.93,-8.17,-130.14,1.73,0.666
"1730",222.882178,-60.93079,72673,7.16,20.94,54.43,113.14,0.88,0.452
"1731",222.905983,15.317524,72681,8.39,21.83,-236.41,93.32,1.83,1.3
"1732",223.031188,71.662472,72726,10.85,21.76,-868.01,-409.29,1.5,1.592
"1733",223.094839,27.316324,72753,10.27,22.72,-250.05,-96.49,1.48,1.447
"1734",223.137919,-30.577253,72772,6.3,24.99,-336.2,-41.34,0.8,0.605
"1735",223.269986,-46.637265,72821,8.15,21.63,-61.66,-188.38,1.45,0.699
"1736",223.347283,15.705167,72846,6.41,20.4,-23.6,23.11,1.43,0.569
"1737",223.426993,-18.34457,72876,10.89,24.66,164.74,-15.52,2.07,NA
"1738",223.545582,-66.420086,72921,6.98,23.05,-263.97,-172.75,2.02,0.58
"1739",223.728345,-41.364777,72986,7.15,22.23,-136.41,-88.92,0.93,0.506
"1740",223.779485,-9.097312,72998,9.51,20.29,-199.83,-343.87,1.51,0.716
"1741",224.169364,21.071319,73121,9.41,23.4,-102.51,74.44,1.52,1.035
"1742",224.202738,-20.489986,73139,8.2,24.71,-29.05,-56.35,1.04,0.747
"1743",224.384582,31.395715,73192,11.08,24.56,-694.6,-1159.81,5.24,1.32
"1744",224.627181,-28.709538,73269,7.66,20.41,-100.64,-95.56,0.98,0.554
"1745",224.703784,37.23409,73302,8.8,22.96,-119.71,53.3,0.96,0.79
"1746",224.909358,-19.64059,73370,10.1,24.78,-112.14,-106.4,1.6,1.08
"1747",225.083159,-16.541207,73428,9.84,20.55,-32.89,-88.92,1.69,0.89
"1748",225.095273,7.735493,73434,7.88,21.07,-13.07,-129.05,1.18,0.594
"1749",225.745429,65.778276,73623,7.33,24.91,72.65,-125.75,0.55,0.574
"1750",225.785894,-42.614971,73639,10,21.19,-280.17,-275.67,1.96,1.171
"1751",225.825626,-36.924618,73650,7.77,21.34,-7.07,-394.01,0.94,0.613
"1752",225.857832,62.646761,73659,9.99,20.82,-51.95,-117.39,1.12,1.106
"1753",225.899201,-27.840994,73674,7.66,21.13,159.27,-138.55,1.74,0.622
"1754",225.928343,14.006115,73686,9.98,21.77,20.39,-394.15,1.76,1.209
"1755",226.066036,39.208404,73725,9.71,20.3,63.99,16.69,1.26,0.911
"1756",226.181332,38.605227,73765,7.49,21.31,-15.96,33.85,0.71,0.503
"1757",226.27278,79.060502,73803,12.19,21.05,-13.65,38.49,46.91,NA
"1758",226.302041,-40.931386,73814,9.99,20.9,130.32,-84.58,1.88,1.12
"1759",226.378812,-7.013581,73846,7.56,22.04,-225.19,-5.44,1.96,0.596
"1760",226.457936,64.04721,73869,8.4,22.59,-121.47,112.21,0.68,0.677
"1761",226.990615,-45.579401,74049,7.75,24.27,-117.6,-110.17,0.86,0.73
"1762",227.126548,72.369342,74092,7.84,21.16,84.04,-7.35,0.61,0.602
"1763",227.231891,-5.624989,74126,8.84,20.18,-1.21,43.02,1.25,0.662
"1764",227.244748,37.318559,74135,8.87,24.58,67.7,103.07,0.98,0.799
"1765",227.305335,-1.529048,74164,11.15,22.26,-157.51,113.47,3.13,1.249
"1766",227.66059,-50.151845,74264,8.78,24.06,-75.53,-50.55,1.39,0.752
"1767",227.81429,-0.855814,74304,11.64,20.31,87.68,-194.86,3.26,1.344
"1768",227.979842,16.633148,74374,9.62,22.63,115.43,-229.02,1.53,1.005
"1769",228.198437,-1.166106,74443,9.28,24.37,-221.44,-290.17,1.45,0.772
"1770",228.954489,0.372139,74689,5.62,20.2,-107.26,12.83,0.95,0.181
"1771",229.106761,16.794276,74734,7.66,23.18,-18.13,-168.63,1.25,0.5
"1772",229.24731,-38.447608,74782,6.86,21.7,-77.56,-8.01,0.91,0.433
"1773",229.251728,-9.382917,74785,2.61,20.38,-96.39,-20.76,0.87,-0.071
"1774",229.365095,22.299867,74821,7.84,20.86,-97.86,61.84,0.97,0.578
"1775",229.579955,24.997222,74891,10.2,20.17,-132.46,7.15,4.73,1.21
"1776",229.674682,10.427719,74930,7.11,21.07,-102.99,15.01,2.35,0.497
"1777",229.917254,31.842508,75011,9.03,22.27,-181.25,139.86,1.23,0.83
"1778",230.000362,-8.661707,75038,7.53,22.28,101.41,-201.06,1.04,0.545
"1779",230.009611,40.984168,75039,6.9,24.81,-38.08,179.76,0.59,0.51
"1780",230.075414,32.044648,75059,8.58,20.89,-111.53,43.36,1.09,0.668
"1781",230.085059,-19.975302,75062,11.18,20.7,-179.8,121.59,5.85,1.3
"1782",230.108869,0.244665,75069,9.24,22.43,131.58,-253.93,1.4,0.8
"1783",230.208655,31.480108,75104,6.9,22.71,-180.01,138.88,0.75,0.532
"1784",230.269699,-47.76035,75122,6.77,22.47,74.24,-14.4,0.89,0.44
"1785",230.269987,25.558395,75124,10.91,22.17,-82.2,-109.56,2.2,1.313
"1786",230.288938,25.567143,75132,8.99,24.87,-94.97,-118.52,1.36,0.95
"1787",230.667398,-1.541604,75262,9.87,20.19,-74.59,2.64,9.87,0.792
"1788",230.716949,13.366429,75281,7.91,21.53,-271.46,-26.6,1.19,0.656
"1789",230.793766,-60.657176,75308,5.65,24,-81.96,-27.74,0.75,0.489
"1790",231.02068,66.553921,75370,8.73,21.91,-267.26,-33.46,1.59,0.685
"1791",231.070916,-5.6066,75387,10.12,21.77,57.27,-3.11,1.81,0.9
"1792",231.09172,57.384024,75401,9.88,21.11,-173.87,-326.78,2.2,0.909
"1793",231.148054,-7.054908,75426,9.86,23.78,-91.55,-20.3,4.05,1.07
"1794",231.200862,21.39333,75446,8.98,22.37,182.56,-282.46,1.44,0.723
"1795",231.471959,19.480707,75535,6.26,23.95,-53.07,-7.23,0.94,0.618
"1796",231.986522,51.582051,75703,9.06,24.04,110.64,53.46,0.88,0.774
"1797",232.159812,-15.700622,75762,6.79,24.49,-59.75,41.63,0.91,0.821
"1798",232.216362,57.44518,75783,6.91,23.2,-260.97,164.86,0.53,0.49
"1799",232.744399,17.414696,75978,10.81,23.03,-264.14,7.75,2.71,1.4
"1800",232.927618,-20.164398,76028,8.97,20.34,-61.97,-37.47,10.05,0.546
"1801",232.953587,46.663182,76045,10.4,20.06,-26.55,379.68,1.27,1.456
"1802",233.650674,67.80549,76256,6.98,20.77,25.14,-146.78,0.75,0.793
"1803",233.709291,6.803847,76280,8.02,24.38,-82.55,-166.09,1.1,0.708
"1804",233.769945,-3.322468,76292,8.63,24.36,-94.38,-74.72,1.21,0.829
"1805",233.881579,-14.789537,76333,3.91,21.42,65.67,6.93,0.9,1.007
"1806",234.121829,16.119085,76424,5.93,20.4,71.54,-5.54,0.81,0.354
"1807",234.456655,40.353433,76534,5.25,20,60.45,59.57,0.56,0.886
"1808",234.480714,50.082211,76540,7.72,22.35,-13.99,-250.09,0.67,0.58
"1809",234.496717,10.239876,76543,7.07,21.13,135.24,-356.53,0.91,0.531
"1810",234.724951,-69.209109,76626,9.09,20.17,-159.41,-46.32,1.32,0.854
"1811",234.782109,-42.637307,76650,9.74,20.58,-41.77,-79.02,1.56,0.976
"1812",234.841336,-10.273225,76668,10.18,21.38,-11.16,-167.69,6.04,1.075
"1813",234.854987,27.626309,76674,8.99,20.65,-52.07,53.3,1.3,0.729
"1814",234.919095,-32.977132,76701,8.63,24.63,-121.9,-58.65,1.48,0.686
"1815",235.079521,-71.567964,76747,9.52,21.14,-105.2,-85.93,1.38,0.903
"1816",235.09558,-20.971286,76758,9.69,21.03,-145.15,-140.56,2.11,0.879
"1817",235.118296,-18.696164,76768,10.15,23.47,-69.81,-157.08,4.1,1.238
"1818",235.518307,34.650519,76897,11.69,24.25,-123.02,-298.22,3.02,NA
"1819",235.568852,12.942432,76912,10.03,20.77,28.14,-374.17,2.28,1.092
"1820",235.685688,26.295637,76952,3.81,22.48,-112.52,50.7,0.67,0.02
"1821",235.823972,-5.253692,76998,9.9,21.47,11.77,-106.06,1.58,1.11
"1822",236.018331,-15.672834,77060,5.41,22.21,-34.49,-63.48,0.86,0.238
"1823",236.090848,15.299727,77083,8.2,21.23,67.87,-47.55,1.56,0.655
"1824",236.090183,52.983568,77084,7.36,23.74,-245.91,59.11,0.65,0.624
"1825",236.281041,28.46993,77152,8.06,20.85,-87.63,38.71,1.04,0.612
"1826",236.375139,21.178616,77179,9.24,21.11,-250.63,32.05,1.32,0.814
"1827",236.448338,-30.348818,77199,9.37,24.44,-68.15,-99.66,1.39,1.041
"1828",236.468339,5.040714,77210,9.15,20.73,-249.86,69.7,1.36,0.834
"1829",236.546902,15.421826,77233,3.65,21.31,68.54,-41.31,0.86,0.073
"1830",236.634888,19.954266,77269,10.31,21.28,-126.22,113.19,4.98,1.594
"1831",236.679311,-43.236085,77282,8.08,20.74,-115.21,-146.28,1.21,0.659
"1832",236.70986,7.41766,77292,9.01,23.3,95.27,-182.76,1.56,0.816
"1833",236.821205,-0.269915,77335,6.94,20.72,-243.5,-23.83,0.9,0.512
"1834",237.187454,42.91903,77451,11.17,24.54,-1.91,90.93,1.87,1.42
"1835",237.236657,-3.818513,77464,5.53,20.34,-29.12,6.18,0.7,0.12
"1836",237.405035,-3.430208,77516,3.54,20.94,-98.07,-27.41,0.82,-0.036
"1837",237.467904,-17.901946,77534,6.82,23.06,23.53,-4.46,0.95,0.407
"1838",237.567974,-45.401714,77574,6.11,22.24,39.58,-33.54,0.77,0.299
"1839",237.771798,-30.086433,77641,8.19,21.56,72.18,-137.56,1.17,0.757
"1840",237.774976,-50.687796,77643,10.71,20.63,258.65,-69.25,2.22,1.184
"1841",237.814972,-3.090497,77660,5.09,20.47,-92.51,-27.56,0.82,0.135
"1842",238.140623,-1.90633,77749,7.85,24.07,-114.43,10.04,0.99,0.67
"1843",238.333367,4.25319,77810,8.08,24.68,-21.76,6.4,1.35,0.627
"1844",238.402324,68.720113,77838,6.76,21.7,1.86,-32.44,0.5,0.544
"1845",238.456408,-16.729294,77853,4.13,20.02,100.12,135.27,0.88,1.003
"1846",238.70208,-65.901208,77921,7.55,20.54,18.23,20.77,1.09,0.621
"1847",238.729252,-37.510988,77931,8.53,20.29,61.78,112.35,1.42,0.667
"1848",238.816416,-42.605126,77958,6.68,22.63,-73.3,-38.07,0.85,0.402
"1849",238.948279,37.946958,78012,5.43,24.12,29.45,80.08,0.59,0.352
"1850",239.083623,63.81659,78063,9.54,22.93,-122.84,185.31,0.91,0.89
"1851",239.114042,37.509028,78074,10.52,21.59,-9.23,36.38,1.38,1.204
"1852",239.26607,-48.162186,78117,6.31,20.22,-104.9,-109.76,0.87,0.381
"1853",239.32842,34.535425,78139,11.19,21.06,-242.51,110.83,2.42,1.9
"1854",239.391206,34.539646,78158,10.82,24.48,-233.47,107.7,2.34,NA
"1855",239.417351,65.396687,78165,9.04,20.66,178.57,-165.09,0.7,0.86
"1856",239.648836,-23.908278,78251,8.96,20.84,-242.32,-162.1,1.61,0.637
"1857",239.768316,49.881043,78286,6.04,20.4,21.48,-55.61,0.53,0.289
"1858",239.977385,45.248733,78356,10.53,22.27,-122.99,26.57,1.33,1.547
"1859",240.07849,0.137005,78399,8.05,23.04,-135.83,-110.31,1.03,0.643
"1860",240.270546,-32.695548,78466,8.01,21.99,129.89,-217.65,1.31,0.639
"1861",240.557295,34.443927,78550,8.73,23.1,169.05,-113.81,0.96,0.683
"1862",240.563128,-19.452188,78551,8.26,22.3,29.56,23.14,1.31,0.7
"1863",240.883715,-57.775064,78662,4.63,23.26,-118.32,-78.34,0.98,0.252
"1864",240.925344,45.289053,78678,10.36,23.84,-180.18,-229.03,1.25,1.25
"1865",240.928454,34.012972,78680,8.21,21.39,55.21,29.76,0.86,0.658
"1866",240.955462,14.107952,78688,9.11,23.67,138.4,-134.39,2.8,0.974
"1867",241.011809,-21.927818,78708,8.64,23.73,-293.61,-140.04,2.1,0.91
"1868",241.413202,-32.862391,78842,7.84,23.85,-361.18,-235.01,1.91,0.818
"1869",241.472529,10.68501,78864,8.31,24.81,-523.78,-41.47,1.58,0.803
"1870",241.666683,34.102924,78923,8.55,21.24,-300.26,184.31,1.01,0.677
"1871",241.67171,8.388419,78924,11.57,21.39,-495.47,98.99,5.3,1.428
"1872",241.675166,34.624405,78931,10.44,22.91,223.71,-586.1,2.44,1.237
"1873",242.480295,-18.34062,79203,6.43,20.25,-67.44,-69.2,0.91,0.447
"1874",242.696885,59.67541,79276,8.12,24.45,-38.43,-115.2,0.67,0.688
"1875",242.848881,28.43854,79327,7.59,22.15,-99.82,-66.45,0.78,0.555
"1876",242.956144,-52.915396,79361,10.5,23.49,-238.3,-359.72,2.03,1.158
"1877",243.057425,9.140845,79396,8.2,20.14,-30.37,4.88,1.01,0.612
"1878",243.586504,20.694115,79594,11.4,22.56,-240.96,199.11,2.71,1.333
"1879",243.709365,70.929663,79619,7.83,24.58,-2.59,-286.16,0.65,0.722
"1880",243.767325,-56.374541,79636,7.8,24.13,-212.52,-224.44,0.98,0.603
"1881",244.060763,19.524771,79720,7.8,22.1,31.71,265.71,0.96,0.522
"1882",244.081686,-1.648134,79730,7.07,21.47,-123.82,28.51,1.01,0.521
"1883",244.095127,-65.085417,79735,9,21.08,-63.15,-85.57,1.29,0.756
"1884",244.230423,-3.953349,79781,6.18,21,38.91,6.67,0.93,0.326
"1885",244.574577,-28.61402,79881,4.8,23.23,-33.79,-100.59,0.8,0.008
"1886",244.598397,-42.742403,79888,9.03,20.09,23.87,-111.21,1.62,0.836
"1887",244.785137,-28.293883,79946,7.68,24.28,51.39,-254.95,1.02,0.616
"1888",244.836919,-54.513595,79967,7.09,22.82,143.86,-98.37,0.86,0.642
"1889",244.886411,-30.906716,79980,5.53,24.1,82.88,21.81,1.79,0.466
"1890",244.886702,70.368572,79981,7.52,23.04,65.43,27.47,0.59,0.564
"1891",244.998305,-40.818236,80013,7.72,21.46,42.67,-115.41,0.91,0.666
"1892",245.114808,-11.532064,80058,10.22,23.97,-50.79,-82.81,2.34,1.015
"1893",245.135467,-45.809696,80065,8.62,23.35,-12.39,-39.29,1.32,0.708
"1894",245.169124,-17.64966,80083,11.37,23.99,-323.2,-470.24,2.66,1.177
"1895",245.251289,19.360291,80096,9.11,23.36,-46.44,-256.34,1.25,1.16
"1896",245.591296,-32.331489,80199,9.45,21.51,35.14,-35.65,4.17,0.941
"1897",245.75061,-61.688762,80250,8.3,23.43,-178.5,-315.21,0.95,0.763
"1898",245.775254,17.468798,80262,8.44,24.97,-131.62,304.21,1.08,0.724
"1899",245.862134,-11.594613,80295,10.4,20.67,-152.06,-121.87,2.17,1.009
"1900",245.957927,-2.974919,80315,9.25,22.95,-56.79,-64.98,1.6,0.905
"1901",246.072676,55.331974,80364,6.93,23.51,-3.34,-323.6,0.56,0.575
"1902",246.119109,-43.658514,80383,11.06,23.23,-103.79,-64.38,12.06,0.983
"1903",246.3233,-49.147866,80448,7.33,22.04,-91.95,-91.5,2.82,0.3
"1904",246.429933,78.963854,80480,5.55,23.61,-113.04,104.23,0.52,0.249
"1905",246.912371,-3.584384,80616,10.81,23.38,29.4,-63.15,4.19,1.15
"1906",246.988935,-64.057942,80645,5.28,24.75,52.71,26.08,0.68,0.383
"1907",247.149785,3.252956,80700,8.81,21.5,-13.81,-525.58,1.27,0.77
"1908",247.203979,-8.128843,80719,6.49,21.55,-55.59,-69.96,1.18,0.41
"1909",247.276269,60.640025,80742,8.34,20,-96.97,54.13,0.68,0.639
"1910",247.555,21.489613,80816,2.78,22.07,-98.43,-14.49,1,0.947
"1911",247.618584,4.178224,80837,7.27,24.34,-432.73,-1392.34,0.9,0.545
"1912",247.763366,-18.620579,80889,10.74,24.42,67.49,-80.9,2.15,1.165
"1913",247.904475,12.421549,80936,8.52,20.62,-85.95,56.32,1.21,0.76
"1914",248.158887,-15.987533,81010,7.02,24.2,-39.64,-133.31,1.06,0.543
"1915",248.215102,3.246021,81023,8.82,23.49,-371.43,-189.6,1.3,0.868
"1916",248.273313,-63.842244,81041,7.37,21.8,-450.3,-186.6,0.9,0.573
"1917",248.362848,-78.897148,81065,3.86,20.44,-125.68,-77.59,0.53,0.923
"1918",248.676474,-4.22907,81170,9.6,20.71,-133.09,-704,1.5,0.736
"1919",248.712356,21.742576,81177,8.02,20.62,-34.17,42.69,1.09,0.706
"1920",248.722464,-25.57852,81181,10.59,21.73,-127.69,-267.63,2.26,0.95
"1921",249.214191,-65.586723,81353,7.68,21.17,-146.46,60.41,0.84,0.576
"1922",249.272264,-56.556293,81371,9.24,20.78,-109.78,-184.58,1.75,0.817
"1923",249.324751,-83.547068,81390,8.31,21.41,78.59,68,0.82,0.835
"1924",249.598007,-56.258601,81469,9.45,21.62,223.84,-2.63,1.48,0.88
"1925",249.69483,-29.892515,81498,8.21,21.41,117.71,-85.41,1.13,0.585
"1926",249.913039,-9.554589,81580,6.33,23.02,11.28,-146.76,0.89,0.492
"1927",249.98637,37.517717,81605,8.61,22.69,33.66,28.75,0.95,0.714
"1928",250.185001,-51.47826,81650,6.3,20.48,12.43,130.1,0.89,0.321
"1929",250.235164,21.948149,81662,7.67,22.31,-95.14,2.18,0.93,0.591
"1930",250.298101,-1.000312,81687,6.25,21.22,20.31,-11.49,1.06,0.313
"1931",250.371271,1.313162,81716,9.42,21.42,-136.03,-140.26,1.79,0.884
"1932",250.402913,26.91688,81729,5.92,23.35,0.89,-44.83,0.69,0.402
"1933",250.473715,-19.924377,81754,5.55,23.5,28.16,41.95,1.05,0.436
"1934",250.72202,20.531113,81831,8.95,24.42,-33.06,-245.49,1.27,0.717
"1935",250.769401,-77.517435,81852,4.23,20.69,-282.83,-355.03,0.51,1.06
"1936",250.875397,20.716113,81880,7.19,22.91,21.26,-30.7,0.98,0.573
"1937",250.921892,-39.485218,81896,8.62,21.72,81.35,-71.74,1.21,0.73
"1938",250.964308,-26.808946,81910,6.72,21.26,-20.03,-102.51,0.89,0.674
"1939",251.241512,6.043647,81988,10.31,21.78,-220.3,-256.6,1.73,1.04
"1940",251.249935,6.088161,81991,6.55,21.06,-215.13,-257.19,0.91,0.89
"1941",251.259546,23.7177,81996,7.32,20.28,-164.81,-29.63,0.78,0.987
"1942",251.349627,36.850672,82030,9.95,24.36,-66.82,-79.62,1.34,1.14
"1943",251.911825,53.055697,82206,10.59,22.58,12.49,78.91,1.28,1.23
"1944",251.922975,56.892492,82210,8.41,23.72,17.62,44.71,0.67,0.666
"1945",252.007672,-15.963953,82233,7.43,23.17,77.65,-92.99,0.99,0.566
"1946",252.514464,-43.639931,82383,10.23,22.91,59.6,-209.04,2.02,1.22
"1947",252.521512,-12.387458,82388,7.95,24.15,-74.29,-105.05,0.98,0.627
"1948",252.991355,-36.02729,82521,12.04,21.61,24.21,-253.67,6.24,2.248
"1949",253.171426,18.062132,82568,6.81,20.95,29.69,-22.99,0.79,0.529
"1950",253.384704,42.824856,82636,6.81,21.13,121.29,-325.16,0.58,0.631
"1951",253.53393,-4.340183,82688,7.82,20.99,-38.65,-114.03,1.17,0.591
"1952",253.645855,-42.361313,82729,3.62,21.67,-126.55,-227.77,0.85,1.393
"1953",253.691568,62.099932,82750,7.07,25,-332.33,-55.15,0.53,0.676
"1954",253.951216,47.657347,82844,10.76,24.29,-58.16,171.3,1.52,1.567
"1955",253.978193,-62.469921,82851,9.4,24.92,-221.97,-316.18,1.51,0.954
"1956",254.007683,-16.806263,82861,6.33,24.72,81.8,30.96,0.85,0.952
"1957",254.078724,74.282624,82886,7.09,20.2,54.47,-85.33,0.54,0.493
"1958",254.27526,-64.188864,82954,8.01,21.92,8.09,-37.22,1.02,0.613
"1959",254.673171,-14.869671,83090,6.48,20.67,-2.07,-25.14,1.21,0.391
"1960",254.791556,6.604054,83120,9.3,21.49,-200,-5.6,1.42,0.978
"1961",254.978348,-59.329667,83174,7.18,20.9,19.38,-95.9,0.92,0.47
"1962",255.006908,-7.531657,83181,7.98,22.87,97.18,-19.38,1.06,0.652
"1963",255.038213,-26.954086,83195,9.73,22.34,-166.52,-99.76,1.83,0.942
"1964",255.068214,10.822813,83204,7.38,23.41,94.69,-100.38,0.92,0.594
"1965",255.072391,30.926405,83207,3.92,20.04,-47.68,26.89,0.65,-0.018
"1966",255.103145,-87.20311,83217,9.41,20.11,-179.88,-156.04,1.03,0.798
"1967",255.120165,45.778807,83222,7.48,22.97,-148.79,69.09,0.65,0.52
"1968",255.16871,-27.792278,83239,8.18,21.37,105.37,20.23,1.16,0.567
"1969",255.273816,63.417705,83267,10.57,21.53,-282.45,253.59,1.15,1.552
"1970",255.290116,27.196528,83274,6.57,23.34,-4.67,-59.61,0.7,0.427
"1971",255.417138,75.297497,83317,6.17,22.26,14.16,-69.58,0.49,0.306
"1972",255.749495,-43.119974,83415,9.45,23.56,44.74,-82.79,1.72,0.849
"1973",256.344544,12.740828,83613,4.89,22.68,50.63,-11.02,0.72,0.125
"1974",256.376364,31.031655,83630,9.02,20.76,18.64,184.71,1.19,0.759
"1975",256.467317,58.928047,83654,8.65,23.29,22.03,54.97,0.79,0.793
"1976",256.499786,75.103478,83664,7.38,20.28,-109.49,1.96,0.57,0.593
"1977",256.574635,12.606823,83691,8.53,23.54,-204.47,126.85,1.11,0.75
"1978",256.772381,4.559889,83757,10.76,22.12,56.04,-142.52,2.36,NA
"1979",257.136543,-36.643037,83874,7.68,21.84,44.94,-84.74,1.08,0.617
"1980",257.331737,41.436064,83929,11.02,22.62,-208.4,267.4,1.8,1.597
"1981",257.394237,33.355855,83949,7.28,23.04,-223.5,-216.77,0.69,0.545
"1982",257.449793,-10.523301,83962,5.43,24.79,54.71,-108.57,0.87,0.465
"1983",257.549928,41.653981,83995,10.45,20.4,-6.86,92.62,1.26,0.992
"1984",257.844108,4.690274,84082,6.77,22.83,-57.72,-0.27,0.84,0.569
"1985",258.131014,-10.278115,84182,7.57,23.59,100.39,-2.41,0.93,0.491
"1986",258.135749,62.874337,84183,5.54,24.01,15.91,48.03,0.47,0.216
"1987",258.223281,12.119124,84216,10.75,20.75,256.47,129.67,2.06,1.011
"1988",258.340496,-0.381534,84253,9.92,22.49,-18.33,6.83,1.92,0.945
"1989",258.738071,19.682595,84372,7.22,22.68,-85.98,-184.48,1,0.786
"1990",259.163147,50.606475,84520,8.05,24.55,-1.97,111.74,0.67,0.676
"1991",259.393689,4.078138,84594,10.92,23.02,-194.1,-228.36,2.09,1.176
"1992",259.520654,-1.285,84633,9.44,23.45,-126.6,-134.91,1.48,0.94
"1993",259.529727,-24.073022,84636,6.59,21.2,97.01,-73.75,0.92,0.647
"1994",260.01347,53.83365,84816,11.24,24.42,-269.49,1.1,1.66,1.145
"1995",260.140735,48.188791,84855,6.36,24.96,207.18,-3.35,0.67,0.427
"1996",260.142958,-19.333746,84856,6.5,20.41,-138.67,-142.8,0.93,0.578
"1997",260.219293,-10.69641,84883,6.46,21.19,51.86,-22.61,1.05,0.326
"1998",260.281843,-24.683549,84907,8.61,20.58,98.21,-7.69,1.18,0.769
"1999",260.539888,-46.824175,84984,12.74,23.26,31.22,-21.55,30.06,NA
"2000",260.624346,-54.285655,85010,6.81,24.98,62.06,-94.87,0.87,0.504
"2001",260.970828,13.099515,85129,8.03,24.64,-32.9,85.05,0.99,0.687
"2002",261.027447,22.960285,85157,5.7,23.37,-43.53,-36.77,0.75,0.229
"2003",261.284685,53.13275,85244,7.82,24.42,-15.72,83.01,0.67,0.667
"2004",261.402593,-21.631792,85285,8.37,20.78,0.28,-38.92,1.21,0.642
"2005",261.448315,-75.397276,85297,11.15,20.59,-14.82,-54.6,3,1.184
"2006",261.555088,-48.590389,85326,8.85,21.2,27.89,-16.58,1.68,0.81
"2007",261.593563,-48.614901,85342,7.04,21.51,43.45,-19.02,0.94,0.482
"2008",261.645259,-32.969677,85360,8.03,22.67,-32.25,-123.63,1.48,0.67
"2009",261.758951,-12.512488,85397,6.2,22.08,41.02,-63.37,0.82,0.517
"2010",262.319074,63.869138,85575,8.42,22.18,0.31,-181.38,0.71,0.708
"2011",262.356658,-33.760575,85588,8.52,22.39,31.44,-70.5,1.26,0.675
"2012",262.435213,63.852655,85620,7.66,22.32,2.48,-182.16,0.63,0.581
"2013",262.622115,-10.096251,85675,8.14,20.34,11.68,-26.52,1.75,0.756
"2014",262.663468,46.342203,85686,9.95,23.64,-224.37,185.63,1.08,1.066
"2015",262.698285,86.968047,85699,5.78,20.88,56.09,9.68,0.48,0.239
"2016",263.153741,33.569792,85850,10.21,21.35,-220.66,176.46,1.35,0.956
"2017",263.27656,74.567342,85887,11.3,23.87,-158.43,384.68,1.66,1.8
"2018",263.374354,-5.744804,85922,5.61,20.66,-42.2,-95.38,0.77,0.187
"2019",263.549396,-54.895775,85969,7.09,24.56,40.44,-297.07,0.81,0.667
"2020",263.679418,6.014324,86013,8.37,20.9,-478.64,373.73,1.18,0.577
"2021",264.04733,-29.679422,86138,11.14,22.03,-175.83,-69,3.08,1.972
