"","R.A.","Dec.","Mag","Vel","SigVel"
"3592",207.47333,-33.28972,15.78,16129,67
"3593",207.475,-34.98194,16.4,13998,87
"3594",207.47625,-28.14917,15.55,14513,63
"3595",207.47667,-30.45222,16.5,23365,75
"3596",207.48292,-30.68111,15.67,12335,136
"3597",207.49417,-31.21194,16.6,11662,120
"3598",207.49917,-30.39667,16.2,4357,108
"3599",207.50042,-36.76361,15.22,30091,89
"3600",207.50625,-30.57833,13.57,3718,4
"3601",207.50667,-30.22556,15.91,4203,22
"3602",207.52208,-32.75778,15.7,11694,48
"3603",207.52333,-33.18083,0,17700,150
"3604",207.53,-31.25194,14.09,14416,62
"3605",207.53792,-33.19028,17.43,17688,120
"3606",207.54,-31.02861,15.06,11776,25
"3607",207.54,-30.75639,15.11,14731,87
"3608",207.55042,-35.47778,16,11213,69
"3609",207.55292,-31.28056,14.71,4649,93
"3610",207.55417,-32.8775,16.6,10641,76
"3611",207.55708,-33.63083,16.6,11240,92
"3612",207.56417,-30.33583,15.8,22737,103
"3613",207.56708,-33.07472,14.35,10522,50
"3614",207.58042,-30.42333,15.11,5158,30
"3615",207.59458,-32.13972,15.47,12267,49
"3616",207.63083,-32.67917,15.49,11098,51
"3617",207.63458,-37.28889,14.3,141,10
"3618",207.63583,-30.04861,14.7,5362,14
"3619",207.63917,-31.15139,14.26,11648,65
"3620",207.64583,-31.61944,15.7,11845,114
"3621",207.64875,-32.22611,15.55,4673,31
"3622",207.6575,-32.32111,15.9,4751,57
"3623",207.66167,-30.85111,14.69,4294,42
"3624",207.66708,-34.32917,16.2,11919,61
"3625",207.66875,-35.00639,16.5,14416,41
"3626",207.67333,-33.61583,16.6,16781,114
"3627",207.675,-35.91528,14.95,1369,0
"3628",207.67667,-32.895,15.12,11270,37
"3629",207.69167,-29.99861,14.77,4265,14
"3630",207.71042,-33.22083,16.2,10537,39
"3631",207.7125,-31.86139,15.56,11575,64
"3632",207.71875,-36.80528,14.66,4137,16
"3633",207.72375,-30.28917,14.6,5659,27
"3634",207.74625,-27.88694,15.99,15688,30
"3635",207.74625,-31.63611,16.7,14053,99
"3636",207.76083,-30.94972,15.08,14853,71
"3637",207.7625,-34.93972,16.4,15176,119
"3638",207.76292,-34.45556,15.23,6697,52
"3639",207.76875,-36.08361,15.46,22610,95
"3640",207.77333,-31.05222,14.6,14602,59
"3641",207.78208,-31.42833,14.98,14720,46
"3642",207.78625,-30.77944,13.99,5655,4
"3643",207.79375,-33.74806,15.36,12172,71
"3644",207.79708,-30.51056,15.89,4753,10
"3645",207.81042,-31.76528,15.62,15593,69
"3646",207.82625,-33.81972,0,1388,10
"3647",207.83042,-33.80778,12.5,1388,9
"3648",207.83208,-31.14806,13.85,5048,10
"3649",207.83542,-31.83722,15.01,15438,66
"3650",207.83917,-33.2,15.9,16139,52
"3651",207.84208,-37.62861,14.33,3931,19
"3652",207.85542,-28.27306,14.18,4706,56
"3653",207.86417,-29.25583,15.9,11834,84
"3654",207.87792,-29.85278,14.91,14709,96
"3655",207.88208,-32.01917,15.77,29299,114
"3656",207.89083,-32.83056,14.8,12525,7
"3657",207.91458,-30.48917,13.44,4554,4
"3658",207.92167,-30.50194,13.65,4655,31
"3659",207.92375,-30.27139,15.96,22321,60
"3660",207.93375,-28.24806,14.58,5064,112
"3661",207.94167,-29.31917,15.27,14146,38
"3662",207.94292,-30.02694,16.4,4908,121
"3663",207.94417,-28.90944,15.91,13756,137
"3664",207.95125,-28.39194,16.6,4970,120
"3665",207.95458,-30.31,14.25,7036,48
"3666",207.96,-28.44667,0,11160,100
"3667",207.96708,-28.45944,15.03,11130,107
"3668",207.97833,-34.07667,16.36,11064,38
"3669",207.98208,-30.05889,15.6,22269,76
"3670",207.98667,-29.76472,16.1,4584,51
"3671",208.03,-31.83111,14.39,4409,24
"3672",208.03292,-30.45167,14.17,4671,81
"3673",208.03292,-32.86222,15.4,11483,42
"3674",208.03792,-31.07611,15.66,14569,83
"3675",208.05417,-30.71333,16.07,5106,56
"3676",208.06375,-29.00389,14.79,13807,81
"3677",208.06833,-37.45667,15.34,1640,2
"3678",208.08792,-27.89444,14.57,4907,40
"3679",208.08958,-32.74444,0,67679,49
"3680",208.10125,-27.68056,15.9,14782,44
"3681",208.10167,-33.69639,0,11610,100
"3682",208.10167,-34.14389,15.5,4138,75
"3683",208.105,-34.93361,14.68,11464,40
"3684",208.105,-32.93556,16.4,30657,54
"3685",208.10667,-35.22972,16.3,12116,51
"3686",208.1075,-35.82611,13.98,21934,66
"3687",208.12292,-33.69667,0,11602,120
"3688",208.1275,-27.93972,14.63,14854,54
"3689",208.14917,-32.87972,15.8,11302,0
"3690",208.1525,-27.87139,16.1,22377,49
"3691",208.15583,-28.03556,15.3,15393,85
"3692",208.16083,-32.88778,16.4,11162,7
"3693",208.16792,-27.93972,0,14658,27
"3694",208.17875,-32.78944,14.7,11224,29
"3695",208.18708,-27.77694,14.7,14360,49
"3696",208.19083,-30.30306,16.41,22192,47
"3697",208.19167,-29.92972,14.23,4776,3
"3698",208.20042,-28.20167,0,33821,54
"3699",208.20042,-28.21,16.5,33821,54
"3700",208.2025,-31.765,16.7,15453,43
"3701",208.20917,-30.71,14.6,7257,12
"3702",208.20917,-32.40417,15.3,21367,36
"3703",208.20917,-32.40417,15.3,21367,36
"3704",208.21208,-27.53861,16.6,11444,72
"3705",208.21542,-28.80333,15.14,5321,68
"3706",208.22208,-28.48944,12.67,4740,6
"3707",208.22458,-28.52833,16.6,4983,74
"3708",208.22542,-30.855,15.1,6910,58
"3709",208.23125,-28.56667,14.4,14658,73
"3710",208.2325,-33.10667,16.6,22757,98
"3711",208.23625,-27.90972,15.84,14988,94
"3712",208.24667,-28.47056,14.81,4870,38
"3713",208.27083,-32.8425,16.1,10896,34
"3714",208.27417,-28.79944,14.15,5344,79
"3715",208.29,-30.71278,14.9,6892,27
"3716",208.29208,-28.03667,18.1,31178,0
"3717",208.29333,-33.03528,16.4,38920,19
"3718",208.29583,-33.31833,15.8,11507,55
"3719",208.30333,-30.42528,15.76,21992,124
"3720",208.30792,-32.94194,15,11177,31
"3721",208.31667,-27.56917,15.9,11553,45
"3722",208.31875,-28.99972,15.17,4621,84
"3723",208.32958,-28.65389,16.7,4669,59
"3724",208.33583,-30.62583,16.3,11622,47
"3725",208.34125,-29.39278,15.58,14887,50
"3726",208.3425,-32.06444,16.6,21543,90
"3727",208.36625,-27.97444,15.68,15835,93
"3728",208.37042,-27.87861,15.24,13576,96
"3729",208.37125,-27.51194,16.1,15349,92
"3730",208.37583,-35.63,13.71,11175,70
"3731",208.37625,-27.80472,15.9,15528,26
"3732",208.38417,-34.11917,12.51,11028,28
"3733",208.38458,-35.60889,15.5,11326,52
"3734",208.39125,-31.47083,16.09,11392,150
"3735",208.39167,-35.08583,16.6,11465,176
"3736",208.395,-31.46222,0,11390,150
"3737",208.39542,-31.47083,0,11392,0
"3738",208.39958,-31.47083,16.15,11400,150
"3739",208.4025,-30.3425,16.5,21935,77
"3740",208.41917,-33.94917,13.34,11107,56
"3741",208.43083,-29.48222,16.5,23300,88
"3742",208.43167,-29.30667,15.7,4998,38
"3743",208.43583,-30.52806,14.98,7056,25
"3744",208.45792,-27.85667,15.7,14152,114
"3745",208.4725,-35.03333,16.5,10853,146
"3746",208.48208,-29.435,15.05,4358,68
"3747",208.485,-28.10583,16.5,29242,64
"3748",208.4875,-27.93583,15.1,15025,25
"3749",208.49083,-29.82833,14.75,6923,42
"3750",208.49125,-27.62528,14.22,5583,33
"3751",208.49333,-29.85944,14.41,6853,27
"3752",208.49625,-27.95222,15.34,13819,80
"3753",208.50083,-31.08306,15.29,15011,56
"3754",208.51292,-27.88389,16.4,26381,82
"3755",208.51625,-27.86139,15.91,15408,117
"3756",208.52083,-27.78694,15.1,14871,28
"3757",208.52875,-35.58,16,14857,54
"3758",208.53167,-32.90111,13.43,4397,37
"3759",208.53333,-32.90194,0,4415,37
"3760",208.54583,-32.22722,16.2,12099,52
"3761",208.55917,-30.54444,15.78,12827,67
"3762",208.56083,-27.84778,14.8,14848,83
"3763",208.56208,-27.5925,15.2,11263,39
"3764",208.57333,-30.30222,14.82,21993,68
"3765",208.57542,-36.92361,13.43,15204,83
"3766",208.57792,-34.74528,14.71,14923,24
"3767",208.57792,-30.49833,14.75,12620,55
"3768",208.57917,-27.74139,16.6,14090,0
"3769",208.58542,-32.20694,15.85,12016,56
"3770",208.59125,-31.18194,16.3,6934,40
"3771",208.60917,-27.87278,14.86,15931,76
"3772",208.60917,-33.24889,15.7,5749,109
"3773",208.60917,-33.24889,15.7,5749,109
"3774",208.61333,-27.83389,14.7,11095,28
"3775",208.61458,-28.04722,15.8,15341,38
"3776",208.645,-31.47,14.93,5685,39
"3777",208.65833,-30.90056,16.57,12664,46
"3778",208.66167,-27.93028,15.1,14816,52
"3779",208.675,-32.52472,15.52,23230,126
"3780",208.69,-28.86611,16.2,4645,52
"3781",208.69917,-29.90944,15.53,21816,63
"3782",208.7275,-28.36917,13.87,2521,19
"3783",208.73167,-29.13694,14.66,2717,36
"3784",208.73375,-31.82583,15.88,14936,58
"3785",208.7375,-32.29028,14.31,11385,99
"3786",208.73833,-27.705,15.4,14731,33
"3787",208.78292,-29.09583,15.6,13782,60
"3788",208.80208,-36.31833,15.03,11929,10
"3789",208.80833,-29.34389,16,12880,83
"3790",208.81792,-28.76306,16.5,2535,78
"3791",208.82542,-32.21139,15.91,21456,53
"3792",208.84333,-27.68444,0,11434,150
"3793",208.84458,-27.68611,15.51,11241,28
"3794",208.85167,-31.30583,15.88,22978,71
"3795",208.89125,-33.90028,14.3,4577,33
"3796",208.89625,-28.09889,15.4,11708,32
"3797",208.92417,-33.72472,13.94,3688,32
"3798",208.95458,-27.68833,14.71,11902,39
"3799",208.96167,-28.01333,15.8,13743,9
"3800",208.98792,-29.13389,15.11,11387,32
"3801",208.99792,-30.34139,12.96,4868,4
"3802",208.99833,-34.05972,16,3954,41
"3803",209.01917,-29.31667,15.76,4623,61
"3804",209.02292,-34.35306,0,66810,150
"3805",209.02458,-29.31,15.2,4498,70
"3806",209.025,-32.49417,0,11610,100
"3807",209.03042,-34.0775,0,15360,100
"3808",209.03042,-28.32694,15.96,30343,118
"3809",209.03292,-34.08944,0,15349,120
"3810",209.03292,-29.04306,16.1,4614,45
"3811",209.03917,-27.92139,16.2,14819,43
"3812",209.04167,-27.80944,15.9,15156,42
"3813",209.04708,-27.60167,17.96,12145,0
"3814",209.05042,-32.49583,0,11602,120
"3815",209.05458,-27.74944,15.1,15123,32
"3816",209.06333,-27.59833,14.91,11914,36
"3817",209.07042,-34.54028,14.72,3990,40
"3818",209.0875,-28.94167,15.5,11300,83
"3819",209.08875,-35.18,15.29,18901,93
"3820",209.09292,-34.11611,15,4094,75
"3821",209.10417,-33.64389,0,4317,120
"3822",209.11583,-33.06889,15.69,3503,129
"3823",209.11917,-33.6525,0,4317,120
"3824",209.13583,-32.48889,15.96,4512,32
"3825",209.145,-32.62972,14.21,4352,10
"3826",209.19,-31.58556,16,24209,93
"3827",209.20625,-35.56611,14.2,26685,100
"3828",209.21792,-30.89611,15.19,12514,58
"3829",209.22458,-35.04389,15.7,10845,119
"3830",209.25625,-35.33389,14.75,561,32
"3831",209.27333,-36.09611,12.69,10888,62
"3832",209.31,-31.60028,14.47,11137,54
"3833",209.32208,-33.39639,15.14,27528,40
"3834",209.32667,-28.19444,16.06,5508,10
"3835",209.34375,-34.77667,15.59,4200,40
"3836",209.34583,-31.2425,15.85,22480,84
"3837",209.365,-33.07833,16.22,27843,59
"3838",209.36708,-29.26194,17.8,2639,18
"3839",209.36958,-29.39861,18.8,2674,30
"3840",209.38292,-28.15361,16,11619,112
"3841",209.41333,-34.21889,12.8,4267,15
"3842",209.4325,-27.76222,16.6,11189,40
"3843",209.43375,-34.72667,0,22620,150
"3844",209.43875,-32.41583,16.5,11098,75
"3845",209.43958,-34.74,16.51,22604,120
"3846",209.47458,-31.94306,0,56730,100
"3847",209.47583,-29.31583,12.63,2663,5
"3848",209.48208,-35.91083,16.7,29544,126
"3849",209.48917,-34.00889,14.22,4333,28
"3850",209.49833,-31.52639,0,11250,100
"3851",209.50875,-31.53278,15.2,11242,120
"3852",209.51208,-27.79611,15.9,11194,81
"3853",209.52208,-33.51611,14.72,4333,15
"3854",209.52792,-32.61472,15.23,4205,85
"3855",209.57708,-30.46694,14.88,11424,55
"3856",209.59458,-29.00139,15.6,11383,58
"3857",209.60458,-34.51722,13.57,5071,26
"3858",209.61625,-31.77611,16.3,4285,7
"3859",209.62583,-34.24194,14.48,3965,17
"3860",209.63167,-28.71194,15.12,4975,30
"3861",209.6525,-30.8525,15.76,4395,22
"3862",209.67042,-33.46833,15.29,3986,30
"3863",209.67208,-31.05944,0,7282,30
"3864",209.67583,-31.05611,15,7282,30
"3865",209.695,-33.13056,16.16,7299,93
"3866",209.71333,-33.49,14.84,4167,13
"3867",209.73833,-34.40806,15.21,53089,75
"3868",209.7825,-28.78556,15,11266,59
"3869",209.78708,-32.34667,16.6,4548,76
"3870",209.80708,-35.26389,16.1,14910,206
"3871",209.80792,-34.20889,0,3867,120
"3872",209.81625,-34.22194,15.5,3976,77
"3873",209.81792,-28.52222,14.57,6786,28
"3874",209.82625,-30.81,14.76,11270,52
"3875",209.84792,-35.77,16.5,15005,127
"3876",209.86958,-33.87611,16.6,4333,95
"3877",209.88583,-33.02611,16.7,11288,106
"3878",209.89167,-32.06833,15.54,15231,33
"3879",209.89708,-30.90889,0,15510,150
"3880",209.90292,-30.91778,14.41,15574,51
"3881",209.90375,-32.55222,14.41,4310,60
"3882",209.90417,-31.03083,14.5,22042,58
"3883",209.91833,-31.03139,16.2,21078,100
"3884",209.92208,-29.28722,15.87,15129,92
"3885",209.92875,-28.69222,15.46,13669,66
"3886",209.94417,-33.67222,15.06,3678,7
"3887",209.95042,-33.67972,0,3729,71
"3888",209.9525,-33.67889,15.11,3679,7
"3889",209.96417,-34.31722,15.17,4188,15
"3890",209.97458,-31.14861,15.71,27343,56
"3891",209.9875,-28.11389,15.92,34600,124
"3892",209.99333,-28.39528,15.09,14855,99
"3893",210.00208,-29.09056,15.63,16506,29
"3894",210.06083,-34.03806,14.2,4396,28
"3895",210.08292,-35.7825,15.39,23394,80
"3896",210.08625,-36.03056,13.48,18696,77
"3897",210.12042,-34.62028,14.62,4250,8
"3898",210.13292,-32.60111,16,18065,73
"3899",210.13333,-28.87444,13.97,6019,26
"3900",210.14125,-28.875,0,6019,26
"3901",210.175,-32.95222,16.14,4305,72
"3902",210.19625,-34.22472,13.87,3460,31
"3903",210.19833,-31.52611,15.8,24726,64
"3904",210.20208,-30.50306,15.8,20626,94
"3905",210.22125,-36.48972,13.24,4117,34
"3906",210.23042,-28.38472,15.86,15124,78
"3907",210.24458,-35.73139,16.6,10787,78
"3908",210.26667,-30.32722,13.1,2588,7
"3909",210.27333,-30.95194,0,15529,120
"3910",210.27333,-30.94111,0,15540,150
"3911",210.275,-33.50139,15.38,3227,38
"3912",210.27917,-36.00528,14.91,16903,145
"3913",210.29333,-33.94583,12.73,4161,17
"3914",210.29625,-30.32444,0,2594,15
"3915",210.30125,-31.46,15.51,24495,76
"3916",210.33042,-33.05778,0,1226,15
"3917",210.33583,-31.95472,15.5,15087,148
"3918",210.33958,-33.06389,12.78,1216,10
"3919",210.37042,-34.12194,15.09,11133,34
"3920",210.37417,-34.24222,14.66,3735,21
"3921",210.40375,-29.65139,15.4,28459,89
"3922",210.41583,-29.94722,15.59,21966,48
"3923",210.43292,-36.28583,15.64,15400,73
"3924",210.45958,-29.69722,15.74,28139,153
"3925",210.47333,-30.33861,15.77,15854,67
"3926",210.48458,-30.13389,15.77,20020,78
"3927",210.49667,-33.8475,16.6,15647,98
"3928",210.50458,-34.17028,15.04,3605,78
"3929",210.51208,-29.71361,15.92,29164,126
"3930",210.51708,-32.21583,16.6,14933,102
"3931",210.51833,-33.00028,16.4,11312,104
"3932",210.52042,-29.90722,0,11280,100
"3933",210.5225,-34.45667,16.11,19629,61
"3934",210.5325,-35.41833,16.6,21566,95
"3935",210.53875,-32.46889,14.89,20993,118
"3936",210.54458,-33.79083,14.93,3914,15
"3937",210.54708,-29.91333,0,11272,120
"3938",210.54708,-28.8925,15.59,5761,61
"3939",210.55208,-33.23222,16.52,10752,78
"3940",210.5575,-33.16944,15.47,10630,35
"3941",210.57542,-28.48889,15.81,16976,113
"3942",210.59542,-29.05,15.14,22158,90
"3943",210.61625,-33.92194,15.3,3886,30
"3944",210.62917,-33.43472,16.7,11051,42
"3945",210.63583,-33.3975,13.55,4034,4
"3946",210.64083,-32.47917,16,3821,75
"3947",210.64375,-33.84694,12.5,3839,58
"3948",210.64833,-28.74861,15.74,21358,79
"3949",210.64917,-31.24972,15.23,19205,98
"3950",210.67542,-31.25694,0,7135,120
"3951",210.67958,-32.57194,15.69,6991,111
"3952",210.68625,-34.9625,12.91,4125,73
"3953",210.69208,-31.26528,15.9,7206,41
"3954",210.69333,-33.12389,12.67,11273,57
"3955",210.71083,-37.04,14.4,19169,66
"3956",210.73125,-34.25556,15.05,4241,14
"3957",210.74333,-30.2375,16.85,6920,90
"3958",210.75,-27.94,16.7,21556,49
"3959",210.76958,-30.6325,15.52,11684,112
"3960",210.78208,-34.15528,15.49,3733,35
"3961",210.7825,-34.03278,14.57,5156,15
"3962",210.78333,-33.805,15.66,3852,35
"3963",210.78375,-34.09861,14.67,4020,13
"3964",210.80417,-33.35778,14.05,4704,14
"3965",210.81083,-34.02167,14.37,2718,36
"3966",210.81167,-32.18306,14.79,16985,41
"3967",210.81875,-31.34806,14.21,7093,10
"3968",210.83375,-31.78361,16.7,3782,40
"3969",210.85333,-32.97111,13.64,11610,57
"3970",210.87,-29.08889,13.85,11260,71
"3971",210.87,-33.17861,15.88,10282,85
"3972",210.8875,-27.57861,16.6,15345,63
"3973",210.89542,-34.07361,14.94,5723,40
"3974",210.9075,-33.60361,14.04,3969,31
"3975",210.91042,-33.97306,13.9,4197,0
"3976",210.91167,-33.97833,11.9,4126,151
"3977",210.91875,-33.65639,0,4137,0
"3978",210.91875,-34.18278,12.44,4474,47
"3979",210.92167,-30.555,16.3,5329,44
"3980",210.92792,-32.71694,14.69,3891,9
"3981",210.9625,-29.35056,16.1,11503,91
"3982",210.96292,-31.94944,14.42,7104,24
"3983",210.96417,-31.58639,16.1,15340,82
"3984",211.00417,-31.9575,16.1,12098,81
"3985",211.00958,-35.72361,12.61,10420,51
"3986",211.02708,-35.17083,16.94,21672,56
"3987",211.03375,-33.91278,16.56,4261,33
"3988",211.03542,-34.54833,16.59,4748,51
"3989",211.06125,-33.02556,14.8,10321,15
"3990",211.06958,-33.61333,14.79,11458,43
"3991",211.08208,-29.77528,16.4,21301,41
"3992",211.1075,-34.25306,15.58,4808,107
"3993",211.11583,-33.51722,15.7,4513,70
"3994",211.12125,-28.05222,12.66,6948,55
"3995",211.12667,-32.9375,15.87,11818,78
"3996",211.13583,-34.30472,14.8,15930,106
"3997",211.14292,-33.96083,14.01,3849,17
"3998",211.15583,-30.99,15.77,4475,0
"3999",211.19333,-34.28306,15.87,3627,41
"4000",211.21333,-32.67583,16.6,6143,99
"4001",211.25875,-31.90472,16.5,27671,90
"4002",211.29125,-35.98083,14,19012,65
"4003",211.2975,-33.46111,15.75,4065,76
"4004",211.29792,-33.76,13.21,4621,5
"4005",211.31958,-30.6375,16.4,6801,68
"4006",211.32583,-30.92667,15.35,7163,125
"4007",211.33,-32.85139,15.12,10368,71
"4008",211.34375,-29.14111,15.2,5870,101
"4009",211.36417,-32.83083,14.9,10271,40
"4010",211.38125,-32.93472,13.31,11762,42
"4011",211.3925,-33.86778,15.3,4062,33
"4012",211.41333,-32.81056,16.26,10263,38
"4013",211.51333,-31.46306,15.7,15900,41
"4014",211.51917,-34.31028,14.76,4526,24
"4015",211.5275,-31.52611,16.2,7206,108
"4016",211.5275,-31.52611,16.2,7206,108
"4017",211.5275,-34.04139,16.74,3182,83
"4018",211.52917,-33.92333,14.06,4401,12
"4019",211.52917,-33.20417,15.3,4111,23
"4020",211.52917,-33.20417,15.3,4111,23
"4021",211.55167,-33.07417,14.6,11533,30
"4022",211.56917,-30.25694,14.87,7026,52
"4023",211.57417,-27.50333,16.2,6603,74
"4024",211.58208,-29.68861,16.5,21508,108
"4025",211.59875,-29.98028,15.2,6992,100
"4026",211.605,-34.28722,12.75,4840,69
"4027",211.61083,-33.06944,16.29,11631,96
"4028",211.64042,-33.59139,16.75,15647,21
"4029",211.64125,-33.58722,15.85,15816,37
"4030",211.64125,-29.94444,16.2,6969,64
"4031",211.64583,-32.57722,15.1,10149,5
"4032",211.64792,-34.31167,12.94,4847,4
"4033",211.65792,-33.43417,16.38,3223,81
"4034",211.66542,-31.21389,16,4342,100
"4035",211.67917,-32.01583,16.05,17046,91
"4036",211.71333,-34.49194,14.9,4672,14
"4037",211.71583,-30.39611,16.3,17355,108
"4038",211.72542,-27.89278,16.47,3821,44
"4039",211.76125,-33.90194,14.44,4125,55
"4040",211.7625,-33.18806,14.84,11678,28
"4041",211.76833,-30.01722,13.33,2692,9
"4042",211.83375,-28.96972,15.5,6828,24
"4043",211.85,-32.30972,12.95,22511,69
"4044",211.8675,-32.99972,15.6,11680,66
"4045",211.895,-37.36167,13.07,10654,44
"4046",211.91833,-31.72694,15.28,17605,72
"4047",211.91917,-37.28583,14.08,11499,48
"4048",211.92625,-33.415,16.95,16339,0
"4049",211.94625,-30.565,15.9,9198,82
"4050",211.96083,-34.8575,13.65,10296,79
"4051",211.98042,-34.30278,15.73,4439,17
"4052",211.98375,-30.63611,15.57,6840,64
"4053",211.98583,-33.48194,14.96,11449,31
"4054",211.98667,-30.09889,15.82,9050,62
"4055",211.99625,-32.05139,13.54,4135,4
"4056",211.9975,-34.37083,13.78,4309,64
"4057",211.99917,-37.27917,13.77,11456,99
"4058",212.01292,-33.315,12.72,4360,29
"4059",212.02667,-34.85083,16.68,9917,61
"4060",212.02833,-30.39833,15.3,7100,0
"4061",212.0425,-34.86722,14.93,10227,26
"4062",212.06958,-32.94361,15.1,3445,44
"4063",212.07417,-28.78806,16.5,10609,81
"4064",212.07542,-35.18472,15.66,11505,29
"4065",212.07625,-32.34472,15.7,16171,98
"4066",212.115,-30.575,16.2,15976,78
"4067",212.15083,-35.20333,16.3,10043,98
"4068",212.15458,-34.20417,13.8,10219,54
"4069",212.15958,-29.57194,14.86,4774,9
"4070",212.16625,-33.89472,16.18,20143,56
"4071",212.21042,-30.25861,15,7015,120
"4072",212.22042,-31.66722,16.1,14588,62
"4073",212.23333,-36.3325,15.56,11100,53
"4074",212.25542,-30.55889,14.4,7075,81
"4075",212.26292,-34.31611,13.55,11337,26
"4076",212.26417,-30.31056,16.4,6911,104
"4077",212.29583,-28.79972,16.1,7151,77
"4078",212.3175,-31.20361,15.81,4172,13
"4079",212.31833,-29.19528,14.92,6798,63
"4080",212.36292,-29.97972,15,6781,57
"4081",212.38042,-30.27611,15.92,2629,10
"4082",212.39,-29.07444,15.2,8365,70
"4083",212.40833,-30.71861,15.7,7107,66
"4084",212.435,-33.85722,0,20601,75
"4085",212.43875,-30.60222,13.16,6960,41
"4086",212.46167,-34.58306,16.3,4503,81
"4087",212.46417,-30.74472,16,6763,56
"4088",212.47333,-35.39111,13.45,11369,62
"4089",212.47792,-27.86083,16.7,11381,102
"4090",212.52708,-34.01083,14.98,30000,68
"4091",212.53667,-31.40861,15.84,25700,87
"4092",212.54792,-36.19139,13.84,13154,39
"4093",212.56375,-29.28222,16.6,11338,120
"4094",212.57667,-33.27028,13.05,16151,88
"4095",212.60833,-33.42472,16.6,11626,108
"4096",212.61125,-33.22694,16.3,3781,78
"4097",212.67542,-29.27028,16.6,6704,81
"4098",212.6825,-34.42167,16.7,11509,74
"4099",212.70083,-33.74639,14.59,30212,112
"4100",212.70292,-36.73639,13.73,18759,97
"4101",212.70458,-31.26472,16,16313,124
"4102",212.74375,-29.16861,16.4,11422,64
"4103",212.75292,-28.04722,16.6,22733,108
"4104",212.75792,-34.33556,14.33,22947,100
"4105",212.75833,-30.07722,16.7,18702,67
"4106",212.82375,-34.05583,13.77,11146,22
"4107",212.82417,-37.14889,14.5,7765,120
"4108",212.83292,-34.52278,16.6,4482,44
"4109",212.86125,-32.10139,14.26,18513,80
"4110",212.86125,-29.63583,15.9,11186,104
"4111",212.8775,-28.03972,0,22478,150
"4112",212.88917,-31.86861,16.4,11590,139
"4113",212.8925,-33.15528,12.19,16048,48
"4114",212.90042,-30.40194,15.34,6936,8
"4115",212.92625,-29.00028,16,7849,66
"4116",212.92708,-30.2325,15.1,8416,106
"4117",212.9325,-34.41889,16.2,11869,65
"4118",213.0425,-34.26917,0,4350,82
"4119",213.0425,-34.26611,15,4260,74
"4120",213.0475,-28.41111,16.6,7721,108
"4121",213.06333,-33.13444,15.9,13191,0
"4122",213.08708,-34.33944,15.5,11541,102
"4123",213.09292,-34.3175,15.8,11392,0
"4124",213.09958,-30.64417,12.59,2604,2
"4125",213.10208,-29.0775,15.8,8095,48
"4126",213.1075,-33.12361,15.8,16482,99
"4127",213.10792,-31.57972,14.84,8797,63
"4128",213.11625,-29.16722,16.2,16970,110
"4129",213.13583,-33.07306,12.07,15729,31
"4130",213.14458,-30.79139,16.3,11474,47
"4131",213.1475,-28.55444,16.7,6721,46
"4132",213.15208,-34.38,16.5,10137,55
"4133",213.16208,-35.43056,13.88,11579,73
"4134",213.16458,-32.96306,0,15921,68
"4135",213.18083,-34.03194,16.3,16287,110
"4136",213.18542,-32.12306,14.65,9086,59
"4137",213.22458,-32.88417,15.75,15003,85
"4138",213.22708,-28.74389,15.8,7484,108
"4139",213.23375,-28.77417,14.68,7410,59
"4140",213.25167,-34.71361,15.11,37950,60
"4141",213.25375,-34.6525,14.11,11196,52
"4142",213.27708,-34.09667,15.7,11639,70
"4143",213.28625,-34.44778,16.6,24992,153
"4144",213.2925,-32.07722,12.82,4334,62
"4145",213.31083,-34.09944,14.6,11410,55
"4146",213.34708,-34.51306,14.01,11199,54
"4147",213.34917,-30.34694,16.5,11203,124
"4148",213.37208,-31.30944,16.6,11175,55
"4149",213.37583,-30.48667,14.7,8363,52
"4150",213.38,-36.62861,15.43,30392,60
"4151",213.38208,-29.59917,13.63,2652,5
"4152",213.42708,-30.37194,15.4,16243,108
"4153",213.48125,-32.60944,15.82,11667,10
"4154",213.51875,-28.21222,15.54,8238,56
"4155",213.52292,-32.16833,15.65,27822,85
"4156",213.52875,-32.77833,0,11332,120
"4157",213.54958,-32.78333,15.9,11477,79
"4158",213.65417,-29.5575,14.67,6905,12
"4159",213.71,-32.97056,15.62,14990,48
"4160",213.76292,-29.36028,15.01,7094,89
"4161",213.79667,-33.6125,15.03,11427,98
"4162",213.90958,-28.61556,15.12,6806,52
"4163",213.95292,-32.49556,13.1,3823,9
"4164",213.98167,-28.5625,13.39,16898,67
"4165",213.98958,-32.64306,0,16129,120
"4166",214.01375,-32.01639,15.9,5943,41
"4167",214.01458,-31.75278,15,4021,96
"4168",214.02417,-30.28056,14.37,2784,35
"4169",214.0425,-29.3225,16.1,6926,36
"4170",214.09667,-30.53111,15.63,16558,41
"4171",214.1125,-31.685,15,2807,28
"4172",214.16083,-31.0025,14.86,28461,70
"4173",214.345,-29.01417,16.67,7007,81
"4174",214.45375,-31.34917,14.55,2753,6
"4175",214.46458,-32.66472,14.55,31473,131
"4176",214.4675,-32.30417,14.94,2689,71
"4177",214.48333,-31.63028,16.72,11847,54
"4178",214.52667,-31.6225,14.27,45265,58
"4179",214.58958,-27.53722,15.9,7048,62
"4180",214.59417,-28.23694,15.5,7048,49
"4181",214.6225,-31.6625,16,19864,109
