"","u_g","g_r","r_i","i_z","Class"
"5030",1.604,0.636,0.222,0.132,2
"5031",2.54,1.189,0.495,0.317,2
"5032",2.436,1.268,0.654,0.366,2
"5033",1.407,0.644,0.27,0.126,2
"5034",1.462,0.55,0.157,0.115,2
"5035",1.357,0.499,0.182,0.065,2
"5036",1.106,0.498,0.197,0.137,2
"5037",1.727,0.663,0.227,0.125,2
"5038",2.577,1.209,0.425,0.302,2
"5039",2.528,1.341,0.543,0.354,2
"5040",2.405,1.318,0.658,0.382,2
"5041",1.624,0.6,0.22,0.097,2
"5042",1.293,0.453,0.285,-0.053,2
"5043",1.003,0.413,0.192,0.099,2
"5044",2.333,0.964,0.377,0.179,2
"5045",1.403,0.456,0.196,0.058,2
"5046",1.163,0.406,0.285,0.021,2
"5047",2.44,1.117,0.413,0.207,2
"5048",2.474,1.251,0.584,0.323,2
"5049",1.214,0.467,0.117,0.079,2
"5050",1.106,0.406,0.114,0.059,2
"5051",1.895,0.744,0.219,0.142,2
"5052",0.884,0.212,0.102,0.014,2
"5053",2.533,1.189,0.504,0.29,2
"5054",1.139,0.492,0.213,0.123,2
"5055",1.662,0.624,0.214,0.107,2
"5056",1.842,0.722,0.255,0.138,2
"5057",1.483,0.564,0.229,0.18,2
"5058",1.495,0.59,0.234,0.121,2
"5059",1.172,0.381,0.149,0.061,2
"5060",1.058,0.321,0.096,0.053,2
"5061",1.051,0.314,0.115,0.043,2
"5062",1.901,0.704,0.277,0.16,2
"5063",1.118,0.381,0.135,0.057,2
"5064",1.586,0.58,0.233,0.103,2
"5065",1.795,0.693,0.219,0.164,2
"5066",2.496,1.116,0.418,0.195,2
"5067",1.783,0.699,0.253,0.127,2
"5068",0.882,0.296,0.091,0.023,2
"5069",1.477,0.582,0.198,0.127,2
"5070",2.443,1.006,0.353,0.172,2
"5071",1.766,0.66,0.249,0.158,2
"5072",1.05,0.346,0.101,0.067,2
"5073",1.335,0.527,-0.511,0.824,2
"5074",1.035,0.394,0.098,0.086,2
"5075",1.022,0.303,0.105,0.068,2
"5076",1.029,0.37,0.165,0.022,2
"5077",1.006,0.364,0.142,0.037,2
"5078",1.137,0.405,0.134,0.042,2
"5079",1.706,0.735,0.257,0.128,2
"5080",0.932,0.28,0.102,0.017,2
"5081",1.085,0.411,0.132,0.025,2
"5082",0.816,0.271,0.081,0.002,2
"5083",1.231,0.557,0.236,0.09,2
"5084",1.401,0.542,0.209,0.062,2
"5085",1.568,0.601,0.199,0.062,2
"5086",2.05,0.865,0.288,0.157,2
"5087",1.032,0.399,0.107,0.041,2
"5088",0.99,0.438,0.148,0.078,2
"5089",2.454,1.311,0.611,0.299,2
"5090",2.4,1.335,0.65,0.391,2
"5091",1.271,0.534,0.201,0.141,2
"5092",1.693,0.665,0.277,0.157,2
"5093",1.424,0.529,0.26,0.09,2
"5094",0.817,0.266,0.121,-0.022,2
"5095",2.429,1.279,0.539,0.313,2
"5096",1.385,0.587,0.197,0.127,2
"5097",2.489,1.337,0.784,0.435,2
"5098",1.182,0.49,0.198,0.095,2
"5099",0.983,0.316,0.175,0.05,2
"5100",1.351,0.599,0.317,0.081,2
"5101",2.166,0.763,0.312,0.139,2
"5102",1.389,0.482,0.2,0.041,2
"5103",1.313,0.525,0.223,0.099,2
"5104",1.343,0.486,0.19,0.072,2
"5105",1.513,0.547,0.203,0.062,2
"5106",1.338,0.607,0.257,0.134,2
"5107",2.077,0.783,0.324,0.149,2
"5108",1.05,0.395,0.164,0.032,2
"5109",1.32,0.548,0.231,0.092,2
"5110",1.137,0.498,0.202,0.091,2
"5111",1.789,0.691,0.24,0.156,2
"5112",0.916,0.295,0.102,0.04,2
"5113",1.746,0.747,0.251,0.104,2
"5114",1.244,0.422,0.136,0.078,2
"5115",0.906,0.305,0.117,0.05,2
"5116",1.886,0.725,0.276,0.158,2
"5117",1.199,0.497,0.178,0.087,2
"5118",1.208,0.446,0.181,0.06,2
"5119",1.249,0.411,0.17,0.04,2
"5120",2.154,0.885,0.328,0.213,2
"5121",1.47,0.571,0.21,0.107,2
"5122",0.964,0.275,0.104,0.019,2
"5123",2.47,0.992,0.36,0.2,2
"5124",2.164,0.839,0.268,0.137,2
"5125",1.143,0.468,0.157,0.052,2
"5126",1.018,0.533,0.21,0.11,2
"5127",2.515,1.106,0.339,0.237,2
"5128",1.07,0.432,0.158,0.076,2
"5129",1.381,0.53,0.215,0.079,2
"5130",1.076,0.318,0.083,0.028,2
"5131",2.126,0.898,0.327,0.21,2
"5132",1.223,0.421,0.111,0.082,2
"5133",0.913,0.273,0.073,0.039,2
"5134",1.238,0.437,0.125,0.094,2
"5135",1.882,0.692,0.239,0.227,2
"5136",1.166,0.471,0.202,0.123,2
"5137",1.248,0.392,0.14,0.053,2
"5138",1.336,0.438,0.138,0.072,2
"5139",1.096,0.344,0.124,0.077,2
"5140",1.287,0.404,0.185,0.083,2
"5141",1.456,0.606,0.235,0.175,2
"5142",1.387,0.52,0.201,0.058,2
"5143",0.921,0.334,0.125,0.043,2
"5144",1.357,0.521,0.221,0.11,2
"5145",1.908,0.718,0.283,0.156,2
"5146",1.313,0.458,0.148,0.03,2
"5147",1.289,0.447,0.145,0.115,2
"5148",1.134,0.189,0.047,0.009,2
"5149",1.517,0.541,0.183,0.145,2
"5150",1.169,0.403,0.131,0.057,2
"5151",1.154,0.422,0.156,0.105,2
"5152",0.946,0.325,0.12,0.069,2
"5153",1.558,0.647,0.216,0.113,2
"5154",1.377,0.528,0.196,0.081,2
"5155",2.193,0.916,0.354,0.189,2
"5156",1.343,0.55,0.249,0.087,2
"5157",2.593,1.262,0.588,0.255,2
"5158",1.015,-0.113,-0.1,-0.109,2
"5159",1.183,0.431,0.16,0.058,2
"5160",1.291,0.505,0.182,0.046,2
"5161",1.58,0.625,0.246,0.103,2
"5162",1.294,0.479,0.194,0.057,2
"5163",2.191,0.889,0.398,0.2,2
"5164",1.063,0.419,0.18,0.046,2
"5165",1.607,0.664,0.27,0.071,2
"5166",2.504,1.315,0.534,0.278,2
"5167",1.205,0.436,0.17,0.071,2
"5168",0.927,0.242,0.107,0.029,2
"5169",2.293,0.889,0.394,0.16,2
"5170",2.322,0.88,0.314,0.181,2
"5171",1.253,0.486,0.205,0.052,2
"5172",1.515,0.614,0.224,0.117,2
"5173",1.487,0.616,0.202,0.113,2
"5174",1.781,0.639,0.194,0.046,2
"5175",1.64,0.686,0.252,0.117,2
"5176",1.241,0.468,0.144,0.05,2
"5177",1.027,0.325,0.13,0.027,2
"5178",1.132,0.365,0.122,0.052,2
"5179",0.805,0.274,0.078,0.036,2
"5180",1.189,-0.028,-0.022,0.005,2
"5181",1.288,0.546,0.179,0.083,2
"5182",0.938,0.262,0.095,0.037,2
"5183",1.926,0.699,0.248,0.112,2
"5184",1.591,0.624,0.26,0.141,2
"5185",1.571,0.601,0.238,0.126,2
"5186",2.305,0.96,0.348,0.205,2
"5187",0.91,0.304,0.129,0.016,2
"5188",1.219,0.4,0.159,0.062,2
"5189",1.216,0.406,0.162,0.099,2
"5190",1.247,0.442,0.156,0.053,2
"5191",1.346,0.455,0.132,0.055,2
"5192",1.536,0.63,0.223,0.121,2
"5193",1.407,0.534,0.192,0.077,2
"5194",1.51,0.621,0.227,0.125,2
"5195",1.976,0.833,0.274,0.144,2
"5196",1.052,0.392,0.1,0.039,2
"5197",2.47,1.344,0.587,0.299,2
"5198",1.634,0.649,0.218,0.133,2
"5199",1.326,0.559,0.167,0.084,2
"5200",1.626,0.591,0.19,0.119,2
"5201",1.304,0.491,0.163,0.086,2
"5202",2.458,1.386,0.613,0.36,2
"5203",1.389,0.62,0.156,0.142,2
"5204",1.118,0.396,0.119,0.061,2
"5205",0.992,0.379,0.121,0.026,2
"5206",1.134,0.482,0.197,0.075,2
"5207",1.734,0.687,0.251,0.123,2
"5208",2.402,1.022,0.367,0.166,2
"5209",1.552,0.558,0.218,0.047,2
"5210",1.244,-0.122,-0.094,-0.059,2
"5211",1.355,0.454,0.142,0.064,2
"5212",1.472,0.54,0.281,0.003,2
"5213",2.377,0.994,0.335,0.213,2
"5214",1.32,0.47,0.142,0.072,2
"5215",0.852,0.229,0.095,0.011,2
"5216",2.187,0.977,0.317,0.194,2
"5217",1.151,0.407,0.171,-0.004,2
"5218",1.177,0.417,0.114,0.126,2
"5219",2.506,1.277,0.546,0.321,2
"5220",0.86,0.223,0.047,0.074,2
"5221",1.022,0.424,0.123,0.017,2
"5222",1.123,0.231,0.119,0.098,2
"5223",1.287,0.527,0.193,0.106,2
"5224",1.624,0.627,0.205,0.13,2
"5225",1.176,0.484,0.138,0.066,2
"5226",1.355,0.567,0.22,0.057,2
"5227",1.876,0.762,0.317,0.178,2
"5228",1.211,0.492,0.208,0.093,2
"5229",1.495,0.661,0.193,0.226,2
"5230",1.287,0.445,0.147,0.051,2
"5231",2.695,1.353,0.57,0.307,2
"5232",1.462,0.605,0.203,0.093,2
"5233",1.258,0.494,0.159,0.052,2
"5234",1.29,0.48,0.183,0.098,2
"5235",1.833,0.612,0.26,0.127,2
"5236",2.47,1.237,0.442,0.3,2
"5237",1.393,0.555,0.229,0.162,2
"5238",1.269,0.479,0.208,0.107,2
"5239",1.341,0.524,0.248,0.075,2
"5240",1.211,0.115,0.043,0.182,2
"5241",1.315,0.514,0.203,0.149,2
"5242",1.494,0.63,0.242,0.101,2
"5243",1.621,0.67,0.24,0.194,2
"5244",2.552,1.212,0.442,0.272,2
"5245",2.537,1.176,0.489,0.279,2
"5246",1.5,0.587,0.222,0.091,2
"5247",1.674,0.655,0.265,0.137,2
"5248",1.583,0.684,0.295,0.189,2
"5249",1.083,0.396,0.163,0.083,2
"5250",2.019,0.812,0.324,0.199,2
"5251",1.993,0.704,0.222,0.097,2
"5252",1.947,0.805,0.312,0.176,2
"5253",1.269,0.483,0.174,0.062,2
"5254",1.299,0.393,0.164,0.011,2
"5255",1.078,0.359,0.2,0.045,2
"5256",1.241,0.481,0.139,0.054,2
"5257",1.725,0.687,0.212,0.088,2
"5258",1.745,0.716,0.244,0.119,2
"5259",1.911,0.759,0.285,0.211,2
"5260",1.153,0.441,0.127,0.086,2
"5261",1.22,0.516,0.218,0.104,2
"5262",1.526,0.602,0.205,0.098,2
"5263",1.092,0.301,0.113,0.031,2
"5264",1.414,0.475,0.186,0.081,2
"5265",1.875,0.663,0.254,0.132,2
"5266",2.456,1.156,0.439,0.269,2
"5267",1.62,0.673,0.264,0.105,2
"5268",1.5,0.632,0.218,0.11,2
"5269",1.097,0.387,0.174,0.088,2
"5270",2.13,0.754,0.244,0.132,2
"5271",2.206,0.82,0.311,0.136,2
"5272",1.157,0.358,0.173,0.024,2
"5273",0.978,0.3,0.118,-0.002,2
"5274",1.088,0.373,0.167,0.08,2
"5275",1.158,0.503,0.206,0.055,2
"5276",1.099,0.305,0.127,-0.058,2
"5277",1.221,0.511,0.261,0.088,2
"5278",1.406,0.52,0.183,0.04,2
"5279",1.532,0.542,0.218,0.072,2
"5280",1.009,0.372,0.099,0.046,2
"5281",0.926,0.334,0.09,0.037,2
"5282",2.352,0.999,0.352,0.259,2
"5283",2.563,1.165,0.435,0.261,2
"5284",0.988,0.259,0.055,0.024,2
"5285",0.89,0.286,0.101,0.024,2
"5286",1.392,0.509,0.162,0.071,2
"5287",2.126,0.909,0.287,0.156,2
"5288",1.672,0.598,0.178,0.038,2
"5289",1.316,0.544,0.206,0.095,2
"5290",1.302,0.471,0.169,0.059,2
"5291",1.333,0.512,0.158,0.081,2
"5292",1.04,0.337,0.079,0.032,2
"5293",2.25,0.961,0.227,0.312,2
"5294",0.911,0.255,0.069,0.023,2
"5295",1.565,0.723,0.262,0.116,2
"5296",1.308,0.448,0.134,0.043,2
"5297",1.578,0.535,0.205,0.067,2
"5298",1.948,0.81,0.317,0.161,2
"5299",0.969,0.349,0.159,0.023,2
"5300",1.285,0.458,0.15,0.049,2
"5301",1.239,0.489,0.221,0.057,2
"5302",1.628,0.596,0.25,0.091,2
"5303",1.087,0.398,0.13,0.05,2
"5304",1.151,0.407,0.154,0.01,2
"5305",1.08,0.378,0.133,-0.001,2
"5306",1.02,0.268,0.071,0.012,2
"5307",1.252,0.487,0.172,0.079,2
"5308",1.138,0.408,0.104,0.064,2
"5309",1.648,0.609,0.239,0.117,2
"5310",1.014,0.397,0.165,0.102,2
"5311",1.068,0.408,0.105,0.046,2
"5312",1.216,0.405,0.139,0.054,2
"5313",2.485,1.296,0.543,0.304,2
"5314",1.644,0.675,0.28,0.171,2
"5315",1.465,0.582,0.27,0.155,2
"5316",2.339,0.986,0.38,0.18,2
"5317",1.196,0.427,0.142,0.042,2
"5318",1.088,0.498,0.177,0.06,2
"5319",1.234,0.435,0.176,0.091,2
"5320",0.937,0.303,0.089,0.025,2
"5321",1.301,0.431,0.176,0.063,2
"5322",1.498,0.545,0.186,0.097,2
"5323",1.353,0.541,0.189,0.105,2
"5324",1.553,0.557,0.179,0.091,2
"5325",2.067,0.81,0.282,0.129,2
"5326",1.165,0.435,0.172,0.005,2
"5327",0.883,0.273,0.113,0.01,2
"5328",2.309,1.058,0.416,0.233,2
"5329",2.507,1.135,0.438,0.216,2
"5330",2.463,1.222,0.51,0.27,2
"5331",1.242,0.439,0.171,0.045,2
"5332",1.009,0.418,0.153,0.089,2
"5333",1.314,0.518,0.182,0.092,2
"5334",2.579,1.216,0.556,0.336,2
"5335",1.983,0.799,0.345,0.14,2
"5336",1.704,0.654,0.253,0.11,2
"5337",1.058,0.389,0.113,0.025,2
"5338",2.326,0.99,0.348,0.203,2
"5339",1.001,0.292,0.134,0.01,2
"5340",1.196,0.431,0.153,0.077,2
"5341",1.819,0.763,0.254,0.134,2
"5342",1.099,0.406,0.141,0.035,2
"5343",1.454,0.554,0.188,0.077,2
"5344",1.185,0.459,0.179,0.053,2
"5345",1.273,0.479,0.174,0.051,2
"5346",0.838,0.27,0.15,0.015,2
"5347",1.548,0.6,0.241,0.1,2
"5348",1.241,0.379,0.202,-0.057,2
"5349",1.846,0.712,0.263,0.121,2
"5350",1.137,0.459,0.185,0.097,2
"5351",1.415,0.585,0.181,0.126,2
"5352",2.58,1.447,0.847,0.469,2
"5353",0.897,0.297,0.09,0.032,2
"5354",2.553,1.196,0.556,0.348,2
"5355",0.921,0.245,0.106,-0.013,2
"5356",1.376,0.48,0.171,0.086,2
"5357",2.363,1.295,0.548,0.29,2
"5358",1.463,0.559,0.25,0.121,2
"5359",1.223,0.442,0.209,0.04,2
"5360",1.165,0.452,0.165,0.093,2
"5361",1.726,0.66,0.274,0.118,2
"5362",1.231,0.53,0.205,0.07,2
"5363",1.367,0.524,0.184,0.089,2
"5364",1.168,0.391,0.151,0.094,2
"5365",1.168,0.422,0.147,0.065,2
"5366",1.382,0.511,0.225,0.054,2
"5367",2.354,0.902,0.362,0.202,2
"5368",1.306,0.462,0.273,0.04,2
"5369",0.976,0.303,0.146,0.017,2
"5370",1.711,0.638,0.278,0.119,2
"5371",1.407,0.48,0.211,0.063,2
"5372",1.698,0.645,0.274,0.123,2
"5373",1.356,0.471,0.273,-0.007,2
"5374",2.399,0.996,0.402,0.183,2
"5375",1.121,0.421,0.187,-0.016,2
"5376",0.843,0.27,0.168,-0.012,2
"5377",2.591,1.43,0.92,0.473,2
"5378",2.742,1.264,0.516,0.273,2
"5379",1.508,0.598,0.207,0.076,2
"5380",1.241,0.545,0.169,0.069,2
"5381",1.612,0.617,0.215,0.167,2
"5382",1.063,0.398,0.142,0.041,2
"5383",2.352,1.084,0.421,0.201,2
"5384",2.701,1.359,0.645,0.352,2
"5385",1.103,0.465,0.21,0.073,2
"5386",1.912,0.88,0.246,0.163,2
"5387",1.455,0.576,0.224,0.084,2
"5388",1.175,0.448,0.155,0.029,2
"5389",2.167,0.983,0.376,0.199,2
"5390",1.791,0.719,0.245,0.121,2
"5391",2.204,0.801,0.308,0.152,2
"5392",1.601,0.612,0.28,0.127,2
"5393",1.639,0.62,0.206,0.089,2
"5394",2.222,1.006,0.365,0.193,2
"5395",2.486,1.004,0.364,0.173,2
"5396",1.882,0.835,0.296,0.138,2
"5397",1.344,0.492,0.199,0.073,2
"5398",1.208,0.492,0.081,0.109,2
"5399",1.229,0.411,0.152,0.035,2
"5400",0.932,0.208,0.073,-0.009,2
"5401",1.137,0.425,0.143,0.025,2
"5402",1.162,0.076,-0.031,-0.054,2
"5403",1.286,0.495,0.201,0.111,2
"5404",1.51,0.553,0.197,0.064,2
"5405",1.088,0.073,0.093,0.048,2
"5406",2.647,1.274,0.526,0.324,2
"5407",1.064,0.432,0.201,0.097,2
"5408",2.572,1.335,0.574,0.305,2
"5409",1.225,0.033,-0.036,-0.045,2
"5410",1.196,0.285,0.243,0.026,2
"5411",1.619,0.63,0.226,0.104,2
"5412",1.54,0.602,0.277,0.098,2
"5413",1.735,0.757,0.306,0.174,2
"5414",1.067,0.451,0.155,0.061,2
"5415",1.821,0.745,0.225,0.171,2
"5416",1.731,0.775,0.265,0.159,2
"5417",1.093,0.385,0.133,0.036,2
"5418",1.244,0.428,0.206,0.077,2
"5419",2.006,0.767,0.239,0.154,2
"5420",2.442,1.022,0.341,0.204,2
"5421",1.331,0.52,0.158,0.088,2
"5422",1.317,0.614,0.236,0.12,2
"5423",2.424,1.054,0.418,0.228,2
"5424",1.159,0.421,0.144,0.019,2
"5425",1.754,0.706,0.271,0.121,2
"5426",1.715,0.637,0.246,0.085,2
"5427",2.669,1.463,0.833,0.456,2
"5428",1.179,0.461,0.177,0.036,2
"5429",2.289,0.946,0.309,0.16,2
"5430",1.359,0.558,0.206,0.088,2
"5431",1.067,0.378,0.128,0.032,2
"5432",1.307,0.499,0.213,0.065,2
"5433",2.226,1.04,0.436,0.239,2
"5434",1.285,0.454,0.195,0.032,2
"5435",1.94,0.768,0.282,0.124,2
"5436",1.825,0.674,0.246,0.107,2
"5437",0.999,0.277,0.126,-0.026,2
"5438",2.708,1.271,0.993,0.395,2
"5439",2.393,0.945,0.303,0.107,2
"5440",2.068,0.885,0.326,0.157,2
"5441",1.45,0.577,0.214,0.081,2
"5442",0.99,0.375,0.146,0.04,2
"5443",0.98,0.404,0.122,-0.387,2
"5444",0.901,0.253,0.08,0.03,2
"5445",0.892,0.313,0.125,0.02,2
"5446",2.245,0.955,0.31,0.188,2
"5447",1.066,0.488,0.2,0.086,2
"5448",2.034,0.756,0.299,0.09,2
"5449",1.697,0.717,0.269,0.133,2
"5450",1.029,0.37,0.096,0.051,2
"5451",2.042,0.907,0.3,0.18,2
"5452",2.177,0.912,0.302,0.175,2
"5453",1.096,0.392,0.146,0.02,2
"5454",1.089,0.311,0.146,0.045,2
"5455",1.325,0.477,0.163,0.023,2
"5456",1.222,0.034,-0.05,-0.073,2
"5457",2.434,1.12,0.431,0.253,2
"5458",2.001,0.791,0.263,0.162,2
"5459",1.746,0.645,0.209,0.098,2
"5460",2.456,1.128,0.421,0.27,2
"5461",1.446,0.604,0.253,0.13,2
"5462",1.647,0.644,0.189,0.14,2
"5463",1.192,0.406,0.133,0.066,2
"5464",1.083,0.361,0.122,0.045,2
"5465",2.55,1.389,0.783,0.478,2
"5466",2.099,0.931,0.32,0.212,2
"5467",1.028,0.411,0.106,0.027,2
"5468",1.983,0.904,0.339,0.202,2
"5469",1.542,0.642,0.242,0.133,2
"5470",2.436,1.105,0.35,0.233,2
"5471",1.241,0.469,0.143,0.06,2
"5472",1.057,0.301,0.086,0.031,2
"5473",0.965,0.264,0.1,0.03,2
"5474",1.21,0.386,0.147,0.014,2
"5475",1.185,0.413,0.142,0.027,2
"5476",2.274,1.01,0.435,0.218,2
"5477",1.312,0.426,0.15,0.108,2
"5478",2.627,1.23,0.506,0.272,2
"5479",1.355,0.495,0.163,0.032,2
"5480",1.747,0.625,0.235,0.111,2
"5481",1.139,0.398,0.121,0.046,2
"5482",1.296,0.504,0.158,0.036,2
"5483",1.054,0.372,0.124,0.039,2
"5484",1.14,0.381,0.126,0.031,2
"5485",1.038,0.356,0.113,0.03,2
"5486",2.083,0.938,0.389,0.208,2
"5487",1.116,0.428,0.145,0.047,2
"5488",2.098,0.785,0.251,0.115,2
"5489",1.872,0.705,0.244,0.112,2
"5490",1.243,0.404,0.151,0.025,2
"5491",1.093,0.286,0.075,-0.03,2
"5492",1.578,0.593,0.247,0.115,2
"5493",1.541,0.686,0.272,0.123,2
"5494",1.259,0.447,0.177,0.06,2
"5495",0.932,0.317,0.105,0.024,2
"5496",0.896,0.3,0.107,-0.027,2
"5497",1.03,0.263,0.079,0.001,2
"5498",1.196,0.425,0.156,0.068,2
"5499",1.715,0.617,0.215,0.124,2
"5500",2.06,0.775,0.247,0.119,2
"5501",2.246,0.939,0.356,0.134,2
"5502",1.357,0.482,0.117,0.079,2
"5503",1.224,0.397,0.183,0.073,2
"5504",0.895,0.243,0.075,0.025,2
"5505",2.453,1.048,0.419,0.214,2
"5506",1.328,0.593,0.117,0.066,2
"5507",1.127,0.47,0.121,0.052,2
"5508",1.471,0.598,0.209,0.149,2
"5509",1.222,0.441,0.164,0.06,2
"5510",1.673,0.692,0.265,0.14,2
"5511",1.425,0.537,0.21,0.073,2
"5512",1.195,0.43,0.129,0.057,2
"5513",1.268,0.437,0.167,0.013,2
"5514",2.048,0.778,0.249,0.139,2
"5515",2.507,1.146,0.398,0.283,2
"5516",1.123,0.322,0.143,0.095,2
"5517",1.239,0.433,0.194,0.081,2
"5518",1.499,0.547,0.239,0.102,2
"5519",2.049,0.802,0.315,0.212,2
"5520",1.347,0.519,0.178,0.12,2
"5521",1.208,0.431,0.206,0.028,2
"5522",1.381,0.593,0.228,0.024,2
"5523",1.736,0.729,0.325,0.129,2
"5524",0.988,0.419,0.193,0.031,2
"5525",1.255,0.405,0.128,0.044,2
"5526",1.384,0.453,0.112,0.084,2
"5527",2.712,1.264,0.453,0.273,2
"5528",2.767,1.222,0.341,0.277,2
"5529",1.73,0.728,0.232,0.14,2
"5530",1.241,0.075,-0.01,-0.016,2
"5531",1.358,0.381,0.189,0.052,2
"5532",1.767,0.633,0.295,0.114,2
"5533",1.652,0.571,0.253,0.11,2
"5534",1.014,0.416,0.201,0.008,2
"5535",1.225,0.503,0.211,0.137,2
"5536",1.638,0.702,0.227,0.14,2
"5537",1.396,0.504,0.151,0.032,2
"5538",0.964,0.359,0.072,0.029,2
"5539",1.885,0.757,0.255,0.104,2
"5540",1.754,0.621,0.246,0.081,2
"5541",1.59,0.632,0.27,0.12,2
"5542",1.12,0.415,0.163,0.068,2
"5543",0.968,0.393,0.194,-0.026,2
"5544",1.576,0.634,0.232,0.026,2
"5545",2.511,1.092,0.342,0.174,2
"5546",1.809,0.727,0.25,0.075,2
"5547",1.081,0.355,0.1,-0.033,2
"5548",1.13,0.434,0.118,0.025,2
"5549",0.955,0.312,0.101,0.085,2
"5550",1.315,0.45,0.145,0.035,2
"5551",0.996,0.321,0.11,0.043,2
"5552",1.281,0.374,0.183,-0.002,2
"5553",1.216,0.369,0.131,0.043,2
"5554",2.066,0.86,0.305,0.167,2
"5555",1.975,0.763,0.228,0.141,2
"5556",1.261,0.469,0.148,0.095,2
"5557",1.287,0.551,0.257,0.138,2
"5558",0.997,0.271,0.131,0.029,2
"5559",0.998,0.359,0.158,-0.008,2
"5560",1.229,-0.134,-0.147,-0.078,2
"5561",1.309,0.555,0.23,0.117,2
"5562",1.153,0.108,0.064,-0.023,2
"5563",1.287,0.542,0.201,0.076,2
"5564",0.885,0.313,0.07,0.009,2
"5565",1.509,0.646,0.209,0.103,2
"5566",1.256,0.427,0.109,0.014,2
"5567",1.199,0.438,0.144,0.025,2
"5568",1.765,0.652,0.273,0.129,2
"5569",1.743,0.656,0.242,0.082,2
"5570",1.112,0.368,0.132,0.039,2
"5571",2.4,1.169,0.418,0.261,2
"5572",0.945,0.339,0.137,0.016,2
"5573",0.925,0.325,0.123,0.049,2
"5574",2.27,1.002,0.345,0.205,2
"5575",1.153,0.412,0.149,0.036,2
"5576",0.962,0.279,0.113,0.013,2
"5577",1.519,0.594,0.224,0.099,2
"5578",2.502,1.335,0.58,0.332,2
"5579",0.907,0.287,0.112,0.024,2
"5580",1.522,0.584,0.199,0.043,2
"5581",1.22,0.465,0.151,0.025,2
"5582",2.398,1.082,0.322,0.305,2
"5583",1.623,0.627,0.212,0.112,2
"5584",1.168,0.447,0.166,0.053,2
"5585",1.329,0.498,0.222,0.074,2
"5586",1.111,0.368,0.153,0.034,2
"5587",1.629,0.62,0.262,0.112,2
"5588",0.949,0.294,0.124,0.023,2
"5589",1.309,0.458,0.17,0.058,2
"5590",1.031,0.451,0.198,0.033,2
"5591",2.149,0.925,0.34,0.179,2
"5592",1.109,0.38,0.117,0.036,2
"5593",1.283,0.5,0.211,0.077,2
"5594",2.273,0.941,0.358,0.127,2
"5595",2.562,1.381,0.575,0.312,2
"5596",1.394,0.504,0.219,0.084,2
"5597",0.896,0.261,0.13,0.031,2
"5598",2.553,1.316,0.602,0.317,2
"5599",1.266,0.461,0.122,0.068,2
"5600",1.514,0.622,0.192,0.119,2
"5601",0.916,0.243,0.073,-0.05,2
"5602",1.335,0.498,0.198,0.05,2
"5603",1.388,0.542,0.208,0.05,2
"5604",1.455,0.538,0.21,0.035,2
"5605",0.885,0.321,0.121,0.015,2
"5606",1.321,0.431,0.184,0.028,2
"5607",2.493,1.033,0.437,0.249,2
"5608",2.202,0.983,0.375,0.204,2
"5609",2.471,1.084,0.392,0.215,2
"5610",0.894,0.298,0.114,0.028,2
"5611",1.581,0.593,0.204,0.092,2
"5612",2.487,1.228,0.519,0.294,2
"5613",1.427,0.525,0.141,0.075,2
"5614",2.479,1.317,0.557,0.324,2
"5615",1.016,0.365,0.119,0.058,2
"5616",2.139,0.886,0.293,0.091,2
"5617",2.547,1.316,0.54,0.277,2
"5618",1.79,0.778,0.278,0.125,2
"5619",1.091,0.369,0.147,0.052,2
"5620",1.078,0.378,0.163,0.032,2
"5621",1.377,0.529,0.187,0.086,2
"5622",1.614,0.666,0.29,0.153,2
"5623",1.263,0.542,0.216,0.167,2
"5624",1.131,0.455,0.134,0.05,2
"5625",1.158,0.414,0.126,0.014,2
"5626",1.109,0.446,0.102,0.068,2
"5627",1.27,0.536,0.191,0.121,2
"5628",1.152,0.53,0.182,0.132,2
"5629",1.157,0.444,0.12,0.028,2
"5630",0.903,0.375,0.126,0.047,2
"5631",0.893,0.306,0.095,0.041,2
"5632",2.29,0.949,0.41,0.211,2
"5633",1.657,0.634,0.266,0.105,2
"5634",1.095,0.374,0.154,0.035,2
"5635",2.486,1.143,0.438,0.267,2
"5636",1.572,0.597,0.228,0.131,2
"5637",2.008,0.81,0.292,0.183,2
"5638",1.445,0.448,0.16,0.059,2
"5639",1.393,0.516,0.241,0.109,2
"5640",1.392,0.516,0.265,0.147,2
"5641",0.949,0.319,0.095,0.019,2
"5642",2.568,1.118,0.454,0.276,2
"5643",1.396,0.478,0.237,0.077,2
"5644",1.836,0.67,0.281,0.161,2
"5645",1.709,0.647,0.302,0.149,2
"5646",1.774,0.663,0.249,0.154,2
"5647",1.168,0.342,0.126,0.043,2
"5648",1.024,0.19,0.053,-0.032,2
"5649",1.352,0.51,0.242,0.072,2
"5650",1.143,0.351,0.162,0.024,2
"5651",0.995,0.423,0.18,0.113,2
"5652",2.58,1.148,0.474,0.243,2
"5653",1.144,0.42,0.155,0.029,2
"5654",1.649,0.689,0.231,0.129,2
"5655",1.365,0.541,0.177,0.089,2
"5656",2.142,0.817,0.268,0.097,2
"5657",0.906,0.282,0.086,0.002,2
"5658",1.315,0.363,0.085,0.021,2
"5659",1.07,0.164,0.02,0.012,2
"5660",1.113,0.436,0.251,-0.049,2
"5661",1.09,0.37,0.125,0.031,2
"5662",1.445,0.487,0.193,0.083,2
